Word	happiness_average	happiness_standard_deviation
boeing	5.24	1.3637
chart	5.24	1.3334
depend	5.24	1.3933
diplomats	5.24	1.8578
doin	5.24	1.3786
donna	5.24	1.3486
douglas	5.24	1.1877
drivers	5.24	1.1528
edited	5.24	1.135
elaine	5.24	1.2867
ellis	5.24	0.9381
encounter	5.24	1.7792
evans	5.24	1.0984
faced	5.24	1.2382
fifth	5.24	1.2216
fin	5.24	0.9596
five	5.24	0.6869
franklin	5.24	1.0606
garage	5.24	1.2048
generally	5.24	1.135
goin	5.24	1.3334
harry	5.24	1.2545
industries	5.24	1.0984
insurance	5.24	1.9646
iowa	5.24	1.3786
irving	5.24	1.3334
jajaja	5.24	1.2048
kirk	5.24	1.4507
lieutenant	5.24	1.1877
longtime	5.24	1.7328
matters	5.24	1.318
mid	5.24	0.744
minnesota	5.24	1.5328
morgan	5.24	1.2867
namely	5.24	1.2707
nathan	5.24	1.1704
oliver	5.24	1.135
parliamentary	5.24	1.5851
partially	5.24	1.3024
parts	5.24	1.1168
persian	5.24	1.6483
pon	5.24	1.4078
poppin	5.24	1.8796
publicly	5.24	1.2707
returns	5.24	1.5059
ringing	5.24	1.7562
rookie	5.24	1.0412
salomon	5.24	1.0214
sat	5.24	1.3334
seem	5.24	0.9596
sf	5.24	1.4365
should	5.24	1.1704
since	5.24	0.9161
socialist	5.24	2.1905
sorts	5.24	0.9381
spending	5.24	1.6107
stanley	5.24	1.0214
substances	5.24	1.3024
there's	5.24	0.6565
ties	5.24	1.4507
ton	5.24	1.2216
toujours	5.24	1.3024
turned	5.24	0.8466
txt	5.24	1.2867
vessels	5.24	1.4507
veux	5.24	1.0797
way	5.24	1.4223
wee	5.24	1.5194
woah	5.24	1.6233
work	5.24	2.105
fraction	5.23	1.3707
depths	5.22	1.6107
destino	5.22	1.0055
nelly	5.22	1.7709
rug	5.22	1.2627
shed	5.22	1.2627
18th	5.22	1.3138
adjustment	5.22	1.1301
afterward	5.22	1.0934
ali	5.22	1.3893
and	5.22	0.6158
anderson	5.22	1.2982
andrew	5.22	1.2337
any	5.22	0.6788
artery	5.22	1.2982
as	5.22	0.7637
baila	5.22	1.5158
barbara	5.22	1.3596
bernstein	5.22	1.5817
bio	5.22	1.2982
bits	5.22	0.864
briefs	5.22	0.91
cause	5.22	1.0554
charles	5.22	1.3293
chris	5.22	0.864
como	5.22	0.9957
counties	5.22	1.016
counting	5.22	0.91
dc	5.22	1.3596
defend	5.22	1.7177
defending	5.22	1.5022
dems	5.22	1.5817
dexter	5.22	1.6573
does	5.22	1.2501
drama	5.22	2.2433
excess	5.22	1.6695
file	5.22	1.2664
for	5.22	0.975
fordham	5.22	1.183
hartford	5.22	1.1301
hours	5.22	1.0359
immigrants	5.22	1.5945
joe	5.22	0.9322
kim	5.22	1.5817
knicks	5.22	1.7413
lambert	5.22	1.4886
lane	5.22	1.016
lcd	5.22	1.4184
lg	5.22	0.864
lois	5.22	1.2664
mano	5.22	1.1301
mia	5.22	1.3893
mill	5.22	1.2664
mondo	5.22	1.183
motors	5.22	1.4184
nets	5.22	0.9322
northern	5.22	1.3293
officer	5.22	1.6449
ohio	5.22	1.4184
order	5.22	1.2337
others	5.22	0.9538
palabras	5.22	1.183
psychological	5.22	1.8983
pump	5.22	1.0746
real-estate	5.22	1.6073
ridge	5.22	0.8873
seems	5.22	0.975
sentence	5.22	1.4469
suffolk	5.22	1.1119
swallow	5.22	1.5817
systems	5.22	1.2171
tal	5.22	0.9538
ted	5.22	0.8873
thru	5.22	0.9538
till	5.22	1.2982
tim	5.22	1.2824
tissues	5.22	1.5425
too	5.22	0.8401
trance	5.22	1.7177
trick	5.22	1.6695
typical	5.22	1.1301
undertaken	5.22	1.3596
usual	5.22	1.1119
veins	5.22	1.3596
whoa	5.22	1.7646
wrist	5.22	1.1301
ya	5.22	1.6573
yankees	5.22	1.6199
bibliography	5.21	1.5973
masses	5.21	1.3202
mente	5.21	1.237
norms	5.21	1.2876
twist	5.21	1.3832
criterion	5.2	1.2744
eastside	5.2	1.3991
mio	5.2	1.0989
node	5.2	1.4858
nombre	5.2	1.369
repeats	5.2	1.1899
thereafter	5.2	1.3226
agency's	5.2	1.3702
alcohol	5.2	2.3212
another	5.2	1.0498
app	5.2	1.4286
ask	5.2	1.8736
berkeley	5.2	1.3997
bonds	5.2	1.7728
briefly	5.2	1.6036
cab	5.2	1.5253
carry	5.2	1.5518
checking	5.2	1.3702
continued	5.2	1.5119
cunningham	5.2	1.178
dallas	5.2	1.5908
dare	5.2	1.4569
decade	5.2	1.069
dia	5.2	1.069
donde	5.2	1.6162
during	5.2	0.9897
economist	5.2	1.5119
four	5.2	0.9689
goldberg	5.2	1.4983
gurl	5.2	1.3401
happens	5.2	1.2122
hebrew	5.2	1.4142
immigration	5.2	1.3553
inch	5.2	0.7284
initially	5.2	0.7284
intended	5.2	1.0498
internal	5.2	1.3093
itself	5.2	0.8081
jaw	5.2	1.3401
jeff	5.2	1.0498
jersey	5.2	1.3401
jetzt	5.2	1.1249
john's	5.2	1.1952
journalists	5.2	1.5119
kevin	5.2	1.2778
klein	5.2	1.069
knocking	5.2	1.3093
lightning	5.2	1.8844
lil	5.2	1.2454
linger	5.2	1.6903
loads	5.2	1.2122
lobby	5.2	1.4846
marketing	5.2	1.9483
maurice	5.2	1.3553
mayor's	5.2	1.3093
medieval	5.2	1.6036
mejor	5.2	1.4569
moreover	5.2	0.9689
necessity	5.2	1.4569
negotiating	5.2	1.4846
objects	5.2	1.4142
pattinson	5.2	1.0302
peel	5.2	1.3997
percentage	5.2	0.8081
physicians	5.2	1.6537
pitcher	5.2	1.2454
poco	5.2	1.3702
retiring	5.2	2.1571
return	5.2	1.4708
retweeting	5.2	1.6903
rick	5.2	1.0302
rochester	5.2	1.3401
rodriguez	5.2	0.833
rosen	5.2	1.6036
russians	5.2	1.3851
rutgers	5.2	1.4569
secondary	5.2	1.1606
sections	5.2	1.1721
shes	5.2	1.3248
slang	5.2	1.6288
snap	5.2	1.6288
tape	5.2	1.1952
tighter	5.2	1.4428
tires	5.2	1.3702
turn	5.2	1.2454
turns	5.2	0.9035
van	5.2	1.4286
viento	5.2	1.2936
vuelve	5.2	0.9689
warner	5.2	1.6162
williams	5.2	0.9689
yi	5.2	0.9035
lotta	5.19	1.4333
amar	5.19	1.1788
dogg	5.19	1.6968
dominant	5.19	1.9963
retained	5.19	1.363
searched	5.19	1.299
turnin	5.19	1.1422
kickin	5.18	1.8894
ph	5.18	1.1668
squad	5.18	1.3795
tasks	5.18	1.4531
duro	5.18	1.0138
advocate	5.18	1.6622
ahora	5.18	0.9409
allan	5.18	1.0437
back	5.18	1.2403
barney	5.18	1.3805
barry	5.18	0.9409
basement	5.18	1.024
blowing	5.18	1.5868
boards	5.18	1.0821
bones	5.18	1.7343
brick	5.18	1.2237
candidates	5.18	1.4803
cape	5.18	1.7577
cha	5.18	0.8254
chancellor	5.18	1.4803
chap	5.18	1.7225
china's	5.18	1.3506
claim	5.18	1.4941
classification	5.18	1.2567
closet	5.18	1.1373
cnn	5.18	1.4525
collar	5.18	1.32
context	5.18	0.9624
crawling	5.18	1.7343
deborah	5.18	1.4384
defense	5.18	1.5345
democrat	5.18	2.0172
election	5.18	1.3506
etc	5.18	0.9833
existing	5.18	1.6744
from	5.18	1.2237
gate	5.18	1.1008
governor's	5.18	1.5477
hardcore	5.18	2.0671
has	5.18	1.5477
hasta	5.18	1.0437
horn	5.18	1.4241
imperial	5.18	2.0373
is	5.18	0.7197
jacob	5.18	1.1192
joint	5.18	1.6374
jonathan	5.18	1.1192
judith	5.18	1.1008
kita	5.18	1.3045
knees	5.18	1.1192
legal	5.18	1.746
leonard	5.18	1.2728
leslie	5.18	1.3045
letting	5.18	1.3656
lloyd	5.18	0.919
longer	5.18	1.1726
lynn	5.18	1.2887
minister	5.18	1.4097
mon	5.18	1.5868
monitor	5.18	1.7922
month	5.18	1.3354
mt	5.18	0.9833
muy	5.18	0.8965
ninth	5.18	0.9833
notion	5.18	1.32
o'connor	5.18	1.1551
ore	5.18	1.2403
pac	5.18	1.4097
penis	5.18	1.9555
pete	5.18	1.5477
phyllis	5.18	1.1551
plug	5.18	1.024
pour	5.18	1.32
public	5.18	1.3656
ra	5.18	1.5739
render	5.18	1.32
reporters	5.18	1.3506
retreat	5.18	1.9659
returned	5.18	1.4384
reuters	5.18	1.3656
ritmo	5.18	1.2567
roar	5.18	1.7807
sera	5.18	1.1899
shaw	5.18	0.9624
simon	5.18	1.2728
slick	5.18	1.6499
sox	5.18	1.5345
stepped	5.18	1.2728
stuffed	5.18	1.3045
take	5.18	1.5077
urge	5.18	1.3045
woh	5.18	1.3805
yah	5.18	1.5077
fuse	5.17	1.562
capitalism	5.16	2.4524
doet	5.16	1.0478
examine	5.16	1.3896
laced	5.16	1.3746
lado	5.16	1.1429
spine	5.16	1.2804
zeit	5.16	1.0675
census	5.16	1.4265
#tinychat	5.16	1.5032
14th	5.16	0.7384
81st	5.16	1.2675
about	5.16	1.1669
after-tax	5.16	1.7304
apartments	5.16	1.5826
are	5.16	0.7918
ballot	5.16	1.2993
barometer	5.16	0.9553
basic	5.16	1.3456
basin	5.16	1.6081
betty	5.16	1.0759
chain	5.16	1.5301
cooper	5.16	1.0174
cuomo	5.16	0.7918
cyrus	5.16	1.4758
depot	5.16	0.6809
diane	5.16	0.7656
diddy	5.16	1.3456
dios	5.16	1.4758
dos	5.16	1.3303
downstairs	5.16	1.2993
ds	5.16	1.1669
ed	5.16	1.2014
effect	5.16	1.0947
ellen	5.16	1.4049
feb	5.16	1.4337
floor	5.16	1.2513
fuego	5.16	1.2014
gordon	5.16	1.2349
greg	5.16	1.0568
hari	5.16	1.5301
hype	5.16	1.5826
lang	5.16	0.6809
leon	5.16	1.0947
locker	5.16	0.9553
lt	5.16	0.9765
mil	5.16	0.6181
mira	5.16	1.4337
months	5.16	0.8657
murray	5.16	1.1669
nfl	5.16	1.8991
notice	5.16	1.5032
occur	5.16	1.2349
ones	5.16	0.8172
permission	5.16	1.5566
platform	5.16	1.4337
pointing	5.16	1.2349
population	5.16	1.3607
prevent	5.16	1.7998
prolonged	5.16	1.5826
react	5.16	1.2835
remaining	5.16	1.2835
reporter	5.16	1.3456
rosenberg	5.16	1.2349
sabes	5.16	1.1132
she'll	5.16	1.0174
staten	5.16	1.2513
station	5.16	0.7384
stein	5.16	1.2014
such	5.16	0.7656
suga	5.16	1.6458
sweep	5.16	1.4194
tendency	5.16	1.1843
tested	5.16	1.1132
their	5.16	0.8657
thermal	5.16	1.4896
troops	5.16	2.0639
turner	5.16	1.0174
utah	5.16	1.3149
verizon	5.16	1.3756
viene	5.16	1.1314
vou	5.16	0.9116
wears	5.16	0.9765
whereby	5.16	1.1314
ions	5.15	1.3184
ing	5.15	0.8749
posterior	5.15	1.4438
anterior	5.14	1.1547
bearing	5.14	1.5275
complexity	5.14	1.7078
copyright	5.14	1.8028
haffi	5.14	1.2076
lui	5.14	1.2748
melting	5.14	1.5679
10th	5.14	1.4144
2pm	5.14	0.8809
a1	5.14	1.6414
adjusted	5.14	1.1954
ann	5.14	0.7827
antonio	5.14	1.2618
aw	5.14	1.2291
baller	5.14	1.1068
ben	5.14	1.3704
besides	5.14	1.1068
bruce	5.14	1.2938
calle	5.14	1.0152
calor	5.14	1.5651
cohen	5.14	0.8574
conduct	5.14	1.325
cosa	5.14	1.0304
district	5.14	1.0104
eddie	5.14	1.4144
endlessly	5.14	1.6904
englewood	5.14	1.3095
estoy	5.14	0.8084
factors	5.14	0.9037
farther	5.14	1.4144
firms	5.14	1.1782
fyi	5.14	0.7562
gail	5.14	1.1782
garcia	5.14	0.8084
gente	5.14	0.9691
governor	5.14	1.1608
greenberg	5.14	1.3852
harrison	5.14	1.1068
havin	5.14	1.4144
henry	5.14	0.9037
hmmm	5.14	1.8296
hypnotized	5.14	1.457
israelis	5.14	1.3554
it'll	5.14	0.9899
keith	5.14	0.9691
knw	5.14	1.0304
larry	5.14	1.3704
laying	5.14	1.0104
lesbian	5.14	2.1094
louis	5.14	1.2938
lovato	5.14	1.143
mets	5.14	1.2124
mitchell	5.14	1.3095
mu	5.14	1.2618
onto	5.14	0.8574
operated	5.14	1.3095
pad	5.14	1.325
pittsburgh	5.14	1.3852
poi	5.14	1.325
pre	5.14	1.0104
puerto	5.14	1.5254
regardless	5.14	1.2618
region	5.14	1.143
rendered	5.14	1.2124
repeat	5.14	1.2456
retired	5.14	1.9484
roberta	5.14	0.8332
roy	5.14	1.3704
seemed	5.14	1.05
shake	5.14	1.1954
silence	5.14	1.738
somehow	5.14	0.926
soooo	5.14	0.9478
stem	5.14	1.2618
still	5.14	1.125
subsidies	5.14	1.4984
supposed	5.14	1.125
tak	5.14	1.4287
thou	5.14	1.05
thus	5.14	0.9899
toes	5.14	1.4984
track	5.14	1.143
verte	5.14	1.1068
volver	5.14	1.2456
weil	5.14	1.4848
wet	5.14	1.4144
y'all	5.14	1.5254
yearning	5.14	1.5651
jar	5.12	1.1416
callin	5.12	1.3328
hierarchy	5.12	1.8999
latter	5.12	1.4381
mirada	5.12	1.2355
pum	5.12	1.1481
territories	5.12	1.8779
#fb	5.12	1.4658
1-bath	5.12	1.4234
9th	5.12	0.9823
=p	5.12	1.0812
anata	5.12	1.1891
ankle	5.12	0.8241
anyway	5.12	1.1183
anyways	5.12	1.1542
aww	5.12	1.8366
backed	5.12	1.3797
bare	5.12	1.7219
bernard	5.12	1.0029
boom	5.12	1.7219
bulk	5.12	1.2558
c'mon	5.12	1.3498
c-after	5.12	0.8722
c/o	5.12	1.1183
cell	5.12	1.409
collins	5.12	1.1891
comer	5.12	1.0812
committee	5.12	1.2395
contained	5.12	1.3649
cops	5.12	1.8477
coro	5.12	1.4658
creo	5.12	1.1542
crush	5.12	1.7454
debating	5.12	1.5471
deja	5.12	1.2229
del	5.12	1.4518
digo	5.12	1.0812
duke	5.12	1.3944
eleanor	5.12	0.9823
extreme	5.12	1.686
foster	5.12	1.5862
here's	5.12	0.9823
hillary	5.12	1.4234
jah	5.12	1.3649
jason	5.12	1.3192
jerusalem	5.12	1.7916
juga	5.12	1.1542
jurisdiction	5.12	1.5205
kalo	5.12	0.9823
kansas	5.12	1.023
ken	5.12	1.1718
meine	5.12	1.3037
ncaa	5.12	1.5205
nyt	5.12	1.4658
office	5.12	1.6243
pas	5.12	1.1542
policies	5.12	1.6368
rear	5.12	1.4658
reported	5.12	1.2558
reporting	5.12	1.1718
retweet	5.12	2.1058
rounds	5.12	1.023
sais	5.12	1.4934
shadows	5.12	1.7337
side	5.12	0.7183
silent	5.12	1.5471
single	5.12	1.5205
sixth	5.12	0.9398
soldier	5.12	1.5862
stairs	5.12	1.2229
tau	5.12	0.9613
territory	5.12	1.1891
testimony	5.12	1.272
tex	5.12	1.1891
tumbling	5.12	1.6117
ty	5.12	1.1891
typically	5.12	1.0999
viii	5.12	1.2229
von	5.12	0.9179
wander	5.12	1.6368
while	5.12	0.659
willie	5.12	1.4658
wire	5.12	0.8722
xx	5.12	1.1718
ye	5.12	1.3649
torch	5.11	1.8086
brotha	5.1	1.6143
conmigo	5.1	1.3721
edges	5.1	1.5332
amino	5.1	1.2624
pause	5.1	1.1945
populations	5.1	1.403
sealed	5.1	1.5444
ren	5.1	1.035
20th	5.1	1.0351
4th	5.1	1.1824
@dealsplus	5.1	1.3439
aaron	5.1	1.0926
according	5.1	0.9949
administrative	5.1	1.5811
albert	5.1	1.2495
alleen	5.1	1.3132
allen	5.1	1.2976
ave	5.1	0.8391
average	5.1	0.9091
bases	5.1	1.0351
before	5.1	0.9313
bellwether	5.1	1.1112
betta	5.1	1.4178
between	5.1	0.6468
bryan	5.1	1.4463
bus	5.1	1.2495
butt	5.1	1.8544
ca	5.1	1.3439
careful	5.1	1.4033
carlos	5.1	1.4604
cells	5.1	1.4033
ceo	5.1	1.6067
circuit	5.1	1.2495
cliff	5.1	1.5286
commissioner	5.1	1.0926
consumption	5.1	1.7985
curtis	5.1	1.0152
davis	5.1	1.1294
dealt	5.1	1.2495
differential	5.1	1.359
dr	5.1	1.374
either	5.1	0.7071
et	5.1	0.789
extent	5.1	1.3132
factor	5.1	0.789
ff	5.1	0.9091
gary	5.1	0.9949
goldstein	5.1	1.165
he's	5.1	0.7354
hou	5.1	1.4321
huntington	5.1	1.2164
ian	5.1	1.165
investigate	5.1	1.2976
jb	5.1	0.9949
jon	5.1	0.8144
koch	5.1	1.4033
lists	5.1	1.374
managers	5.1	1.359
mans	5.1	1.3887
marc	5.1	1.2657
marks	5.1	1.4321
mata	5.1	1.3439
merger	5.1	1.0152
mich	5.1	0.8864
minneapolis	5.1	1.5551
mother-in-law	5.1	2.0329
nhl	5.1	1.4604
nick	5.1	1.5811
o'brien	5.1	1.0926
obey	5.1	1.8763
omg	5.1	1.7173
phat	5.1	1.6194
pin	5.1	0.8864
protestant	5.1	1.7642
puts	5.1	0.6468
quien	5.1	1.0152
replacement	5.1	1.4604
requests	5.1	1.0546
rev	5.1	0.8864
rogers	5.1	1.2495
routine	5.1	1.3286
sai	5.1	1.5286
schwartz	5.1	1.1112
smith	5.1	1.4743
smokin	5.1	2.1309
sobre	5.1	1.3887
sont	5.1	0.9742
stack	5.1	1.1294
steelers	5.1	1.594
tablet	5.1	1.594
thats	5.1	0.8864
there	5.1	0.7071
these	5.1	0.5803
toe	5.1	1.2495
tooo	5.1	1.488
wayne	5.1	1.2495
welfare	5.1	1.9821
wolf	5.1	1.8098
youre	5.1	1.374
youu	5.1	1.0546
specimen	5.09	1.4719
fait	5.08	1.2175
hump	5.08	1.7361
kg	5.08	1.3019
trace	5.08	1.2175
assuming	5.08	1.4118
dmc	5.08	1.5253
glue	5.08	1.382
neutral	5.08	1.115
provincial	5.08	1.3668
questa	5.08	1.077
sempre	5.08	1.397
unto	5.08	1.077
whispered	5.08	1.579
#ohjustlikeme	5.08	1.664
12th	5.08	0.7516
admitted	5.08	1.3529
after	5.08	0.9655
agent	5.08	1.4405
albany	5.08	1.3223
alfred	5.08	1.027
amid	5.08	1.14
az	5.08	0.9864
base	5.08	1.0467
berger	5.08	1.1925
booked	5.08	1.5497
bronxville	5.08	0.8999
budget	5.08	1.7825
buss	5.08	1.3679
c-included	5.08	1.085
canaan	5.08	1.2591
ch	5.08	1.2911
commissioners	5.08	1.3529
copie	5.08	1.066
cord	5.08	1.1036
countdown	5.08	1.5497
department's	5.08	1.1036
districts	5.08	1.1578
doug	5.08	0.8999
eric	5.08	0.8999
eugene	5.08	1.3679
factory	5.08	1.4961
falta	5.08	1.0467
february	5.08	2.1077
fence	5.08	1.3529
fui	5.08	0.8769
gilbert	5.08	0.9864
hart	5.08	1.1753
hij	5.08	1.0467
hun	5.08	1.6142
indonesia	5.08	1.7478
jo	5.08	1.14
john	5.08	1.1578
juan	5.08	1.066
knee	5.08	0.6952
laws	5.08	1.4546
listed	5.08	1.1578
manhasset	5.08	1.3068
marion	5.08	1.0467
martinez	5.08	1.14
medicaid	5.08	1.8609
medicine	5.08	1.6884
meyer	5.08	1.1925
might	5.08	1.2262
morgen	5.08	0.8999
morris	5.08	1.2752
nas	5.08	0.8999
necessarily	5.08	1.122
norman	5.08	1.2752
noted	5.08	1.0069
occasionally	5.08	1.4824
ohhh	5.08	1.9571
ooo	5.08	1.4546
para	5.08	0.9442
pls	5.08	1.6884
quiere	5.08	1.3223
requirement	5.08	1.5097
schemes	5.08	1.5628
scott	5.08	0.6952
seconds	5.08	0.9655
sen	5.08	0.9864
sets	5.08	1.3377
settle	5.08	1.4405
seventh	5.08	0.6652
so	5.08	0.8999
soledad	5.08	1.3827
specimens	5.08	1.4961
squeeze	5.08	1.7004
steel	5.08	1.1578
stevens	5.08	1.0069
stewart	5.08	1.122
stick	5.08	0.9864
suis	5.08	0.8291
tag	5.08	1.2752
tattoo	5.08	2.0785
therefore	5.08	1.2591
timothy	5.08	1.2752
told	5.08	1.3827
transit	5.08	1.2095
underground	5.08	1.5097
va	5.08	1.3827
wanted	5.08	1.7825
week	5.08	1.4546
yr	5.08	1.2095
z	5.08	0.8291
tiempo	5.06	0.9419
denn	5.06	1.3135
km	5.06	1.049
komt	5.06	1.0289
mientras	5.06	0.9221
swallowed	5.06	1.4777
todas	5.06	1.5194
puede	5.06	1.4201
17th	5.06	1.0382
19th	5.06	0.8184
atl	5.06	0.9564
aus	5.06	0.9982
banker	5.06	1.4902
belt	5.06	1.0956
bend	5.06	1.3157
cali	5.06	1.6088
changed	5.06	1.0956
changes	5.06	1.3157
chill	5.06	2.1035
committees	5.06	1.2683
convo	5.06	1.2521
corporation	5.06	1.4626
decision	5.06	1.4486
diego	5.06	0.8184
diffusion	5.06	1.3614
eighth	5.06	1.1141
federation	5.06	1.3001
five-year	5.06	1.0768
flatbush	5.06	1.0184
follows	5.06	1.6088
frederick	5.06	1.2521
ganas	5.06	1.0768
gb	5.06	1.0382
grab	5.06	1.3311
hughes	5.06	0.9348
ihn	5.06	0.9775
interview	5.06	1.2843
interviews	5.06	1.6088
jag	5.06	1.5703
kenneth	5.06	1.0184
kerry	5.06	1.1851
kimi	5.06	1.1141
lakers	5.06	1.5832
las	5.06	0.843
m	5.06	1.0382
marilyn	5.06	1.634
mj	5.06	1.2191
monitoring	5.06	1.2521
moscow	5.06	1.4201
moved	5.06	1.2357
mujer	5.06	1.3157
nel	5.06	0.9564
nyu	5.06	1.1141
one-year	5.06	0.8901
p	5.06	0.7398
phase	5.06	0.9775
poder	5.06	1.2521
primitive	5.06	1.544
rattle	5.06	1.544
reign	5.06	1.5308
restated	5.06	1.0768
rod	5.06	1.588
ruth	5.06	1.2843
screening	5.06	1.4344
sherman	5.06	0.8668
socks	5.06	1.4201
sought	5.06	1.3001
speculation	5.06	1.4765
spokesman	5.06	1.1678
stones	5.06	1.2521
streak	5.06	1.4057
swept	5.06	1.4902
sympathies	5.06	2.1891
td	5.06	1.3001
this	5.06	0.7669
thompson	5.06	1.0382
thunder	5.06	2.2983
tiene	5.06	0.9127
tin	5.06	0.9564
tryin	5.06	1.4057
tx	5.06	1.3911
voy	5.06	0.6518
vuoi	5.06	1.2022
weeks	5.06	1.0768
who	5.06	0.9982
whoever	5.06	0.9127
wil	5.06	0.9775
avec	5.05	1.0384
consequently	5.04	1.3985
dynamite	5.04	2.2309
judgement	5.04	1.5704
thereby	5.04	1.1101
voz	5.04	1.352
wooden	5.04	1.3362
conquer	5.04	2.217
loco	5.04	1.7073
onset	5.04	1.3838
'the	5.04	0.6376
7th	5.04	0.8562
8th	5.04	0.7548
ada	5.04	0.7548
advertising	5.04	1.5774
anders	5.04	0.8797
aqui	5.04	1.049
aunque	5.04	0.9889
b-included	5.04	1.4136
bbm	5.04	1.0294
been	5.04	1.1773
biz	5.04	1.3696
blair	5.04	1.2115
blaze	5.04	1.5248
bone	5.04	1.1241
bosnian	5.04	1.3395
break	5.04	1.8178
bronx	5.04	1.261
cc	5.04	1.1945
charged	5.04	1.5903
cole	5.04	1.3242
complex	5.04	1.5903
dee	5.04	1.1241
doc	5.04	1.4841
edith	5.04	1.1773
esta	5.04	0.7814
fla	5.04	1.3845
fleet	5.04	1.3696
fred	5.04	0.8071
fue	5.04	1.2282
harlem	5.04	1.4978
hav	5.04	0.8071
herz	5.04	1.3845
hmm	5.04	1.0872
hombre	5.04	1.3547
hoy	5.04	1.0093
hrs	5.04	0.533
hut	5.04	1.293
into	5.04	0.8797
j	5.04	0.8562
llegar	5.04	1.1599
mai	5.04	0.9889
margin	5.04	0.9889
measures	5.04	1.2447
mei	5.04	0.9026
mile	5.04	1.049
milton	5.04	1.4702
mm	5.04	1.3547
myers	5.04	1.3696
nun	5.04	1.5381
occupied	5.04	1.3395
officially	5.04	1.2771
other	5.04	1.049
ova	5.04	1.3087
patient	5.04	2.0098
presbyterian	5.04	1.4841
ps	5.04	0.9681
put	5.04	0.9681
replace	5.04	1.1773
robertson	5.04	0.9026
rochelle	5.04	0.6047
rss	5.04	0.9681
s	5.04	0.4932
searching	5.04	1.3395
sha	5.04	0.9026
sides	5.04	1.1773
sittin	5.04	1.4563
size	5.04	0.9681
somos	5.04	1.1058
spend	5.04	1.7838
standin	5.04	0.9249
stare	5.04	1.7257
statistics	5.04	1.4841
stone	5.04	1.4702
sub	5.04	1.4136
takes	5.04	1.1421
tanto	5.04	1.2282
that'll	5.04	1.0093
theyre	5.04	0.9467
tweetdeck	5.04	1.3991
undercover	5.04	1.6031
ves	5.04	1.1773
vos	5.04	0.9249
w/	5.04	0.9681
whilst	5.04	1.2115
wipe	5.04	1.428
corners	5.02	1.4512
luz	5.02	1.3759
nena	5.02	1.1938
adesso	5.02	1.0506
alle	5.02	1.233
betcha	5.02	1.5068
curtain	5.02	1.4067
getcha	5.02	1.5744
mash	5.02	1.7259
preach	5.02	1.9202
puedo	5.02	1.1813
strings	5.02	1.2827
tubes	5.02	1.3615
veo	5.02	1.1635
#quote	5.02	0.9366
6th	5.02	0.8449
@theellenshow	5.02	2.005
administrator	5.02	1.3323
analysts	5.02	1.3923
anyone	5.02	0.9581
apologize	5.02	1.8125
blacks	5.02	1.6474
blvd	5.02	0.8687
bu	5.02	1.1516
burke	5.02	1.3013
buses	5.02	1.02
c-net	5.02	1.3323
carl	5.02	1.1156
case	5.02	1.3013
coleman	5.02	1.2696
competing	5.02	1.6597
controls	5.02	1.3323
conventional	5.02	1.3626
cuando	5.02	0.9998
diagnostic	5.02	1.7082
disclosure	5.02	0.9581
documents	5.02	1.3169
doy	5.02	1.0971
draft	5.02	1.4068
esse	5.02	1.2204
estou	5.02	0.8204
final	5.02	1.7319
flat	5.02	1.237
flip	5.02	1.3013
foot	5.02	1.2856
gettin	5.02	1.3775
gotta	5.02	1.1865
happened	5.02	1.1865
heeft	5.02	1.3013
hot	5.02	1.9218
ii	5.02	0.6848
im	5.02	1.1156
implied	5.02	1.0398
industrial	5.02	1.3775
israel's	5.02	1.3013
it	5.02	0.742
ive	5.02	0.8919
jerome	5.02	1.0593
kaplan	5.02	1.0971
kent	5.02	1.1692
levine	5.02	1.1156
lik	5.02	1.0784
manager	5.02	1.505
marcia	5.02	1.2036
mayer	5.02	1.1516
meer	5.02	1.0971
mi	5.02	0.9145
mismo	5.02	1.3013
nacht	5.02	1.4356
necesito	5.02	1.3256
necessary	5.02	1.1516
newark	5.02	1.0971
noch	5.02	1.1516
ordinary	5.02	1.1337
os	5.02	0.9792
parameters	5.02	1.3169
parking	5.02	1.4356
pentagon	5.02	1.6098
phantom	5.02	1.6098
porque	5.02	1.02
pr	5.02	0.9581
procedures	5.02	1.3013
quarterly	5.02	1.1337
random	5.02	1.2204
rc	5.02	0.769
requiring	5.02	1.1156
richardson	5.02	1.3169
roth	5.02	0.7951
sama	5.02	0.6543
san	5.02	0.5887
sc	5.02	0.8687
schedule	5.02	1.3923
setting	5.02	1.3013
sleeve	5.02	1.3626
slice	5.02	1.4913
solitude	5.02	1.8897
some	5.02	1.0398
sou	5.02	1.2036
stake	5.02	1.1865
stamford	5.02	1.2036
switch	5.02	1.0593
teh	5.02	1.2696
themselves	5.02	1.3476
todd	5.02	1.0593
tu	5.02	1.1516
twittering	5.02	2.1805
uni	5.02	1.3169
veil	5.02	1.4356
vous	5.02	1.2204
vp	5.02	1.237
wana	5.02	1.4776
westport	5.02	1.0593
where	5.02	0.8687
you've	5.02	1.1337
binding	5.01	1.6049
'cause	5.0	0.9476
agents	5.0	1.2936
alguien	5.0	0.9258
assess	5.0	1.3702
b-net	5.0	0.8081
because	5.0	0.8571
becker	5.0	1.3401
boot	5.0	1.0302
cada	5.0	1.2289
carbon	5.0	1.4286
coeur	5.0	1.5779
commands	5.0	1.5679
cosas	5.0	0.9354
das	5.0	0.9689
dated	5.0	1.6903
