Word	eo
milkshake	Milkshake
milky	lakto
mill	muelilo
millennium	jarmilo
milligram	miligramo
millimeter	milimetro
million	miliono
millionaire	milionulo
millionth	miliono
millstone	muelŝtono
mime	mime
mimic	imiti
mimicking	mimante
mimicry	imitado
mince	mince
mincemeat	mincemeat
mind	menso
minded	mensogaj
mindful	memora
mindfulness	menso
mindless	senmove
mine	mia
minefield	mia kampo
miner	ministo
mineral	mineralo
mineralogy	mineralogio
mingle	miksu
mingled	miksita
mini	mini
miniature	miniaturo
minibus	minibus
minim	NO TRANSLATION
minimal	minimuma
minimize	minimumigi
minimized	minimumigita
minimum	minimuma
mining	Minado
minion	minio
minister	ministro
ministerial	ministerial
ministry	ministerio
minivan	minivan
mink	minko
minnow	mino
minor	plej malgranda
minority	minoritato
minstrel	minstrel
mint	mento
minty	mento
minuscule	minuskula
minute	minuto
minutiae	minutis
minx	minx
mir	NO TRANSLATION
miracle	Miraklo
miracles	Mirakloj
miraculous	Mirakla
mirage	Mirage
mire	NO TRANSLATION
mirror	spegulo
mirth	ĝojo
misappropriation	misapropiaĵo
misbehave	malbonfarado
misbehavior	malbona konduto
miscalculation	kalkulo
miscarriage	aborto
miscellaneous	miscelánea
miscellany	miscellano
mischief	malfeliĉo
mischievous	malbona
misconception	eraro
misconduct	miskonduto
misdemeanor	misdemeanor
misdirection	misdirekto
miser	miser
miserable	senhava
miserably	mizere
misery	mizero
misfire	misfire
misfit	misfido
misfortune	malfeliĉo
misguided	malĝuste
mishap	trompo
misinformed	misinformita
misinterpretation	malinterpretado
mislead	trompas
misleading	trompante
misled	trompitaj
mismanagement	malbona administrado
mismatch	maltrankvilo
mismatched	malakceptitaj
misnomer	misnomer
misplace	misplace
misplaced	malplenigita
misread	misiranta
misrepresent	malkaŝi
misrepresentation	misprezento
misrepresented	misprezentita
miss	mankas
missile	misilo
missiles	misiloj
missing	mankas
missingyou	NO TRANSLATION
mission	misio
missionary	misionero
misspell	misspell
misstatement	miskompreno
missy	missy
mist	nebulo
mistake	eraro
mistaken	erara
mister	Sinjoro
mistletoe	mistulo
mistreated	mistraktita
mistress	mastrino
mistrial	mistracia
mistrust	malkonfido
misty	nebula
misunderstand	miskompreni
misunderstanding	miskompreno
misunderstood	miskomprenita
misuse	misuzo
mite	mito
miter	cidaro
mitigate	mildigi
mitigating	mildigante
mitigation	mitigado
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	miksi
mixed	miksita
mixedemotions	miksemotioj
mixer	miksaĵo
mixture	miksaĵo
mnemonic	mnemonika
moan	ĝemas
moat	tranĉaĵo
mob	amaso
mobile	poŝtelefono
mobility	movebleco
mobilization	moviligo
mobilize	mobilizi
mobster	maskisto
mocha	mocha
mock	moki
mocked	mokita
mockery	mokado
mocking	mokante
mockingbird	mokingirdo
mod	mod
modal	modala
modality	kategorio
mode	modo
model	modelo
modeler	modera
modeling	modelado
modem	modemo
moderate	modera
moderate anticipation	modera antaŭvido
moderate disgust	modera naŭzo
moderate negative	modera negativa
moderate positive	modera pozitiva
moderate surprise	modera surprizo
moderate trust	modera konfido
moderately	modere
moderating	moderante
moderation	modereco
moderator	moderanto
modern	modernaj
modernism	modernismo
modest	modesta
modesty	mizereco
modicum	modicum
modifiable	modifebla
modification	modifo
modified	modifita
modify	modifi
modulate	moduli
modulation	modulado
module	modulo
modulus	modulo
mogul	mogulo
moiety	resto
moist	humida
moisture	humido
moisturizer	humidigilo
molar	molar
molasses	melaso
mold	muldilo
molded	moldeado
molding	moldeado
moldy	moldea
mole	talpo
molecular	molekula
molecule	molekulo
molest	malfeliĉa
molestation	molestado
molester	molester
molten	fandita
mom	panjo
moment	momento
momentary	momenta
momentous	Momenta
momentum	imposto
momma	panjo
mommy	panjo
monad	monaĥo
monarch	monarko
monarchy	monarkio
monastery	monaĥejo
monastic	monaĥa
monetary	mona
money	mono
mongoloid	mongoloide
mongoose	mongozo
mongrel	miksulo
monitor	monitoro
monk	monaĥo
monkey	simio
mono	NO TRANSLATION
monochrome	monocroma
monogamous	monogamaj
monogamy	monogamio
monogram	monogramo
monogrammed	monogramita
monograph	monografio
monolayer	monoĉambro
monolith	monolito
monologue	monologo
monopolist	monopolisto
monopoly	monopolo
monotonous	monotona
monotony	monotonio
monoxide	monoksido
monsieur	monsieur
monsoon	musono
monster	monstro
monstrosity	monstreco
monstrous	monstra
montage	montage
monte	monte
month	monato
monthly	ĉiumonate
monument	monumento
monumental	monumenta
moo	moo
mooch	mooch
mood	humoro
moods	moodoj
moody	moody
moon	luno
moonbeam	luno
moonlight	lunlumo
moonlit	lunlumo
moonshine	moonshine
moonstruck	moonstruck
moonwalk	luno
moor	kuŝejo
moored	ligita
mooring	ligas
moorings	ligas
moorland	moorlando
moose	aĝo
moot	moot
mooted	radikita
mop	mop
mope	mope
moped	moped
moral	morala
morale	moralo
morality	moraleco
morals	moralaj
morass	morass
moratorium	moratoreco
moray	morala
morbid	mortiga
morbidity	morbemo
morbidness	morbideco
mores	modoj
morgue	morgu
moribund	moribundo
morn	mateno
morning	matene
moron	stultulo
moronic	morona
morose	morose
morph	morf
morphine	morfino
morphism	morfismo
morphology	morfologio
morrow	morgaŭ
morsel	morsel
mortal	morta
mortality	morteco
mortar	pistujo
mortgage	hipoteko
mortgagee	hipotekisto
mortgagor	mortgagoro
mortician	mortisto
mortification	mortigo
mortified	mortigita
mortuary	mortuzo
mosaic	mozaiko
mosey	Mosey
mosque	moskeo
mosquito	moskito
moss	musko
mossy	musko
mote	NO TRANSLATION
motel	motelo
moth	noktpapilio
mother	patrino
motherfucker	patrino-patrino
motherfucking	patrinofucking
motherhood	patrineco
motherland	patrujo
motherless	senmorta
motherly	patrinan
motif	motivo
motion	movado
motionless	senmova
motivate	motivu
motivating	motivante
motivation	motivado
motivational	motivaj
motive	motivo
motley	motle
motor	motoro
motorbike	motorciklo
motorboat	motorboato
motorcade	motorcado
motorcar	aŭtomobilo
motorcycle	mopedo
motorist	motoristo
motte	moteto
mottled	maltrankviligita
motto	moto
mould	muldilo
mound	monteto
mount	munti
mountain	monto
mountaineer	muntisto
mountainous	monta
mountains	montoj
mountaintop	monteto
mourn	plori
mournful	malgaja
mourning	funebro
mouse	muso
mousetrap	mousetrap
mousse	muzo
moustache	lipharoj
mousy	mousy
mouth	buŝo
mouthful	buŝa
mouthpiece	buŝo
mouthwash	buŝo
movable	movebla
move	movi
movement	movado
mover	movanto
movie	filmo
movies	filmoj
moving	movante
movingforward	NO TRANSLATION
movingon	pluirante
mow	mow
mower	segilo
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucoso
mucus	moco
mud	koto
muddle	Muddle
muddled	muddled
muddy	Kota
muff	mufo
muffin	mufino
muffled	mordita
muffler	muffler
mug	mugo
mugger	mugger
mulberry	violkolora
mulch	mulch
mule	mulo
mull	mull
mullet	mulleto
multilateral	multilateral
multimedia	plurmedia
multinational	plurnacia
multiple	multnombraj
multiple sclerosis	multnombra sklerozo
multiplex	multiplexo
multiplication	multipliko
multiplicity	multoblanco
multiplied	multiĝis
multiplier	multobliganto
multiply	multipliku
multitude	amaso
mum	mum
mumble	mumble
mumbo	mumbo
mummy	mumio
mumps	palisaroj
munch	munĉ
munchies	munĉoj
munchkin	munĉuko
mundane	tutmonda
municipal	urba
municipality	komunumo
mural	mural
murder	murdo
murderer	murdisto
murderess	murdistino
murderous	murdaj
murky	mizera
murmur	murmuras
muscle	muskolo
muscular	muskola
muse	muzo
muses	musoj
museum	muzeo
mush	NO TRANSLATION
mushroom	fungo
mushy	Mushy
music	muziko
musical	muzika
musician	muzikisto
musing	parolante
musk	musko
musket	musketo
musketeer	musketisto
muskrat	muskrat
muslin	muslino
muss	NO TRANSLATION
must	devas
mustang	mustango
mustard	mustardo
muster	mastro
musty	musty
mutable	mutable
mutant	mutanto
mutate	mutacii
mutation	mutacio
mute	muta
muted	silentita
mutilate	mutu
mutilated	kripla
mutilation	mutilado
mutiny	ribelo
mutt	mutilo
mutter	NO TRANSLATION
mutton	kavaliro
mutual	reciproka
mutually	reciproke
muzzle	buŝo
myfavorite	mia plej ŝatata
myopia	miopo
myopic	Miopo
myriad	miriado
mysterious	mistera
mystery	mistero
mystic	mistika
mystical	Mistika
mysticism	misticismo
mystified	miksita
mystique	mystiko
myth	mito
mythic	mítica
mythical	mítica
mythological	mitologia
mythology	mitologio
nab	nabo
nacho	neo
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	najlo
nail gun	najla pafilon
naive	naiva
naked	nuda
nakedness	nudeco
namaste	NO TRANSLATION
name	nomo
named	enoficigita
nameless	sen nomo
namesake	nomumulo
naming	enoficigante
nana	nana
nanny	Nanny
nanometer	nanometro
nap	dormeto
napalm	napalm
nape	nuko
napkin	buŝtuko
napping	napping
nappy	pufo
narcissism	narcisismo
narcissist	narcisisto
narcissistic	narcisista
narcotic	narkotaj
narrate	rakontu
narration	rakonto
narrative	rakonta
narrator	rakontanto
narrow	mallarĝa
narrowing	mallarĝante
nasal	nasala
nascent	komencanto
nasty	malbona
natal	naskita
nation	nacio
national	nacia
nationality	nacieco
nationwide	tutmonde
native	denaska
nativity	naskigxo
natural	natura
natural gas	natura gaso
naturalist	naturalisto
naturalization	naturaligo
naturalized	naturaligita
naturally	nature
nature	naturo
naught	nenio
naughty	malbona
nausea	naŭzo
nauseate	nauseate
nauseating	naŭzante
nauseous	naŭza
nautical	naŭtika
nautilus	naŭtilo
naval	ŝipa
nave	ŝipo
navel	umbiliko
navigable	ŝipveturebla
navigate	navigi
navigation	navigado
navigational	navigacio
navigator	naviganto
navy	mararmeo
nay	NO TRANSLATION
nearsighted	vidita
neat	neta
neatly	nete
nebula	Nebulozo
nebulae	nebularoj
nebulous	nebulosa
necessarily	necese
necessary	necesa
necessitate	necesas
necessities	necesoj
necessity	neceso
neck	kolo
necklace	koliero
necktie	kravato
necromancer	nigromanto
necrosis	Necrosis
nectar	nektaro
need	bezonas
needalife	NO TRANSLATION
needed	bezonataj
needful	necesa
needit	NO TRANSLATION
needle	nadlo
needlepoint	kudrilo
needles	nadloj
needless	sen manko
needtoknow	Needtoknow
needtorelax	NO TRANSLATION
needy	necesa
nefarious	malfeliĉa
negation	negado
negative	negativa
negativity	negatividad
neglect	neglektas
neglected	senatenta
neglecting	neglektante
negligee	negligema
negligence	neglektado
negligent	neglektema
negligently	NO TRANSLATION
negligible	neglektebla
negotiable	negociable
negotiate	negoci
negotiation	intertraktado
negotiator	negociisto
negro	nigra
neigh	najbaro
neighbor	najbaro
neighborhood	kvartalo
neighboring	apudaj
nemesis	némesis
neon	neono
neonatal	neonatal
neophyte	neófito
neoprene	neopreno
nephew	nevo
nepotism	nepotismo
nerd	nerd
nerdy	nerdy
nerve	nervo
nerves	nervoj
nervous	nervozaj
nervousness	nervozeco
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	nesto
nestle	nestu
nestling	nestantaj
net	reto
nether	pli
netting	reto
nettle	ujo
network	reto
networking	retoj
neural	neŭtrala
neuralgia	neuralgio
neurological	neurologia
neurologist	neŭrologo
neurology	neŭrologio
neurosis	neŭrozo
neurosurgeon	neŭkurorulo
neurosurgery	neŭkururgio
neurotic	neurotaj
neuter	neŭtra
neutral	neŭtrala
neutrality	neŭtraleco
neutralize	neŭtrigi
neutron	neŭtrono
new	nova
new age	nova aĝo
newbeginnings	NO TRANSLATION
newborn	ĵus naskita
newcomer	komencanto
newday	nova tago
newfound	lastatempe
newjob	NO TRANSLATION
newlife	nova vivo
newly	ĵus
newlywed	lastatempa
newme	nova
newness	noveco
news	novaĵoj
newscast	novaĵkesto
newscaster	novaĵcxisto
newsflash	novaĵflash
newsletter	informilo
newsman	novaĵisto
newspaper	ĵurnalo
newspaperman	novaĵisto
newsreel	novaĵoj
newsroom	ĉambro
newsstand	ĉambro
newstart	newstart
newt	Salamandro
newyear	nova jaro
nexus	ligilo
nib	nib
nibble	Nibble
nice	bela
niche	niĉo
nichts	NO TRANSLATION
nick	nick
nickel	nikelo
nickname	kromnomo
nicotine	nikotino
niece	nevino
nifty	nifty
nigger	nigra
nigh	proksime
night	nokte
nightcap	nokta peko
nightclub	nokta klubo
nightfall	nokto
nightgown	nokta nokto
nightie	nokte
nightingale	nokto
nightlife	nokta vivo
nightly	nokte
nightmare	koŝmaro
nightmares	koŝmaroj
nightstand	noktejo
nightstick	nokta piedo
nighttime	nokte
nihilism	nihilismo
nil	nil
nimble	senmova
nimrod	nimrod
nincompoop	nincompopo
nine	naŭ
nineteen	dek naŭ
ninety	naŭdek
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	naŭa
nip	nip
nipper	nipper
nipple	cico
nippy	nippy
nitrate	nitrato
nitro	nitro
nitrogen	nitrogeno
nitrous	nitrosa
nitwit	nitwit
nix	nix
no anticipation	neniu antaŭvido
no disgust	sen naŭzo
no emotion	neniu emocio
no sentiment	sen sento
no surprise	Ne surprizo
no trust	Ne fidas
nobility	nobelaro
noble	nobla
nobleman	nobla
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nokta
nod	agordi
nodding	kapjesante
node	nodo
nodular	nodula
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	neir
noise	bruo
noisy	ruida
nomad	nomad
nomadic	nomada
nomenclature	nomenclaturo
nominal	nominala
nominate	nomumu
nomination	nomumado
nominee	kandidato
nonce	ne
nonchalant	neĉambro
noncompliance	Nekomplikaĵo
nondescript	senpaga
nonexistent	inexistente
nonfat	ne graso
nonfiction	ne fikcio
nonpayment	Ne pagon
nonresident	neloĝanto
nonsense	sensencaĵoj
nonsensical	senkonscia
nonviolent	ne perforta
noob	Novulo
noodle	kudrilo
nook	Nook
noon	tagmezo
noose	nazo
nopoint	Nopoint
noregrets	NO TRANSLATION
norm	normo
normal	normala
normalcy	normaleco
normality	normaleco
north	norde
northbound	norde
northeast	nordorienta
northern	norda
northwest	nordokcidento
northwestern	nordokcidenta
noschool	NO TRANSLATION
nose	nazo
nosebleed	Noseble
nosey	nosy
nosnow	nome
nostalgia	nostalgio
nostalgic	nostálgico
nostress	NO TRANSLATION
nostril	nazo
nosun	NO TRANSLATION
nosy	nosy
not negative	ne negativa
not positive	ne pozitiva
notable	rimarkinda
notables	rimarkindaj
notably	precipe
notamorningperson	NO TRANSLATION
notary	notario
notation	notacio
notch	pikilo
notched	skuita
note	notu
notebook	kajero
noted	rimarkis
noteworthy	Rimarkinda
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nenio
notice	rimarki
noticeable	rimarkinda
notification	sciigo
notify	sciigu
notion	nocio
notional	nociaj
notoriety	konateco
notorious	scivola
notready	ne
notwithstanding	tamen
nought	nenio
noun	substantivo
nourish	nutri
nourishment	nutraĵo
nouveau	NO TRANSLATION
novel	romano
novelist	novelisto
novelty	noveco
novice	novulo
nowadays	hodiaŭ tago
nowork	nunork
noworries	nun
noxious	maltrankvila
nozzle	cigaredingo
nuance	nuance
nuances	nuancoj
nuclear	nuklea
nucleus	kerno
nude	nuda
nudge	nudge
nudie	nudie
nudist	nudista
nudity	nudeco
nugget	nugget
nuisance	ĝeno
nuke	nuke
nul	NO TRANSLATION
null	nula
nullify	nuligi
numb	muta
number	nombro
numbering	numeri
numbers	nombroj
numbness	entumecimiento
numbskull	numbskull
numeral	numeralo
numerator	numeratoro
numerical	nombra
numerically	nombre
numerous	multnombraj
nun	NO TRANSLATION
nunchucks	nunkukoj
nunnery	manĝejo
nuptials	nuptoj
nurse	flegistino
nursemaid	niñera
nursery	bredejo
nursing	flegistino
nurture	nutrado
nut	nukso
nutcase	nuko
nutcracker	nukotuko
nuthouse	Nuthouse
nutmeg	nukso
nutrition	nutrado
nutritional	nutra
nutritious	nutra
nutritive	nutritiva
nuts	nuksoj
nutshell	plue
nutty	nuko
nylon	nilono
nylong	NO TRANSLATION
nylons	nilons
nymph	nimfo
nymphomaniac	nimfomania
oaf	oaf
oak	kverko
oar	Remilo
oasis	oazo
oat	Okino
oath	ĵurigas
oatmeal	oatmeal
obedience	obeemo
obedient	obeemaj
obediently	obeeme
obelisk	obelisko
obese	obesaj
obesity	obesidad
obey	obeu
obi	obi
obit	obito
obituary	obituario
object	objekto
objection	objekton
objectionable	neebla
objective	objektiva
objectivity	objektiveco
obligation	obligacio
obligatory	deviga
oblige	devigi
obliged	devigita
obliging	deviga
obligor	deviga
oblique	oblikva
obliterate	forgesi
obliterated	forgesita
obliteration	malakordo
oblivion	forgeson
oblivious	forgesema
oblong	oblongaj
obnoxious	maltrankvila
oboe	hobojo
obscene	obscena
obscenity	obscenidad
obscure	malluma
obscured	mallumita
obscurity	mallumo
observance	observado
observant	observanto
observation	observo
observatory	observatorio
observe	observu
observer	observanto
observing	observante
obsess	obsedo
obsessed	obsedita
obsessing	obsedanta
obsession	obsedo
obsessive	obsesiva
obsolescence	obsolescencia
obsolete	malaktuala
obstacle	obstaklo
obstetrician	obstetria
obstetrics	obstetriko
obstinate	obstina
obstruct	obstrukcii
obstruction	obstrukco
obstructive	obstrukcia
obtain	akiri
obtainable	atingebla
obtuse	obtuza
obverse	averso
obvious	evidente
ocarina	okarino
occasion	okazo
occasional	okaza
occasionally	foje
occipital	okcipita
occlusion	occludo
occult	okulta
occupancy	okupado
occupant	okupanto
occupation	okupacio
occupational	okupacia
occupied	okupita
occupier	okupanto
occupy	okupi
occupying	okupante
occur	okazas
occurrence	okazo
ocd	ocd
ocean	oceano
oceanic	oceana
octagon	octogono
octave	octave
octopus	polpo
ocular	Okula
odd	nepara
oddball	oddball
oddity	stranga
odds	probableco
ode	odo
odious	malaminda
odometer	odometer
odor	odoro
odyssey	odiseado
oedipal	junipal
oestrogen	estrogeno
oeuvre	NO TRANSLATION
offal	ofensivo
offence	ofendo
offend	ofendi
offended	ofendita
offender	krimulo
offense	ofendo
offensive	ofensivo
offer	oferto
offered	proponita
offering	proponante
offhand	malofte
office	oficejo
officer	oficiro
offices	oficejoj
official	oficiala
officiate	oficejo
offing	ofendado
offload	malŝarĝo
offset	kompenso
offshoot	ekstere
offshore	eksterlande
offside	ekstersidejo
offspring	idaro
oft	oft
oftentimes	multaj fojoj
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Ho ne
ohshit	NO TRANSLATION
oil	oleo
oils	oleoj
oily	oleo
oink	oink
ointment	sxmirajxo
okra	okra
old	malnova
olden	olden
older	pli malnova
oldie	oldie
oldies	malnovaj
olfactory	olfactory
oligarchy	oligarkio
olive	olivo
omega	omega
omelet	omelet
omen	Aŭguro
omgomgomg	NO TRANSLATION
ominous	malkontenta
omission	omisión
omit	preterlasu
omitted	preterlasita
omnibus	omnibus
omnipotence	ĉiopovo
omnipotent	ĉiopova
omnipresent	omnipresente
omniscient	ĉioscia
onboard	surŝipe
oncologist	onkologo
oncology	onkologio
oncoming	venonta
one	unu
oneday	NO TRANSLATION
onedge	onedo
onelove	unu amo
oneness	unueco
onerous	multekosta
oneself	sin mem
ongoing	daŭranta
onion	cepo
onset	komenco
onslaught	atako
onstage	onstage
ontology	ontologio
onus	onus
onward	antaŭen
onyx	onikso
oodles	okuloj
oomph	oomph
ooze	aŭdi
oozing	oozing
op	op
opacity	opakeco
opal	opalo
opaque	opaka
ope	opero
open	malfermita
opener	malfermilo
opening	malfermo
openly	malfermite
openness	malfermo
opera	opero
operate	operacii
operatic	operatika
operation	operacio
operational	operacional
operations	operacioj
operative	operativa
operator	telefonisto
ophthalmic	oftalmaj
ophthalmologist	oftalmologo
opiate	opia
opinion	opinio
opinionated	opiniita
opium	opio
opponent	kontraŭulo
opportune	oportuna
opportunism	oportunismo
opportunity	ŝanco
oppose	kontraŭstari
opposed	kontraŭa
opposing	kontraŭstaranta
opposite	kontraŭa
opposites	kontraŭuloj
opposition	opozicio
oppress	premo
oppressed	premataj
oppression	premo
oppressive	subpremaj
oppressor	premo
ops	ops
opt	elektu
optic	optika
optical	optika
optics	optiko
optimism	optimismo
optimist	optimisma
optimistic	optimisma
optimum	optimuma
option	opcio
optional	nedeviga
optionally	laŭvole
options	ebloj
optometrist	optometristo
opulence	opulenco
opulent	forta
opus	opus
oracle	orakolo
oral	parola
orange	oranĝo
orange juice	oranĝsuko
orangutan	orangutan
oration	petego
orator	oratoro
oratory	oratorio
orb	orb
orbit	orbito
orbital	orbitala
orbiting	orbita
orbs	orboj
orc	orko
orchard	Huerto
orchestra	orkestro
orchid	orkideo
ordained	ordigita
