Word	my
policy	မူဝါဒက
polio	ပိုလီယို
polish	အရောင်တင်
polished	ပွတ်
polite	ယဉျကြေးသော
politeness	ယဉ်ကျေးတဲ့
politic	နိုင်ငံရေး
political	နိုင်ငံရေးအရ
politician	နိုင်ငံရေးသမား
politics	နိုင်ငံရေး
polity	polity
polka	အပြောက်
poll	မဲပေးပှဲ
pollen	ဝတ်မှုန်
polling	မဲရုံ
pollute	ညစ်ညမ်းစေ
pollution	ညစ်ညမ်းစေခြင်း
polo	ပိုလို
poltergeist	poltergeist
polyester	polyester
polygamy	မယားအမြားယူ
polygon	အနား
polygonal	အနား
polygraph	အမှန်ပြောစစ်ဆေးခြင်း
polymer	ပေါ်လီမာ
polymorphism	polymorphic
pomp	ဘုန်းအသရေ
pompous	pompous
poncho	poncho
pond	ရေအိုင်
ponder	တွေး
ponderous	တှရေဲ့
pong	pong
pontiff	ပုပ်ရဟန်းမင်း
pontificate	Pontifical
pontoon	ဆိပ်ခံ
pony	မြင်းငယ်မျိုး
ponytail	ponytail
pooch	pooch
poodle	poodle
poof	poof
pool	ရေကူးကန်
poop	poop
poor	ဆင်းရဲသော
poorly	ဆင်းရဲစွာ
pop	ပေါ့ပ်
popcorn	ပြောင်းဖူးပေါက်ပေါက်စားမလား
pope	ပုပ်ရဟန်းမင်းကြီး
popper	င့်ဖောက်သည့်
poppy	ဘိန်း
poppycock	poppycock
popsicle	popsicle
popular	လူကြိုက်များ
popularity	လူကြိုက်များ
popularized	ခေတ်စားလာ
population	လူဦးရေ
populous	လူဦးရေ
porcelain	ကွှေထညျ
porch	ဝင်ပေါက်
porcupine	ဖြူကောင်
pore	အပေါက်
pork	ဝက်
porker	porker
porky	porky
porn	ညစ်ညမ်း
porno	porno
pornographic	ညစ်ညမ်း
pornography	ဝတ်လစ်စလစ်ရုပ်ရေးခြွယ်ခြင်း
porosity	porosity
porous	စိမ်
porridge	ဂျုံယာဂု
port	port ကို
portable	ခရီးဆောင်
portage	portage
portal	ပေါ်တယ်
porter	တံခါးစောင့်
porterhouse	porterhouse
portfolio	အစုစု
porthole	အပေါက်
portico	တို့သည်အိမ်တော်
portion	အပိုင်း
portrait	ပုံတူ
portraiture	ဓာတ်ပုံတွေထဲမှာကောင်းမွန်တဲ့ပုံတူ
portray	ရုပျပုံရေးဆှဲ
pose	ရပ်နေဟန်
poser	NO TRANSLATION
posh	posh
posited	posited
position	အနေအထား
positioning	positioning ကို
positive	အပြုသဘောဆောင်
positiveenergy	NO TRANSLATION
positively	အပြုသဘော
positivity	positive
posse	posse
possess	အပိုင်
possessed	သိမ်းယူ
possessing	ပိုင်ဆိုင်
possession	အပိုင်
possessive	ပိုင်ဆိုင်မှု
possessor	မွေခံရသောသူ
possibility	ဖြစ်နိုင်ခြေ
possible	ဖြစ်နိုင်သော
possibly	ဖြစ်နိုင်အောင်
possum	possum
post	တိုင်
postage	စာပို့ခ
postal	စာတိုက်
postcard	ပို့စကပ်
poster	နံရံကပ်ကြော်ငြာ
posterior	posterior
posterity	သားစဉ်မြေးဆက်
posthumous	မကွယ်လွန်ပြီးမှ
postman	စာပို့သမား
postmortem	ခေတ်လွန်
postpone	နှောငျ့နှေး
postponed	ရွှေ့ဆိုင်း
postponement	နှောငျ့နှေးခွငျး
postscript	Postscript
postulate	postulate
posture	နေဟန်
pot	အိုး
potable	အနေအထိုင်
potassium	ပိုတက်စီယမ်
potato	အာလူး
potatoes	အာလူး
potency	အာနိသင်
potent	တန်ခိုးရှိသော
potential	အလားအလာ
pothead	pothead
pothole	pothole
potion	ဆေး
potluck	potluck
potpourri	potpourri
potted	potted
potter	အိုးထိန်းသမား
pottery	အိုးခွက်
potty	potty
pouch	အိတ်
poultry	ကြက်ဘဲ
pounce	ခုန်အုပ်လိုက်ပြီးပြုတ်
pound	ပေါင်ချိန်
pounding	pounding
pour	NO TRANSLATION
pout	pout
pouting	pouting
pouty	pouty
poverty	ဆင်းရဲခြင်း
pow	Pow
powder	အမှုန့်
powdered	အမှုန့်
powdery	မှုန့
power	စွမ်းအား
powerful	အစွမ်းထက်
powerfully	ခိုး
powerhouse	အင်အားကြီး
powerless	တန်ခိုးမရှိသော
powwow	powwow
pox	ကျောက်
practicable	လက်တွေ့
practical	လက်တွေ့ကျတဲ့
practically	လက်တွေ့ကျကျ
practice	လေ့ကျင့်သည်
practiced	လေ့ကျင့်
practise	လေ့ကျင့်သည်
practitioner	Practitioner
pragmatic	လက်တွေ့
prairie	ကိုင်းတောကွင်း
praise	ချီးမွမ်း
praised	ချီးကျူးထောပနာ
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	ထောမနာ
praiseworthy	ခြီးမှမျး
praising	ကိုခြီးမှမျး
prance	ထိခိုက်လျက်ပြေး
prank	နောက်ပြောင်မှုများ
prawn	ပုစွန်
praxis	praxis
pray	ဆုတောင်း
prayer	ဆုတောင်းပဌနာ
prayforme	prayforme
praying	ဆုတောငျးလကျြ
praying mantis	ဆုတောငျးလကျြ mantis
preach	တရားဟောပွော
preacher	တရားဟောဆရာ
preaching	တရားကိုဟော
preamble	နိဒါန်း
precarious	မရေရာသော
precaution	ကြိုတင်ဆောင်ရွက်ချက်
precautionary	ကြိုတင်ကာကွယ်မှု
precede	ရှေ့ကသှား
precedence	စားပေးမှု
precedent	လိုက်နာရန်ပုံစံ
preceding	ရှေ့အ
precept	ပညတ်
preceptor	preceptor
precession	precession
precinct	ပရိဝုဏ်
precincts	ဝုဏ်
precious	အဘိုးထိုက်သော
precipice	ချောက်ကမ်းပါး
precipitate	မိုးရွာသွန်းမှု
precipitation	မိုးရွာသွန်းမှု
precipitous	မိုးရွာသွန်းမှု
precise	သေချာသော
precisely	အတိအကျ
precision	စေ့စပ်သေချာခြင်း
preclude	ထပ်မံလုပ်ဆောင်နိုင်ခြင်းမရှိပါ
precocious	ပတျသကျ.
precursor	ရှေ့ပြေး
predator	အသားစား
predatory	မတော်မတရား
predecessor	ရှေးဉီးပွုလုပျသူ
predicament	ကပျြအ
predicate	predicate
predict	အနာဂတ်ဟော
predictable	ကွိုတငျပွောနိုငျသော
predicting	ခန့်မှန်း
prediction	ခန့်မှန်း
predictive	ကြိုတင်ခန့်မှန်းချက်
predictor	ခန့်မှန်း
predilection	predilection
predispose	predispose
predisposed	predisposed
predisposition	ဓာတ်
predominance	စိုးမိိုးသော
predominant	စိုးမိိုးသော
predominate	စိုးမိိုးသော
preeminent	ဉီး
preemption	preemption
preemptive	preemptive
preface	နိဒါန်း
prefect	ဌာနမှူး
prefer	ပိုကြိုက်
preferable	ဉီးစားပေးထိုက်သော
preference	ပိုမိုနှစ်ကြိုက်ခြင်း
preferential	ဦးစားပေး
prefix	ရှေ့ဆကျတှဲ
pregnancy	ကိုယ်ဝန်
pregnant	ကိုယ်ဝန်ရှိ
prehistoric	သမိုင်းမ
prejudice	ဉပါဒါနျစှဲလနျးခွငျး
prejudiced	စိတ်စွန်းကွက်
prejudicial	prejudicial
prelim	prelim
preliminary	ကြိုတင်
prelude	နိဒါနျး
premarital	အိမ်မထောင်မီ
premature	စောလွန်းသော
prematurely	အချိန်မတိုင်မီ
premed	premed
premeditated	ပုခုံးတွ
premier	ဝန်ကြီးချုပ်
premiere	Premiere
premise	ရဝုဏ်
premises	မရှေ့မပွောငျးနိုငျသောပစ်စညျးမြား
premium	ဆု
premonition	သတိပေးချက်
prenatal	ကိုယ်ဝန်ဆောင်စဉ်
prenuptial	prenuptial
preoccupation	အဆက်မပြတ်
preoccupied	အာရုံမစို
prep	prep
preparation	ပြင်ဆင်မှု
preparatory	ကြိုတင်ပြင်ဆင်
prepare	ပြင်ဆင်ထား
prepared	ကိုပြင်ဆင်
preparedness	ကြိုတင်ပြင်ဆင်မှု
preparer	ပြင်ဆင်မှု
preparing	ပြင်ဆင်နေ
preponderance	သဘောအရဆိုလျှင်
preposterous	preposterous
preppy	preppy
prerequisite	ရှေးဉီးလိုအပျခကျြ
prerogative	prerogative
preschool	မူကြို
prescient	prescient
prescribe	ညွှန်ပြ
prescribed	သတ်မှတ်ထားသော
prescription	ညွှန်း
prescriptive	ပြဋ္ဌာန်း
presence	ရှိနေခြင်း
present	လက်ဆောင်
presentable	တင်သွင်းလိုက်သော
presentation	တင်ဆက်မှု
presenter	အစီအစဥ်တင်ဆက်သူ
presentment	ပစ္စုပ္ပန်
presents	လက်ဆောင်
preservation	စောင့်ထိန်းထားခြင်း
preservative	မပျက်မစီးခိုင်လုံစေတတ်သောအရာ
preserve	ထိနျးသိမျး
preserved	ထိန်းသိမ်းထား
preserving	ထိန်းသိမ်း
preside	ဦး
presidency	သမတမင်းရာထူး
president	သမတ
presidential	သမ္မတရွေးကောက်ပွဲ
press	စာနယ်ဇင်းများ
pressing	ဝန်လေးသော
pressure	ဖိအား
prestige	ဂုဏ်သိက္ခာ
prestigious	ဂုဏ်သတင်း
presto	Presto
presume	မှတ်ယူ
presumption	မှတ်ယူချက်
presumptive	မှတ်ယူချက်
presumptuous	ရောငျ့
presuppose	presuppose
pretend	ဟန်ဆောင်
pretended	ဟန်ဆောင်
pretender	ဟန်ဆောင်
pretending	ဟန်ဆောင်
pretense	ဟန်ဆောင်
pretensions	ဟန်
pretentious	ဟန်ဆောင်
pretext	ငာ
pretty	လှပသော
pretzel	pretzel
prevail	အောင်မြင်
prevailing	ရေပန်းစား
prevalence	ပျံ့နှံ့
prevalent	ပျံ့နှံ့နေတဲ့
prevent	တားဆီး
preventative	တားဆီးကာကွယ်ရေး
prevention	ကြိုတင်ကာကွယ်ရေး
preventive	ကြိုတင်စီမံထားသော
preview	preview ကို
previous	လွန်ခဲ့သော
previously	ယခင်က
prey	လုယူရာဥစ္စာ
price	စျေးနှုန်း
priceless	အဘိုးမဖြတ်နိုင်သော
pricey	စျေးကိုအဆမတန်မြှ
prick	ဖောက်ရာ
prickly	မိတ်ကို
pride	မာန်
priest	ယဇ်ပုရောဟိတ်
priestess	ပရောဖက်မ
priesthood	ယဇ်ပုရောဟိတ်
priestly	ယဇ်ပုရောဟိတ်
prig	prig
prim	prim
prima	NO TRANSLATION
primacy	အရေးပို
primal	primal
primary	မူလတန်း
primate	မျောက်
primates	မျောက်ဝံများ
prime	သုဒ္ဓ
primed	ရစေတယ်
primer	primer
primeval	primeval
priming	priming
primitive	မူလဖြစ်သော
primordial	ကမ္ဘာဦး
primrose	primrose
prince	မင်းသား
princely	မင်းသား
princess	မင်းသမီး
principal	ကြောငျးအုပျကွီး
principally	အဓိကအား
principle	နိယာမ
principles	အခြေခံမူ
print	ပုံနှိပ်
printer	ပုံနှိပ်စက်
printing	ပုံနှိပ်ခြင်း
printout	ပုံနှိပ်ထုတ်သည်
prior	ကြိုတင်
prioritize	ဦးစားပေး
priority	ဦးစားပေး
priory	ဦး
prism	Prism
prismatic	prismatic
prison	အကျဉ်းထောင်
prisoner	အကျဉ်းသား
prissy	prissy
pristine	ယူနန်ပြည်နယ်ရဲ့
privacy	privacy ကို
private	ကိုယ်ပိုင်
privately	ပုဂ္ဂလိကပိုင်
