Word	ta
keynote	சிறப்பு
keypad	விசைப்பலகை
keystone	மையக்கல்
keyword	முக்கிய
khaki	காக்கி
khan	கான்
kibble	kibble
kick	கிக்
kickboxing	குத்துச்சண்டை
kicker	கிக்கர்
kicking	உதைத்து
kickoff	ஈடுபடுவார்கள்
kid	குழந்தை
kidder	Kidder
kidding	விளையாடினேன்
kiddo	குட்டிக்கு
kiddos	kiddos
kidnap	கடத்தல்
kidnapped	கடத்தப்பட்ட
kidnapper	கடத்திச்சென்ற
kidnapping	கடத்தல்
kidney	சிறுநீரக
kids	குழந்தைகள்
kill	கொல்ல
killer	கொலையாளி
killing	கொலை
killjoy	killjoy
kiln	சூளை
kilo	NO TRANSLATION
kilogram	கிலோகிராம்
kilometer	கிலோமீட்டர்
kilt	ஸ்காட்லாண்டில் அணியப்படும் சிறிய பாவாடை
kimono	கிமோனோ
kin	உறவினர்களின்
kind	வகையான
kindergarten	மழலையர் பள்ளி
kindling	எரியும்
kindness	இரக்கம்
kindred	இனத்தையும்
kinematics	இயக்கவடிவியல்
kinesiology	மனித உடலியக்கவியல்
kinetic	இயக்க
king	ராஜா
king snake	ராஜா பாம்பு
kingdom	இராச்சியம்
kingpin	கொள்ளைக்கூட்டத் தலைவன்
kink	முறிவு, இடைமுறுக்கு
kinky	செக்ஸ்
kinship	சொந்தம்
kiosk	கியோஸ்க்
kirk	கிர்க்
kiss	முத்தம்
kisser	முத்தக்காரர்
kissy	முத்தமிடும்
kit	கிட்
kitchen	சமையலறை
kite	காத்தாடி
kitten	பூனை குட்டி
kiwi	கிவி
klutz	klutz
knack	சாமர்த்தியம்
knapsack	பையில்
knead	பிசைந்து
knee	முழங்கால்
kneecap	kneecap
kneel	மண்டியிட
kneeling	முழங்கால்
knell	நாதம்
knick	முறிவுத்தானம்-
knickers	நிக்கரை
knife	கத்தி
knight	நைட்
knighthood	வீரத்திருமகன்
knit	பின்னப்பட்ட
knob	குமிழ்
knock	தட்டுங்கள்
knockoff	knockoff
knockout	நாக் அவுட்
knoll	குன்ற
knot	முடிச்சு
knots	முடிச்சு
knotted	முடிச்சு
know	தெரியும்
knowing	தெரிந்தும்
knowingly	தெரிந்தே
knowledge	அறிவு
knowledgeable	அறிவார்ந்த
knuckle	புறமாகச்
knucklehead	knucklehead
knuckles	விரல்
koala	கோலா
kook	NO TRANSLATION
kooky	கோணல்
kool-aid	கூல்-உதவி
kos	கோக்களை
kosher	கோஷர்
kraut	NO TRANSLATION
kris	கிரிஸ்
kryptonite	கிரிப்டோனைட்
kudos	பெருமையையும்
kumquat	kumquat
lab	ஆய்வக
label	லேபிள்
labor	தொழிலாளர்
laboratory	ஆய்வக
labored	ஈடுபட்டிருந்தனர்
laborer	கூலியாளாக
laboring	அன்றாட
laborious	உழைக்க
labyrinth	சிக்கலான
lac	அரக்கு
lace	சரிகை
laceration	கீறல்காயம்
lack	பற்றாக்குறை
lackey	லாக்கி
lacking	இல்லாத
lackluster	மந்தமான
lacquer	அரக்கு
lacrosse	லக்ரோஸ்
lactose	லாக்டோஸ்
lad	பையன்
ladder	ஏணி
laddie	சிறுவன்
laden	அளவுடைய
lading	கப்பல் சரக்கு
ladle	கரண்டியால்
lady	பெண்
lady bug	NO TRANSLATION
ladybug	Ladybug
ladylike	Ladylike
ladyship	ladyship
lag	பின்னடைவு
lager	NO TRANSLATION
lagging	பிந்தும்
lagoon	நீர்ப்பரப்பு
lair	குகையில்
laity	பாமர மக்கள்
lake	ஏரி
lama	NO TRANSLATION
lamb	ஆட்டுக்குட்டி
lame	நொண்டி
lament	புலம்புகிறார்
lamenting	வருந்துவதற்கு
lamina	மென்தகட்டினதும்
laminated	தகட்டு
lamp	விளக்கு
lamppost	விளக்கு கம்பம்
lance	ஈட்டி
lancer	லான்ஸர்
land	நில
landed	தரையிறங்கியது
landfall	கரையை
landfill	உரக் குழி
landing	இறங்கும்
landlady	நில உரிமையாளரான
landlocked	நிலத்தால் சூழப்பட்ட
landlord	உரிமையாளர்
landmark	மைல்கல்
lands	நிலங்களை
landscape	இயற்கை
landscaping	இயற்கையை ரசித்தல்
landslide	நிலச்சரிவு
lane	லேன்
language	மொழி
languid	சோர்வான
languish	வாட
languishing	அடைக்கப்பட்டுள்ள
lanky	lanky
lantern	விளக்கு
lap	மடியில்
lapdog	lapdog
lapel	முன்மடிப்பை
lapse	கழிந்தும்
lapsed	செலவான
laptop	மடிக்கணினி
larceny	திருட்டு
lard	பன்றிக்கொழுப்பு
larder	உணவு பொருட்கள் வைக்கும் அலமாரி
large	பெரிய
larger	பெரிய
largo	NO TRANSLATION
lark	லார்
larva	லார்வா
laryngitis	குரல்வளை
larynx	குரல்வளை
lasagna	மாவடை
laser	லேசர்
lash	பலங்கொண்டு அடி
lass	இழப்பை
lasso	சுருக்குடன் கூடிய கயிறு
lastday	NO TRANSLATION
lasting	நீடித்த
lastminute	கடைசி நிமிடத்தில்
latch	தாழ்ப்பாளை
late	தாமதமாக
lateness	lateness
latent	உள்ளுறை
lateral	பக்கவாட்டு
laterally	பக்கவாட்டாக
latex	மரப்பால்
lathe	lathe
lather	நுரை
