Word	da
leafy	grønne
league	liga
leak	lække
leakage	lækage
leaky	utæt
lean	læne
leaned	lænede
leaning	hælder
leap	springe
learn	lære
learned	lærte
learner	elev
learning	læring
lease	leje
leash	snor
leather	læder
leathery	læderagtige
leave	forlade
leavemealone	Lad mig være i fred
leaving	forlader
lecherous	liderlig
lecture	foredrag
lecturer	foredragsholder
ledge	klippeafsats
ledger	hovedbog
lee	Lee
leech	igle
leeches	igler
leer	NO TRANSLATION
leery	mistænksom
lees	NO TRANSLATION
leeway	spillerum
left	venstre
leftout	NO TRANSLATION
leftover	sidesten
leftovers	rester
lefty	lefty
leg	ben
legacy	eftermæle
legal	gyldige
legality	lovligheden
legalize	legalisere
legalized	legaliseret
legally	lovligt
legend	legende
legendary	legendariske
legibility	læsbarhed
legible	læselig
legion	legion
legislate	lovgive
legislation	lovgivning
legislative	lovgivningsmæssige
legislator	lovgiver
legislature	lovgiver
legit	legit
legitimacy	legitimitet
legitimate	legitim
lego	lego
legs	ben
legume	bælgplanter
legwork	benarbejde
leisure	fritid
leisurely	afslappet
lemma	lemma
lemon	citron
lemonade	limonade
lend	låne
lender	långiver
lending	udlån
length	længde
lengthen	forlænge
lengthened	forlænget
lengthening	forlængelse
lengthwise	længderetningen
lengthy	langvarig
leniency	straflempelse
lenient	lempelig
lens	linse
leopard	leopard
leotard	trikot
leper	spedalsk
leprechaun	leprechaun
leprosy	spedalskhed
lesbian	lesbisk
lesbianism	lesbiske
lesion	læsion
less	mindre
lessee	forpagter
lessen	mindske
lessening	formindskelse
lesser	mindre
lesson	lektie
lessor	leasinggiver
let	lade
lethal	dødbringende
lethargic	sløv
lethargy	sløvhed
letter	brev
lettered	lettered
letterhead	brevpapir
lettering	bogstaver
letters	breve
lettuce	salat
leukemia	leukæmi
levee	dæmning
level	niveau
lever	håndtag
leverage	gearing
levitate	svæve
levy	afgift
lewd	uanstændig
lexicon	leksikon
ley	NO TRANSLATION
liabilities	passiver
liability	ansvar
liable	ansvarlig
liaison	forbindelsesofficer
liar	løgner
libel	bagvaskelse
libelous	injurierende
liberal	liberal
liberalism	liberalisme
liberate	befri
liberated	befriet
liberating	befriende
liberation	befrielse
liberty	frihed
libido	libido
librarian	bibliotekar
library	bibliotek
libretto	libretto
lice	lus
license	licens
lichen	lichen
lick	slikke
licorice	lakrids
lid	låg
lie	ligge
liege	liege
lien	lien
lieu	lieu
lieutenant	løjtnant
life	liv
lifeblood	hjerteblod
lifeboat	redningsbåd
lifeguard	livredder
lifeisgood	livet er godt
lifeless	livløs
lifelike	livagtige
lifeline	livline
lifelong	livslang
lifer	livstids fange
lifesaver	livredder
lifestyle	levevis
lifesucks	livet stinker
lifetime	livstid
lift	løfte op
lifted	løftet
liftoff	liftoff
ligament	ledbånd
ligation	ligering
ligature	ligatur
light	lys
light year	lysår
lightbulb	lys pære
lighten	lysne
lightheaded	svimmel
lighthouse	fyrtårn
lighting	belysning
lightness	lethed
lightning	lyn
lights	lys
lightweight	letvægt
likable	vellidte
like	synes godt om
likelihood	sandsynlighed
likely	sandsynligt
likeness	lighed
likewise	ligeledes
liking	smag
lilac	lilla
lily	lilje
limb	lemmer
limber	smidig
limbo	limbo
lime	Citron
limelight	rampelyset
limestone	kalksten
limey	Limey
limit	begrænse
limitation	begrænsning
limited	begrænset
limitless	grænseløs
limo	limo
limousine	limousine
limp	halte
lin	lin
line	linje
lineage	afstamning
lineal	lineal
linear	lineær
linebacker	linebacker
lined	foret
linen	linned
liner	liner
lines	linjer
lineup	stå på række
linger	drysse
lingerie	lingeri
lingering	dvælende
lingo	lingo
lingual	flersprogede
linguini	linguini
linguist	lingvist
linguistic	sproglig
linguistics	lingvistik
lining	foring
link	link
linoleum	linoleum
lint	fnug
lion	løve
lip	læbe
liposuction	fedtsugning
lipstick	læbestift
liquefaction	fortætning
liquefied	flydende
liqueur	likør
liquid	væske
liquidate	likvidere
liquidation	likvidation
liquidator	likvidator
liquidity	likviditet
liquor	spiritus
lira	NO TRANSLATION
lisp	lisp
list	liste
listen	Hør efter
listener	lytter
listenting	NO TRANSLATION
listing	notering
listless	sløv
listneing	NO TRANSLATION
litany	litani
liter	liter
literacy	læsefærdigheder
literal	bogstavelig
literally	bogstaveligt talt
literary	litterære
literature	litteratur
lithe	smidig
lithium	lithium
lithograph	litografi
lithography	litografi
lithology	litologi
lithosphere	lithosfæren
litigant	procespart
litigate	føre proces
litigation	retssager
litigator	litigator
litigious	litigious
litter	kuld
little	lille
littlethings	små ting
littoral	littoral
liturgy	liturgien
live	Direkte
livelife	Lev livet
livelihood	levebrød
lively	livlig
liven	sætte fut
liver	lever
livery	bemaling
livestock	husdyr
livid	gusten
living	levende
lizard	firben
llama	lama
lml	LML
load	belastning
loader	loader
loaf	brød
loafer	dagdriver
loam	lerjord
loan	lån
loath	tilbageholdne
loathe	væmmes
loathful	loathful
loathing	afsky
loathsome	modbydelig
lobby	lobby
lobbyist	lobbyist
lobe	lap
lobotomy	hvide snit
lobster	hummer
local	lokal
locale	locale
locality	lokalitet
localization	lokalisering
localize	lokalisere
localized	lokaliseret
locate	lokalisere
location	Beliggenhed
locator	locator
loch	loch
lock	låse
locker	skab
locket	medaljon
locksmith	låsesmed
lockup	Lås op
loco	loco
locomotion	bevægelse
locomotive	lokomotiv
locust	johannesbrødkernemel
lode	NO TRANSLATION
lodge	lodge
lodger	logerende
lodging	logi
loft	loft
lofty	ophøjede
log	log
logarithm	logaritme
logarithmic	logaritmisk
logic	logik
logical	logisk
logistics	logistik
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	slikkepind
lone	lone
loneliness	ensomhed
lonely	ensom
loner	enspænder
lonesome	ensom
long	lang
longboat	longboat
longevity	lang levetid
longing	længes efter
longitude	længde
longitudinal	langsgående
longitudinally	længderetningen
longtime	lang tid
loo	loo
look	se
looker	ser godt ud
lookout	pas på
loom	væv
looming	truende
loon	Loon
loony	loony
loop	løkke
loophole	smuthul
loopy	loopy
loose	løs
loosen	løsne
loosening	løsne
loot	plyndre
lop	lop
lopsided	skæv
lord	herre
lords	lords
lordship	herredømme
lore	lore
lorry	lastbil
lose	tabe
loser	taber
losing	miste
loss	tab
lost	faret vild
lot	masse
lotion	lotion
lots	masser
lottery	lotteri
lotto	lotto
lotus	lotus
loud	højt
loudly	højlydt
loudmouth	loudmouth
loudness	loudness
loudspeaker	højttaleren
lounge	stue
lounging	lounging
louse	lus
lousy	elendig
lovable	elskelig
love	elsker
loved	elskede
lovee	lovee
loveee	loveee
loveless	loveless
lovelife	NO TRANSLATION
loveliness	skønhed
lovelovelove	NO TRANSLATION
lovely	dejlig
lovemaking	elske
lovemylife	elsker mit liv
lover	elsker
lovesick	kærlighedssyg
lovethis	Elsk dette
loving	kærlig
lovinglife	lovinglife
lovinlife	lovinlife
low	lav
lowdown	lowdown
lower	nederste
lowering	sænkning
lowest	laveste
lowlands	lavlandet
lowlife	lowlife
lowly	ydmyg
lox	lox
loyal	loyal
loyalty	loyalitet
lsd	lsd
luau	luau
lube	glidecreme
lubricant	smøremiddel
lubricate	smøre
lubrication	smøring
lucid	klar
luck	held
luckiest	heldigste
lucky	heldig
luckygirl	heldig pige
lucrative	lukrativ
ludicrous	latterlig
lug	lug
luggage	bagage
lukewarm	lunken
lull	dysse
lullaby	vuggevise
lumbar	lumbal
lumber	tømmer
lumbering	klodsede
lumberjack	skovhugger
luminescent	selvlysende
luminous	lysende
lump	klump
lumpy	klumpet
lunacy	vanvid
lunar	månens
lunatic	sindssyg
lunch	frokost
lunchbox	madpakke
luncheon	forretningsfrokost
lunchtime	frokost tid
lung	lunge
lunge	lunge
lungs	lunger
lurch	stikken
lure	lokke
lurid	skumle
lurk	lure
lurking	lurer
luscious	saftig
lush	frodig
lust	begær
luster	glans
lustful	lystne
lustrous	skinnende
lusty	kernesund
lute	lut
luxuriant	frodig
luxurious	luksuriøs
luxury	luksus
lycra	lycra
lye	lud
lying	at lyve
lymph	lymfeknuder
lymphatic	lymfe
lymphoma	lymfom
lynch	Lynch
lynching	lynchning
lynx	Los
lyre	lyre
lyric	lyrik
lyrical	lyriske
lyrics	sangtekster
macadamia	macadamia
macarena	Macarena
macaroni	macaroni
mace	muskatblomme
mach	mach
machete	machete
machine	maskine
machinery	maskineri
machinist	maskinist
macho	macho
mackerel	makrel
macro	makro
mad	gal
madam	frue
madame	madame
madden	Madden
madder	krap
mademoiselle	NO TRANSLATION
mademyday	reddede min dag
madhouse	galehus
madman	galning
madness	vanvid
maestro	maestro
mafia	mafia
magazine	magasin
mage	mage
magenta	magenta
maggot	maddike
magic	magi
magical	magiske
magician	tryllekunstner
magistrate	dommer
magma	magma
magna	magna
magnate	magnat
magnesium	magnesium
magnet	magnet
magnetic	magnetisk
magnetism	magnetisme
magnetite	magnetit
magnification	forstørrelse
magnificence	pragt
magnificent	storslået
magnifier	lup
magnify	forstørre
magnifying	forstørrelsesglas
magnitude	størrelsesorden
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogni
maid	stuepige
maiden	jomfru
mail	post
mailbox	postkasse
mailing	mailing
mailman	postbud
maim	NO TRANSLATION
main	vigtigste
mainframe	mainframe
mainland	fastland
mainstay	grundpille
mainstream	mainstream
maintain	opretholde
maintenance	vedligeholdelse
majestic	majestætisk
majesty	majestæt
major	større
majority	flertal
make	lave
makeover	makeover
maker	maker
makeshift	improviseret
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	makeup
makingdisciples	NO TRANSLATION
malady	sygdom
malaise	utilpashed
malaria	malaria
malarkey	malarkey
male	han-
malevolent	ondsindet
malfeasance	embedsmisbrug
malformation	misdannelse
malfunction	defekt
malice	NO TRANSLATION
malicious	ondsindet
malign	malign
malignancy	malignitet
malignant	ondartet
maligned	udskældte
mall	indkøbscenter
malleable	formbart
mallet	kødhammer
malnutrition	underernæring
malpractice	fejlbehandling
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	pattedyr
mammoth	mammut
mammy	mammy
man	mand
manage	styre
manageable	håndterbar
management	ledelse
manager	Manager
managerial	ledelsesmæssige
mandamus	mandamus
mandarin	mandarin
mandate	mandat
mandatory	obligatorisk
mandible	underkæbe
mandolin	mandolin
mandrel	dorn
mane	NO TRANSLATION
maneuver	manøvre
maneuvering	manøvrering
mange	NO TRANSLATION
manger	krybbe
mangle	mangle
mango	mango
mangosteen	mangosteen
mangy	skabede
manhole	mandehul
manhood	manddom
manhunt	menneskejagt
mania	mani
maniac	sindsyg
maniacal	maniske
manic	manisk
manicure	manicure
manicurist	manicurist
manifest	manifest
manifestation	manifestation
manifested	manifesteret
manifestly	åbenbart
manifesto	manifest
manifold	manifold
manipulate	manipulere
manipulation	manipulation
manipulative	manipulerende
mankind	menneskehed
manly	mandig
manna	manna
manned	bemandet
mannequin	mannequin
manner	måde
mannered	manierede
manners	manerer
manor	herregård
manpower	arbejdskraft
mansion	palæ
mansions	palæer
manslaughter	manddrab
mantel	mantel
mantis	mantis
mantle	kappe
mantra	mantra
manual	brugervejledning
manufacture	fremstille
manufacturer	fabrikant
manufacturing	fremstilling
manure	gødning
manuscript	manuskript
map	kort
maple	ahorn
mar	Mar
marathon	marathon
marble	marmor
marbled	marmoreret
marbles	kugler
march	marts
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	margen
marginal	marginal-
mariachi	mariachi
marijuana	marihuana
marinara	marinara
marine	marine
mariner	mariner
marital	ægteskabelig
maritime	maritim
mark	mærke
marked	markeret
marker	markør
market	marked
marketable	omsættelige
marketing	markedsføring
marketplace	markedsplads
marks	mærker
marksman	skarpskytte
marksmanship	skydefærdighed
marl	mergel
marmalade	marmelade
maroon	maroon
marooned	marooned
marquee	telt
marquis	Marquis
marred	skæmmet
marriage	ægteskab
married	gift
marrow	marv
marry	gifte
marsh	marsk
marshal	marskal
marshmallow	skumfidus
mart	mart
martial	martial
martingale	martingale
martini	Martini
martyr	martyr
martyrdom	martyrium
marvel	vidunder
marvellous	vidunderlig
marvelous	vidunderlig
marvelously	vidunderligt
marzipan	NO TRANSLATION
mascara	mascara
mascot	maskot
masculine	maskulin
masculinity	maskulinitet
mash	Mose
mashed	moset
mask	maske
masked	maskeret
masks	masker
masochism	masochisme
masochist	masochist
mason	murer
masquerade	maskerade
mass	masse
massacre	massakre
massage	massage
masses	masserne
masseur	massør
masseuse	massør
massive	massiv
mast	mast
master	mestre
masterful	mesterlige
mastermind	mastermind
masterpiece	mesterværk
mastery	beherskelse
masturbate	onanere
masturbation	onani
mat	måtte
matador	matador
match	match
matchbook	matchbook
matching	matchning
matchmaker	matchmaker
mate	parrer sig
material	materiale
materialism	materialisme
materialist	materialistiske
materialistic	materialistiske
materiality	væsentlighed
materialize	materialisere
materially	materielt
materials	materialer
materiel	materiel
maternal	mødres
maternity	barsel
math	matematik
mathematical	matematisk
mathematician	matematiker
mathematics	matematik
matinee	matinee
mating	parring
matriculation	studentereksamen
matrimony	ægteskab
matrix	matrix
matron	økonoma
matted	sammenfiltret
matter	stof
matting	mattering
mattress	madras
maturation	modning
mature	moden
maturity	modenhed
maudlin	rørstrømsk
mausoleum	mausoleum
mauve	lilla
maverick	maverick
maxim	maksime
maximize	maksimere
maximum	maksimum
may	kan
mayday	maj dag
mayflower	Mayflower
mayhem	kaos
mayonnaise	mayonnaise
mayor	borgmester
maze	labyrint
mead	mjød
meadow	eng
meager	mager
meal	måltid
mean	betyde
meander	bugte
meandering	bugtet
meanie	Meanie
meaning	betyder
meaningful	meningsfuld
meaningless	meningsløs
meanness	smålighed
means	midler
meantime	mellemtiden
measles	mæslinger
measurable	målbar
measure	måle
measured	målt
measurement	måling
measuring	måling
measuring cup	målebæger
measuring tape	målebånd
meat	kød
meatball	frikadelle
meathead	meathead
meatloaf	farsbrød
mechanic	mekaniker
mechanical	mekanisk
mechanics	mekanik
mechanism	mekanisme
med	NO TRANSLATION
medal	medalje
medallion	medaljon
medallist	medaljevinder
meddle	blande sig
meddling	indblanding
media	medier
medial	mediale
median	median
mediate	mediere
mediation	mægling
mediator	mediator
medic	medic
medical	medicinsk
medicate	NO TRANSLATION
medication	medicin
medicinal	lægemiddel
medicine	medicin
medieval	middelalderlig
mediocre	middelmådig
mediocrity	middelmådighed
meditate	meditere
meditating	meditere
meditation	meditation
meditative	meditativ
mediterranean	middelhavet
medium	medium
medley	medley
meek	sagtmodige
meet	møde
meeting	møde
mega	mega
meh	meh
melancholic	melankolsk
melancholy	melankoli
melee	nærkamp
mellow	mild
melodious	melodisk
melodrama	melodrama
melodramatic	melodramatisk
melody	melodi
melon	melon
melt	smelte
meltdown	nedsmeltning
melting	smeltning
member	medlem
membership	medlemskab
membrane	membran
memento	Memento
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	mindeværdige
memorandum	notat
memorial	mindesmærke
memorials	mindesmærker
memories	erindringer
memoriesiwontforget	NO TRANSLATION
memorize	lære udenad
memory	hukommelse
menace	trussel
menacing	truende
menagerie	menageri
mend	reparere
mending	lapning
menial	underordnede
meningitis	meningitis
meniscus	menisk
menopause	overgangsalderen
menses	menstruation
menstrual	menstruation
mental	mental
mentalhealth	NO TRANSLATION
mentality	mentalitet
menthol	menthol
mention	nævne
mentor	mentor
menu	menu
meow	meow
mercantile	merkantile
mercenary	lejesoldat
merchandise	varer
merchant	købmand
merciful	barmhjertig
merciless	nådesløs
mercurial	mercurial
mercury	kviksølv
mercy	barmhjertighed
mere	blotte
merengue	merengue
merge	fusionere
merger	fusion
meridian	meridian
meridional	meridionale
meringue	marengs
merit	fortjeneste
meritorious	fortjenstfulde
mermaid	havfrue
merriment	lystighed
merry	lystig
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescalin
mesh	mesh
meshes	masker
mesmerized	tryllebundet
mess	rod
message	besked
messedup	NO TRANSLATION
messenger	budbringer
messiah	messias
messy	rodet
metabolic	metabolisk
metabolism	stofskifte
metal	metal
metallic	metallisk
metallurgy	metallurgi
metamorphosis	metamorfose
metaphor	metafor
metaphorical	metaforisk
metaphysical	metafysiske
metaphysics	metafysik
metastasis	metastaser
meteor	meteor
meteoric	meteoric
meteorite	meteorit
meteorological	meteorologisk
meteorology	meteorologi
meter	måler
meth	meth
methadone	metadon
methane	metan
methanol	methanol
method	metode
methodical	metodisk
methodology	metodologi
meticulous	omhyggelig
metime	metime
metric	metrisk
metrical	metrisk
metrology	metrologi
metropolis	metropol
metropolitan	hovedstadsområdet
mettle	fyrighed
mew	mew
mezzanine	mezzanin
mica	glimmer
mick	mick
micro	mikro
microbe	mikrobe
microbiology	mikrobiologi
microchip	mikrochip
microcosm	mikrokosmos
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometer
micron	micron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskopisk
microscopically	mikroskopisk
microscopy	mikroskopi
microwave	mikrobølgeovn
mid	mid
midair	Midt i luften
midday	middag
middle	midten
middleman	mellemmand
middleweight	mellemvægt
midget	dværg
midland	midland
midlife	midtvejskrise
midline	midterlinjen
midnight	midnat
midshipman	kadet
midst	midt
midsummer	midsommer
midterm	midtvejs
