Word	ku
mayor	serokbajar
maze	maze
mead	mead
meadow	mêrg
meager	xemgîn
meal	xwarin
mean	dilxerab
meander	meander
meandering	meandering
meanie	meanie
meaning	mane
meaningful	bimane
meaningless	bêmane
meanness	xemgîniyê
means	wateya
meantime	dinavber
measles	pîvana
measurable	pîvana
measure	pîvan
measured	nirxandin
measurement	pîvanî
measuring	pîvandinê
measuring cup	pîvana pîvana
measuring tape	tape measuring
meat	goşt
meatball	xwarinê
meathead	xwarinê
meatloaf	xwarinê
mechanic	mekanîker
mechanical	mekanîkî
mechanics	mekanîzmayên
mechanism	mekanîk
med	NO TRANSLATION
medal	xelat
medallion	medaliyê
medallist	medalîst
meddle	dakêşin
meddling	dagir kirin
media	medya
medial	medial
median	median
mediate	navberkirin
mediation	navberî
mediator	navdêr
medic	derman
medical	pizişkî
medicate	derman
medication	dermankirinê
medicinal	derman
medicine	derman
medieval	medieval
mediocre	mediocre
mediocrity	mediocrity
meditate	ponijîn
meditating	bifikirin
meditation	ponijînî
meditative	mizgîniyê
mediterranean	Mediterranean
medium	medya
medley	medley
meek	meek
meet	lihevrasthatin
meeting	hevdîtinî
mega	mega
meh	meh
melancholic	melancholîk
melancholy	dilovanî
melee	melee
mellow	mellow
melodious	dilsoz
melodrama	melodrama
melodramatic	melodramatî
melody	meqam
melon	petêx
melt	helandin
meltdown	qirêj
melting	kişandin
member	endam
membership	endamî
membrane	membran
memento	memento
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	memorable
memorandum	memorandum
memorial	avahîya bîranînê
memorials	bîranîn
memories	bîranîn
memoriesiwontforget	NO TRANSLATION
memorize	bîranîn
memory	bîr
menace	zehmet
menacing	menacing
menagerie	menagerie
mend	serrastkirin
mending	mending
menial	menial
meningitis	meningitis
meniscus	meniscus
menopause	menopause
menses	mens
menstrual	zilaman
mental	fêhmî
mentalhealth	NO TRANSLATION
mentality	hişmendiyê
menthol	menthol
mention	qalkirinî
mentor	şêwirmend
menu	qerta xûrekê
meow	xwarin
mercantile	parantile
mercenary	kelek
merchandise	mal
merchant	tacîr
merciful	dilovan
merciless	neheq
mercurial	mercurial
mercury	parçe
mercy	efû
mere	tenê
merengue	merengue
merge	bihevkelyan
merger	bihevkelanî
meridian	meridian
meridional	meridional
meringue	meringue
merit	birin
meritorious	dilsoz
mermaid	deryajin
merriment	mêr
merry	kêfxweş
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescalîn
mesh	mesh
meshes	kişandin
mesmerized	mesmerized
mess	xemgîn
message	agah
messedup	NO TRANSLATION
messenger	agahbir
messiah	Mesîh
messy	tevlihev
metabolic	metabolîk
metabolism	metabolîzmê
metal	hesinî
metallic	metallîk
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	metaphor
metaphorical	metaphorical
metaphysical	metaphysical
metaphysics	metaphysics
metastasis	metastasis
meteor	meteor
meteoric	meteorîk
meteorite	meteorite
meteorological	meteorolojîk
meteorology	meteorolojiyê
meter	jimarvan
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	awa
methodical	metodîkî
methodology	metodolojiyê
meticulous	maqûl
metime	metime
metric	metric
metrical	maqûl
metrology	metrology
metropolis	bajêr
metropolitan	metropolitan
mettle	kişandin
mew	mew
mezzanine	mezzanine
mica	mica
mick	mick
micro	piçûk
microbe	mîkrobe
microbiology	mîkrobiology
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	microphone
microscope	mîkroskûp
microscopic	microscopî
microscopically	microscopî
microscopy	microscopy
microwave	microwave
mid	navîn
midair	midair
midday	duyemîn
middle	navîn
middleman	navîn
middleweight	navendî
midget	navîn
midland	navîn
midlife	navîn
midline	navîn
midnight	nîvşev
midshipman	midshipman
midst	navîn
midsummer	midsummer
midterm	midterm
midtown	midtown
midway	navîn
midwife	danê
midwifery	dêrîn
mien	NO TRANSLATION
miffed	xemgîn
mighty	erkî
mignon	mignon
migraine	koçber
migrate	veqetîn
migration	koçberiyê
migratory	koçber
mike	mike
mil	NO TRANSLATION
mild	nerm
mildew	mildew
mildness	dilovaniya
mile	mîl
mileage	mileage
milestone	milestone
militant	şervan
militants	milîtanên
military	leşkerî
militia	mîlîtanên
milk	şîr
milkman	milkman
milkshake	milkshake
milky	mûçik
mill	aş
millennium	millennium
milligram	mîlyûm
millimeter	millimeter
million	mêlûn
millionaire	mêlûnvan
millionth	mîlyon
millstone	kevir
mime	mime
mimic	mimic
mimicking	bifikirin
mimicry	xemgîniyê
mince	mince
mincemeat	mîncemeat
mind	aqil
minded	hişyar
mindful	hişk
mindfulness	hişyariyê
mindless	hişk
mine	ya min
minefield	erdê mînê
miner	akrkerê zemî
mineral	zemî
mineralogy	mineralogy
mingle	mingle
mingled	mingled
mini	mini
miniature	piçûk
minibus	minibus
minim	NO TRANSLATION
minimal	herî kêm
minimize	kêmtirîn
minimized	kêmtir
minimum	kêmtirîn
mining	zemî
minion	minion
minister	wezîr
ministerial	wezaretê
ministry	wezaret
minivan	minivan
mink	mink
minnow	minnow
minor	hindik
minority	kêmî
minstrel	mînestrel
mint	mint
minty	minty
minuscule	mînuscule
minute	deqqe
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	mûcîze
miracles	nîşanan
miraculous	maqûl
mirage	mirage
mire	NO TRANSLATION
mirror	neynik
mirth	mirth
misappropriation	neheqkirin
misbehave	misbehave
misbehavior	sûcdar
miscalculation	hesabê
miscarriage	zarok ji ber çûn
miscellaneous	lihevket
miscellany	miscellany
mischief	neheqiyê
mischievous	neheq
misconception	şaş
misconduct	lênegirtin
misdemeanor	misoger
misdirection	neheqî
miser	şaş
miserable	belengazî
miserably	xemgîn
misery	belengazî
misfire	şaş
misfit	misfit
misfortune	neheqiyê
misguided	NO TRANSLATION
mishap	xemgîniyê
misinformed	şaş kirin
misinterpretation	şaşkirin
mislead	mislead
misleading	şaşrêkir
misled	şaş kirin
mismanagement	neheqiyê
mismatch	xemgîniyê
mismatched	mismatched
misnomer	şaş
misplace	şermezarketin
misplaced	nebaş
misread	neheq
misrepresent	şaş
misrepresentation	neheq
misrepresented	şaş kirin
miss	revandin
missile	rakêt
missiles	mûşeyan
missing	wenda
missingyou	NO TRANSLATION
mission	serpar
missionary	şandar
misspell	misspell
misstatement	şaş
missy	missy
mist	mij
mistake	şaşî
mistaken	şaş
mister	mister
mistletoe	maqûl
mistreated	şaş kirin
mistress	malê
mistrial	şaş
mistrust	nebaweriyê
misty	mijî
misunderstand	şaştêgihîşten
misunderstanding	şaştêhihîştî
misunderstood	şaş kirin
misuse	bedkaranîn
mite	mite
miter	miter
mitigate	kêmkirin
mitigating	kêmkirin
mitigation	kêmkirin
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	lihevxitin
mixed	hevbeş
mixedemotions	hevpeymanan
mixer	navhevxistok
mixture	navhevketî
mnemonic	mnemonîk
moan	nalînî
moat	moat
mob	mob
mobile	hejî
mobility	hejînî
mobilization	mobilization
mobilize	seferberkirin
mobster	tevger
mocha	mocha
mock	mûçik
mocked	mocked
mockery	muxaletê
mocking	xerîb
mockingbird	mockingbird
mod	mod
modal	modal
modality	modulasyonê
mode	awa
model	cins
modeler	modeler
modeling	modeling
modem	modem
moderate	navînî
moderate anticipation	pêşbigereke navîn
moderate disgust	dilsoz
moderate negative	neyînî
moderate positive	erênî yên erênî
moderate surprise	şaş nerm
moderate trust	baweriya navendî
moderately	navendî
moderating	navendî
moderation	moderatoriyê
moderator	moderator
modern	rojane
modernism	modernîzmê
modest	nerm
modesty	nerm
modicum	modicum
modifiable	guhertin
modification	gûhertinî
modified	guhertin
modify	gûhertin
modulate	paqijkirin
modulation	modulasyonê
module	module
modulus	modulus
mogul	mogul
moiety	dilsoz
moist	şil
moisture	şilî
moisturizer	moisturizer
molar	diranê paşî
molasses	qezenc
mold	kevir
molded	şîn
molding	diravkirin
moldy	kifikî
mole	cirdonê naverd
molecular	molekular
molecule	molekule
molest	tirsa
molestation	şikandin
molester	molester
molten	molten
mom	dayik
moment	evdem
momentary	tedrîcî
momentous	berbiçav
momentum	berbiçav
momma	momma
mommy	diya
monad	monad
monarch	padîşah
monarchy	royalîzm
monastery	dêr
monastic	zêrîn
monetary	diravî
money	dirav
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	lê gûhdarkirin
monk	keşîşê dêre
monkey	meymûn
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	monogamy
monogram	monogram
monogrammed	berbiçav
monograph	monografî
monolayer	monolayer
monolith	monolith
monologue	monologê
monopolist	monopolîst
monopoly	yekdest
monotonous	zehf
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	monsoon
monster	wehş
monstrosity	hişk
monstrous	şêrîn
montage	montage
monte	monte
month	meh
monthly	mehane
monument	pût
monumental	berbiçav
moo	moo
mooch	mooch
mood	rewş
moods	moods
moody	moody
moon	hêv
moonbeam	moonbeam
moonlight	moonê
moonlit	moonlit
moonshine	dilovan
moonstruck	zêrîn
moonwalk	moonwalk
moor	avî
moored	xemgîn
mooring	mûzîkê
moorings	moorings
moorland	moorland
moose	pezkûvî
moot	mûçik
mooted	têkçû
mop	perpaş
mope	mope
moped	moped
moral	rûhî
morale	morale
morality	rûhane
morals	exlaqî
morass	zirav
moratorium	moratoriyê
moray	dilsoz
morbid	morbid
morbidity	nerm
morbidness	zordariyê
mores	mores
morgue	morgue
moribund	moribund
morn	mêr
morning	sib
moron	moron
moronic	moronic
morose	hestiyar
morph	morph
morphine	morphine
morphism	morphîzmê
morphology	morpholojiyê
morrow	sibê
morsel	morsel
mortal	mirin
mortality	mirina
mortar	xerc
mortgage	dehnê ser mal
mortgagee	mortgagee
mortgagor	mortgagor
mortician	mirinê
mortification	mirinê
mortified	mirin
mortuary	cesedxane
mosaic	mosaîk
mosey	mosey
mosque	camî
mosquito	pêşû
moss	kefz
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	xirik
mother	dê
motherfucker	dayikê
motherfucking	dayikê
motherhood	dilsoz
motherland	dayikê
motherless	nexweşî
motherly	dayikê
motif	motif
motion	heraket
motionless	bêhejan
motivate	sorkirin
motivating	motivating
motivation	sorkirinî
motivational	motivasyon
motive	semed
motley	motley
motor	motor
motorbike	motorbike
motorboat	motorboat
motorcade	motorcade
motorcar	motorcar
motorcycle	hespê motorî
motorist	trembêlajo
motte	motte
mottled	xemgîn
motto	motto
mould	kevir
mound	dora
mount	çiyayê
mountain	çîya
mountaineer	mountaineer
mountainous	çiyayî
mountains	çiyayan
mountaintop	mountaintop
mourn	şîngirtin
mournful	xemgîniyê
mourning	şûn
mouse	mişk
mousetrap	mousetrap
mousse	mousse
moustache	simêl
mousy	mousy
mouth	dev
mouthful	devtijî
mouthpiece	devê
mouthwash	devê
movable	hejoke
move	barkirin
movement	hejînî
mover	mover
movie	fîlm
movies	fîlm
moving	digerin
movingforward	NO TRANSLATION
movingon	movingon
mow	gîhaçinîn
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	gemmar
mucked	qirêj
mucous	mûçik
mucus	xwezî
mud	herrî
muddle	muddle
muddled	şaş
muddy	dilovan
muff	muff
muffin	muffin
muffled	şaş
muffler	beroşk
mug	mug
mugger	mugger
mulberry	kulikê
mulch	mulch
mule	ker
mull	mull
mullet	mûşek
multilateral	piralî
multimedia	multimedia
multinational	pirzimanî
multiple	pircar
multiple sclerosis	gelek sclerosos
multiplex	pirzimanî
multiplication	hêja
multiplicity	pirrjimar
multiplied	zêde dibe
multiplier	pirrjimar
multiply	zêdekirin
multitude	elaletê
mum	mum
mumble	berxwede axaftin
mumbo	mumbo
mummy	mummy
mumps	mumps
munch	kampê
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	şaredariya
municipality	şaredariya
mural	mural
murder	kûştin
murderer	kuştin
murderess	kuştinê
murderous	kuştin
murky	xemgîn
murmur	murmur
muscle	masûl
muscular	pişk
muse	museum
muses	muses
museum	mûze
mush	NO TRANSLATION
mushroom	kûvarik
mushy	şêrîn
music	mûzîk
musical	mûsîqî
musician	mûsîqevan
musing	xemgîniyê
musk	musik
musket	musik
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	mecbûrmayin
mustang	Mustang
mustard	xerdel
muster	mizgîn
musty	xerîb
mutable	berbiçav
mutant	mutant
mutate	guhartinê
mutation	hevkariyê
mute	bêdeng
muted	mute
mutilate	xilas bike
mutilated	çêdike
mutilation	nerazîbûnê
mutiny	bêdeng
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	beramberî
mutually	bi hev re
muzzle	muzzle
myfavorite	myfavorite
myopia	myopia
myopic	myopic
myriad	xerîb
mysterious	pirdizî
mystery	sir
mystic	mystic
mystical	xwezayî
mysticism	mysticîzmê
mystified	berbiçav
mystique	mystique
myth	çîrok
mythic	mythic
mythical	mythical
mythological	mytholojî
mythology	mythology
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	mîx
nail gun	nail gun
naive	naive
naked	tazî
nakedness	neheqiyê
namaste	NO TRANSLATION
name	nav
named	navê xwe
nameless	nameyek
namesake	navîn
naming	naming
nana	nana
nanny	nanny
nanometer	nanometer
nap	xew
napalm	napalm
nape	nape
napkin	desmal
napping	napping
nappy	nerm
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	narokî
narrate	binivîsin
narration	gotûbêj
narrative	çîrok
narrator	narrator
narrow	teng
narrowing	tengahî
nasal	nasal
nascent	naskirin
nasty	bed
natal	natal
nation	netewe
national	netewî
nationality	niştimanî
nationwide	welêt
native	welatî
nativity	neheq
natural	xûriste
natural gas	gaza natûral
naturalist	xwezayî
naturalization	xwezayî
naturalized	xwezayî
naturally	xuriste
nature	awa
naught	nayê
naughty	nerm
nausea	gewrîdanî
nauseate	nebaş
nauseating	xemgîniyê
nauseous	xemgîn
nautical	nautical
nautilus	nautilus
naval	gemîwane
nave	nave
navel	navik
navigable	navîgasyon
navigate	rêserbirin
navigation	rêserbirinî
navigational	navîgasyon
navigator	navîgator
navy	hêzên deryayî
nay	NO TRANSLATION
nearsighted	xemgîn
neat	serrast
neatly	nehetî
nebula	nebula
nebulae	nebulae
nebulous	nebulûs
necessarily	hewce ye
necessary	pêwist
necessitate	pêdivî ye
necessities	hewceyê
necessity	pêwistî
neck	hûstû
necklace	gerdan
necktie	necktie
necromancer	nerazîbûnê
necrosis	necrosis
nectar	nectar
need	lazimî
needalife	NO TRANSLATION
needed	hewce ne
needful	pêdivî ye
needit	NO TRANSLATION
needle	derzî
needlepoint	pêdivî ye
needles	pêdivî ye
needless	nepêwist
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	belengaz
nefarious	nefarious
negation	neyînî
negative	nebaş
negativity	negatîf
neglect	gûhnedanî
neglected	nefret kirin
neglecting	nehêle
negligee	negligee
negligence	balnedanî
negligent	gûhneda
negligently	NO TRANSLATION
negligible	nebe
negotiable	biaxivin
negotiate	dozkirin
negotiation	doz
negotiator	muzakerek
negro	negro
neigh	cî
neighbor	cînar
neighborhood	cînarî
neighboring	cîran
nemesis	nemesis
neon	neon
neonatal	neonatal
neophyte	neophyte
neoprene	neoprene
nephew	birazê
nepotism	nepotîzmê
nerd	nerd
nerdy	nerdy
nerve	tamar
nerves	neres
nervous	rehok
nervousness	bêhêz
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	hêlîn
nestle	nestle
nestling	nestling
net	tor
nether	nether
netting	rûniştinê
nettle	nettle
network	torê
networking	torê
neural	neural
neuralgia	neuralgia
neurological	neurolojî
neurologist	neurologist
neurology	neurolojiyê
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	jinûmêr
neutral	bêdeng
neutrality	neutrality
neutralize	hilweşînin
neutron	neutron
new	nşh
new age	temenek nû
newbeginnings	NO TRANSLATION
newborn	nûborne
newcomer	newcomer
newday	nû
newfound	nû
newjob	NO TRANSLATION
newlife	jiyana nû
newly	nû
newlywed	nû
newme	newme
newness	nûbûn
news	nûçe
newscast	newscast
newscaster	nûçeyê
newsflash	newsflash
newsletter	nûçeyê
newsman	nûçeyê
newspaper	rojname
newspaperman	newspaperman
newsreel	newsreel
newsroom	nûçeyê
newsstand	nûçeyê
newstart	newstart
newt	newt
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nîv
nice	xweşik
niche	qe
nichts	NO TRANSLATION
nick	nick
nickel	nîlok
nickname	nickname
nicotine	nîkotîn
niece	birazê
nifty	nifty
nigger	nigger
nigh	nêzîkî
night	şev
nightcap	şevê
nightclub	şevê
nightfall	şev
nightgown	şevê
nightie	şev
nightingale	şevê
nightlife	şevê
nightly	şev
nightmare	kabûs
nightmares	şevan
nightstand	şevê
nightstick	şevê
nighttime	şevê
nihilism	nihilîzmê
nil	nil
nimble	xemgîn
nimrod	nimrod
nincompoop	nincompoop
nine	neh
nineteen	nozdeh
ninety	nehvêd
ninja	nînja
ninny	ninny
nintendo	nintendo
ninth	nehem
nip	nip
nipper	nipper
nipple	serê pêsîrê
nippy	nippy
nitrate	nitrate
nitro	nitro
nitrogen	nîtrojen
nitrous	nitrous
nitwit	nîtwît
nix	nix
no anticipation	pêşniyarkirin
no disgust	neheq
no emotion	ne helwest
no sentiment	hestyar tune
no surprise	şaş nake
no trust	bawer nakin
nobility	dilsoz
noble	pîroz
nobleman	nobleman
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nîv
nod	serhejîn
nodding	nerm
node	node
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	deng
noisy	dengbilind
nomad	nomad
nomadic	kokadîk
nomenclature	navnîşan
nominal	navîn
nominate	binavkirin
nomination	namzetê
nominee	nameyek
nonce	nece
nonchalant	neçalant
noncompliance	nerazîbûn
nondescript	nondescript
nonexistent	tune
nonfat	nefat
nonfiction	nefiction
nonpayment	neçar
nonresident	neheq
nonsense	vala
nonsensical	nansensical
nonviolent	neheq
noob	noob
noodle	şihîre
nook	nook
noon	nîvroj
noose	nehêle
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norm
normal	normal
normalcy	normal
normality	normal
north	bakûr
northbound	bakurê
northeast	bakurê
northern	bakûrî
northwest	bakurê rojavayê
northwestern	rojavayî
noschool	NO TRANSLATION
nose	poz
nosebleed	nexşandin
nosey	bimiraq
nosnow	nosnow
nostalgia	nostalgiya
nostalgic	nostalgîk
nostress	NO TRANSLATION
nostril	qûla poz
nosun	NO TRANSLATION
nosy	bimiraq
not negative	neyînî
not positive	erênî ne
notable	giring
notables	pispor
notably	taybetî
notamorningperson	NO TRANSLATION
notary	noter
notation	nirxandin
notch	xerîb
notched	nagihandin
note	not
notebook	defter
noted	diyar kirin
noteworthy	nirxandin
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	tiştek
notice	nivîsk
noticeable	têdît
notification	agahdayin
notify	agahdan
notion	fikr
notional	çandî
notoriety	neheqî
notorious	navbed
notready	nayê
notwithstanding	hebin
nought	nayê
noun	serbêje
nourish	xwarin
nourishment	xwarinê
nouveau	NO TRANSLATION
novel	roman
novelist	roman
novelty	nûhî
novice	novice
nowadays	îro
nowork	nowork
noworries	ne cîyê xemxwarinê ye
noxious	xemgîn
nozzle	qûlik
nuance	nerm
nuances	nuances
nuclear	atomî
nucleus	nucleus
nude	tazî
nudge	nerm
nudie	nudie
nudist	nûdist
nudity	nerîtiyê
nugget	nugget
nuisance	qeher
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	naxwazin
numb	pûç
number	jimare
numbering	hejmarek
numbers	hejmarek
numbness	nerm
numbskull	numbskull
numeral	jimar
numerator	hejmar
numerical	jimarî
numerically	hejmar
numerous	jimarzêde
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	nuptials
nurse	nexweşyare
nursemaid	hemî
nursery	hêlîna zarokan
nursing	lênerrîn
nurture	kurt kirin
nut	gûz
nutcase	nutcase
nutcracker	nutcracker
nuthouse	nûkouse
nutmeg	nutmeg
nutrition	kedî
nutritional	xwarinî
nutritious	nutritious
nutritive	nutritive
nuts	pişk
nutshell	nîvê
nutty	nutty
nylon	nylon
nylong	NO TRANSLATION
nylons	nylons
nymph	xeber
nymphomaniac	nymphomaniac
oaf	oaf
oak	dara mazî
oar	bêrik
oasis	oasis
oat	xwarin
oath	sond
oatmeal	olî
