Word	tg
poser	NO TRANSLATION
posh	пост
posited	нишон дода шудааст
position	мавқеъ
positioning	ҷойгиркунӣ
positive	мусбат
positiveenergy	NO TRANSLATION
positively	мусбат
positivity	мусбат
posse	ба назар мерасанд
possess	дошта бошад
possessed	соҳиби
possessing	дороӣ
possession	соҳибкорӣ
possessive	моликият
possessor	соҳиби
possibility	имконпазир
possible	мумкин аст
possibly	мумкин аст
possum	possum
post	пост
postage	почта
postal	почта
postcard	почта
poster	плакат
posterior	posterior
posterity	пост
posthumous	posthumous
postman	postman
postmortem	пасандозҳо
postpone	баъдтар
postponed	таъхир
postponement	таъхир
postscript	сабтҳо
postulate	фиристодан
posture	пажӯҳиш
pot	деги
potable	соф аст
potassium	калий
potato	картошка
potatoes	картошка
potency	қудрат
potent	қавӣ
potential	потенсиал
pothead	pothead
pothole	pothole
potion	коркард
potluck	толор
potpourri	Кубок
potted	пошид
potter	кӯзагар
pottery	сафед
potty	садақа
pouch	пухта
poultry	парранда
pounce	Садо Ояндасоз
pound	сола
pounding	Пурбаҳстаринҳо
pour	NO TRANSLATION
pout	қаҳва
pouting	pouting
pouty	pouty
poverty	камбизоатӣ
pow	pow
powder	хокистар
powdered	орд
powdery	пошидан
power	қудрат
powerful	қавӣ
powerfully	қавӣ
powerhouse	электр
powerless	қудрат
powwow	Пауэлл
pox	зх
practicable	истифода бурда мешавад
practical	амал мекунад
practically	амалан
practice	амал мекунанд
practiced	амал мекард
practise	амал мекунанд
practitioner	practitioner
pragmatic	прагматикӣ
prairie	шашум
praise	шукргузорӣ
praised	хурсандӣ карданд
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	шукр
praiseworthy	шӯҳратпараст
praising	фармоишӣ
prance	фаронсавӣ
prank	шӯхӣ
prawn	хомӯш
praxis	пракс
pray	дуо кунед
prayer	дуо кардан
prayforme	дуо кунед
praying	дуо гуфтан
praying mantis	Манижа дуо гуфт
preach	мавъиза кунед
preacher	воиз
preaching	мавъиза кардан
preamble	пешакӣ
precarious	ногаҳон
precaution	пешгирӣ
precautionary	эҳтиёткорона
precede	пешакӣ
precedence	пешакӣ
precedent	пешакӣ
preceding	пеш аз он
precept	ҳукм
preceptor	пешгӯӣ
precession	пешрафт
precinct	нусхабардорӣ
precincts	сессияҳо
precious	гаронбаҳо
precipice	сел
precipitate	тезӣ
precipitation	бориш
precipitous	бориш
precise	дуруст
precisely	тозатарин
precision	дақиқ
preclude	пешгирӣ кунед
precocious	бесадо
precursor	пешакӣ
predator	Афлотун
predatory	пешобдон
predecessor	пеш аз он
predicament	хавфнок
predicate	пешобӣ
predict	пешгӯи
predictable	пешгӯинашаванда
predicting	пешгӯӣ кардан
prediction	пешгӯиҳо
predictive	пешгӯӣ
predictor	пешгӯӣ
predilection	пешакӣ
predispose	Пешгуфтор
predisposed	пешбини шудааст
predisposition	пешрафт
predominance	афзоиш
predominant	асосан
predominate	асосан
preeminent	пеш аз ҳама
preemption	preemption
preemptive	пешакӣ
preface	дар навбати худ
prefect	волидайн
prefer	маъқул
preferable	бартарӣ
preference	афзалият
preferential	имтиёзнок
prefix	пешакӣ
pregnancy	ҳомиладорӣ
pregnant	ҳомиладор
prehistoric	пеш аз мӯҳлат
prejudice	ношоям
prejudiced	шубҳанок
prejudicial	зӯроварӣ
prelim	prelim
preliminary	пешакӣ
prelude	пешакӣ
premarital	бачагона
premature	пеш аз мӯҳлат
prematurely	пеш аз мўњлат
premed	кор карда истодаанд
premeditated	пеш аз мӯҳлат
premier	премьера
premiere	премьера
premise	premise
premises	бино
premium	мукофотпулӣ
premonition	пешрафт
prenatal	пеш аз таваллуд
prenuptial	пешакӣ
preoccupation	пешакӣ
preoccupied	пешакӣ
prep	тайёр кунед
preparation	омодагӣ
preparatory	омодагӣ мегиранд
prepare	омода созед
prepared	омода кардааст
preparedness	омодагӣ
preparer	омодагӣ
preparing	омода аст
preponderance	пешакӣ
preposterous	барпо гардид
preppy	пешпардохт
prerequisite	пеш аз ҳама
prerogative	Беҳтарин
preschool	муассисаи томактабӣ
prescient	пешакӣ
prescribe	нависед
prescribed	муқаррар карда шудааст
prescription	дорухат
prescriptive	мантиқан
presence	ҳузур доштан
present	ҳозир
presentable	пешниҳодшуда
presentation	муаррифӣ
presenter	презентация
presentment	муаррифӣ
presents	пешниҳодҳо
preservation	нигоҳдорӣ
preservative	preservative
preserve	нигоҳ доред
preserved	нигоҳ дошта мешавад
preserving	нигоҳдорӣ
preside	роҳбарӣ кунед
presidency	Президент
president	Президент
presidential	Президент
press	пахш кунед
pressing	пахш кунед
pressure	фишор
prestige	фахрӣ
prestigious	шоистаи
presto	presto
presume	ҳушдор диҳед
presumption	тахминан
presumptive	фармоишӣ
presumptuous	беэътиноӣ
presuppose	ба назар гирифта шудааст
pretend	амал кардан
pretended	арзёбӣ кард
pretender	баръакс
pretending	баръакс
pretense	обрӯ
pretensions	пешгӯиҳо
pretentious	намебинанд
pretext	тахассусӣ
pretty	зебо
pretzel	pretzel
prevail	Бештар
prevailing	Бештар
prevalence	паҳнкунӣ
prevalent	паҳншуда
prevent	пешгирӣ
preventative	пешгирикунанда
prevention	пешгирӣ
preventive	пешгирикунанда
preview	пешакӣ
previous	пештар
previously	пештар
prey	prey
price	нарх
priceless	қимматбаҳо
pricey	pricey
prick	харида мешавад
prickly	ширин аст
pride	ифтихор
priest	рухсат
priestess	коҳин
priesthood	рухсатӣ
priestly	рухсатии
prig	prig
prim	premium
prima	NO TRANSLATION
primacy	авлавиятнокӣ
primal	primal
primary	ибтидоӣ
primate	primate
primates	муқоиса кунед
prime	ибтидоӣ
primed	пажмурда шуд
primer	primer
primeval	primeval
priming	сутунмӯҳра
primitive	ибтидоӣ
primordial	ибтидоӣ
primrose	вирус
prince	шоҳзода
princely	пинҳон
princess	princess
principal	асосӣ
principally	асосан
principle	принсипи
principles	принсипҳо
print	чоп кунед
printer	чопгар
printing	чоп кардан
printout	чоп кардан
prior	пештар
prioritize	афзалият додан
priority	афзалият
priory	Махсусан
prism	пиёдагард
prismatic	prismatic
prison	зиндон
prisoner	маҳбус
prissy	бодиққат
pristine	ногузир
privacy	махфият
private	хусусӣ
privately	хусусан
privilege	имтиёз
privileged	имтиёзҳо
privy	ғайриқонунӣ
prize	мукофот
prized	мукофотонида шудааст
pro	Садо Ояндасоз
proactive	фаъолона
probability	эҳтимолият
probable	мумкин аст
probate	имтиёз
probation	озмоиш
probationary	санҷишӣ
probative	проблема
probe	санҷиш
probing	санҷиш
probity	сеҳр
problem	мушкилот
problematic	мушкилот
procedural	мурофиавӣ
procedure	тартиб
proceed	идома диҳед
proceeding	идома дорад
proceeds	баргардонида мешавад
process	раванди
processing	коркард
procession	давр
processor	коркард
proclaim	эълон кунед
proclamation	эълон
procrastinate	такрор кунед
procrastination	танбалӣ
procreate	истироҳат кунед
procreation	тухм
proctologist	протолог
proctor	прокурор
procure	харид кунед
procurement	харид
prod	Инҷил
prodigal	аҷиб
prodigious	зӯроварӣ
prodigy	зебо
produce	офаридан
produced	истеҳсол шудааст
producer	истеҳсолкунанда
producing	истеҳсол
product	маҳсулот
production	истеҳсолот
productive	самаранок
productivity	ҳосилнокӣ
profane	бадбахт
profanity	шубҳанок
profess	професс
profession	касб
professional	касбӣ
professionalism	касбомӯзӣ
professor	профессор
professorship	профессор
proficiency	ихтисос
proficient	хуб
profile	профил
profiler	профессор
profit	фоида
profitable	фоидаовар
profound	амиқтар
profuse	шарҳ диҳед
profusion	фазо
prog	барнома
progenitor	дандонпизишк
progeny	насаб
prognosis	prognosis
prognostic	prognostic
program	барнома
programme	барнома
programmer	барномарезӣ
programming	барномасозӣ
progress	пешрафт
progression	пешрафт
progressive	пешравӣ
prohibit	манъ аст
prohibited	манъ карда шудааст
prohibition	манъ аст
prohibitive	манъ аст
project	лоиҳа
projectile	лазерӣ
projectiles	лонаҳо
projecting	лоиҳа
projection	лоиҳа
projector	лоиҳа
proletarian	proletarian
proletariat	proletariat
prolific	тӯҳфаҳо
prologue	пешрафт
prolong	дароз кашед
prolongation	дарозкунӣ
prolonged	дароз карда шудааст
prom	ҷашни мактабӣ
promenade	пешрафт
prominence	пешрафт
prominent	кист?
prominently	пешрафтатарин
promiscuity	бесарусомонӣ
promiscuous	бесабаб нест
promise	ваъда медиҳад
promising	умедворам
promissory	ваъда дод
promo	вироиш
promontory	оҳиста-оҳиста
promote	мусоидат менамояд
promoter	пешбаранда
promotion	ташвиқот
promotional	таблиғот
prompt	фавран
prompting	фавран
promulgate	Бештар
promulgation	эъломия
prone	моил
prong	пажмурда мешавад
pronounce	Муфассал ...
pronounced	муайян карда мешавад
pronouncement	эълон
pronto	NO TRANSLATION
pronunciation	ш
proof	тасдиқ карда мешавад
prop	Паёмбари акрам
propaganda	тарғибот
propagate	тарғиб
propagation	паҳнкунӣ
propane	propane
propel	пӯшед
propelled	ҳавасманд
propeller	плита
propelling	хомӯшӣ
propensity	намехостанд
proper	дуруст
property	моликият
prophecy	пешгӯӣ
prophesy	пешгӯӣ кунед
prophet	пайғамбар
prophetic	нубувват
prophylactic	профилактикӣ
prophylaxis	профилактика
proportion	мутаносибан
proportional	мутаносибан
proportionate	мутаносибан
proportions	мутаносибан
proposal	пешниҳод
propose	пешниҳод мекунад
proposition	пешниҳод
proprietary	Моликӣ
proprietor	соҳибкори инфиродӣ
proprietorship	моликият
propriety	моликият
propulsion	таркиби
prose	данд
prosecute	судшаванда
prosecution	прокуратура
prosecutor	прокурор
prospect	умедворам
prospection	дурнамо
