Word	zu
malt	i-malt
mama	umama
mambo	izinto
mamma	NO TRANSLATION
mammal	izilwanyana ezincelisayo
mammoth	mammoth
mammy	NO TRANSLATION
man	indoda
manage	lawula
manageable	ukuphathwa
management	ukuphathwa
manager	imenenja
managerial	ukuphathwa
mandamus	mandamus
mandarin	isi-mandarin
mandate	igunya
mandatory	okudingekayo
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	ukuhamba
maneuvering	ukuqondisa
mange	NO TRANSLATION
manger	umkhombe
mangle	NO TRANSLATION
mango	i-Mango
mangosteen	mangosteen
mangy	mangy
manhole	umtholampilo
manhood	ubuntu
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	ukukhwabanisa
manic	manic
manicure	ukugcoba
manicurist	i-manicurist
manifest	kubonakala
manifestation	ukubonakaliswa
manifested	kubonisiwe
manifestly	ngokusobala
manifesto	isibonakaliso
manifold	ngokuphindaphindiwe
manipulate	sebenzisa
manipulation	ukuxhaphaza
manipulative	ukukhohlisa
mankind	isintu
manly	indoda
manna	imana
manned	unomuntu
mannequin	i-mannequin
manner	ngendlela
mannered	uhloniphekile
manners	imikhuba
manor	manor
manpower	amandla
mansion	indlu yendlu
mansions	izindlu
manslaughter	ukubulawa kwabantu
mantel	i-mantel
mantis	i-mantis
mantle	ingubo
mantra	i-mantra
manual	incwadi
manufacture	ukukhiqiza
manufacturer	umkhiqizi
manufacturing	ukukhiqiza
manure	umquba
manuscript	umbhalo wesandla
map	ibalazwe
maple	maple
mar	um
marathon	marathon
marble	i-marble
marbled	i-marbled
marbles	amamabula
march	hamba
mare	NO TRANSLATION
margarine	i-margarine
margarita	i-margarita
margin	umkhawulo
marginal	emkhawulweni
mariachi	mariachi
marijuana	ijuju
marinara	marinara
marine	olwandle
mariner	i-mariner
marital	umshado
maritime	elwandle
mark	uphawu
marked	umakwe
marker	umaka
market	emakethe
marketable	ukudayiswa
marketing	ukumaketha
marketplace	indawo emakethe
marks	amamaki
marksman	umlingisi
marksmanship	uphawu lokumaka
marl	i-marl
marmalade	i-marmalade
maroon	i-maroon
marooned	kuhlushwa
marquee	marquee
marquis	marquis
marred	ilahlekile
marriage	umshado
married	eshadile
marrow	umnkantsha
marry	ushade
marsh	marsh
marshal	umshayeli
marshmallow	i-marshmallow
mart	i-mart
martial	ukulwa
martingale	martingale
martini	martini
martyr	umfel 'ukholo
martyrdom	ukufela ukholo
marvel	kumangalisa
marvellous	kumangalisa
marvelous	kumangalisa
marvelously	ngokumangalisayo
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	owesilisa
masculinity	masculinity
mash	Mash
mashed	i-mashed
mask	imaski
masked	zifihliwe
masks	masks
masochism	amehlochismism
masochist	i-masochist
mason	mason
masquerade	u-masquerade
mass	mass
massacre	ukubulala
massage	ukusikhipha
masses	masses
masseur	masseur
masseuse	masuseuse
massive	kakhulu
mast	mast
master	inkosi
masterful	kahle
mastermind	i-mastermind
masterpiece	ubuciko obuhle
mastery	ukuphatha
masturbate	ukushaya indlwabu
masturbation	ukushaya indlwabu
mat	mat
matador	matador
match	fanisa
matchbook	i-matchbook
matching	kufanisa
matchmaker	umeshi womdlalo
mate	oshade naye
material	impahla
materialism	ukuthanda izinto ezibonakalayo
materialist	i-materialist
materialistic	ukuthanda izinto ezibonakalayo
materiality	izinto ezibonakalayo
materialize	zenzeke
materially	ngokwezinto ezibonakalayo
materials	izinto
materiel	izinto ezibonakalayo
maternal	umama
maternity	ukubeletha
math	izibalo
mathematical	izibalo
mathematician	isazi sezibalo
mathematics	izibalo
matinee	matinee
mating	ukulingana
matriculation	matriculation
matrimony	umshado
matrix	matrix
matron	matron
matted	i-matted
matter	indaba
matting	ukulinganisa
mattress	umatilasi
maturation	ukuvuthwa
mature	uvuthiwe
maturity	ukuvuthwa
maudlin	ukuhlukunyezwa
mausoleum	i-mausoleum
mauve	izwi
maverick	i-maverick
maxim	maxim
maximize	ukwandisa
maximum	esiphezulu
may	kungenzeka
mayday	usuku lwami
mayflower	i-floral
mayhem	i-mayhem
mayonnaise	imayonnaise
mayor	iMeya
maze	Maze
mead	i-mead
meadow	inhlanzi
meager	mncane
meal	ukudla
mean	kusho
meander	i-meander
meandering	ukuxoshwa
meanie	meanie
meaning	okusho
meaningful	okunenjongo
meaningless	okungenasisekelo
meanness	ukuhlakanipha
means	kusho
meantime	okwamanje
measles	isisulu
measurable	ukulinganisa
measure	isilinganiso
measured	kulinganiswa
measurement	isilinganiso
measuring	ukulinganisa
measuring cup	inkomishi yokulinganisa
measuring tape	itekisi yokulinganisa
meat	inyama
meatball	i-meatball
meathead	meathead
meatloaf	inyamaloaf
mechanic	umshini
mechanical	imishini
mechanics	imishini
mechanism	indlela
med	NO TRANSLATION
medal	indondo
medallion	medallion
medallist	i-medalist
meddle	sondela
meddling	ukuxuba
media	abezindaba
medial	okuphakathi
median	ophakathi
mediate	hlanganisa
mediation	ukuxoxisana
mediator	umlamuleli
medic	imithi
medical	ukwelashwa
medicate	imithi
medication	imithi
medicinal	imithi
medicine	imithi
medieval	ephakathi
mediocre	hlangana
mediocrity	i-mediocrity
meditate	cabanga
meditating	ukuzindla
meditation	ukuzindla
meditative	ukuzindla
mediterranean	i-Mediterranean
medium	okuphakathi
medley	i-medley
meek	mnene
meet	ukuhlangabezana
meeting	umhlangano
mega	mega
meh	mina
melancholic	i-melancholic
melancholy	i-melancholy
melee	misa
mellow	mellow
melodious	ukuthula
melodrama	melodrama
melodramatic	i-melodramatic
melody	umculo
melon	i-Melon
melt	qhafaza
meltdown	ukuxuba
melting	ukuncibilika
member	ilunga
membership	ubulungu
membrane	ulwelwesi
memento	memento
memo	memo
memoir	memoir
memorabilia	izikhumbuzo
memorable	khumbula
memorandum	imemorandamu
memorial	isikhumbuzo
memorials	izikhumbuzo
memories	izinkumbulo
memoriesiwontforget	NO TRANSLATION
memorize	ngekhanda
memory	inkumbulo
menace	inhlekelele
menacing	ukuphazamisa
menagerie	i-menagerie
mend	lungisa
mending	ukulungisa
menial	kungcolile
meningitis	i-meningitis
meniscus	i-meniscus
menopause	ukuphuma esikhathini
menses	mens
menstrual	ukuya esikhathini
mental	ingqondo
mentalhealth	NO TRANSLATION
mentality	ukucabanga
menthol	menthol
mention	khuluma
mentor	umqeqeshi
menu	imenyu
meow	funda
mercantile	i-mercantile
mercenary	mercenary
merchandise	izimpahla
merchant	umthengisi
merciful	unesihe
merciless	unesihe
mercurial	mercurial
mercury	i-mercury
mercy	isihe
mere	nje
merengue	merengue
merge	hlanganisa
merger	ukuhlanganisa
meridian	i-meridian
meridional	meridional
meringue	i-meringue
merit	kufanelekile
meritorious	okunamandla
mermaid	i-mermaid
merriment	injabulo
merry	ujabule
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	imeshini
meshes	izilinganiso
mesmerized	i-mesmerized
mess	ukungcola
message	umlayezo
messedup	NO TRANSLATION
messenger	isithunywa
messiah	uMesiya
messy	kuthukile
metabolic	isisombululo
metabolism	i-metabolism
metal	insimbi
metallic	metallic
metallurgy	i-metallurgy
metamorphosis	ukuguqula umzimba
metaphor	isichazamazwi
metaphorical	isifaniso
metaphysical	i-metaphysical
metaphysics	i-metaphysics
metastasis	i-metastasis
meteor	i-meteor
meteoric	i-meteoric
meteorite	i-meteorite
meteorological	imeteorological
meteorology	imeteorology
meter	imitha
meth	meth
methadone	i-methadone
methane	i-methane
methanol	i-methanol
method	indlela
methodical	i-methodical
methodology	indlela
meticulous	ngokucophelela
metime	isikhathi esithile
metric	i-metric
metrical	i-metrical
metrology	metrology
metropolis	idolobha elikhulu
metropolitan	idolobha elikhulu
mettle	i-mettle
mew	misa
mezzanine	i-mezzanine
mica	i-mica
mick	mick
micro	micro
microbe	i-microbe
microbiology	i-microbiology
microchip	i-microchip
microcosm	microcosm
microfilm	i-microfilm
microgram	microgram
micrometer	i-micrometer
micron	micron
microphone	imakrofoni
microscope	i-microscope
microscopic	microscopic
microscopically	microscopically
microscopy	microscopy
microwave	i-microwave
mid	phakathi
midair	imida
midday	emini
middle	maphakathi
middleman	Umphakathi
middleweight	isisindo esiphakathi
midget	i-midget
midland	emaphakathi
midlife	midlife
midline	midline
midnight	phakathi kwamabili
midshipman	midshipman
midst	phakathi
midsummer	midsummer
midterm	midterm
midtown	midtown
midway	midway
midwife	umbelethisi
midwifery	i-midwifery
mien	NO TRANSLATION
miffed	i-miffed
mighty	onamandla
mignon	mignon
migraine	i-migraine
migrate	zifuduka
migration	ukufuduka
migratory	ukufuduka
mike	mike
mil	NO TRANSLATION
mild	mnene
mildew	isikhutha
mildness	ubumnene
mile	mayela
mileage	mileage
milestone	okuyingqopha-mlando
militant	i-militant
militants	izimbangi
military	amasosha
militia	i-militia
milk	ubisi
milkman	ubisi
milkshake	i-Milkshake
milky	imilenze
mill	umshini
millennium	inkulungwane yeminyaka
milligram	milligram
millimeter	i-millimeter
million	izigidi
millionaire	umgidi
millionth	millionth
millstone	itshe lokugaya
mime	i-mime
mimic	ukulinganisa
mimicking	ukulinganisa
mimicry	ukulinganisa
mince	i-mince
mincemeat	mincemeat
mind	ingqondo
minded	engqondweni
mindful	ukukhumbula
mindfulness	ukucabanga
mindless	engenangqondo
mine	amami
minefield	i-minefield
miner	umvukuzi
mineral	amaminerali
mineralogy	i-mineralogy
mingle	hlanganisa
mingled	ihlangene
mini	mini
miniature	okuncane
minibus	i-minibus
minim	NO TRANSLATION
minimal	okuncane
minimize	ukunciphisa
minimized	kuncishisiwe
minimum	ubuncane
mining	izimayini
minion	i-minion
minister	uNgqongqoshe
ministerial	ukukhonza
ministry	inkonzo
minivan	i-minivan
mink	mink
minnow	minnow
minor	encane
minority	amancane
minstrel	i-minstrel
mint	i-mint
minty	minty
minuscule	minuscule
minute	umzuzu
minutiae	minutiae
minx	i-minx
mir	NO TRANSLATION
miracle	isimangaliso
miracles	izimangaliso
miraculous	isimangaliso
mirage	isibindi
mire	NO TRANSLATION
mirror	isibuko
mirth	ujabule
misappropriation	ukusetshenziswa kabi
misbehave	ukungalungi
misbehavior	ukuziphatha okungalungile
miscalculation	ukuhlukumeza
miscarriage	ukukhulelwa kwesisu
miscellaneous	okuhlukahlukene
miscellany	ukuhlukunyezwa
mischief	okubi
mischievous	kabi
misconception	ukungaziphathi kahle
misconduct	ukungaziphathi kahle
misdemeanor	okungalungile
misdirection	ukuhlehlisa
miser	i-miser
miserable	buhlungu
miserably	ngokudabukisayo
misery	usizi
misfire	ukushisa
misfit	funa
misfortune	ngengozi
misguided	NO TRANSLATION
mishap	ukuhlukumezeka
misinformed	okungaziwa kahle
misinterpretation	ukungahunyushwa kahle
mislead	ukudukisa
misleading	ukudukisa
misled	adukisiwe
mismanagement	ukuphathwa kabi
mismatch	ukungasebenzi kahle
mismatched	ukungahambisani kahle
misnomer	kabi
misplace	hlehlisa
misplaced	aphuthelwe
misread	funda kabi
misrepresent	ukuphazamisa kabi
misrepresentation	ukuphazamisa kabi
misrepresented	ihlehlisiwe kabi
miss	miss
missile	missile
missiles	imikhosi
missing	ilahlekile
missingyou	NO TRANSLATION
mission	umsebenzi
missionary	isithunywa sevangeli
misspell	i-misspell
misstatement	ukungaziphathi kahle
missy	missy
mist	iphutha
mistake	iphutha
mistaken	iphutha
mister	mfundisi
mistletoe	i-mistletoe
mistreated	behlukunyezwa
mistress	inkosikazi
mistrial	ngephutha
mistrust	ukungathembi
misty	i-misty
misunderstand	ungaqondi kahle
misunderstanding	ukungaqondi kahle
misunderstood	ukungaqondi kahle
misuse	ukusebenzisa kabi
mite	i-mite
miter	i-miter
mitigate	ukunciphisa
mitigating	ukunciphisa
mitigation	ukunciphisa
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	hlanganisa
mixed	kuxutshwe
mixedemotions	ukuxuba
mixer	mixer
mixture	ingxube
mnemonic	mnemonic
moan	duma
moat	i-moat
mob	isixuku
mobile	mobile
mobility	ukuhamba
mobilization	ukugqugquzela
mobilize	ukuhlanganisa
mobster	i-mobster
mocha	mocha
mock	hlekisa
mocked	behleka usulu
mockery	ukuhleka usulu
mocking	ukuhleka usulu
mockingbird	mockingbird
mod	i-mod
modal	modal
modality	imodeli
mode	imodi
model	imodeli
modeler	imodeli
modeling	ukulinganisa
modem	i-modem
moderate	ukulinganisela
moderate anticipation	ukulindela ngokulinganisela
moderate disgust	hlonipha ngokulinganisela
moderate negative	okungalungile okulinganisiwe
moderate positive	ukulinganisela okuhle
moderate surprise	ukumangala okulinganiselayo
moderate trust	ukwethenjwa okulinganisiwe
moderately	ngokulinganisela
moderating	ukulinganisela
moderation	ukulinganisela
moderator	umengameli
modern	zanamuhla
modernism	yesimanje
modest	ethobekile
modesty	ukuthobeka
modicum	modicum
modifiable	lungaguquguquka
modification	ukuguqulwa
modified	iguquliwe
modify	guqula
modulate	i-modulate
modulation	ukumodemu
module	module
modulus	i-modulus
mogul	mogul
moiety	i-moiety
moist	unomanzi
moisture	umswakama
moisturizer	i-moisturizer
molar	i-molar
molasses	i-molasses
mold	isikhunta
molded	okubunjiwe
molding	ukubunjwa
moldy	isikhunta
mole	imvukuzane
molecular	i-molecular
molecule	i-molecule
molest	unesihluku
molestation	ukuhlukunyezwa
molester	i-molester
molten	encibilikisiwe
mom	umama
moment	umzuzwana
momentary	okwesikhashana
momentous	okubalulekile
momentum	ukushesha
momma	umama
mommy	umama
monad	i-monad
monarch	inkosi
monarchy	umbuso
monastery	indlu yezindela
monastic	i-monastic
monetary	imali
money	imali
mongoloid	i-mongoloid
mongoose	mongoose
mongrel	i-mongrel
monitor	ukuqapha
monk	i-monk
monkey	imonkey
mono	NO TRANSLATION
monochrome	i-monochrome
monogamous	unogogo
monogamy	ukuzodwa komuntu
monogram	i-monogram
monogrammed	i-monogrammed
monograph	i-monograph
monolayer	monolayer
monolith	i-monolith
monologue	i-monologue
monopolist	umongameli
monopoly	ukuzithoba
monotonous	i-monotonous
monotony	i-monotony
monoxide	i-monoxide
monsieur	monsieur
monsoon	i-monsoon
monster	i-monster
monstrosity	ukuthukuthela
monstrous	unesabekayo
montage	i-montage
monte	phuma
month	inyanga
monthly	njalo ngenyanga
monument	isikhumbuzo
monumental	i-monumental
moo	lapho
mooch	mooch
mood	isimo sengqondo
moods	imizwelo
moody	moody
moon	inyanga
moonbeam	i-moonbeam
moonlight	ukukhanya kwenyanga
moonlit	inyanga
moonshine	i-moonshine
moonstruck	moonstruck
moonwalk	i-moonwalk
moor	i-moor
moored	ziboshwe
mooring	ukuhleka
moorings	ama-moorings
moorland	i-moorland
moose	i-moose
moot	ukuzulazula
mooted	ukuxoshwa
mop	i-mop
mope	i-mope
moped	waped
moral	ukuziphatha
morale	ukuziphatha
morality	ukuziphatha
morals	ukuziphatha
morass	i-morass
moratorium	ukuhoxiswa
moray	moray
morbid	ukuhlukumezeka
morbidity	ukuhlukunyezwa
morbidness	ukuhlukunyezwa
mores	amahle
morgue	morgue
moribund	i-moribund
morn	ekuseni
morning	ekuseni
moron	i-moron
moronic	i-moronic
morose	i-morose
morph	i-morph
morphine	i-morphine
morphism	i-morphism
morphology	i-morphology
morrow	kusasa
morsel	isiqu
mortal	okufayo
mortality	ukufa
mortar	udoti
mortgage	ukuthenga imali
mortgagee	i-mortgagee
mortgagor	i-mortgagor
mortician	i-mortician
mortification	ukuphikisana
mortified	i-mortified
mortuary	indawo yokuhlala
mosaic	i-mosaic
mosey	nonke
mosque	mosque
mosquito	umiyane
moss	i-moss
mossy	i-mossy
mote	NO TRANSLATION
motel	i-motel
moth	inundu
mother	umama
motherfucker	mamafucker
motherfucking	motherfucking
motherhood	umama
motherland	umama
motherless	umama
motherly	umama
motif	motif
motion	ukunyakaza
motionless	okungahambi kahle
motivate	khuthaza
motivating	kushukumisa
motivation	isisusa
motivational	ukugqugquzela
motive	isisusa
motley	motley
motor	imoto
motorbike	isithuthuthu
motorboat	isithuthuthu
motorcade	isithuthuthu
motorcar	i-motorcar
motorcycle	isithuthuthu
motorist	umshayeli wemoto
motte	i-motte
mottled	i-mottled
motto	isiqubulo
mould	isikhunta
mound	isikhulu
mount	khuphuka
mountain	intaba
mountaineer	intaba
mountainous	izintaba
mountains	izintaba
mountaintop	intaba
mourn	belilele
mournful	ukulila
mourning	ukulila
mouse	igundane
mousetrap	i-mousetrap
mousse	mousse
moustache	Amadevu
mousy	mousy
mouth	umlomo
mouthful	umlomo
mouthpiece	ngomlomo
mouthwash	umlomo
movable	ehambayo
move	hamba
movement	ukunyakaza
mover	umhambisa
movie	movie
movies	amabhayisikobho
moving	ukuhamba
movingforward	NO TRANSLATION
movingon	siqhubekela phambili
mow	thula
mower	umkhumbi
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	bamba
mucked	i-mucked
mucous	i-mucous
mucus	i-mucus
mud	udaka
muddle	udaka
muddled	edonsa
muddy	udaka
muff	i-muff
muffin	i-muffin
muffled	zifakiwe
muffler	umfutho
mug	umgudu
mugger	i-mugger
mulberry	i-mulberry
mulch	i-mulch
mule	i-mule
mull	mull
mullet	mullet
multilateral	ngezizwe eziningi
multimedia	multimedia
multinational	ezizweni eziningi
multiple	multiple
multiple sclerosis	multiple sclerosis
multiplex	i-multiplex
multiplication	ukubuyabuyelela
multiplicity	ukuphindaphindiwe
multiplied	yanda
multiplier	i-multiplier
multiply	yande
multitude	isixuku
mum	umama
mumble	thuka
mumbo	mumbo
mummy	umama
mumps	izimpungushe
munch	u-munch
munchies	munchies
munchkin	munchkin
mundane	i-mundane
municipal	kamasipala
municipality	umasipala
mural	imural
murder	ukubulala
murderer	umbulali
murderess	ukubulala
murderous	ukubulala
murky	i-murky
murmur	ukukhononda
muscle	imisipha
muscular	imisipha
muse	muse
muses	i-muses
museum	iminyuziyamu
mush	NO TRANSLATION
mushroom	ikhowe
mushy	mushy
music	umculo
musical	umculo
musician	umculi
musing	ukukhumbula
musk	musk
musket	musket
musketeer	musketeer
muskrat	i-muskrat
muslin	muslin
muss	NO TRANSLATION
must	kufanele
mustang	mustang
mustard	lwesinaphi
muster	umxhwele
musty	musty
mutable	ingaguquleka
mutant	i-mutant
mutate	mutate
mutation	ukuguqulwa komzimba
mute	yisimungulu
muted	uthulisiwe
mutilate	khumula
mutilated	kukhishwa
mutilation	ukuguqulwa
mutiny	i-mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	i-mutton
mutual	ukuhlanganyela
mutually	ngokuhlanganyela
muzzle	umbukiso
myfavorite	intandokazi yami
myopia	i-myopia
myopic	i-myopic
myriad	inqwaba
mysterious	imfihlakalo
mystery	imfihlakalo
mystic	i-mystic
mystical	okuyisimanga
mysticism	i-mysticism
mystified	i-mystified
mystique	mystique
myth	inganekwane
mythic	i-mythic
mythical	inganekwane
mythological	inganekwane
mythology	inganekwane
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	i-nadir
nag	NO TRANSLATION
nail	Isipikili
nail gun	isibhamu se-nail
naive	i-naive
naked	behamba
nakedness	ubunqunu
namaste	NO TRANSLATION
name	igama
named	okuthiwa
nameless	ongenamagama
namesake	amagama
naming	ukuqamba igama
nana	nana
nanny	nanny
nanometer	i-nanometer
nap	i-nap
napalm	i-napalm
nape	nape
napkin	i-napkin
napping	ukulala
nappy	nappy
narcissism	i-narcissism
narcissist	i-narcissist
narcissistic	i-narcissistic
narcotic	i-narcotic
narrate	ukulandisa
narration	ukulandisa
narrative	okulandisayo
narrator	umlandeli
narrow	mncane
narrowing	ukunciphisa
nasal	umlomo
nascent	i-nascent
nasty	okubi
natal	ukuzalwa
nation	isizwe
national	isizwe
nationality	ubuzwe
nationwide	lonke izwe
native	umdabu
nativity	ukuzala
natural	zemvelo
natural gas	igesi yemvelo
naturalist	isayensi yemvelo
naturalization	ngokwemvelo
naturalized	ngokwemvelo
naturally	ngokwemvelo
nature	imvelo
naught	lutho
naughty	unamahloni
nausea	isiyaluyalu
nauseate	i-nauseate
nauseating	ukugcoba
nauseous	i-nauseous
nautical	i-nautical
nautilus	nautilus
naval	isikebhe
nave	i-nave
navel	inkaba
navigable	indlela yokuhamba
navigate	hamba
navigation	ukuhamba
navigational	indlela yokuhamba
navigator	umhambi
navy	i-navy
nay	NO TRANSLATION
nearsighted	eseduze
neat	kahle
neatly	kahle
nebula	i-nebula
nebulae	i-nebulae
nebulous	nebulous
necessarily	ngempela
necessary	kuyadingeka
necessitate	kudingeka
necessities	izidingo
necessity	isidingo
neck	intamo
necklace	umgexo
necktie	i-necktie
necromancer	i-necromancer
necrosis	i-necrosis
nectar	umpe
need	isidingo
needalife	NO TRANSLATION
needed	okudingekayo
needful	sidinga
needit	NO TRANSLATION
needle	inaliti
needlepoint	i-needlepoint
needles	izinaliti
needless	okungadingekile
needtoknow	isidingo
needtorelax	NO TRANSLATION
needy	abaswele
nefarious	nefarious
negation	ukunganaki
negative	kubi
negativity	ukunganaki
neglect	ukunganaki
neglected	ukunganakiwe
neglecting	ukunganaki
negligee	negligee
negligence	ukunganaki
negligent	ukunganaki
negligently	NO TRANSLATION
negligible	ukunganaki
negotiable	kuxoxisana
negotiate	ukuxoxisana
negotiation	ukuxoxisana
negotiator	ukuxoxisana
negro	negro
neigh	umakhelwane
neighbor	umakhelwane
neighborhood	umakhelwane
neighboring	umakhelwane
nemesis	nemesis
neon	i-neon
neonatal	i-neonatal
neophyte	i-neophyte
neoprene	i-neoprene
nephew	umshana
nepotism	ukuphinga
nerd	i-nerd
nerdy	nerdy
nerve	inzwa
nerves	izinzwa
nervous	ukwesaba
nervousness	ukwesaba
