Word	ps
limo	لیمو
limousine	لیموزین
limp	لامپ
lin	لین
line	ليکه
lineage	نسخه
lineal	کرښه
linear	صفر
linebacker	لینک بیکر
lined	ليکل شوی
linen	کنه
liner	لینر
lines	لینونه
lineup	په لیکه کیدل
linger	ژړا
lingerie	لاسي
lingering	ځړول
lingo	lingo
lingual	ژوندی
linguini	ژوندی
linguist	ژبپوه
linguistic	ژبپوهنه
linguistics	ژبپوهنه
lining	استراحت
link	لینک
linoleum	لینووم
lint	ټکی
lion	شیر
lip	لپ
liposuction	لیپوسلاین
lipstick	لپټیک
liquefaction	ډکولو
liquefied	ژور شوی
liqueur	لیکوییر
liquid	مايع
liquidate	تخریب کول
liquidation	تاوان
liquidator	مايع
liquidity	مکلفیت
liquor	شراب
lira	NO TRANSLATION
lisp	lisp
list	لیست
listen	واورئ
listener	اوریدونکی
listenting	NO TRANSLATION
listing	لست کول
listless	بې سارې
listneing	NO TRANSLATION
litany	لټني
liter	لیټ
literacy	سواد زده کړه
literal	لفظي
literally	لفظي
literary	ادبي
literature	ادبيات
lithe	لټه
lithium	لیتیم
lithograph	لیتګراف
lithography	لیتوگرافی
lithology	لیتولوژي
lithosphere	لیتوساسور
litigant	قضیه
litigate	لیګریټ
litigation	قضیه
litigator	لیګګټر
litigious	قانوني
litter	تسکره
little	لږ
littlethings	کوچنۍ شیان
littoral	لیتر
liturgy	لوټری
live	ژوندی
livelife	ژوندی
livelihood	معیشت
lively	ژوندی
liven	پرېښودل شوی
liver	جگر
livery	جریان
livestock	څاروي
livid	لطفا
living	ژوند کول
lizard	چټکۍ
llama	للمه
lml	lml
load	پورته
loader	لوډر
loaf	لوف
loafer	لاتر
loam	لوام
loan	پور
loath	لوټ
loathe	لوټی
loathful	ناڅاپه
loathing	لرې کول
loathsome	لوېدیځ
lobby	لابی
lobbyist	لابیست
lobe	لبو
lobotomy	لوبوټومی
lobster	يوډول بحرى حيوان لكه چنګاښ
local	ځایي
locale	ځایی
locality	سیمه
localization	ځایي کول
localize	ځایي کول
localized	ځایي شوي
locate	وټاکه
location	ځای
locator	ځایی
loch	لوچ
lock	بندول
locker	لاکر
locket	لابرټ
locksmith	تالار
lockup	بندول
loco	لوټو
locomotion	لوښه
locomotive	لوژوموټی
locust	ځنګل
lode	NO TRANSLATION
lodge	لوج
lodger	کوربه
lodging	استوګنې
loft	لوړې
lofty	لویه
log	ننوتل
logarithm	لوژاریتم
logarithmic	لوژرمیتیک
logic	منطق
logical	منطقي
logistics	لوجیستیک
logo	لوګو
logotype	لوټوټیپ
loin	NO TRANSLATION
lollipop	لالیپپ
lone	لون
loneliness	نیکمرغي
lonely	يواځې
loner	لوون
lonesome	نسکوره
long	اوږد
longboat	اوږد بوټ
longevity	اوږد مهاله
longing	اوږد مهاله
longitude	اوږد مهاله
longitudinal	اوږد مهاله
longitudinally	په اوږده وخت کې
longtime	اوږده موده
loo	هو
look	وګوره
looker	ليدونکی
lookout	پام کوه
loom	لوړې
looming	لوړېدل
loon	لوون
loony	لونۍ
loop	لوپ
loophole	غوړ
loopy	لپو
loose	لرې
loosen	پرېښودل
loosening	لرې کول
loot	لوټ
lop	لوپ
lopsided	لپاس شوی
lord	رب
lords	شهیدان
lordship	شریعت
lore	لوری
lorry	لاري
lose	له لاسه ورکوی
loser	بایلونکی
losing	له لاسه ورکول
loss	زیان
lost	ورک شوی
lot	ډیر
lotion	لوز
lots	ډیر
lottery	لوټري
lotto	لوټټې
lotus	لوټس
loud	لوړ غږ
loudly	په زور سره
loudmouth	لوړ غږ
loudness	لوړتیا
loudspeaker	لوډ اسپیکر
lounge	لاجواب
lounging	خوندیتوب
louse	مېړه
lousy	لسیزه
lovable	ښایسته
love	مینه
loved	مینه
lovee	مینه
loveee	مینه
loveless	بې وزله
lovelife	NO TRANSLATION
loveliness	خوښۍ
lovelovelove	NO TRANSLATION
lovely	ښکلی
lovemaking	مینه وال کول
lovemylife	NO TRANSLATION
lover	مین
lovesick	مننه
lovethis	دې سره مينه لرم
loving	مینه
lovinglife	د مينې ژوند
lovinlife	محبت
low	ټيټه
lowdown	ټيټ شوی
lower	ټيټه
lowering	ټيټه ده
lowest	ټيټ ټيټ
lowlands	ټيټlands
lowlife	ټيټ ژوند
lowly	ټيټه
lox	لوکس
loyal	وفاداري
loyalty	وفاداري
lsd	ایل ایس ایس
luau	لیو
lube	لبن
lubricant	سریزه
lubricate	سوځول
lubrication	غوړ
lucid	لوړېدل
luck	قسمت
luckiest	خوشحاله
lucky	خوشحاله
luckygirl	لکیګل
lucrative	ګټور
ludicrous	بده مرغه
lug	لوګ
luggage	سامان
lukewarm	خوشحاله
lull	غوږ
lullaby	غوسه
lumbar	لمر
lumber	تخته
lumbering	تخته کول
lumberjack	لمبرجیک
luminescent	luminescent
luminous	سپوږمکۍ
lump	لپ ټاپ
lumpy	لپسي
lunacy	غوسه
lunar	قمري
lunatic	لونټیک
lunch	خواړه
lunchbox	د غرمې ډوډۍ
luncheon	غوټۍ
lunchtime	د ډوډۍ وخت
lung	سږ کال
lunge	غوسه
lungs	سږ کال
lurch	لرې
lure	خواړه
lurid	لند
lurk	ډډه وکړه
lurking	خوله
luscious	خوشحاله
lush	شیر
lust	غوږ
luster	لمر
lustful	خوشحاله
lustrous	خوشحاله
lusty	زړورتیا
lute	بویټ
luxuriant	په زړه پورې
luxurious	لوښه
luxury	عیشه
lycra	لیرا
lye	لاي
lying	دروغ دی
lymph	لمفا
lymphatic	لايفاتيک
lymphoma	لیمفاوم
lynch	لینچ
lynching	lynching
lynx	لینکس
lyre	لرې
lyric	lyric
lyrical	لیزیکل
lyrics	سندره
macadamia	میډادامیا
macarena	ماراکینا
macaroni	ماراکونوني
mace	میس
mach	ماش
machete	مچټ
machine	ماشین
machinery	ماشین
machinist	ماشینست
macho	ماشو
mackerel	برګ ماهی
macro	میکرو
mad	ګرانه
madam	مدام
madame	مدام
madden	مډن
madder	مدیر
mademoiselle	NO TRANSLATION
mademyday	مدیریت
madhouse	مدينه
madman	لېونی
madness	جنون
maestro	جوار
mafia	مافیا
magazine	مجله
mage	مراجعه
magenta	میګینټا
maggot	مګګټ
magic	جادو
magical	جادویی
magician	جادوگر
magistrate	مجازات
magma	مګما
magna	مګنا
magnate	میګاټیټ
magnesium	میګنیشیم
magnet	مقناطیس
magnetic	مقناطیسي
magnetism	مقناطیسیزم
magnetite	مقناطیس
magnification	لوړېدل
magnificence	عظمت
magnificent	عالي
magnifier	مقاله
magnify	لوړېدل
magnifying	لوړېدل
magnitude	شدت
magnolia	میګولیا
magpie	ماپي
mahi mahi	NO TRANSLATION
mahjong	مهجونگ
mahogany	مهګني
maid	مړی
maiden	مړی
mail	برېښلیک
mailbox	برېښناليک
mailing	پوسته
mailman	میلمن
maim	NO TRANSLATION
main	اصلي
mainframe	اصلي چوکاټ
mainland	ځمکی
mainstay	اصلي
mainstream	اصلي پړاو
maintain	ساتل
maintenance	ساتنه
majestic	مهمې
majesty	جلالتمآب
major	لوی
majority	اکثریت
make	جوړ کړئ
makeover	بدلون
maker	جوړونکی
makeshift	مټ
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	جوړول
makingdisciples	NO TRANSLATION
malady	منډي
malaise	خوندیتوب
malaria	ملاریا
malarkey	مالکي
male	نارینه
malevolent	کمزوری
malfeasance	ناڅاپه
malformation	ناسم
malfunction	زیان
malice	NO TRANSLATION
malicious	ناوړه
malign	ناسم
malignancy	بې رحمه
malignant	ناڅاپه
maligned	خراب شوی
mall	مال
malleable	خوندیتوب
mallet	مالټ
malnutrition	خوارځواکۍ
malpractice	ککړتیا
malt	مالټ
mama	ماما
mambo	mambo
mamma	NO TRANSLATION
mammal	مورال
mammoth	مومی
mammy	ممي
man	سړی
manage	اداره کول
manageable	اداره کول
management	اداره
manager	مدیر
managerial	مدیریت
mandamus	منډاموس
mandarin	منارین
mandate	ماموریت
mandatory	لازمي
mandible	مسؤلیت
mandolin	مډولین
mandrel	منډل
mane	NO TRANSLATION
maneuver	مداخله
maneuvering	مداخله کول
mange	NO TRANSLATION
manger	خطر
mangle	منګل
mango	آم
mangosteen	مګسټسټین
mangy	مګی
manhole	منهول
manhood	منډې
manhunt	مننه
mania	منیا
maniac	مننه
maniacal	مینیالیل
manic	مینیک
manicure	مینیکیور
manicurist	مینیکیورست
manifest	ښکاره
manifestation	څرګندونه
manifested	ښکاره شوی
manifestly	په څرګند ډول
manifesto	منشور
manifold	توپیر
manipulate	میتودول
manipulation	تاوان
manipulative	تخریب
mankind	انسان
manly	سړي
manna	مننه
manned	منډول
mannequin	منحل
manner	لاره
mannered	چلند
manners	سړي
manor	منور
manpower	انسان ځواک
mansion	سړی
mansions	سړي
manslaughter	لاسي
mantel	میتیل
mantis	میتس
mantle	مڼه
mantra	منټر
manual	لارښود
manufacture	تولید
manufacturer	جوړونکی
manufacturing	تولید
manure	څاروی
manuscript	لاسوند
map	نقشه
maple	میپل
mar	مار
marathon	ماراتون
marble	مرمر
marbled	ماربل شوی
marbles	مرمۍ
march	مارچ
mare	NO TRANSLATION
margarine	مارجرین
margarita	margarita
margin	حاصله
marginal	منځنۍ
mariachi	ماریاچي
marijuana	ماریجوانا
marinara	ماریار
marine	سمندري
mariner	مریندر
marital	واده
maritime	سمندر
mark	نښه
marked	نښه شوې
marker	مارکر
market	بازار
marketable	مارکيټ
marketing	بازار موندنه
marketplace	مارکيټ
marks	نښه
marksman	نښه
marksmanship	نښه
marl	مارل
marmalade	مرمۍ
maroon	مارون
marooned	ښخ شوی
marquee	مارکو
marquis	مارکوس
marred	بده مرغه
marriage	واده
married	واده شوی
marrow	میرو
marry	واده وکړئ
marsh	مارش
marshal	مارشل
marshmallow	مارشمریل
mart	مار
martial	مارشل
martingale	مارنګنګ
martini	مارني
martyr	شهید
martyrdom	شهادت
marvel	حیرانتیا
marvellous	حیرانتیا
marvelous	حیرانتیا
marvelously	په حیرانتیا سره
marzipan	NO TRANSLATION
mascara	کاکر
mascot	شوبل
masculine	مذکر
masculinity	مذکوره توب
mash	میش
mashed	ماسډ
mask	ماسک
masked	ماسک شوی
masks	ماسک
masochism	ماسکوزم
masochist	ماسکوست
mason	میسن
masquerade	خوله
mass	ډله
massacre	وژنې
massage	مساج
masses	خلک
masseur	مسله
masseuse	ډله ایز استعمال
massive	لوی
mast	ماس
master	ماسټر
masterful	ښه
mastermind	ماسټر مینډ
masterpiece	شاهكار
mastery	ماسټرۍ
masturbate	مشترکه
masturbation	مشت زنی
mat	چټک
matador	میډادور
match	لوبه
matchbook	ملګری کتاب
matching	سمبالښت
matchmaker	د مډم مینځلوونکی
mate	ساتنه
material	مواد
materialism	ماديزم
materialist	مادیات
materialistic	مادياتي
materiality	ماديیت
materialize	مینځ ته راوړي
materially	په مادي توګه
materials	توکي
materiel	مواد
maternal	مور
maternity	زېږېدنه
math	ریاضی
mathematical	ریاضيات
mathematician	ریاضي پوه
mathematics	ریاضي
matinee	میټینین
mating	ماتول
matriculation	میتودول
matrimony	واده
matrix	میټرکس
matron	میډن
matted	غوړ
matter	مسله
matting	غوټۍ
mattress	ګړۍ
maturation	نوبتی
mature	پخيږي
maturity	پختوالي
maudlin	مډلین
mausoleum	مقصود
mauve	میوه
maverick	میوه
maxim	مډیم
maximize	لوړ کړئ
maximum	لوړ
may	می
mayday	ښایې
mayflower	ښایی
mayhem	ښایسته
mayonnaise	میئونیز
mayor	ښاروال
maze	محاسبه
mead	خواړه
meadow	خواړه
meager	هوښیار
meal	خواړه
mean	مطلب
meander	ماته
meandering	ماینګیر
meanie	معنی
meaning	معنی
meaningful	معنی
meaningless	بې مانا
meanness	مینه
means	معنی
meantime	په ورته وخت کې
measles	خوله
measurable	اندازه کول
measure	اندازه کول
measured	اندازه شوې
measurement	اندازه
measuring	اندازه کول
measuring cup	اندازه کول
measuring tape	د اندازی کولو فیته
meat	غوښه
meatball	غوښه
meathead	غوښینه غوښه
meatloaf	غوښه
mechanic	میخانیک
mechanical	میخانیکي
mechanics	میخانیکونه
mechanism	میکانیزم
med	NO TRANSLATION
medal	میډل
medallion	منځګړیتوب
medallist	مډالالست
meddle	منځګړیتوب
meddling	منځګړیتوب
media	رسنۍ
medial	منځګړی
median	منځنۍ
mediate	منځګړیتوب
mediation	منځګړیتوب
mediator	منځګړی
medic	درمل
medical	طبي
medicate	درمل
medication	درمل
medicinal	درملنه
medicine	درمل
medieval	منځګړیتوب
mediocre	منځګړیتوب
mediocrity	منځګړتوب
meditate	تمرکز وکړئ
meditating	تمرکز
meditation	مراقبت
meditative	تمرکز
mediterranean	میترینانیا
medium	منځنۍ
medley	میډلی
meek	مکر
meet	سره مل
meeting	غونډه
mega	میگا
meh	میاشت
melancholic	میلانچول
melancholy	خټکی
melee	مایکل
mellow	ملګری
melodious	خوشحاله
melodrama	میډروډام
melodramatic	خلیج
melody	میلو
melon	خټكى
melt	میوه
meltdown	خټکی
melting	خوله کول
member	غړی
membership	غړیتوب
membrane	جھلی
memento	ميمنه
memo	یادښت
memoir	یادداشت
memorabilia	حفظ الصحه
memorable	یادگار
memorandum	یادداشت
memorial	یادگار
memorials	یادونه
memories	یادونه
memoriesiwontforget	NO TRANSLATION
memorize	یاد ساتل
memory	یادښت
menace	منډې
menacing	نارینه
menagerie	نارینه
mend	منډه
mending	ملګري
menial	نارینه
meningitis	مننګيتس
meniscus	منسکس
menopause	د وینډوز
menses	مړي
menstrual	میاشتنی
mental	ذهني
mentalhealth	NO TRANSLATION
mentality	ذهنیت
menthol	میډولول
mention	یادونه
mentor	ښوونکی
menu	غورنۍ
meow	خواړه
mercantile	اجیر
mercenary	اجیر
merchandise	سوداګریز
merchant	سوداګر
merciful	مهربان
merciless	بې رحمه
mercurial	مهربانۍ
mercury	پارا
mercy	رحم
mere	یوازې
merengue	منګول
merge	ملګري
merger	ملګري
meridian	ميريډيان
meridional	مهربانه
meringue	meringue
merit	وړتیا
meritorious	ښکلی
mermaid	متسیدونکی
merriment	مریض
merry	خوښ
merrychristmas	NO TRANSLATION
mesa	مبا
mescaline	میسکلین
mesh	میش
meshes	میشونه
mesmerized	ګرامر
mess	خندا
message	پیغام
messedup	NO TRANSLATION
messenger	رسول
messiah	مسيح
messy	خندا
metabolic	میټابولیک
metabolism	میټابولیزم
metal	فلز
metallic	فلزي
metallurgy	فلزیات
metamorphosis	ميټامورفوسس
metaphor	استعار
metaphorical	استعفا
metaphysical	استعداد
metaphysics	استعفا
metastasis	میټیساساسیس
meteor	منځنۍ
meteoric	هوایی
meteorite	مايزورټ
meteorological	هوایولوژي
meteorology	هوایولوژي
meter	متر
meth	میت
methadone	میډادون
methane	میتین
methanol	مییتانول
method	میتود
methodical	میتودیکي
methodology	میتودولوژي
meticulous	په زړه پورې
metime	میټیم
metric	متریک
metrical	میتر
metrology	میګولوژی
metropolis	ښارګوټي
metropolitan	ښارګوټی
mettle	مټ
mew	میوی
mezzanine	میجرزین
