Word	ceb
notready	Dili
notwithstanding	bisan pa
nought	wala
noun	n
nourish	pag-amuma
nourishment	pagkaon
nouveau	NO TRANSLATION
novel	nobela
novelist	nobela
novelty	kabag-ohan
novice	bag-o
nowadays	karon
nowork	walay trabaho
noworries	karonorries
noxious	kabalaka
nozzle	nozzle
nuance	nuance
nuances	nuances
nuclear	nuclear
nucleus	nucleus
nude	nude
nudge	nudge
nudie	nudie
nudist	nudist
nudity	nudity
nugget	nugget
nuisance	nuisance
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	pagwagtang
numb	Numb
number	gidaghanon
numbering	pag-ihap
numbers	mga numero
numbness	pagkawala
numbskull	numbskull
numeral	numeral
numerator	numerador
numerical	numero
numerically	gidaghanon
numerous	daghang
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	nuptials
nurse	nurse
nursemaid	nursemaid
nursery	nursery
nursing	nursing
nurture	pag-amuma
nut	nut
nutcase	nutcase
nutcracker	nutcracker
nuthouse	nuthouse
nutmeg	nutmeg
nutrition	nutrisyon
nutritional	nutrisyon
nutritious	sustansiya
nutritive	nutritibo
nuts	nuts
nutshell	nutshell
nutty	nutty
nylon	nylon
nylong	NO TRANSLATION
nylons	nylons
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	oak
oar	oar
oasis	oasis
oat	oat
oath	panumpa
oatmeal	oatmeal
obedience	pagkamasinugtanon
obedient	masulundon
obediently	masinugtanon
obelisk	obelisk
obese	obese
obesity	obesity
obey	pagtuman
obi	obi
obit	obit
obituary	obituary
object	butang
objection	pagsupak
objectionable	dili maayo
objective	tumong
objectivity	pagkamatinud-anon
obligation	obligasyon
obligatory	gikinahanglan
oblige	dili kinahanglan
obliged	obligado
obliging	mapugos
obligor	obligor
oblique	oblique
obliterate	mapapas
obliterated	napapas
obliteration	pagwagtang
oblivion	kalimot
oblivious	dili makalimtan
oblong	oblong
obnoxious	makauulaw
oboe	oboe
obscene	malaw-ay
obscenity	kalaw-ayan
obscure	dili klaro
obscured	obscured
obscurity	pagkalubog
observance	pagbantay
observant	obserbahan
observation	obserbasyon
observatory	obserbatoryo
observe	obserbahi
observer	tigpaniid
observing	pagpaniid
obsess	obsess
obsessed	obsessed
obsessing	obsessing
obsession	obsession
obsessive	obsessive
obsolescence	pagkagutom
obsolete	obsolete
obstacle	babag
obstetrician	obstetrician
obstetrics	Obedience
obstinate	gahig ulo
obstruct	pagbabag
obstruction	obstruction
obstructive	obstructive
obtain	pag-angkon
obtainable	maangkon
obtuse	vaca
obverse	obverse
obvious	klaro
ocarina	ocarina
occasion	okasyon
occasional	panagsa
occasionally	usahay
occipital	occipital
occlusion	occlusion
occult	okulto
occupancy	pagpuyo
occupant	nagpuyo
occupation	trabaho
occupational	trabaho
occupied	okupar
occupier	okupar
occupy	okupar
occupying	okupar
occur	mahitabo
occurrence	panghitabo
ocd	ocd
ocean	dagat
oceanic	dagat
octagon	octagon
octave	octave
octopus	octopus
ocular	ocular
odd	odd
oddball	oddball
oddity	pagkalagot
odds	kasamok
ode	ode
odious	makauulaw
odometer	odometer
odor	baho
odyssey	odyssey
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	ani
offence	sala
offend	nakasala
offended	nasamok
offender	sala
offense	sala
offensive	away
offer	paghalad
offered	gitanyag
offering	paghalad
offhand	sa pagkawala
office	opisina
officer	opisyal
offices	opisina
official	opisyal
officiate	nag-officiate
offing	pagpalayo
offload	offload
offset	gibug-aton
offshoot	nga sanga
offshore	sa baybayon
offside	offside
offspring	kaliwat
oft	kanunay
oftentimes	kasagaran
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	lana
oils	mga lana
oily	oily
oink	oink
ointment	pahumot
okra	okra
old	tigulang
olden	tigulang na
older	mas tigulang
oldie	oldie
oldies	tigulang
olfactory	oliba
oligarchy	oligarkiya
olive	olibo
omega	omega
omelet	omelet
omen	omen
omgomgomg	NO TRANSLATION
ominous	ominous
omission	pagkawala
omit	omit
omitted	wala gikuha
omnibus	omnibus
omnipotence	pagkamapahitas-on
omnipotent	makagagahum
omnipresent	omnipresent
omniscient	nahibaluan sa tanan
onboard	onboard
oncologist	oncologist
oncology	oncology
oncoming	pag-abot
one	sa usa ka
oneday	usa ka adlaw
onedge	onedge
onelove	usa ka gugma
oneness	pagkausa
onerous	onerous
oneself	sa kaugalingon
ongoing	nagpadayon
onion	sibuyas
onset	pagsugod
onslaught	onslaught
onstage	onstage
ontology	ontolohiya
onus	onus
onward	padayon
onyx	onyx
oodles	oodles
oomph	oomph
ooze	ooze
oozing	oozing
op	op
opacity	opacity
opal	opal
opaque	opaque
ope	ope
open	bukas
opener	opener
opening	pag-abli
openly	sa dayag
openness	pagkaabtik
opera	opera
operate	operate
operatic	operatic
operation	operasyon
operational	operasyon
operations	operasyon
operative	operative
operator	operator
ophthalmic	ophthalmic
ophthalmologist	ophthalmologist
opiate	opiate
opinion	opinyon
opinionated	naghunahuna
opium	opium
opponent	kaatbang
opportune	angayan
opportunism	oportunismo
opportunity	oportunidad
oppose	supak
opposed	supak
opposing	pagsupak
opposite	atbang
opposites	magkasumpaki
opposition	pagsupak
oppress	pagpig-ot
oppressed	gidaugdaug
oppression	pagpanglupig
oppressive	mapig-oton
oppressor	tigdaugdaug
ops	ops
opt	pagpili
optic	optic
optical	optikal
optics	optics
optimism	paglaum
optimist	malaumon
optimistic	malaumon
optimum	labing maayo
option	kapilian
optional	kapilian
optionally	kapilian
options	mga kapilian
optometrist	optometrist
opulence	pagkadato
opulent	adunahan
opus	opus
oracle	orakulo
oral	oral
orange	orange
orange juice	orange juice
orangutan	orangutan
oration	oration
orator	orator
oratory	oratory
orb	orb
orbit	orbit
orbital	orbital
orbiting	nag-orbita
orbs	orbs
orc	orc
orchard	tanaman
orchestra	orkestra
orchid	orchid
ordained	gi-orden
ordeal	kalisdanan
order	order
orderly	hapsay
ordinance	ordinansa
ordinary	ordinaryo
ordination	ordinasyon
ordnance	ordnance
ore	ore
oregano	oregano
organ	organ
organic	organic
organism	organismo
organist	organista
organization	organisasyon
organize	pag-organisar
organized	organisado
organizer	organizer
orgasm	orgasm
orgies	orgies
orgy	orgy
orient	orient
oriental	oriental
orientation	orientasyon
orifice	orifice
origami	origami
origin	gigikanan
original	orihinal
originality	pagka-orihinal
originate	naggikan
origination	gigikanan
originator	nagmugna
ornament	dekorasyon
ornamental	ornamental
ornamentation	dekorasyon
ornamented	gidayandayan
ornate	kaanyag
ornery	pagkagubot
orphan	ilo
orphanage	balay nga ilo
orphaned	nailo
orthodontist	orthodontist
orthodox	orthodox
orthodoxy	orthodoxy
orthogonal	orthogonal
orthopedic	orthopedic
oscillate	oscillate
oscillating	oscillating
oscillation	osilasyon
oscillatory	oscillatory
ostensible	dayag
ostensibly	kuno
ostentatious	gipasigarbo
ostracized	Gisalikway
ostrich	ostrich
other	uban pa
otter	otter
otto	otto
ottoman	ottoman
ought	kinahanglan
ounce	onsa
oust	pagpalagpot
outage	outage
outback	outback
outbid	labaw sa tanan
outboard	outboard
outbreak	pagsabwag
outburst	pagsupak
outcast	gipagawas
outcome	resulta
outcry	pagsinggit
outdated	us aka
outdo	Gawas pa
outdoor	sa gawas
outdoors	sa gawas
outer	gawas
outfit	outfit
outgoing	palihug
outgrow	outgrow
outgrowth	outgrowth
outhouse	outhouse
outing	paglakaw
outlandish	dili maayo
outlast	naglihoklihok
outlaw	paglapas
outlet	outlet
outline	outline
outlines	gilatid
outlive	nagpalayo
outlook	panglantaw
outlying	naglihok
outnumber	Labaw sa gidaghanon
outpatient	outpatient
outpost	outpost
outpouring	pagbubo
output	output
outrage	kasuko
outraged	nasuko
outrageous	makalagot
outrank	outrank
outreach	outreach
outright	dayag lang
outrun	nahutdan
outset	pagsugod
outsider	sa gawas
outskirts	outskirts
outsmart	makadaug
outspoken	masaligon
outstanding	talagsaon
outstretched	gituyhad
outward	sa gawas
outwards	sa gawas
outweigh	mas labaw pa
outwit	pagpalayo
oval	oval
ovary	ovary
ovate	ovate
ovation	ovation
oven	hurno
overactive	sobra nga aktibo
overall	kinatibuk-an
overalls	obserbar
overbearing	pagpugong sa kaugalingon
overburden	overburden
overcast	nanglumpag
overcharged	overcharged
overcoat	panapton
overcome	gibuntog
overcoming	pagbuntog
overcrowded	naghuot
overdo	makadaghan
overdose	overdose
overdrive	overdrive
overdue	overdue
overestimate	pagpalabi
overestimated	pagpalabi
overflow	nagaawas
overflowing	nagaawas
overgrown	overgrown
overgrowth	sobra kaayo
overhanging	nga nag-overhanging
overhaul	overhaul
overhead	overhead
overhear	nakadungog
overheated	sobra ra kaayo
overjoyed	nalipay kaayo
overkill	sobra kaayo
overlaid	gihal-opan
overlap	nagsapaw
overlapping	nagsapaw
overlay	pagahal-upan
overload	sobra
overlook	ayaw kalimti
overlord	atbang
overlying	overlying
overpaid	sobra nga bayad
overpass	overpass
overplayed	overplayed
overpower	madaugon
overpowering	madaugon
overpriced	sobra ang presyo
overprotective	overprotective
overrated	overrated
overreact	overreact
override	pagsalikway
overriding	pagpalabaw
overrule	pagpaubos
overrun	gilamoy
oversee	pagdumala
overseer	magtatan-aw
overshadow	milabaw
oversight	pagdumala
oversized	dako kaayo
overslept	pag-ayo
overstate	sobra nga pagsabut
overstock	sobra nga sobra
overt	hapsay
overtake	makaapas
overtaken	natapos
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	pagpalabi
overthrow	pagkapukan
overtime	overtime
overtired	overtired
overture	sobra
overturn	pagpukan
overview	kinatibuk-an
overweight	sobra sa timbang
overwhelm	kusog kaayo
overwhelmed	nabug-atan
overwhelming	kusog kaayo
overworked	sobra nga trabaho
overwrought	overwrought
overzealous	sobra kaayo
owe	Utang
owing	utang
owl	bahaw
owner	tag-iya
ownership	pagpanag-iya
ox	baka
oxidation	oksihenasyon
oxide	oxide
oxygen	oksiheno
oxymoron	oxymoron
oyster	oyster
ozone	ozone
pace	dagan
pacemaker	pacemaker
pacific	pacific
pacified	nahupay
pacifier	Pacifier
pacifist	pacifist
pacify	paghupay
pacing	pacing
pack	pakete
package	pakete
packaging	pagputos
packer	packer
packet	packet
pact	kasabutan
pad	pad
padded	giputos
padding	padding
paddle	paddle
paddle boat	paddle boat
paddock	paddock
paddy	padi
padlock	padlock
padre	NO TRANSLATION
paean	paean
pagan	pagano
paganism	paganismo
page	panid
pageant	pageant
pager	pager
pagination	pagination
paging	paging
pagoda	pagoda
pail	balde
pain	kasakit
pained	nasakitan
painful	sakit
painfully	sakit
painkiller	sakit sa dughan
painless	walay sakit
pains	kasakit
painstaking	pag-ayo
paint	pintal
paintball	paintball
paintbrush	brush
painted	gipintalan
painter	pintor
painting	painting
pair	pares
paisley	paisley
pajama	pajama
pajamas	pajama
pal	pal
palace	palasyo
palatable	palatable
palate	palad
pale	luspad
paleontology	paleontology
palette	palette
pall	pall
palladium	palladium
pallet	pallet
palliative	palliative
palm	palad
palmer	palmer
palomino	palomino
palpable	malipayon
palpitations	palpitations
palsy	palsy
paltry	gamay
pamper	pamper
pamphlet	pamphlet
pan	pan
panacea	panacea
panache	panache
pancake	pancake
pancakes	pancakes
pancreas	pancreas
panda	panda
pandemic	pandemic
pandemonium	pandemonium
pane	pane
panel	panel
pang	NO TRANSLATION
panhandle	panhandle
panic	panic
panicattack	NO TRANSLATION
panicked	nahadlok
panicking	panicking
panicky	panicky
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramic
pansy	pansy
pant	panty
pantheon	pantheon
panther	panther
panties	panty
pantomime	pantomime
pantry	pantry
pants	karsones
panty	panty
pantyhose	pantyhose
pap	Pap
papa	papa
papacy	papacy
papal	NO TRANSLATION
papaya	kapayas
paper	papel
paperback	paperback
paperboy	paperboy
paperweight	paperweight
paperwork	papeles
paprika	paprika
papyrus	papiro
par	NO TRANSLATION
parable	parable
parabola	parabola
parabolic	parabolic
parachute	parachute
parade	parade
paradigm	paradigm
paradise	paraiso
paradox	paradox
paradoxical	makatarunganon
paraffin	paraffin
paragon	paragon
paragraph	parapo
parakeet	parakeet
paralegal	paralegal
parallax	parallax
parallel	susama
parallelism	parallelism
paralysis	paralysis
paralyze	pagparalisar
paralyzed	paralisado
paramedic	paramedic
paramedics	paramedics
paramilitary	paramilitar
paramount	ang mahinungdanong
paranoia	paranoia
paranoid	paranoid
paranormal	paranormal
parapet	parapet
paraphernalia	mga gamit
paraphrase	paraphrase
paraplegic	paraplegic
parasite	parasite
parasitic	parasitic
parasol	parasol
parcel	parsela
parcels	mga parsela
parched	hugaw
parchment	pergamino
pardon	pasayloon
pare	NO TRANSLATION
parenchyma	parenchyma
parent	ginikanan
parentage	ginikanan
parental	ginikanan
parenthesis	NO TRANSLATION
parenthetical	sulud
parenthood	pagkaginikanan
parenting	pagkaginikanan
pariah	pariah
parietal	parietal
paring	pagpagawas
parish	parokya
parity	pagkapareha
park	park
parka	parka
parking	parking
parkinsons	parkinsons
parlance	pagsulti
parlay	parlay
parliament	parlamento
parliamentary	parliamentary
parlor	parlor
parmesan	parmesan
parody	parody
parole	parole
parquet	parquet
parrot	parrot
parry	parry
parse	parse
parsimonious	parsimonious
parsimony	parsimony
parsley	parsley
parson	parson
part	bahin
partake	moambit
partial	parsyal
partiality	pagpihigpihig
partially	sa usa ka bahin
participant	partisipante
participate	pag-apil
participation	partisipasyon
particle	tipik
particular	ilabi na
particularity	partikularidad
particulars	mga detalye
parting	pagbiya
partisan	partisan
partisanship	partisanship
partition	pagbahin
partly	sa usa ka bahin
partner	partner
partnership	panag-uban
partridge	partridge
parts	mga bahin
party	party
pas	NO TRANSLATION
pass	agi
passable	maagian
passage	agianan
passageway	agianan
passe	NO TRANSLATION
passenger	pasahero
passim	NO TRANSLATION
passing	paglabay
passion	gugma
passionate	mabination
passive	pasibo
passivity	pasaylo
passkey	passkey
passport	passport
password	password
past	kaniadto
pasta	pasta
paste	i-paste
pastel	pastel
pastime	naglibog
pastor	pastor
pastrami	pastrami
pastry	pastry
pasture	sibsibanan
pasty	pasty
pat	pat
patch	patch
patchwork	pagbalay
pate	pate
patella	patella
patent	patente
patented	patente
paternal	paternal
paternity	paternity
path	dalan
pathetic	pathetic
pathological	patente
pathologist	pathologist
pathology	patolohiya
pathos	NO TRANSLATION
pathway	agianan
patience	pailub
patient	mapailubon
patio	patio
patriarch	patriyarka
patriarchal	patriyarkal
patrimony	patrimonya
patriot	patriot
patriotic	patriyotiko
patriotism	patriyotismo
patrol	patrol
patrolman	patrolman
patron	patron
patronage	patronage
patronising	patronizing
patronize	patronize
patronizing	patronizing
patter	patter
pattern	sumbanan
paucity	kulang
pauper	pauper
pause	paghunong
pave	lakang
pavement	salog
pavilion	pavilion
paving	pagpaligid
paw	paw
pawn	pawn
pawnshop	pawnshop
pax	pax
pay	pagbayad
payable	Bayad
payback	payback
paycheck	paycheck
payday	payday
payer	payer
payload	payload
payment	pagbayad
payoff	kabayaran
payout	payout
payphone	payphone
payroll	payroll
pea	pea
peace	kalinaw
peaceable	malinawon
peaceful	malinawon
peacefully	malinawon
peacekeeper	tigbantay sa kalinaw
peaceofmind	NO TRANSLATION
peacetime	panahon sa kalinaw
peach	peach
peachy	pagkawala
peacock	peacock
peak	peak
peaked	nag-una
peanut	peanut
peanuts	mani
pear	pear
pearl	perlas
pearly	pearly
peas	mga mag
peasant	mag-uuma
peat	peat
pebble	gamay nga bato
pecan	pecan
peck	peck
pecker	pecker
peculiar	talagsaon
peculiarities	katilingban
peculiarity	pagkalahi
peculiarly	talagsaon
pecuniary	kuwarta
pedal	pedal
pedantic	pedantic
peddle	peddle
peddler	peddler
pedestal	pedestal
pedestrian	pedestrian
pediatric	pediatric
pediatrician	pediatrician
pediatrics	Pediatrics
pedicure	pedicure
pedigree	pedigree
pedometer	pedometer
pedophile	pedophile
pee	pee
peek	pagtan-aw
peekaboo	panglantaw
peel	panit
peep	Gipangulohan
peeper	magsuka
peephole	peephole
peer	peer
peering	pagtan-aw
peerless	walay kapuslanan
peeved	mitoo
peg	singsing
pegs	singsing
peice	NO TRANSLATION
pelagic	pelagic
pelican	pelikano
pellet	pellet
pelvic	pelvic
pelvis	pelvis
pen	pen
penal	penal
penalty	silot
penance	penitensiya
penchant	pagkagusto
pencil	lapis
pendant	pendant
pendency	pendency
pendent	NO TRANSLATION
pending	samtang naghulat
pendulum	pendulum
penetrate	motuhop
penetrating	matuhod
penetration	pagsulod
penguin	Pagpangita
penicillin	Penicillin
penile	penile
peninsula	peninsula
penis	penis
penitent	mahinulsulon
penitentiary	penitentiary
penmanship	pagsulat
pennant	pennant
penniless	walay kwarta
penny	Penny
pension	pensyon
pensioner	pensyonado
pensive	naguol
pentagon	pentagon
pentagram	pentagram
penthouse	penthouse
penultimate	penultimate
people	mga tawo
peopled	tawo
pep	pep
pepper	pepper
peppermint	peppermint
pepperoni	pepperoni
peppy	peppy
peptic	peptic
peptide	peptide
perceive	nahibal-an
percent	porsyento
percentage	porsyento
percentile	porsyento
perceptible	nahibal-an
perception	panglantaw
perceptive	pagsabot
perch	perch
perchance	huna
percolation	percolation
percussion	pagtuok
perdition	kapildihan
peremptory	peremptory
perennial	perennial
perfect	hingpit
perfection	pagkahingpit
perfectionist	perpeksiyonista
perfecto	NO TRANSLATION
perforated	nga nagkalayo
perforation	perforation
perforce	perforce
perform	himua
performance	pasundayag
performer	performer
perfume	pahumot
perfumed	pinahumotan
peri	fair
peridot	peridot
peril	katalagman
perilous	peligroso
perimeter	perimeter
period	panahon
periodic	matag panahon
periodical	matag panahon
periodically	matag karon ug unya
periodicity	periodicity
peripheral	peripheral
periphery	periphery
periscope	periskop
perish	malaglag
perishable	madunot
perished	nangamatay
perishing	pagkawala
perjury	perjury
perk	pakapin
perky	Gipangita
perm	perm
permanence	pagkapermanente
permanent	permanente
permeable	matinud-anon
permeate	nagtuhop
permeation	pagsabwag
permissible	tugutan
permission	pagtugot
permissive	matugoton
permit	pagtugot
permitted	gitugutan
permitting	pagtugot
permutation	permutasyon
pernicious	makadaut
peroxide	peroxide
perpendicular	tuldok
perpetrate	paghimo
perpetrator	ang nagbuhat
perpetual	nga walay katapusan
perpetually	walay katapusan
perpetuate	magpadayon
perpetuation	pagpadayon
perpetuity	walay katapusan
perplexed	nalibog
perplexing	makalibog
perplexity	kalibog
persecute	paglutos
persecution	paglutos
perseverance	pagkamalahutayon
persevere	molahutay
persist	magpadayon
persistence	paglahutay
persistent	padayon nga
persisting	nagpadayon
person	tawo
persona	NO TRANSLATION
personable	personable
personage	personage
personal	personal
personality	personalidad
personification	personification
personnel	mga kawani
persons	mga tawo
perspective	panglantaw
perspiration	singot
persuade	pagdani
persuasion	pagdani
persuasive	makapadani
pert	pert
pertinent	mahinungdanon
perturbation	kabangis
pertussis	pertussis
perusal	pagsusi
peruse	basaha
pervading	naglihok
perverse	hiwi
perversion	kahiwian
pervert	hiwi
perverted	hiwi
pesky	pesky
