Word	vi
pitcher	bình đựng nước
pitchfork	cái chĩa
pitfall	cạm bẫy
pith	pith
pithy	pithy
pitiful	thương tâm
pitted	đọ sức
pitter	pitter
pituitary	tuyến yên
pity	lòng thương hại
pivot	trục
pivotal	then chốt
pix	pix
pixie	pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	tiệm bánh pizza
placard	báo hiệu nguy hiểm
place	địa điểm
placebo	giả dược
placement	vị trí
placenta	nhau thai
placid	dịu dàng
placket	ván ép
plagiarism	đạo văn
plague	tai họa
plaid	kẻ sọc
plain	trơn
plainclothes	thường phục
plaintiff	nguyên đơn
plaintive	làm phiền
plan	kế hoạch
plane	máy bay
planes	máy bay
planet	hành tinh
planetarium	thiên văn
planetary	hành tinh
planets	những hành tinh
plank	tấm ván
plankton	sinh vật phù du
planned	đã lên kế hoạch
planner	người lập kế hoạch
planning	lập kế hoạch
plant	thực vật
plantation	đồn điền
planter	người trồng cây
planting	trồng cây
plaque	mảng bám
plasma	huyết tương
plaster	thạch cao
plastic	nhựa
plasticity	sự dẻo dai
plat	plat
plate	đĩa
plateau	cao nguyên
plated	mạ
platform	nền tảng
plating	mạ
platinum	bạch kim
platonic	giàu có
platoon	trung đội
platter	đĩa
plaudit	NO TRANSLATION
plausibility	sự hợp lý
plausible	đáng tin cậy
play	chơi
playa	playa
playback	phát lại
playbook	playbook
playboy	người ăn chơi
player	người chơi
playful	vui tươi
playground	sân chơi
playhouse	nhà hát
playmate	bạn cùng chơi
playoff	playoff
playpen	playpen
playroom	phòng chơi
plaything	đồ chơi
playtime	thời gian chơi
playwright	người viết kịch
plaza	plaza
plea	lời bào chữa
plead	biện hộ
pleasant	dễ chịu
pleased	vừa lòng
pleasing	làm hài lòng
pleasurable	vui vẻ
pleasure	vui lòng
pleasures	thú vui
pleat	nếp gấp
pleated	xếp li
pledge	lời hứa
pledged	cam kết
plenary	toàn thể
plentiful	dồi dào
plenty	nhiều
plenum	plenum
plethora	plethora
plexus	plexus
pliable	mềm dẻo
plication	sự giải thích
pliers	kìm
plight	hoàn cảnh
plinth	chân
plodding	plodding
plop	bẻ cong
plot	âm mưu
plough	cày
ploughed	cày
plover	plover
plow	cày
plowed	cày
plowing	cày
ploy	mưu đồ
pluck	nhổ
plucky	may mắn
plug	phích cắm
plum	mận
plumage	bộ lông
plumb	càu nhàu
plumber	thợ sửa ống nước
plumbing	ống nước
plume	lông chim
plummet	dây chì
plump	đầy đặn
plumper	thợ ống nước
plunder	cướp bóc
plunge	lao vào
plunger	pít tông
plural	số nhiều
plurality	đa số
plush	sang trọng
plutonium	plutonium
ply	ply
plywood	ván ép
pneumatic	khí nén
pneumonia	viêm phổi
poacher	kẻ săn trộm
poachers	người săn trộm
poaching	săn trộm
pocket	túi
pocketbook	túi tiền
pocketful	có túi
pod	NO TRANSLATION
podium	bục giảng
poem	bài thơ
poems	những bài thơ
poet	bài thơ
poetic	thơ mộng
poetical	thơ ca
poetics	thơ
poetry	thơ phú
pogo	pogo
poignant	sâu sắc
point	điểm
pointedly	nhọn
pointer	con trỏ
pointless	vô nghĩa
pointy	nhọn
poise	điềm tĩnh
poison	chất độc
poisoned	bị đầu độc
poisoning	ngộ độc
poisonous	độc
poke	xô
poker	xi phe
pokes	chọc
polar	cực
polarity	phân cực
pole	cây sào
polemic	thuộc về chính trị
police	cảnh sát
police officer	cảnh sat
policeman	cảnh sát viên
policewoman	nữ cảnh sát
policy	chính sách
polio	bệnh bại liệt
polish	đánh bóng
polished	đánh bóng
polite	lịch sự
politeness	lịch sự
politic	chính trị
political	chính trị
politician	chính trị gia
politics	chính trị
polity	chính trị
polka	polka
poll	thăm dò ý kiến
pollen	phấn hoa
polling	bỏ phiếu
pollute	ô nhiễm
pollution	sự ô nhiễm
polo	polo
poltergeist	người làm chủ
polyester	polyester
polygamy	đa thê
polygon	đa giác
polygonal	đa giác
polygraph	đồ họa
polymer	polyme
polymorphism	đa hình
pomp	pomp
pompous	đáng sợ
poncho	poncho
pond	ao
ponder	suy ngẫm
ponderous	nặng nề
pong	pong
pontiff	giáo hoàng
pontificate	giáo hoàng
pontoon	phao
pony	ngựa
ponytail	tóc đuôi gà
pooch	chú chó
poodle	poodle
poof	poof
pool	hồ bơi
poop	poop
poor	nghèo nàn
poorly	kém
pop	pop
popcorn	bắp rang bơ
pope	giáo hoàng
popper	popper
poppy	thuốc phiện
poppycock	Poppycock
popsicle	popsicle
popular	phổ biến
popularity	sự nổi tiếng
popularized	phổ biến
population	dân số
populous	đông dân
porcelain	đồ sứ
porch	hiên nhà
porcupine	nhím
pore	ham mê
pork	thịt heo
porker	heo thịt
porky	như heo
porn	khiêu dâm
porno	khiêu dâm
pornographic	khiêu dâm
pornography	nội dung khiêu dâm
porosity	độ xốp
porous	xốp
porridge	cháo
port	Hải cảng
portable	xách tay
portage	portage
portal	cổng thông tin
porter	người khuân vác
porterhouse	porterhouse
portfolio	danh mục đầu tư
porthole	porthole
portico	portico
portion	phần
portrait	Chân dung
portraiture	chân dung
portray	miêu tả
pose	tư thế
poser	NO TRANSLATION
posh	sang
posited	đặt ra
position	Chức vụ
positioning	định vị
positive	tích cực
positiveenergy	NO TRANSLATION
positively	tích cực
positivity	sự tích cực
posse	posse
possess	sở hữu
possessed	sở hữu
possessing	sở hữu
possession	chiếm hữu
possessive	sở hữu
possessor	người sở hữu
possibility	khả năng
possible	khả thi
possibly	có thể
possum	sở hữu
post	bài đăng
postage	bưu chính
postal	bưu điện
postcard	bưu thiếp
poster	áp phích
posterior	sau
posterity	hậu thế
posthumous	sau khi chết
postman	người phát thơ
postmortem	postmortem
postpone	hoãn lại
postponed	hoãn lại
postponement	sự hoãn lại
postscript	postscript
postulate	đề xuất
posture	tư thế
pot	nồi
potable	uống được
potassium	kali
potato	khoai tây
potatoes	Những quả khoai tây
potency	hiệu lực
potent	mạnh mẽ
potential	tiềm năng
pothead	pothead
pothole	ổ gà
potion	lọ thuốc
potluck	potluck
potpourri	potpourri
potted	trong chậu
potter	thợ gốm
pottery	đồ gốm
potty	bô
pouch	cái túi
poultry	gia cầm
pounce	pounce
pound	pao
pounding	đập
pour	NO TRANSLATION
pout	bĩu môi
pouting	bĩu môi
pouty	bĩu môi
poverty	nghèo nàn
pow	pow
powder	bột
powdered	bột
powdery	bột
power	quyền lực
powerful	quyền lực
powerfully	mạnh mẽ
powerhouse	nhà máy điện
powerless	bất lực
powwow	powwow
pox	thủy
practicable	có thể thực hành
practical	thực tế
practically	thực tế
practice	thực hành
practiced	thực hành
practise	thực hành
practitioner	học viên
pragmatic	thực dụng
prairie	đồng cỏ
praise	khen ngợi
praised	khen ngợi
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	khen ngợi
praiseworthy	đáng khen ngợi
praising	ca ngợi
prance	prance
prank	trò đùa
prawn	tôm
praxis	praxis
pray	cầu nguyện
prayer	lời cầu nguyện
prayforme	cầu nguyện
praying	cầu nguyện
praying mantis	cầu nguyện bọ ngựa
preach	thuyết giảng
preacher	thầy giảng
preaching	rao giảng
preamble	lời nói đầu
precarious	bấp bênh
precaution	phòng ngừa
precautionary	phòng ngừa
precede	đứng trước
precedence	ưu tiên
precedent	tiền lệ
preceding	trước
precept	giới luật
preceptor	thầy dạy
precession	tiền đồn
precinct	khu vực
precincts	khu vực
precious	quí
precipice	vách đá
precipitate	kết tủa
precipitation	sự kết tủa
precipitous	kết tủa
precise	tóm lược
precisely	đúng
precision	độ chính xác
preclude	ngăn cản
precocious	sớm
precursor	tiền thân
predator	động vật ăn thịt
predatory	ăn thịt
predecessor	người tiền nhiệm
predicament	tình trạng khó khăn
predicate	vị ngữ
predict	dự đoán
predictable	có thể đoán trước
predicting	dự đoán
prediction	dự đoán
predictive	dự đoán
predictor	người dự đoán
predilection	sự ưu tiên
predispose	khuynh hướng
predisposed	dễ mắc
predisposition	khuynh hướng
predominance	ưu thế
predominant	chiếm ưu thế
predominate	chiếm ưu thế
preeminent	ưu việt
preemption	tiền thưởng
preemptive	ưu tiên
preface	lời nói đầu
prefect	trưởng phòng
prefer	thích hơn
preferable	thích hợp hơn
preference	sở thích
preferential	ưu đãi
prefix	tiếp đầu ngữ
pregnancy	mang thai
pregnant	có thai
prehistoric	thời tiền sử
prejudice	định kiến
prejudiced	bị định kiến
prejudicial	thành kiến
prelim	prelim
preliminary	sơ bộ
prelude	khúc dạo đầu
premarital	tiền hôn nhân
premature	sớm
prematurely	sớm
premed	tiền y khoa
premeditated	được công bố trước
premier	thủ tướng
premiere	buổi công chiếu
premise	tiền đề
premises	cơ sở
premium	phí bảo hiểm
premonition	linh cảm
prenatal	trước khi sinh
prenuptial	prenuptial
preoccupation	sự bận tâm
preoccupied	bận tâm
prep	chuẩn bị
preparation	sự chuẩn bị
preparatory	chuẩn bị
prepare	chuẩn bị
prepared	chuẩn bị
preparedness	sự chuẩn bị
preparer	người chuẩn bị
preparing	chuẩn bị
preponderance	ưu thế
preposterous	vô lý
preppy	làm hư
prerequisite	điều kiện tiên quyết
prerogative	đặc quyền
preschool	Trường mầm non
prescient	đoán trước
prescribe	kê đơn
prescribed	quy định
prescription	đơn thuốc
prescriptive	mô tả
presence	sự hiện diện
present	hiện tại
presentable	đoan trang
presentation	trình bày
presenter	người trình bày
presentment	trình bày
presents	quà
preservation	sự bảo tồn
preservative	chất bảo quản
preserve	bảo tồn
preserved	bảo quản
preserving	bảo quản
preside	chủ trì
presidency	tổng thống
president	chủ tịch
presidential	tổng thống
press	nhấn
pressing	nhấn
pressure	sức ép
prestige	uy tín
prestigious	uy tín
presto	mau
presume	đoán trước
presumption	giả định
presumptive	giả định
presumptuous	hờ hững
presuppose	giả định trước
pretend	giả vờ
pretended	giả vờ
pretender	người giả vờ
pretending	giả vờ
pretense	giả vờ
pretensions	sự giả vờ
pretentious	kheo khoang
pretext	cớ
pretty	đẹp
pretzel	bánh quy cây
prevail	thắng thế
prevailing	Thịnh hành
prevalence	sự phổ biến
prevalent	thịnh hành
prevent	ngăn chặn
preventative	phòng ngừa
prevention	Phòng ngừa
preventive	phòng ngừa
preview	xem trước
previous	Trước
previously	trước đây
prey	con mồi
price	giá bán
priceless	vô giá
pricey	đắt tiền
prick	đâm
prickly	gai
pride	tự hào
priest	thầy tu
priestess	nữ tu sĩ
priesthood	chức tư tế
priestly	linh mục
prig	prig
prim	nghiêm trang
prima	NO TRANSLATION
primacy	tính ưu việt
primal	ban sơ
primary	sơ cấp
primate	linh trưởng
primates	linh trưởng
prime	nguyên tố
primed	sơn lót
primer	sơn lót
primeval	nguyên sinh
priming	mồi
primitive	nguyên thủy
primordial	nguyên thủy
primrose	hoa anh thảo
prince	Hoàng tử
princely	chủ yếu
princess	công chúa
principal	hiệu trưởng
principally	chủ yếu
principle	nguyên tắc
principles	Nguyên tắc
print	in
printer	máy in
printing	sự in
printout	in ra
prior	trước
prioritize	ưu tiên
priority	sự ưu tiên
priory	linh mục
prism	lăng kính
prismatic	lăng trụ
prison	nhà tù
prisoner	Tù nhân
prissy	khó tính
pristine	nguyên sơ
privacy	riêng tư
private	riêng tư
privately	riêng tư
privilege	đặc ân
privileged	đặc quyền
privy	riêng
prize	giải thưởng
prized	được đánh giá cao
pro	chuyên nghiệp
proactive	chủ động
probability	xác suất
probable	có thể xảy ra
probate	chứng thực
probation	thử việc
probationary	tập sự
probative	có nhiều điều kiện
probe	thăm dò
probing	thăm dò
probity	tính xác thực
problem	vấn đề
problematic	có vấn đề
procedural	thủ tục
procedure	thủ tục
proceed	tiến hành
proceeding	tiến hành
proceeds	tiền thu được
process	quá trình
processing	Chế biến
procession	đám rước
processor	bộ vi xử lý
proclaim	công bố
proclamation	sự công bố
procrastinate	hoản lại
procrastination	sự trì hoãn
procreate	sinh sản
procreation	sự sanh sản
proctologist	bác sĩ chuyên khoa
proctor	người kiếm tiền
procure	mua sắm
procurement	tạp vụ
prod	prod
prodigal	hoang đàng
prodigious	phi thường
prodigy	thần đồng
produce	sản xuất
produced	được sản xuất
producer	nhà sản xuất
producing	sản xuất
product	sản phẩm
production	sản xuất
productive	năng suất
productivity	năng suất
profane	bẩn thỉu
profanity	lời tục tĩu
profess	xưng
profession	chuyên nghiệp
professional	chuyên nghiệp
professionalism	tính chuyên nghiệp
professor	Giáo sư
professorship	chức giáo sư
proficiency	khả năng
proficient	thành thạo
profile	Hồ sơ
profiler	Hồ sơ
profit	lợi nhuận
profitable	có lãi
profound	thâm thúy
profuse	dồi dào
profusion	sự phong phú
prog	ăn xin
progenitor	progenitor
progeny	con cháu
prognosis	tiên lượng
prognostic	tiên lượng
program	chương trình
programme	chương trình
programmer	người lập trình
programming	lập trình
progress	phát triển
progression	sự tiến triển
progressive	cấp tiến
prohibit	cấm
prohibited	Cấm
prohibition	cấm
prohibitive	cấm
project	dự án
projectile	đạn
projectiles	đạn
projecting	chiếu
projection	sự chiếu
projector	máy chiếu
proletarian	vô sản
proletariat	vô sản
prolific	phong phú
prologue	mở đầu
prolong	kéo dài
prolongation	sự kéo dài
prolonged	kéo dài
prom	dạ hội
promenade	đi chơi
prominence	nổi bật
prominent	nổi bật
prominently	nổi bật
promiscuity	sự bừa bãi
promiscuous	lảng vảng
promise	lời hứa
promising	hứa hẹn
promissory	lời hứa
promo	quảng cáo
promontory	tiền đạo
promote	khuyến khích
promoter	người ủng hộ
promotion	khuyến mãi
promotional	quảng cáo
prompt	lời nhắc
prompting	thúc giục
promulgate	ban hành
promulgation	sự ban hành
prone	dễ bị
prong	đâm
pronounce	phát âm
pronounced	phát âm
pronouncement	tuyên bố
pronto	NO TRANSLATION
pronunciation	cách phát âm
proof	bằng chứng
prop	chống đỡ
propaganda	tuyên truyền
propagate	tuyên truyền
propagation	Lan truyền
propane	propane
propel	đẩy
propelled	được đẩy
propeller	cánh quạt
propelling	đẩy mạnh
propensity	xu hướng
proper	đúng
property	bất động sản
prophecy	lời tiên tri
prophesy	tiên tri
prophet	tiên tri
prophetic	tiên tri
prophylactic	dự phòng
prophylaxis	dự phòng
proportion	tỷ lệ
proportional	tỉ lệ
proportionate	tỉ lệ
proportions	tỷ lệ
proposal	đề nghị
propose	cầu hôn
proposition	Dự luật
proprietary	quyền sở hữu
proprietor	chủ sở hữu
proprietorship	quyền sở hữu
propriety	đắn đo
propulsion	đẩy
prose	văn xuôi
prosecute	truy tố
prosecution	truy tố
prosecutor	công tố viên
prospect	khách hàng tiềm năng
prospection	sự tìm kiếm
prospective	tương lai
prospectively	tương lai
prospector	người tìm kiếm
prospectus	bản cáo bạch
prosper	thịnh vượng
prosperity	sự phồn thịnh
prosperous	Thịnh vượng
prostate	tuyến tiền liệt
prosthetic	giả
prostitute	gái điếm
prostitution	mại dâm
prostrate	suy nhược
protagonist	nhân vật chính
protect	bảo vệ
protected	được bảo vệ
protecting	bảo vệ
protection	sự bảo vệ
protective	bảo vệ
protector	người bảo hộ
protein	chất đạm
protest	phản đối
protestant	người phản kháng
protocol	giao thức
proton	proton
prototype	nguyên mẫu
protozoa	động vật nguyên sinh
protracted	kéo dài
protrude	nhô ra
protrusion	nhô ra
proud	tự hào
prove	chứng minh
proven	chứng minh
proverb	tục ngữ
proverbial	tục ngữ
provide	cung cấp
provided	được cung cấp
providence	sự chăm sóc
provider	các nhà cung cấp
providing	cung cấp
province	tỉnh
provincial	tỉnh lỵ
provision	điều khoản
provisional	tạm
provisionally	tạm thời
provisions	quy định
proviso	điều kiện
provocation	sự khiêu khích
provocative	trêu chọc
provoke	khiêu khích
provoked	khiêu khích
provoking	khiêu khích
provost	provost
prowess	sức mạnh
prowl	đi vơ vẩn
prowler	prowler
proximal	ở gần
proximate	gần đúng
proximity	sự gần gũi
proxy	Ủy quyền
prude	thô lỗ
prudence	sự thận trọng
prudent	khôn ngoan
prune	mận
pruning	cắt tỉa
pry	nâng lên
prying	tò mò
psalm	thánh vịnh
psalms	thánh vịnh
pseudo	giả
pseudonym	bút danh
psi	psi
psoriasis	bệnh vảy nến
psych	tâm lý
psyche	tâm lý
psychedelic	ảo giác
psychiatric	tâm thần
psychiatrist	bác sĩ tâm thần
psychiatry	tâm thần học
psychic	thuộc về tâm linh
psychical	thuộc về tâm linh
psychics	tâm lý học
psycho	tâm lý
psychoanalysis	phân tâm học
