Word	hmn
monastic	zoo nkauj
monetary	nyiaj txiag
money	nyiaj
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	saib
monk	hauj sam
monkey	liab
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	kev khom nqi
monogram	monogram
monogrammed	monogrammed
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	monopolist
monopoly	monopoly
monotonous	sibtham
monotony	sibtham
monoxide	tshuaj lom
monsieur	monsieur
monsoon	monsoon
monster	dab
monstrosity	kev tsim tsa
monstrous	npau suav
montage	kev teeb tsa
monte	monte
month	lub hli
monthly	txhua hli
monument	monument
monumental	monumental
moo	moo
mooch	Mooch
mood	xav li cas
moods	Moods
moody	chim siab
moon	hli
moonbeam	lub hli
moonlight	lub hli
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	hliwalk
moor	moor
moored	moored
mooring	mooring
moorings	moorings
moorland	moorland
moose	Moose
moot	moot
mooted	mooted
mop	mop
mope	tsis pom zoo
moped	moped
moral	kev ncaj ncees
morale	morale
morality	kev ncaj ncees
morals	kev coj dawb huv
morass	morass
moratorium	moratorium
moray	moray
morbid	morbid
morbidity	morbidity
morbidness	morbidness
mores	mores
morgue	morgue
moribund	moribund
morn	morn
morning	thaum sawv ntxov
moron	moron
moronic	moronic
morose	morose
morph	morph
morphine	morphine
morphism	morphism
morphology	morphology
morrow	tag kis
morsel	morsel
mortal	mortal
mortality	lub neej no
mortar	tshuaj khib
mortgage	nqi tsev
mortgagee	nqi tsev
mortgagor	mortgagor
mortician	mortician
mortification	kev tuag
mortified	mortified
mortuary	mortuary
mosaic	mosaic
mosey	mosey
mosque	mosque
mosquito	yoov tshaj cum
moss	Moss
mossy	Mossy
mote	NO TRANSLATION
motel	motel
moth	npauj
mother	niam
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	niam tsev
motherland	motherland
motherless	motherless
motherly	niam
motif	motif
motion	tsab ntawv tsa suab
motionless	tsis txawj
motivate	mob siab ua
motivating	txhawb zog siab
motivation	sab
motivational	motivational
motive	vim li cas
motley	motley
motor	cav
motorbike	Maus taus
motorboat	cav nkoj
motorcade	motorcade
motorcar	tsheb
motorcycle	maus taus
motorist	tsav tsheb
motte	motte
mottled	mottled
motto	motto
mould	pwm
mound	Mound
mount	Mount
mountain	roob
mountaineer	Mountaineer
mountainous	mountainous
mountains	roob
mountaintop	Mountaintop
mourn	nyuaj siab
mournful	mournful
mourning	kev quaj ntsuag
mouse	nas
mousetrap	mousetrap
mousse	mousse
moustache	hwjtxwv
mousy	mousy
mouth	qhov ncauj
mouthful	qhov ncauj
mouthpiece	qhov ncauj
mouthwash	tshuaj yaug ncauj
movable	movable
move	txav
movement	zog
mover	mover
movie	yeeb yam
movies	yeeb yaj kiab
moving	tsiv
movingforward	NO TRANSLATION
movingon	kev tsiv
mow	mow
mower	mower
moxie	Moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucous
mucus	mucus
mud	av
muddle	muddle
muddled	muddled
muddy	muddy
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	mug
mugger	Mugger
mulberry	mulberry
mulch	mulch
mule	zag
mull	mull
mullet	mullet
multilateral	multilateral
multimedia	multimedia
multinational	multinational
multiple	ntau
multiple sclerosis	ntau yam sclerosis
multiplex	multiplex
multiplication	kev sib npaug
multiplicity	sib npaug
multiplied	sib tw
multiplier	hloov
multiply	multiply
multitude	multitude
mum	tsis hais lus
mumble	mumble
mumbo	mumbo
mummy	mummy
mumps	mob qog
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	kiag
municipality	municipality
mural	mural
murder	tua neeg
murderer	tua neeg
murderess	tua neeg
murderous	murderous
murky	nro
murmur	yws
muscle	leeg
muscular	npag
muse	muse
muses	muses
museum	tsev cia puav pheej
mush	NO TRANSLATION
mushroom	Mushroom
mushy	mus ib txhis
music	suab paj nruag
musical	suab paj nruas
musician	tshuab raj
musing	mob plab
musk	musk
musket	musk
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	yuav tsum
mustang	nraub qaum
mustard	mustard
muster	muster
musty	qhov tseeb
mutable	mutable
mutant	mutant
mutate	mutate
mutation	hloov
mute	ruam
muted	muted
mutilate	mutilate
mutilated	mutilated
mutilation	mutilation
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	kev sib nrig
mutually	mutually
muzzle	muzzle
myfavorite	myfavorite
myopia	myopia
myopic	myopic
myriad	myriad
mysterious	mysterious
mystery	tsis paub
mystic	mystic
mystical	mystical
mysticism	mysticism
mystified	mystified
mystique	mystique
myth	tswvyim hais ua dabneeg
mythic	mythic
mythical	mythical
mythological	mythological
mythology	mythology
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	ntsia hlau
nail gun	rab phom
naive	naive
naked	liab qab
nakedness	liab qab
namaste	NO TRANSLATION
name	npe
named	npe
nameless	nameless
namesake	sau npe
naming	npe
nana	nana
nanny	neeg laus
nanometer	nanometer
nap	pw luv
napalm	napalm
nape	nape
napkin	ntswg
napping	napping
nappy	nappy
narcissism	tshuaj lom
narcissist	narcissist
narcissistic	narcissistic
narcotic	narcotic
narrate	narrate
narration	narration
narrative	piav qhia
narrator	tus narrator
narrow	nqaim
narrowing	nqaim
nasal	qhov ntswg
nascent	nascent
nasty	siab phem
natal	tus menyuam
nation	lub teb chaws
national	teb chaws
nationality	haiv neeg
nationwide	thoob teb chaws
native	haiv neeg
nativity	yug me nyuam
natural	ntuj
natural gas	natural gas
naturalist	naturalist
naturalization	naturalization
naturalized	naturalized
naturally	ib txwm
nature	xwm
naught	tsis muaj dab tsi
naughty	tsis zoo
nausea	xeev siab
nauseate	poob siab
nauseating	nauseating
nauseous	xeev siab
nautical	nautical
nautilus	nautilus
naval	tus tub rog
nave	nave
navel	txhawm chim
navigable	navigable
navigate	navigate
navigation	navigation
navigational	navigational
navigator	tus neeg tsav tsheb
navy	rog
nay	NO TRANSLATION
nearsighted	nyob ze
neat	zoo
neatly	zoo nkauj
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	tas
necessary	tsim nyog
necessitate	yuav tsum ua
necessities	yam khoom tseem ceeb
necessity	yuav tsum muaj
neck	lub caj dab
necklace	caj dab
necktie	caj dab
necromancer	necromancer
necrosis	necrosis
nectar	nectar
need	xav tau
needalife	NO TRANSLATION
needed	xav tau
needful	xav tau
needit	NO TRANSLATION
needle	koob
needlepoint	koob txhaj tshuaj
needles	koob
needless	tsis tsim nyog
needtoknow	xav tau
needtorelax	NO TRANSLATION
needy	kev txom nyem
nefarious	nefarious
negation	negation
negative	tsis zoo
negativity	negativity
neglect	tsis quav ntsej
neglected	neglected
neglecting	neglecting
negligee	negligee
negligence	negligence
negligent	negligent
negligently	NO TRANSLATION
negligible	negligible
negotiable	negotiable
negotiate	sib tham
negotiation	kev sib cog lus
negotiator	negotiator
negro	negro
neigh	phooj ywg
neighbor	tus neeg zej zog
neighborhood	neeg zej zog
neighboring	nyob sib ze
nemesis	nemesis
neon	neon
neonatal	neonatal
neophyte	neophyte
neoprene	neoprene
nephew	tub xeeb ntxwv
nepotism	nepotism
nerd	nerd
nerdy	nerdy
nerve	hlab ntsha
nerves	qab haus huv
nervous	poob siab
nervousness	nervousness
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	caj pas
nest	zes
nestle	nestle
nestling	nestling
net	net
nether	nether
netting	netting
nettle	nettle
network	network
networking	kev sib tham
neural	neural
neuralgia	neuralgia
neurological	neurological
neurologist	neurologist
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	neuter
neutral	nruab nrab
neutrality	neutrality
neutralize	neutralize
neutron	neutron
new	tshiab
new age	tshiab hnub nyoog
newbeginnings	NO TRANSLATION
newborn	menyuam mos
newcomer	tshiab
newday	tshiab
newfound	newfound
newjob	NO TRANSLATION
newlife	lub neej tshiab
newly	tshiab
newlywed	nyuam qhuav tuaj tshiab
newme	tshiab
newness	tshiab
news	xov xwm
newscast	xov xwm
newscaster	xov xwm
newsflash	ntawv xov xwm
newsletter	ntawv xov xwm
newsman	tub ceev xwm
newspaper	ntawv xov xwm
newspaperman	ntawv tshaj tawm
newsreel	xov xwm
newsroom	xov xwm
newsstand	xov xwm
newstart	newstart
newt	newt
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nibble
nice	zoo
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	tsib xee
nickname	npe menyuam yaus
nicotine	nicotine
niece	tus ntxhais
nifty	nifty
nigger	nigger
nigh	ze
night	hmo ntuj
nightcap	hmo ntuj
nightclub	nightclub
nightfall	hmo ntuj
nightgown	hmo ntuj
nightie	hmo ntuj
nightingale	hmo ntuj
nightlife	hmo ntuj
nightly	nightly
nightmare	npau suav phem
nightmares	npau suav phem
nightstand	tsaus ntuj
nightstick	hmo ntuj
nighttime	hmo ntuj
nihilism	nihilism
nil	nil
nimble	nimble
nimrod	nimrod
nincompoop	nincompoop
nine	cuaj
nineteen	kaum cuaj xyoo
ninety	cuaj caum
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	cuaj
nip	nip
nipper	nipper
nipple	txiv mis
nippy	nippy
nitrate	nitrate
nitro	nitro
nitrogen	nitrogen
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	tsis muaj kev cia siab
no disgust	tsis muaj kev qias neeg
no emotion	tsis muaj kev xav
no sentiment	tsis muaj kev xav
no surprise	tsis muaj surprise
no trust	tsis muaj kev ntseeg siab
nobility	nobility
noble	noble
nobleman	nobleman
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nocturnal
nod	nod
nodding	nodding
node	ntawm
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	suab nrov
noisy	nrov nrov
nomad	nomad
nomadic	nomadic
nomenclature	nomenclature
nominal	nominal
nominate	nominate
nomination	nomination
nominee	nominee
nonce	nonce
nonchalant	nonchalant
noncompliance	tsis ua raws cai
nondescript	tsis paub
nonexistent	tsis muaj
nonfat	nonfat
nonfiction	tsis tseeb
nonpayment	tsis them nyiaj
nonresident	tsis nyob hauv
nonsense	dev paus
nonsensical	nonsensical
nonviolent	nonviolent
noob	noob
noodle	noodle
nook	nook
noon	tav su
noose	qhov ntswg
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	feem ntau
normal	qhov qub
normalcy	qub
normality	zoo li qub
north	sab qaum teb
northbound	sab qaum teb
northeast	northeast
northern	qaum teb
northwest	qaum teb
northwestern	qaum teb
noschool	NO TRANSLATION
nose	qhov ntswg
nosebleed	nosebleed
nosey	nosy
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	nostril
nosun	NO TRANSLATION
nosy	nosy
not negative	tsis zoo
not positive	tsis zoo
notable	tseem ceeb
notables	notables
notably	tsim nyog
notamorningperson	NO TRANSLATION
notary	notary
notation	cim
notch	nqis siab tshaj
notched	Tshajplaws
note	ceeb toom
notebook	phau ntawv
noted	sau tseg
noteworthy	nco ntsoov
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	tsis muaj dab tsi
notice	daim ntawv ceeb toom
noticeable	pom
notification	ceeb toom
notify	ceeb toom
notion	kev xav
notional	tsis muaj dab tsi
notoriety	notoriety
notorious	tsis zoo
notready	tsis tau
notwithstanding	txawm li ntawd los
nought	tsis muaj dab tsi
noun	tus
nourish	nourish
nourishment	nourishment
nouveau	NO TRANSLATION
novel	tshiab
novelist	novelist
novelty	novelty
novice	novice
nowadays	hnub no
nowork	hnub no
noworries	tam sim no
noxious	tsis zoo
nozzle	nozzle
nuance	nuance
nuances	nuances
nuclear	nuclear
nucleus	nucleus
nude	liab qab
nudge	nudge
nudie	nudie
nudist	nudist
nudity	nudity
nugget	nugget
nuisance	xeeb txob
nuke	nuke
nul	NO TRANSLATION
null	thov
nullify	nullify
numb	loog
number	tooj
numbering	naj npawb
numbers	zauv
numbness	loog
numbskull	numbskull
numeral	naj npawb
numerator	numerator
numerical	naj npawb
numerically	suav
numerous	heev heev
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	nuptials
nurse	tus neeg saib mob
nursemaid	tus neeg tu mob
nursery	chaw zov me nyuam
nursing	kev noj qab haus huv
nurture	nurture
nut	txiv ntseej
nutcase	nutcase
nutcracker	nutcracker
nuthouse	nudouse
nutmeg	nutmeg
nutrition	khoom noj khoom haus
nutritional	khoom noj khoom haus
nutritious	noj qab haus huv
nutritive	nutritive
nuts	ceev
nutshell	nutshell
nutty	nutty
nylon	nylon
nylong	NO TRANSLATION
nylons	nylons
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	oak
oar	oar
oasis	oasis
oat	oat
oath	oath
oatmeal	oatmeal
obedience	mloog lus
obedient	mloog lus
obediently	mloog lus
obelisk	obelisk
obese	rog
obesity	rog
obey	mloog lus
obi	obi
obit	obit
obituary	obituary
object	kwv
objection	tawm tsam
objectionable	objectionable
objective	lub hom phiaj
objectivity	kwv yees
obligation	khi
obligatory	obligatory
oblige	yuam kev
obliged	yuam ua haujlwm
obliging	yuam kev
obligor	tus nqi txhiv
oblique	oblique
obliterate	obliterate
obliterated	obliterated
obliteration	obliteration
oblivion	oblivion
oblivious	oblivious
oblong	oblong
obnoxious	obnoxious
oboe	oboe
obscene	poob siab
obscenity	kev qias neeg
obscure	obscure
obscured	obscured
obscurity	tsis sib haum
observance	kev ua tiav
observant	soj ntsuam
observation	kev soj ntsuam
observatory	soj ntsuam
observe	saib
observer	tus saib xyuas
observing	ua kom pom
obsess	obsess
obsessed	obsessed
obsessing	obsessing
obsession	xav xav tau
obsessive	obsessive
obsolescence	kev phem
obsolete	dhau caij nyoog
obstacle	kev khuam
obstetrician	obstetrician
obstetrics	obstetrics
obstinate	poob siab
obstruct	sib cav
obstruction	obstruction
obstructive	obstructive
obtain	tau
obtainable	tau
obtuse	obtuse
obverse	obverse
obvious	cuab kev
ocarina	ocarina
occasion	caij nyoog
occasional	nquag
occasionally	qee zaus
occipital	occipital
occlusion	cais
occult	occult
occupancy	tus kheej
occupant	tus neeg nyob
occupation	txoj hauj lwm
occupational	hauj lwm
occupied	nyob hauv
occupier	tus kheej
occupy	nyob hauv
occupying	occupying
occur	tshwm sim
occurrence	tshwm sim
ocd	ocd
ocean	dej hiav txwv
oceanic	oceanic
octagon	octagon
octave	octave
octopus	pos i hws
ocular	ocular
odd	khib
oddball	oddball
oddity	oddity
odds	txawv
ode	ode
odious	odious
odometer	odometer
odor	ntxhiab
odyssey	odyssey
oedipal	oedipal
oestrogen	tshuaj
oeuvre	NO TRANSLATION
offal	offal
offence	ua txhaum
offend	poob siab
offended	tu siab
offender	tus neeg txhaum
offense	ua txhaum
offensive	ua txhaum
offer	muab
offered	muaj
offering	xyeem
offhand	tu plaub ntug
office	chaw ua haujlwm
officer	tus tub ceev xwm
offices	chaw ua haujlwm
official	zaj
officiate	ua haujlwm
offing	tawm
offload	tshem tawm
offset	offset
offshoot	offshoot
offshore	offshore
offside	offside
offspring	zag
oft	oft
oftentimes	oftentimes
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	roj
oils	roj
oily	oily
oink	oink
ointment	ointment
okra	okra
old	laus
olden	olden
older	laus zog
oldie	qub
oldies	cov laus
olfactory	olfactory
oligarchy	oligarchy
olive	olive
omega	omega
omelet	omelet
omen	npauj npaim
omgomgomg	NO TRANSLATION
ominous	ominous
omission	omission
omit	tawm
omitted	rho tawm
omnibus	omnibus
omnipotence	omnipotence
omnipotent	omnipotent
omnipresent	omnipresent
omniscient	omniscient
onboard	onboard
oncologist	oncologist
oncology	oncology
oncoming	tab tom yuav tuaj
one	ib tug
oneday	NO TRANSLATION
onedge	onedge
onelove	onelove
oneness	oneness
onerous	onerous
oneself	tuag
ongoing	tsis tu ncua
onion	dos
onset	pib
onslaught	onslaught
onstage	onstage
ontology	ontology
onus	onus
onward	onward
onyx	nws xya
oodles	oodles
oomph	oomph
ooze	ooze
oozing	oozing
op	op
opacity	opacity
opal	opal
opaque	opaque
ope	ope
open	qhib
opener	qhib qag
opening	qhib
openly	openly
openness	qhib siab
opera	opera
operate	khiav lag luam
operatic	ua haujlwm
operation	lag luam
operational	ua haujlwm
operations	ua haujlwm
operative	ua haujlwm
operator	tus neeg teb xov tooj
ophthalmic	kev ua haujlwm
ophthalmologist	kws kho mob
opiate	opiate
opinion	lub tswv yim
opinionated	xav tau
opium	yeeb tshuaj
opponent	tus nrog sib ntaus
opportune	lub sijhawm
opportunism	opportunism
opportunity	lub sijhawm
oppose	tawm tsam
opposed	tawm tsam
opposing	tawm tsam
opposite	rov qab
opposites	opposites
opposition	txheem
oppress	oppress
oppressed	oppressed
oppression	kev tsim txom
oppressive	tsim txom
oppressor	tsim txom
ops	ops
opt	xaiv
optic	optic
optical	kho qhov muag
optics	optics
optimism	kev zoo siab
optimist	zoo
optimistic	optimistic
optimum	zoo tshaj plaws
option	kev xaiv
optional	yeem
optionally	optionally
options	xaiv
optometrist	optometrist
opulence	opulence
opulent	opulent
opus	opus
oracle	oracle
oral	qhov ncauj
orange	txiv kab ntxwv
orange juice	kua txiv kab ntxwv
orangutan	orangutan
oration	oration
orator	phais
oratory	oratory
orb	orb
orbit	orbit
orbital	orbital
orbiting	orbiting
orbs	orbs
orc	orc
orchard	orchard
orchestra	orchestra
orchid	orchid
ordained	tsa
ordeal	kev cog qoob loo
order	kev txiav txim
orderly	kom haum
ordinance	kab ke
ordinary	zoo tib yam
ordination	kev txiav txim
ordnance	ordnance
ore	ore
oregano	oregano
organ	hloov khoom nruab nrog
organic	organic
organism	kab mob
organist	kab mob
organization	koom haum
organize	npaj
organized	koom nrog
organizer	organizer
orgasm	orgasm
orgies	tsis muaj zog
orgy	khaus
orient	kev taw qhia
oriental	oriental
orientation	kev cob qhia
orifice	orifice
origami	origami
origin	keeb kwm
original	thawj
originality	originality
originate	xeeb
origination	keeb kwm
originator	tus thawj coj
ornament	daim ntawv nthuav qhia
ornamental	ornamental
ornamentation	kev ua kom zoo nkauj
ornamented	ornamented
ornate	ornate
ornery	zoo nkauj
orphan	ntsuag
orphanage	chaw tu menyuam ntsuag
orphaned	orphaned
orthodontist	orthodontist
orthodox	Orthodox
orthodoxy	kev hais lus
orthogonal	orthogonal
orthopedic	orthopedic
oscillate	oscillate
oscillating	oscillating
oscillation	oscillation
oscillatory	oscillatory
ostensible	ostensible
ostensibly	ostensibly
ostentatious	ostentatious
ostracized	ostracized
ostrich	ostrich
other	lwm yam
otter	otter
otto	otto
ottoman	ottoman
ought	yuav tsum
ounce	ounce
oust	oust
outage	kev poobsiab
outback	outback
outbid	Tshaj tawm
outboard	outboard
outbreak	tawm
outburst	ua nruj ua tsiv
outcast	outcast
outcome	qhov tshwm sim
outcry	outcry
outdated	outdated
outdo	tawm sab nraud
outdoor	sab nraum zoov
outdoors	sab nraum zoov
outer	txheej
outfit	ib pab tub rog
outgoing	ntsaws
outgrow	outgrow
outgrowth	outgrowth
outhouse	outhouse
outing	tawm
outlandish	outlandish
outlast	outlast
outlaw	outlaw
outlet	qhov hluav taws xob
outline	tus qauv qhia
outlines	ntaem
outlive	outlive
outlook	outlook
outlying	sab nrauv
outnumber	outnumber
outpatient	tuaj sab nrauv
outpost	tshaj tawm
outpouring	outpouring
output	tso zis
outrage	kev chim siab
outraged	outraged
outrageous	outrageous
outrank	outrank
outreach	nthuav tawm
outright	outright
outrun	outrun
outset	pib
outsider	sab nrauv
outskirts	sab nrauv
outsmart	outsmart
outspoken	outspoken
outstanding	zoo heev
outstretched	outstretched
outward	tawm sab nraud
outwards	outwards
outweigh	tshaj tawm
outwit	outwit
oval	oval
ovary	ovary
ovate	ovate
ovation	ovation
oven	qhov cub
overactive	overactive
overall	tag nrho
overalls	tag nrho
overbearing	overbearing
overburden	overburden
overcast	tshaj tawm
overcharged	overcharged
overcoat	kev sib tw
overcome	kov yeej
overcoming	kov yeej
overcrowded	tshaj tawm
overdo	dhau lawm
overdose	overdose
overdrive	overdrive
overdue	dhau sijhawm
overestimate	tshaj
overestimated	overestimated
overflow	txig
overflowing	xos phom
overgrown	overgrown
overgrowth	overgrowth
overhanging	tshaj tawm
