Word	yo
philanthropist	olutọju oluranlowo
philanthropy	ara ẹni
philistine	philistine
philosopher	akọye
philosophic	ogbon imọran
philosophical	ogbon imọran
philosophy	imoye
phlegm	phlegm
pho	pho
phobia	phobia
phoenix	phoenix
phone	foonu
phonetic	didan
phonetics	Awọn ohun elo
phonics	phonics
phonograph	phonograph
phonology	phonology
phony	phony
phooey	phooey
phosphate	fosifeti
phosphor	irawọ owurọ
phosphorus	irawọ owurọ
photo	aworan
photogenic	photogenic
photograph	aworan
photographer	fotogirafa
photographic	aworan
photography	fọtoyiya
photometry	photometry
photon	photon
phrase	gbolohun ọrọ
phraseology	gbolohun ọrọ
phylogeny	phylogeny
physical	ti ara
physical therapist	alaisan itọju ara
physician	ologun
physicist	physikist
physics	fisiksi
physiological	ti ẹkọ iṣe ti ẹkọ-ara
physiology	fisioloji
physique	ara
pi	pi
pianist	pianist
piano	Duro
piazza	piazza
piccolo	NO TRANSLATION
pick	mu
picked	ti mu
picker	oluwa
picket	picket
picketing	idẹ
pickle	pickle
pickled	pickled
pickpocket	pickpocket
pickup	agbẹru
picky	picky
picnic	pikiniki
pictorial	pictorial
picture	aworan
pictures	awọn aworan
picturesque	aworan aworan
pie	paii
piece	nkan
piecemeal	ohun elo
pieceofshit	nkanofshit
pied	ẹsẹ
pier	Pọn
pierce	igun
piety	ẹsin
pig	ẹlẹdẹ
pigeon	ẹiyẹle
piggy	piggy
piggyback	piggyback
pigheaded	ẹlẹdẹ
piglet	piglet
pigment	pigment
pigskin	pigskin
pigsty	ẹlẹdẹ
pike	Pọn
pile	opoplopo
piles	Awọn batiri
pileup	Kóra jọ
pilgrim	pilgrim
pilgrimage	ajo mimọ
pill	egbogi
pillage	ipalara
pillar	ọwọn
pillbox	pillbox
pillow	irọri
pillowcase	pillowcase
pilot	awaoko
pimp	pimp
pimple	pimple
pin	PIN
pinball	pinball
pinch	fun pọ
pinching	pinching
pine	Pine
pineapple	ope oyinbo
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	pinion
pink	Pink
pinkie	Pinkie
pinnacle	Ọpẹ
pinot	pinot
pinpoint	pinpoint
pint	pint
pinto	pinto
pinup	lẹ mọ nkan
pioneer	aṣáájú-ọnà
pious	olooot]
pip	pip
pipe	pipe
piped	piped
pipeline	opo gigun
piper	piper
pipette	pipette
piping	Piping
pipsqueak	pipsqueak
pique	pique
piracy	iparun
piranha	piranha
pirate	Pirate
piscina	NO TRANSLATION
piss	Piss
pissed	binu
pissedoff	inu bibi
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	pissoff
pistachio	pistachio
pistol	ibon
piston	piston
pit	ọfin
pita	Pita
pitch	ipolowo
pitcher	bọọlu
pitchfork	ipilẹ
pitfall	pitfall
pith	pith
pithy	pithy
pitiful	alaafia
pitted	ti o ṣẹgun
pitter	faramọ
pituitary	pituitary
pity	aanu
pivot	pivot
pivotal	pataki
pix	pix
pixie	pixie
pizza	Pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	kaadi iranti
place	ibi
placebo	ibi-ibi
placement	ibi-iṣowo
placenta	pipẹ
placid	placid
placket	placket
plagiarism	iyọọda
plague	ìyọnu
plaid	plaid
plain	gbangba
plainclothes	awọn aṣọ wiwọ
plaintiff	olufisẹ
plaintive	alaye gbangba
plan	ètò
plane	ofurufu
planes	awọn ọkọ ofurufu
planet	aye
planetarium	ile-aye
planetary	aye
planets	awọn aye aye
plank	plank
plankton	plankton
planned	ngbero
planner	alakoso
planning	igbimọ
plant	ohun ọgbin
plantation	oko oko
planter	gbin
planting	gbingbin
plaque	aami iranti
plasma	pilasima
plaster	pilasita
plastic	ṣiṣu
plasticity	ṣiṣu
plat	Fọọmu
plate	awo
plateau	Plateau
plated	palara
platform	Syeed
plating	gbigbe
platinum	Pilatnomu
platonic	platonic
platoon	Ija
platter	alapin
plaudit	NO TRANSLATION
plausibility	iyasi
plausible	o ṣeeṣe
play	play
playa	playa
playback	playback
playbook	playbook
playboy	playboy
player	ẹrọ orin
playful	playful
playground	ibi-idaraya
playhouse	playhouse
playmate	playmate
playoff	ikose ere
playpen	apẹrẹ
playroom	yara-ṣiṣe
plaything	plaything
playtime	ere idaraya
playwright	playwright
plaza	Ijaba
plea	ẹbẹ
plead	bẹbẹ
pleasant	dídùn
pleased	dun
pleasing	tayọ
pleasurable	itura
pleasure	idunnu
pleasures	awọn igbadun
pleat	ẹbẹ
pleated	ti pari
pledge	ògo
pledged	ileri
plenary	apero
plentiful	ti o ni ọpọlọpọ
plenty	opolopo
plenum	Pupọ
plethora	plethora
plexus	plexus
pliable	pliable
plication	plication
pliers	apọnla
plight	ipo
plinth	ẹda
plodding	plodding
plop	plop
plot	ipilẹ
plough	ṣagbe
ploughed	plowed
plover	Plover
plow	ṣagbe
plowed	plowed
plowing	ṣagbe
ploy	ploy
pluck	o fa
plucky	Ija
plug	plug
plum	Pupa buulu toṣokunkun
plumage	amọjade
plumb	plumb
plumber	plumber
plumbing	ọlọpa
plume	pupa
plummet	plummet
plump	plump
plumper	plumper
plunder	ikogun
plunge	wọpọ
plunger	papọ
plural	ọpọ
plurality	ọpọ
plush	Plush
plutonium	plutonium
ply	ply
plywood	itẹnu
pneumatic	pneumatic
pneumonia	Pneumonia
poacher	poacher
poachers	poachers
poaching	poaching
pocket	apo
pocketbook	pocketbook
pocketful	pocketful
pod	NO TRANSLATION
podium	alabọde
poem	Ewi
poems	awọn ewi
poet	Akewi
poetic	akọrin
poetical	poetical
poetics	awọn ewi
poetry	ewi
pogo	pogo
poignant	poignant
point	ojuami
pointedly	nitootọ
pointer	ijuboluwole
pointless	pointless
pointy	pointy
poise	poise
poison	majele
poisoned	ti oloro
poisoning	ti oloro
poisonous	loro
poke	poke
poker	ere poka
pokes	pokes
polar	pola
polarity	polarity
pole	polu
polemic	polu
police	olopa
police officer	Olopa
policeman	olopa
policewoman	olopa obinrin
policy	eto imulo
polio	roparose
polish	olopa
polished	didan
polite	iwa rere
politeness	politeness
politic	oloselu
political	iselu
politician	oloselu
politics	oselu
polity	polity
polka	polka
poll	iboro
pollen	eruku adodo
polling	idibo
pollute	ibajẹ
pollution	idoti
polo	Polo
poltergeist	poltergeist
polyester	polyester
polygamy	ilobirin pupọ
polygon	polygon
polygonal	polygonal
polygraph	polygraph
polymer	polima
polymorphism	polymorphism
pomp	pomp
pompous	pompous
poncho	poncho
pond	omi ikudu
ponder	iṣaro
ponderous	ponderous
pong	Pong
pontiff	pontiff
pontificate	pontificate
pontoon	pontoon
pony	pony
ponytail	apọju
pooch	pooch
poodle	poodle
poof	poof
pool	adagun
poop	igbẹ
poor	talaka
poorly	ibi
pop	agbejade
popcorn	Ṣe agbado
pope	Pope
popper	popper
poppy	poppy
poppycock	poppycock
popsicle	popsicle
popular	gbajumo
popularity	gbaye-gbale
popularized	popularized
population	olugbe
populous	populous
porcelain	tanganran
porch	iloro
porcupine	ẹlẹdẹ
pore	pore
pork	elede
porker	ẹlẹdẹ
porky	porky
porn	onihoho
porno	apanilaya
pornographic	iwaniwo
pornography	aworan iwokuwo
porosity	porosity
porous	la kọja
porridge	porridge
port	ibudo
portable	šiše
portage	portage
portal	ẹnu-ọna
porter	oluṣọ
porterhouse	ile-iṣẹ
portfolio	portfolio
porthole	porthole
portico	Portico
portion	ipin
portrait	aworan
portraiture	aworan
portray	fihan
pose	duro
poser	NO TRANSLATION
posh	posh
posited	farahan
position	ipo
positioning	ipo aye
positive	rere
positiveenergy	NO TRANSLATION
positively	daadaa
positivity	positivity
posse	Pupo
possess	gba
possessed	ti gba
possessing	nini
possession	ohun ini
possessive	nini
possessor	oluwa
possibility	seese
possible	ṣeeṣe
possibly	ṣeeṣe
possum	jẹ
post	ifiweranṣẹ
postage	owo ifiweranṣẹ
postal	ifiweranse
postcard	kaadi ifiweranṣẹ
poster	panini
posterior	panini
posterity	posterity
posthumous	posthumous
postman	oniṣẹ ifiweranṣẹ
postmortem	postmortem
postpone	postpone
postponed	sun siwaju
postponement	postponement
postscript	postscript
postulate	firanṣẹ
posture	ipolowo
pot	ikoko
potable	ti o ṣee ṣe
potassium	potasiomu
potato	ọdunkun
potatoes	poteto
potency	agbara
potent	agbara
potential	o pọju
pothead	pothead
pothole	pothole
potion	potion
potluck	potluck
potpourri	potpourri
potted	potted
potter	potter
pottery	ikoko
potty	potty
pouch	apo kekere
poultry	adie
pounce	pounce
pound	iwon
pounding	pounding
pour	NO TRANSLATION
pout	pout
pouting	pe
pouty	pouty
poverty	osi
pow	agbara
powder	lulú
powdered	powdered
powdery	powdery
power	agbara
powerful	lagbara
powerfully	agbara
powerhouse	powerhouse
powerless	laisi agbara
powwow	powwow
pox	pox
practicable	ṣeeṣe
practical	ilowo
practically	O ṣeeṣe
practice	iwa
practiced	ti a ṣe
practise	iwa
practitioner	oṣiṣẹ
pragmatic	pragmatic
prairie	Pupọ
praise	iyin
praised	yìn
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	iyin
praiseworthy	iyìn
praising	iyin
prance	ọran
prank	prank
prawn	prawn
praxis	iṣẹ
pray	gbadura
prayer	adura
prayforme	gbadura fun mi
praying	n gbadura
praying mantis	ngbadura mantis
preach	wàásù
preacher	oniwaasu
preaching	waasu
preamble	asọtẹlẹ
precarious	o buru
precaution	ailewu
precautionary	precautionary
precede	tẹlẹ
precedence	iṣaaju
precedent	iṣaaju
preceding	awọn ipinnu
precept	ilana
preceptor	oludasile
precession	ipadasẹhin
precinct	agbegbe
precincts	awọn agbegbe
precious	iyebiye
precipice	aṣoju
precipitate	iṣowo
precipitation	ojuturo
precipitous	precipitous
precise	kede
precisely	gangan
precision	kede
preclude	farahan
precocious	alaafia
precursor	ṣaaju
predator	Apanirun
predatory	predatory
predecessor	aṣaaju
predicament	asọtẹlẹ
predicate	asọtẹlẹ
predict	asọtẹlẹ
predictable	asọtẹlẹ
predicting	asọtẹlẹ
prediction	asọtẹlẹ
predictive	asọtẹlẹ
predictor	asọtẹlẹ
predilection	isodileto
predispose	predispose
predisposed	predisposed
predisposition	predisposition
predominance	predominance
predominant	Pupọ
predominate	Pupọ
preeminent	akọkọ
preemption	preemption
preemptive	preemptive
preface	oro Akoso
prefect	prefect
prefer	fẹ
preferable	o dara julọ
preference	ààyò
preferential	iṣowo
prefix	aṣaaju
pregnancy	oyun
pregnant	aboyun
prehistoric	prehistoric
prejudice	ikorira
prejudiced	ikorira
prejudicial	ẹtan
prelim	prelim
preliminary	alakoko
prelude	prelude
premarital	akọkọ
premature	ti tọjọ
prematurely	laiṣe
premed	iṣaaju
premeditated	premeditated
premier	ọjọ
premiere	afihan
premise	ayika
premises	agbegbe ile
premium	Ere
premonition	iṣalaye
prenatal	prenatal
prenuptial	prenuptial
preoccupation	išeduro
preoccupied	ti ṣaju
prep	Prep
preparation	igbaradi
preparatory	igbaradi
prepare	mura sile
prepared	pese sile
preparedness	preparedness
preparer	o šetan
preparing	ngbaradi
preponderance	ijaniloju
preposterous	aṣiṣe
preppy	preppy
prerequisite	pataki ṣaaju
prerogative	prerogative
preschool	egungun
prescient	o fẹrẹ
prescribe	pawe
prescribed	ilana
prescription	igbasilẹ
prescriptive	ti o ṣe alaye
presence	niwaju
present	bayi
presentable	ṣe afihan
presentation	igbejade
presenter	olukọni
presentment	fifihan
presents	iloju
preservation	itoju
preservative	aṣoju
preserve	pa itoju
preserved	pa
preserving	toju
preside	aṣoju
presidency	Aare
president	Aare
presidential	ajodun
press	tẹ
pressing	titẹ
pressure	titẹ
prestige	ti o niyi
prestigious	olokiki
presto	akọkọ
presume	ipaniyan
presumption	ipaniyan
presumptive	ti o ni idaniloju
presumptuous	ipaniyan
presuppose	presuppose
pretend	dibọn
pretended	ṣe bi ẹnipe
pretender	ẹni ti o ṣe e
pretending	n di ara
pretense	aṣiṣe
pretensions	awọn amugbooro
pretentious	ẹtan
pretext	pretext
pretty	lẹwa
pretzel	pretzel
prevail	bori
prevailing	ti nmulẹ
prevalence	iwa ibajẹ
prevalent	wọpọ
prevent	dena
preventative	idena
prevention	idena
preventive	gbèndéke
preview	awotẹlẹ
previous	išaaju
previously	tẹlẹ
prey	ijoko
price	owo
priceless	iye owo
pricey	iye owo
prick	prick
prickly	prickly
pride	igberaga
priest	alufa
priestess	alufa
priesthood	alufaa
priestly	alufa
prig	prig
prim	ipilẹ
prima	NO TRANSLATION
primacy	primacy
primal	akọkọ
primary	akọkọ
primate	primate
primates	primates
prime	nomba
primed	primed
primer	alakoko
primeval	akọkọ
priming	alakoko
primitive	awọn alailẹgbẹ
primordial	akọkọ
primrose	primrose
prince	ọmọ alade
princely	ọmọ ọba
princess	Ọmọ-binrin ọba
principal	akọkọ
principally	akọkọ
principle	opo
principles	awọn agbekale
print	tẹjade
printer	itẹwe
printing	titẹ sita
printout	tẹ jade
prior	ṣaaju
prioritize	prioritize
priority	ni ayo
priory	akọkọ
prism	prism
prismatic	prismatic
prison	tubu
prisoner	ẹlẹwọn
prissy	prissy
pristine	Pristine
privacy	ìpamọ
private	ikọkọ
privately	ni aladani
privilege	àǹfààní
privileged	anfani
privy	privy
prize	joju
prized	prized
pro	pro
proactive	aṣiṣe
probability	iṣeeṣe
probable	o ṣeeṣe
probate	ijabọ
probation	igbawọṣẹ
probationary	aṣoju-aṣoju
probative	aṣiṣe
probe	ibere
probing	probing
probity	ijigbọn
problem	isoro
problematic	iṣoro
procedural	Ilana
procedure	ilana ilana
proceed	tẹsiwaju
proceeding	ti nlọsiwaju
proceeds	ere
process	ilana
processing	processing
procession	ilọsiwaju
processor	isise
proclaim	kede
proclamation	Ikede
procrastinate	procrastinate
procrastination	iṣeduro
procreate	fifẹ
procreation	procreation
proctologist	onisegun
proctor	proctor
procure	procure
procurement	ipese
prod	prod
prodigal	prodigal
prodigious	prodigious
prodigy	prodigy
produce	mu jade
produced	ṣe
producer	o nse
producing	producing
product	ọja
production	gbóògì
productive	productive
productivity	iṣẹ-ṣiṣe
profane	ibajẹ
profanity	aṣiwere
profess	ọjọgbọn
profession	iṣẹ-iṣẹ
professional	ọjọgbọn
professionalism	ọjọgbọn
professor	Ojogbon
professorship	Ojogbon
proficiency	pipe
proficient	ọlọgbọn
profile	profaili
profiler	aṣoju
profit	èrè
profitable	ni anfani
profound	gidi
profuse	asan
profusion	iṣiro
prog	prog
progenitor	aṣaju
progeny	progeny
prognosis	asọtẹlẹ
prognostic	aisan
program	eto
programme	eto
programmer	olupin isẹ
programming	siseto
progress	ilọsiwaju
progression	ilosiwaju
progressive	onitẹsiwaju
prohibit	fàyègba
prohibited	ti ko gba laaye
prohibition	idinamọ
prohibitive	prohibitive
project	iṣẹ akanṣe
projectile	projectile
projectiles	projectiles
projecting	siseto
projection	ilana
projector	apẹrẹ
proletarian	proletarian
proletariat	proletariat
prolific	prolific
prologue	prologue
prolong	pẹ
prolongation	igbesoke
prolonged	pẹ
prom	ileri
promenade	ile-irin ajo
prominence	ọlá
prominent	akosile
prominently	pataki
promiscuity	iwa ibajẹ
promiscuous	ileri
promise	ileri
promising	ileri
promissory	ileri
promo	promo
promontory	promontory
promote	igbelaruge
promoter	olugbeleke
promotion	igbega
promotional	ipolongo
prompt	kiakia
prompting	tẹnumọ
promulgate	ileri
promulgation	Ikede
prone	alaafia
prong	isọ
pronounce	sọ pe
pronounced	ti o pe
pronouncement	ọrọ ifarahan
pronto	NO TRANSLATION
pronunciation	pronunciation
proof	ẹri
prop	prop
propaganda	ẹtan
propagate	elesin
propagation	ilọsiwaju
propane	propane
propel	propel
propelled	ti ṣe itumọ
propeller	ti o wa
propelling	titọsẹ
propensity	titọ
proper	dara
property	ohun ini
prophecy	asọtẹlẹ
prophesy	sọtẹlẹ
prophet	woli
prophetic	asotele
prophylactic	prophylactic
prophylaxis	prophylaxis
proportion	o yẹ
proportional	ti o yẹ
proportionate	o yẹ
proportions	ti yẹ
proposal	imọran
propose	gbero
proposition	igbero
proprietary	ọwọn
proprietor	oluwa
proprietorship	igbimọ
propriety	ti o dara
propulsion	igbelaruge
prose	tẹsiwaju
prosecute	gbejọ
prosecution	ibanirojọ
prosecutor	apanirojọ
prospect	afojusọna
prospection	atẹyẹwo
prospective	ti o yẹ
prospectively	prospectively
prospector	afojusọna
prospectus	apero
prosper	ilosiwaju
prosperity	aṣeyọri
prosperous	busi
prostate	prostate
prosthetic	panṣaga
prostitute	panṣaga
prostitution	panṣaga
prostrate	tẹriba
protagonist	protagonist
protect	dabobo
protected	idabobo
protecting	aabo
protection	Idaabobo
protective	aabo
protector	Olugbeja
protein	amuaradagba
protest	protest
protestant	alatẹnumọ
protocol	Ilana
proton	proton
prototype	Afọwọkọ
protozoa	protozoa
protracted	aṣiṣe
protrude	protrude
protrusion	protrusion
proud	gberaga
prove	jẹrisi
proven	Fihan
proverb	owe
proverbial	aṣiṣe
provide	pese
provided	pese
providence	ipese
provider	olupese
providing	pese
province	igberiko
provincial	ti agbegbe
provision	ipese
provisional	ipese
provisionally	ni asiko
provisions	Awọn ipese
proviso	proviso
provocation	imunibinu
provocative	ibanuje
provoke	muu
provoked	ti o binu
provoking	si tako
provost	provost
prowess	prowess
prowl	prowl
prowler	prowler
proximal	proximal
proximate	sunmọtosi
proximity	isunmọtosi
proxy	aṣoju
prude	prude
prudence	ọgbọn
prudent	ọlọgbọn
prune	piruni
pruning	pruning
pry	Pry
prying	prying
psalm	Orin
psalms	psalmu
pseudo	aṣiṣe
pseudonym	pseudonym
psi	psi
psoriasis	psoriasis
psych	ariran
psyche	psyche
psychedelic	psychedelic
psychiatric	psychiatric
psychiatrist	psychiatrist
psychiatry	psychiatry
psychic	ariran
psychical	psychical
psychics	psychics
psycho	àkóbá
psychoanalysis	àkóbá-ara
psychoanalyst	psychoanalyst
psychobabble	psychobabble
psychological	àkóbá
psychologist	onisẹpọ ọkan
psychology	oroinuokan
psychopath	psychopath
psychopathic	psychopathic
psychosis	psychosis
psychosomatic	imudaniloju
psychotherapy	psychotherapy
psychotic	akikanju
pterodactyl	pterodactyl
ptsd	ptsd
pub	bujade
puberty	alade
pubes	pubes
pubescent	pubescent
pubic	pubic
public	gbangba
publication	atejade
publicist	onisowo
publicity	ipolongo
publicly	ni gbangba
publicspeaking	NO TRANSLATION
publish	jade
published	atejade
publisher	akede
publishing	tejade
puck	puck
pucker	Pupọ
pudding	pudding
puddle	puddle
pudgy	pudgy
puff	alara
puffing	ti o nira
puffy	alara
pug	pug
puke	iwe
pull	Fa
pulley	pulley
pullover	ya ki o si duro
pulmonary	ẹdọforo
pulp	ti ko nira
pulpit	pulpit
pulsar	pulsar
pulsation	isọjade
pulse	Isakoso
puma	Puma
pump	fifa soke
pumped	ti fa soke
pumpkin	elegede
pun	NO TRANSLATION
punch	Punch
punched	ti o ni
punching	Pọnku
punchy	punchy
punctual	punctual
punctuality	ilopọ
punctually	punctually
punctuation	ifamisi
puncture	Ilọsiwaju
pundit	pundit
pungent	Pungent
punish	ijiya
punishable	punishable
punished	ijiya
punishing	ijiya
punishment	ijiya
punitive	punitive
punk	Punch
punt	ọwọn
puny	puny
pup	pup
pupil	akẹẹkọ
puppet	puppet
puppeteer	puppeteer
puppy	puppy
purchase	ra
purchaser	onibara
purchasing	rira
pure	funfun
purebliss	NO TRANSLATION
puree	puree
purely	laisi
purgatory	purgatory
purge	purge
purification	mimoto
purify	wẹ wẹ
purist	purist
purity	ti nw
purple	eleyi ti
purport	ṣe alaye
purpose	idi
purposely	purposely
purr	purr
purring	purring
purse	apamọwọ
pursuance	ọpẹ
pursue	lepa
pursuing	lepa
pursuit	ifojusi
purveyor	purveyor
purview	purview
pus	pus
push	Ti
pusher	titari
pushing	titari si
pushover	pushover
pushy	titari
puss	Puss
pussy	ọpa
pussycat	pussycat
put	fi
putative	putative
putrid	putrid
puts	yoo mu
putt	putt
putter	apẹrẹ
putty	putty
puzzle	adojuru
puzzled	iṣoro
puzzling	iṣoro
pygmy	pygmy
pylon	pylon
pyramid	pyramid
pyramidal	pyramidal
pyrotechnics	pyrotechnics
python	Python
quack	quack
quad	Quad
quadrangle	quadrangle
quadrant	mimu
quadratic	fifọ
quadrature	quadrature
quadruple	quadruple
quadrupole	quadrupole
quagmire	ile eegun
quail	quail
quaint	quaint
quake	ile ijigijigi
qualifications	awọn afijẹẹri
qualified	oṣiṣẹ
qualify	ṣe deede
qualifying	iyege
qualities	awọn agbara
quality	didara
quandary	idẹruba
quantify	n ṣalaye
quantitative	iye pipo
quantitatively	ni iwọn
quantity	Opoiye
quantum	titobi
quarantine	ti faramọ
quarrel	ija
quarry	quarry
quart	quart
quarter	mẹẹdogun
quarterback	quarterback
quartered	quartered
quarterly	mẹẹdogun
quartermaster	olutọju ile-iṣẹ
quarters	merin
quartet	quartet
quartile	quartile
quarto	NO TRANSLATION
quartz	quartz
quash	fifuyẹ
quasi	feresi
quaternary	quaternary
quay	NO TRANSLATION
queasiness	ibanujẹ
queasy	irora
queen	ayaba
queer	Queer
quell	ti yo
quench	mimu
query	ìbéèrè
quest	ibere
question	ibeere
questionable	ti o jẹ alaiyesi
questioning	bibeere
questionnaire	ibeere ibeere
queue	isinyin
queues	NO TRANSLATION
