Word	ko
picky	까다 롭다
picnic	피크닉
pictorial	화보
picture	그림
pictures	영화
picturesque	그림 같은
pie	파이
piece	조각
piecemeal	조금씩
pieceofshit	조각
pied	얼룩덜룩 한
pier	교각
pierce	내뚫다
piety	경건
pig	돼지
pigeon	비둘기
piggy	새끼 돼지
piggyback	피기 백
pigheaded	고집 센
piglet	새끼 돼지
pigment	그림 물감
pigskin	안장
pigsty	pigsty
pike	단창
pile	말뚝
piles	말뚝
pileup	쌓다
pilgrim	순례자
pilgrimage	순례 여행
pill	알약
pillage	약탈
pillar	기둥
pillbox	필 박스
pillow	베개
pillowcase	베갯잇
pilot	조종사
pimp	뚜쟁이
pimple	여드름
pin	핀
pinball	핀볼
pinch	꼬집기
pinching	끼다
pine	소나무
pineapple	파인애플
ping	핑
pinhead	바보
pinhole	핀 홀
pinion	날개
pink	담홍색
pinkie	새끼
pinnacle	작은 첨탑
pinot	피노 누아
pinpoint	핀 끝
pint	파인트
pinto	얼룩말
pinup	핀업
pioneer	개척자
pious	경건한
pip	씨
pipe	파이프
piped	배관의
pipeline	관로
piper	피리 부는 사람
pipette	피펫
piping	관
pipsqueak	깍
pique	돋우다
piracy	불법 복제
piranha	피라냐
pirate	해적
piscina	NO TRANSLATION
piss	소변
pissed	성난
pissedoff	열망하는
pisser	NO TRANSLATION
pissesmeoff	열망하는
pissingmeoff	짜증나게 군다
pissoff	화나게
pistachio	피스타치오
pistol	권총
piston	피스톤
pit	피트
pita	피타
pitch	피치
pitcher	피처
pitchfork	긁어 올리다
pitfall	함정
pith	목수
pithy	속이 있는
pitiful	불쌍한
pitted	움푹 들어가게 한
pitter	핏터
pituitary	뇌하수체
pity	동정
pivot	피벗
pivotal	추축 같은
pix	pix
pixie	픽시
pizza	피자
pizzazz	피자 즈
pizzeria	피자 가게
placard	방
place	장소
placebo	위약
placement	놓기
placenta	태반
placid	온화한
placket	깃털
plagiarism	표절
plague	역병
plaid	격자 무늬의
plain	평원
plainclothes	평범한 옷
plaintiff	원고
plaintive	슬픈 듯한
plan	계획
plane	평면
planes	비행기
planet	행성
planetarium	별자리 투영기
planetary	지구의
planets	행성
plank	널빤지
plankton	플랑크톤
planned	계획 한
planner	입안자
planning	계획
plant	식물
plantation	농원
planter	파종기
planting	심기
plaque	액자
plasma	혈장
plaster	벽토
plastic	플라스틱
plasticity	소성
plat	작은 지면
plate	플레이트
plateau	고원
plated	도금 된
platform	플랫폼
plating	도금
platinum	백금
platonic	플라톤의
platoon	소대
platter	플래터
plaudit	NO TRANSLATION
plausibility	타당성
plausible	그럴듯한
play	놀이
playa	플라 야
playback	재생
playbook	놀이터
playboy	놀러 다니는 청년
player	플레이어
playful	장난이 심하다
playground	운동장
playhouse	극장
playmate	놀이 친구
playoff	플레이 오프
playpen	놀다
playroom	놀이방
plaything	장난감
playtime	노는 시간
playwright	극작가
plaza	큰 광장
plea	항변
plead	탄원하다
pleasant	쾌적한
pleased	기쁘게 생각한
pleasing	유쾌한
pleasurable	즐거운
pleasure	낙
pleasures	즐거움
pleat	주름을 잡다
pleated	주름 잡힌
pledge	서약
pledged	서약 한
plenary	완전한
plentiful	풍성한
plenty	많은
plenum	충분한
plethora	과다
plexus	총
pliable	휘기 쉬운
plication	습곡
pliers	펜치
plight	상태
plinth	주각
plodding	넘겨주기
plop	부풀다
plot	음모
plough	쟁기
ploughed	쟁기질 한
plover	후두둑
plow	쟁기
plowed	쟁기질 한
plowing	쟁기질
ploy	일
pluck	당기기
plucky	유쾌한
plug	플러그
plum	자두
plumage	깃털
plumb	추
plumber	배관공
plumbing	연관
plume	깃털
plummet	떨어지다
plump	쿵
plumper	플럼 퍼
plunder	약탈
plunge	돌진
plunger	플런저
plural	복수형
plurality	복수
plush	봉제 인
plutonium	플루토늄
ply	주름
plywood	합판
pneumatic	영적인
pneumonia	폐렴
poacher	수란짜
poachers	밀렵꾼들
poaching	밀렵
pocket	포켓
pocketbook	수첩
pocketful	포켓 하나 가득
pod	NO TRANSLATION
podium	지휘대
poem	시
poems	시
poet	시인
poetic	시적인
poetical	시적 인
poetics	시학
poetry	시
pogo	포고
poignant	신랄한
point	포인트
pointedly	뾰족하게
pointer	바늘
pointless	무의미한
pointy	뾰족한
poise	평정
poison	독
poisoned	중독 된
poisoning	중독
poisonous	유해한
poke	찌름
poker	포커
pokes	찌르다
polar	극선
polarity	극성
pole	폴
polemic	논쟁
police	경찰
police officer	경찰관
policeman	경관
policewoman	경찰
policy	정책
polio	소아마비
polish	광택
polished	우아한
polite	공손한
politeness	공손
politic	적절한
political	주재관
politician	정치가
politics	정치
polity	정치 형태
polka	폴카
poll	투표
pollen	화분
polling	투표
pollute	오염시키다
pollution	타락
polo	폴로
poltergeist	간호사
polyester	폴리 에스테르
polygamy	일부 다처제
polygon	다각형
polygonal	다각형의
polygraph	등사
polymer	중합체
polymorphism	다형성
pomp	화려하다
pompous	화려한
poncho	판초
pond	못
ponder	숙고하다
ponderous	매우 무거운
pong	탁구
pontiff	제사장
pontificate	교황청의
pontoon	철주
pony	조랑말
ponytail	포니 테일
pooch	개
poodle	푸들
poof	어리 석다
pool	풀
poop	고물
poor	가난한
poorly	신통치 않게
pop	팝
popcorn	팝콘
pope	로마 교황
popper	포퍼
poppy	양귀비
poppycock	어리석은 이야기
popsicle	아이스크림
popular	인기 있는
popularity	인기
popularized	대중화 된
population	인구
populous	인구가 많은
porcelain	도자기
porch	현관
porcupine	호저
pore	기공
pork	돼지 고기
porker	마개를하는 사람
porky	돼지 같은
porn	포르노
porno	포르노
pornographic	포르노
pornography	춘화
porosity	다공성
porous	다공성의
porridge	오트밀 죽
port	포트
portable	가지고 다닐 수 있는
portage	운반
portal	문
porter	문지기
porterhouse	술집
portfolio	포트폴리오
porthole	현창
portico	포르 티코
portion	일부
portrait	초상화
portraiture	초상화
portray	그리다
pose	자세
poser	NO TRANSLATION
posh	우아한
posited	긍정의
position	위치
positioning	포지셔닝
positive	양
positiveenergy	NO TRANSLATION
positively	전적으로
positivity	양성
posse	일대
possess	붙잡다
possessed	소유 한
possessing	소유
possession	소유
possessive	소유욕있는
possessor	소유주
possibility	가능성
possible	가능한
possibly	혹시
possum	주머니쥐
post	게시하다
postage	우편 요금
postal	우편 엽서
postcard	엽서
poster	포스터
posterior	후부
posterity	후세
posthumous	사후의
postman	우편 집배원
postmortem	검시
postpone	연기하다
postponed	연기 된
postponement	연기
postscript	추신
postulate	가정
posture	자세
pot	냄비
potable	음료수
potassium	칼륨
potato	감자
potatoes	감자들
potency	힘
potent	유력한
potential	가능성
pothead	화분
pothole	움푹 들어간 곳
potion	물약
potluck	냄비
potpourri	포푸리
potted	화분에 심은
potter	도공
pottery	도기류
potty	유아용 변기
pouch	작은 주머니
poultry	가금류
pounce	급습
pound	파운드
pounding	두근 거리는
pour	NO TRANSLATION
pout	입을 삐죽 내밀기
pouting	삐걱 거리는 소리
pouty	음탕 한
poverty	가난
pow	힘
powder	가루
powdered	가루의
powdery	가루가 많은
power	힘
powerful	강한
powerfully	강력하게
powerhouse	발전소
powerless	무력한
powwow	주술사
pox	수두
practicable	실행할 수 있는
practical	실용적인
practically	거의
practice	연습
practiced	연습 한
practise	연습
practitioner	종사자
pragmatic	바쁜
prairie	대초원
praise	칭찬
praised	칭찬받는
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	칭찬
praiseworthy	기특한
praising	찬양
prance	도약
prank	충돌
prawn	왕새우
praxis	습관
pray	빌다
prayer	기도
prayforme	나를 위해기도 해줘
praying	기도하다
praying mantis	사마귀
preach	설교
preacher	설교자
preaching	설교
preamble	전문
precarious	믿을 수 없는
precaution	예방법
precautionary	예방 적
precede	앞서다
precedence	상위
precedent	전례
preceding	선행
precept	교훈
preceptor	교훈 자
precession	전진
precinct	구내
precincts	경계
precious	귀한
precipice	절벽
precipitate	침전물
precipitation	침적
precipitous	성급한
precise	정확한
precisely	정확하게
precision	정도
preclude	배제하다
precocious	조숙 한
precursor	전구 물질
predator	육식 동물
predatory	약탈적인
predecessor	전임자
predicament	상태
predicate	술부
predict	예측하다
predictable	예측할 수있는
predicting	예측하는
prediction	예측
predictive	예측적인
predictor	예언자
predilection	편애
predispose	기분이 나쁜
predisposed	소량의
predisposition	소분
predominance	우위
predominant	지배적 인
predominate	우세하다
preeminent	탁월한
preemption	선매
preemptive	선제의
preface	머리말
prefect	지사
prefer	취하다
preferable	선택할 만한
preference	우선권
preferential	우대
prefix	접두사
pregnancy	임신
pregnant	충만한
prehistoric	선사 시대의
prejudice	편견
prejudiced	편견을 가진
prejudicial	편견없는
prelim	예비의
preliminary	예비의
prelude	전주곡
premarital	혼전
premature	조숙 한
prematurely	성급하게
premed	미리 먹은
premeditated	미리 생각한
premier	수상
premiere	첫날
premise	전제
premises	가옥
premium	프리미엄
premonition	예고
prenatal	태아의
prenuptial	혼전의
preoccupation	선취
preoccupied	몰두 한
prep	예습
preparation	예비
preparatory	예비의
prepare	준비하다
prepared	준비된
preparedness	준비
preparer	작성자
preparing	준비중 인
preponderance	우위
preposterous	터무니없는
preppy	고귀한
prerequisite	전제 조건
prerogative	국왕 대권
preschool	취학 전의
prescient	미리 아는
prescribe	처방하다
prescribed	처방 된
prescription	처방
prescriptive	처방 적
presence	존재
present	선물
presentable	표현할 수있는
presentation	표시
presenter	증여자
presentment	진술
presents	선물
preservation	보존
preservative	예방법
preserve	영역
preserved	보존 된
preserving	보존
preside	관장
presidency	통솔
president	대통령
presidential	대통령
press	프레스
pressing	누르는
pressure	압력
prestige	명성
prestigious	권위있는
presto	프레스토 악장
presume	추정하다
presumption	가정
presumptive	추정하는
presumptuous	무의미한
presuppose	전제
pretend	체하다
pretended	척
pretender	의장
pretending	가짜
pretense	구실
pretensions	구금
pretentious	잘난 체하는
pretext	이름
pretty	예쁜
pretzel	프레첼
prevail	흐르다
prevailing	널리 행해진
prevalence	널리 퍼짐
prevalent	만연한
prevent	막다
preventative	예방
prevention	예방
preventive	예방법
preview	시사
previous	너무 이른
previously	이전에
prey	먹이
price	가격
priceless	아주 재미있는
pricey	비싼
prick	찌르기
prickly	가시가있는
pride	자부심
priest	성직자
priestess	여사 제
priesthood	사제직
priestly	사제로
prig	딱딱한 사람
prim	꼼꼼한
prima	NO TRANSLATION
primacy	제일
primal	원시의
primary	행성
primate	대주교
primates	영장류
prime	초기
primed	뇌관을 낀
primer	뇌관
primeval	원시 시대의
priming	애벌칠
primitive	원어
primordial	원시의
primrose	앵초
prince	왕자
princely	왕자 다운
princess	공주님
principal	주요한
principally	주로
principle	원리
principles	원칙들
print	인쇄
printer	인쇄기
printing	인쇄
printout	인쇄물
prior	사전의
prioritize	우선 순위를 매기다
priority	우선 순위
priory	priory
prism	프리즘
prismatic	프리즘 형의
prison	감옥
prisoner	죄인
prissy	어리 석음
pristine	깨끗한
privacy	은둔
private	은밀한
privately	몰래
privilege	특권
privileged	특권이있는
privy	옥외 변소
prize	상
prized	소중히하는
pro	찬성
proactive	사전 행동 적
probability	개연성
probable	유망한 후보자
probate	유언 검인
probation	집행 유예
probationary	유예
probative	유언의
probe	조사
probing	프로빙
probity	확증
problem	문제
problematic	문제가있는
procedural	절차상의
procedure	순서
proceed	발하다
proceeding	진행
proceeds	수입
process	방법
processing	가공
procession	행렬
processor	프로세서
proclaim	선포하다
proclamation	선언
procrastinate	미루다
procrastination	지연
procreate	낳다
procreation	출산
proctologist	자궁 경부
proctor	대리인
procure	일으키다
procurement	획득
prod	찌르다
prodigal	방탕 한
prodigious	거대한
prodigy	신동
produce	생기게 하다
produced	생산 된
producer	생산자
producing	생산
product	생성물
production	생산
productive	생산적인
productivity	생산력
profane	모독하는
profanity	욕설
profess	고백하다
profession	직업
professional	직업적인
professionalism	전문 직업 의식
professor	교수
professorship	교수
proficiency	진보
proficient	능숙한
profile	윤곽
profiler	프로파일 러
profit	이익
profitable	유리한
profound	깊은
profuse	풍부한
profusion	풍부
prog	음식물
progenitor	선조
progeny	자손
prognosis	예지
prognostic	전조
program	프로그램
programme	프로그램
programmer	프로그램 제작자
programming	프로그램 작성
progress	진행
progression	진행
progressive	진보적 인
prohibit	금지하다
prohibited	금지 된
prohibition	금지
prohibitive	금지적인
project	계획
projectile	발사체
projectiles	발사체
projecting	투영
projection	투사
projector	영사기
proletarian	프롤레타리아
proletariat	하충 사회
prolific	다작의
prologue	프롤로그
prolong	길게 하다
prolongation	연장
prolonged	연장 된
prom	무도회
promenade	산보
prominence	돌기
prominent	현저한
prominently	두드러지게
promiscuity	뒤범벅
promiscuous	난잡한
promise	약속
promising	유망한
promissory	약속
promo	프로모션
promontory	...곶
promote	승진시키다
promoter	발기인
promotion	승진
promotional	판촉물
prompt	신속한
prompting	격려
promulgate	널리 퍼지게 하다
promulgation	공포
prone	경향이있는
prong	갈래
pronounce	발음하다
pronounced	명백한
pronouncement	공고
pronto	NO TRANSLATION
pronunciation	발음
proof	증명
prop	소품
propaganda	선전
propagate	전파하다
propagation	번식
propane	프로판
propel	추진하다
propelled	추진 된
propeller	추진자
propelling	추진
propensity	경향
proper	적절한
property	재산
prophecy	예언
prophesy	예언하다
prophet	예언자
prophetic	예언의
prophylactic	예방의
prophylaxis	예방
proportion	비율
proportional	비례항
proportionate	어울리게 하다
proportions	크기
proposal	신청
propose	제안하다
proposition	제안
proprietary	소유권
proprietor	소유주
proprietorship	소유주
propriety	예의
propulsion	추진
prose	산문
prosecute	기소하다
prosecution	기소
prosecutor	수행자
prospect	전망
prospection	출산
prospective	장래의
prospectively	전향 적으로
