Word	zh-CN
liberated	解放
liberating	解放
liberation	解放
liberty	自由
libido	性欲
librarian	图书管理员
library	图书馆
libretto	唱词
lice	虱子
license	执照
lichen	青苔
lick	舔
licorice	甘草
lid	盖
lie	谎言
liege	列日
lien	留置权
lieu	代替
lieutenant	陆军中尉
life	生活
lifeblood	命脉
lifeboat	救生艇
lifeguard	救生员
lifeisgood	生活很好
lifeless	死气沉沉
lifelike	逼真
lifeline	生命线
lifelong	终身
lifer	无期徒刑
lifesaver	救星
lifestyle	生活方式
lifesucks	lifesucks
lifetime	一生
lift	电梯
lifted	取消
liftoff	升空
ligament	韧带
ligation	结扎
ligature	结扎
light	光
light year	光年
lightbulb	灯泡
lighten	减轻
lightheaded	头昏眼花
lighthouse	灯塔
lighting	灯光
lightness	亮度
lightning	闪电
lights	灯火
lightweight	轻量级
likable	讨人喜欢
like	喜欢
likelihood	可能性
likely	容易
likeness	像
likewise	同样
liking	喜欢
lilac	紫丁香
lily	百合
limb	肢
limber	富有弹性的
limbo	打入冷宫
lime	青柠
limelight	聚光灯
limestone	石灰石
limey	石灰质
limit	限制
limitation	局限性
limited	有限
limitless	无限
limo	豪华轿车
limousine	豪华轿车
limp	跛行
lin	林
line	线
lineage	血统
lineal	直系
linear	线性
linebacker	后卫
lined	夹
linen	麻布
liner	衬垫
lines	线
lineup	排队
linger	萦绕
lingerie	女用贴身内衣裤
lingering	缠绵
lingo	行话
lingual	语言
linguini	意大利细面条
linguist	语言学家
linguistic	语言
linguistics	语言学
lining	衬
link	链接
linoleum	油布
lint	皮棉
lion	狮子
lip	唇
liposuction	吸脂
lipstick	口红
liquefaction	液化
liquefied	液化
liqueur	酒
liquid	液体
liquidate	肃清
liquidation	清算
liquidator	清盘
liquidity	流动性
liquor	酒
lira	NO TRANSLATION
lisp	口齿不清
list	名单
listen	听
listener	倾听者
listenting	NO TRANSLATION
listing	清单
listless	蔫
listneing	NO TRANSLATION
litany	一连串
liter	升
literacy	读写能力
literal	文字
literally	按照字面
literary	文
literature	文学
lithe	轻盈
lithium	锂
lithograph	版画
lithography	光刻
lithology	岩性
lithosphere	岩石圈
litigant	当事人
litigate	诉讼
litigation	诉讼
litigator	诉讼律师
litigious	诉讼
litter	窝
little	小
littlethings	小东西
littoral	滨海
liturgy	礼仪
live	生活
livelife	livelife
livelihood	生计
lively	活泼
liven	助兴
liver	肝
livery	制服
livestock	家畜
livid	铁青
living	活的
lizard	蜥蜴
llama	骆驼
lml	LML
load	加载
loader	装载机
loaf	面包
loafer	浪子
loam	壤土
loan	贷款
loath	厌恶
loathe	厌恶
loathful	作呕
loathing	非常讨厌
loathsome	讨厌的
lobby	前厅
lobbyist	说客
lobe	叶
lobotomy	切断术
lobster	龙虾
local	本地
locale	现场
locality	局部性
localization	本土化
localize	本土化
localized	本地化
locate	定位
location	位置
locator	定位器
loch	湖
lock	锁
locker	更衣室
locket	小盒
locksmith	锁匠
lockup	锁起来
loco	疯子
locomotion	运动
locomotive	机车
locust	刺槐
lode	NO TRANSLATION
lodge	小屋
lodger	房客
lodging	住宿
loft	阁楼
lofty	高远
log	日志
logarithm	对数
logarithmic	对数的
logic	逻辑
logical	合乎逻辑
logistics	后勤
logo	商标
logotype	标识
loin	NO TRANSLATION
lollipop	棒糖
lone	孤单
loneliness	孤单
lonely	孤独
loner	独来独往的人
lonesome	寂寞
long	长
longboat	艇
longevity	长寿
longing	渴望
longitude	经度
longitudinal	纵
longitudinally	纵向
longtime	长时间
loo	厕所
look	看
looker	旁观者
lookout	小心
loom	织布机
looming	若隐若现
loon	懒人
loony	发狂
loop	循环
loophole	漏洞
loopy	糊涂
loose	疏松
loosen	松开
loosening	松动
loot	抢劫
lop	垂耳
lopsided	片面
lord	主
lords	领主
lordship	贵族身份
lore	知识
lorry	货车
lose	失去
loser	失败者
losing	失去
loss	失利
lost	丢失
lot	批量
lotion	洗剂
lots	地段
lottery	抽奖
lotto	乐透
lotus	莲花
loud	响
loudly	高声
loudmouth	大嘴巴
loudness	响度
loudspeaker	喇叭
lounge	休息室
lounging	闲逛
louse	虱
lousy	糟糕
lovable	可爱
love	爱
loved	喜爱
lovee	lovee
loveee	loveee
loveless	无情
lovelife	NO TRANSLATION
loveliness	魅力
lovelovelove	NO TRANSLATION
lovely	可爱
lovemaking	做爱
lovemylife	爱我的生活
lover	情人
lovesick	为情所困
lovethis	喜欢这个
loving	爱心
lovinglife	热爱生活
lovinlife	lovinlife
low	低
lowdown	内幕
lower	降低
lowering	降低
lowest	最低
lowlands	低地
lowlife	低贱的生活
lowly	卑贱
lox	熏鲑鱼
loyal	忠诚
loyalty	忠诚
lsd	LSD
luau	卢奥
lube	润滑油
lubricant	滑润剂
lubricate	润滑
lubrication	润滑
lucid	清醒
luck	运气
luckiest	幸运
lucky	幸运
luckygirl	luckygirl
lucrative	有利可图
ludicrous	滑稽的
lug	耳状物
luggage	行李
lukewarm	温
lull	麻痹
lullaby	催眠曲
lumbar	腰
lumber	木料
lumbering	伐木
lumberjack	樵夫
luminescent	发光
luminous	发光的
lump	块
lumpy	磊
lunacy	疯狂行为
lunar	太阴
lunatic	疯子
lunch	午餐
lunchbox	便当盒
luncheon	午餐
lunchtime	午餐时间
lung	肺
lunge	弓步
lungs	肺
lurch	困境
lure	饵
lurid	爚
lurk	匿伏
lurking	潜伏
luscious	甜美
lush	青葱的
lust	情欲
luster	光泽
lustful	嫪
lustrous	光泽
lusty	精力充沛
lute	琵琶
luxuriant	莽莽
luxurious	豪华
luxury	豪华
lycra	莱卡纤维
lye	碱液
lying	说谎
lymph	淋巴
lymphatic	淋巴
lymphoma	淋巴瘤
lynch	林奇
lynching	私刑
lynx	猞猁
lyre	七弦琴
lyric	歌词
lyrical	抒情
lyrics	歌词
macadamia	澳洲
macarena	玛卡莲娜
macaroni	通心粉
mace	锤
mach	马赫
machete	弯刀
machine	机
machinery	机械
machinist	机械师
macho	大男子主义
mackerel	鲭鱼
macro	宏
mad	狂
madam	夫人
madame	老板娘
madden	发怒
madder	藘
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	疯人院
madman	狂人
madness	疯狂
maestro	大师
mafia	黑手党
magazine	杂志
mage	魔术师
magenta	品红
maggot	蛆
magic	魔法
magical	神奇
magician	魔术师
magistrate	法官
magma	岩浆
magna	麦格纳
magnate	巨头
magnesium	镁
magnet	磁铁
magnetic	磁性
magnetism	磁性
magnetite	磁铁矿
magnification	放大
magnificence	壮丽
magnificent	华丽的
magnifier	放大镜
magnify	放大
magnifying	放大
magnitude	大小
magnolia	玉兰
magpie	鹊
mahi mahi	NO TRANSLATION
mahjong	麻将
mahogany	桃花心木
maid	女佣
maiden	少女
mail	邮件
mailbox	邮箱
mailing	邮件
mailman	邮递员
maim	NO TRANSLATION
main	主要
mainframe	大型机
mainland	大陆
mainstay	支柱
mainstream	主流
maintain	保持
maintenance	保养
majestic	雄伟
majesty	威严
major	重大的
majority	多数
make	使
makeover	改造
maker	制作者
makeshift	凑合的
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	化妆
makingdisciples	NO TRANSLATION
malady	弊病
malaise	全身乏力
malaria	疟疾
malarkey	说大话
male	男
malevolent	坏心肠的
malfeasance	渎职
malformation	畸形
malfunction	故障
malice	NO TRANSLATION
malicious	恶毒
malign	诽谤
malignancy	恶性肿瘤
malignant	恶性
maligned	非议
mall	购物中心
malleable	可锻铸
mallet	槌
malnutrition	营养不良
malpractice	弊端
malt	麦芽
mama	妈妈
mambo	曼波
mamma	NO TRANSLATION
mammal	哺乳动物
mammoth	长毛象
mammy	妈咪
man	人
manage	管理
manageable	管理
management	管理
manager	经理
managerial	管理的
mandamus	训令
mandarin	普通话
mandate	要求
mandatory	强制性
mandible	下颚
mandolin	曼多林
mandrel	顶杆
mane	NO TRANSLATION
maneuver	演习
maneuvering	机动
mange	NO TRANSLATION
manger	马槽
mangle	撕裂
mango	芒果
mangosteen	山竹
mangy	癞皮狗
manhole	沙井
manhood	男子气概
manhunt	搜捕
mania	狂躁
maniac	疯子
maniacal	疯狂的
manic	躁狂
manicure	修指甲
manicurist	美甲师
manifest	表现
manifestation	表现
manifested	表现
manifestly	明显
manifesto	宣言
manifold	多种
manipulate	操作
manipulation	操作
manipulative	操控
mankind	人类
manly	男子气
manna	甘露
manned	载人
mannequin	模特
manner	方式
mannered	彬彬有礼
manners	礼貌
manor	庄园
manpower	人手
mansion	大厦
mansions	广厦
manslaughter	误杀
mantel	壁炉架上
mantis	螂
mantle	披风
mantra	口头禅
manual	手册
manufacture	制造
manufacturer	生产厂家
manufacturing	制造业
manure	肥料
manuscript	手稿
map	地图
maple	枫
mar	损伤
marathon	马拉松
marble	大理石
marbled	大理石
marbles	弹子
march	游行
mare	NO TRANSLATION
margarine	人造黄油
margarita	玛格丽塔
margin	余量
marginal	边缘
mariachi	流浪
marijuana	大麻
marinara	林纳拉
marine	海洋
mariner	水手
marital	婚姻
maritime	海上
mark	标记
marked	标
marker	标记
market	市场
marketable	销售
marketing	营销
marketplace	市井
marks	分数
marksman	射手
marksmanship	枪法
marl	泥灰岩
marmalade	果酱
maroon	栗色
marooned	被困
marquee	华盖
marquis	侯爵
marred	毁损
marriage	婚姻
married	已婚
marrow	骨髓
marry	结婚
marsh	沼泽
marshal	元帅
marshmallow	棉花糖
mart	市场
martial	武
martingale	鞅
martini	马蒂尼鸡尾酒
martyr	烈士
martyrdom	殉教
marvel	奇迹
marvellous	奇妙
marvelous	奇妙
marvelously	不平凡
marzipan	NO TRANSLATION
mascara	睫毛膏
mascot	吉祥物
masculine	男性
masculinity	阳刚之气
mash	糊状物
mashed	捣碎
mask	面具
masked	蒙面
masks	面具
masochism	受虐狂
masochist	受虐狂
mason	石匠
masquerade	假面舞会
mass	块
massacre	屠杀
massage	按摩
masses	群众
masseur	按摩师
masseuse	按摩师
massive	大规模的
mast	桅杆
master	主
masterful	高超
mastermind	主谋
masterpiece	杰作
mastery	征服
masturbate	手淫
masturbation	手淫
mat	垫
matador	斗牛士
match	比赛
matchbook	火柴盒
matching	匹配
matchmaker	媒人
mate	伴侣
material	材料
materialism	唯物主义
materialist	唯物主义者
materialistic	唯物主义的
materiality	实质性
materialize	物质化
materially	重大
materials	物料
materiel	物料
maternal	母系
maternity	母道
math	数学
mathematical	数学的
mathematician	数学家
mathematics	数学
matinee	日场
mating	交配
matriculation	预科
matrimony	婚姻
matrix	矩阵
matron	护士长
matted	暗淡的
matter	物
matting	消光
mattress	床垫
maturation	成熟
mature	成熟
maturity	到期
maudlin	感伤
mausoleum	陵
mauve	紫红色
maverick	特立独行
maxim	格言
maximize	最大化
maximum	最大
may	可能
mayday	劳动节
mayflower	五月花
mayhem	混乱
mayonnaise	蛋黄酱
mayor	市长
maze	迷宫
mead	蜂蜜酒
meadow	草地
meager	微薄
meal	膳食
mean	意思
meander	蜿蜒
meandering	弯曲
meanie	小气鬼
meaning	含义
meaningful	富有意义的
meaningless	无意义的
meanness	卑鄙
means	手段
meantime	与此同时
measles	麻疹
measurable	可测量
measure	测量
measured	测量
measurement	测量
measuring	测量
measuring cup	量杯
measuring tape	卷尺
meat	肉
meatball	肉丸
meathead	笨蛋
meatloaf	肉饼
mechanic	机械
mechanical	机械
mechanics	机械学
mechanism	机制
med	NO TRANSLATION
medal	勋章
medallion	奖章
medallist	得主
meddle	插手
meddling	插手
media	媒体
medial	内侧
median	中位数
mediate	调解
mediation	调解
mediator	中间人
medic	军医
medical	医
medicate	NO TRANSLATION
medication	药物治疗
medicinal	药用
medicine	医学
medieval	中世纪
mediocre	平庸
mediocrity	庸人
meditate	幽思
meditating	沉思
meditation	冥想
meditative	沉思
mediterranean	地中海
medium	中
medley	混合
meek	温顺
meet	遇到
meeting	会议
mega	巨型
meh	MEH
melancholic	忧郁
melancholy	愁绪
melee	乱斗
mellow	醇厚
melodious	悠扬
melodrama	情景剧
melodramatic	耸人听闻
melody	旋律
melon	瓜
melt	熔化
meltdown	崩溃
melting	融化
member	会员
membership	籍
membrane	膜
memento	纪念
memo	备忘录
memoir	传记
memorabilia	大事记
memorable	难忘
memorandum	备忘录
memorial	纪念馆
memorials	纪念馆
memories	回忆
memoriesiwontforget	NO TRANSLATION
memorize	记忆
memory	记忆
menace	威胁
menacing	来势汹汹
menagerie	动物园
mend	修补
mending	修补
menial	粗重
meningitis	脑膜炎
meniscus	半月板
menopause	绝经
menses	经血
menstrual	月经
mental	心理
mentalhealth	NO TRANSLATION
mentality	心理
menthol	薄荷醇
mention	提到
mentor	导师
menu	菜单
meow	喵
mercantile	商品
mercenary	雇佣兵
merchandise	商品
merchant	商人
merciful	仁慈
merciless	无情
mercurial	善变
mercury	汞
mercy	怜悯
mere	只
merengue	梅伦格
merge	合并
merger	合并
meridian	子午线
meridional	子午
meringue	酥皮
merit	值得
meritorious	有功
mermaid	美人鱼
merriment	欢乐
merry	快活
merrychristmas	NO TRANSLATION
mesa	台面
mescaline	麦司卡林
mesh	网孔
meshes	目
mesmerized	如醉如痴
mess	食堂
message	信息
messedup	NO TRANSLATION
messenger	信使
messiah	弥赛亚
messy	乱
metabolic	新陈代谢
metabolism	代谢
metal	金属
metallic	金属的
metallurgy	冶金
metamorphosis	变态
metaphor	隐喻
metaphorical	隐喻
metaphysical	抽象的
metaphysics	形而上学
metastasis	转移
meteor	流星
meteoric	流星
meteorite	陨石
meteorological	气象
meteorology	气象
meter	仪表
meth	甲基
methadone	美沙酮
methane	甲烷
methanol	甲醇
method	方法
methodical	有方法的
methodology	方法
meticulous	细致
metime	metime
metric	公
metrical	韵律的
metrology	度量衡学
metropolis	都会
metropolitan	宗主
mettle	气概
mew	猫叫声
mezzanine	夹层
mica	云母
mick	米克
micro	微
microbe	微生物
microbiology	微生物学
microchip	微芯片
microcosm	缩影
microfilm	缩微
microgram	微克
micrometer	千分尺
micron	微米
microphone	麦克风
microscope	显微镜
microscopic	显微
microscopically	显微镜
microscopy	显微镜
microwave	微波
mid	中
midair	半空中
midday	正午
middle	中间
middleman	中间人
middleweight	中量级
midget	侏儒
midland	美联
midlife	中年
midline	中线
midnight	午夜
midshipman	海军官校学生
midst	中间
midsummer	盛夏
midterm	期中考试
midtown	市中心
midway	中途
midwife	助产士
midwifery	助产
mien	NO TRANSLATION
miffed	恼火
mighty	威武
mignon	牛排
migraine	偏头痛
migrate	迁移
migration	移民
migratory	迁徙
mike	麦克风
mil	NO TRANSLATION
mild	温和
mildew	霉菌
mildness	温和
mile	英里
mileage	里程
milestone	里程碑
militant	激进
militants	武装分子
military	军事
militia	民兵
milk	牛奶
milkman	送奶工
milkshake	奶昔
milky	乳白色
mill	磨
millennium	千年
milligram	毫克
millimeter	毫米
million	百万
millionaire	百万富翁
millionth	百万分之一
millstone	磨石
mime	哑剧
mimic	模仿者
mimicking	模仿
mimicry	模仿
mince	剁碎
mincemeat	碎肉
mind	心神
minded	头脑
mindful	铭记
mindfulness	正念
mindless	没头脑
mine	矿
minefield	雷区
miner	矿工
mineral	矿物
mineralogy	矿物学
mingle	交融
mingled	混到
mini	微型
miniature	微型
minibus	小巴
minim	NO TRANSLATION
minimal	最小
minimize	最小化
minimized	最小化
minimum	最低限度
mining	矿业
minion	奴才
minister	部长
ministerial	部级
ministry	部
minivan	面包车
mink	貂
minnow	桃花鱼
minor	次要
minority	少数民族
minstrel	歌手
mint	薄荷
minty	薄荷
minuscule	微不足道
minute	分钟
minutiae	细节
minx	疯丫头
mir	NO TRANSLATION
miracle	奇迹
miracles	奇迹
miraculous	神奇
mirage	蜃景
mire	NO TRANSLATION
mirror	镜子
mirth	欢笑
misappropriation	挪用
misbehave	行为不端
misbehavior	不当行为
miscalculation	失算
miscarriage	流产
miscellaneous	杂
miscellany	杂记
mischief	恶作剧
mischievous	恶作剧
misconception	误解
misconduct	处理不当
misdemeanor	轻罪
misdirection	误导
miser	吝啬鬼
miserable	惨
miserably	非常不幸地
misery	苦难
misfire	失火
misfit	错位
misfortune	不幸
misguided	误导
mishap	不测
misinformed	误传
misinterpretation	误解
mislead	误导
misleading	误导
misled	误导
mismanagement	管理不善
mismatch	不匹配
mismatched	不匹配
misnomer	用词不当
misplace	错位
misplaced	放错地方
misread	误解
misrepresent	歪曲
misrepresentation	误传
misrepresented	歪曲
miss	小姐
missile	导弹
missiles	导弹
missing	失踪
missingyou	NO TRANSLATION
mission	任务
missionary	传教士
misspell	拼错
misstatement	误报
missy	小姐
mist	薄雾
mistake	错误
mistaken	错误
mister	先生
mistletoe	槲寄生
mistreated	虐待
mistress	情妇
mistrial	误判
mistrust	不信任
