Word	so
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	sanka
nosun	NO TRANSLATION
nosy	nosy
not negative	maaha wax xun
not positive	ma fiicna
notable	la xusi karo
notables	maqaal la'aan
notably	gaar ahaan
notamorningperson	NO TRANSLATION
notary	nootaayo
notation	xusuusin
notch	qoodhi
notched	qaloocsan
note	xusuusin
notebook	buugta
noted	xusay
noteworthy	xusid mudan
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	waxba
notice	ogaysiis
noticeable	la ogaan karo
notification	ogeysiinta
notify	ogeysiin
notion	fikradda
notional	aragti
notoriety	malayn
notorious	muuqata
notready	mar hore
notwithstanding	hase yeeshee
nought	wax aan jirin
noun	magaca
nourish	nafaqo
nourishment	nafaqo
nouveau	NO TRANSLATION
novel	riwaayad
novelist	qoraaga
novelty	roonaan
novice	casiis
nowadays	maanta
nowork	gawaarida
noworries	hadda
noxious	walwal
nozzle	moos
nuance	nuance
nuances	nuucyada
nuclear	nukliyeerka
nucleus	nucleus
nude	qashin
nudge	nudge
nudie	nudie
nudist	nudist
nudity	nudity
nugget	calaamadda
nuisance	buuqa
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	nullify
numb	kabuubyo
number	tirada
numbering	lambarka
numbers	tirooyin
numbness	kabuubyo
numbskull	numbskull
numeral	tirada
numerator	sifeyn
numerical	nambarro
numerically	tiro ahaan
numerous	tiro badan
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	Nuptials
nurse	kalkaalisada
nursemaid	kalkaaliyayaal
nursery	xanaanada caruurta
nursing	kalkaalinta
nurture	kobcinta
nut	nut
nutcase	nutcase
nutcracker	nutcracker
nuthouse	silsilad
nutmeg	xawaash
nutrition	nafaqada
nutritional	nafaqo
nutritious	nafaqo leh
nutritive	nafaqo
nuts	lowska
nutshell	nafaqo
nutty	nutty
nylon	nylon
nylong	NO TRANSLATION
nylons	nacaybka
nymph	iwm
nymphomaniac	nymphomaniac
oaf	oaf
oak	dhuxusha
oar	oar
oasis	oasis
oat	saree
oath	dhaarta
oatmeal	oatmeal
obedience	addeecid
obedient	addeec
obediently	adeeca
obelisk	obelisk
obese	cayil
obesity	cayilka
obey	adeeca
obi	obi
obit	labadaba
obituary	xayawaan
object	walax
objection	diidmo
objectionable	diidan
objective	Ujeedada
objectivity	ujeedo
obligation	waajibaadka
obligatory	waajib ah
oblige	waajib ah
obliged	waajib ah
obliging	waajib ah
obligor	waajibaad
oblique	dulqaad
obliterate	Tirtirid
obliterated	la tirtiray
obliteration	Burburinta
oblivion	niyad jab
oblivious	nasiib darro
oblong	dar
obnoxious	qallafsan
oboe	cows
obscene	qosol
obscenity	qarsoodi
obscure	madow
obscured	qarsoodi ah
obscurity	madow
observance	ilaalinta
observant	ilaaliye
observation	fiirinta
observatory	kormeere
observe	ilaali
observer	kormeere
observing	ilaalinta
obsess	qallafsan
obsessed	qallafsan
obsessing	diidmo
obsession	joojinta
obsessive	qallafsan
obsolescence	dhalmo la'aan
obsolete	waagii hore
obstacle	caqabad
obstetrician	dhakhtarka dhalmada
obstetrics	Cilmi-baaris
obstinate	diidmo
obstruct	hortaagan
obstruction	xannibaad
obstructive	hortaagan
obtain	helitaanka
obtainable	la heli karo
obtuse	Dheecaan
obverse	adigu
obvious	cad
ocarina	ocarina
occasion	munaasabada
occasional	marmar
occasionally	marmar
occipital	maqaarka
occlusion	maqnaanshaha
occult	occult
occupancy	degista
occupant	degan
occupation	shaqo
occupational	shaqeyn
occupied	qabsadeen
occupier	deggane
occupy	shaqeynaya
occupying	shaqeynaya
occur	dhacaan
occurrence	dhac
ocd	ocd
ocean	badweynta
oceanic	badweynta
octagon	octagon
octave	octave
octopus	octopus
ocular	ocular
odd	khiyaano
oddball	oddball
oddity	qulqulo
odds	khilaafyada
ode	ode
odious	xun
odometer	odometer
odor	ur
odyssey	odyssey
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	offal
offence	dembi
offend	dambi
offended	xumaaday
offender	dembiile
offense	dembi
offensive	weerar
offer	bixinta
offered	bixiyay
offering	bixinta
offhand	offhand
office	xafiiska
officer	sarkaal
offices	xafiisyada
official	rasmi ah
officiate	garsoor
offing	off off
offload	raritaan
offset	offset
offshoot	baxa
offshore	offshore
offside	offside
offspring	caruur
oft	oft
oftentimes	marxalado badan
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	saliid
oils	saliidaha
oily	oily
oink	oink
ointment	cadar
okra	okra
old	jir
olden	olden
older	weyn
oldie	oldie
oldies	waayeelka
olfactory	olfactory
oligarchy	Oligarchy
olive	olive
omega	omega
omelet	omelet
omen	caan
omgomgomg	NO TRANSLATION
ominous	aan aheyn
omission	ka tegid la'aan
omit	ka tag
omitted	laga saaray
omnibus	omnibus
omnipotence	awoodda
omnipotent	wax walba
omnipresent	oo dhan
omniscient	gabi ahaanba
onboard	onboard
oncologist	oncologist
oncology	onkologi
oncoming	soo socda
one	hal
oneday	NO TRANSLATION
onedge	ka hor
onelove	onelove
oneness	midnimada
onerous	qarsoodi ah
oneself	naftiisa
ongoing	socda
onion	basasha
onset	bilawga
onslaught	gadaal
onstage	onstage
ontology	ontology
onus	onus
onward	dhinaca dambe
onyx	herbal
oodles	oodles
oomph	oomph
ooze	gasho
oozing	gooyaa
op	op
opacity	midabtakoor
opal	opal
opaque	opaque
ope	ope
open	furan
opener	furaha
opening	furitaanka
openly	furan
openness	furfurnaan
opera	Opera
operate	shaqayn
operatic	hawlgal
operation	hawlgalka
operational	hawlgal
operations	hawlaha
operative	shaqeynaya
operator	shaqaale
ophthalmic	indhthalmic
ophthalmologist	dhakhtarka indhaha
opiate	ka hortag
opinion	fikrad
opinionated	opinionally
opium	opium
opponent	ka soo horjeeda
opportune	fursada
opportunism	fursadaha
opportunity	fursada
oppose	ka soo horjeeda
opposed	ka soo horjeeda
opposing	ka soo horjeeda
opposite	ka soo horjeeda
opposites	iska hor imaadka
opposition	mucaaradka
oppress	dulqaad
oppressed	la dulmiyay
oppression	dulqaad
oppressive	dulqaad leh
oppressor	dulqaad
ops	ops
opt	dooro
optic	optic
optical	iwm
optics	optics
optimism	rajada
optimist	ku rajo fiican
optimistic	rajo wanaagsan
optimum	ugu fiican
option	doorasho
optional	ikhtiyaari ah
optionally	ikhtiyaari ahaan
options	doorashooyinka
optometrist	Meel-hawleedka
opulence	dulqaadka
opulent	jecel yahay
opus	Opus
oracle	oracle
oral	afka
orange	orange
orange juice	cabitaan liin
orangutan	orangutan
oration	ored
orator	orator
oratory	oratory
orb	orb
orbit	orbit
orbital	orbital
orbiting	orbiting
orbs	geedo
orc	orc
orchard	orchard
orchestra	Orchestra
orchid	Orchid
ordained	laguu dhigay
ordeal	xasilooni
order	amar
orderly	si haboon
ordinance	xeerka
ordinary	caadiga ah
ordination	go'aaminta
ordnance	xoojin
ore	macaan
oregano	oregano
organ	xubnaha
organic	organic
organism	noolaha
organist	xubin
organization	urur
organize	qabanqaabiya
organized	abaabulay
organizer	qabanqaabiye
orgasm	orgasm
orgies	jinsiyada
orgy	orgy
orient	wacyigelinta
oriental	oriental
orientation	hagaajinta
orifice	orifice
origami	rooti
origin	asalka
original	asalka ah
originality	asalka
originate	asalkiisu yahay
origination	asalka
originator	asalka
ornament	qurxinta
ornamental	qurxinta
ornamentation	qurxinta
ornamented	ornamented
ornate	qurxiyo
ornery	qalinjabinta
orphan	agoon
orphanage	agoonta
orphaned	agoonta
orthodontist	Dhexdhexaadiye
orthodox	duubista
orthodoxy	gumeysi
orthogonal	Dhexdhexaad
orthopedic	orthopedic
oscillate	oscillate
oscillating	oscillating
oscillation	oscillation
oscillatory	oscillatory
ostensible	qaas ah
ostensibly	runtii
ostentatious	ostentatious
ostracized	Diyaargarow
ostrich	ostrich
other	kale
otter	uur
otto	otto
ottoman	ottoman
ought	waa in
ounce	ounce
oust	iska ilaali
outage	ka baxsan
outback	dib u dhac
outbid	ka baxsan
outboard	dibadda
outbreak	dillaac
outburst	riwaayad
outcast	ka baxsan
outcome	natiijada
outcry	ka baxsan
outdated	waagii hore
outdo	dibadda
outdoor	bannaanka
outdoors	dibadda
outer	dibadda
outfit	ciyaaraha
outgoing	ka baxsan
outgrow	kororka
outgrowth	kororka
outhouse	outhouse
outing	bixinta
outlandish	dabiiciga ah
outlast	ka baxsan
outlaw	ka baxsan
outlet	baxa
outline	tusmada
outlines	tusmooyinka
outlive	baxsan
outlook	aragti
outlying	dibadda
outnumber	ka badan
outpatient	bukaan-socodka
outpost	ka baxsan
outpouring	bixinta
output	soo saarka
outrage	caro
outraged	ka careysiisay
outrageous	caro
outrank	ka baxsan
outreach	isdhexgalka
outright	furfuran
outrun	ka baxsan
outset	horaantii
outsider	dibadda
outskirts	bannaanka
outsmart	ka hor
outspoken	ka waramaya
outstanding	aad u fiican
outstretched	dulqaad leh
outward	dibadda
outwards	dibadda
outweigh	ka badan
outwit	ka baxsan
oval	oval
ovary	ugxan
ovate	qoyan
ovation	jeexashada
oven	foornada
overactive	aan firfircooneyn
overall	guud ahaan
overalls	guud ahaan
overbearing	dulqaad
overburden	culus
overcast	buuq
overcharged	badan oo lagu soo dallaco
overcoat	badarka
overcome	ka adkaado
overcoming	ka baxsan
overcrowded	xad dhaaf ah
overdo	dhaafsiisan
overdose	xad dhaaf ah
overdrive	dhaafsiisan
overdue	wakhtigii deynta
overestimate	qiyaas badan
overestimated	qadarin
overflow	ka buuxa
overflowing	buuxiyey
overgrown	wuu baxaa
overgrowth	kororka
overhanging	dulqaad
overhaul	dib u habeyn
overhead	dusha sare
overhear	miyir-beel
overheated	kululeyn
overjoyed	daboolay
overkill	qarsoodi
overlaid	dhejis
overlap	isku dhafan
overlapping	isku dhafka
overlay	gadaashiisa
overload	ka badan
overlook	diiddan
overlord	dulqaadka
overlying	xad-dhaaf ah
overpaid	lacag dheeraad ah
overpass	dhaafsiisan
overplayed	way ka badisay
overpower	ka weyn
overpowering	ka weyn
overpriced	qaali ah
overprotective	aad u sarreeya
overrated	xad-dhaaf ah
overreact	aad u xun
override	dhaafsiisan
overriding	xad dhaaf ah
overrule	xad dhaaf ah
overrun	dhaafsiisan
oversee	kormeer
overseer	kormeere
overshadow	iska ilaali
oversight	kormeerka
oversized	aad u weyn
overslept	duldhigay
overstate	gabi ahaanba
overstock	dusha sare
overt	dhaafsan
overtake	dhaafi
overtaken	oo gaadhay
overthemoon	NO TRANSLATION
overthinker	badinta
overthinking	dhaafin
overthrow	afduubka
overtime	wakhti dheeraad ah
overtired	aad u sarreeya
overture	soo noqo
overturn	gabbasho
overview	guud
overweight	aad u culus
overwhelm	xad dhaaf ah
overwhelmed	ka careysnaa
overwhelming	xad dhaaf ah
overworked	shaqeynayey
overwrought	dhaafsadeen
overzealous	xad dhaaf ah
owe	leedahay
owing	deynta
owl	owl
owner	milkiilaha
ownership	lahaanshaha
ox	dibi
oxidation	oxidation
oxide	oxide
oxygen	oxygen
oxymoron	oxymoron
oyster	oyster
ozone	ozone
pace	xawaaraha
pacemaker	qalabka wadnaha
pacific	pacific
pacified	nabdoon
pacifier	mujuruca
pacifist	Pacifist
pacify	nabada
pacing	furitaanka
pack	baako
package	xirmo
packaging	baako
packer	xirmo
packet	baqshiish
pact	heshiis
pad	suuf
padded	dhoobo
padding	caarada
paddle	jeexan
paddle boat	badmaaxa
paddock	dharbaaxo
paddy	caano
padlock	xabad
padre	NO TRANSLATION
paean	nawaaxiga
pagan	jaahil ah
paganism	jaahilnimada
page	bogga
pageant	bogan
pager	xayeysiis
pagination	sharaxaadda
paging	dhajinta
pagoda	pagoda
pail	duufaan
pain	xanuun
pained	xanuunsan
painful	xanuun badan
painfully	xanaaqsan
painkiller	xannuunsanaha
painless	xanuun la'aan
pains	xanuun
painstaking	xanaaqa
paint	rinjiga
paintball	rinji-sawir
paintbrush	rinjiga
painted	rinji
painter	rinji
painting	rinjiyeeynta
pair	labo
paisley	isweydaarsi
pajama	jiir
pajamas	ubaxyada
pal	gadaal
palace	hudheello
palatable	tufaax leh
palate	dhirta
pale	cirro
paleontology	paleontology
palette	palette
pall	dhoobo
palladium	palladium
pallet	tafaariiqda
palliative	palliative
palm	timir
palmer	cagaarka
palomino	Palomino
palpable	daalacan
palpitations	isbeddelka
palsy	caarada
paltry	daboolka
pamper	ciriiri
pamphlet	buug yar
pan	digsi
panacea	argagax
panache	duufaan
pancake	canjeelada
pancakes	canjeelada
pancreas	beeryaro
panda	Panda
pandemic	masiibo
pandemonium	Pandemonium
pane	fadhi
panel	guddi
pang	NO TRANSLATION
panhandle	xayawaan
panic	argagax
panicattack	NO TRANSLATION
panicked	argagax leh
panicking	argagax
panicky	argagax
panier	NO TRANSLATION
panorama	Panorama
panoramic	shucuur
pansy	rinjiga
pant	surwaal
pantheon	duufaan
panther	goyso
panties	roodhida
pantomime	Pantomime
pantry	daboolka
pants	surwaal
panty	kariimka
pantyhose	pantyhose
pap	pap
papa	Papa
papacy	Papa
papal	NO TRANSLATION
papaya	papaya
paper	warqad
paperback	waraaqaha
paperboy	waraaqaha
paperweight	waraaqaha waraaqaha
paperwork	warqadaha
paprika	paprika
papyrus	papyrus
par	NO TRANSLATION
parable	masalan
parabola	parabola
parabolic	parabolic
parachute	faaruus
parade	madadaalo
paradigm	barbaar
paradise	Jannada
paradox	is barbardhig
paradoxical	Maqaal-la'aan
paraffin	paraffin
paragon	gawaarida
paragraph	cutubka
parakeet	parakeet
paralegal	barbar dhig
parallax	barbar dhig
parallel	isku mid ah
parallelism	is barbardhig
paralysis	curyaan
paralyze	Kalkaalisada
paralyzed	curyaan ah
paramedic	kaaliye caafimaad
paramedics	dhakhaatiirta
paramilitary	milatariga
paramount	ugu sarreeya
paranoia	paranoia
paranoid	nacasnimo
paranormal	xayawaan
parapet	barafka
paraphernalia	qalabka wax lagu qoro
paraphrase	qoraalka
paraplegic	barafka
parasite	dulin
parasitic	duurjoogta
parasol	parasol
parcel	qashinka
parcels	Gaadiidka
parched	dhoobo
parchment	xoqin
pardon	cafis
pare	NO TRANSLATION
parenchyma	xayawaanka
parent	waalid
parentage	waalidnimada
parental	waalidka
parenthesis	NO TRANSLATION
parenthetical	waalidnimada
parenthood	waalidnimo
parenting	waalidnimada
pariah	pariah
parietal	gariirka
paring	isbarbardhig
parish	kaniisadda
parity	sinaanta
park	beerta
parka	Parka
parking	gawaarida
parkinsons	parkinsons
parlance	gogol
parlay	sheyga
parliament	baarlamaanka
parliamentary	baarlamaanka
parlor	qolka
parmesan	sheyga
parody	halbeegga
parole	sii-dayn sharafeed
parquet	baquurka
parrot	xadhig
parry	isbarbardhig
parse	farsamo
parsimonious	khudbado
parsimony	khariidad
parsley	dhir
parson	dhir
part	qaybta
partake	qaybso
partial	qayb ahaan
partiality	qayb ka mid ah
partially	qayb ahaan
participant	kaqeybgal
participate	ka qaybgal
participation	ka qaybgalka
particle	qayb ka mid ah
particular	gaar ahaan
particularity	khaas ahaan
particulars	shey
parting	qaybinta
partisan	qaybta
partisanship	qayb ka mid ah
partition	qaybta
partly	qayb ahaan
partner	lammaane
partnership	iskaashiga
partridge	qayb ka mid ah
parts	qaybo
party	xisbi
pas	NO TRANSLATION
pass	ku dhaaf
passable	macquul ah
passage	marinka
passageway	jidadka
passe	NO TRANSLATION
passenger	Rakaab
passim	NO TRANSLATION
passing	dhaafsiisan
passion	dabacsanaan
passionate	xiisaha
passive	passive
passivity	passivity
passkey	gaaban
passport	baasaboor
password	furahaaga
past	soo dhaafay
pasta	baastada
paste	dhoobo
pastel	pastel
pastime	wakhti go'an
pastor	wadaad
pastrami	pastrami
pastry	roodhida
pasture	daaqa
pasty	macaan
pat	ka hor
patch	dhejis
patchwork	patchwork
pate	jeexan
patella	patella
patent	Patent
patented	Patent
paternal	aabbe
paternity	aabbanimada
path	wadada
pathetic	macaan
pathological	wadnaha
pathologist	dhakhtarka wadnaha
pathology	baaritaanka cudurada
pathos	NO TRANSLATION
pathway	wadada
patience	Dulqaad
patient	bukaanka
patio	riwaayad
patriarch	aabaha
patriarchal	aabaha
patrimony	xayawaan
patriot	wadan
patriotic	waddaniyiin
patriotism	wadaninimo
patrol	ilaaliye
patrolman	ilaaliye
patron	ilaaliye
patronage	ilaalinta
patronising	ilaalinta
patronize	iska ilaali
patronizing	ilaalinta
patter	sheyga
pattern	qaab
paucity	niyad jab
pauper	moos
pause	joojinta
pave	xayawaan
pavement	waddada
pavilion	rukumo
paving	furfuran
paw	paw
pawn	piyon
pawnshop	pawnshop
pax	pax
pay	mushahar
payable	la bixin karo
payback	bixinta
paycheck	mushaarka
payday	mushaharka
payer	bixiye
payload	bixinta
payment	bixinta
payoff	mushahar
payout	lacag bixinta
payphone	telefoonka gacanta
payroll	mushahar
pea	pea
peace	nabadda
peaceable	nabadda
peaceful	nabad
peacefully	si nabad ah
peacekeeper	nabad ilaaliye
peaceofmind	NO TRANSLATION
peacetime	nabadgelyo
peach	miro
peachy	peachy
peacock	riwaayadaha
peak	ugu sarraysa
peaked	ugu sarreysey
peanut	lawska
peanuts	lawska
pear	pear
pearl	luul
pearly	casaan
peas	digir
peasant	beeraley
peat	peat
pebble	dhagaxa
pecan	Pecan
peck	jeeg
pecker	gadaashiisa
peculiar	gaar ah
peculiarities	isdhexgalka
peculiarity	ujeeddo
peculiarly	gaar ahaan
pecuniary	nadaafada
pedal	pedal
pedantic	pedantic
peddle	faro
peddler	shimbir
pedestal	safka
pedestrian	socotada
pediatric	carruurta
pediatrician	dhakhtarka carruurta
pediatrics	dhakhtarka carruurta
pedicure	pedicure
pedigree	saaran
pedometer	pedometer
pedophile	shaqaale ah
pee	qandho
peek	peek
peekaboo	peekaboo
peel	diirka
peep	feker
peeper	isbarbar socda
peephole	peephole
peer	asal
peering	aragtida
peerless	aan u dhigmin
peeved	hanti
peg	qoyan
pegs	canaska
peice	NO TRANSLATION
pelagic	miskaha
pelican	miskaha
pellet	pellet
pelvic	miskaha
pelvis	miskaha
pen	qalin
penal	ciqaab
penalty	ganaax
penance	xadhig
penchant	duufaan
pencil	qalin
pendant	santuuqa
pendency	foorar
pendent	NO TRANSLATION
pending	sugaya
pendulum	santuuqa
penetrate	galaan
penetrating	gelisid
penetration	gelitaanka
penguin	penguin
penicillin	penicillin
penile	galmo
peninsula	jasiiradda
penis	guska
penitent	kali ah
penitentiary	Ciqaabta
penmanship	khiyaano
pennant	xaaraan
penniless	Xayawaanka
penny	Doolow
pension	hawlgabka
pensioner	hawlgab
pensive	caajis ah
pentagon	shanqol
pentagram	pentagram
penthouse	Penthouse
penultimate	soo kabasho
people	dadka
peopled	baabi'iyay
pep	pep
pepper	basbaas
peppermint	lebpermint
pepperoni	pepperoni
peppy	peppy
peptic	nadiif ah
peptide	peptide
perceive	garto
percent	boqolkiiba
percentage	boqolkiiba
percentile	boqolkiiba
perceptible	la fahmi karo
perception	aragtida
perceptive	garashada
perch	xayawaan
perchance	guntii
percolation	dhimasho
percussion	dulqaad
perdition	burburka
peremptory	deynta
perennial	halis ah
perfect	qumman
perfection	dhammaystiran
perfectionist	dhammaystiran
perfecto	NO TRANSLATION
perforated	gooyay
perforation	diiqad
perforce	xeeldheer
perform	samee
performance	waxqabadka
performer	sameeyaha
perfume	cadar
perfumed	oo cadar ah
peri	peri
peridot	peridot
peril	halis ah
perilous	halis ah
perimeter	wareega
period	mudo
periodic	marxalado
periodical	marxalado
periodically	marxalad ahaan
periodicity	xilliyadii hore
peripheral	dusha sare
periphery	geedka
periscope	malawadka
perish	baaba'a
perishable	la baabi'in karo
perished	waa la baaba'ay
perishing	gardarrada
perjury	been abuur
perk	perk
perky	xishood
perm	perm
permanence	Degenaansho
permanent	joogto ah
permeable	la suubin karo
permeate	gooyaan
permeation	isdhaafka
permissible	la oggol yahay
permission	fasax
permissive	oggolaansho
permit	ogolaansho
permitted	la oggol yahay
permitting	oggolaansho
permutation	permutation
pernicious	nacasnimo
peroxide	peroxide
perpendicular	dareen
perpetrate	gardarrada
perpetrator	gardarrada
perpetual	joogto ah
perpetually	si joogto ah
perpetuate	sii wad
perpetuation	marxalad
perpetuity	joogtayn
perplexed	la yaab leh
perplexing	runtii
perplexity	murugo
persecute	silciyo
persecution	cadaadis
perseverance	dulqaad
persevere	ku adkee
persist	ku adkee
persistence	joogto ah
persistent	joogto ah
persisting	adkeysiga
person	qof
persona	NO TRANSLATION
personable	shaqeynaya
personage	shaqsi
personal	shakhsi
personality	shakhsiyadda
personification	shakhsi ahaan
personnel	shaqaalaha
persons	dadka
perspective	aragti
perspiration	dhedig
persuade	ku dhaartee
persuasion	kalsooni
persuasive	kalsooni
pert	cagaarshow
pertinent	qiyaastii
perturbation	baqdin
pertussis	xiiq-dheer
perusal	Dulmiga
peruse	dulmiga
pervading	faafin
perverse	qalloocan
perversion	qallafsan
pervert	qallooca
perverted	qalloocan
pesky	daraadeed
pessimism	xanaaq
pessimist	niyadjab
pessimistic	macmacaan
pest	cayayaan
pester	boogaha
pestilence	belaayada
pestle	boogta
pesto	pesto
pet	xayawaanka
petal	petal
petite	petite
petition	codsi
petitioner	codsade
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	baddalay
petrify	nadiifin
petrol	shidaal
petroleum	batroolka
petticoat	xashiishka
petting	xayiraadda
petty	yar yar
petulant	xayawaan
petunia	petunia
pew	jeex
pewter	qashinka
peyote	NO TRANSLATION
phalanx	dhuxusha
phantom	phantom
pharaoh	Fircoon
pharmaceutical	daawooyinka
pharmacist	farmashiistaha
pharmacology	farmashiyada
pharmacy	farmasiga
phase	wajiga
pheasant	naxdin
phenomenal	caadi ah
phenomenon	dhacdo
pheromone	pheromone
