Word	ar
nervous	متوتر
nervousness	الهلع
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	نيس
nest	عش
nestle	حضن
nestling	الفرخ
net	شبكة
nether	سفلي
netting	المعاوضة
nettle	لسع
network	شبكة الاتصال
networking	الشبكات
neural	عصبي
neuralgia	الألم العصبي
neurological	العصبية
neurologist	طبيب الأمراض العصبية
neurology	علم الأعصاب
neurosis	إضطراب عصبي
neurosurgeon	جراح الأعصاب
neurosurgery	جراحة الاعصاب
neurotic	العصابي
neuter	محايد
neutral	محايد
neutrality	حياد
neutralize	إبطال مفعول
neutron	النيوترون
new	الجديد
new age	عصر جديد
newbeginnings	NO TRANSLATION
newborn	مولود جديد
newcomer	الوافد
newday	يوم جديد
newfound	المكتشف حديثا
newjob	NO TRANSLATION
newlife	حياة جديدة
newly	حديثا
newlywed	حديثي
newme	تجارية NewMe
newness	حداثة
news	أخبار
newscast	نشرة الأخبار
newscaster	المذيع
newsflash	خبر عاجل
newsletter	النشرة الإخبارية
newsman	الرجل الصحفي
newspaper	جريدة
newspaperman	نوسببرمن
newsreel	فيلم أخباري
newsroom	غرفة الأخبار
newsstand	كشك الصحف
newstart	بداية جديدة
newt	سمندل الماء حيوان
newyear	السنة الجديدة
nexus	رابطة
nib	منقار
nibble	عاب
nice	لطيف
niche	تخصص
nichts	NO TRANSLATION
nick	شق
nickel	النيكل
nickname	كنية
nicotine	النيكوتين
niece	ابنة الاخ
nifty	أنيق
nigger	زنجي
nigh	قريبا
night	ليل
nightcap	كأس الخمرة الأخيرة
nightclub	ملهى ليلي
nightfall	حلول الظلام
nightgown	ثوب النوم
nightie	ثوب النوم
nightingale	عندليب
nightlife	حياة الليل
nightly	كل ليلة
nightmare	كابوس
nightmares	الكوابيس
nightstand	منضدة
nightstick	هراوة الشرطي
nighttime	وقت الليل
nihilism	عدمية
nil	صفر
nimble	رشيق
nimrod	نمرود
nincompoop	مغفل
nine	تسعة
nineteen	تسعة عشر
ninety	تسعين
ninja	النينجا
ninny	مغفل
nintendo	نينتندو
ninth	تاسع
nip	ارتشف
nipper	كلاب
nipple	حلمة الثدي
nippy	حريف
nitrate	نترات
nitro	نيترو
nitrogen	نتروجين
nitrous	نتروجيني
nitwit	مغفل
nix	لا شىء
no anticipation	لا ترقب
no disgust	لا اشمئزاز
no emotion	لا عاطفة لا احساس
no sentiment	لا المشاعر
no surprise	لا مفاجأة
no trust	لا ثقة
nobility	نبل
noble	النبيل
nobleman	النبيل
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	ليلي
nod	إيماءة
nodding	الايماء
node	العقدة
nodular	عقدي
nodule	العقيدات
noggin	رأس
nohope	NO TRANSLATION
noir	نوير
noise	الضوضاء
noisy	وصاخبة
nomad	بدوي
nomadic	بدوي
nomenclature	تسمية
nominal	اسمى، صورى شكلى، بالاسم فقط
nominate	ترشح
nomination	ترشيح
nominee	مرشح
nonce	مناسبة حالية
nonchalant	غير مكترث
noncompliance	عدم الامتثال
nondescript	لا يوصف
nonexistent	معدوم
nonfat	غير دهن
nonfiction	غير الخيالية
nonpayment	عدم دفع
nonresident	غير مقيم
nonsense	كلام فارغ
nonsensical	أحمق
nonviolent	غير عنيفة
noob	مستجد
noodle	المعكرونة
nook	زاوية
noon	وقت الظهيرة
noose	أنشوطة
nopoint	لا جدوى
noregrets	NO TRANSLATION
norm	معيار
normal	عادي
normalcy	الحياة الطبيعية
normality	السواء
north	شمال
northbound	مسافر نحو الشمال
northeast	شمالي شرقي
northern	شمالي
northwest	الشمال الغربي
northwestern	شمال غرب
noschool	NO TRANSLATION
nose	أنف
nosebleed	الرعاف
nosey	فضولي
nosnow	لا ثلج
nostalgia	حنين
nostalgic	حنين إلي الوطن
nostress	NO TRANSLATION
nostril	منخر
nosun	NO TRANSLATION
nosy	فضولي
not negative	ليس سلبيا
not positive	غير ايجابية
notable	ملحوظة
notables	وجهاء
notably	لا سيما
notamorningperson	NO TRANSLATION
notary	كاتب عدل
notation	الرموز
notch	حز
notched	حقق
note	ملحوظة
notebook	دفتر
noted	وأشار
noteworthy	جدير بالملاحظة
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	فراغ
notice	تنويه
noticeable	جدير بالملاحظة
notification	إعلام
notify	أبلغ
notion	خيالى
notional	نظري
notoriety	سوء السمعة
notorious	سيئة السمعة
notready	notready
notwithstanding	على الرغم من
nought	صفر
noun	إسم
nourish	ربى
nourishment	تغذية
nouveau	NO TRANSLATION
novel	رواية
novelist	الروائي
novelty	بدعة
novice	مبتدئ
nowadays	الوقت الحاضر
nowork	لا عمل
noworries	لا داعى للقلق
noxious	ضار
nozzle	فوهة
nuance	فارق بسيط
nuances	الفروق الدقيقة
nuclear	نووي
nucleus	نواة
nude	ناقص
nudge	وكزة
nudie	السامرائي
nudist	عاري
nudity	عري
nugget	كتلة صلبة
nuisance	إزعاج
nuke	السلاح النووي
nul	NO TRANSLATION
null	لا شيء
nullify	أبطل
numb	خدر
number	رقم
numbering	الترقيم
numbers	أعداد
numbness	خدر
numbskull	المغفلون
numeral	عددي
numerator	عداد
numerical	عددي
numerically	عدديا
numerous	كثير
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	دير للراهبات
nuptials	زفاف
nurse	ممرضة
nursemaid	مربية أطفال
nursery	حضانة
nursing	تمريض
nurture	تغذية
nut	البندق
nutcase	غريب الأطوار
nutcracker	كسارة البندق
nuthouse	nuthouse
nutmeg	جوزة الطيب
nutrition	تغذية
nutritional	التغذية
nutritious	مغذي
nutritive	مغذ
nuts	جوز
nutshell	باختصار
nutty	جوزي
nylon	نايلون
nylong	NO TRANSLATION
nylons	النايلون
nymph	حورية
nymphomaniac	شبق
oaf	الأهبل
oak	بلوط
oar	مجذاف
oasis	واحه
oat	شعر بالتعب
oath	حلف
oatmeal	دقيق الشوفان
obedience	طاعة
obedient	مطيع
obediently	بطاعة
obelisk	الخنجرية
obese	بدين
obesity	بدانة
obey	الانصياع
obi	اوبي
obit	obit
obituary	نعي
object	موضوع
objection	اعتراض
objectionable	بغيض
objective	موضوعي
objectivity	موضوعية
obligation	التزام
obligatory	واجب
oblige	تجبر
obliged	مجبر
obliging	ظريف
obligor	الملتزم
oblique	منحرف - مائل
obliterate	طمس
obliterated	طمس
obliteration	طمس
oblivion	نسيان
oblivious	غافل
oblong	مستطيل
obnoxious	بغيض
oboe	مزمار
obscene	فاحش
obscenity	فحش
obscure	غامض
obscured	مشوشة
obscurity	غموض
observance	مراعاة
observant	يقظ
observation	الملاحظة
observatory	مرقب
observe	رصد
observer	مراقب
observing	مراقبة
obsess	أقلق
obsessed	مهووس
obsessing	التوجس
obsession	استحواذ
obsessive	استحواذي
obsolescence	تقادم
obsolete	عفا عليها الزمن
obstacle	عقبة
obstetrician	طبيب مولد
obstetrics	طب التوليد
obstinate	عنيد
obstruct	منع
obstruction	إعاقة
obstructive	المعوق
obtain	الحصول على
obtainable	يمكن الحصول عليها
obtuse	منفرج الزاوية
obverse	وجه العملة
obvious	واضح
ocarina	الأ كرينة آلة موسيقية بسيطة
occasion	مناسبات
occasional	عرضي
occasionally	من حين اخر
occipital	العظم القذالي عظم مؤخر الرأس
occlusion	إنسداد
occult	غامض
occupancy	الإشغال
occupant	راكب
occupation	احتلال
occupational	مهني
occupied	احتل
occupier	المحتل
occupy	تشغل
occupying	الاحتلال
occur	تحدث
occurrence	حادثة
ocd	الوسواس القهري
ocean	محيط
oceanic	المحيطات
octagon	مثمن
octave	اوكتاف
octopus	أخطبوط
ocular	بصري
odd	الفردية
oddball	غريب الاطوار
oddity	غرائب
odds	خلاف
ode	قصيدة غنائية
odious	بغيض
odometer	عداد المسافات
odor	رائحة
odyssey	ملحمة
oedipal	أوديبي
oestrogen	هرمون الاستروجين
oeuvre	NO TRANSLATION
offal	فضلات
offence	جريمة
offend	الإساءة
offended	بالاهانة
offender	المذنب
offense	جريمة
offensive	هجومي
offer	عرض
offered	تقدم
offering	عرض
offhand	مرتجلا
office	مكتب. مقر. مركز
officer	ضابط
offices	مكاتب
official	الرسمية
officiate	تولى مهام منصبه
offing	عرض البحر
offload	افراغ
offset	الأوفست
offshoot	فرع
offshore	البحرية
offside	التسلل
offspring	النسل
oft	كثيرا
oftentimes	كثيرا ما
ogre	غول
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	اونو
ohshit	NO TRANSLATION
oil	نفط
oils	زيوت
oily	زيتي
oink	oink
ointment	مرهم
okra	بامية
old	قديم
olden	الخوالي
older	اكبر سنا
oldie	عدو السحالي
oldies	الموضوعات القديمة
olfactory	شمي
oligarchy	الأوليغارشية
olive	زيتون
omega	أوميغا
omelet	عجة البيض
omen	فأل
omgomgomg	NO TRANSLATION
ominous	مشؤوم
omission	إغفال
omit	حذف
omitted	حذف
omnibus	الجامع
omnipotence	كل القوة
omnipotent	قادر على كل شىء
omnipresent	كلي العلم
omniscient	كلي العلم
onboard	صعد على متنها
oncologist	الأورام
oncology	علم الأورام
oncoming	مقترب
one	واحد
oneday	يوماً ما
onedge	على حافة الهاوية
onelove	حب واحد
oneness	وحدانية
onerous	مرهق
oneself	نفسه
ongoing	جاري التنفيذ
onion	بصلة
onset	بداية
onslaught	هجوم
onstage	على المسرح
ontology	علم الوجود
onus	عبء
onward	فصاعدا
onyx	عقيق يماني
oodles	حشد
oomph	الجاذبية
ooze	طين
oozing	ترشح
op	المرجع
opacity	غموض
opal	أوبال
opaque	مبهمة
ope	مكتب مستشار رئيس الوزراء
open	افتح
opener	فتاحة
opening	افتتاح
openly	بكل صراحة
openness	انفتاح
opera	دار الأوبرا
operate	العمل
operatic	أوبرى ذو علاقة بالأوبرا
operation	عملية
operational	التشغيل
operations	عمليات
operative	عامل
operator	المشغل أو العامل
ophthalmic	عيني
ophthalmologist	اخصائي بصريات
opiate	أفيوني
opinion	رأي
opinionated	عنيد
opium	أفيون
opponent	الخصم
opportune	مناسب
opportunism	انتهازية
opportunity	فرصة
oppose	عارض
opposed	معارض
opposing	معارضة
opposite	مقابل
opposites	المعاكسات
opposition	معارضة
oppress	ظلم
oppressed	مظلوم
oppression	ظلم
oppressive	ظالم
oppressor	ظالم
ops	مكتب خدمات المشاريع
opt	يختار، يقرر
optic	بصري
optical	بصري
optics	بصريات
optimism	التفاؤل
optimist	المتفائل
optimistic	متفائل
optimum	الأمثل
option	اختيار
optional	اختياري
optionally	اختياريا
options	خيارات
optometrist	طبيب العيون
opulence	ترف
opulent	وفرة
opus	التأليف
oracle	وحي
oral	عن طريق الفم
orange	البرتقالي
orange juice	عصير البرتقال
orangutan	انسان الغابة
oration	خطاب رسمي
orator	خطيب
oratory	فن الخطابة
orb	محجر العين
orbit	مدار
orbital	مداري
orbiting	تدور حول
orbs	الأجرام السماوية
orc	شركة مصفاة نفط عمان
orchard	بستان
orchestra	أوركسترا
orchid	خصي
ordained	رسامة
ordeal	محنة
order	طلب
orderly	منظم
ordinance	مرسوم
ordinary	عادي
ordination	التنسيق
ordnance	عتاد
ore	خامة
oregano	توابل
organ	عضو
organic	عضوي
organism	كائن حي
organist	عازف الأرغن
organization	منظمة
organize	تنظم
organized	منظم
organizer	منظم
orgasm	رعشة الجماع
orgies	العربدة
orgy	طقوس العربدة
orient	توجيه
oriental	شرقي
orientation	اتجاه
orifice	فتحة
origami	فن قص الورق
origin	الأصل
original	أصلي
originality	أصالة
originate	تنشأ
origination	إبداع
originator	منشئ
ornament	زخرفة
ornamental	زخرفي
ornamentation	زخرفة
ornamented	مزين
ornate	مزخرف
ornery	مشاكس
orphan	يتيم
orphanage	دار الأيتام
orphaned	اليتامى
orthodontist	مقوم الأسنان المعوجة
orthodox	أرثوذكسي
orthodoxy	الأرثوذكسية
orthogonal	متعامد
orthopedic	تقويم العظام
oscillate	تتذبذب
oscillating	متذبذب
oscillation	ذبذبة
oscillatory	تذبذبي
ostensible	ظاهري
ostensibly	ظاهريا
ostentatious	متباه
ostracized	منبوذ
ostrich	نعامة
other	آخر
otter	قندس
otto	أوتو
ottoman	العثماني
ought	يجب
ounce	أوقية
oust	طرد
outage	انقطاع
outback	المناطق النائية
outbid	زايد في الثمن
outboard	خارجي
outbreak	التفشي
outburst	فورة
outcast	منبوذ
outcome	نتيجة
outcry	احتجاج
outdated	عتيق الطراز
outdo	تغلب
outdoor	في الهواء الطلق
outdoors	في الهواء الطلق
outer	خارجي
outfit	ملابس
outgoing	المنتهية
outgrow	أصبح كبيرا
outgrowth	نمو
outhouse	مبنى خارجي
outing	نزهة
outlandish	غريب
outlast	صمد أكثر
outlaw	الخارج عن القانون
outlet	مخرج
outline	الخطوط العريضة
outlines	حدود
outlive	نجا من الموت
outlook	الآفاق
outlying	بعيد عن المركز
outnumber	فاقه عددا
outpatient	العيادات الخارجية
outpost	المحطة
outpouring	تدفق
output	انتاج
outrage	غضب
outraged	غضب
outrageous	شائن
outrank	فاقه رتبة
outreach	التوعية
outright	صريح
outrun	تجاوز
outset	بداية
outsider	غريب
outskirts	ضاحية
outsmart	فاقه دهاء وحيلة
outspoken	صريح
outstanding	أمتياز
outstretched	منتشر
outward	نحو الخارج
outwards	الخارج
outweigh	يفوق
outwit	نثر
oval	بيضوي
