Word	ky
mislead	адаштырууга
misleading	жаңылтуу
misled	Алданбагыла,
mismanagement	чегишине
mismatch	дал келбейт
mismatched	келбестиги
misnomer	андай
misplace	жоготпогонго
misplaced	орунсуз
misread	барктанып
misrepresent	бурмалап
misrepresentation	бурмаланган
misrepresented	бурмалаган
miss	кечигүү
missile	ракета
missiles	ракеталарынын
missing	жоголгон
missingyou	NO TRANSLATION
mission	миссия
missionary	миссионер
misspell	misspell
misstatement	бурмалоолор
missy	Missy
mist	караңгылык
mistake	жаңылыштык
mistaken	туура эмес
mister	мырза
mistletoe	Рэп
mistreated	кордук
mistress	мырзайымы
mistrial	актоо өкүмү
mistrust	ишенбөөчүлүк
misty	тумандуу
misunderstand	туура эмес түшүнүү
misunderstanding	туура эмес түшүнүү
misunderstood	туура эмес
misuse	туура эмес колдонуу
mite	Шунемдик
miter	чалма
mitigate	жумшартуу
mitigating	жумшартуу
mitigation	жумшартуу
mitt	Митт
mitten	NO TRANSLATION
mitzvah	Mitzvah
mix	аралаштыруу
mixed	аралаш
mixedemotions	mixedemotions
mixer	аралаштыргыч
mixture	кошулма
mnemonic	мнемоникалык
moan	онтоо
moat	Иерусалимди калыбына
mob	топ
mobile	кыймылдуу
mobility	кыймылдуулук
mobilization	тартуу
mobilize	мобилизация
mobster	Mobster
mocha	Mocha
mock	жалган
mocked	мазактап
mockery	акмакчылык
mocking	байкагыла
mockingbird	Friend-
mod	көрүнүш
modal	модалдык
modality	модалдуулук
mode	режими
model	модель
modeler	Дизайнерам
modeling	моделдөө
modem	модем
moderate	орточо
moderate anticipation	орточо күтүшөт
moderate disgust	орточо өчө элек
moderate negative	орточо терс
moderate positive	алгылыктуу чекте
moderate surprise	орточо сюрприз
moderate trust	орточо ишеним
moderately	орто
moderating	чаттарда
moderation	ченеми
moderator	алып баруучу
modern	азыркы
modernism	модернизм
modest	жөнөкөй
modesty	жөнөкөйлүк
modicum	алдынчалуулукту
modifiable	Өзгөрүлбөс
modification	өзгөрүү
modified	барак
modify	өзгөртүү
modulate	байытып
modulation	Интикал
module	модулу
modulus	модулу
mogul	магнаты
moiety	тиштеди
moist	нымдуу
moisture	ным
moisturizer	moisturizer
molar	азуу
molasses	патока
mold	көк
molded	Карапачынын
molding	балчы
moldy	желе баскан
mole	мең
molecular	молекулярдык
molecule	молекула
molest	тийбе,
molestation	мексика
molester	Тийишкенде
molten	куйма
mom	апа
moment	ирмем
momentary	көз ирмемдик
momentous	маанилүү
momentum	моменти
momma	жыр
mommy	апа
monad	monad
monarch	монарх
monarchy	монархия
monastery	монастырь
monastic	ессейлер
monetary	акча-кредит
money	акча
mongoloid	mongoloid
mongoose	мангуст
mongrel	метистерди
monitor	ченөө
monk	монах
monkey	маймыл
mono	NO TRANSLATION
monochrome	Бүдүүн
monogamous	моногамдык
monogamy	өмүр сүрүү
monogram	Monogram
monogrammed	monogrammed
monograph	Эмгектердин саны
monolayer	monolayer
monolith	комдук
monologue	монолог
monopolist	монополист
monopoly	монополия
monotonous	жадатма
monotony	монотондуулуктун
monoxide	кычкылы
monsieur	Monsieur
monsoon	жаанчыл
monster	түрү суук
monstrosity	Monstrosity
monstrous	Ант болсун
montage	Туз
monte	Монте-
month	ай
monthly	айлык
monument	эстелик
monumental	монументалдуу
moo	Музыка
mooch	mooch
mood	көңүл
moods	маанай
moody	Moody
moon	ай
moonbeam	Саги
moonlight	айлуу
moonlit	Индийский
moonshine	самогон
moonstruck	элирмеси
moonwalk	moonwalk
moor	чым көндүү аймак
moored	токтошту
mooring	токтошу
moorings	нормаларды барк
moorland	moorland
moose	америка бугусу
moot	койду
mooted	Айтор,
mop	швабра
mope	Mope
moped	мопед
moral	моралдык
morale	моралдык
morality	моралдык
morals	адеп-ахлак
morass	саздан куткарышы
moratorium	мораторий
moray	Moray
morbid	чүрүшкөн
morbidity	оору
morbidness	morbidness
mores	эрежелер
morgue	өлүккана
moribund	бараткан
morn	Morn
morning	эртең менен
moron	Мурэн
moronic	Moronic
morose	кайгылуу боло
morph	айлануу
morphine	Morphine
morphism	диапазондорунда
morphology	микроорганизмдер
morrow	Кич
morsel	кесим
mortal	өлө турган
mortality	өлүм
mortar	курулуш эритмеси
mortgage	күрөөгө коюу
mortgagee	күрөө кармоочу
mortgagor	күрөө
mortician	mortician
mortification	кыйнаганы
mortified	гангрена
mortuary	өлүктөр коюлуучу жай
mosaic	мозаика
mosey	качуу
mosque	мечит
mosquito	чиркей
moss	чөптүн бир түрү
mossy	бакыт
mote	NO TRANSLATION
motel	Motel
moth	күбө
mother	эне
motherfucker	Сансызбайдын
motherfucking	motherfucking
motherhood	эне
motherland	Мекен
motherless	энеси
motherly	эненин
motif	Пейзаж
motion	кыймыл
motionless	кыймылсыз
motivate	түрткү
motivating	түрткү
motivation	жөнүн көрсөтүү
motivational	Жүйөлүү
motive	себеп
motley	чөптүү
motor	кыймылдаткыч
motorbike	унаасынын д
motorboat	моторлуу кайык
motorcade	унаалар
motorcar	УНААНЫ
motorcycle	мотоцикл
motorist	автомобилист аял
motte	Motte
mottled	тактары
motto	урааны
mould	көк
mound	адыр
mount	тоосунда
mountain	тоо
mountaineer	тоо
mountainous	тоолуу
mountains	тоолор
mountaintop	чоку
mourn	аза күтүү
mournful	капалуу
mourning	кайгы
mouse	чычкан
mousetrap	бекер жерден
mousse	Mousse
moustache	мурут
mousy	Ласкин
mouth	ооз
mouthful	жутум
mouthpiece	тт
mouthwash	чайкоочу
movable	кыймылдуу
move	жылуу
movement	кыймыл
mover	Ураган
movie	кино
movies	тасмалар
moving	жылып
movingforward	NO TRANSLATION
movingon	movingon
mow	чабуу
mower	чалгы
moxie	Moxie
mozzarella	Mozzarella
mri	MRI
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	кык
mucked	журбойм
mucous	былжыр
mucus	былжыр
mud	баткак
muddle	Түрк тилдүү элдердин
muddled	чаташкан
muddy	ылай
muff	ниетте
muffin	токоч
muffled	ачык эмес
muffler	глушитель
mug	кружка
mugger	калчу
mulberry	тыт
mulch	Июн
mule	качыр
mull	Раси-
mullet	Омур
multilateral	ар тараптуу
multimedia	Мултимедиа
multinational	көп
multiple	бир нече
multiple sclerosis	бир нече жактуу склероз
multiplex	Multiplex
multiplication	көбөйтүү
multiplicity	көптүгү
multiplied	көп
multiplier	көбөйткүч
multiply	көп
multitude	көп сандаган
mum	апа
mumble	кобуроо
mumbo	куру
mummy	Мумия
mumps	амебалар
munch	Сук
munchies	Munchies
munchkin	munchkin
mundane	дүнүйөгө
municipal	коммуналдык
municipality	аймагы
mural	здании
murder	өлтүрүү
murderer	киши өлтүргүч
murderess	murderess
murderous	канкор
murky	көмүскө
murmur	наалый
muscle	булчуң
muscular	төшү
muse	кайрат нуртас
muses	Muses
museum	музей
mush	NO TRANSLATION
mushroom	козу карын
mushy	ылайы
music	музыка
musical	музыкалык
musician	музыкант аял
musing	ойлуу
musk	миск
musket	мылтыкты
musketeer	Musketeer
muskrat	Маскрэт
muslin	Драгуша
muss	NO TRANSLATION
must	керек
mustang	мустанг
mustard	горчица
muster	кайраттанган
musty	курдун
mutable	өзгөгүчтүк
mutant	мутант
mutate	төлөгөн
mutation	түрлөрдүн
mute	көп сүйлөбөгөн
muted	үнү
mutilate	отургузууну
mutilated	жараат
mutilation	жаракат
mutiny	бийликтери
mutt	mutt
mutter	NO TRANSLATION
mutton	койдун
mutual	өз ара
mutually	өз ара
muzzle	морда
myfavorite	Менин Сүйүктүү
myopia	Myopia
myopic	myopic
myriad	сансыз
mysterious	сырдуу
mystery	жашыруун сыр
mystic	мистикалык
mystical	сырдуу
mysticism	диндик
mystified	көрүүсүнүн
mystique	мистикалык
myth	ойдон чыгарылган
mythic	Mythic
mythical	ойдон чыгарылган
mythological	уламыштарында
mythology	Уламыштарда
nab	NAB
nacho	Игнасио
nada	NO TRANSLATION
nadir	Надир
nag	NO TRANSLATION
nail	мык
nail gun	мык аткыч
naive	ишенчээк
naked	жылаңач
nakedness	этин
namaste	NO TRANSLATION
name	ысым
named	деген
nameless	аты жок
namesake	апага
naming	ат
nana	Бейбит
nanny	Таянеси
nanometer	нанометрдик
nap	үлгүрөө
napalm	Шуман
nape	желке
napkin	кол аарчы
napping	-кyмөн
nappy	л буруъуз:
narcissism	коркуу
narcissist	narcissist
narcissistic	октем
narcotic	наркотик
narrate	айтып
narration	баян
narrative	билдирүү
narrator	баяндоочу
narrow	тыгыз
narrowing	кууш, бир жагы
nasal	мурун
nascent	пайда болгон
nasty	жийиркеничтүү
natal	Натал
nation	улут
national	улуттук
nationality	улут
nationwide	улуттук
native	өз
nativity	Туулган
natural	жаратылыш
natural gas	табигый газ
naturalist	натуралист
naturalization	природные
naturalized	өз каалоосу менен
naturally	табигый
nature	жаратылыш
naught	нерсебиз
naughty	тентек
nausea	жүрөк айлануу
nauseate	nauseate
nauseating	жүрөк
nauseous	кускусу
nautical	милге
nautilus	наутилус
naval	деңиздик
nave	корабле
navel	гиндик
navigable	кеме
navigate	сүзүү
navigation	багыттоо
navigational	навигациялык
navigator	Navigator
navy	деңиздик-аскер флоту
nay	NO TRANSLATION
nearsighted	дүнүйөкорлукка умтулгандыктан
neat	таза
neatly	жарашыктуу
nebula	боштуктун
