Word	ur
needle	انجکشن
needlepoint	انجکشن
needles	انجکشن
needless	ضرورت نہیں
needtoknow	ضرورت ہے
needtorelax	NO TRANSLATION
needy	ضرورت مند
nefarious	ناپاک
negation	منفی
negative	منفی
negativity	منفی
neglect	نظر انداز
neglected	نظر انداز
neglecting	نظر انداز
negligee	غفلت
negligence	غفلت
negligent	غفلت
negligently	NO TRANSLATION
negligible	ناگزیر
negotiable	بات چیت
negotiate	گفت و شنید
negotiation	مذاکرات
negotiator	مذاکرات
negro	negro
neigh	پاس
neighbor	پڑوسی
neighborhood	پڑوسی
neighboring	پڑوسی
nemesis	نسیمس
neon	نیون
neonatal	نیویارک
neophyte	نوفائٹی
neoprene	نیپیرین
nephew	بھتیجے
nepotism	اقربا پروری
nerd	بیوقوف
nerdy	نریڈی
nerve	اعصابی
nerves	اعصاب
nervous	اعصابی
nervousness	اعصابی
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	نرس
nest	گھوںسلا
nestle	نیسل
nestling	nestling
net	نیٹ
nether	قومی
netting	نالی
nettle	نٹل
network	نیٹ ورک
networking	نیٹ ورکنگ
neural	نیند
neuralgia	نیورجیا
neurological	نیورولوجی
neurologist	نیورولوجسٹ
neurology	نیورولوجی
neurosis	نیوروسس
neurosurgeon	نیوروسرجن
neurosurgery	نیوروسرجری
neurotic	نیوروٹو
neuter	نیچرر
neutral	غیر جانبدار
neutrality	غیر جانبداری
neutralize	غیر جانبدار کریں
neutron	نیوٹران
new	نئی
new age	نئی عمر
newbeginnings	NO TRANSLATION
newborn	نوزائیدہ
newcomer	نئے آنے والا
newday	نیا دن
newfound	نیا فاؤنڈیشن
newjob	NO TRANSLATION
newlife	نئی زندگی
newly	نیا
newlywed	نووارد
newme	newme
newness	نیاپن
news	خبریں
newscast	نیوز کاسٹ
newscaster	خبرنامہ
newsflash	نیوز فلش
newsletter	نیوز لیٹر
newsman	نیوز مین
newspaper	اخبار
newspaperman	نیوز پیپرمین
newsreel	نیوزریٹر
newsroom	نیوز روم
newsstand	نیوز اسٹینڈ
newstart	نیا آغاز
newt	newt
newyear	NO TRANSLATION
nexus	نیکس
nib	نب
nibble	کترنا
nice	اچھا ہے
niche	جگہ
nichts	NO TRANSLATION
nick	نکل
nickel	نکل
nickname	عرفان
nicotine	نیکوٹین
niece	بھتیجی
nifty	پچاس
nigger	نگجر
nigh	تقریبا
night	رات
nightcap	رات کیپ
nightclub	نائٹ کلب
nightfall	رات
nightgown	رات کے وقت
nightie	رات کو
nightingale	رات کے وقت
nightlife	رات کی زندگی
nightly	رات
nightmare	ڈراؤنا خواب
nightmares	رات کے وقت
nightstand	رات کا دن
nightstick	رات کا کھانا
nighttime	رات کے وقت
nihilism	جہاد
nil	نیل
nimble	نمی
nimrod	نمیروڈ
nincompoop	نانپپپ
nine	نو
nineteen	اینٹی
ninety	نوے
ninja	ننجا
ninny	نینی
nintendo	نانٹینڈو
ninth	نویں
nip	نپ
nipper	نپپر
nipple	نپل
nippy	نپل
nitrate	نائٹریٹ
nitro	نائٹرو
nitrogen	نائٹروجن
nitrous	نائٹس
nitwit	نائٹٹ
nix	nix
no anticipation	کوئی متوقع نہیں
no disgust	کوئی نفرت نہیں
no emotion	کوئی جذبات نہیں
no sentiment	کوئی جذباتی نہیں
no surprise	کوئی تعجب نہیں
no trust	کوئی اعتماد نہیں
nobility	نیکی
noble	عظیم
nobleman	عظیم
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	بجٹ
nod	نوڈ
nodding	نوڈڈنگ
node	نوڈ
nodular	نڈولر
nodule	نوڈلول
noggin	نگگن
nohope	NO TRANSLATION
noir	شور
noise	شور
noisy	شور
nomad	کوکیڈ
nomadic	کوکیڈک
nomenclature	نامکمل
nominal	نامزد
nominate	نامزد
nomination	نامزد
nominee	ا میدوار
nonce	نہیں
nonchalant	ناچلند
noncompliance	غیر عدم اطمینان
nondescript	نینڈس سکرپٹ
nonexistent	کوئی بھی نہیں
nonfat	غیرت
nonfiction	نفاذ
nonpayment	عدم ادائگی
nonresident	غیر حاضر
nonsense	بکواس
nonsensical	غیر معمولی
nonviolent	غیر معمولی
noob	اناڑی
noodle	نوڈل
nook	نک
noon	دوپہر
noose	شور
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	معمول
normal	عام
normalcy	معمولی
normality	عام طور پر
north	شمال
northbound	شمال مغرب
northeast	شمال مشرقی
northern	شمالی
northwest	شمال مغرب
northwestern	شمال مغربی
noschool	NO TRANSLATION
nose	ناک
nosebleed	ناک سے خون بہنا
nosey	نیزی
nosnow	نسوہن
nostalgia	دوستی
nostalgic	نستعلیق
nostress	NO TRANSLATION
nostril	ناست
nosun	NO TRANSLATION
nosy	نیزی
not negative	منفی نہیں
not positive	مثبت نہیں
notable	قابل ذکر
notables	قابل ذکر
notably	خاص طور پر
notamorningperson	NO TRANSLATION
notary	نوٹری
notation	تشریح
notch	نشان
notched	متفق
note	نوٹ
notebook	کاپی
noted	نوٹ کیا
noteworthy	قابل ذکر
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	کچھ بھی نہیں
notice	نوٹس
noticeable	قابل ذکر
notification	نوٹیفکیشن
notify	مطلع
notion	خیال
notional	علمی
notoriety	بدکاری
notorious	بدنام
notready	تیار نہیں
notwithstanding	کے باوجود
nought	نہیں
noun	اسم
nourish	پریشان
nourishment	خوراک
nouveau	NO TRANSLATION
novel	ناول
novelist	ناول نگار
novelty	نیاپن
novice	نوکری
nowadays	آج کل
nowork	کوئی کام
noworries	کوئی غم نہیں
noxious	بے چینی
nozzle	نوز
nuance	نوانس
nuances	nuances
nuclear	جوہری
nucleus	نیوکلیو
nude	عریاں
nudge	نگل
nudie	نوڈی
nudist	نوڈسٹسٹ
nudity	عریانیت
nugget	نگجٹ
nuisance	پریشانی
nuke	نیک
nul	NO TRANSLATION
null	خالی
nullify	منسوخ کریں
numb	نون
number	نمبر
numbering	شمار کرنا
numbers	نمبر
numbness	غصہ
numbskull	numbskull
numeral	نمبر
numerator	گنبد
numerical	عدلیہ
numerically	اعداد و شمار
numerous	متعدد
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	نانیری
nuptials	نپلٹی
nurse	نرس
nursemaid	نرسیمڈ
nursery	نرسری
nursing	نرسنگ
nurture	کھانا پکانا
nut	نٹ
nutcase	نٹیکس
nutcracker	nutcracker
nuthouse	nuthouse
nutmeg	جائفل
nutrition	غذائیت
nutritional	غذائیت
nutritious	غذائیت
nutritive	غذائیت
nuts	گری دار میوے
nutshell	مختصر
nutty	غذائیت
nylon	نایلان
nylong	NO TRANSLATION
nylons	نیلسن
nymph	نفف
nymphomaniac	نیمومومنیک
oaf	اے ایف اے
oak	اوک
oar	اوہ
oasis	اویسس
oat	کھا
oath	حلف
oatmeal	جسمانی
obedience	اطاعت
obedient	فرمانبردار
obediently	فرمانبردار
obelisk	ابیلسک
obese	موٹے
obesity	موٹاپا
obey	اطاعت کرو
obi	obi
obit	بنو
obituary	چھٹکارا
object	اعتراض
objection	اعتراض
objectionable	قابل اعتراض
objective	مقصد
objectivity	اعتراض
obligation	ذمہ داری
obligatory	واجب ہے
oblige	واجب ہے
obliged	ذمہ دار
obliging	فرض ہے
obligor	ذمہ دار
oblique	مسترد
obliterate	چھٹکارا
obliterated	ختم کرنا
obliteration	توڑ
oblivion	گریز
oblivious	غریب
oblong	اب تک
obnoxious	بدمعاش
oboe	اوبو
obscene	فحش
obscenity	غیر جانبدار
obscure	غیر واضح
obscured	غیر واضح
obscurity	غیر جانبدار
observance	مشورہ
observant	مبصر
observation	مشاہد
observatory	مشاورت
observe	مشاہدہ
observer	مبصر
observing	مشاہدہ
obsess	گھر کر لینا
obsessed	پاگل
obsessing	مشغول
obsession	جنون
obsessive	جنونی
obsolescence	پریشانی
obsolete	غیر معمولی
obstacle	رکاوٹ
obstetrician	رکاوٹ
obstetrics	رکاوٹ
obstinate	رکاوٹ
obstruct	رکاوٹ
obstruction	رکاوٹ
obstructive	رکاوٹ
obtain	حاصل کریں
obtainable	قابل حاصل
obtuse	obtuse
obverse	گراؤنڈ
obvious	واضح ہے
ocarina	اوکرینا
occasion	موقع
occasional	کبھی کبھار
occasionally	کبھی کبھار
occipital	occipital
occlusion	کشیدگی
occult	جادو
occupancy	قبضہ
occupant	قبضہ
occupation	قبضہ
occupational	پیشہ ورانہ
occupied	قبضہ کر لیا
occupier	قبضہ
occupy	قبضہ
occupying	قبضہ
occur	واقع
occurrence	واقعہ
ocd	OCD
ocean	سمندر
oceanic	سمندر
octagon	آکسیجن
octave	آکٹیو
octopus	آکٹپس
ocular	آکولر
odd	طاق
oddball	عجیب کھیل
oddity	عجیب
odds	مشکلات
ode	اوڈی
odious	عجیب
odometer	odometer
odor	گندگی
odyssey	گندا
oedipal	اوپالپال
oestrogen	ایسٹروجن
oeuvre	NO TRANSLATION
offal	آفل
offence	جرم
offend	بدبختی
offended	ناراض
offender	مجرم
offense	جرم
offensive	جارحانہ
offer	پیش کرتے ہیں
offered	پیش کی گئی
offering	پیشکش
offhand	آفندہ
office	دفتر
officer	افسر
offices	دفاتر
official	سرکاری
officiate	انتظامیہ
offing	بند کرنا
offload	بوجھ کم کرنا
offset	آفسیٹ
offshoot	آفسیٹ
offshore	غیر ملکی
offside	آفس
offspring	اولاد
oft	کی
oftentimes	کبھی کبھی
ogre	اور
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ارے نہیں
ohshit	NO TRANSLATION
oil	تیل
oils	تیل
oily	تیل
oink	اوک
ointment	مردہ
okra	ٹھیک ہے
old	پرانا
olden	پرانے
older	پرانے
oldie	پرانی
oldies	پرانیوں
olfactory	زراعت
oligarchy	oligarchy
olive	زیتون
omega	اومیگا
omelet	آملیٹ
omen	اومان
omgomgomg	NO TRANSLATION
ominous	بے حد
omission	معافی
omit	چھوڑ دو
omitted	اتار دیا
omnibus	omnibus
omnipotence	اولمپیٹنٹ
omnipotent	اولنٹوٹنٹ
omnipresent	غالبا
omniscient	سمندری
onboard	جہاز
oncologist	اونٹولوجسٹ
oncology	اونکولوجی
oncoming	آنے والا
one	ایک
oneday	NO TRANSLATION
onedge	کنارے پر
onelove	ایک محبت
oneness	مطلق
onerous	پریشان
oneself	خود
ongoing	جاری
onion	پیاز
onset	آغاز
onslaught	پر حملہ
onstage	سٹیج پر
ontology	اونٹالوجی
onus	onus
onward	آگے
onyx	سایہ
oodles	آدھے
oomph	oomph
ooze	آلو
oozing	اجنبی
op	اوپن
opacity	استحکام
opal	اوپن
opaque	اوپیرا
ope	اوپن
open	کھولیں
opener	اوپنر
opening	کھولنے
openly	کھولیں
openness	کھلی
opera	اوپیرا
operate	کام کرو
operatic	آپریٹنگ
operation	آپریشن
operational	آپریشنل
operations	آپریشن
operative	آپریٹنگ
operator	آپریٹر
ophthalmic	آتم
ophthalmologist	ماہر نفسیات
opiate	اپوزیشن
opinion	رائے
opinionated	رائے دی
opium	اپکرم
opponent	مخالف
opportune	موقع
opportunism	موقع پرستی
opportunity	موقع
oppose	مخالفت
opposed	مخالفت کی
opposing	مخالفت
opposite	برعکس
opposites	مخالفین
opposition	اپوزیشن
oppress	ظلم
oppressed	مظلوم
oppression	جبر
oppressive	ظالمانہ
oppressor	ظلم
ops	آپریشنز
opt	آپٹ آؤٹ
optic	آپٹک
optical	نظریاتی
optics	نظریات
optimism	امید ہے
optimist	رجائیت پسند
optimistic	امید مند
optimum	زیادہ سے زیادہ
option	اختیار
optional	اختیاری
optionally	اختیاری
options	اختیارات
optometrist	آپٹومیٹسٹر
opulence	اپلی کیشن
opulent	متضاد
opus	اوپن
oracle	چمتکار
oral	زبانی
orange	سنتری
orange juice	مالٹے کا جوس
orangutan	اورانگوتان
oration	آیات
orator	وائٹر
oratory	آیات
orb	اوبی
orbit	مدار
orbital	زبانی
orbiting	سنبھالا
orbs	orbs
orc	ORC
orchard	باغ
orchestra	آرکسٹرا
orchid	آرکڈ
ordained	مقرر
ordeal	نظریات
order	آرڈر
orderly	حکم دیا
ordinance	آرڈنس
ordinary	عام
ordination	حکم
ordnance	ہتھیار
ore	ایسک
oregano	اجنبی
organ	عضو
organic	نامیاتی
organism	حیاتیات
organist	آرگنائزر
organization	تنظیم
organize	منظم
organized	منظم
organizer	آرگنائزر
orgasm	orgasm کے
orgies	orgies
orgy	ننگا ناچ
orient	مبنی
oriental	مشرقی
orientation	واقفیت
orifice	بچہ
origami	اوریگامی
origin	اصل
original	اصل
originality	اصل میں
originate	ابتداء
origination	منتقلی
originator	ابتدائی طور پر
ornament	زیورات
ornamental	سجاوٹ
ornamentation	زیورات
ornamented	زیورات
ornate	انتباہ
ornery	آرکری
orphan	یتیم
orphanage	یتیم خانے
orphaned	یتیم
orthodontist	ارتھڈونٹسٹ
orthodox	معدنیات سے متعلق
orthodoxy	آرتھوپیڈیا
orthogonal	سنجیدگی
orthopedic	آرتھوپیڈک
oscillate	تسلسل
oscillating	آلودگی
oscillation	تسلسل
oscillatory	آلودگی
ostensible	آستین
ostensibly	آہستہ آہستہ
ostentatious	نمائشی
ostracized	تجزیہ کیا
ostrich	آتشبازی
other	دوسرا
otter	otter
otto	آٹو
ottoman	عثمان
ought	چاہئے
ounce	اچھال
oust	باہر
outage	گزرنا
outback	واپس باہر
outbid	باہر نکالنا
outboard	آؤٹ بورڈ
outbreak	پھیلاؤ
outburst	دھواں
outcast	نکالا
outcome	نتیجہ
outcry	چللاہٹ
outdated	پرانی
outdo	باہر
outdoor	بیرونی
outdoors	باہر
outer	بیرونی
outfit	تنظیم
outgoing	سبکدوش ہونے والے
outgrow	باہر
outgrowth	باہر نکلنا
outhouse	گھریلو
outing	باہر
outlandish	غیر ملکی
outlast	ابلاغ
outlaw	نکالا
outlet	دکان
outline	آؤٹ لائن
outlines	خطوط
outlive	باہر نکلنا
outlook	آؤٹ لک
outlying	بیرونی
outnumber	آخرکار
outpatient	آؤٹ پٹ
outpost	چوکی
outpouring	باہر نکالنا
output	پیداوار
outrage	نفرت
outraged	نفرت
outrageous	غصہ
outrank	باہرانک
outreach	آؤٹیوچ
outright	ٹھیک ہے
outrun	باہر نکلنا
outset	شروع
outsider	باہر
outskirts	مضامین
outsmart	ختم ہو جاؤ
outspoken	باہر نکالنا
outstanding	شاندار
outstretched	ختم ہوا
outward	باہر
outwards	باہر
outweigh	اونچائی
outwit	باہر نکلنا
oval	اوندا
ovary	آلواری
ovate	گندگی
ovation	تجاویز
oven	تندور
overactive	زیادہ فعال
overall	مجموعی طور پر
overalls	ختم
overbearing	پریشان
overburden	زیادہ سے زیادہ
overcast	ختم ہوا
overcharged	زیادہ سے زیادہ
overcoat	زیادہ سے زیادہ
overcome	پر قابو پانے
overcoming	پر قابو پانے
overcrowded	زیادہ سے زیادہ
overdo	زیادہ تر
overdose	زیادہ سے زیادہ
overdrive	اضافی آمدنی
overdue	زیادہ سے زیادہ
overestimate	زیادہ سے زیادہ
overestimated	زیادہ سے زیادہ
overflow	بہاؤ
overflowing	بہاؤ
overgrown	ختم ہوا
overgrowth	زیادہ تر
overhanging	پریشان کن
overhaul	اضافی
overhead	اوپر
overhear	زیادہ تر
overheated	زیادہ سے زیادہ
overjoyed	بہت خوش
overkill	زیادہ سے زیادہ
overlaid	ختم ہو گیا
overlap	اوورلیپ
overlapping	اتبلاپ
overlay	اوورلے
overload	اوورلوڈ
overlook	نظر انداز
overlord	زیادہ تر
overlying	زیادہ تر
overpaid	زیادہ سے زیادہ
overpass	اوورپاس
overplayed	زیادہ تر
overpower	زیادہ طاقتور
overpowering	زیادہ طاقتور
overpriced	ختم ہوا
overprotective	حفاظت سے زیادہ
overrated	زیادہ سے زیادہ
overreact	بہت زیادہ
override	اوورائڈ
overriding	زیادہ سے زیادہ
overrule	overrule
overrun	زیادہ سے زیادہ
oversee	نگرانی کریں
overseer	نگرانی
overshadow	گراؤنڈ
oversight	نگرانی
oversized	وسیع
overslept	نگران
overstate	گراؤنڈ
overstock	overstock
overt	زیادہ سے زیادہ
overtake	ختم ہو جاؤ
overtaken	ختم ہوگیا
overthemoon	NO TRANSLATION
overthinker	اتباع کرنے والا
overthinking	زیادہ سوچنا
overthrow	ختم کرنا
overtime	اضافی وقت
overtired	ختم ہوا
overture	ختم
overturn	ختم ہو جاؤ
overview	جائزہ
overweight	زیادہ وزن
overwhelm	ہڑتال
overwhelmed	مغلوب
overwhelming	زبردست
overworked	ختم ہوا
