Word	mt
petrify	petrify
petrol	petrol
petroleum	pitrolju
petticoat	petticoat
petting	petting
petty	żgħar
petulant	petulant
petunia	Petunia
pew	pew
pewter	pewter
peyote	NO TRANSLATION
phalanx	phalanx
phantom	phantom
pharaoh	pharaoh
pharmaceutical	farmaċewtika
pharmacist	spiżjar
pharmacology	farmakoloġija
pharmacy	farmaċija
phase	fażi
pheasant	faġan
phenomenal	fenomenali
phenomenon	fenomenu
pheromone	feromoni
phew	phew
phi	phi
philanthropic	filantropiku
philanthropist	philanthropist
philanthropy	filantropija
philistine	philistine
philosopher	filosfu
philosophic	filosofiku
philosophical	filosofiku
philosophy	filosofija
phlegm	phlegm
pho	pho
phobia	ksenofobija
phoenix	phoenix
phone	telefon
phonetic	fonetiku
phonetics	phonetics
phonics	phonics
phonograph	fonografu
phonology	fonoloġija
phony	phony
phooey	phooey
phosphate	fosfat
phosphor	fosforu
phosphorus	fosfru
photo	ritratt
photogenic	fotogeniċi
photograph	ritratt
photographer	fotografu
photographic	fotografiku
photography	fotografija
photometry	fotometrija
photon	foton
phrase	frażi
phraseology	fraġli
phylogeny	phylogeny
physical	fiżiku
physical therapist	terapista fiżiku
physician	tabib
physicist	fiżiku
physics	fiżika
physiological	fiżjoloġiku
physiology	fiżjoloġija
physique	physique
pi	pi
pianist	pjanista
piano	piano
piazza	piazza
piccolo	NO TRANSLATION
pick	pick
picked	qabad
picker	selettur
picket	picket
picketing	picketing
pickle	pickle
pickled	imnaddfin
pickpocket	pickpocket
pickup	Pickup
picky	picky
picnic	Picnic
pictorial	illustrati
picture	stampa
pictures	stampi
picturesque	pittoresk
pie	pie
piece	biċċa
piecemeal	parzjali
pieceofshit	biċċa ta 'xifer
pied	pied
pier	moll
pierce	titqib
piety	piety
pig	ħanżir
pigeon	ħamiem
piggy	piggy
piggyback	piggyback
pigheaded	pigheaded
piglet	ħanżir
pigment	pigment
pigskin	ġilda tal-ħanżir
pigsty	pigsty
pike	pike
pile	pile
piles	munzelli
pileup	pileup
pilgrim	pellegrin
pilgrimage	pellegrinaġġ
pill	pillola
pillage	pillage
pillar	pilastru
pillbox	pillbox
pillow	investi
pillowcase	pillowcase
pilot	pilota
pimp	pimp
pimple	pimple
pin	pin
pinball	pinball
pinch	pinch
pinching	toqros
pine	arżnu
pineapple	ananas
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	pinion
pink	roża
pinkie	pinkie
pinnacle	pinna
pinot	pinot
pinpoint	pinpoint
pint	pinta
pinto	pinto
pinup	Pinup
pioneer	pijunier
pious	pious
pip	pip
pipe	pajp
piped	piped
pipeline	pipeline
piper	piper
pipette	pipetta
piping	pajpijiet
pipsqueak	pipsqueak
pique	pique
piracy	piraterija
piranha	piranha
pirate	pirata
piscina	NO TRANSLATION
piss	piss
pissed	pissed
pissedoff	pissedoff
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	pissoff
pistachio	pistaċċi
pistol	pistola
piston	pistun
pit	fossa
pita	pita
pitch	pitch
pitcher	pitcher
pitchfork	pitchfork
pitfall	iżvantaġġ
pith	pith
pithy	pithy
pitiful	pjaċevoli
pitted	imqaxxar
pitter	pitter
pituitary	pitwitarja
pity	ħasra
pivot	pivot
pivotal	kruċjali
pix	pix
pixie	Pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	kartellun
place	post
placebo	plaċebo
placement	tqegħid
placenta	plaċenta
placid	placid
placket	placket
plagiarism	plaġjariżmu
plague	pesta
plaid	plaid
plain	sempliċi
plainclothes	ħwejjeġ tal-qiegħ
plaintiff	attur
plaintive	inkwetanti
plan	pjan
plane	pjan
planes	ajruplani
planet	pjaneta
planetarium	Planetarium
planetary	planetarju
planets	pjaneti
plank	plank
plankton	plankton
planned	ippjanat
planner	Planner
planning	ippjanar
plant	pjanta
plantation	pjantazzjoni
planter	planter
planting	tħawwil
plaque	plakka
plasma	plażma
plaster	ġibs
plastic	plastik
plasticity	plastikità
plat	plat
plate	pjanċa
plateau	plateau
plated	indurati
platform	pjattaforma
plating	kisi
platinum	platinum
platonic	Platonic
platoon	peloton
platter	platter
plaudit	NO TRANSLATION
plausibility	plawżibilità
plausible	plausibbli
play	play
playa	Playa
playback	daqq
playbook	playbook
playboy	playboy
player	player
playful	jilgħab
playground	bitħa
playhouse	playhouse
playmate	ħabib
playoff	playoff
playpen	playpen
playroom	playroom
plaything	plaything
playtime	playtime
playwright	drammatur
plaza	plaza
plea	motiv
plead	jitolbu
pleasant	pjaċevoli
pleased	kuntent
pleasing	pjaċir
pleasurable	pja'evoli
pleasure	pjaċir
pleasures	pjaċiri
pleat	pleat
pleated	ippjegat
pledge	wegħda
pledged	mirhuna
plenary	plenarja
plentiful	abbundanti
plenty	bosta
plenum	plenum
plethora	pletora
plexus	plexus
pliable	li jista 'jitwaħħal
plication	plication
pliers	tnalji
plight	qagħda mwiegħra
plinth	plinth
plodding	tqarrib
plop	plop
plot	plott
plough	plow
ploughed	tinħarat
plover	plover
plow	plow
plowed	tinħarat
plowing	ħrit
ploy	manuvra
pluck	imnaddfa
plucky	pjaċir
plug	plug
plum	għanbaqar
plumage	plumage
plumb	plumb
plumber	plamer
plumbing	plaming
plume	plume
plummet	jaqgħu b'mod drastiku
plump	smin
plumper	plumper
plunder	jisirqu
plunge	għaddej
plunger	planġer
plural	plural
plurality	pluralità
plush	filpa
plutonium	plutonju
ply	ħxuna
plywood	plywood
pneumatic	pnewmatiku
pneumonia	pnewmonja
poacher	poacher
poachers	poachers
poaching	kaċċa illegali
pocket	but
pocketbook	ktieb tal-but
pocketful	pocketful
pod	NO TRANSLATION
podium	podju
poem	poeżija
poems	poeżiji
poet	poeta
poetic	poetiku
poetical	poetiku
poetics	poetiëi
poetry	poeżija
pogo	pogo
poignant	poignant
point	punt
pointedly	evidenti
pointer	pointer
pointless	inutli
pointy	pointy
poise	poise
poison	velenu
poisoned	enwinizzat
poisoning	avvelenament
poisonous	velenuż
poke	poke
poker	Poker
pokes	pokes
polar	polari
polarity	polarità
pole	arblu
polemic	polemika
police	pulizija
police officer	Pulizija
policeman	Pulizija
policewoman	policewoman
policy	politika
polio	poljo
polish	lustrar
polished	illustrat
polite	edukat
politeness	politezza
politic	politiku
political	politiku
politician	politikant
politics	politika
polity	politika
polka	polka
poll	stħarriġ
pollen	polline
polling	votazzjoni
pollute	jniġġes
pollution	tniġġis
polo	polo
poltergeist	poltergeist
polyester	poliester
polygamy	poligamija
polygon	poligonu
polygonal	poligonali
polygraph	poligraf
polymer	polimer
polymorphism	polimorfiżmu
pomp	pomp
pompous	pompous
poncho	Poncho
pond	għadira
ponder	ponder
ponderous	ponderous
pong	pong
pontiff	pontiff
pontificate	pontifikat
pontoon	pontoon
pony	poni
ponytail	ponytail
pooch	pooch
poodle	poodle
poof	Poof
pool	pool
poop	poop
poor	fqir
poorly	ħażin
pop	pop
popcorn	Popcorn
pope	poplu
popper	popper
poppy	peprin
poppycock	poppycock
popsicle	popsicle
popular	popolari
popularity	popolarità
popularized	popolarizzata
population	popolazzjoni
populous	popolati
porcelain	porċellana
porch	porch
porcupine	porcupine
pore	pori
pork	pork
porker	porker
porky	porky
porn	porn
porno	porno
pornographic	pornografiku
pornography	pornografija
porosity	porożità
porous	poruż
porridge	porridge
port	port
portable	portabbli
portage	portage
portal	portal
porter	porter
porterhouse	porterhouse
portfolio	portafoll
porthole	porthole
portico	portico
portion	porzjon
portrait	ritratt
portraiture	ritratt
portray	jpinġu
pose	joħolqu
poser	NO TRANSLATION
posh	posh
posited	ippreżentat
position	pożizzjoni
positioning	pożizzjonament
positive	pożittiv
positiveenergy	NO TRANSLATION
positively	b'mod pożittiv
positivity	pożittività
posse	posse
possess	jippossjedu
possessed	fil-pussess
possessing	li jkollu
possession	pussess
possessive	possessiv
possessor	pussessur
possibility	possibbiltà
possible	possibbli
possibly	possibbilment
possum	possum
post	post
postage	pustaġġ
postal	posta
postcard	kartolina
poster	poster
posterior	wara
posterity	posterità
posthumous	pormun
postman	pustier
postmortem	postmortem
postpone	tipposponi
postponed	posposta
postponement	posponiment
postscript	postscript
postulate	postulat
posture	qagħda
pot	pot
potable	potabbli
potassium	potassju
potato	patata
potatoes	patata
potency	qawwa
potent	potenti
potential	potenzjali
pothead	ras tal-pot
pothole	pothole
potion	potion
potluck	potluck
potpourri	potpourri
potted	fil-potted
potter	Potter
pottery	fuħħar
potty	potty
pouch	borża
poultry	tjur
pounce	pounce
pound	lira
pounding	tħabbat
pour	NO TRANSLATION
pout	pout
pouting	pouting
pouty	pouty
poverty	faqar
pow	pow
powder	trab
powdered	trab
powdery	trab
power	enerġija
powerful	qawwija
powerfully	qawwi
powerhouse	powerhouse
powerless	impotenti
powwow	powwow
pox	pox
practicable	prattikabbli
practical	prattiku
practically	prattikament
practice	prattika
practiced	ipprattikat
practise	prattika
practitioner	prattikant
pragmatic	pragmatiku
prairie	prairie
praise	tifħir
praised	faħħar
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	ifaħħar
praiseworthy	ta 'min ifaħħarha
praising	tifħir
prance	prance
prank	prank
prawn	Gambli
praxis	praxis
pray	nitolbu
prayer	talb
prayforme	talbet
praying	titolbu
praying mantis	jitolbu l-mantis
preach	jippridkaw
preacher	predikatur
preaching	predikazzjoni
preamble	preambolu
precarious	prekarju
precaution	prekawzjoni
precautionary	prekawzjoni
precede	tippreċedi
precedence	preċedenza
precedent	preċedent
preceding	qabel
precept	preċezzjoni
preceptor	preceptor
precession	preċessjoni
precinct	precinct
precincts	preċinti
precious	prezzjuż
precipice	qasma
precipitate	preċipitat
precipitation	preċipitazzjoni
precipitous	preċipitat
precise	preċiża
precisely	preċiżament
precision	preċiżjoni
preclude	tipprekludi
precocious	prekoċi
precursor	prekursur
predator	predatur
predatory	predatorji
predecessor	predeċessur
predicament	preokkupazzjoni
predicate	predikat
predict	ibassar
predictable	prevedibbli
predicting	tbassir
prediction	tbassir
predictive	tbassir
predictor	tbassir
predilection	predilezzjoni
predispose	jippredisposti
predisposed	predisposti
predisposition	predisposizzjoni
predominance	predominanza
predominant	predominanti
predominate	jippredominaw
preeminent	preeminenti
preemption	prevenzjoni
preemptive	preemptive
preface	prefazju
prefect	prefett
prefer	jippreferu
preferable	preferibbli
preference	preferenza
preferential	preferenzjali
prefix	prefiss
pregnancy	tqala
pregnant	tqila
prehistoric	preistoriċi
prejudice	preġudizzju
prejudiced	preġudikat
prejudicial	preġudizzjali
prelim	prelim
preliminary	preliminari
prelude	preludju
premarital	premarital
premature	prematur
prematurely	qabel iż-żmien
premed	premed
premeditated	premeditati
premier	premier
premiere	premiere
premise	premessa
premises	bini
premium	primjum
premonition	premonizzjoni
prenatal	qabel it-twelid
prenuptial	prenuptial
preoccupation	tħassib
preoccupied	inkwetata
prep	prep
preparation	preparazzjoni
preparatory	preparatorju
prepare	ipprepara
prepared	ippreparat
preparedness	tħejjija
preparer	preparatur
preparing	tħejjija
preponderance	preponderanza
preposterous	impossibbli
preppy	preppy
prerequisite	prerekwiżit
prerogative	prerogattiva
preschool	qabel l-iskola
prescient	prescient
prescribe	jippreskrivu
prescribed	preskritt
prescription	riċetta
prescriptive	preskrittiv
presence	preżenza
present	rigal
presentable	preżentabbli
presentation	preżentazzjoni
presenter	preżentatur
presentment	prezentazzjoni
presents	jippreżenta
preservation	preservazzjoni
preservative	preservattiv
preserve	tippreserva
preserved	ippreservat
preserving	preservazzjoni
preside	jippresjedi
presidency	presidenza
president	president
presidential	presidenzjali
press	agħfas
pressing	ippressar
pressure	pressjoni
prestige	prestiġju
prestigious	prestiġjuż
presto	presto
presume	jippresumi
presumption	preżunzjoni
presumptive	preżuntiva
presumptuous	preżuntiva
presuppose	tippresupponi
pretend	nippretendu
pretended	pretended
pretender	Pretender
pretending	feint
pretense	pretenzjoni
pretensions	pretensjonijiet
pretentious	pretentious
pretext	pretest
pretty	pretty
pretzel	pretzel
prevail	jipprevali
prevailing	prevalenti
prevalence	prevalenza
prevalent	prevalenti
prevent	jipprevjenu
preventative	preventiva
prevention	prevenzjoni
preventive	preventiva
preview	preview
previous	qabel
previously	qabel
prey	priża
price	prezz
priceless	prezzjuż
pricey	prezzjuż
prick	prick
prickly	xewk
pride	kburija
priest	qassis
priestess	priestess
priesthood	sacerdozju
priestly	qassisin
prig	Prig
prim	prim
prima	NO TRANSLATION
primacy	primat
primal	primal
primary	primarja
primate	primat
primates	primati
prime	prim
primed	ipprajmata
primer	primer
primeval	primeval
priming	priming
primitive	primittiv
primordial	primordjali
primrose	primula
prince	prinċep
princely	prinċipalment
princess	Princess
principal	prinċipal
principally	prinċipalment
principle	prinċipju
principles	prinċipji
print	istampar
printer	printer
printing	stampar
printout	ipprintja
prior	qabel
prioritize	prijoritizza
priority	prijorità
priory	priori
prism	priżma
prismatic	prismatiku
prison	ħabs
prisoner	priġunier
prissy	prissy
pristine	verġni
privacy	privatezza
private	privat
privately	privatament
privilege	privileġġ
privileged	privileġġjat
privy	privati
prize	premju
prized	apprezzat
pro	pro
proactive	proattiv
probability	probabbiltà
probable	probabbli
probate	probate
probation	probation
probationary	bi prova
probative	probatorju
probe	sonda
probing	probing
probity	probity
problem	problema
problematic	problematiku
procedural	proċedurali
procedure	proċedura
proceed	ipproċedi
proceeding	proċediment
proceeds	rikavat
process	proċess
processing	ipproċessar
procession	purċissjoni
processor	proċessur
proclaim	tipproklama
proclamation	proklamazzjoni
procrastinate	procrastinate
procrastination	procrastination
procreate	procreate
procreation	procreation
proctologist	Proctologist
proctor	prokuratur
procure	akkwist
procurement	akkwist
prod	prod
prodigal	prodigal
prodigious	prodigious
prodigy	prodigy
produce	tipproduċi
produced	prodott
producer	produttur
producing	produzzjoni
product	prodott
production	produzzjoni
productive	produttiv
productivity	produttività
profane	profane
profanity	profanity
profess	profess
profession	professjoni
professional	professjonali
professionalism	professjonaliżmu
professor	professur
professorship	professorship
proficiency	profiċjenza
proficient	profiċjenti
profile	profil
profiler	profilatur
profit	profitt
profitable	profittabbli
profound	profonda
profuse	profuse
profusion	profusion
prog	prog
progenitor	progenitor
progeny	wild
prognosis	pronjosi
prognostic	pronjostiku
program	programm
programme	programm
programmer	programmer
programming	ipprogrammar
progress	progress
progression	progressjoni
progressive	progressiva
prohibit	tipprojbixxi
prohibited	ipprojbit
prohibition	projbizzjoni
prohibitive	projbittiva
project	proġett
projectile	projettili
projectiles	projettili
projecting	ipproġettar
projection	projezzjoni
projector	proġekter
proletarian	proletarian
proletariat	proletariat
prolific	prolifiku
prologue	prologu
prolong	ittawwal
prolongation	titwil
prolonged	imtawwal
prom	promettenti
promenade	promenade
prominence	prominenza
prominent	prominenti
prominently	b'mod prominenti
promiscuity	promiskwità
promiscuous	promiscu
promise	wegħda
promising	promettenti
promissory	promissorju
promo	promo
promontory	promontorju
promote	jippromwovu
promoter	promotur
promotion	promozzjoni
promotional	promozzjonali
prompt	fil-pront
prompting	tħeġġeġ
promulgate	jippromulga
promulgation	promulgazzjoni
prone	suxxettibbli
prong	idejn
pronounce	tippronunzja
pronounced	ppronunzjata
pronouncement	dikjarazzjoni
pronto	NO TRANSLATION
pronunciation	pronunzja
proof	prova
prop	prop
propaganda	propaganda
propagate	propagazzjoni
propagation	propagazzjoni
propane	propan
propel	jimbotta
propelled	imbuttat
propeller	iskrun
propelling	propulsjoni
propensity	propensità
proper	xieraq
property	proprjetà
prophecy	profezija
prophesy	profezija
prophet	profeta
prophetic	profetiku
prophylactic	profilattiċi
prophylaxis	profilassi
proportion	proporzjon
proportional	proporzjonali
proportionate	proporzjonat
proportions	proporzjonijiet
proposal	proposta
propose	tipproponi
proposition	proposition
proprietary	proprjetarju
proprietor	proprjetarju
proprietorship	sjieda
propriety	propriety
propulsion	propulsjoni
prose	prosa
prosecute	prosekuzzjoni
prosecution	prosekuzzjoni
prosecutor	prosekutur
prospect	prospett
prospection	prospettar
prospective	prospettiv
prospectively	b'mod prospettiv
prospector	prospettur
prospectus	prospett
prosper	prosperu
prosperity	prosperità
prosperous	prosperu
prostate	prostata
prosthetic	prostetiku
prostitute	prostituta
prostitution	prostituzzjoni
prostrate	prostrate
protagonist	protagonist
protect	tipproteġi
protected	protett
protecting	protezzjoni
protection	protezzjoni
protective	protettiva
protector	protettur
protein	proteina
protest	protesta
protestant	protestant
protocol	protokoll
proton	proton
prototype	prototip
protozoa	protozoa
protracted	fit-tul
protrude	jisporġu 'l barra
protrusion	sporġenza
proud	kburi
prove	tipprova
proven	ippruvat
proverb	qawl
proverbial	proverbial
provide	jipprovdu
provided	ipprovdut
providence	providenza
provider	fornitur
providing	jipprovdu
province	provinċja
provincial	provinċjali
provision	dispożizzjoni
provisional	proviżorju
provisionally	proviżorjament
provisions	dispożizzjonijiet
proviso	proviso
provocation	provokazzjoni
provocative	provokattiva
provoke	jipprovokaw
provoked	ipprovokat
provoking	provokanti
provost	provost
prowess	prowess
prowl	prowl
prowler	prowler
proximal	prossimali
proximate	qrib
proximity	prossimità
proxy	prokura
prude	prude
prudence	prudenza
prudent	prudenti
prune	prune
pruning	żbir
pry	pry
prying	prying
psalm	Salm
psalms	Salmi
pseudo	psewdo
pseudonym	psewdonimu
psi	psi
psoriasis	psorjasi
psych	psych
psyche	psyche
psychedelic	psikjateliku
psychiatric	psikjatrika
psychiatrist	psikjatra
psychiatry	psikjatrija
psychic	psikika
psychical	psikika
psychics	psychics
psycho	psiko
psychoanalysis	psikoanalisi
psychoanalyst	psikoanalista
psychobabble	psychobabble
psychological	psikoloġiku
psychologist	psikologu
psychology	psikoloġija
psychopath	psychopath
psychopathic	psikopatiku
psychosis	psikosi
psychosomatic	psikosomatiċi
psychotherapy	psikoterapija
psychotic	psikotiku
pterodactyl	pterodactyl
ptsd	ptsd
pub	pub
puberty	pubertà
pubes	pubes
pubescent	pubescent
pubic	pubika
public	pubbliku
publication	pubblikazzjoni
publicist	pubblikatur
publicity	pubbliċità
publicly	pubblikament
publicspeaking	NO TRANSLATION
publish	tippubblika
published	ippubblikat
publisher	pubblikatur
publishing	pubblikazzjoni
puck	Puck
pucker	Pucker
pudding	pudina
puddle	puddle
pudgy	pudgy
puff	puff
puffing	puffing
puffy	nefħa
pug	pug
puke	puke
pull	iġbed
pulley	taljola
pullover	pullover
pulmonary	pulmonari
pulp	polpa
pulpit	pulpit
pulsar	pulsar
pulsation	pulsazzjoni
pulse	polz
