Word	pt
merchant	comerciante
merciful	misericordioso
merciless	implacável
mercurial	mercurial
mercury	mercúrio
mercy	misericórdia
mere	mero
merengue	merengue
merge	fundir
merger	fusão
meridian	meridiano
meridional	meridional
meringue	merengue
merit	mérito
meritorious	meritório
mermaid	sereia
merriment	alegria
merry	alegre
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescalina
mesh	malha
meshes	malhas
mesmerized	hipnotizado
mess	bagunça
message	mensagem
messedup	NO TRANSLATION
messenger	mensageiro
messiah	messias
messy	bagunçado
metabolic	metabólico
metabolism	metabolismo
metal	metal
metallic	metálico
metallurgy	metalurgia
metamorphosis	metamorfose
metaphor	metáfora
metaphorical	metafórico
metaphysical	metafísico
metaphysics	metafísica
metastasis	metástase
meteor	meteoro
meteoric	meteórico
meteorite	meteorito
meteorological	meteorológico
meteorology	meteorologia
meter	metro
meth	metanfetamina
methadone	metadona
methane	metano
methanol	metanol
method	método
methodical	metódico
methodology	metodologia
meticulous	meticuloso
metime	metime
metric	métrica
metrical	métrico
metrology	metrologia
metropolis	metrópole
metropolitan	metropolitano
mettle	coragem
mew	miar
mezzanine	mezanino
mica	mica
mick	mick
micro	micro
microbe	micróbio
microbiology	microbiologia
microchip	microchip
microcosm	microcosmo
microfilm	microfilme
microgram	micrograma
micrometer	micrômetro
micron	mícron
microphone	microfone
microscope	microscópio
microscopic	microscópico
microscopically	microscopicamente
microscopy	microscopia
microwave	microondas
mid	mid
midair	meio do ar
midday	meio dia
middle	meio
middleman	intermediário
middleweight	peso médio
midget	anão
midland	Midland
midlife	meia idade
midline	linha média
midnight	meia noite
midshipman	aspirante
midst	meio
midsummer	meio do verão
midterm	meio do caminho
midtown	centro da cidade
midway	no meio do caminho
midwife	parteira
midwifery	obstetrícia
mien	NO TRANSLATION
miffed	ofendido
mighty	poderoso
mignon	mignon
migraine	enxaqueca
migrate	migrar
migration	migração
migratory	migratório
mike	Mike
mil	NO TRANSLATION
mild	suave
mildew	mofo
mildness	suavidade
mile	milha
mileage	quilometragem
milestone	Marco histórico
militant	militante
militants	militantes
military	militares
militia	milícia
milk	leite
milkman	leiteiro
milkshake	milkshake
milky	leitoso
mill	moinho
millennium	milênio
milligram	miligrama
millimeter	milímetro
million	milhão
millionaire	milionário
millionth	milionésimo
millstone	mó
mime	mimicar
mimic	mímico
mimicking	imitando
mimicry	mimetismo
mince	picar
mincemeat	carne moída
mind	mente
minded	atento
mindful	atento
mindfulness	atenção plena
mindless	estúpido
mine	meu
minefield	campo minado
miner	mineiro
mineral	mineral
mineralogy	mineralogia
mingle	misturar
mingled	misturado
mini	mini
miniature	miniatura
minibus	mini onibus
minim	NO TRANSLATION
minimal	mínimo
minimize	minimizar
minimized	minimizado
minimum	mínimo
mining	mineração
minion	minion
minister	ministro
ministerial	ministerial
ministry	ministério
minivan	minivan
mink	vison
minnow	peixinho
minor	menor
minority	minoria
minstrel	menestrel
mint	hortelã
minty	Menta
minuscule	minúsculo
minute	minuto
minutiae	minúcias
minx	sirigaita
mir	NO TRANSLATION
miracle	milagre
miracles	milagres
miraculous	miraculoso
mirage	miragem
mire	NO TRANSLATION
mirror	espelho
mirth	alegria
misappropriation	apropriação indébita
misbehave	portar-se mal
misbehavior	mau comportamento
miscalculation	erro de cálculo
miscarriage	aborto espontâneo
miscellaneous	Diversos
miscellany	miscelânea
mischief	travessura
mischievous	pernicioso
misconception	equívoco
misconduct	má conduta
misdemeanor	contravenção
misdirection	desorientação
miser	avarento
miserable	miserável
miserably	miseravelmente
misery	miséria
misfire	falha de ignição
misfit	desajuste
misfortune	infortúnio
misguided	NO TRANSLATION
mishap	acidente
misinformed	mal informado
misinterpretation	má interpretação
mislead	enganar
misleading	enganoso
misled	enganado
mismanagement	má administração
mismatch	incompatibilidade
mismatched	incompatível
misnomer	equívoco
misplace	desleixado
misplaced	extraviado
misread	ler mal
misrepresent	deturpar
misrepresentation	deturpação
misrepresented	deturpado
miss	senhorita
missile	míssil
missiles	mísseis
missing	ausência de
missingyou	NO TRANSLATION
mission	missão
missionary	missionário
misspell	errar
misstatement	distorção
missy	senhorita
mist	névoa
mistake	erro
mistaken	enganado
mister	senhor
mistletoe	visco
mistreated	maltratado
mistress	amante
mistrial	anulação
mistrust	desconfiança
misty	enevoado
misunderstand	interpretar mal
misunderstanding	mal entendido
misunderstood	incompreendido
misuse	uso indevido
mite	ácaro
miter	mitra
mitigate	mitigar
mitigating	mitigando
mitigation	mitigação
mitt	luva
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	misturar
mixed	misturado
mixedemotions	mixedemotions
mixer	misturador
mixture	mistura
mnemonic	mnemônico
moan	gemido
moat	fosso
mob	mob
mobile	Móvel
mobility	mobilidade
mobilization	mobilização
mobilize	mobilizar
mobster	mafioso
mocha	mocha
mock	zombar
mocked	ridicularizado
mockery	zombaria
mocking	zombando
mockingbird	passarinho
mod	mod
modal	modal
modality	modalidade
mode	modo
model	modelo
modeler	modelador
modeling	modelagem
modem	modem
moderate	moderado
moderate anticipation	antecipação moderada
moderate disgust	repulsa moderada
moderate negative	negativo moderado
moderate positive	positivo moderado
moderate surprise	surpresa moderada
moderate trust	confiança moderada
moderately	moderadamente
moderating	moderando
moderation	moderação
moderator	moderador
modern	moderno
modernism	modernismo
modest	modesto
modesty	modéstia
modicum	modicum
modifiable	modificável
modification	modificação
modified	modificado
modify	modificar
modulate	modular
modulation	modulação
module	módulo
modulus	módulo
mogul	magnata
moiety	metade
moist	úmido
moisture	umidade
moisturizer	hidratante
molar	molar
molasses	melaço
mold	mofo
molded	moldado
molding	moldagem
moldy	mofado
mole	toupeira
molecular	molecular
molecule	molécula
molest	molestar
molestation	molestação
molester	molestador
molten	fundido
mom	mamãe
moment	momento
momentary	momentâneo
momentous	momentoso
momentum	impulso
momma	mamãe
mommy	mamãe
monad	monga
monarch	monarca
monarchy	monarquia
monastery	mosteiro
monastic	monástico
monetary	monetário
money	dinheiro
mongoloid	mongolóide
mongoose	mangusto
mongrel	mestiço
monitor	monitor
monk	monge
monkey	macaco
mono	NO TRANSLATION
monochrome	monocromático
monogamous	monogâmico
monogamy	monogamia
monogram	monograma
monogrammed	monogrammed
monograph	monografia
monolayer	monocamada
monolith	monólito
monologue	monólogo
monopolist	monopolista
monopoly	Monopólio
monotonous	monótono
monotony	monotonia
monoxide	monóxido
monsieur	monsieur
monsoon	monção
monster	monstro
monstrosity	monstruosidade
monstrous	monstruoso
montage	montagem
monte	monte
month	mês
monthly	por mês
monument	monumento
monumental	monumental
moo	moo
mooch	mooch
mood	humor
moods	humores
moody	temperamental
moon	lua
moonbeam	raio de luar
moonlight	luar
moonlit	enluarado
moonshine	luar
moonstruck	moonstruck
moonwalk	moonwalk
moor	atracar
moored	ancorado
mooring	amarração
moorings	amarras
moorland	charneca
moose	alce
moot	discutível
mooted	debatido
mop	esfregão
mope	chorar
moped	ciclomotor
moral	moral
morale	moral
morality	moralidade
morals	moral
morass	pântano
moratorium	moratória
moray	moreia
morbid	mórbido
morbidity	morbilidade
morbidness	morbidez
mores	costumes
morgue	necrotério
moribund	moribundo
morn	manhã
morning	manhã
moron	Idiota
moronic	imbecil
morose	moroso
morph	morph
morphine	morfina
morphism	morfismo
morphology	morfologia
morrow	amanhã
morsel	bocado
mortal	mortal
mortality	mortalidade
mortar	argamassa
mortgage	hipoteca
mortgagee	credor hipotecário
mortgagor	mortgagor
mortician	agente funerário
mortification	mortificação
mortified	mortificado
mortuary	necrotério
mosaic	mosaico
mosey	mosey
mosque	mesquita
mosquito	mosquito
moss	musgo
mossy	musgoso
mote	NO TRANSLATION
motel	motel
moth	traça
mother	mãe
motherfucker	filho da puta
motherfucking	filho da puta
motherhood	maternidade
motherland	pátria
motherless	sem mãe
motherly	maternal
motif	motivo
motion	movimento
motionless	imóvel
motivate	motivar
motivating	motivando
motivation	motivação
motivational	motivacional
motive	motivo
motley	variegado
motor	motor
motorbike	moto
motorboat	lancha
motorcade	carreata
motorcar	automóvel
motorcycle	motocicleta
motorist	motorista
motte	motte
mottled	mosqueado
motto	lema
mould	mofo
mound	monte
mount	montar
mountain	montanha
mountaineer	alpinista
mountainous	montanhoso
mountains	montanhas
mountaintop	topo da montanha
mourn	chorar
mournful	triste
mourning	luto
mouse	rato
mousetrap	ratoeira
mousse	mousse
moustache	bigode
mousy	tímido
mouth	boca
mouthful	bocado
mouthpiece	bocal
mouthwash	enxaguante bucal
movable	móvel
move	mover
movement	movimento
mover	motor
movie	filme
movies	filmes
moving	movendo-se
movingforward	NO TRANSLATION
movingon	se movendo
mow	Cortar
mower	cortador
moxie	moxie
mozzarella	mussarela
mri	ressonância
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	sujar
mucked	mucked
mucous	muco
mucus	muco
mud	lama
muddle	confusão
muddled	confuso
muddy	turvar
muff	muff
muffin	muffin
muffled	abafado
muffler	silencioso
mug	caneca
mugger	ladrão
mulberry	amora
mulch	mulch
mule	mula
mull	ponderar
mullet	salmonete
multilateral	multilateral
multimedia	multimídia
multinational	multinacional
multiple	múltiplo
multiple sclerosis	esclerose múltipla
multiplex	multiplex
multiplication	multiplicação
multiplicity	multiplicidade
multiplied	multiplicado
multiplier	multiplicador
multiply	multiplicar
multitude	multidão
mum	mãe
mumble	resmungar
mumbo	mumbo
mummy	mamãe
mumps	caxumba
munch	arrebentar
munchies	petiscos
munchkin	munchkin
mundane	mundano
municipal	municipal
municipality	município
mural	mural
murder	assassinato
murderer	assassino
murderess	assassina
murderous	assassino
murky	obscuro
murmur	murmúrio
muscle	músculo
muscular	muscular
muse	musa
muses	musas
museum	museu
mush	NO TRANSLATION
mushroom	cogumelo
mushy	mole
music	música
musical	musical
musician	músico
musing	meditando
musk	almíscar
musket	mosquete
musketeer	mosqueteiro
muskrat	rato almiscarado
muslin	musselina
muss	NO TRANSLATION
must	devo
mustang	mustang
mustard	mostarda
muster	reunir
musty	mofado
mutable	mutável
mutant	mutante
mutate	mutate
mutation	mutação
mute	mudo
muted	mudo
mutilate	mutilar
mutilated	mutilado
mutilation	mutilação
mutiny	motim
mutt	vira-lata
mutter	NO TRANSLATION
mutton	Carneiro
mutual	mútuo
mutually	mutuamente
muzzle	focinho
myfavorite	meu favorito
myopia	miopia
myopic	míope
myriad	miríade
mysterious	misterioso
mystery	mistério
mystic	místico
mystical	místico
mysticism	misticismo
mystified	mistificado
mystique	mística
myth	mito
mythic	mítico
mythical	mítico
mythological	mitológico
mythology	mitologia
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	unha
nail gun	pistola de pregos
naive	ingênuo
naked	nu
nakedness	nudez
namaste	NO TRANSLATION
name	nome
named	nomeado
nameless	sem nome
namesake	homônimo
naming	nomeação
nana	nana
nanny	babá
nanometer	nanômetro
nap	sesta
napalm	napalm
nape	nuca
napkin	guardanapo
napping	cochilando
nappy	fralda
narcissism	narcisismo
narcissist	narcisista
narcissistic	narcisista
narcotic	narcótico
narrate	narrar
narration	narração
narrative	narrativa
narrator	narrador
narrow	limitar
narrowing	estreitamento
nasal	nasal
nascent	nascente
nasty	desagradável
natal	natal
nation	nação
national	nacional
nationality	nacionalidade
nationwide	em todo o país
native	nativo
nativity	natividade
natural	natural
natural gas	gás natural
naturalist	naturalista
naturalization	naturalização
naturalized	naturalizado
naturally	naturalmente
nature	natureza
naught	nada
naughty	danadinho
nausea	náusea
nauseate	náusea
nauseating	nauseante
nauseous	enjoado
nautical	náutico
nautilus	nautilus
naval	naval
nave	nave
navel	umbigo
navigable	navegável
navigate	navegar
navigation	navegação
navigational	de navegação
navigator	navegador
navy	marinha
nay	NO TRANSLATION
nearsighted	míope
neat	arrumado
neatly	ordenadamente
nebula	nebulosa
nebulae	nebulosas
nebulous	nebuloso
necessarily	necessariamente
necessary	necessário
necessitate	necessitar
necessities	necessidades
necessity	necessidade
neck	pescoço
necklace	colar
necktie	gravata
necromancer	necromante
necrosis	necrose
nectar	néctar
need	necessidade
needalife	NO TRANSLATION
needed	necessário
needful	indispensável
needit	NO TRANSLATION
needle	agulha
needlepoint	bordado
needles	agulhas
needless	desnecessário
needtoknow	precisa saber
needtorelax	NO TRANSLATION
needy	carente
nefarious	nefasto
negation	negação
negative	negativo
negativity	negatividade
neglect	negligência
neglected	negligenciado
neglecting	negligenciando
negligee	negligee
negligence	negligência
negligent	negligente
negligently	NO TRANSLATION
negligible	insignificante
negotiable	negociável
negotiate	negociar
negotiation	negociação
negotiator	negociador
negro	negro
neigh	relinchar
neighbor	vizinho
neighborhood	bairro
neighboring	vizinho
nemesis	Nêmesis
neon	néon
neonatal	neonatal
neophyte	neófito
neoprene	neoprene
nephew	sobrinho
nepotism	nepotismo
nerd	nerd
nerdy	nerd
nerve	nervo
nerves	nervos
nervous	nervoso
nervousness	nervosismo
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	ninho
nestle	aninhar
nestling	filhote
net	líquido
nether	inferno
netting	compensação
nettle	urtiga
network	rede
networking	networking
neural	neural
neuralgia	neuralgia
neurological	neurológico
neurologist	neurologista
neurology	neurologia
neurosis	neurose
neurosurgeon	neurocirurgião
neurosurgery	neurocirurgia
neurotic	neurótico
neuter	neutro
neutral	neutro
neutrality	neutralidade
neutralize	neutralizar
neutron	nêutron
new	Novo
new age	nova era
newbeginnings	NO TRANSLATION
newborn	recém nascido
newcomer	recém-chegado
newday	novo dia
newfound	newfound
newjob	NO TRANSLATION
newlife	vida nova
newly	recentemente
newlywed	recém casado
newme	novo eu
newness	novidade
news	notícia
newscast	noticiário
newscaster	noticiário
newsflash	noticiário
newsletter	Boletim de Notícias
newsman	jornalista
newspaper	jornal
newspaperman	jornalista
newsreel	noticiário
newsroom	sala de redação
newsstand	banca de jornais
newstart	novo começo
newt	newt
newyear	NO TRANSLATION
nexus	nexo
nib	pena
nibble	mordidela
nice	bom
niche	nicho
nichts	NO TRANSLATION
nick	usuario
nickel	níquel
nickname	apelido
nicotine	nicotina
niece	sobrinha
nifty	bacana
nigger	negro
nigh	próximo
night	noite
nightcap	bebida
nightclub	Boate
nightfall	anoitecer
nightgown	camisola
nightie	camisola
nightingale	rouxinol
nightlife	vida noturna
nightly	todas as noites
nightmare	pesadelo
nightmares	pesadelos
nightstand	cabeceira
nightstick	cassetete
nighttime	período noturno
nihilism	niilismo
nil	nada
nimble	ágil
nimrod	nimrod
nincompoop	nincompoop
nine	nove
nineteen	dezenove
ninety	noventa
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	nono
nip	beliscar
nipper	pinça
nipple	mamilo
nippy	nippy
nitrate	nitrato
nitro	nitro
nitrogen	azoto
nitrous	nitroso
nitwit	imbecil
nix	nix
no anticipation	sem antecipação
no disgust	sem nojo
no emotion	sem emoção
no sentiment	sem sentimento
no surprise	nenhuma surpresa
no trust	sem confiança
nobility	nobreza
noble	nobre
nobleman	nobre
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nocturno
nod	aceno com a cabeça
nodding	balançando a cabeça
node	nó
nodular	nodular
nodule	nódulo
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	barulho
noisy	barulhento
nomad	nômade
nomadic	nômade
nomenclature	nomenclatura
nominal	nominal
nominate	nomear
nomination	nomeação
nominee	candidato
nonce	nonce
nonchalant	indiferente
noncompliance	não conformidade
nondescript	indescritível
nonexistent	inexistente
nonfat	sem gordura
nonfiction	não-ficção
nonpayment	falta de pagamento
nonresident	não residente
nonsense	Absurdo
nonsensical	sem sentido
nonviolent	não-violento
noob	novato
noodle	macarrão
nook	recanto
noon	meio-dia
