Word	no
levee	Levee
level	nivå
lever	spaken
leverage	innflytelse
levitate	sveve
levy	levy
lewd	utuktig
lexicon	leksikon
ley	NO TRANSLATION
liabilities	gjeld
liability	ansvar
liable	ansvarlig
liaison	liaison
liar	løgner
libel	injurie
libelous	injurier
liberal	liberal
liberalism	liberalisme
liberate	frigjøre
liberated	frigjort
liberating	frigjørende
liberation	frigjøring
liberty	frihet
libido	libido
librarian	bibliotekar
library	bibliotek
libretto	libretto
lice	lus
license	tillatelse
lichen	lichen
lick	slikke
licorice	lakris
lid	lokk
lie	å ligge
liege	liege
lien	lien
lieu	lieu
lieutenant	løytnant
life	liv
lifeblood	livsnerven
lifeboat	livbåt
lifeguard	livvakt
lifeisgood	livet er godt
lifeless	livløs
lifelike	liv som
lifeline	livline
lifelong	livslang
lifer	lifer
lifesaver	livsredder
lifestyle	livsstil
lifesucks	livet suger
lifetime	livstid
lift	løfte
lifted	løftet
liftoff	ta av
ligament	leddbånd
ligation	ligation
ligature	ligatur
light	lys
light year	lysår
lightbulb	lyspære
lighten	lette
lightheaded	svimmel
lighthouse	fyr
lighting	belysning
lightness	letthet
lightning	lyn
lights	lys
lightweight	lettvekt
likable	likable
like	som
likelihood	sannsynligheten
likely	sannsynlig
likeness	likhet
likewise	like måte
liking	smak
lilac	syrin
lily	lilje
limb	lem
limber	limber
limbo	limbo
lime	lime
limelight	rampelyset
limestone	kalkstein
limey	limey
limit	grense
limitation	begrensning
limited	begrenset
limitless	grenseløs
limo	limo
limousine	limousin
limp	halte
lin	lin
line	linje
lineage	avstamning
lineal	lineær
linear	lineær
linebacker	linebacker
lined	foret
linen	sengetøy
liner	liner
lines	linjer
lineup	oppstilling
linger	dvele
lingerie	undertøy
lingering	dvelende
lingo	lingo
lingual	språklige
linguini	linguini
linguist	ling
linguistic	språklig
linguistics	lingvistikk
lining	fôr
link	link
linoleum	linoleum
lint	lo
lion	løve
lip	leppe
liposuction	fettsuging
lipstick	leppestift
liquefaction	kondense
liquefied	flytende
liqueur	likør
liquid	væske
liquidate	likvidere
liquidation	avvikling
liquidator	avviklings
liquidity	likviditet
liquor	brennevin
lira	NO TRANSLATION
lisp	lisp
list	liste
listen	lytte
listener	lytteren
listenting	NO TRANSLATION
listing	oppføring
listless	giddeløs
listneing	NO TRANSLATION
litany	oppramsing
liter	liter
literacy	leseferdighet
literal	bokstavelig
literally	bokstavelig
literary	litterære
literature	litteratur
lithe	smidige
lithium	litium
lithograph	litografiet
lithography	litografi
lithology	litologi
lithosphere	litosfæren
litigant	litigant
litigate	saksøke
litigation	Prosedyre, rettstvist
litigator	prosedyreadvokat
litigious	saksøkende
litter	søppel
little	litt
littlethings	små ting
littoral	littoral
liturgy	liturgi
live	bo
livelife	lev livet
livelihood	levebrød
lively	livlig
liven	liven
liver	lever
livery	livery
livestock	husdyr
livid	Bleik
living	living
lizard	øgle
llama	llama
lml	lml
load	laste
loader	loader
loaf	brød
loafer	dagdriver
loam	leirjord
loan	låne
loath	nødig
loathe	avsky
loathful	loathful
loathing	avsky
loathsome	motbydelig
lobby	lobby
lobbyist	lobbyist
lobe	lobe
lobotomy	lobotomi
lobster	hummer
local	lokal
locale	locale
locality	lokalitet
localization	lokalisering
localize	lokalisere
localized	lokaliserte
locate	Lokaliser
location	plassering
locator	locator
loch	innsjøen
lock	låse
locker	skap
locket	medaljong
locksmith	låsesmed
lockup	låse
loco	loco
locomotion	bevegelse
locomotive	lokomotiv
locust	locust
lode	NO TRANSLATION
lodge	lodge
lodger	leieboer
lodging	losji
loft	loft
lofty	oppløftet
log	Logg
logarithm	logaritmen
logarithmic	logaritmisk
logic	logikk
logical	logisk
logistics	logistikk
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	kjærlighet på pinne
lone	lone
loneliness	ensomhet
lonely	ensom
loner	ensom ulv
lonesome	ensom
long	lang
longboat	longboat
longevity	levetid
longing	lengsel
longitude	lengdegrad
longitudinal	langsgående
longitudinally	langs
longtime	lang tid
loo	loo
look	se
looker	looker
lookout	se opp
loom	vevstol
looming	truende
loon	storlom
loony	loony
loop	sløyfe
loophole	smutthull
loopy	loopy
loose	løs
loosen	løsne
loosening	løsner
loot	tyvegods
lop	lop
lopsided	skjev
lord	lord
lords	lords
lordship	herredømme
lore	historie
lorry	lastebil
lose	å tape
loser	taper
losing	å miste
loss	tap
lost	tapt
lot	mye
lotion	krem
lots	massevis
lottery	lotteri
lotto	lotto
lotus	lotus
loud	høyt
loudly	høylytt
loudmouth	loudmouth
loudness	loudness
loudspeaker	høyttaler
lounge	salong
lounging	slapper
louse	lus
lousy	elendig
lovable	elskelig
love	kjærlighet
loved	elsket
lovee	Lovee
loveee	loveee
loveless	loveless
lovelife	NO TRANSLATION
loveliness	skjønnhet
lovelovelove	NO TRANSLATION
lovely	herlig
lovemaking	samleie
lovemylife	NO TRANSLATION
lover	lover
lovesick	kjærlighetssyk
lovethis	elsker dette
loving	kjærlig
lovinglife	elsker livet
lovinlife	lovinlife
low	lav
lowdown	lavt nede
lower	Nedre
lowering	senking
lowest	lavest
lowlands	lavlandet
lowlife	lowlife
lowly	ydmyk
lox	lox
loyal	lojal
loyalty	lojalitet
lsd	lsd
luau	luau
lube	lube
lubricant	smøremiddel
lubricate	smøre
lubrication	smøring
lucid	lucid
luck	flaks
luckiest	heldigste
lucky	heldig
luckygirl	heldig jente
lucrative	lukrative
ludicrous	latterlig
lug	lug
luggage	bagasje
lukewarm	lunken
lull	lull
lullaby	nattasang
lumbar	korsrygg
lumber	tømmer
lumbering	lumbering
lumberjack	tømmerhugger
luminescent	lysende
luminous	lysende
lump	klump
lumpy	klumpete
lunacy	galskap
lunar	måne
lunatic	galning
lunch	lunsj
lunchbox	matboks
luncheon	lunsj
lunchtime	lunsjtid
lung	lunge
lunge	utfall
lungs	lunger
lurch	stikken
lure	lokke
lurid	uhyggelig
lurk	ligge på lur
lurking	lurking
luscious	saftig
lush	frodige
lust	begjær
luster	glans
lustful	vellystig
lustrous	skinnende
lusty	Lusty
lute	lutt
luxuriant	frodig
luxurious	luksuriøs
luxury	luksus
lycra	lycra
lye	lut
lying	liggende
lymph	lymfe
lymphatic	lymfatisk
lymphoma	lymfom
lynch	lynch
lynching	lynsjing
lynx	gaupe
lyre	lyre
lyric	tekst
lyrical	lyrisk
lyrics	lyrics
macadamia	macadamia
macarena	macarena
macaroni	makaroni
mace	Labyrint
mach	mach
machete	machete
machine	maskin
machinery	maskineri
machinist	maskinist
macho	macho
mackerel	makrell
macro	makro
mad	gal
madam	madam
madame	madame
madden	madden
madder	sintere
mademoiselle	NO TRANSLATION
mademyday	gjorde dagen min bedre
madhouse	galehuset
madman	galning
madness	galskap
maestro	maestro
mafia	mafia
magazine	Blad
mage	trollmann
magenta	magenta
maggot	mark
magic	magi
magical	magisk
magician	tryllekunstner
magistrate	magistrat
magma	magma
magna	magna
magnate	magnat
magnesium	magnesium
magnet	magnet
magnetic	magnetisk
magnetism	magnetisme
magnetite	magnetitt
magnification	forstørrelse
magnificence	storhet
magnificent	storslått
magnifier	forstørrelses
magnify	tørre
magnifying	forstørrelses
magnitude	omfanget
magnolia	magnolia
magpie	skjære
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogni
maid	hushjelp
maiden	maiden
mail	post
mailbox	postkasse
mailing	mailing
mailman	postmann
maim	NO TRANSLATION
main	hoved-
mainframe	hovedramme
mainland	fastland
mainstay	bærebjelke
mainstream	mainstream
maintain	holde
maintenance	vedlikehold
majestic	majestetiske
majesty	majestet
major	major
majority	flertall
make	gjøre
makeover	make
maker	maker
makeshift	provisorisk
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	sminke
makingdisciples	NO TRANSLATION
malady	sykdom
malaise	utilpasshet
malaria	malaria
malarkey	malarkey
male	mann
malevolent	ondskapsfull
malfeasance	funksjonsfeil
malformation	misdannelse
malfunction	funksjonsfeil
malice	NO TRANSLATION
malicious	skadelig
malign	malign
malignancy	malignitet
malignant	ondartet
maligned	baktalt
mall	kjøpesenter
malleable	form
mallet	klubbe
malnutrition	underernæring
malpractice	malpractice
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	pattedyr
mammoth	mammut
mammy	mammy
man	Mann
manage	få til
manageable	overkommelig
management	ledelse
manager	sjef
managerial	ledelses
mandamus	mandamus
mandarin	mandarin
mandate	mandat
mandatory	påbudt, bindende
mandible	kjeven
mandolin	mandolin
mandrel	doren
mane	NO TRANSLATION
maneuver	manøver
maneuvering	manøvrering
mange	NO TRANSLATION
manger	manger
mangle	mangle
mango	mango
mangosteen	mangostan
mangy	skabbete
manhole	kum
manhood	manndom
manhunt	menneskejakt
mania	mani
maniac	galning
maniacal	maniske
manic	manisk
manicure	manikyr
manicurist	manikyristen
manifest	manifest
manifestation	manifestasjon
manifested	manifestert
manifestly	åpenbart
manifesto	manifest
manifold	manifold
manipulate	manipulere
manipulation	manipulasjon
manipulative	manipulerende
mankind	menneskeheten
manly	mandig
manna	manna
manned	bemannet
mannequin	mannequin
manner	måte
mannered	mannered
manners	manerer
manor	Manor
manpower	arbeidskraft
mansion	Herregård
mansions	herskapshus
manslaughter	uaktsomt drap
mantel	mantel
mantis	mantis
mantle	mantelen
mantra	mantra
manual	Håndbok
manufacture	produksjon
manufacturer	produsent
manufacturing	fremstillings
manure	gjødsel
manuscript	manuskript
map	kart
maple	lønnetre
mar	mar
marathon	maraton
marble	marmor
marbled	marmorert
marbles	klinkekuler
march	mars
mare	NO TRANSLATION
margarine	margarin
margarita	margarita
margin	margin
marginal	marginal
mariachi	mariachi
marijuana	marihuana
marinara	marinara
marine	marine
mariner	mariner
marital	ekteskapelig
maritime	maritime
mark	merke
marked	merket
marker	markør
market	marked
marketable	salg
marketing	markedsføring
marketplace	markedet
marks	merker
marksman	skarpskytter
marksmanship	skyting
marl	Marl
marmalade	marmelade
maroon	rødbrun
marooned	liggende værfast
marquee	telt
marquis	marquis
marred	skjemmet
marriage	ekteskap
married	gift
marrow	marg
marry	gifte seg
marsh	myr
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	martial
martingale	martingal
martini	martini
martyr	martyr
martyrdom	martyrium
marvel	vidunder
marvellous	strålende
marvelous	strålende
marvelously	marvellously
marzipan	NO TRANSLATION
mascara	mascara
mascot	maskot
masculine	maskulin
masculinity	maskulinitet
mash	Mos
mashed	most
mask	maske
masked	maskert
masks	masker
masochism	masochisme
masochist	masochist
mason	Mason
masquerade	masquerade
mass	masse
massacre	massakre
massage	massasje
masses	massene
masseur	massør
masseuse	massør
massive	massiv
mast	mast
master	herre
masterful	mesterlig
mastermind	mastermind
masterpiece	mesterverk
mastery	mestring
masturbate	onanere
masturbation	onani
mat	matte
matador	matador
match	kamp
matchbook	fyrstikkeske
matching	matchende
matchmaker	matchmaker
mate	kamerat
material	materiale
materialism	materialisme
materialist	materialist
materialistic	materialistisk
materiality	vesentlighet
materialize	materialiserer
materially	materielt
materials	materialer
materiel	materiell
maternal	mors
maternity	fødselspermisjon
math	matte
mathematical	matematisk
mathematician	matematiker
mathematics	matematikk
matinee	matiné
mating	paring
matriculation	artium
matrimony	ekteskap
matrix	matrise
matron	forstander
matted	sammenfiltret
matter	saken
matting	matter
mattress	madrass
maturation	modning
mature	moden
maturity	modenhet
maudlin	maudlin
mausoleum	mausoleum
mauve	lilla
maverick	Maverick
maxim	maxim
maximize	maksimere
maximum	maksimum
may	kan
mayday	mai dag
mayflower	Mayflower
mayhem	kaos
mayonnaise	majones
mayor	borgermester
maze	labyrint
mead	mjød
meadow	eng
meager	mager
meal	måltid
mean	mener
meander	meander
meandering	bukt
meanie	meanie
meaning	betydning
meaningful	gir mening
meaningless	meningsløs
meanness	ondskap
means	midler
meantime	mellomtiden
measles	meslinger
measurable	målbar
measure	måle
measured	målt
measurement	mål
measuring	måle
measuring cup	desilitermål
measuring tape	målebånd
meat	kjøtt
meatball	kjøttkaker
meathead	meathead
meatloaf	kjøttpudding
mechanic	mekaniker
mechanical	mekanisk
mechanics	mekanikk
mechanism	mekanisme
med	NO TRANSLATION
medal	medalje
medallion	medaljong
medallist	medalist
meddle	blande seg
meddling	innblanding
media	media
medial	medial
median	median
mediate	mekle
mediation	mekling
mediator	mellommann
medic	medic
medical	medisinsk
medicate	medisinering
medication	medisinering
medicinal	medisinske
medicine	medisin
medieval	fra middelalderen
mediocre	middelmådig
mediocrity	middelmådighet
meditate	meditere
meditating	meditere
meditation	meditasjon
meditative	meditative
mediterranean	Middelhavet
medium	medium
medley	medley
meek	ydmyk
meet	møte
meeting	møte
mega	mega
meh	meh
melancholic	melankolsk
melancholy	melankoli
melee	melee
mellow	mellow
melodious	melodiøs
melodrama	melodrama
melodramatic	melodramatisk
melody	melodi
melon	melon
melt	smelte
meltdown	nedsmelting
melting	smelte
member	medlem
membership	medlemskap
membrane	membran
memento	Memento
memo	memo
memoir	memoarer
memorabilia	minneverdige gjenstander
memorable	minneverdig
memorandum	memorandum
memorial	minnesmerke
memorials	minnesmerker
memories	minner
memoriesiwontforget	NO TRANSLATION
memorize	memorere
memory	hukommelse
menace	trussel
menacing	truende
menagerie	menasjeri
mend	reparere
mending	bøtte
menial	menial
meningitis	hjernehinnebetennelse
meniscus	menisk
menopause	overgangsalder
menses	menstruasjon
menstrual	menstrual
mental	mental
mentalhealth	NO TRANSLATION
mentality	mentalitet
menthol	mentol
mention	nevne
mentor	mentor
menu	Meny
meow	mjau
mercantile	merkantile
mercenary	leiesoldat
merchandise	handelsvarer
merchant	Kjøpmann
merciful	barmhjertig
merciless	nådeløs
mercurial	mercurial
mercury	kvikksølv
mercy	nåde
mere	mere
merengue	merengue
merge	slå sammen
merger	fusjon
meridian	meridian
meridional	meridionale
meringue	marengs
merit	bragd
meritorious	meritter
mermaid	havfrue
merriment	munterhet
merry	god
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	meskalin
mesh	maske
meshes	maskene
mesmerized	hypnotisert
mess	rot
message	budskap
messedup	NO TRANSLATION
messenger	budbringer
messiah	Messias
messy	rotete
metabolic	metabolsk
metabolism	metabolisme
metal	metall
metallic	metallisk
metallurgy	metallurgi
metamorphosis	metamorfose
metaphor	metafor
metaphorical	metaforiske
metaphysical	metafysisk
metaphysics	metafysikk
metastasis	metastase
meteor	meteor
meteoric	meteor
meteorite	meteoritt
meteorological	meteorologisk
meteorology	meteorologi
meter	måler
meth	meth
methadone	metadon
methane	metan
methanol	metanol
method	metode
methodical	metodisk
methodology	metodikk
meticulous	nitid
metime	alenetid
metric	metrisk
metrical	metrical
metrology	Justervesenet
metropolis	metropolis
metropolitan	metropolitan
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	glimmer
mick	mick
micro	mikro
microbe	mikrobe
microbiology	mikrobiologi
microchip	microchip
microcosm	mikrokosmos
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometer
micron	micron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskopisk
microscopically	mikroskopisk
microscopy	mikroskopi
microwave	mikrobølgeovn
mid	mid
midair	i lufta
midday	midt på dagen
middle	midten
middleman	mellommann
middleweight	middle
midget	dverg
midland	Midland
midlife	midlife
midline	linjen
midnight	midnatt
midshipman	midshipman
midst	midte
midsummer	midtsommer
midterm	tentamen
midtown	midtown
midway	midtveis
midwife	jordmor
midwifery	jordmor
mien	NO TRANSLATION
miffed	fornærmet
mighty	mektig
mignon	mignon
migraine	migrene
migrate	migrere
migration	migrasjon
migratory	trekkfugl
mike	mike
mil	NO TRANSLATION
mild	mild
mildew	mugg
mildness	mildhet
mile	mil
mileage	kjørelengde
milestone	milepæl
militant	militant
militants	militante
military	militær
militia	milits
milk	melk
milkman	milkman
milkshake	milkshake
milky	milky
mill	mølle
millennium	årtusen
milligram	milligram
millimeter	millimeter
million	million
millionaire	millionær
millionth	million
millstone	kvernstein
mime	mime
mimic	ligne
mimicking	ligne
mimicry	mimikk
mince	kjøttdeig
mincemeat	fruktfyll
mind	sinn
minded	minded
mindful	tankefull
mindfulness	tankefullhet
mindless	tankeløs
mine	min
minefield	minefelt
miner	gruvearbeider
mineral	mineral
mineralogy	mineralogi
mingle	mingle
mingled	blandet
mini	mini
miniature	miniatyr
minibus	minibuss
minim	NO TRANSLATION
minimal	minimal
minimize	minimere
minimized	minimert
minimum	minimum
mining	gruvedrift
minion	undersått
minister	minister
ministerial	minister
ministry	departement
minivan	minivan
mink	mink
minnow	ørekyte
minor	liten
minority	minoritet
minstrel	minstrel
mint	mynte
minty	minty
minuscule	minuscule
minute	minutt
minutiae	bagateller
minx	Minx
mir	NO TRANSLATION
miracle	mirakel
miracles	mirakler
miraculous	mirakuløs
mirage	luftspeiling
mire	NO TRANSLATION
mirror	speil
mirth	munterhet
misappropriation	underslag
misbehave	dårlig oppførsel
misbehavior	dårlig oppførsel
miscalculation	feilberegninger
miscarriage	spontanabort
miscellaneous	Diverse
miscellany	miscellany
mischief	ugagn
mischievous	rampete
misconception	misforståelse
misconduct	dårlig oppførsel
misdemeanor	forseelse
misdirection	misdirection
miser	gnier
miserable	elendig
miserably	stort
misery	elendighet
misfire	feiltenning
misfit	utilpass
misfortune	ulykke
misguided	NO TRANSLATION
mishap	uhell
misinformed	feilinformert
misinterpretation	feiltolkning
mislead	villede
misleading	villedende
misled	lurt
mismanagement	vanstyre
mismatch	mismatch
mismatched	umake
misnomer	misvisende
misplace	forlegge
misplaced	feilplassert
