Word	hu
pacify	kibékít
pacing	ütemezés
pack	csomag
package	csomag
packaging	csomagolás
packer	csomagoló
packet	csomag
pact	egyezmény
pad	párna
padded	párnázott
padding	párnázás
paddle	evez
paddle boat	evezős hajó
paddock	kifutókorlát
paddy	hántolatlan rizs
padlock	lakat
padre	NO TRANSLATION
paean	hálaének
pagan	pogány
paganism	pogányság
page	oldal
pageant	parádé
pager	pager
pagination	lapszámozás
paging	lapozás
pagoda	pagoda
pail	vödör
pain	fájdalom
pained	fájdalmas
painful	fájdalmas
painfully	fájdalmasan
painkiller	fájdalomcsillapító
painless	fájdalommentes
pains	fájdalmak
painstaking	fáradhatatlan
paint	festék
paintball	paintball
paintbrush	ecset
painted	festett
painter	festő
painting	festmény
pair	pár
paisley	paisley
pajama	pizsama
pajamas	pizsama
pal	haver
palace	palota
palatable	ízletes
palate	szájpadlás
pale	sápadt
paleontology	paleontológia
palette	paletta
pall	takaró
palladium	palládium
pallet	raklap
palliative	enyhítő
palm	tenyér
palmer	zarándok
palomino	palomino
palpable	kézzelfogható
palpitations	szívdobogás
palsy	bénulás
paltry	csekély
pamper	elkényeztet
pamphlet	röpirat
pan	Pán
panacea	csodaszer
panache	tollforgó
pancake	palacsinta
pancakes	palacsinta
pancreas	hasnyálmirigy
panda	pandamackó
pandemic	járvány
pandemonium	zűrzavar
pane	üvegtábla
panel	panel
pang	NO TRANSLATION
panhandle	földnyelv
panic	pánik
panicattack	NO TRANSLATION
panicked	pánikolt
panicking	pánikba
panicky	rémült
panier	NO TRANSLATION
panorama	panoráma
panoramic	körképszerű
pansy	árvácska
pant	liheg
pantheon	panteon
panther	párduc
panties	bugyi
pantomime	pantomim
pantry	éléskamra
pants	nadrág
panty	alsónemű
pantyhose	harisnyanadrág
pap	pép
papa	papa
papacy	pápaság
papal	NO TRANSLATION
papaya	papaya
paper	papír
paperback	olcsó kiadás
paperboy	rikkancs
paperweight	papírnehezék
paperwork	papírmunka
paprika	paprika
papyrus	papirusz
par	NO TRANSLATION
parable	példázat
parabola	parabola
parabolic	parabolikus
parachute	ejtőernyő
parade	felvonulás
paradigm	paradigma
paradise	paradicsom
paradox	paradoxon
paradoxical	paradox
paraffin	paraffin
paragon	eszménykép
paragraph	bekezdés
parakeet	ara papagáj
paralegal	asszisztens
parallax	parallaxis
parallel	párhuzamos
parallelism	párhuzamosság
paralysis	bénulás
paralyze	paralizál
paralyzed	bénult
paramedic	felcser
paramedics	mentősök
paramilitary	félkatonai
paramount	legfőbb
paranoia	üldözési mánia
paranoid	paranoid
paranormal	paranormális
parapet	mellvéd
paraphernalia	cucc, felszerelés
paraphrase	parafrázis
paraplegic	paraplegic
parasite	parazita
parasitic	parazita
parasol	napernyő
parcel	csomag
parcels	parcellák
parched	kiszáradt
parchment	pergament
pardon	Bocsánat
pare	NO TRANSLATION
parenchyma	sejtszövet
parent	szülő
parentage	szülők
parental	szülői
parenthesis	NO TRANSLATION
parenthetical	zárójeles
parenthood	apaság
parenting	nevelés
pariah	pária
parietal	fali
paring	forgács
parish	plébánia
parity	paritás
park	park
parka	csuklyás katonai zubbony
parking	parkolás
parkinsons	Parkinson-
parlance	beszéd
parlay	kihasznál
parliament	parlament
parliamentary	parlamenti
parlor	társalgó
parmesan	parmezán
parody	paródia
parole	becsületszó
parquet	parkett
parrot	papagáj
parry	elhárít
parse	elemez
parsimonious	takarékos
parsimony	takarékosság
parsley	petrezselyem
parson	lelkész
part	rész
partake	részesülünk
partial	részleges
partiality	elfogultság
partially	részben
participant	résztvevő
participate	részt venni
participation	részvétel
particle	részecske
particular	különös
particularity	sajátosság
particulars	adatokat
parting	elválás
partisan	partizán
partisanship	feltétlen támogatás
partition	feloszt
partly	részben
partner	partner
partnership	társaság
partridge	fogoly madár
parts	alkatrészek
party	party
pas	NO TRANSLATION
pass	elhalad
passable	járható
passage	átjáró, átkelés
passageway	folyosó
passe	NO TRANSLATION
passenger	utas
passim	NO TRANSLATION
passing	elhaladó
passion	szenvedély
passionate	szenvedélyes
passive	passzív
passivity	passzivitás
passkey	jelszó
passport	útlevél
password	Jelszó
past	múlt
pasta	tészta
paste	paszta
pastel	pasztell
pastime	időtöltés
pastor	lelkész
pastrami	füstölt hús
pastry	cukrászsütemény
pasture	legelő
pasty	tésztás
pat	pat
patch	tapasz
patchwork	fércmű
pate	pástétom
patella	térdkalács
patent	szabadalom
patented	szabadalmaztatott
paternal	apai
paternity	apaság
path	pálya
pathetic	szánalmas
pathological	kóros
pathologist	patológus
pathology	patológia
pathos	NO TRANSLATION
pathway	útvonal
patience	türelem
patient	beteg
patio	terasz
patriarch	pátriárka
patriarchal	patriarchális
patrimony	apai örökség
patriot	hazafi
patriotic	hazafias
patriotism	hazaszeretet
patrol	járőr
patrolman	járőr
patron	pártfogó
patronage	pártfogás
patronising	leereszkedő
patronize	oltalmaz
patronizing	leereszkedő
patter	kopog
pattern	minta
paucity	csekélység
pauper	koldus
pause	szünet
pave	egyengetni
pavement	járda
pavilion	pavilon
paving	útburkolat
paw	mancs
pawn	zálog
pawnshop	zálogház
pax	pax
pay	fizetés
payable	kifizetendő
payback	megtérülési
paycheck	fizetés-ellenőrzés
payday	fizetésnap
payer	fizető
payload	hasznos teher
payment	fizetés
payoff	kifizet
payout	kifizetési
payphone	távbeszélő
payroll	bérszámfejtés
pea	borsó
peace	béke
peaceable	békeszerető
peaceful	Békés
peacefully	békésen
peacekeeper	békefenntartó
peaceofmind	NO TRANSLATION
peacetime	béke
peach	őszibarack
peachy	hamvas
peacock	páva
peak	csúcs
peaked	csúcsos
peanut	földimogyoró
peanuts	földimogyoró
pear	körte
pearl	gyöngyszem
pearly	gyöngyös
peas	borsó
peasant	paraszt
peat	tőzeg
pebble	kavics
pecan	pekandió
peck	csípés
pecker	harkály
peculiar	különös
peculiarities	sajátosságok
peculiarity	sajátosság
peculiarly	különösen
pecuniary	pénzügyi
pedal	pedál
pedantic	tudálékos
peddle	házal
peddler	házaló
pedestal	talapzat
pedestrian	gyalogos
pediatric	gyermekgyógyászati
pediatrician	gyermekorvos
pediatrics	gyermekgyógyászat
pedicure	pedikűr
pedigree	családfa
pedometer	lépésszámláló készülék
pedophile	pedofil
pee	pisil
peek	kandikál
peekaboo	Kukucs
peel	héj
peep	kukucskál
peeper	leskelődő
peephole	kémlelő ablak
peer	egyenrangú
peering	hajol
peerless	páratlan
peeved	zabos
peg	szeg
pegs	csapok
peice	NO TRANSLATION
pelagic	nyíltvízi
pelican	pelikán
pellet	pellet
pelvic	medence-
pelvis	kismedence
pen	toll
penal	büntető
penalty	büntetés
penance	bűnbánat
penchant	előszeretet
pencil	ceruza
pendant	függő
pendency	léte
pendent	NO TRANSLATION
pending	függőben levő
pendulum	inga
penetrate	behatol
penetrating	átható
penetration	behatolás
penguin	pingvin
penicillin	penicillin
penile	pénisz
peninsula	félsziget
penis	hímvessző
penitent	bűnbánó
penitentiary	börtön
penmanship	szépírás
pennant	jelzőzászló
penniless	nincstelen
penny	penny
pension	nyugdíj
pensioner	nyugdíjas
pensive	töprengő
pentagon	Pentagon
pentagram	pentagram
penthouse	védőtető
penultimate	utolsó előtti
people	emberek
peopled	népesítették
pep	elevenség
pepper	bors
peppermint	borsmenta
pepperoni	pepperoni
peppy	életerős
peptic	gyomorfekély
peptide	peptid
perceive	érzékel
percent	százalék
percentage	százalék
percentile	percentilis
perceptible	érezhető
perception	észlelés
perceptive	figyelmes
perch	sügér
perchance	véletlenül
percolation	átszűrődés
percussion	ütés
perdition	kárhozat
peremptory	ellentmondást nem tűrő
perennial	örök
perfect	tökéletes
perfection	tökéletesség
perfectionist	maximalista
perfecto	NO TRANSLATION
perforated	átlyukadt
perforation	átlyukasztás
perforce	szükségképpen
perform	teljesít
performance	teljesítmény
performer	előadó
perfume	parfüm
perfumed	illatosított
peri	peri
peridot	olivin
peril	veszély
perilous	veszélyes
perimeter	kerülete
period	időszak
periodic	időszakos
periodical	időszakos
periodically	időszakosan
periodicity	időszakosság
peripheral	kerületi
periphery	periféria
periscope	periszkóp
perish	elpusztul
perishable	romlandó
perished	elpusztult
perishing	dermesztő
perjury	hamis eskü
perk	felfrissít
perky	csintalan
perm	perm
permanence	állandóság
permanent	állandó
permeable	áteresztő
permeate	áthatol
permeation	áthatolás
permissible	megengedhető
permission	engedély
permissive	megengedő
permit	engedély
permitted	engedélyezett
permitting	engedélyező
permutation	permutáció
pernicious	káros
peroxide	peroxid
perpendicular	merőleges
perpetrate	elkövet
perpetrator	elkövető
perpetual	örökös
perpetually	állandóan
perpetuate	megörökít
perpetuation	megörökítés
perpetuity	életjáradék
perplexed	megzavarodott
perplexing	zavarba ejtő
perplexity	zavar
persecute	gyötör
persecution	üldözés
perseverance	kitartás
persevere	kitart
persist	folytatódik
persistence	kitartás
persistent	kitartó
persisting	fennálló
person	személy
persona	NO TRANSLATION
personable	csinos
personage	személyiség
personal	személyes
personality	személyiség
personification	megszemélyesítés
personnel	személyzet
persons	személyek
perspective	távlati
perspiration	izzadás
persuade	meggyőzni
persuasion	meggyőzés
persuasive	meggyőző
pert	hetyke
pertinent	találó
perturbation	zavarkeltés
pertussis	szamárköhögés
perusal	átolvasás
peruse	elolvas
pervading	átható
perverse	perverz
perversion	fajtalanság
pervert	megront
perverted	züllött
pesky	bosszantó
pessimism	pesszimizmus
pessimist	pesszimista
pessimistic	pesszimista
pest	kártevő
pester	zaklat
pestilence	dögvész
pestle	mozsártörő
pesto	pesto
pet	házi kedvenc
petal	virágszirom
petite	kicsi
petition	kérelem
petitioner	petíció
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	megkövesedett
petrify	megkövesít
petrol	benzin
petroleum	petróleum
petticoat	alsószoknya
petting	petting
petty	piti
petulant	ingerlékeny
petunia	petúnia
pew	ülőhely
pewter	ónötvözet
peyote	NO TRANSLATION
phalanx	falanksz
phantom	fantom
pharaoh	fáraó
pharmaceutical	gyógyszerészeti
pharmacist	gyógyszerész
pharmacology	gyógyszertan
pharmacy	gyógyszertár
phase	fázis
pheasant	fácán
phenomenal	rendkívüli
phenomenon	jelenség
pheromone	feromon
phew	phew
phi	phi
philanthropic	filantróp
philanthropist	emberbarát
philanthropy	filantrópia
philistine	Filiszteus
philosopher	filozófus
philosophic	filozófiai
philosophical	filozófiai
philosophy	filozófia
phlegm	váladék
pho	pho
phobia	fóbia
phoenix	főnix
phone	telefon
phonetic	fonetikus
phonetics	fonetika
phonics	hangzástan
phonograph	fonográf
phonology	fonológia
phony	hamis
phooey	pfuj
phosphate	foszfát
phosphor	foszfor
phosphorus	foszfor
photo	fénykép
photogenic	fényképen jól mutató
photograph	fénykép
photographer	fotós
photographic	fényképészeti
photography	fényképezés
photometry	fénymérés
photon	foton
phrase	kifejezés
phraseology	frazeológia
phylogeny	törzsfejlődés
physical	fizikai
physical therapist	gyógytornász
physician	orvos
physicist	fizikus
physics	fizika
physiological	fiziológiai
physiology	fiziológia
physique	fizikum
pi	pi
pianist	zongorista
piano	zongora
piazza	piazza
piccolo	NO TRANSLATION
pick	szed
picked	válogatott
picker	csákányozó
picket	karó
picketing	sztrájkőrség
pickle	savanyú uborka
pickled	pácolt
pickpocket	zsebtolvaj
pickup	felvenni
picky	válogatós
picnic	piknik
pictorial	képi
picture	kép
pictures	képek
picturesque	festői
pie	pite
piece	darab
piecemeal	darabonként
pieceofshit	pieceofshit
pied	tarka
pier	móló
pierce	szúr
piety	kegyesség
pig	malac
pigeon	galamb
piggy	kismalac
piggyback	háton
pigheaded	makacs
piglet	kismalac
pigment	pigment
pigskin	disznóbőr
pigsty	pigment lerakódás
pike	csuka
pile	halom
piles	aranyér
pileup	felhalmoz
pilgrim	zarándok
pilgrimage	zarándoklat
pill	tabletta
pillage	fosztogatás
pillar	pillér
pillbox	fészek
pillow	párna
pillowcase	párnahuzat
pilot	pilóta
pimp	strici
pimple	pattanás
pin	tű
pinball	flipper
pinch	csipet
pinching	zsugori
pine	fenyő
pineapple	ananász
ping	fütyülés
pinhead	tűfej
pinhole	lyukra
pinion	szárny
pink	rózsaszín
pinkie	apróság
pinnacle	orom
pinot	pinot
pinpoint	hajszálpontos
pint	pint
pinto	tarka
pinup	elsőrendű
pioneer	úttörő
pious	jámbor
pip	csipog
pipe	cső
piped	vezetékes
pipeline	csővezeték
piper	dudás
pipette	pipetta
piping	csővezeték
pipsqueak	törpe
pique	megbánt
piracy	kalózkodás
piranha	piranha
pirate	kalóz
piscina	NO TRANSLATION
piss	pisi
pissed	részeg
pissedoff	dühös
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	pissoff
pistachio	pisztácia
pistol	pisztoly
piston	dugattyú
pit	gödör
pita	pita
pitch	hangmagasság
pitcher	kancsó
pitchfork	vasvilla
pitfall	csapda
pith	bél
pithy	velős
pitiful	sajnálkozó
pitted	kimagozott
pitter	pitter
pituitary	agyalapi
pity	kár
pivot	tengely
pivotal	döntő
pix	pix
pixie	tündér
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzéria
placard	plakát
place	hely
placebo	placebo
placement	elhelyezés
placenta	placenta
placid	nyugodt
placket	nyílás
plagiarism	plágium
plague	pestis
plaid	pléd
plain	egyszerű
plainclothes	civilruha
plaintiff	felperes
plaintive	panaszos
plan	terv
plane	repülőgép
planes	síkok
planet	bolygó
planetarium	planetárium
planetary	földi
planets	bolygók
plank	deszka
plankton	plankton
planned	tervezett
planner	tervező
planning	tervezés
plant	növény
plantation	ültetvény
planter	ültetvényes
planting	ültetés
plaque	plakett
plasma	vérplazma
plaster	vakolat
plastic	műanyag
plasticity	plasztikusság
plat	plat
plate	lemez
plateau	fennsík
plated	galvanizált
platform	emelvény
plating	galvanizálás
platinum	platina
platonic	plátói
platoon	szakasz
platter	tál
plaudit	NO TRANSLATION
plausibility	elfogadhatóság
plausible	valószínű
play	játék
playa	playa
playback	visszajátszás
playbook	kisokos
playboy	aranyifjú
player	játékos
playful	játékos
playground	játszótér
playhouse	színház
playmate	játszótárs
playoff	rájátszás
playpen	járóka
playroom	játszószoba
plaything	játékszer
playtime	szünet
playwright	drámaíró
plaza	köztér
plea	kifogás
plead	hivatkozhat
pleasant	kellemes
pleased	elégedett
pleasing	kellemes
pleasurable	kellemes
pleasure	öröm
pleasures	örömök
pleat	ránc
pleated	rakott
pledge	fogadalom
pledged	ígéretet tett
plenary	plenáris
plentiful	bőséges
plenty	bőven
plenum	plénum
plethora	bővérűség
plexus	érfonat
pliable	hajlítható
plication	hajlítás
pliers	fogó
plight	helyzet
plinth	alapzat
plodding	gürcölés
plop	loccsanva
plot	cselekmény
plough	eke
ploughed	megszántott
plover	lile
plow	eke
plowed	megszántott
plowing	szántás
ploy	időtöltés
pluck	bátorság
plucky	bátor
plug	dugó
plum	szilva
plumage	tollazat
plumb	függőleges
plumber	vízvezeték-szerelő
plumbing	csőhálózat
plume	toll
plummet	nehezék
plump	telt
plumper	plumper
plunder	zsákmány
plunge	fejesugrás
plunger	búvárdugattyú
plural	többes szám
plurality	sokaságát
plush	plüss
plutonium	plutónium
ply	réteg
plywood	furnér
pneumatic	pneumatikus
pneumonia	tüdőgyulladás
poacher	orvvadász
poachers	orvvadászok
poaching	orvvadászat
pocket	zseb-
pocketbook	zsebkönyv
pocketful	egy zsebnyi
pod	NO TRANSLATION
podium	pódium
poem	vers
poems	versek
poet	költő
poetic	költői
poetical	költői
poetics	költészettan
poetry	költészet
pogo	Pogo
poignant	megrendítő
point	pont
pointedly	hegyesen
pointer	mutató
pointless	értelmetlen
pointy	hegyes
poise	egyensúly
poison	méreg
poisoned	mérgezett
poisoning	mérgezés
poisonous	mérgező
poke	bök
poker	póker
pokes	pokes
polar	poláris
polarity	polaritás
pole	pólus
polemic	polemikus
police	rendőrség
police officer	rendőr
policeman	rendőr
policewoman	rendőrnő
policy	irányelv
polio	gyermekbénulás
polish	lengyel
polished	csiszolt
polite	udvarias
politeness	udvariasság
politic	politikus
political	politikai
politician	politikus
politics	politika
polity	alkotmány
polka	polka
poll	közvélemény kutatás
pollen	pollen
polling	szavazás
pollute	szennyezik
pollution	környezetszennyezés
polo	póló
poltergeist	kopogó szellem
polyester	poliészter
polygamy	poligámia
polygon	poligon
polygonal	sokszögű
polygraph	poligráf
polymer	polimer
polymorphism	polimorfizmus
pomp	pompa
pompous	nagyképű
poncho	poncsó
pond	tavacska
ponder	latolgat
ponderous	súlyos
pong	pong
pontiff	pápa
pontificate	pápaság
pontoon	ponton
pony	póniló
ponytail	copf
pooch	kuvasz
poodle	uszkár
poof	buzi
pool	medence
poop	tat
poor	szegény
poorly	rosszul
pop	pop
popcorn	pattogatott kukorica
pope	pápa
popper	popper
poppy	mák
poppycock	szamárság
popsicle	jégkrémet
popular	népszerű
popularity	népszerűség
popularized	népszerűsítette
population	népesség
populous	népes
porcelain	porcelán
porch	veranda
porcupine	tarajos sül
pore	pórus
pork	sertéshús
porker	hízó
porky	disznó-
porn	pornó
porno	porno
pornographic	pornográf
pornography	pornográfia
porosity	porozitás
porous	porózus
porridge	zabkása
port	kikötő
portable	hordozható
portage	fuvarozás
portal	portál
porter	hordár
porterhouse	porterhouse
portfolio	portfolió
porthole	lőrés
portico	csarnok
portion	adag
portrait	portré
portraiture	személyleírás
portray	ábrázol
pose	póz
poser	NO TRANSLATION
