Word	ja
polling	ポーリング
pollute	汚染する
pollution	汚染
polo	ポロ
poltergeist	ポルターガイスト
polyester	ポリエステル
polygamy	一夫多妻
polygon	ポリゴン
polygonal	多角形
polygraph	ポリグラフ
polymer	ポリマー
polymorphism	多型
pomp	華やかさ
pompous	おしゃれな
poncho	ポンチョ
pond	池
ponder	熟考
ponderous	敬虔な
pong	ポン
pontiff	司教
pontificate	司教
pontoon	ポンツーン
pony	ポニー
ponytail	ポニーテール
pooch	うぬぼれ
poodle	プードル
poof	うまくいく
pool	プール
poop	駄目
poor	貧しい
poorly	不完全に
pop	ポップ
popcorn	ポップコーン
pope	法王
popper	ポッパー
poppy	ポピー
poppycock	戯言
popsicle	ポピクル
popular	人気
popularity	人気
popularized	普及した
population	人口
populous	人口
porcelain	磁器
porch	ポーチ
porcupine	ポーキュパイン
pore	細孔
pork	豚肉
porker	ポーカー
porky	豚肉
porn	ポルノ
porno	ポルノ
pornographic	ポルノ
pornography	ポルノ
porosity	空隙率
porous	多孔質の
porridge	お粥
port	ポート
portable	ポータブル
portage	ポートレート
portal	ポータル
porter	ポーター
porterhouse	ポッターハウス
portfolio	ポートフォリオ
porthole	ポートホール
portico	ポルチコ
portion	部分
portrait	ポートレート
portraiture	肖像
portray	描く
pose	ポーズ
poser	NO TRANSLATION
posh	ポーズ
posited	肯定された
position	ポジション
positioning	ポジショニング
positive	ポジティブ
positiveenergy	NO TRANSLATION
positively	積極的に
positivity	陽性
posse	偽善
possess	所有する
possessed	所有していた
possessing	所持
possession	所持
possessive	所有者
possessor	所有者
possibility	可能性
possible	可能
possibly	おそらく
possum	アポウム
post	役職
postage	送料
postal	郵便
postcard	はがき
poster	ポスター
posterior	後部
posterity	後世
posthumous	死後の
postman	郵便配達員
postmortem	死後
postpone	遅らせる
postponed	延期した
postponement	延期
postscript	追記
postulate	公準
posture	姿勢
pot	ポット
potable	飲み物
potassium	カリウム
potato	じゃがいも
potatoes	ポテト
potency	効力
potent	強力な
potential	潜在的な
pothead	ポットヘッド
pothole	穴
potion	薬
potluck	ポットラック
potpourri	ポプリ
potted	鉢植えの
potter	陶工
pottery	陶器
potty	トイレ
pouch	ポーチ
poultry	家禽
pounce	拍動する
pound	ポンド
pounding	打つ
pour	NO TRANSLATION
pout	拍手
pouting	引き抜く
pouty	ポーティー
poverty	貧困
pow	捕虜
powder	パウダー
powdered	粉末
powdery	パウダリー
power	パワー
powerful	強力な
powerfully	強力に
powerhouse	強盗
powerless	力のない
powwow	パウワウ
pox	ポックス
practicable	実行可能な
practical	実用的な
practically	事実上
practice	練習
practiced	練習した
practise	練習
practitioner	開業医
pragmatic	実利的
prairie	草原
praise	賞賛
praised	賞賛された
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	賞賛
praiseworthy	賞賛する
praising	賛美
prance	元気づける
prank	いたずら
prawn	エビ
praxis	プラクシス
pray	祈る
prayer	祈り
prayforme	prayforme
praying	祈る
praying mantis	カマキリ
preach	説教
preacher	説教者
preaching	説教
preamble	前文
precarious	不安定な
precaution	予防措置
precautionary	予防的
precede	先行する
precedence	優先順位
precedent	先例
preceding	先行する
precept	教訓
preceptor	プレセプター
precession	歳差運動
precinct	プレシンクト
precincts	プレシンクト
precious	貴重な
precipice	絶壁
precipitate	沈殿する
precipitation	降水
precipitous	急な
precise	正確
precisely	正確に
precision	精度
preclude	排除する
precocious	早熟
precursor	前駆
predator	捕食者
predatory	略奪的な
predecessor	前任者
predicament	苦境
predicate	述語
predict	予測する
predictable	予測可能な
predicting	予測する
prediction	予測
predictive	予測的
predictor	プレディクタ
predilection	偏見
predispose	素因
predisposed	素因がある
predisposition	素因
predominance	支配
predominant	支配的
predominate	支配的
preeminent	抜群の
preemption	プリエンプション
preemptive	先制
preface	序文
prefect	知事
prefer	好む
preferable	好ましい
preference	好み
preferential	優先
prefix	プレフィックス
pregnancy	妊娠
pregnant	妊娠している
prehistoric	先史時代の
prejudice	偏見
prejudiced	偏見のある
prejudicial	不利益な
prelim	前任者
preliminary	予備的な
prelude	前奏曲
premarital	結婚前
premature	時期尚早
prematurely	時期尚早
premed	プレmed
premeditated	計画的な
premier	プレミア
premiere	初演
premise	前提
premises	施設
premium	プレミアム
premonition	予感
prenatal	出生前
prenuptial	結婚前
preoccupation	先入観
preoccupied	占領された
prep	準備
preparation	準備
preparatory	予備的な
prepare	準備する
prepared	準備された
preparedness	準備
preparer	作成者
preparing	準備
preponderance	優勢
preposterous	不名誉な
preppy	プレフィ
prerequisite	前提条件
prerogative	特権
preschool	幼稚園
prescient	先見の明
prescribe	処方する
prescribed	所定
prescription	処方
prescriptive	規範的
presence	存在
present	プレゼント
presentable	プレゼン可能な
presentation	プレゼンテーション
presenter	プレゼンター
presentment	プレゼンテーション
presents	プレゼント
preservation	保存
preservative	防腐剤
preserve	保存する
preserved	保存された
preserving	保存
preside	主宰者
presidency	大統領
president	大統領
presidential	大統領
press	押す
pressing	押す
pressure	圧力
prestige	威信
prestigious	権威ある
presto	プレスト
presume	推定する
presumption	推定
presumptive	推定
presumptuous	予期せぬ
presuppose	前提
pretend	ふりをする
pretended	ふりをした
pretender	詐欺師
pretending	ふりをする
pretense	かすかな
pretensions	屈辱
pretentious	恥ずかしい
pretext	口実
pretty	かなり
pretzel	プレッツェル
prevail	優先する
prevailing	優勢
prevalence	有病率
prevalent	流行している
prevent	防ぐ
preventative	予防的な
prevention	防止
preventive	予防的
preview	プレビュー
previous	前
previously	前に
prey	獲物
price	価格
priceless	貴重な
pricey	高い
prick	刺します
prickly	刺すような
pride	誇り
priest	祭司
priestess	プリエスト
priesthood	神権
priestly	聖職者
prig	プリグ
prim	プリム
prima	NO TRANSLATION
primacy	優位
primal	プライマル
primary	一次
primate	霊長類
primates	霊長類
prime	プライム
primed	下塗りされた
primer	プライマー
primeval	原生
priming	プライミング
primitive	プリミティブ
primordial	原始的
primrose	サクラソウ
prince	王子
princely	壮大な
princess	王女
principal	主要な
principally	主に
principle	原理
principles	原則
print	印刷する
printer	プリンタ
printing	印刷
printout	プリントアウト
prior	前の
prioritize	優先順位をつける
priority	優先
priory	priory
prism	プリズム
prismatic	角柱
prison	刑務所
prisoner	囚人
prissy	プレッシー
pristine	原始的
privacy	プライバシー
private	プライベート
privately	私的に
privilege	特権
privileged	特権
privy	秘密
prize	賞
prized	貴重品
pro	プロ
proactive	積極的な
probability	確率
probable	可能性のある
probate	遺言
probation	保護観察
probationary	保護観察
probative	証拠
probe	プローブ
probing	プロービング
probity	確信
problem	問題
problematic	問題がある
procedural	手続き的
procedure	手順
proceed	続ける
proceeding	続行する
proceeds	手続き
process	プロセス
processing	処理
procession	行列
processor	プロセッサー
proclaim	宣言する
proclamation	宣言
procrastinate	遅らせる
procrastination	怠慢
procreate	生まれる
procreation	出産
proctologist	子宮専門医
proctor	プロクター
procure	調達する
procurement	調達
prod	食べる
prodigal	放蕩
prodigious	驚異的な
prodigy	天才
produce	作物
produced	生産された
producer	プロデューサー
producing	生産する
product	製品
production	製造
productive	生産的な
productivity	生産性
profane	不敬
profanity	冒涜
profess	公言する
profession	職業
professional	専門家
professionalism	プロ意識
professor	教授
professorship	教授
proficiency	熟練
proficient	熟練
profile	プロフィール
profiler	プロファイラ
profit	利益
profitable	収益性の高い
profound	深遠な
profuse	大量の
profusion	豊か
prog	プログラム
progenitor	元祖
progeny	子孫
prognosis	予後
prognostic	予後
program	プログラム
programme	プログラム
programmer	プログラマー
programming	プログラミング
progress	進捗
progression	進行
progressive	プログレッシブ
prohibit	禁止する
prohibited	禁じられた
prohibition	禁止
prohibitive	禁じる
project	プロジェクト
projectile	発射体
projectiles	発射物
projecting	投影する
projection	投影
projector	プロジェクター
proletarian	プロレタリア
proletariat	プロレタリアート
prolific	多分
prologue	プロローグ
prolong	延長する
prolongation	延長
prolonged	長期化した
prom	プロム
promenade	プロムナード
prominence	プロミネンス
prominent	著名な
prominently	顕著に
promiscuity	乱雑
promiscuous	無差別
promise	約束する
promising	有望
promissory	約束
promo	プロモーション
promontory	岬
promote	促進する
promoter	プロモーター
promotion	プロモーション
promotional	プロモーション
prompt	プロンプト
prompting	促す
promulgate	公布
promulgation	公布
prone	易しい
prong	プロング
pronounce	発音する
pronounced	発音される
pronouncement	宣告
pronto	NO TRANSLATION
pronunciation	発音
proof	証明
prop	小道具
propaganda	宣伝
propagate	伝播する
propagation	伝搬
propane	プロパン
propel	推進
propelled	推進された
propeller	プロペラ
propelling	推進
propensity	性向
proper	適切な
property	プロパティ
prophecy	預言
prophesy	予言する
prophet	預言者
prophetic	預言的な
prophylactic	予防的
prophylaxis	予防
proportion	割合
proportional	比例する
proportionate	比例する
proportions	割合
proposal	提案
propose	提案する
proposition	命題
proprietary	独自の
proprietor	所有者
proprietorship	所有権
propriety	可否
propulsion	推進
prose	散文
prosecute	起訴
prosecution	起訴
prosecutor	検察官
prospect	見通し
prospection	プロスペクト
prospective	将来
prospectively	前向きに
prospector	探査機
prospectus	目論見書
prosper	繁栄する
prosperity	繁栄
prosperous	繁栄する
prostate	前立腺
prosthetic	補綴
prostitute	売春婦
prostitution	売春
prostrate	前立腺
protagonist	主人公
protect	保護する
protected	保護された
protecting	保護
protection	保護
protective	保護的な
protector	プロテクター
protein	タンパク質
protest	抗議
protestant	プロテスタント
protocol	プロトコル
proton	プロトン
prototype	プロトタイプ
protozoa	原生動物
protracted	長引いた
protrude	突き出た
protrusion	突出部
proud	誇りに思う
prove	証明する
proven	証明された
proverb	諺
proverbial	諺
provide	提供する
provided	提供された
providence	摂理
provider	プロバイダ
providing	提供する
province	州
provincial	州
provision	準備
provisional	仮
provisionally	仮に
provisions	食糧
proviso	但し書き
provocation	挑発
provocative	挑発的な
provoke	誘惑する
provoked	誘惑された
provoking	誘発する
provost	長老
prowess	勇気
prowl	徘徊
prowler	売春婦
proximal	近位の
proximate	近接
proximity	近接
proxy	代理
prude	プルード
prudence	慎重
prudent	慎重な
prune	プルーン
pruning	剪定
pry	揚げる
prying	揚げる
psalm	詩篇
psalms	詩篇
pseudo	擬似
pseudonym	仮名
psi	psi
psoriasis	乾癬
psych	精神
psyche	精神
psychedelic	サイケデリック
psychiatric	精神科
psychiatrist	精神科医
psychiatry	精神医学
psychic	霊魂
psychical	精神的な
psychics	霊魂
psycho	サイコ
psychoanalysis	精神分析
psychoanalyst	精神分析者
psychobabble	感情揺らぐ
psychological	心理的
psychologist	心理学者
psychology	心理学
psychopath	精神病
psychopathic	精神病
psychosis	精神病
psychosomatic	心身の
psychotherapy	心理療法
psychotic	精神病
pterodactyl	プテラダクチル
ptsd	ptsd
pub	パブ
puberty	思春期
pubes	柱
pubescent	恥ずかしがる
pubic	恥骨
public	パブリック
publication	出版
publicist	広報者
publicity	宣伝
publicly	公然と
publicspeaking	NO TRANSLATION
publish	公開する
published	出版された
publisher	出版社
publishing	出版
puck	パック
pucker	しわ
pudding	プリン
puddle	水たまり
pudgy	おしゃぶり
puff	パフ
puffing	吹き飛ばし
puffy	ふかふか
pug	パグ
puke	ポケ
pull	引く
pulley	滑車
pullover	路肩に寄せて下さい
pulmonary	肺の
pulp	パルプ
pulpit	説教壇
pulsar	パルサー
pulsation	脈動
pulse	パルス
puma	プーマ
pump	ポンプ
pumped	ポンピングされた
pumpkin	かぼちゃ
pun	NO TRANSLATION
punch	パンチ
punched	穿孔された
punching	打ち抜き
punchy	パンチ
punctual	定時の
punctuality	時間厳守
punctually	黙って
punctuation	句読点
puncture	穿刺
pundit	専門家
pungent	辛味
punish	罰する
punishable	処罰可能な
punished	処罰された
punishing	罰する
punishment	罰
punitive	懲罰的
punk	パンク
punt	パント
puny	うんざりする
pup	子犬
pupil	瞳
puppet	人形
puppeteer	人形劇
puppy	子犬
purchase	購入
purchaser	購入者
purchasing	購買
pure	ピュア
purebliss	NO TRANSLATION
puree	ピューレ
purely	純粋に
purgatory	煉獄
purge	パージ
purification	精製
purify	浄化する
purist	純粋主義者
purity	純度
purple	紫の
purport	旨
purpose	目的
purposely	意図的に
purr	パル
purring	ごろごろ
purse	財布
pursuance	追求
pursue	追求する
pursuing	追求
pursuit	追求
purveyor	出品者
purview	範囲
pus	膿
push	押す
pusher	プッシャー
pushing	押して
pushover	プッシュオーバ
