Word	kn
outgrowth	ಬೆಳವಣಿಗೆ
outhouse	ಔಟ್ ಹೌಸ್
outing	ಹೊರಹೋಗುವಿಕೆ
outlandish	ವಿಲಕ್ಷಣವಾದ
outlast	ಶಾಶ್ವತವಾಗಿ
outlaw	ದುಷ್ಕರ್ಮಿ
outlet	ಔಟ್ಲೆಟ್
outline	ರೂಪರೇಖೆಯನ್ನು
outlines	ಬಾಹ್ಯರೇಖೆಗಳು
outlive	ಜೀವಂತವಾಗಿ
outlook	ಮೇಲ್ನೋಟ
outlying	ಹೊರಗಡೆ
outnumber	ಹೆಚ್ಚು ಸಂಖ್ಯೆಯಲ್ಲಿ
outpatient	ಹೊರರೋಗಿ
outpost	ಹೊರಠಾಣೆ
outpouring	ಹೊರಹರಿವು
output	ಔಟ್ಪುಟ್
outrage	ಆಕ್ರೋಶ
outraged	ಅಸಮಾಧಾನಗೊಂಡಿದೆ
outrageous	ಅತಿರೇಕದ
outrank	ಮೀರಿಸು
outreach	ಪ್ರಭಾವ
outright	ನೇರವಾಗಿ
outrun	ಮೀರಿದೆ
outset	ಪ್ರಾರಂಭ
outsider	ಹೊರಗಿನವನು
outskirts	ಹೊರವಲಯ
outsmart	ಹೊರಗಡೆ
outspoken	ಮುಚ್ಚುಮರೆಯಿಲ್ಲದೆ
outstanding	ಅತ್ಯುತ್ತಮ
outstretched	ಚಾಚಿದ
outward	ಹೊರಗಡೆ
outwards	ಹೊರಗಡೆ
outweigh	ಮೀರಿಸುತ್ತದೆ
outwit	ಹೊರಗುಳಿದರು
oval	ಅಂಡಾಕಾರದ
ovary	ಅಂಡಾಶಯ
ovate	ಅಂಡಾಕಾರ
ovation	ಗೌರವ
oven	ಒಲೆ
overactive	ಅತಿಯಾದ
overall	ಒಟ್ಟಾರೆ
overalls	ಮೇಲುಡುಪುಗಳು
overbearing	ಅಸಹನೀಯ
overburden	ಅತಿಯಾದ ಪ್ರಮಾಣದಲ್ಲಿ
overcast	ಮೋಡ ಕವಿದ ವಾತಾವರಣ
overcharged	ಮಿತಿಮೀರಿದ
overcoat	ಓವರ್ಕೋಟ್
overcome	ಜಯಿಸಲು
overcoming	ಹೊರಬಂದು
overcrowded	ಮಿತಿಮೀರಿದವು
overdo	ಮೀರಿ ಮಾಡು
overdose	ಮಿತಿಮೀರಿದ ಪ್ರಮಾಣ
overdrive	ಓವರ್ಡ್ರೈವ್
overdue	ಮಿತಿಮೀರಿದ
overestimate	ಅಂದಾಜು
overestimated	ಅತಿಯಾಗಿ ಅಂದಾಜು ಮಾಡಲಾಗಿದೆ
overflow	ಓವರ್ಫ್ಲೋ
overflowing	ಸುರಿಯುತ್ತಿರುವ
overgrown	ಮಿತಿಮೀರಿ ಬೆಳೆದಿದೆ
overgrowth	ಹೆಚ್ಚಿನ ಬೆಳವಣಿಗೆ
overhanging	ಮಿತಿಮೀರಿದ
overhaul	ಕೂಲಂಕುಷ ಪರೀಕ್ಷೆ
overhead	ಓವರ್ಹೆಡ್
overhear	ಕೇಳಿ
overheated	ಮಿತಿಮೀರಿದ
overjoyed	ಅತ್ಯಾನಂದ
overkill	ಅತಿಕೊಲ್ಲುವಿಕೆ
overlaid	ಹೊದಿಕೆ
overlap	ಅತಿಕ್ರಮಣ
overlapping	ಅತಿಕ್ರಮಿಸುವಿಕೆ
overlay	ಓವರ್ಲೇ
overload	ಓವರ್ಲೋಡ್
overlook	ಕಡೆಗಣಿಸಬೇಡಿ
overlord	ಅತಿಕ್ರಮಣ
overlying	ಮೇಲುಗೈ
overpaid	ಹೆಚ್ಚು ಪಾವತಿಸಲಾಗಿದೆ
overpass	ಮೇಲುಗೈ
overplayed	ಅತಿಯಾದ ಪ್ರದರ್ಶನ
overpower	ಮೀರಿಸು
overpowering	ಮಿತಿಮೀರಿದ
overpriced	ತಪ್ಪುದಾರಿಗೆಳೆಯುವ
overprotective	ಅತಿ ಸಂರಕ್ಷಕ
overrated	ಅತಿರೇಕದ
overreact	ಅತಿಕ್ರಮಣ
override	ಅತಿಕ್ರಮಣ
overriding	ಅತಿಕ್ರಮಿಸುತ್ತದೆ
overrule	ಅತಿಕ್ರಮಣ
overrun	ಮೀರಿದೆ
oversee	ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡಿ
overseer	ಮೇಲ್ವಿಚಾರಕ
overshadow	ಮೇಲ್ಛಾವಣಿ
oversight	ಮೇಲ್ವಿಚಾರಣೆ
oversized	ಗಾತ್ರದ
overslept	ಓವರ್ಲೆಪ್ಟ್
overstate	ಅತಿ ಹೆಚ್ಚು
overstock	ಅತಿಕ್ರಮಣ
overt	ಬಹಿರಂಗ
overtake	ಹಿಂದಿಕ್ಕಿ
overtaken	ಹಿಂದಿಕ್ಕಿ
overthemoon	NO TRANSLATION
overthinker	ವಿಚಾರಮಾಡು
overthinking	ಅತಿಯಾದ ಚಿಂತನೆ
overthrow	ಉರುಳಿಸು
overtime	ಹೆಚ್ಚುವರಿ ಸಮಯ
overtired	ಅತಿಯಾದ
overture	ಸೂಚನೆ
overturn	ತಿರಸ್ಕರಿಸು
overview	ಅವಲೋಕನ
overweight	ಅಧಿಕ ತೂಕ
overwhelm	ನಾಶಮಾಡು
overwhelmed	ಜರುಗಿದ್ದರಿಂದ
overwhelming	ಅಗಾಧ
overworked	ಅತಿಯಾದ ಕೆಲಸ
overwrought	ಅತಿಯಾದ
overzealous	ಅತಿಶಯಕಾರಿ
owe	ಬದ್ಧನಾಗಿರಬೇಕು
owing	ಕಾರಣ
owl	ಗೂಬೆ
owner	ಮಾಲೀಕ
ownership	ಮಾಲೀಕತ್ವ
ox	ಎತ್ತು
oxidation	ಉತ್ಕರ್ಷಣ
oxide	ಆಕ್ಸೈಡ್
oxygen	ಆಮ್ಲಜನಕ
oxymoron	ಆಕ್ಸಿಮೋರನ್
oyster	ಸಿಂಪಿ
ozone	ಓಝೋನ್
pace	ವೇಗ
pacemaker	ನಿಯಂತ್ರಕ
pacific	ಪೆಸಿಫಿಕ್
pacified	ಶಮನಗೊಳಿಸಿದರು
pacifier	ಉಪಶಾಮಕ
pacifist	ಶಾಂತಿಪ್ರಿಯ
pacify	ಶಮನಗೊಳಿಸು
pacing	ಹೆಜ್ಜೆದಾಪು
pack	ಪ್ಯಾಕ್
package	ಪ್ಯಾಕೇಜ್
packaging	ಪ್ಯಾಕೇಜಿಂಗ್
packer	ಪ್ಯಾಕರ್
packet	ಪ್ಯಾಕೆಟ್
pact	ಒಪ್ಪಂದ
pad	ಪ್ಯಾಡ್
padded	ಪ್ಯಾಡ್ಡ್
padding	ಪ್ಯಾಡಿಂಗ್
paddle	ಹುಟ್ಟು
paddle boat	ಪ್ಯಾಡಲ್ ದೋಣಿ
paddock	ಪ್ಯಾಡಾಕ್
paddy	ಭತ್ತ
padlock	ಪ್ಯಾಡ್ಲಾಕ್
padre	NO TRANSLATION
paean	ಪೆಯಾನ್
pagan	ಪೇಗನ್
paganism	ಪೇಗನಿಸಂ
page	ಪುಟ
pageant	ಪ್ರದರ್ಶನ
pager	ಪೇಜರ್
pagination	ಪುಟ ವಿನ್ಯಾಸ
paging	ಪೇಜಿಂಗ್
pagoda	ಪಗೋಡಾ
pail	ಪೈಲ್
pain	ನೋವು
pained	ನೋವುಂಟುಮಾಡಿದೆ
painful	ನೋವುಂಟು
painfully	ನೋವಿನಿಂದ
painkiller	ನೋವು ನಿವಾರಕ
painless	ನೋವುರಹಿತ
pains	ನೋವು
painstaking	ನೋವುಂಟುಮಾಡುತ್ತದೆ
paint	ಬಣ್ಣ
paintball	ಪೇಂಟ್ ಬಾಲ್
paintbrush	ಬಣ್ಣದ ಕುಂಚ
painted	ಬಣ್ಣ
painter	ವರ್ಣಚಿತ್ರಕಾರ
painting	ಚಿತ್ರಕಲೆ
pair	ಜೋಡಿ
paisley	ಪೈಸ್ಲೆ
pajama	ಪೈಜಾಮ
pajamas	ಪೈಜಾಮಾಸ್
pal	ಪಾಲ್
palace	ಅರಮನೆ
palatable	ರುಚಿಕರವಾದ
palate	ಅಜ್ಜಿ
pale	ತೆಳು
paleontology	ಪುರಾತತ್ತ್ವ ಶಾಸ್ತ್ರ
palette	ಪ್ಯಾಲೆಟ್
pall	ಪಾಲ್
palladium	ಪಲ್ಲಾಡಿಯಮ್
pallet	ಪ್ಯಾಲೆಟ್
palliative	ಉಪಶಾಮಕ
palm	ಪಾಮ್
palmer	ಅಜ್ಜಿ
palomino	ಪ್ಯಾಲೊಮಿನೊ
palpable	ಸ್ಪರ್ಶ
palpitations	ಉಬ್ಬರವಿಳಿತಗಳು
palsy	ಪಾಲ್ಸಿ
paltry	ಕ್ಷುಲ್ಲಕ
pamper	ಮುದ್ದಿಸು
pamphlet	ಕರಪತ್ರ
pan	ಪ್ಯಾನ್
panacea	ಪ್ಯಾನೇಸಿಯ
panache	ಗರಿಗರಿಯಾದ
pancake	ಪ್ಯಾನ್ಕೇಕ್
pancakes	ಪ್ಯಾನ್ಕೇಕ್ಗಳು
pancreas	ಮೇದೋಜ್ಜೀರಕ ಗ್ರಂಥಿ
panda	ಪಾಂಡ
pandemic	ಸಾಂಕ್ರಾಮಿಕ
pandemonium	ಗದ್ದಲ
pane	ಫಲಕ
panel	ಫಲಕ
pang	NO TRANSLATION
panhandle	ಪ್ಯಾನ್ ಹ್ಯಾಂಡಲ್
panic	ಪ್ಯಾನಿಕ್
panicattack	NO TRANSLATION
panicked	ಭಯಭೀತರಾಗಿದ್ದಾರೆ
panicking	ಭೀತಿಗೊಳಿಸುವಿಕೆ
panicky	ಭಯಂಕರ
panier	NO TRANSLATION
panorama	ದೃಶ್ಯಾವಳಿ
panoramic	ವಿಹಂಗಮ
pansy	ಪ್ಯಾನ್ಸಿ
pant	ಪಂತ್
pantheon	ಪ್ಯಾಂಥಿಯನ್
panther	ಪ್ಯಾಂಥರ್
panties	ಹೆಣ್ಣುಮಕ್ಕಳು
pantomime	ಪಾಂಟೊಮೈಮ್
pantry	ಪ್ಯಾಂಟ್ರಿ
pants	ಪ್ಯಾಂಟ್
panty	ಪ್ಯಾಂಟಿ
pantyhose	pantyhose
pap	pap
papa	ಪಾಪಾ
papacy	ಪೋಪಸಿ
papal	NO TRANSLATION
papaya	ಪಪ್ಪಾಯಿ
paper	ಕಾಗದ
paperback	ಪೇಪರ್ಬ್ಯಾಕ್
paperboy	ಪೇಪರ್ಬಾಯ್
paperweight	ಪೇಪರ್ವೈಟ್
paperwork	ದಾಖಲೆಗಳು
paprika	ಕೆಂಪುಮೆಣಸು
papyrus	ಪಪೈರಸ್
par	NO TRANSLATION
parable	ನೀತಿಕಥೆ
parabola	ಪ್ಯಾರಾಬೋಲಾ
parabolic	ಪ್ಯಾರಾಬೋಲಿಕ್
parachute	ಧುಮುಕುಕೊಡೆ
parade	ಮೆರವಣಿಗೆ
paradigm	ಮಾದರಿ
paradise	ಸ್ವರ್ಗ
paradox	ವಿರೋಧಾಭಾಸ
paradoxical	ವಿರೋಧಾಭಾಸ
paraffin	ಪ್ಯಾರಾಫಿನ್
paragon	ಪ್ಯಾರಾಗಾನ್
paragraph	ಪ್ಯಾರಾಗ್ರಾಫ್
parakeet	ಪ್ಯಾರೆಕೆಟ್
paralegal	paralegal
parallax	ಭ್ರಂಶ
parallel	ಸಮಾನಾಂತರ
parallelism	ಸಮಾನಾಂತರತೆ
paralysis	ಪಾರ್ಶ್ವವಾಯು
paralyze	ಪಾರ್ಶ್ವವಾಯುವಿಗೆ
paralyzed	ಪಾರ್ಶ್ವವಾಯು
paramedic	ಉಪನ್ಯಾಸಕ
paramedics	ವೈದ್ಯಶಾಸ್ತ್ರಜ್ಞರು
paramilitary	ಅರೆಸೈನಿಕ
paramount	ಪ್ಯಾರಾಮೌಂಟ್
paranoia	ಮತಿವಿಕಲ್ಪ
paranoid	ಸಂಶಯಗ್ರಸ್ತ
paranormal	ಅಧಿಸಾಮಾನ್ಯ
parapet	ಪ್ಯಾರಪೆಟ್
paraphernalia	ಸಾಮಗ್ರಿ
paraphrase	ಪ್ಯಾರಾಫ್ರೇಸ್
paraplegic	ಪಾರ್ಪಲೆಜಿಕ್
parasite	ಪರಾವಲಂಬಿ
parasitic	ಪರಾವಲಂಬಿ
parasol	ಪ್ಯಾರಸಾಲ್
parcel	ಪಾರ್ಸೆಲ್
parcels	ಪಾರ್ಸೆಲ್ಗಳು
parched	parched
parchment	ಚರ್ಮಕಾಗದದ
pardon	ಕ್ಷಮೆ
pare	NO TRANSLATION
parenchyma	ಪ್ಯಾರೆಂಚೈಮಾ
parent	ಪೋಷಕರು
parentage	ಪೋಷಕರು
parental	ಪೋಷಕರ
parenthesis	NO TRANSLATION
parenthetical	ಪೋಷಕಶಾಸ್ತ್ರೀಯ
parenthood	ಪೋಷಕತ್ವ
parenting	ಪಾಲನೆಯ
pariah	ಕ್ಷಮಿಸು
parietal	ಪ್ಯಾರೈಟಲ್
paring	ಪ್ಯಾರಿಂಗ್
parish	ಪ್ಯಾರಿಷ್
parity	ಸಮಾನತೆ
park	ಪಾರ್ಕ್
parka	ಉದ್ಯಾನವನ
parking	ಪಾರ್ಕಿಂಗ್
parkinsons	ಪಾರ್ಕಿನ್ಸನ್ಗಳು
parlance	ರೂಪಾಂತರ
parlay	ಪಾರ್ಲೆ
parliament	ಸಂಸತ್ತು
parliamentary	ಸಂಸತ್ತಿನ
parlor	ಪಾರ್ಲರ್
parmesan	ಪಾರ್ಮ
parody	ವಿಡಂಬನೆ
parole	ಪೆರೋಲ್
parquet	ಹಲಗೆಗಳನ್ನು ಜೋಡಿಸುವುದು
parrot	ಗಿಣಿ
parry	ಪಾರಿ
parse	ಪಾರ್ಸ್
parsimonious	ದುಃಖಕರ
parsimony	ಪಾರ್ಸಿಮೊನಿ
parsley	ಪಾರ್ಸ್ಲಿ
parson	ಪಾರ್ಸನ್
part	ಭಾಗ
partake	ಭಾಗವಹಿಸು
partial	ಭಾಗಶಃ
partiality	ಭಾಗಶಃ
partially	ಭಾಗಶಃ
participant	ಪಾಲ್ಗೊಳ್ಳುವವರು
participate	ಭಾಗವಹಿಸು
participation	ಭಾಗವಹಿಸುವಿಕೆ
particle	ಕಣ
particular	ನಿರ್ದಿಷ್ಟವಾಗಿ
particularity	ನಿರ್ದಿಷ್ಟತೆ
particulars	ವಿವರಗಳು
parting	ವಿಭಜನೆ
partisan	ಪಕ್ಷಪಾತ
partisanship	ಪಕ್ಷಪಾತ
partition	ವಿಭಜನೆ
partly	ಭಾಗಶಃ
partner	ಪಾಲುದಾರ
partnership	ಪಾಲುದಾರಿಕೆ
partridge	ಪಾರ್ಟ್ರಿಡ್ಜ್
parts	ಭಾಗಗಳು
party	ಪಕ್ಷ
pas	NO TRANSLATION
pass	ಉತ್ತೀರ್ಣ
passable	ಹಾಯಿಸಬಹುದಾದ
passage	ಅಂಗೀಕಾರ
passageway	ಅಂಗೀಕಾರದ ಮಾರ್ಗ
passe	NO TRANSLATION
passenger	ಪ್ರಯಾಣಿಕ
passim	NO TRANSLATION
passing	ಹಾದುಹೋಗುತ್ತದೆ
passion	ಭಾವೋದ್ರೇಕ
passionate	ಭಾವೋದ್ರಿಕ್ತ
passive	ನಿಷ್ಕ್ರಿಯ
passivity	passivity
passkey	ಪಾಸ್ಕೀ
passport	ಪಾಸ್ಪೋರ್ಟ್
password	ಪಾಸ್ವರ್ಡ್
past	ಹಿಂದೆ
pasta	ಪಾಸ್ಟಾ
paste	ಅಂಟಿಸಿ
pastel	ನೀಲಿಬಣ್ಣದ
pastime	ಕಾಲಕ್ಷೇಪ
pastor	ಪಾದ್ರಿ
pastrami	ಪಾಸ್ಟಾಮಿ
pastry	ಪೇಸ್ಟ್ರಿ
pasture	ಹುಲ್ಲುಗಾವಲು
pasty	ಪೇಸ್ಟಿ
pat	ಪ್ಯಾಟ್
patch	ಪ್ಯಾಚ್
patchwork	ಪ್ಯಾಚ್ವರ್ಕ್
pate	ಪೀಟ್
patella	ಮಂಡಿಚಿಪ್ಪು
patent	ಪೇಟೆಂಟ್
patented	ಪೇಟೆಂಟ್
paternal	ಪಿತೃತ್ವ
paternity	ಪಿತೃತ್ವ
path	ಮಾರ್ಗ
pathetic	ಕರುಣಾಜನಕ
pathological	ರೋಗಶಾಸ್ತ್ರೀಯ
pathologist	ರೋಗಶಾಸ್ತ್ರಜ್ಞ
pathology	ರೋಗಲಕ್ಷಣ
pathos	NO TRANSLATION
pathway	ಮಾರ್ಗ
patience	ತಾಳ್ಮೆ
patient	ರೋಗಿಯ
patio	ಒಳಾಂಗಣದಲ್ಲಿ
patriarch	ಹಿರಿಯರು
patriarchal	ಪಿತೃಪ್ರಭುತ್ವ
patrimony	ಪರಂಪರೆ
patriot	ದೇಶಭಕ್ತ
patriotic	ದೇಶಭಕ್ತಿ
patriotism	ದೇಶಭಕ್ತಿ
patrol	ಗಸ್ತು ತಿರುಗುವುದು
patrolman	ಗಸ್ತು ಅಧಿಕಾರಿ
patron	ಪೋಷಕ
patronage	ಪ್ರೋತ್ಸಾಹ
patronising	ಪೋಷಕ
patronize	ಪ್ರೋತ್ಸಾಹಿಸಿ
patronizing	ಪೋಷಕ
patter	ಜೋಡಿಸು
pattern	ನಮೂನೆ
paucity	ಕೊರತೆ
pauper	ಪಾಪರ್
pause	ವಿರಾಮ
pave	ಸುಗಮಗೊಳಿಸು
pavement	ಪಾದಚಾರಿ
pavilion	ಪೆವಿಲಿಯನ್
paving	ನೆಲಗಟ್ಟು
paw	ಪಂಜ
pawn	ಪ್ಯಾನ್
pawnshop	ಗಿರವಿ ಅಂಗಡಿ
pax	ಪ್ಯಾಕ್ಸ್
pay	ಪಾವತಿ
payable	ಪಾವತಿಸಬಹುದಾಗಿದೆ
payback	ಪೇಬ್ಯಾಕ್
paycheck	ಪೇಚೆಕ್
payday	payday
payer	ಪಾವತಿಸುವವರು
payload	ಪೇಲೋಡ್
payment	ಪಾವತಿ
payoff	ಪಾವತಿಸಿ
payout	ಪಾವತಿಸಿ
payphone	ಪೇಫೋನ್
payroll	ವೇತನದಾರರ ಪಟ್ಟಿ
pea	ಬಟಾಣಿ
peace	ಶಾಂತಿ
peaceable	ಶಾಂತಿಯುತ
peaceful	ಶಾಂತಿಯುತ
peacefully	ಶಾಂತಿಯುತವಾಗಿ
peacekeeper	ಶಾಂತಿಪಾಲಕ
peaceofmind	NO TRANSLATION
peacetime	ಶಾಂತಿಕಾಲದ ಸಮಯ
peach	ಪೀಚ್
peachy	ಪೀಚಿ
peacock	ನವಿಲು
peak	ಉತ್ತುಂಗ
peaked	ಉತ್ತುಂಗಕ್ಕೇರಿತು
peanut	ಕಡಲೆಕಾಯಿ
peanuts	ಕಡಲೆಕಾಯಿಗಳು
pear	ಪಿಯರ್
pearl	ಮುತ್ತು
pearly	ಮುತ್ತು
peas	ಅವರೆಕಾಳು
peasant	ರೈತ
peat	ಪೀಟ್
pebble	ಬೆಣಚುಕಲ್ಲು
pecan	ಪೆಕನ್
peck	ಪೆಕ್
pecker	ಪೆಕರ್
peculiar	ವಿಚಿತ್ರ
peculiarities	ವಿಶೇಷತೆಗಳು
peculiarity	ವಿಶಿಷ್ಟತೆ
peculiarly	ವಿಚಿತ್ರವಾಗಿ
pecuniary	ಹಣದುಬ್ಬರ
pedal	ಪೆಡಲ್
pedantic	ನಿಷ್ಠುರ
peddle	ತಳ್ಳು
peddler	ಪದ್ಮರಾಗ
pedestal	ಪೀಠದ
pedestrian	ಪಾದಚಾರಿ
pediatric	ಮಕ್ಕಳ
pediatrician	ಮಕ್ಕಳ ವೈದ್ಯ
pediatrics	ಪೀಡಿಯಾಟ್ರಿಕ್ಸ್
pedicure	ಪಾದೋಪಚಾರ
pedigree	ನಿರ್ದಿಷ್ಟತೆ
pedometer	ದೂರಮಾಪಕ
pedophile	ಶಿಶುಕಾಮಿ
pee	ಮೂತ್ರಮಾಡು
peek	ಪೀಕ್
peekaboo	ಪೀಕ್ಬಾಬು
peel	ಸಿಪ್ಪೆ
peep	ಪೀಪ್
peeper	ಪೆಪೆರ್
peephole	ಪೀಫೊಲ್
peer	ಪೀರ್
peering	ಪಿಯರಿಂಗ್
peerless	ಸಮಾನರಹಿತ
peeved	ಉತ್ತುಂಗಕ್ಕೇರಿತು
peg	ಪೆಗ್
pegs	ಗೂಟಗಳು
peice	NO TRANSLATION
pelagic	ಪೆಲಾಜಿಕ್
pelican	ಪೆಲಿಕನ್
pellet	ಗುಳಿಗೆ
pelvic	ಶ್ರೋಣಿಯ
pelvis	ಪೆಲ್ವಿಸ್
pen	ಪೆನ್
penal	ದಂಡನೆ
penalty	ಪೆನಾಲ್ಟಿ
penance	ಪ್ರಾಯಶ್ಚಿತ್ತ
penchant	ಒಲವು
pencil	ಪೆನ್ಸಿಲ್
pendant	ಪೆಂಡೆಂಟ್
pendency	pendency
pendent	NO TRANSLATION
pending	ಬಾಕಿ ಉಳಿದಿದೆ
pendulum	ಲೋಲಕ
penetrate	ಭೇದಿಸಿ
penetrating	ಸೂಕ್ಷ್ಮಗ್ರಾಹಿ
penetration	ನುಗ್ಗುವಿಕೆ
penguin	ಪೆಂಗ್ವಿನ್
penicillin	ಪೆನ್ಸಿಲಿನ್
penile	ಶಿಶ್ನ
peninsula	ಪರ್ಯಾಯ ದ್ವೀಪ
penis	ಶಿಶ್ನ
penitent	ಪಶ್ಚಾತ್ತಾಪ
penitentiary	ಸೆರೆಮನೆ
penmanship	ಪೆನ್ಮನ್ಶಿಪ್
pennant	ಪೆನಂಟ್
penniless	ದರಿದ್ರ
penny	ಪೆನ್ನಿ
pension	ಪಿಂಚಣಿ
pensioner	ಪಿಂಚಣಿದಾರ
pensive	ಚಿಂತೆ
pentagon	ಪೆಂಟಗನ್
pentagram	ಪೆಂಟಗ್ರಾಮ್
penthouse	ಪೆಂಟ್ ಹೌಸ್
penultimate	ಕೊನೆಯದಾಗಿ
people	ಜನರು
peopled	ಪೀಪಲ್ಡ್
pep	ಪೀಪ್
pepper	ಮೆಣಸು
peppermint	ಪುದೀನಾ
pepperoni	ಪೆಪ್ಪೆರೋನಿ
peppy	ಪೆಪ್ಪಿ
peptic	ಪೆಪ್ಟಿಕ್
peptide	ಪೆಪ್ಟೈಡ್
perceive	ಗ್ರಹಿಸಿ
percent	ಶೇಕಡಾ
percentage	ಶೇಕಡಾವಾರು
percentile	ಶೇಕಡ
perceptible	ಗ್ರಹಿಸಬಹುದಾದ
perception	ಗ್ರಹಿಕೆ
perceptive	ಗ್ರಹಿಸುವ
perch	ಪರ್ಚ್
perchance	perchance
percolation	ಮುಳುಗಿಸುವಿಕೆ
percussion	ತಾಳವಾದ್ಯ
perdition	ಅಧಃಪತನ
peremptory	ಪರೋಕ್ಷವಾಗಿ
perennial	ದೀರ್ಘಕಾಲಿಕ
perfect	ಪರಿಪೂರ್ಣ
perfection	ಪರಿಪೂರ್ಣತೆ
perfectionist	ಪರಿಪೂರ್ಣತೆ
perfecto	NO TRANSLATION
perforated	ರಂಧ್ರವಿರುವ
perforation	ರಂಧ್ರ
perforce	ನಿಷೇಧ
perform	ನಿರ್ವಹಿಸು
performance	ಪ್ರದರ್ಶನ
performer	ಪ್ರದರ್ಶಕ
perfume	ಸುಗಂಧ
perfumed	ಸುಗಂಧ
peri	ಪೆರಿ
peridot	peridot
peril	ಗಂಡಾಂತರ
perilous	ಅಪಾಯಕಾರಿ
perimeter	ಪರಿಧಿ
period	ಅವಧಿ
periodic	ಆವರ್ತಕ
periodical	ನಿಯತಕಾಲಿಕ
periodically	ನಿಯತಕಾಲಿಕವಾಗಿ
periodicity	ನಿಯತಕಾಲಿಕತೆ
peripheral	ಬಾಹ್ಯ
periphery	ಪರಿಧಿಯಲ್ಲಿ
periscope	ಪರಿದರ್ಶಕ
perish	ನಾಶವಾಗು
perishable	ಹಾನಿಕಾರಕ
perished	ನಾಶವಾದವು
perishing	ಕ್ಷೀಣಿಸುತ್ತಿದೆ
perjury	ಸುಳ್ಳು
perk	ಪೆರ್ಕ್
perky	perky
perm	perm
permanence	ಶಾಶ್ವತತೆ
permanent	ಶಾಶ್ವತ
permeable	ಪ್ರವೇಶಸಾಧ್ಯ
permeate	ಹರಡಿ
permeation	ಪ್ರವೇಶಿಸುವಿಕೆ
permissible	ಅನುಮತಿ
permission	ಅನುಮತಿ
permissive	ಅನುಮತಿ
permit	ಅನುಮತಿಸು
permitted	ಅನುಮತಿಸಲಾಗಿದೆ
permitting	ಅನುಮತಿಸುವುದು
permutation	ಕ್ರಮಪಲ್ಲಟನೆ
pernicious	ವಿನಾಶಕಾರಿ
peroxide	ಪೆರಾಕ್ಸೈಡ್
perpendicular	ಲಂಬವಾಗಿ
perpetrate	ಅಪರಾಧ
perpetrator	ಅಪರಾಧಿ
perpetual	ಸಾರ್ವಕಾಲಿಕ
perpetually	ನಿರಂತರವಾಗಿ
perpetuate	ಶಾಶ್ವತವಾಗಿಸುವ
perpetuation	ಶಾಶ್ವತತೆ
perpetuity	ಶಾಶ್ವತತೆ
perplexed	ಗೊಂದಲಮಯವಾಗಿದೆ
perplexing	ಕಂಗೆಡಿಸುವ
perplexity	ಸಂಶಯ
persecute	ಹಿಂಸಿಸು
persecution	ಕಿರುಕುಳ
perseverance	ಪರಿಶ್ರಮ
persevere	ಸಾಧಿಸು
persist	ಇರುತ್ತವೆ
persistence	ನಿರಂತರತೆ
persistent	ನಿರಂತರ
persisting	ಇರುತ್ತವೆ
person	ವ್ಯಕ್ತಿ
persona	NO TRANSLATION
personable	ವೈಯಕ್ತಿಕವಾಗಿ
personage	ವ್ಯಕ್ತಿತ್ವ
personal	ವೈಯಕ್ತಿಕ
personality	ವ್ಯಕ್ತಿತ್ವ
personification	ವ್ಯಕ್ತಿತ್ವ
personnel	ಸಿಬ್ಬಂದಿ
persons	ವ್ಯಕ್ತಿಗಳು
perspective	ದೃಷ್ಟಿಕೋನದಿಂದ
perspiration	ಬೆವರು
persuade	ಮನವೊಲಿಸು
persuasion	ಮನವೊಲಿಸುವುದು
persuasive	ಮನವೊಲಿಸುವ
pert	pert
pertinent	ಸಂಬಂಧಪಟ್ಟ
perturbation	ಸಂಕಟ
pertussis	ಪೆರ್ಟುಸಿಸ್
perusal	ಪಠಣ
peruse	ಗಮನಿಸು
pervading	ವ್ಯಾಪಿಸಿರುವ
perverse	ವ್ಯತಿರಿಕ್ತವಾಗಿದೆ
perversion	ವಿಪರ್ಯಾಸ
pervert	ವಿರೂಪಗೊಳಿಸು
perverted	ವ್ಯತಿರಿಕ್ತವಾಗಿದೆ
pesky	ತೊಂದರೆ
pessimism	ನಿರಾಶಾವಾದ
pessimist	ನಿರಾಶಾವಾದಿ
pessimistic	ನಿರಾಶಾವಾದಿ
pest	ಕೀಟ
pester	ಪೆಸ್ಟರ್
pestilence	ಜಾಡ್ಯ
pestle	ಕೀಟಲೆ
pesto	ಪೆಸ್ಟೊ
pet	ಪಿಇಟಿ
petal	ದಳ
petite	ಪೆಟೈಟ್
petition	ಅರ್ಜಿ
petitioner	ಅರ್ಜಿದಾರ
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	ಕೊಳೆತ
petrify	ಕೊಳೆತ
petrol	ಪೆಟ್ರೋಲ್
petroleum	ಪೆಟ್ರೋಲಿಯಂ
petticoat	ಪೆಟಿಕೋಟ್
petting	ಪೆಟ್ಟಿಂಗ್
petty	ಕ್ಷುಲ್ಲಕ
petulant	ಕೆಮ್ಮು
petunia	ಪೆಟುನಿಯಾ
pew	ಪ್ಯೂ
pewter	ಪ್ಯೂಟರ್
peyote	NO TRANSLATION
phalanx	phalanx
phantom	ಫ್ಯಾಂಟಮ್
pharaoh	ಫೇರೋ
pharmaceutical	ಔಷಧೀಯ
pharmacist	ಔಷಧಿಕಾರ
pharmacology	ಔಷಧಿ
