Word	su
permanence	permanence
permanent	tetep
permeable	permeabel
permeate	permeate
permeation	permeation
permissible	diidinan
permission	idin
permissive	permisif
permit	surat idin
permitted	diijinkeun
permitting	permitting
permutation	permutation
pernicious	pernicious
peroxide	péroxida
perpendicular	jejeg
perpetrate	perpetrate
perpetrator	palaku
perpetual	poverty
perpetually	perpetually
perpetuate	perpetuate
perpetuation	perpetuation
perpetuity	perpetuity
perplexed	perplexed
perplexing	perplexing
perplexity	perplexity
persecute	milaraan
persecution	milaraan
perseverance	Persib
persevere	persevere
persist	tahan
persistence	katekunan
persistent	pengkuh
persisting	persisting
person	jelema
persona	NO TRANSLATION
personable	personable
personage	personage
personal	pribadi
personality	kapribadian
personification	personification
personnel	anggota
persons	jalma
perspective	perspektip
perspiration	kesang
persuade	ngolo-ngolo
persuasion	olo
persuasive	ngayakinkeun
pert	pert
pertinent	pertinent
perturbation	perturbation
pertussis	pertussis
perusal	perusal
peruse	peruse
pervading	pervading
perverse	perverse
perversion	perversion
pervert	pervert
perverted	perverted
pesky	pesky
pessimism	pesimis
pessimist	pessimist
pessimistic	pesimis
pest	hama
pester	pester
pestilence	pestilence
pestle	pestle
pesto	pesto
pet	ingon-ingon
petal	lakop
petite	Petite
petition	petisi
petitioner	petitioner
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	petrified
petrify	petrify
petrol	bengsin
petroleum	minyak bumi
petticoat	petticoat
petting	petting
petty	Bintara
petulant	petulant
petunia	petunia
pew	bangku gereja
pewter	pewter
peyote	NO TRANSLATION
phalanx	phalanx
phantom	phantom
pharaoh	Firaun
pharmaceutical	farmasi
pharmacist	tukang ubar
pharmacology	Farmakologi
pharmacy	apotik
phase	tahap
pheasant	hayam leuweung
phenomenal	fenomenal
phenomenon	fenomena
pheromone	Féromon
phew	phew
phi	phi
philanthropic	philanthropic
philanthropist	philanthropist
philanthropy	philanthropy
philistine	philistine
philosopher	filsuf
philosophic	philosophic
philosophical	filosofis
philosophy	pilsapat
phlegm	phlegm
pho	pho
phobia	phobia
phoenix	Phoenix
phone	telepon
phonetic	fonétik
phonetics	ponetis
phonics	phonics
phonograph	phonograph
phonology	fonologi
phony	phony
phooey	phooey
phosphate	fosfat
phosphor	phosphor
phosphorus	fosfor
photo	poto
photogenic	photogenic
photograph	potret
photographer	fotografer
photographic	fotografik
photography	fotografi
photometry	photometry
photon	foton
phrase	Babasan
phraseology	phraseology
phylogeny	filogeni
physical	fisik
physical therapist	therapist fisik
physician	dokter
physicist	fisikawan
physics	Fisika
physiological	fisiologis
physiology	fisiologi
physique	physique
pi	pi
pianist	pianis
piano	piano
piazza	Piazza
piccolo	NO TRANSLATION
pick	metik
picked	ngangkat
picker	picker
picket	piket
picketing	picketing
pickle	acar
pickled	pickled
pickpocket	tukang copet
pickup	candak
picky	picky
picnic	piknik
pictorial	pictorial
picture	gambar
pictures	gambar
picturesque	picturesque
pie	kueh pastel
piece	potongan
piecemeal	piecemeal
pieceofshit	pieceofshit
pied	pied
pier	darmaga
pierce	nembus
piety	takwa
pig	babi
pigeon	japati
piggy	piggy
piggyback	piggyback
pigheaded	pigheaded
piglet	piglet
pigment	pigmen
pigskin	pigskin
pigsty	pigsty
pike	Pike
pile	tihang
piles	tumpukan
pileup	pileup
pilgrim	jelema nu jiarah
pilgrimage	jiarah
pill	pel
pillage	pillage
pillar	pilar
pillbox	pillbox
pillow	bantal
pillowcase	pillowcase
pilot	pilot
pimp	pimp
pimple	jarawat
pin	panitik
pinball	pinball
pinch	ciwit
pinching	pinching
pine	pinus
pineapple	danas
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	pinion
pink	beureum ngora
pinkie	pinkie
pinnacle	pinnacle
pinot	pinot
pinpoint	pinpoint
pint	pint
pinto	Pinto
pinup	témpél
pioneer	panaratas
pious	alim
pip	pip
pipe	pipah
piped	piped
pipeline	pipa
piper	Piper
pipette	pipette
piping	piping
pipsqueak	pipsqueak
pique	Pique
piracy	piracy
piranha	piranha
pirate	bajag
piscina	NO TRANSLATION
piss	piss
pissed	pissed
pissedoff	kesel
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	pissoff
pistachio	pistachio
pistol	pestol
piston	piston
pit	torowongan
pita	pita
pitch	pitch
pitcher	kendi
pitchfork	wuluku
pitfall	pitfall
pith	pith
pithy	pithy
pitiful	pinalangsaeun
pitted	diadu
pitter	pitter
pituitary	hipofisis
pity	karunya
pivot	pangsi
pivotal	pivotal
pix	pix
pixie	pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	placard
place	tempat
placebo	placebo
placement	panempatan
placenta	plasénta
placid	placid
placket	placket
plagiarism	plagiat
plague	pagebug
plaid	plaid
plain	sederhana
plainclothes	plainclothes
plaintiff	nu ngagugat
plaintive	plaintive
plan	rencana
plane	pesawat
planes	planes
planet	planet
planetarium	planetarium
planetary	planet
planets	planét
plank	plank
plankton	plankton
planned	rencanana
planner	Nu Ngarencana
planning	rarancang
plant	melak
plantation	perkebunan
planter	planter
planting	penanaman
plaque	piagam
plasma	plasma
plaster	plester
plastic	plastik
plasticity	plasticity
plat	plat
plate	piring
plateau	dataran
plated	plated
platform	panggung
plating	plating
platinum	platinum
platonic	platonic
platoon	platoon
platter	platter
plaudit	NO TRANSLATION
plausibility	plausibility
plausible	masuk akal
play	ulin
playa	playa
playback	playback
playbook	playbook
playboy	Playboy
player	pamaen
playful	suka ulin
playground	tempat kaulinan
playhouse	playhouse
playmate	playmate
playoff	Play off
playpen	playpen
playroom	playroom
plaything	plaything
playtime	playtime
playwright	playwright
plaza	Plaza
plea	plea
plead	ngabela
pleasant	pikaresepeun
pleased	pleased
pleasing	pikaresepeun
pleasurable	pleasurable
pleasure	kabungahan
pleasures	pleasures
pleat	pleat
pleated	pleated
pledge	jangji
pledged	pledged
plenary	paripurna
plentiful	loba
plenty	nyatu
plenum	plenum
plethora	plethora
plexus	plexus
pliable	pliable
plication	plication
pliers	tang
plight	plight
plinth	plinth
plodding	plodding
plop	plop
plot	kapling
plough	ngawaluku
ploughed	plowed
plover	plover
plow	ngawaluku
plowed	plowed
plowing	plowing
ploy	ploy
pluck	metik
plucky	plucky
plug	nyocokan
plum	buah plum
plumage	plumage
plumb	plumb
plumber	tukang ledeng
plumbing	plumbing
plume	plume
plummet	plummet
plump	plump
plumper	plumper
plunder	rampog
plunge	terjun
plunger	plunger
plural	jamak
plurality	pluralitas
plush	plush
plutonium	plutonium
ply	ply
plywood	lapis
pneumatic	pneumatic
pneumonia	radang paru-paru
poacher	poacher
poachers	poachers
poaching	poaching
pocket	kantong
pocketbook	pocketbook
pocketful	pocketful
pod	NO TRANSLATION
podium	podium
poem	sajak
poems	sajak
poet	panyajak
poetic	puitis
poetical	poetical
poetics	poetics
poetry	puisi
pogo	ngogo
poignant	poignant
point	titik
pointedly	pointedly
pointer	pointer
pointless	euweuh hartina
pointy	pointy
poise	poise
poison	racun
poisoned	diracun
poisoning	karacunan
poisonous	aya racuna
poke	nyodok
poker	poker
pokes	pokes
polar	polar
polarity	polaritasna
pole	gantar
polemic	Polemik
police	pulisi
police officer	perwira pulisi
policeman	pulisi lalaki
policewoman	pulisi awewe
policy	kawijakan
polio	polio
polish	ngagosok
polished	digosok
polite	sopan
politeness	lemesna
politic	politic
political	politik
politician	pulitikus
politics	pulitik
polity	polity
polka	polka
poll	mere sora
pollen	sari
polling	polling
pollute	ngotoran
pollution	polusi
polo	polo
poltergeist	poltergeist
polyester	poliéster
polygamy	poligami
polygon	polygon
polygonal	polygonal
polygraph	polygraph
polymer	polimér
polymorphism	polymorphism
pomp	pomp
pompous	pompous
poncho	poncho
pond	balong
ponder	ponder
ponderous	ponderous
pong	Pong
pontiff	pontiff
pontificate	pontificate
pontoon	pontoon
pony	kuda poni
ponytail	buntut kuda
pooch	pooch
poodle	poodle
poof	poof
pool	balong kojay
poop	poop
poor	malarat
poorly	awon
pop	pop
popcorn	Jagong beledug
pope	paus
popper	popper
poppy	poppy
poppycock	poppycock
popsicle	popsicle
popular	populer
popularity	popularitas
popularized	ngapopulérkeun
population	populasi
populous	pangpadetna
porcelain	keramik
porch	emper
porcupine	porcupine
pore	pressure
pork	babi
porker	porker
porky	porky
porn	porno
porno	porno
pornographic	porno
pornography	porno
porosity	porosity
porous	porous
porridge	bubur
port	palabuhan
portable	gampang dimawa
portage	portage
portal	portal
porter	portir
porterhouse	porterhouse
portfolio	portopolio
porthole	jandela
portico	portico
portion	bagean
portrait	potret
portraiture	portraiture
portray	ngagambarkeun
pose	pose
poser	NO TRANSLATION
posh	posh
posited	posited
position	posisi
positioning	positioning
positive	positip
positiveenergy	NO TRANSLATION
positively	positif
positivity	positivity
posse	posse
possess	ngabogaan
possessed	kasurupan
possessing	possessing
possession	boga
possessive	possessive
possessor	ngabogaan
possibility	kaayaan nu bisa jadi
possible	mungkin
possibly	bisa jadi
possum	possum
post	kalungguhan
postage	parangko
postal	pos
postcard	kartu pos
poster	poster
posterior	posterior
posterity	posterity
posthumous	anumerta
postman	tukang pos
postmortem	postmortem
postpone	nunda
postponed	ditunda
postponement	panundaan
postscript	nota bene
postulate	dalil
posture	sikep
pot	pot
potable	potable
potassium	kalium
potato	kentang
potatoes	kentang
potency	potency
potent	mujarab
potential	kakuatan
pothead	pothead
pothole	pothole
potion	potion
potluck	potluck
potpourri	potpourri
potted	potted
potter	potter
pottery	gagarabah
potty	potty
pouch	pouch
poultry	sato jangjangan
pounce	pounce
pound	pon
pounding	pounding
pour	NO TRANSLATION
pout	pout
pouting	pouting
pouty	pouty
poverty	kasangsaraan
pow	pow
powder	bubuk
powdered	tipung
powdery	powdery
power	kakuatan
powerful	kawasa
powerfully	powerfully
powerhouse	powerhouse
powerless	teu aya kakuatanana
powwow	powwow
pox	pox
practicable	practicable
practical	praktis
practically	praktis
practice	praktek
practiced	latihan
practise	praktek
practitioner	praktisi
pragmatic	pragmatik
prairie	tegal
praise	pujian
praised	muji
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	praises
praiseworthy	praiseworthy
praising	praising
prance	prance
prank	prank
prawn	prawn
praxis	kumaha praktekna
pray	dua
prayer	doa
prayforme	prayforme
praying	sholat
praying mantis	sholat congcorang
preach	ngahutbah
preacher	da'wah
preaching	da'wah
preamble	pamuka
precarious	precarious
precaution	pacegahan
precautionary	precautionary
precede	miheulaan
precedence	precedence
precedent	keur conto
preceding	harita
precept	precept
preceptor	preceptor
precession	precession
precinct	precinct
precincts	precincts
precious	luhur hargana
precipice	precipice
precipitate	endapanana
precipitation	présipitasi
precipitous	precipitous
precise	pas
precisely	persis
precision	katalitian
preclude	preclude
precocious	precocious
precursor	prékursor
predator	predator
predatory	predatory
predecessor	nu miheulaan
predicament	predicament
predicate	predikat
predict	ngirakeun
predictable	bisa dikirakeun
predicting	ngaramal
prediction	prediksi
predictive	duga
predictor	prediktor
predilection	predilection
predispose	predispose
predisposed	predisposed
predisposition	predisposition
predominance	predominance
predominant	utama
predominate	predominate
preeminent	preeminent
preemption	preemption
preemptive	preemptive
preface	cariosan panganteur
prefect	préfek
prefer	leuwih seneng
preferable	leuwih seneng
preference	pilihan
preferential	preferential
prefix	rarangken hareup
pregnancy	reuneuh
pregnant	reuneuh
prehistoric	prasejarah
prejudice	sangkaan
prejudiced	prejudiced
prejudicial	prejudicial
prelim	prelim
preliminary	mimitian
prelude	prelude
premarital	saencan kawin
premature	prematur
prematurely	prematurely
premed	premed
premeditated	premeditated
premier	Premier
premiere	premiere
premise	premis
premises	enggon
premium	bayaran
premonition	alamat
prenatal	prenatal
prenuptial	prenuptial
preoccupation	preoccupation
preoccupied	preoccupied
prep	prep
preparation	siap-siapna
preparatory	preparatory
prepare	nyiapkeun
prepared	disiapkeun
preparedness	preparedness
preparer	preparer
preparing	Nyiapkeun
preponderance	preponderance
preposterous	preposterous
preppy	preppy
prerequisite	prasarat
prerogative	prerogative
preschool	preschool
prescient	prescient
prescribe	nulis resep
prescribed	prescribed
prescription	resep
prescriptive	prescriptive
presence	ayana
present	ayeuna
presentable	apik
presentation	ngawakilan
presenter	presenter
presentment	presentment
presents	presents
preservation	kaayaan ngawetkeun
preservative	bahan keur ngawetkeun kadaharan
preserve	ngawetkeun
preserved	dilestarikan
preserving	preserving
preside	preside
presidency	kapersidenan
president	presiden
presidential	présidén
press	pers
pressing	keur diistrika
pressure	tekenan
prestige	gengsi
prestigious	bergengsi
presto	presto
presume	ngira
presumption	anggepan
presumptive	presumptive
presumptuous	presumptuous
presuppose	presuppose
pretend	ngareken
pretended	nyamar
pretender	pretender
pretending	sok
pretense	pretense
pretensions	pretensions
pretentious	pretentious
pretext	pretext
pretty	geulis
pretzel	pretzel
prevail	meunang dipake
prevailing	prevailing
prevalence	Prévalénsi
prevalent	kaprah
prevent	nyegah
preventative	preventative
prevention	pacegahan
preventive	pacegah
preview	titingali
previous	saméméhna
previously	saméméhna
prey	mamangsan
price	harga
priceless	henteu bisa diajen
pricey	pricey
prick	prick
prickly	biang
pride	kareueus
priest	pendeta
priestess	priestess
priesthood	priesthood
priestly	priestly
prig	prig
prim	prim
prima	NO TRANSLATION
primacy	primacy
primal	primal
primary	utama
primate	primata
primates	primata
prime	perdana
primed	primed
primer	Primer
primeval	primeval
priming	priming
primitive	primitip
primordial	primordial
primrose	primrose
prince	pangeran
princely	princely
princess	putera
principal	poko
principally	prinsip
principle	dasar
principles	prinsip
print	nyitak
printer	mesin citak
printing	pencitakan
printout	cetak
prior	saencanana
prioritize	prioritas
priority	prioritas
priory	priory
prism	prisma
prismatic	prismatic
prison	bui
prisoner	narapidana
prissy	prissy
pristine	pristine
privacy	kalaluasaan
private	swasta
privately	sacara pribadi
privilege	hak husus
privileged	bencong
privy	privy
prize	hadiah
prized	prized
pro	pro
proactive	proaktif
probability	probabilitas
probable	bisa jadi
probate	probate
probation	waktu pacobaan
probationary	probationary
probative	probative
probe	usik
probing	probing
probity	probity
problem	masalah
problematic	masalah
procedural	prosedural
procedure	prosedur
proceed	neraskeun
proceeding	lajengkeun
proceeds	proceeds
process	proses
processing	carana ngokolakeun
procession	prosesi
processor	processor
proclaim	ngumumkeun
proclamation	proklamasi
procrastinate	menta tempo
procrastination	panundaan
procreate	procreate
procreation	procreation
proctologist	proctologist
proctor	proctor
procure	procure
procurement	ngayakeun
prod	prod
prodigal	prodigal
prodigious	prodigious
prodigy	prodigy
produce	ngahasilkeun
produced	dihasilkeun
producer	nu ngasilkeun
producing	ngahasilkeun
product	barang
production	produksi
productive	ngahasilkeun
productivity	kakuwatan keur ngasilkeun
profane	profan
profanity	profanity
profess	anut
profession	pagawean
professional	tanaga ahli
professionalism	profesionalisme
professor	propesor
professorship	professorship
proficiency	kamahéran
proficient	pinter
profile	keureutan
profiler	profiler
profit	kauntungan
profitable	nguntungkeun
profound	profound
profuse	profuse
profusion	profusion
prog	prog
progenitor	progenitor
progeny	anak kandung
prognosis	ramalan
prognostic	prognostic
program	program
programme	program
programmer	programmer
programming	programming
progress	kamajuan
progression	progression
progressive	maju
prohibit	nyaram
prohibited	dilarang
prohibition	caraman
prohibitive	prohibitive
project	proyek
projectile	projectile
projectiles	projectiles
projecting	projecting
projection	proyeksi
projector	projector
proletarian	proletarian
proletariat	proletariat
prolific	prolific
prologue	prolog
prolong	manjangkeun
prolongation	prolongation
prolonged	berkepanjangan
prom	prom
promenade	perjalanan
prominence	prominence
prominent	kasohor
prominently	dipake
promiscuity	pergaulan
promiscuous	promiscuous
promise	jangji
promising	ngajangjikeun
promissory	promissory
promo	promo
promontory	promontory
promote	promosikeun
promoter	promoter
promotion	promosi
promotional	promosi
prompt	gancang
prompting	nyababkeun
promulgate	promulgate
promulgation	migunakeun
prone	rawan
prong	prong
pronounce	ngucapkeun
pronounced	diucapkan
pronouncement	pronouncement
pronto	NO TRANSLATION
pronunciation	carana ngucapkeun
proof	bukti
prop	Prop
propaganda	propaganda
propagate	propagate
propagation	rambatan
propane	propana
propel	propel
propelled	propelled
propeller	kolecer
propelling	propelling
propensity	propensity
proper	ditangtoskeun
property	harta
prophecy	nubuat
prophesy	ramalan
prophet	nabi
prophetic	prophetic
prophylactic	prophylactic
prophylaxis	prophylaxis
proportion	bagean
proportional	sabanding
proportionate	proportionate
proportions	babandingan
proposal	usul
propose	ngusulkeun
proposition	talatah
proprietary	proprietary
proprietor	proprietor
proprietorship	proprietorship
propriety	propriety
propulsion	propulsion
prose	prosa
prosecute	ngadawa
prosecution	gugatan
prosecutor	jaksa
prospect	calon
prospection	prospection
prospective	prospektif
prospectively	prospektif
prospector	prospector
prospectus	prospectus
prosper	hade hasilna
prosperity	kamakmuran
prosperous	makmur
prostate	prostat
prosthetic	prosthetic
prostitute	janggol
prostitution	prostitusi
prostrate	sujud
protagonist	protagonis
protect	ngalindungan
protected	ditangtayungan
protecting	mayungan
protection	panyalindungan
protective	ngalindungan
protector	papayung
protein	protéin
protest	protes
protestant	Protestan
protocol	protokol
proton	proton
prototype	prototipe
protozoa	protozoa
protracted	protracted
protrude	nonjol
protrusion	protrusion
proud	reueus
prove	ngabuktikeun
