Word	de
mammy	Mama
man	Mann
manage	verwalten
manageable	überschaubar
management	Management
manager	Manager
managerial	Führungskraft
mandamus	Mandamus
mandarin	Mandarin
mandate	Mandat
mandatory	verpflichtend
mandible	Unterkiefer
mandolin	Mandoline
mandrel	Dorn
mane	NO TRANSLATION
maneuver	Manöver
maneuvering	Manövrieren
mange	NO TRANSLATION
manger	Krippe
mangle	Mangel
mango	Mango
mangosteen	Mangostan
mangy	räudig
manhole	Mannloch
manhood	Männlichkeit
manhunt	Fahndung
mania	Manie
maniac	Wahnsinniger
maniacal	wahnsinnig
manic	manisch
manicure	Maniküre
manicurist	Maniküre
manifest	Manifest
manifestation	Manifestation
manifested	manifestiert
manifestly	offensichtlich
manifesto	Manifest
manifold	vielfältig
manipulate	manipulieren
manipulation	Manipulation
manipulative	manipulativ
mankind	Menschheit
manly	männlich
manna	Manna
manned	besetzt
mannequin	Mannequin
manner	Weise
mannered	manieriert
manners	Sitten und Bräuche
manor	Gutshof
manpower	Arbeitskräfte
mansion	Villa
mansions	Villen
manslaughter	Totschlag
mantel	Mantel
mantis	Gottesanbeterin
mantle	Mantel
mantra	Mantra
manual	Handbuch
manufacture	Herstellung
manufacturer	Hersteller
manufacturing	Herstellung
manure	düngen
manuscript	Manuskript
map	Karte
maple	Ahorn
mar	beschädigen
marathon	Marathon-
marble	Marmor
marbled	marmoriert
marbles	Murmeln
march	März
mare	NO TRANSLATION
margarine	Margarine
margarita	Margarita
margin	Spanne
marginal	marginal
mariachi	Mariachi
marijuana	Marihuana
marinara	Marinara
marine	Marine
mariner	Seemann
marital	ehelich
maritime	maritim
mark	Kennzeichen
marked	markiert
marker	Marker
market	Markt
marketable	marktfähig
marketing	Marketing
marketplace	Marktplatz
marks	Marken
marksman	Schütze
marksmanship	Treffsicherheit
marl	Mergel
marmalade	Marmelade
maroon	kastanienbraun
marooned	gestrandet
marquee	Festzelt
marquis	Marquis
marred	getrübt
marriage	Ehe
married	verheiratet
marrow	Mark
marry	heiraten
marsh	Sumpf
marshal	Marschall
marshmallow	Marshmallow
mart	Mart
martial	martialisch
martingale	Martingal
martini	Martini
martyr	Märtyrer
martyrdom	Martyrium
marvel	Wunder
marvellous	fabelhaft
marvelous	fabelhaft
marvelously	wunderbar
marzipan	NO TRANSLATION
mascara	Maskara
mascot	Maskottchen
masculine	männlich
masculinity	Männlichkeit
mash	Maische
mashed	püriert
mask	Maske
masked	maskiert
masks	Masken
masochism	Masochismus
masochist	Masochist
mason	Mason
masquerade	Maskerade
mass	Masse
massacre	Massaker
massage	Massage
masses	Massen
masseur	Masseur
masseuse	Masseuse
massive	massiv
mast	Mast
master	Meister
masterful	Meisterhaft
mastermind	Vordenker
masterpiece	Meisterstück
mastery	Meisterschaft
masturbate	masturbieren
masturbation	Masturbation
mat	Matte
matador	Matador
match	Spiel
matchbook	Streichholzbriefchen
matching	passend
matchmaker	Heiratsvermittler
mate	Kamerad
material	Material
materialism	Materialismus
materialist	Materialist
materialistic	materialistisch
materiality	Wesentlichkeit
materialize	materialisieren
materially	wesentlich
materials	Materialien
materiel	materiel
maternal	mütterlicherseits
maternity	Mutterschaft
math	Mathematik
mathematical	mathematisch
mathematician	Mathematiker
mathematics	Mathematik
matinee	Matinee
mating	Paarung
matriculation	Immatrikulation
matrimony	Ehe
matrix	Matrix
matron	Matrone
matted	verfilzt
matter	Angelegenheit
matting	Matten
mattress	Matratze
maturation	Reifung
mature	reifen
maturity	Reife
maudlin	rührselig
mausoleum	Mausoleum
mauve	mauve
maverick	Einzelgänger
maxim	Maxime
maximize	maximieren
maximum	maximal
may	kann
mayday	Maifeiertag
mayflower	Mayflower
mayhem	Chaos
mayonnaise	Mayonnaise
mayor	Bürgermeister
maze	Matze
mead	Met
meadow	Wiese
meager	dürftig
meal	Mahlzeit
mean	bedeuten
meander	Mäander
meandering	mäandrierend
meanie	meine Güte
meaning	Bedeutung
meaningful	sinnvoll
meaningless	bedeutungslos
meanness	Gemeinheit
means	meint
meantime	inzwischen
measles	Masern
measurable	messbar
measure	messen
measured	gemessen
measurement	Messung
measuring	Messung
measuring cup	Messbecher
measuring tape	Maßband
meat	Fleisch
meatball	Fleischbällchen
meathead	Dummkopf
meatloaf	Hackbraten
mechanic	Mechaniker
mechanical	mechanisch
mechanics	Mechanik
mechanism	Mechanismus
med	NO TRANSLATION
medal	Medaille
medallion	Medaillon
medallist	Medaillengewinner
meddle	sich einmischen
meddling	Einmischung
media	Medien
medial	medial
median	Median
mediate	vermitteln
mediation	Vermittlung
mediator	Vermittler
medic	Medizin
medical	medizinisch
medicate	behandeln
medication	Medikation
medicinal	medizinisch
medicine	Medizin
medieval	mittelalterlich
mediocre	mittelmäßig
mediocrity	Mittelmäßigkeit
meditate	meditieren
meditating	meditieren
meditation	Meditation
meditative	meditativ
mediterranean	Mittelmeer
medium	Mittel
medley	Medley
meek	sanftmütig
meet	Treffen
meeting	Treffen
mega	Mega
meh	meh
melancholic	melancholisch
melancholy	Melancholie
melee	Nahkampf
mellow	mild
melodious	melodiös
melodrama	Melodrama
melodramatic	melodramatisch
melody	Melodie
melon	Melone
melt	Schmelze
meltdown	Kernschmelze
melting	schmelzen
member	Mitglied
membership	Mitgliedschaft
membrane	Membran
memento	Erinnerung
memo	Memo
memoir	Memoiren
memorabilia	Erinnerungsstücke
memorable	unvergesslich
memorandum	Memorandum
memorial	Denkmal
memorials	Denkmäler
memories	Erinnerungen
memoriesiwontforget	NO TRANSLATION
memorize	sich einprägen
memory	Erinnerung
menace	Bedrohung
menacing	bedrohlich
menagerie	Menagerie
mend	heilen
mending	Ausbessern
menial	niedere
meningitis	Meningitis
meniscus	Meniskus
menopause	Menopause
menses	Menses
menstrual	Menstruation-
mental	geistig
mentalhealth	NO TRANSLATION
mentality	Mentalität
menthol	Menthol
mention	erwähnen
mentor	Mentor
menu	Speisekarte
meow	Miau
mercantile	merkantil
mercenary	Söldner
merchandise	Waren
merchant	Händler
merciful	barmherzig
merciless	gnadenlos
mercurial	mercurial
mercury	Quecksilber
mercy	barmherzig
mere	bloß
merengue	Merengue
merge	verschmelzen
merger	Zusammenschluss
meridian	Meridian
meridional	meridional
meringue	Baiser
merit	verdienen
meritorious	verdienstvoll
mermaid	Meerjungfrau
merriment	Heiterkeit
merry	fröhlich
merrychristmas	NO TRANSLATION
mesa	Mesa
mescaline	Meskalin
mesh	Mesh
meshes	Maschen
mesmerized	hypnotisiert
mess	Chaos
message	Botschaft
messedup	NO TRANSLATION
messenger	Bote
messiah	Messias
messy	unordentlich
metabolic	Stoffwechsel-
metabolism	Stoffwechsel
metal	Metall
metallic	metallisch
metallurgy	Metallurgie
metamorphosis	Metamorphose
metaphor	Metapher
metaphorical	metaphorisch
metaphysical	metaphysisch
metaphysics	Metaphysik
metastasis	Metastasierung
meteor	Meteor
meteoric	kometenhaft
meteorite	Meteorit
meteorological	meteorologisch
meteorology	Meteorologie
meter	Meter
meth	Meth
methadone	Methadon
methane	Methan
methanol	Methanol
method	Methode
methodical	methodisch
methodology	Methodik
meticulous	akribisch
metime	meine Zeit
metric	metrisch
metrical	metrisch
metrology	Metrologie
metropolis	Metropole
metropolitan	Metropolitan-
mettle	Eifer
mew	miauen
mezzanine	Zwischenstock
mica	Glimmer
mick	mick
micro	Mikro
microbe	Mikrobe
microbiology	Mikrobiologie
microchip	Mikrochip
microcosm	Mikrokosmos
microfilm	Mikrofilm
microgram	Mikrogramm
micrometer	Mikrometer
micron	Mikron
microphone	Mikrofon
microscope	Mikroskop
microscopic	mikroskopisch
microscopically	mikroskopisch
microscopy	Mikroskopie
microwave	Mikrowelle
mid	Mitte
midair	in der Luft
midday	Mittag
middle	Mitte
middleman	Mittelsmann
middleweight	Mittelgewicht
midget	Zwerg
midland	Mittelland
midlife	Lebensmitte
midline	Mittellinie
midnight	Mitternacht
midshipman	Seekadett
midst	Mitte
midsummer	Hochsommer-
midterm	mittelfristig
midtown	Midtown
midway	auf halbem Weg
midwife	Hebamme
midwifery	Geburtshilfe
mien	NO TRANSLATION
miffed	verärgert
mighty	mächtig
mignon	Mignon
migraine	Migräne
migrate	Wandern
migration	Migration
migratory	wandernd
mike	Mike
mil	NO TRANSLATION
mild	mild
mildew	Mehltau
mildness	Milde
mile	Meile
mileage	Kilometerstand
milestone	Meilenstein
militant	militant
militants	Kämpfer
military	Militär-
militia	Miliz
milk	Milch
milkman	Milchmann
milkshake	Milchshake
milky	milchig
mill	Mühle
millennium	Millennium
milligram	Milligramm
millimeter	Millimeter
million	Million
millionaire	Millionär
millionth	millionste
millstone	Mühlstein
mime	Mime
mimic	nachahmen
mimicking	Nachahmung
mimicry	Mimikry
mince	Hackfleisch
mincemeat	Hackfleisch
mind	Verstand
minded	aufgeschlossen
mindful	achtsam
mindfulness	Achtsamkeit
mindless	geistlos
mine	Bergwerk
minefield	Minenfeld
miner	Bergmann
mineral	Mineral
mineralogy	Mineralogie
mingle	mischen
mingled	mischte sich
mini	Mini
miniature	Miniatur
minibus	Kleinbus
minim	NO TRANSLATION
minimal	minimal
minimize	minimieren
minimized	minimiert
minimum	Minimum
mining	Bergbau
minion	Günstling
minister	Minister
ministerial	Ministeriale
ministry	Ministerium
minivan	Minivan
mink	Nerz
minnow	Elritze
minor	geringer
minority	Minderheit
minstrel	Minnesänger
mint	Minze
minty	minzig
minuscule	Minuscule
minute	Minute
minutiae	Minutien
minx	Luder
mir	NO TRANSLATION
miracle	Wunder
miracles	Wunder
miraculous	Wunder-
mirage	Fata Morgana
mire	NO TRANSLATION
mirror	Spiegel
mirth	Heiterkeit
misappropriation	Veruntreuung
misbehave	sich schlecht benehmen
misbehavior	Fehlverhalten
miscalculation	Fehlkalkulation
miscarriage	Fehlgeburt
miscellaneous	Sonstiges
miscellany	Verschiedenes
mischief	Unfug
mischievous	boshaft
misconception	Missverständnis
misconduct	Fehlverhalten
misdemeanor	Vergehen
misdirection	Fehlleitung
miser	Geizhals
miserable	elend
miserably	kläglich
misery	Elend
misfire	Fehlzündung
misfit	Außenseiter
misfortune	Unglück
misguided	NO TRANSLATION
mishap	Missgeschick
misinformed	falsch informiert
misinterpretation	Fehlinterpretation
mislead	irreführen
misleading	irreführend
misled	irregeführt
mismanagement	Misswirtschaft
mismatch	Nichtübereinstimmung
mismatched	nicht übereinstimmend
misnomer	irreführend
misplace	verlegen
misplaced	falsch platziert
misread	falsch gelesen
misrepresent	falsch darstellen
misrepresentation	falsche Darstellung
misrepresented	falsch dargestellt
miss	Fräulein
missile	Rakete
missiles	Raketen
missing	fehlt
missingyou	NO TRANSLATION
mission	Mission
missionary	Missionar
misspell	falsch schreiben
misstatement	falsche Darstellung
missy	Fräulein
mist	Nebel
mistake	Fehler
mistaken	verwechselt
mister	Herr
mistletoe	Mistel
mistreated	misshandelt
mistress	Herrin
mistrial	Fehlversuch
mistrust	Misstrauen
misty	neblig
misunderstand	missverstehen
misunderstanding	Missverständnis
misunderstood	falsch verstanden
misuse	Missbrauch
mite	Milbe
miter	Gehrung
mitigate	mildern
mitigating	mildernd
mitigation	Minderung
mitt	Fausthandschuh
mitten	NO TRANSLATION
mitzvah	Mizwa
mix	mischen
mixed	gemischt
mixedemotions	gemischte Gefühle
mixer	Rührgerät
mixture	Mischung
mnemonic	Gedächtnisstütze
moan	Stöhnen
moat	Graben
mob	Mob
mobile	Handy, Mobiltelefon
mobility	Mobilität
mobilization	Mobilisierung
mobilize	mobilisieren
mobster	Gangster
mocha	Mokka
mock	spotten
mocked	verspottet
mockery	Spott
mocking	Verspottung
mockingbird	Spottdrossel
mod	mod
modal	modal
modality	Modalität
mode	Modus
model	Modell-
modeler	Modellierer
modeling	Modellieren
modem	Modem
moderate	mäßig
moderate anticipation	mäßige Vorfreude
moderate disgust	mäßiger Ekel
moderate negative	mäßig negativ
moderate positive	mäßig positiv
moderate surprise	mäßige Überraschung
moderate trust	mäßiges Vertrauen
moderately	in Maßen
moderating	moderierend
moderation	Mäßigung
moderator	Moderator
modern	modern
modernism	Modernismus
modest	bescheiden
modesty	Bescheidenheit
modicum	mäßig
modifiable	modifizierbar
modification	Änderung
modified	geändert
modify	ändern
modulate	modulieren
modulation	Modulation
module	Modul
modulus	Modul
mogul	Mogul
moiety	Teil
moist	feucht
moisture	Feuchtigkeit
moisturizer	Feuchtigkeitscreme
molar	molar
molasses	Melasse
mold	Schimmel
molded	geformt
molding	Formen
moldy	schimmelig
mole	Maulwurf
molecular	molekular
molecule	Molekül
molest	belästigen
molestation	Belästigung
molester	Schänder
molten	geschmolzen
mom	Mama
moment	Moment
momentary	momentan
momentous	bedeutsam
momentum	Schwung
momma	Mama
mommy	Mama
monad	Monade
monarch	Monarch
monarchy	Monarchie
monastery	Kloster
monastic	klösterlich
monetary	Geld
money	Geld
mongoloid	mongoloid
mongoose	Mungo
mongrel	Mischling
monitor	Monitor
monk	Mönch
monkey	Affe
mono	NO TRANSLATION
monochrome	einfarbig
monogamous	monogam
monogamy	Monogamie
monogram	Monogramm
monogrammed	monogrammiert
monograph	Monographie
monolayer	Monoschicht
monolith	Monolith
monologue	Monolog
monopolist	Monopolist
monopoly	Monopol
monotonous	eintönig
monotony	Monotonie
monoxide	Kohlenmonoxid
monsieur	Monsieur
monsoon	Monsun
monster	Monster-
monstrosity	Ungeheuerlichkeit
monstrous	monströs
montage	Montage
monte	Monte
month	Monat
monthly	monatlich
monument	Monument
monumental	monumental
moo	muhen
mooch	Mooch
mood	Stimmung
moods	Stimmungen
moody	launisch
moon	Mond
moonbeam	Mondstrahl
moonlight	Mondlicht
moonlit	Mondlicht
moonshine	Mondschein
moonstruck	mondsüchtig
moonwalk	Moonwalk
moor	Moor
moored	festgemacht
mooring	Festmachen
moorings	Liegeplätze
moorland	Moorland
moose	Elch
moot	strittig
mooted	diskutiert
mop	Mopp
mope	Trübsal blasen
moped	Moped
moral	Moral-
morale	Moral
morality	Moral
morals	Moral
morass	Morast
moratorium	Moratorium
moray	Muräne
morbid	morbid
morbidity	Morbidität
morbidness	Krankheit
mores	Sitten
morgue	Leichenschauhaus
moribund	moribund
morn	Morgen
morning	Morgen
moron	Trottel
moronic	schwachsinnig
morose	mürrisch
morph	morphen
morphine	Morphium
morphism	Morphismus
morphology	Morphologie
morrow	Morgen
morsel	Bissen
mortal	sterblich
mortality	Mortalität
mortar	Granatwerfer
mortgage	Hypothek
mortgagee	Hypothekengläubiger
mortgagor	Hypothekenschuldner
mortician	Leichenbestatter
mortification	Demütigung
mortified	beschämt
mortuary	Leichenhalle
mosaic	Mosaik-
mosey	Mosey
mosque	Moschee
mosquito	Moskito
moss	Moos
mossy	moosig
mote	NO TRANSLATION
motel	Motel
moth	Motte
mother	Mutter
motherfucker	Motherfucker
motherfucking	motherfucking
motherhood	Mutterschaft
motherland	Heimat
motherless	mutterlos
motherly	mütterlich
motif	Motiv
motion	Bewegung
motionless	bewegungslos
motivate	motivieren
motivating	motivierend
motivation	Motivation
motivational	motivierend
motive	Motiv
motley	bunt
motor	Motor-
motorbike	Motorrad
motorboat	Motorboot
motorcade	Fahrzeugkolonne
motorcar	Automobil
motorcycle	Motorrad
motorist	Autofahrer
motte	motte
mottled	gesprenkelt
motto	Motto
mould	Schimmel
mound	Hügel
mount	montieren
mountain	Berg
mountaineer	Bergsteiger
mountainous	bergig
mountains	Berge
mountaintop	Bergspitze
mourn	trauern
mournful	traurig
mourning	Trauer
mouse	Maus
mousetrap	Mausefalle
mousse	Mousse
moustache	Schnurrbart
mousy	Mousy
mouth	Mund
mouthful	Schluck
mouthpiece	Mundstück
mouthwash	Mundwasser
movable	beweglich
move	Bewegung
movement	Bewegung
mover	Urheber
movie	Film
movies	Filme
moving	ziehen um
movingforward	NO TRANSLATION
movingon	movingon
mow	mähen
mower	Mäher
moxie	Moxie
mozzarella	Mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	Dreck
mucked	mucked
mucous	schleimig
mucus	Schleim
mud	Schlamm
muddle	Durcheinander
muddled	verworren
muddy	schlammig
muff	Muff
muffin	Muffin
muffled	gedämpft
muffler	Schalldämpfer
mug	Becher
mugger	Straßenräuber
mulberry	Maulbeere
mulch	Laubdecke
mule	Maultier
mull	Mull
mullet	Meeräsche
multilateral	multilateral
multimedia	Multimedia
multinational	multinational
multiple	mehrere
multiple sclerosis	Multiple Sklerose
multiplex	Multiplex
multiplication	Multiplikation
multiplicity	Vielzahl
multiplied	multipliziert
multiplier	Multiplikator
multiply	multiplizieren
multitude	Vielzahl
mum	Mama
mumble	murmeln
mumbo	Hokuspokus
mummy	Mumie
mumps	Mumps
munch	mampfen
munchies	Munchies
munchkin	Munchkin
mundane	banal
municipal	Gemeinde
municipality	Gemeinde
mural	Wandgemälde
murder	Mord
murderer	Mörder
murderess	Mörderin
murderous	mörderisch
murky	trübe
murmur	murmeln
muscle	Muskel
muscular	muskulös
muse	Muse
muses	Musen
museum	Museum
mush	NO TRANSLATION
mushroom	Pilz
mushy	matschig
music	Musik-
musical	Musical
musician	Musiker
musing	grübelnd
musk	Moschus
musket	Muskete
musketeer	Musketier
muskrat	Bisamratte
muslin	Musselin
muss	NO TRANSLATION
must	Muss
mustang	Mustang
mustard	Senf
muster	aufbringen
musty	muffig
mutable	veränderlich
mutant	Mutant
mutate	mutieren
mutation	Mutation
mute	stumm
muted	gedämpft
mutilate	verstümmeln
mutilated	verstümmelt
mutilation	Verstümmelung
mutiny	Meuterei
mutt	Köter
mutter	NO TRANSLATION
mutton	Hammelfleisch
mutual	gegenseitig
mutually	gegenseitig
muzzle	Schnauze
myfavorite	mein Liebling
myopia	Kurzsichtigkeit
myopic	kurzsichtig
myriad	Myriade
mysterious	geheimnisvoll
mystery	Geheimnis
mystic	Mystiker
mystical	mystisch
mysticism	Mystik
mystified	verwirrt
mystique	Mystik
myth	Mythos
mythic	mythisch
mythical	mythisch
mythological	mythologisch
mythology	Mythologie
nab	schnappen
nacho	Nacho
nada	NO TRANSLATION
nadir	Nadir
nag	NO TRANSLATION
nail	Nagel
nail gun	Nagelpistole
naive	naiv
naked	nackt
nakedness	Nacktheit
namaste	NO TRANSLATION
name	Name
named	genannt
nameless	namenlos
namesake	Namensvetter
naming	Benennung
nana	Nana
nanny	Kindermädchen
nanometer	Nanometer
nap	Nickerchen
napalm	Napalm
nape	Nacken
napkin	Serviette
napping	Nickerchen machen
nappy	Windel
narcissism	Narzissmus
narcissist	Narzisst
narcissistic	narzisstisch
narcotic	narkotisch
narrate	erzählen
narration	Erzählung
narrative	Erzählung
narrator	Erzähler
narrow	eng
narrowing	Verengung
nasal	Nasal-
nascent	im Entstehen begriffen
nasty	böse
natal	Natal
nation	Nation
national	National
nationality	Staatsangehörigkeit
nationwide	landesweit
native	einheimisch
nativity	Geburt
natural	natürlich
natural gas	Erdgas
naturalist	Naturforscher
naturalization	Einbürgerung
naturalized	eingebürgert
naturally	natürlich
nature	Natur
naught	Nichts
naughty	frech
nausea	Übelkeit
nauseate	ekeln
nauseating	widerlich
nauseous	übel
nautical	nautisch
nautilus	Nautilus
naval	Marine-
nave	Kirchenschiff
navel	Nabel
navigable	schiffbar
navigate	navigieren
navigation	Navigation
navigational	navigierend
navigator	Navigator
navy	Marine
nay	NO TRANSLATION
nearsighted	kurzsichtig
neat	ordentlich
neatly	ordentlich
nebula	Nebel
nebulae	Nebel
nebulous	nebulös
necessarily	Notwendig
necessary	notwendig
necessitate	erfordern
necessities	Notwendigkeiten
necessity	Notwendigkeit
neck	Hals
necklace	Halskette
necktie	Krawatte
necromancer	Nekromant
necrosis	Nekrose
nectar	Nektar
need	brauchen
needalife	NO TRANSLATION
needed	erforderlich
needful	notwendig
needit	NO TRANSLATION
needle	Nadel
needlepoint	Nadelspitze
needles	Nadeln
needless	unnötig
needtoknow	mussbekannt sein
needtorelax	NO TRANSLATION
needy	Bedürftige
nefarious	schändlich
negation	Negation
negative	Negativ
negativity	Negativität
neglect	vernachlässigen
neglected	vernachlässigt
neglecting	vernachlässigen
negligee	Neglige
negligence	Fahrlässigkeit
negligent	fahrlässig
negligently	NO TRANSLATION
negligible	unerheblich
negotiable	verhandelbar
negotiate	verhandeln
negotiation	Verhandlung
negotiator	Unterhändler
negro	Neger
neigh	wiehern
neighbor	Nachbar
neighborhood	Gegend
neighboring	benachbart
nemesis	Nemesis
neon	Neon-
neonatal	Neugeborenes
neophyte	Neophyt
neoprene	Neopren
nephew	Neffe
