Word	ha
lonesome	m
long	dogon lokaci
longboat	longboat
longevity	longevity
longing	bege
longitude	longitude
longitudinal	tsawon lokaci
longitudinally	tsawon lokaci
longtime	kwana biyu
loo	Ai
look	duba
looker	duba
lookout	yi hankali
loom	haɓaka
looming	shafewa
loon	loon
loony	loony
loop	madauki
loophole	loophole
loopy	madaidaici
loose	sako-sako
loosen	cirewa
loosening	fashewa
loot	loot
lop	lop
lopsided	lopsided
lord	ubangiji
lords	iyayengiji
lordship	shugabanci
lore	lore
lorry	daura
lose	rasa
loser	rasa
losing	rasa
loss	asarar
lost	rasa
lot	yawa
lotion	ruwan shafawa
lots	kuri'a
lottery	caca
lotto	lotto
lotus	lotus
loud	ƙarfi
loudly	da ƙarfi
loudmouth	loudmouth
loudness	ƙarfi
loudspeaker	lasifika
lounge	falo
lounging	lounging
louse	lalata
lousy	lousy
lovable	ƙauna
love	soyayya
loved	ƙauna
lovee	soyayya
loveee	loveee
loveless	ƙauna
lovelife	NO TRANSLATION
loveliness	ƙauna
lovelovelove	NO TRANSLATION
lovely	kyakkyawa
lovemaking	lovemaking
lovemylife	NO TRANSLATION
lover	ƙauna
lovesick	loveick
lovethis	lovethis
loving	ƙauna
lovinglife	lovinglife
lovinlife	lovinlife
low	low
lowdown	lowdown
lower	ƙananan
lowering	ragewa
lowest	mafi ƙasƙanci
lowlands	lowlands
lowlife	lowlife
lowly	lowly
lox	lox
loyal	aminci
loyalty	aminci
lsd	lsd
luau	luau
lube	lube
lubricant	man shafawa
lubricate	sa mai
lubrication	lubrication
lucid	lucid
luck	arziki
luckiest	luckiest
lucky	sa'a
luckygirl	luckygirl
lucrative	m
ludicrous	ludicrous
lug	lug
luggage	kaya
lukewarm	lukewarm
lull	lull
lullaby	lullaby
lumbar	lumbar
lumber	katako
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	haske
lump	dunƙule
lumpy	lumpy
lunacy	lunacy
lunar	lunar
lunatic	damuwa
lunch	abincin rana
lunchbox	lunchbox
luncheon	lunchon
lunchtime	abincin rana
lung	huhu
lunge	lunge
lungs	huhu
lurch	lurch
lure	lure
lurid	lurid
lurk	lurk
lurking	lurking
luscious	luscious
lush	lush
lust	sha'awa
luster	luster
lustful	sha'awa
lustrous	lustrous
lusty	m
lute	lute
luxuriant	maraba
luxurious	marmari
luxury	alatu
lycra	lycra
lye	lye
lying	kwance
lymph	lymph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lyre
lyric	lyric
lyrical	lyrical
lyrics	lyrics
macadamia	Macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	Machete
machine	inji
machinery	kayan aiki
machinist	masanin
macho	macho
mackerel	mackerel
macro	Macro
mad	mahaukaci
madam	madam
madame	madam
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	madman
madness	hauka
maestro	maestro
mafia	mafia
magazine	mujallar
mage	Mage
magenta	magenta
maggot	maggot
magic	sihiri
magical	sihiri
magician	mai sihiri
magistrate	majalisa
magma	magma
magna	magna
magnate	magnate
magnesium	magnesium
magnet	magnet
magnetic	Magnetic
magnetism	magnetism
magnetite	magnetite
magnification	girma
magnificence	girma
magnificent	m
magnifier	magnifier
magnify	girma
magnifying	girma
magnitude	girma
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	bawa
maiden	budurwa
mail	mail
mailbox	akwatin gidan waya
mailing	aikawasiku
mailman	mailman
maim	NO TRANSLATION
main	main
mainframe	mainframe
mainland	kasa
mainstay	mainstay
mainstream	al'ada
maintain	kulawa
maintenance	goyon baya
majestic	majestic
majesty	girma
major	manyan
majority	mafi rinjaye
make	yi
makeover	sabuntawa
maker	maker
makeshift	makehift
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	kayan shafa
makingdisciples	NO TRANSLATION
malady	rashin lafiya
malaise	malaise
malaria	malaria
malarkey	malarkey
male	namiji
malevolent	yan kasuwa
malfeasance	malfeasance
malformation	malformation
malfunction	malfunction
malice	NO TRANSLATION
malicious	malicious
malign	malign
malignancy	malignancy
malignant	m
maligned	ƙulla
mall	mall
malleable	malleable
mallet	mallet
malnutrition	rashin abinci mai gina jiki
malpractice	malpractice
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mamma
mammoth	mammoth
mammy	mammy
man	mutum
manage	sarrafa
manageable	sarrafawa
management	management
manager	manajan
managerial	sarrafawa
mandamus	mandamus
mandarin	Mandarin
mandate	umarni
mandatory	wajibi ne
mandible	m
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	motsa jiki
maneuvering	gyare-gyare
mange	NO TRANSLATION
manger	cin abinci
mangle	mangle
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	Manhole
manhood	namiji
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	maniacal
manic	manic
manicure	manicure
manicurist	manicurist
manifest	bayyana
manifestation	bayyanar
manifested	bayyana
manifestly	bayyananne
manifesto	bayyana
manifold	yawa
manipulate	magudi
manipulation	magudi
manipulative	m
mankind	ɗan adam
manly	manly
manna	manna
manned	manned
mannequin	mannequin
manner	hanya
mannered	gurbi
manners	hali
manor	manor
manpower	manpower
mansion	gidaje
mansions	gidajen zama
manslaughter	kisan kai
mantel	mantel
mantis	mantis
mantle	mantle
mantra	mantra
manual	manual
manufacture	ginin
manufacturer	manufacturer
manufacturing	masana'antu
manure	taki
manuscript	rubuce-rubucen
map	taswira
maple	Maple
mar	Mar
marathon	Marathon
marble	marmara
marbled	marbled
marbles	marbles
march	Maris
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	gefe
marginal	m
mariachi	mariachi
marijuana	marijuana
marinara	marinara
marine	marine
mariner	mariner
marital	aure
maritime	maritime
mark	alama
marked	alama
marker	Alamar
market	kasuwa
marketable	marketable
marketing	kasuwanci
marketplace	kasuwa
marks	alamomi
marksman	marubuci
marksmanship	Alamar alama
marl	marl
marmalade	marmalade
maroon	maroon
marooned	marooned
marquee	marke
marquis	marquis
marred	ya ɓata
marriage	aure
married	aure
marrow	marrow
marry	aure
marsh	marsh
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	Martial
martingale	martingale
martini	martini
martyr	martyr
martyrdom	shahadar
marvel	mamaki
marvellous	ban mamaki
marvelous	ban mamaki
marvelously	banmamaki
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	namiji
masculinity	masculinity
mash	mash
mashed	mashed
mask	mask
masked	masked
masks	masks
masochism	masochism
masochist	masochist
mason	mason
masquerade	m
mass	taro
massacre	kisan gilla
massage	tausa
masses	talakawa
masseur	masseur
masseuse	masse
massive	m
mast	mast
master	master
masterful	masterful
mastermind	mastermind
masterpiece	babba
mastery	rinjaye
masturbate	masturbate
masturbation	masturbation
mat	mat
matador	matador
match	wasa
matchbook	littafin rubutu
matching	daidai
matchmaker	wasan kwaikwayo
mate	aboki
material	abu
materialism	jari-hujja
materialist	jari-hujja
materialistic	jari-hujja
materiality	kayan jari
materialize	materialize
materially	materially
materials	kayan aiki
materiel	materiel
maternal	iyaye
maternity	iyaye
math	math
mathematical	ilimin lissafi
mathematician	mathematician
mathematics	ilimin lissafi
matinee	matinee
mating	mating
matriculation	matriculation
matrimony	matrimony
matrix	matrix
matron	matron
matted	matted
matter	abu
matting	matting
mattress	katifa
maturation	maturation
mature	balagagge
maturity	balaga
maudlin	maudlin
mausoleum	mausoleum
mauve	haushi
maverick	maverick
maxim	max
maximize	kara
maximum	matsakaicin
may	iya
mayday	ranar Mayu
mayflower	mayflower
mayhem	mayhem
mayonnaise	mayonnaise
mayor	mayor
maze	Maze
mead	Mead
meadow	makiyaya
meager	maza
meal	abinci
mean	ma'ana
meander	meander
meandering	meandering
meanie	meanie
meaning	ma'ana
meaningful	ma'ana
meaningless	m
meanness	ma'ana
means	yana nufin
meantime	lokaci
measles	kyanda
measurable	m
measure	auna
measured	auna
measurement	auna
measuring	aunawa
measuring cup	auna kofin
measuring tape	auna tef
meat	nama
meatball	nama
meathead	nama
meatloaf	nama
mechanic	injiniya
mechanical	inji
mechanics	masanan
mechanism	inji
med	NO TRANSLATION
medal	lambar yabo
medallion	medallion
medallist	medalist
meddle	meddle
meddling	bazawa
media	kafofin watsa labarai
medial	medial
median	tsakiya
mediate	matsakaici
mediation	matsakaici
mediator	matsakanci
medic	magani
medical	likita
medicate	gwada
medication	magani
medicinal	magani
medicine	magani
medieval	tsohuwar
mediocre	mediocre
mediocrity	mediocrity
meditate	yi tunani
meditating	yin tunani
meditation	tunani
meditative	meditative
mediterranean	mediterranean
medium	matsakaici
medley	medley
meek	mai tawali'u
meet	hadu
meeting	taro
mega	mega
meh	meh
melancholic	melancholic
melancholy	melancholy
melee	melee
mellow	mellow
melodious	m
melodrama	karin alamar
melodramatic	mahimmanci
melody	karin waƙa
melon	guna
melt	narke
meltdown	meltdown
melting	narke
member	mamba
membership	membobinsu
membrane	membrane
memento	memento
memo	memo
memoir	memo
memorabilia	abubuwan tunawa
memorable	abin tunawa
memorandum	memorandum
memorial	tunawa
memorials	abubuwan tunawa
memories	tuna
memoriesiwontforget	NO TRANSLATION
memorize	haddace
memory	ƙwaƙwalwar
menace	barazana
menacing	menacing
menagerie	kasuwanci
mend	gyara
mending	mending
menial	m
meningitis	meningitis
meniscus	meniscus
menopause	menopause
menses	menses
menstrual	menstrual
mental	tunani
mentalhealth	NO TRANSLATION
mentality	tunani
menthol	menthol
mention	ambaci
mentor	jagoranci
menu	menu
meow	Meow
mercantile	samfurori
mercenary	mercenary
merchandise	kaya
merchant	m
merciful	rahama
merciless	maras alheri
mercurial	mercurial
mercury	Mercury
mercy	rahama
mere	kawai
merengue	merengue
merge	hade
merger	haɗuwa
meridian	meridian
meridional	meridional
meringue	meringue
merit	dace
meritorious	m
mermaid	yar'uwa
merriment	haɓaka
merry	farin ciki
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	raga
meshes	raga
mesmerized	jaddada
mess	rikici
message	sako
messedup	NO TRANSLATION
messenger	manzo
messiah	Almasihu
messy	m
metabolic	na rayuwa
metabolism	metabolism
metal	karfe
metallic	ƙarfe
metallurgy	masallu
metamorphosis	metamorphosis
metaphor	kwatanta
metaphorical	misali
metaphysical	Madafi
metaphysics	kwaskwarima
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteorological
meteorology	meteorology
meter	mita
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	hanya
methodical	Hanyar
methodology	hanyoyi
meticulous	m
metime	karami
metric	matakan
metrical	aikin wasan kwaikwayo
metrology	metrology
metropolis	metropolis
metropolitan	metropolitan
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	mica
mick	mick
micro	micro
microbe	microbe
microbiology	kwayoyin halitta
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	Makirufo
microscope	microscope
microscopic	microscopic
microscopically	microscopically
microscopy	microscopy
microwave	obin na lantarki
mid	tsakiyar
midair	midair
midday	rana
middle	tsakiya
middleman	tsakiya
middleweight	middleweight
midget	midget
midland	midland
midlife	midlife
midline	midline
midnight	tsakar dare
midshipman	midshipman
midst	tsakiyar
midsummer	midsummer
midterm	midterm
midtown	tsakiya
midway	midway
midwife	ungozoma
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffed
mighty	mai girma
mignon	mignon
migraine	migraine
migrate	ƙaura
migration	hijirarsa
migratory	migratory
mike	mike
mil	NO TRANSLATION
mild	m
mildew	mildew
mildness	m
mile	mile
mileage	makirci
milestone	milestone
militant	yan bindiga
militants	yan bindigar
military	soja
militia	yan bindiga
milk	madara
milkman	milkman
milkshake	milkshake
milky	milky
mill	inji
millennium	Millennium
milligram	milligram
millimeter	millimeter
million	miliyoyin
millionaire	miliya
millionth	miliyoyin
millstone	millstone
mime	mime
mimic	mimic
mimicking	mimicking
mimicry	mimicry
mince	mince
mincemeat	mincemeat
mind	hankali
minded	hankali
mindful	tunani
mindfulness	hankali
mindless	rashin tunani
mine	mine
minefield	minefield
miner	miner
mineral	ma'adinai
mineralogy	mineralogy
mingle	ƙulla
mingled	ƙulla
mini	mini
miniature	karamin
minibus	minibus
minim	NO TRANSLATION
minimal	kadan
minimize	rage ƙasa
minimized	rage girman
minimum	m
mining	karafa
minion	minion
minister	minista
ministerial	minista
ministry	hidima
minivan	minivan
mink	mink
minnow	minnow
minor	ƙananan
minority	'yan tsirarun
minstrel	karami
mint	Mint
minty	minty
minuscule	minuscule
minute	minti
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	mu'ujiza
miracles	mu'ujiza
miraculous	mu'ujiza
mirage	mirage
mire	NO TRANSLATION
mirror	madubi
mirth	dariya
misappropriation	misappropriation
misbehave	misbehave
misbehavior	lahani
miscalculation	kuskure
miscarriage	zubar da ciki
miscellaneous	daban
miscellany	miscellany
mischief	ɓarna
mischievous	mischievous
misconception	kuskure
misconduct	rashin kuskure
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	baƙin ciki
miserably	rashin adalci
misery	wahala
misfire	misfire
misfit	kuskure
misfortune	masifa
misguided	NO TRANSLATION
mishap	mishap
misinformed	misinformed
misinterpretation	fassarar
mislead	ɓatarwa
misleading	ɓatarwa
misled	ɓatar da su
mismanagement	mismanagement
mismatch	mismatch
mismatched	bazawa
misnomer	misnomer
misplace	mished
misplaced	kuskure
misread	misread
misrepresent	kuskure
misrepresentation	kuskure
misrepresented	misrepresented
miss	miss
missile	makami mai linzami
missiles	missiles
missing	bata
missingyou	NO TRANSLATION
mission	manufa
missionary	mishan
misspell	misspell
misstatement	rashin kuskure
missy	missy
mist	magoya
mistake	kuskure
mistaken	kuskure
mister	mister
mistletoe	farfadowa
mistreated	wanda aka zalunta
mistress	farka
mistrial	maƙalari
mistrust	rashin amana
misty	damuwa
misunderstand	rashin fahimta
misunderstanding	rashin fahimta
misunderstood	fahimta
misuse	rashin amfani
mite	mite
miter	miter
mitigate	ragewa
mitigating	mitigating
mitigation	raguwa
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mota
mix	Mix
mixed	gauraye
mixedemotions	hadin gwiwa
mixer	mahaɗin
mixture	cakuda
mnemonic	mnemonic
moan	murya
moat	Moat
mob	yan zanga-zanga
mobile	wayar hannu
mobility	motsi
mobilization	haɗin kai
mobilize	shirya
mobster	Mobster
mocha	Mocha
mock	dariya
mocked	ba'a
mockery	ba'a
mocking	dariya
mockingbird	mockingbird
mod	mod
modal	modal
modality	tsari
mode	yanayin
model	samfurin
modeler	Yan wasa
modeling	gyare-gyare
modem	modem
moderate	matsakaici
moderate anticipation	matsakaicin tsaida
moderate disgust	matsanancin ƙyama
moderate negative	matsanancin korau
moderate positive	Matsayi mai kyau
moderate surprise	matsakaicin mamaki
moderate trust	amincewa da yawa
moderately	matsakaici
moderating	gyare-gyare
moderation	gyarewa
moderator	Mai gudanarwa
modern	zamani
modernism	modernism
modest	m
modesty	tawali'u
modicum	modicum
modifiable	canzawa
modification	gyara
modified	an gyara
modify	gyara
modulate	yanayin
modulation	gyare-gyare
module	module
modulus	modulus
mogul	Mogul
moiety	raguwa
moist	m
moisture	danshi
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	mold
molded	gyararre
molding	gyare-gyare
moldy	m
mole	tawadar Allah
molecular	kwayoyin
molecule	kwayoyin
molest	molest
molestation	ci gaba
molester	kwayoyin
molten	gurbata
mom	uwa
moment	lokacin
momentary	kadan
momentous	muhimmiyar
momentum	damuwa
momma	momma
mommy	mammy
monad	monad
monarch	masarauta
monarchy	mulkin mallaka
monastery	kafi
monastic	monastic
monetary	kudi
money	kudi
mongoloid	Mongoloid
mongoose	Mongoose
mongrel	mongrel
monitor	saka idanu
monk	monk
monkey	biri
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	auren mata daya
monogram	monogram
monogrammed	Mintuna
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	mai bin doka
monopoly	komai
monotonous	monotonous
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	ruwan sama
monster	dodo
monstrosity	hauka
monstrous	m
montage	tsarin
monte	m
month	watan
monthly	kowane wata
monument	abin tunawa
monumental	abin mamaki
moo	Moo
mooch	Mooch
mood	yanayi
moods	yanayi
moody	m
moon	wata
moonbeam	moonbeam
moonlight	moonlight
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	Moor
moored	moored
mooring	juyayi
moorings	haɓaka
moorland	Moorland
moose	Moose
moot	Moot
mooted	ƙaddara
mop	mop
mope	mope
moped	moped
moral	halin kirki
morale	motsi
morality	halin kirki
morals	halin kirki
morass	Morass
moratorium	moratorium
moray	moray
morbid	rashin lafiya
morbidity	ciwo
morbidness	rashin lafiya
mores	miki
morgue	morgue
moribund	moribund
morn	safiya
morning	safiya
moron	Moron
moronic	moronic
morose	morose
morph	morph
morphine	morphine
morphism	cin hanci
morphology	nazarin halittu
morrow	gobe
morsel	kwari
mortal	mutum
mortality	mutuwa
mortar	turmi
mortgage	jinginar gida
mortgagee	jinginar gida
mortgagor	jinginar gida
mortician	mortician
mortification	cin hanci
mortified	kullun
mortuary	ɗakin ajiya
mosaic	mosaic
mosey	mosey
mosque	masallaci
mosquito	sauro
moss	gansakuka
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	asu
mother	uwar
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	iyaye
motherland	motherland
motherless	uwar
motherly	motherly
motif	motif
motion	motsi
motionless	m
motivate	motsa
motivating	motsawa
motivation	motsawa
motivational	motsa jiki
motive	dalilai
motley	motley
motor	mota
motorbike	motorbike
motorboat	motoci
motorcade	motoci
motorcar	Motorcar
motorcycle	babur
motorist	mota
motte	motsi
mottled	mottled
motto	motsa
mould	mold
mound	mound
mount	dutsen
mountain	dutse
mountaineer	mai tsalle
mountainous	dutse
mountains	duwatsu
mountaintop	dutse
mourn	kuka
mournful	baƙin ciki
mourning	baƙin ciki
mouse	linzamin kwamfuta
mousetrap	Mousetrap
mousse	mousse
moustache	gashin-baki
mousy	Mousy
mouth	bakin
mouthful	baki
mouthpiece	magana
mouthwash	mouthwash
movable	m
move	motsa
movement	motsi
mover	motsi
movie	fim
movies	fina-finai
moving	motsi
movingforward	NO TRANSLATION
movingon	motsi
mow	yanka
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucous
mucus	ƙulla
mud	laka
muddle	muddle
muddled	muddled
muddy	muddy
muff	muff
muffin	muffin
muffled	muffled
muffler	Muffler
mug	mug
mugger	mugger
mulberry	Mulberry
mulch	ciyawa
mule	mule
mull	mull
mullet	mullet
multilateral	Ƙasar
multimedia	multimedia
multinational	Ƙasashen
multiple	mahara
multiple sclerosis	Multi sclerosis
multiplex	Multiplex
multiplication	haɓaka
