Word	ka
inaccessible	მიუწვდომელია
inaccurate	არაზუსტი
inaction	უმოქმედობა
inactivate	ინაქტივაცია
inactivation	ინაქტივაცია
inactive	არააქტიური
inactivity	უმოქმედობა
inadequacy	არაადეკვატურობა
inadequate	არაადეკვატურია
inadequateness	არაადეკვატურობა
inadmissible	დაუშვებელია
inadvertent	inadvertent
inadvertently	უნებურად
inaffable	NO TRANSLATION
inalienable	განუყოფელია
inane	inane
inanimate	ინანიმაცია
inapplicable	შეუძლებელია
inappropriate	შეუსაბამოა
inattention	უპატივცემულობა
inaudible	გაურკვევლად
inaugural	პირველი
inaugurate	ინაუგურაცია
inauguration	ინაუგურაცია
inborn	inborn
inbound	შემომავალი
inbred	იკავებს
incalculable	არაზუსტი
incandescent	incandescent
incantation	incantation
incapable	ქმედუუნარო
incapacity	უნარშეზღუდულობა
incarceration	incarceration
incarnate	incarnate
incase	შემთხვევაში
incendiary	ცეცხლგამძლე
incense	საკმეველი
incensed	შეშფოთებულია
incentive	სტიმული
inception	დასაწყისიდან
incessant	გამუდმებული
incessantly	განუწყვეტლივ
incest	incest
incestuous	incestuous
inch	inch
incidence	შემთხვევა
incident	ინციდენტი
incidental	შემთხვევით
incidentally	სხვათა შორის
incineration	დაწვა
incinerator	ინტერიერი
incipient	თავდაპირველი
incision	ჭრილობა
incisive	incisive
incite	უბიძგებენ
incitement	წაქეზება
inclement	inclement
inclination	მიდრეკილება
incline	ინკლინიკა
inclined	დახრილი
include	მოიცავს
included	შედის
including	მათ შორის
inclusion	ჩართვა
inclusive	ჩათვლით
incognito	ინკოგნიტო
incoherent	არაგონივრული
income	შემოსავალი
incoming	შემომავალი
incomparable	შეუდარებელი
incompatible	შეუთავსებელია
incompetence	არაკომპეტენტურობა
incompetent	არაკომპეტენტური
incomplete	არასრული
incompletely	არასწორად
incompleteness	შეუსაბამობა
incomprehensible	გაუგებარია
inconceivable	წარმოუდგენელია
inconclusive	დაუსრულებელი
incongruous	incongruous
inconsequential	უცვლელი
inconsiderate	inconsiderate
inconsistency	შეუსაბამობა
inconsistent	არათანმიმდევრული
inconspicuous	inconspicuous
incontinence	შეუკავებლობა
inconvenience	დისკომფორტს
inconvenient	არასასიამოვნო
incorporate	მოიცავს
incorporation	ინკორპორაცია
incorrect	არასწორი
incorrigible	არასწორი
increase	მომატება
increased	გაიზარდა
incredible	წარმოუდგენელია
incredulous	წარმოუდგენელია
increment	ნამატი
incriminate	incriminate
incriminating	incriminating
incrimination	incrimination
incubation	ინკუბაცია
incubator	ინკუბატორი
incubus	ინკუბა
incumbent	მოქმედი
incur	წარმოეშვას
incurable	განუკურნებელია
incursion	შემოჭრა
indebted	დავალიანება
indecency	indecency
indecent	უხამსი
indecision	უცვლელი
indecisive	განურჩეველი
indefensible	დაუცველი
indefinite	განუსაზღვრელი
indelible	indelible
indemnification	გაანგარიშება
indemnify	გაანგარიშება
indemnity	კომპენსაცია
indent	indent
indentation	წანაცვლება
indenture	indenture
independence	დამოუკიდებლობა
independent	დამოუკიდებელი
indescribable	indescribable
indestructible	ურღვევი
indeterminate	განუსაზღვრელი
index	ინდექსი
indicate	მიუთითეთ
indicating	მითითება
indication	მითითება
indicative	მიუთითებს
indicator	მაჩვენებელი
indice	NO TRANSLATION
indict	ბრალდება
indictment	საბრალდებო დასკვნა
indie	ინდი
indifference	გულგრილობა
indifferent	გულგრილი
indigenous	მკვიდრი
indigent	indigent
indigestion	დიახ
indignant	აღშფოთებული
indignation	აღშფოთება
indignity	აღშფოთება
indigo	ინდიგო
indirect	არაპირდაპირი
indiscreet	განუწყვეტლივ
indiscretion	indiscretion
indispensable	შეუცვლელი
indisposed	indisposed
indistinct	გაურკვეველია
indistinguishable	განურჩეველი
individual	ინდივიდუალური
individuality	ინდივიდუალობა
indivisible	განუყოფელი
indoctrination	ინდოქტრინაცია
indolent	indolent
indomitable	indomitable
indoor	შიდა
induce	გამოიწვიოს
induced	გამოწვეული
inducement	inducement
induction	ინდუქცია
indulge	indulge
indulgence	გაღვივება
indulgent	indulgent
industrial	სამრეწველო
industrialist	მეწარმე
industrious	შრომისმოყვარე
industry	ინდუსტრია
ineffable	არაეფექტიანი
ineffective	არაეფექტური
ineffectual	არაეფექტური
inefficiency	არაეფექტურობა
inefficient	არაეფექტური
inelastic	inelastic
ineligible	დაუშვებელია
inept	inept
ineptitude	არათანმიმდევრულობა
inequality	უთანასწორობა
inequitable	არათანაბარი
inert	ინერტული
inertia	ინერცია
inevitable	გარდაუვალია
inexact	არასწორია
inexcusable	გამართლებული
inexhaustible	ამოუწურავია
inexpensive	იაფია
inexperience	გამოუცდელობა
inexperienced	გამოუცდელი
inexplicable	აუხსნელი
inexpressible	არათანმიმდევრული
infallibility	infallibility
infallible	არასწორია
infamous	სამარცხვინო
infamy	infamy
infancy	infancy
infant	ჩვილი
