Word	tl
movement	kilusan
mover	manlalakbay
movie	pelikula
movies	mga pelikula
moving	gumagalaw
movingforward	NO TRANSLATION
movingon	movingon
mow	mow
mower	tagagapas
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	putik
mucked	mucked
mucous	mucous
mucus	mucus
mud	putik
muddle	pagkalito
muddled	malapad
muddy	maputik
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	saro
mugger	mugger
mulberry	halaman ng mesa
mulch	mulch
mule	mola
mull	mull
mullet	mullet
multilateral	multilateral
multimedia	multimedia
multinational	maraming nasyonalidad
multiple	maramihang
multiple sclerosis	maramihang esklerosis
multiplex	multiplex
multiplication	pagpaparami
multiplicity	pagpaparami
multiplied	dumami
multiplier	multiplier
multiply	multiply
multitude	maraming tao
mum	mama
mumble	mumble
mumbo	mumbo
mummy	momya
mumps	mumps
munch	kumain
munchies	munchies
munchkin	munchkin
mundane	makamundo
municipal	munisipyo
municipality	munisipalidad
mural	mural
murder	pagpatay
murderer	mamamatay-tao
murderess	babaeng mamamatay-tao
murderous	nakamamatay
murky	madilim
murmur	bumulung-bulong
muscle	kalamnan
muscular	matipuno
muse	muse
muses	muses
museum	museo
mush	NO TRANSLATION
mushroom	kabute
mushy	mushy
music	musika
musical	musikal
musician	musikero
musing	nag-iisip
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	dapat
mustang	mustang
mustard	mustasa
muster	magtipon
musty	musty
mutable	maaaring baguhin
mutant	mutant
mutate	mutate
mutation	mutasyon
mute	mute
muted	mute
mutilate	mutilate
mutilated	lutasin
mutilation	pinsala
mutiny	pag-alis
mutt	mutt
mutter	NO TRANSLATION
mutton	karne ng tupa
mutual	kapwa
mutually	kapwa
muzzle	busalan
myfavorite	Paborito ko
myopia	mahinang paningin sa malayo
myopic	myopic
myriad	napakarami
mysterious	mahiwaga
mystery	misteryo
mystic	mistiko
mystical	mystical
mysticism	mistisismo
mystified	mystified
mystique	misteryoso
myth	kathang-isip
mythic	mythic
mythical	gawa-gawa
mythological	mitolohiko
mythology	mga alamat
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	kuko
nail gun	kuko baril
naive	walang muwang
naked	hubad
nakedness	kahubaran
namaste	NO TRANSLATION
name	pangalan
named	pinangalanan
nameless	walang pangalan
namesake	pangalanan
naming	pagbibigay ng pangalan
nana	nana
nanny	nars
nanometer	nanometer
nap	mahuli
napalm	napalm
nape	nape
napkin	serbesa
napping	napping
nappy	nappy
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	gamot na pampamanhid
narrate	magsaysay
narration	pagsasalaysay
narrative	salaysay
narrator	tagapagsalaysay
narrow	makitid
narrowing	paliitin
nasal	ilong
nascent	nagbubuhat
nasty	pangit
natal	natal
nation	bansa
national	pambansa
nationality	nasyonalidad
nationwide	sa buong bansa
native	katutubong
nativity	kapanganakan
natural	natural
natural gas	natural gas
naturalist	naturalist
naturalization	naturalization
naturalized	naturalized
naturally	natural
nature	kalikasan
naught	wala
naughty	pilyo
nausea	pagduduwal
nauseate	nauseate
nauseating	nauseating
nauseous	nasusuka
nautical	nauukol sa dagat
nautilus	nautilus
naval	nabal
nave	Nave
navel	pusod
navigable	magagamit sa paglalayag
navigate	mag-navigate
navigation	nabigasyon
navigational	navigate
navigator	navigator
navy	hukbong-dagat
nay	NO TRANSLATION
nearsighted	malapit nang makita
neat	malinis
neatly	nang maayos
nebula	nebula
nebulae	nebulae
nebulous	malabo
necessarily	kinakailangan
necessary	kinakailangan
necessitate	Kailangan
necessities	mga pangangailangan
necessity	pangangailangan
neck	leeg
necklace	kuwintas
necktie	kurbata
necromancer	necromancer
necrosis	nekrosis
nectar	nektar
need	kailangan
needalife	NO TRANSLATION
needed	kailangan
needful	kailangan
needit	NO TRANSLATION
needle	karayom
needlepoint	karayom
needles	karayom
needless	walang kailangan
needtoknow	kailangan malaman
needtorelax	NO TRANSLATION
needy	nangangailangan
nefarious	kasuklam-suklam
negation	negasyon
negative	negatibo
negativity	negatibo
neglect	kapabayaan
neglected	napapabayaan
neglecting	kapabayaan
negligee	negligee
negligence	kapabayaan
negligent	pabaya
negligently	NO TRANSLATION
negligible	bale-wala
negotiable	mapag-usapan
negotiate	makipag-ayos
negotiation	pag-uusap
negotiator	negotiator
negro	negro
neigh	kapitan
neighbor	kapit-bahay
neighborhood	kapitbahayan
neighboring	kalapit
nemesis	katarungan
neon	neon
neonatal	neonatal
neophyte	neophyte
neoprene	neoprene
nephew	pamangkin
nepotism	nepotismo
nerd	nerd
nerdy	nerdy
nerve	lakas ng loob
nerves	nerbiyos
nervous	kinakabahan
nervousness	nerbiyos
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	pugad
nestle	nestle
nestling	nestling
net	net
nether	nether
netting	lambat
nettle	kulitis
network	network
networking	networking
neural	neural
neuralgia	neuralgia
neurological	neurological
neurologist	neurologist
neurology	neurolohiya
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	neuter
neutral	neutral
neutrality	neutralidad
neutralize	neutralisahin
neutron	neutron
new	bago
new age	bagong edad
newbeginnings	NO TRANSLATION
newborn	bagong panganak
newcomer	bagong dating
newday	bagong araw
newfound	newfound
newjob	NO TRANSLATION
newlife	bagong buhay
newly	bagong
newlywed	bagong kasal
newme	bagong ako
newness	kabaguhan
news	balita
newscast	newscast
newscaster	newscaster
newsflash	newsflash
newsletter	newsletter
newsman	tagapagsalita
newspaper	pahayagan
newspaperman	newspaperman
newsreel	newsreel
newsroom	silid-balita
newsstand	newsstand
newstart	bagong simula
newt	newt
newyear	NO TRANSLATION
nexus	koneksyon
nib	nib
nibble	maliit na kagat
nice	maganda
niche	angkop na lugar
nichts	NO TRANSLATION
nick	nick
nickel	nickel
nickname	palayaw
nicotine	nikotina
niece	pamangking babae
nifty	nakakatawang
nigger	nigger
nigh	malapit na
night	gabi
nightcap	takipsilim
nightclub	nightclub
nightfall	gabi
nightgown	nightgown
nightie	nightie
nightingale	ruwisenyor
nightlife	panggabing buhay
nightly	gabi-gabi
nightmare	bangungot
nightmares	bangungot
nightstand	nightstand
nightstick	Mag-nightstick
nighttime	gabi
nihilism	nihilism
nil	Wala
nimble	maliksi
nimrod	nimrod
nincompoop	nincompoop
nine	siyam
nineteen	labinsiyam
ninety	siyamnapu
ninja	Ninja
ninny	ninny
nintendo	nintendo
ninth	ikasiyam
nip	nip
nipper	nipper
nipple	utong
nippy	nippy
nitrate	nitrate
nitro	nitro
nitrogen	nitrogen
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	walang pag-asa
no disgust	walang pagkasuklam
no emotion	walang emosyon
no sentiment	walang damdamin
no surprise	walang sorpresa
no trust	walang tiwala
nobility	kagitingan
noble	marangal
nobleman	mahal na tao
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	gabi-gabi
nod	tumango
nodding	nodding
node	node
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	ingay
noisy	maingay
nomad	nomad
nomadic	lagalag
nomenclature	nomenclature
nominal	nominal
nominate	nominate
nomination	nominasyon
nominee	nominee
nonce	nonce
nonchalant	nonchalant
noncompliance	hindi pagsunod
nondescript	hindi maipaliwanag
nonexistent	nonexistent
nonfat	nonfat
nonfiction	nonfiction
nonpayment	nonpayment
nonresident	nonresident
nonsense	bagay na walang kapararakan
nonsensical	walang saysay
nonviolent	walang dahas
noob	noob
noodle	pansit
nook	sulok
noon	tanghali
noose	noose
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	pamantayan
normal	normal
normalcy	normalcy
normality	normalidad
north	hilaga
northbound	pahilaga
northeast	hilagang-silangan
northern	hilaga
northwest	Hilagang kanluran
northwestern	northwestern
noschool	NO TRANSLATION
nose	ilong
nosebleed	nosebleed
nosey	nosy
nosnow	walang nyebe
nostalgia	nostalgia
nostalgic	nostalhik
nostress	NO TRANSLATION
nostril	butas ng ilong
nosun	NO TRANSLATION
nosy	nosy
not negative	hindi negatibo
not positive	hindi positibo
notable	kapansin-pansin
notables	kilalang tao
notably	kapansin-pansin
notamorningperson	NO TRANSLATION
notary	notaryo
notation	notasyon
notch	bingaw
notched	notched
note	tandaan
notebook	kuwaderno
noted	nabanggit
noteworthy	kapansin-pansin
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	walang kabuluhan
notice	mapansin
noticeable	halata
notification	abiso
notify	abisuhan
notion	paniwala
notional	notional
notoriety	katanyagan
notorious	kilalang-kilala
notready	Hindi pa handa
notwithstanding	sa kabila nito
nought	wala
noun	pangngalan
nourish	magpakain
nourishment	pagkain
nouveau	NO TRANSLATION
novel	nobelang
novelist	nobelang
novelty	bagong bagay o karanasan
novice	baguhan
nowadays	sa kasalukuyan
nowork	walang trabaho
noworries	noworries
noxious	nakakalason
nozzle	nozzle
nuance	nuance
nuances	nuances
nuclear	nuclear
nucleus	nucleus
nude	hubad
nudge	maghambog
nudie	nudie
nudist	nudist
nudity	kahubaran
nugget	nugget
nuisance	istorbo
nuke	nuke
nul	NO TRANSLATION
null	wala
nullify	nullify
numb	manhid
number	numero
numbering	pagnunumero
numbers	numero
numbness	pamamanhid
numbskull	numbskull
numeral	numeral
numerator	tagabilang
numerical	numerical
numerically	ayon sa bilang
numerous	marami
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	nuptials
nurse	nars
nursemaid	nursemaid
nursery	nursery
nursing	nursing
nurture	mag-alaga
nut	kulay ng nuwes
nutcase	baliw
nutcracker	pandurog ng nuwes
nuthouse	nuthouse
nutmeg	nutmeg
nutrition	nutrisyon
nutritional	nutrisyon
nutritious	nakapagpapalusog
nutritive	pampalusog
nuts	mani
nutshell	maikling salita
nutty	nutty
nylon	nylon
nylong	NO TRANSLATION
nylons	nylons
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	oak
oar	sagwan
oasis	oasis
oat	oat
oath	panunumpa
oatmeal	oatmeal
obedience	pagkamasunurin
obedient	masunurin
obediently	masunurin
obelisk	obelisk
obese	napakataba
obesity	labis na katabaan
obey	sundin
obi	obi
obit	obit
obituary	patalastas sa pagkamatay
object	bagay
objection	pagtutol
objectionable	hindi kanais-nais
objective	layunin
objectivity	pagkamakatwiran
obligation	obligasyon
obligatory	sapilitan
oblige	oblige
obliged	nagpapasalamat
obliging	mapagbigay
obligor	obligor
oblique	pahilig
obliterate	mapawi
obliterated	pinalayas
obliteration	pagwawasak
oblivion	limot
oblivious	hindi mapakali
oblong	pahaba
obnoxious	kasuklam-suklam
oboe	oboe
obscene	malaswa
obscenity	kalaswaan
obscure	nakatago
obscured	tinakpan
obscurity	kalabuan
observance	pagtalima
observant	mapagmasid
observation	pagmamasid
observatory	obserbatoryo
observe	obserbahan
observer	tagamasid
observing	pagmamasid
obsess	nakakatakot
obsessed	nahuhumaling
obsessing	obsessing
obsession	pagkahumaling
obsessive	sobra-sobra
obsolescence	pagkalayo
obsolete	hindi na ginagamit
obstacle	balakid
obstetrician	obstetrician
obstetrics	Obedience
obstinate	matigas ang ulo
obstruct	humadlang
obstruction	sagabal
obstructive	nakahahadlang
obtain	kumuha
obtainable	matatamo
obtuse	mahina ang isip
obverse	tagiliran
obvious	halata
ocarina	Ocarina
occasion	okasyon
occasional	paminsan-minsan
occasionally	paminsan-minsan
occipital	occipital
occlusion	occlusion
occult	okultismo
occupancy	occupancy
occupant	nakatira
occupation	trabaho
occupational	trabaho
occupied	inookupahan
occupier	occupier
occupy	sakupin
occupying	sumasakop
occur	mangyari
occurrence	pangyayari
ocd	ocd
ocean	karagatan
oceanic	karagatan
octagon	octagon
octave	oktaba
octopus	octopus
ocular	ocular
odd	kakaiba
oddball	oddball
oddity	kakatwa
odds	logro
ode	ode
odious	kasuklam-suklam
odometer	oudomiter
odor	amoy
odyssey	odyssey
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	offal
offence	pagkakasala
offend	saktan
offended	nasaktan
offender	nagkasala
offense	pagkakasala
offensive	nakakasakit
offer	alok
offered	inaalok
offering	handog
offhand	sige lang
office	opisina
officer	opisyal
offices	opisina
official	opisyal na
officiate	pinapangasiwaan
offing	naglalakad
offload	offload
offset	offset
offshoot	sanga
offshore	malayo sa pampang
offside	offside
offspring	supling
oft	madalas
oftentimes	kadalasan
ogre	daga
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Oh hindi
ohshit	NO TRANSLATION
oil	langis
oils	mga langis
oily	may langis
oink	oink
ointment	pamahid
okra	okra
old	matanda
olden	olden
older	mas matanda
oldie	oldie
oldies	oldies
olfactory	olpaktoryo
oligarchy	oligarkiya
olive	oliba
omega	wakas
omelet	omelet
omen	pangitain
omgomgomg	NO TRANSLATION
ominous	nagbabala
omission	pagkukulang
omit	ligtaan
omitted	tinanggal
omnibus	omnibus
omnipotence	makapangyarihan sa lahat
omnipotent	makapangyarihan
omnipresent	sa lahat ng dako
omniscient	alam ng lahat
onboard	onboard
oncologist	oncologist
oncology	oncology
oncoming	palapit
one	isa
oneday	NO TRANSLATION
onedge	onedge
onelove	onelove
oneness	pagkakaisa
onerous	mabigat
oneself	ang sarili
ongoing	patuloy na
onion	sibuyas
onset	simula
onslaught	mabangis na pagsalakay
onstage	sa entablado
ontology	ontolohiya
onus	onus
onward	pasulong
onyx	onyx
oodles	oodles
oomph	oomph
ooze	ooze
oozing	oozing
op	op
opacity	opacity
opal	opalo
opaque	hindi kanais-nais
ope	ope
open	bukas
opener	opener
opening	pagbubukas
openly	nang lantaran
openness	pagiging bukas
opera	opera
operate	gumana
operatic	operatic
operation	operasyon
operational	pagpapatakbo
operations	pagpapatakbo
operative	operative
operator	operator
ophthalmic	optalmiko
ophthalmologist	ophthalmologist
opiate	opiate
opinion	opinyon
opinionated	nagtatanggol
opium	opyo
opponent	kalaban
opportune	kanais-nais
opportunism	oportunismo
opportunity	pagkakataon
oppose	tutulan
opposed	taliwas
opposing	laban
opposite	kabaligtaran
opposites	kabaligtaran
opposition	pagsalungat
oppress	mapanghimagsik
oppressed	pinahihirapan
oppression	pang-aapi
oppressive	mapang-api
oppressor	mamimighati
ops	ops
opt	opt
optic	optik
optical	sa mata
optics	optika
optimism	optimismo
optimist	optimista
optimistic	maasahin sa mabuti
optimum	pinakamabuting kalagayan
option	pagpipilian
optional	opsyonal
optionally	opsyonal
options	mga pagpipilian
optometrist	optometrist
opulence	kayamanan
opulent	mayaman
opus	opus
oracle	orakulo
oral	sa bibig
orange	orange
orange juice	orange juice
orangutan	orangutan
oration	oration
orator	tagapagsalita
oratory	oratory
orb	orb
orbit	orbit
orbital	orbital
orbiting	orbiting
orbs	orbs
orc	orc
orchard	halamanan
orchestra	orkestra
orchid	orkidyas
ordained	ordenado
ordeal	mahigpit na pagsubok
order	order
orderly	nang maayos
ordinance	ordinansa
ordinary	ordinaryong
ordination	ordinasyon
ordnance	ordnance
ore	ng mineral
oregano	oregano
organ	organ
organic	organic
organism	organismo
organist	organista
organization	organisasyon
organize	ayusin
organized	organisado
organizer	organizer
orgasm	orgasm
orgies	orgies
orgy	kawalang-habas
orient	orient
oriental	oriental
orientation	orientation
orifice	orifice
origami	origami
origin	pinagmulan
original	orihinal
originality	pagka-orihinal
originate	nagmula
origination	pinagmulan
originator	pinanggalingan
ornament	dekorasyon
ornamental	pampalamuti
ornamentation	pandekorasyon
ornamented	pinalamutian
ornate	gayak
ornery	mayaman
orphan	ulila
orphanage	pagkaulila
orphaned	naulila
orthodontist	orthodontist
orthodox	orthodox
orthodoxy	orthodoxy
orthogonal	orthogonal
orthopedic	ortopedik
oscillate	magalit
oscillating	oscillating
oscillation	oscillation
oscillatory	oscillatory
ostensible	magulo
ostensibly	sa wakas
ostentatious	mapagpasikat
ostracized	ostracized
ostrich	ostrich
other	iba pa
otter	otter
otto	otto
ottoman	ottoman
ought	nararapat
ounce	onsa
oust	patalsikin
outage	outage
outback	outback
outbid	masaway
outboard	outboard
outbreak	pagsiklab
outburst	pagsabog
outcast	pinalayas
outcome	kinalabasan
outcry	sumigaw
outdated	lipas na sa panahon
outdo	lumalabas
outdoor	panlabas
outdoors	nasa labas
outer	panlabas
outfit	sangkapan
outgoing	papalabas
outgrow	lumaki
outgrowth	lumalagong
outhouse	outhouse
outing	pagliliwaliw
outlandish	katawa-tawa
outlast	nagwawasak
outlaw	ipagbawal
outlet	outlet
outline	balangkas
outlines	binabalangkas
outlive	madaig
outlook	pananaw
outlying	malayo
outnumber	napakarami
outpatient	outpatient
outpost	guwardya
outpouring	Pagbubuhos
output	output
outrage	kabangisan
outraged	nagalit
outrageous	mapangahas
outrank	pag-outrank
outreach	outreach
outright	tahasan
outrun	sumobra
outset	pasimula
outsider	tagalabas
outskirts	outskirts
outsmart	outsmart
outspoken	walang tiwala
outstanding	natitirang
outstretched	lumalawak
outward	palabas
outwards	palabas
outweigh	lumalampas
outwit	lumamon
oval	hugis-itlog
ovary	obaryo
ovate	ovate
ovation	papuri
oven	oven
overactive	sobrang aktibo
overall	pangkalahatang
overalls	oberols
overbearing	napakalaki
overburden	overburden
overcast	madilim
overcharged	overcharged
overcoat	amerikana
overcome	magtagumpay
overcoming	overcoming
overcrowded	masikip
overdo	labis na labis
overdose	labis na dosis
overdrive	labis-labis na magtrabaho
overdue	overdue
overestimate	sobrang sobra
overestimated	overestimated
overflow	pag-apaw
overflowing	umaapaw
overgrown	overgrown
overgrowth	labis
overhanging	overhanging
overhaul	maingat na pagsusuri
overhead	overhead
overhear	kumanta
overheated	overheated
overjoyed	napakasaya
overkill	overkill
overlaid	naka-overlay
overlap	nagsasapawan
overlapping	magkakapatong
overlay	overlay
overload	labis na karga
overlook	hindi pansinin
overlord	panginoon
overlying	overlying
overpaid	sobrang bayad
overpass	overpass
overplayed	overplayed
overpower	magapi
overpowering	nagpapasuko
overpriced	sobrang presyo
overprotective	overprotective
overrated	overrated
overreact	overreact
override	i-override
overriding	napakahalaga
overrule	overrule
overrun	sumobra
oversee	pangasiwaan
overseer	tagapangasiwa
overshadow	Lalo na
oversight	pangangasiwa
oversized	malaki
overslept	overslept
overstate	magpalabas ng labis
overstock	sobrang sobra
overt	hayag
overtake	maabutan
overtaken	Naabutan
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	masyadong nag-iisip
overthrow	ibagsak
overtime	overtime
overtired	overtired
overture	overture
overturn	ibagsak
overview	Pangkalahatang-ideya
overweight	sobra sa timbang
overwhelm	mapuspos
overwhelmed	nalulumbay
overwhelming	napakalaki
overworked	overworked
overwrought	overwrought
overzealous	napakahirap
owe	may utang na loob
owing	utang
owl	bahaw
owner	may-ari
ownership	pagmamay-ari
ox	baka
oxidation	oksihenasyon
oxide	oksido
