Word	km
intense	ខ្លាំង
intensely	ខ្លាំង
intensify	ពង្រីក
intensity	អាំងតង់ស៊ីតេ
intensive	ខ្លាំង
intent	ចេតនា
intention	ចេតនា
intentional	ចេតនា
intentionally	ដោយចេតនា
inter	អន្តរ
interact	អន្តរកម្ម
interaction	អន្តរកម្ម
interactive	អន្តរកម្ម
intercede	intercede
intercept	ស្ទាក់ចាប់
interception	ស្កាត់
intercession	ការអង្វរ
interchange	ប្តូរ
interchangeable	អាចផ្លាស់ប្តូរបាន
interchanged	បានផ្លាស់ប្តូរ
intercom	intercom
intercourse	ការ​រួមភេទ
interdependence	ឯករាជ្យភាព
interdependent	ឯករាជ្យ
interdiction	ការហាមឃាត់
interest	ការប្រាក់
interested	ចាប់អារម្មណ៍
interesting	គួរឱ្យចាប់អារម្មណ៍
interface	ចំណុចប្រទាក់
interfere	ជ្រៀតជ្រែក
interference	ការជ្រៀតជ្រែក
interferometer	interferometer
intergalactic	intergalactic
interim	បណ្តោះអាសន្ន
interior	ខាងក្នុង
interject	interject
interlocutory	interlocutory
interlude	interlude
intermediary	អន្តរការី
intermediate	មធ្យម
interment	interment
interminable	interminable
intermission	intermission
intermittent	មិនទៀងទាត់
intern	អ្នកហាត់ការ
internal	ខាងក្នុង
internally	ខាងក្នុង
international	អន្តរជាតិ
internet	អ៊ីនធឺណិត
internship	កម្មសិក្សា
interoffice	អន្តរការិយាល័យ
interpolate	អន្តរកម្ម
interpolation	interpolation
interpret	បកប្រែ
interpretation	ការបកប្រែ
interpreter	អ្នកបកប្រែ
interpretive	បកប្រែ
interrelated	ជាប់គ្នា
interrogate	សួរចម្លើយ
interrogation	ការសាកសួរ
interrupt	ផ្អាក
interrupted	រំខាន
interrupting	រំខាន
interruption	ការរំខាន
interrupts	ផ្អាក
intersect	ប្រសព្វ
intersection	ផ្លូវប្រសព្វ
interstate	អន្តររដ្ឋ
interstellar	interstellar
interstitial	interstitial
interval	ចន្លោះពេល
intervene	អន្តរាគមន៍
intervening	អន្តរាគមន៍
intervention	អន្តរាគមន៍
interview	សំភាសន៍
interviewer	អ្នកសំភាសន៏
interworking	ធ្វើអន្តរកម្ម
intestate	intestate
intestinal	ពោះវៀន
intestine	ពោះវៀន
intestines	ពោះវៀន
intimacy	ភាពស្និទ្ធស្នាល
intimate	ជិតស្និទ្ធ
intimately	យ៉ាងជិតស្និទ្ធ
intimation	ការជូនដំណឹង
intimidate	បំភិតបំភ័យ
intimidated	ការគំរាមកំហែង
intimidating	ការបំភិតបំភ័យ
intimidation	ការបំភិតបំភ័យ
intolerable	មិនអាចអត់ទ្រាំបាន
intolerance	មិនអត់ឱន
intolerant	មិនអត់ឱន
intonation	ញ័រ
intoxicated	ស្រវឹង
intoxicating	ស្រវឹង
intoxication	intoxication
intracranial	intracranial
intractable	ពិបាក
intramural	intramural
intravenous	ចាក់តាមសរសៃឈាម
intrepid	មានភាពតានតឹង
intricate	ស្មុគស្មាញ
intrigue	intrigue
intriguing	គួរឱ្យចាប់អារម្មណ៍
intrinsic	ខាងក្នុង
intrinsically	ខាងក្នុង
intro	ការណែនាំ
introduce	ណែនាំ
introduction	សេចក្តីណែនាំ
introductory	ការណែនាំ
introspection	អត្តពិគ្រោះ
introspective	បទបង្ហាញ
intrude	ឈ្លានពាន
intruder	អ្នកឈ្លានពាន
intrusion	ការឈ្លានពាន
intrusive	ទុកចិត្ត
intubation	intubation
intuition	វិចារណញាណ
intuitive	វិចារណញាណ
intuitively	វិចារណញាណ
inundation	ការជន់លិច
invade	ឈ្លានពាន
invader	ឈ្លានពាន
invalid	មិនត្រឹមត្រូវ
invalidate	មិនត្រឹមត្រូវ
invalidation	សុពលភាព
invalidity	មិនត្រឹមត្រូវ
invaluable	មានតម្លៃណាស់
invariably	ជានិច្ច
invasion	ការលុកលុយ
invasive	រាតត្បាត
invent	invent
invention	ការបង្កើត
inventive	ប្រឌិត
inventor	អ្នកបង្កើត
inventory	សារពើភ័ណ្ឌ
inverse	ច្រាស
inversely	ផ្ទុយ
inversion	បញ្ច្រាស
invert	បញ្ច្រាស
inverted	ដាក់បញ្ច្រាស
invest	វិនិយោគ
investigate	ស៊ើបអង្កេត
investigation	ការស៊ើបអង្កេត
investigative	ស៊ើបអង្កេត
investigator	ស៊ើបអង្កេត
investment	ការវិនិយោគ
investor	វិនិយោគិន
invidious	រារាំង
invigorate	រឹងម៉ាំ
invincible	invincible
invisibility	មើលមិនឃើញ
invisible	មើលមិនឃើញ
invitation	ការអញ្ជើញ
invite	អញ្ជើញ
inviting	អញ្ជើញ
invocation	ការហៅ
invoice	វិក័យប័ត្រ
invoke	ហៅ
involuntary	ដោយមិនស្ម័គ្រចិត្ត
involution	ការផ្លាស់ប្តូរ
involve	ចូលរួម
involvement	ការចូលរួម
invulnerable	invulnerable
inwards	ចូល
iodine	អ៊ីយ៉ូត
ion	អ៊ីយ៉ុង
iota	អាយអូតា
irate	ខឹង
ire	NO TRANSLATION
iridescent	ស្រអាប់
iris	អ៊ឹរីស
irked	irked
irks	irks
iron	ជាតិដែក
ironclad	ironclad
ironic	អំបិល
irons	ដែក
irony	irony
irradiation	ការសាយភាយ
irrational	មិនសមហេតុផល
irrationality	មិនសមហេតុផល
irreconcilable	មិនអាចផ្សះផ្សាបាន
irreducible	មិនអាចទទួលយកបាន
irrefutable	មិនអាចប្រកែកបាន
irregular	មិនទៀងទាត់
irregularity	ភាពមិនប្រក្រតី
irregularly	មិនទៀងទាត់
irrelevant	មិនពាក់ព័ន្ធ
irreparable	មិនអាចជួសជុលបាន
irreplaceable	មិនអាចជំនួសបាន
irrepressible	មិនអាចទៅរួចឡើយ
irresistible	មិនអាចទ្រាំទ្របាន
irrespective	ដោយមិនគិត
irresponsible	គ្មានការទទួលខុសត្រូវ
irreverent	មិនទៀងទាត់
irreversible	មិនអាចកែប្រែបាន
irrevocable	មិនអាចបដិសេធបាន
irrigate	ស្រោចស្រព
irrigation	ប្រព័ន្ធធារាសាស្រ្ត
irritability	ឆាប់ខឹង
irritable	ឆាប់ខឹង
irritate	ឆាប់ខឹង
irritated	ខឹង
irritates	ឆាប់ខឹង
irritating	ឆាប់ខឹង
irritation	ឆាប់ខឹង
island	កោះ
isle	កោះ
islet	កោះ
isolate	ដាច់ឆ្ងាយ
isolated	ដាច់ឆ្ងាយ
isolation	ភាព​ឯកោ
isomorphism	isomorphism
isothermal	isothermal
isotope	អ៊ីសូតូប
issue	កិច្ចការ
itch	រមាស់
itching	រមាស់
itchy	រមាស់
item	ធាតុ
itemize	itemize
items	ធាតុ
iterate	iterate
iteration	ការធ្វើឡើងវិញ
iterative	ម្តង
itinerant	ចល័ត
itinerary	ផ្លូវ
ivory	ភ្លុក
jab	jab
jabber	jabber
jack	Jack
jackal	jackal
jackass	jackass
jacket	អាវ
jackhammer	jackhammer
jackpot	Jackpot
jackrabbit	jackrabbit
jacks	Jack
jade	ជីដេស
jaded	jaded
jag	NO TRANSLATION
jagged	ខ្ជះខ្ជាយ
jaguar	jaguar
jail	ពន្ធនាគារ
jailbird	jailbird
jailbreak	jailbreak
jailer	គុក
jailhouse	ពន្ធនាគារ
jalopy	jalopy
jam	យៈសាពូនមី
jamboree	jamboree
jammed	ជាប់គាំង
jammer	រំខាន
janitor	អ្នកបោសសំអាត
janitorial	សេតវិមាន
japan	ជប៉ុន
jar	ពាង
jargon	ភាសា
jarhead	jarhead
jarring	jarring
jasmine	ផ្កាម្លិះ
jasper	jasper
jaundice	ជម្ងឺខាន់លឿង
jaunt	ល្ខោន
java	java
javelin	លំពែង
jaw	ថ្គាម
jawbone	ឆ្អឹងថ្គាម
jaws	ថ្គាម
jay	jay
jazz	ចង្វាក់ jazz
jazzy	jazzy
jealous	ច្រណែន
jealousy	ការច្រណែន
jean	ចៀន
jeans	ខោ​ខូ​វ​ប៊​យ
jeep	jeep
jeering	jeering
jelly	ជែលី
jellybean	jellybean
jellyfish	jellyfish
jenny	jenny
jeopardize	ធ្វើឱ្យអន្តរាយ
jeopardy	គ្រោះថ្នាក់
jerk	jerk
jerks	jerks
jerky	jerky
jersey	អាវ
jest	NO TRANSLATION
jester	jester
jesus	jesus
jet	យន្តហោះ
jetty	ជឺនីត
jewel	រតនភណ្ឌ
jeweler	គ្រឿងអលង្ការ
jewelry	គ្រឿងអលង្ការ
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	jigsaw
jihad	ជីហាដ
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	ញាប់ញ័រ
jive	jive
job	ការងារ
jobinterview	NO TRANSLATION
jock	jock
jockey	ជិះកង់
jockstrap	jockstrap
jog	រត់
jogger	jogger
john	ចន
join	ចូលរួម
joined	បានចូលរួម
joining	ចូលរួម
joint	រួម
jointly	រួមគ្នា
joke	លេងសើច
joker	ចុក
joking	និយាយលេង
jolly	រីករាយ
jolt	ថើប
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	ទិនានុប្បវត្តិ
journalism	សារព័ត៌មាន
journalist	អ្នកសារព័ត៌មាន
journalistic	អ្នកសារព័ត៌មាន
journey	ការ​ធ្វើ​ដំណើរ
journeyman	អ្នកធ្វើដំណើរ
joust	joust
jovial	រីករាយ
joy	សេចក្តីអំណរ
joyful	រីករាយ
joyous	រីករាយ
joyride	joyride
joys	សេចក្តីអំណរ
jubilant	រីករាយ
jubilee	jubilee
judge	ចៅក្រម
judged	បានវិនិច្ឆ័យ
judging	វិនិច្ឆ័យ
judgment	ការវិនិច្ឆ័យ
judgmental	វិនិច្ឆ័យ
judicial	តុលាការ
judiciary	ប្រព័ន្ធតុលាការ
judicious	ត្រឹមត្រូវ
judo	យូដូ
jug	jug
juggle	juggle
juggler	juggler
juggling	juggling
jugular	jugular
juice	ទឹក
juicer	juicer
juicy	juicy
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	ជំពប់ដួល
jumbled	jumbled
jumbo	jumbo
jump	លោត
jump rope	លោតភ្លៅ
jumper	jumper
jumpsuit	jumpsuit
jumpy	jumpy
junction	ប្រសព្វ
juncture	juncture
jungle	ព្រៃ
junior	សិស្ស​ប្អូន
juniper	juniper
junk	សារធាតុចិញ្ចឹម
junket	junket
junkie	junkie
junky	junky
junkyard	junkyard
junta	របបយោធា
juridical	ច្បាប់
jurisdiction	យុត្តាធិការ
jurisprudence	នីតិប្បញ្ញត្តិ
jurist	អ្នកច្បាប់
juror	ចៅក្រម
jury	jury
justice	យុត្តិធម៌
justifiable	ត្រឹមត្រូវ
justification	យុត្តិកម្ម
justify	បង្ហាញអំពីភាពត្រឹមត្រូវ
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	លំពែង
juvenile	អនីតិជន
juxtaposition	juxtaposition
kaiser	kaiser
kale	ខាត់ណា
kaleidoscope	kaleidoscope
kamikaze	kamikaze
kangaroo	កង់ហ្គោរ
kanji	កាន
kappa	kappa
kaput	NO TRANSLATION
karaoke	ខារ៉ាអូខេ
karate	ការ៉ាតេ
karma	កម្ម
karmic	karmic
kayak	កាយ៉ាក់
kazoo	kazoo
kebab	kebab
keel	keel
keen	ចង់
keep	រក្សាទុក
keeper	អ្នកចាំទី
keeping	រក្សា
keepsake	ការចងចាំ
keg	keg
kelp	kelp
ken	។ ken
kennel	kennel
kerchief	ក
kern	kern
kernel	ខឺណែល
kerosene	ប្រេងកាត
ketchup	ketchup
kettle	កំប៉ិត
key	គន្លឹះ
