Word	bg
mocked	подиграваха
mockery	подигравка
mocking	подигравателен
mockingbird	присмехулник
mod	моден
modal	модален
modality	модалност
mode	вид
model	модел
modeler	моделиер
modeling	моделиране
modem	модем
moderate	умерен
moderate anticipation	умерено очакване
moderate disgust	умерена отвращение
moderate negative	умерено негативно
moderate positive	умерено положително
moderate surprise	умерена изненада
moderate trust	умерено доверие
moderately	умерено
moderating	модериране
moderation	умереност
moderator	забавител
modern	модерен
modernism	модернизъм
modest	скромен
modesty	скромност
modicum	капка
modifiable	приспособим
modification	модификация
modified	модифициран
modify	модифициране
modulate	пригодявам
modulation	модулация
module	модул
modulus	модул
mogul	магнат
moiety	половина
moist	влажен
moisture	влага
moisturizer	овлажнител
molar	моларен
molasses	меласа
mold	мухъл
molded	ляти
molding	формоване
moldy	плесенясал
mole	къртица
molecular	молекулен
molecule	молекула
molest	безпокоя
molestation	безпокоене
molester	насилник
molten	разтопен
mom	мама
moment	момент
momentary	моментен
momentous	важен
momentum	импулс
momma	мама
mommy	мама
monad	монада
monarch	монарх
monarchy	монархия
monastery	манастир
monastic	манастирски
monetary	паричен
money	пари
mongoloid	монголоидни
mongoose	мангуста
mongrel	мелез
monitor	монитор
monk	монах
monkey	маймуна
mono	NO TRANSLATION
monochrome	монохромен
monogamous	моногамен
monogamy	моногамия
monogram	монограм
monogrammed	монограм
monograph	монография
monolayer	монослой
monolith	монолит
monologue	монолог
monopolist	монополист
monopoly	монопол
monotonous	монотонен
monotony	монотонност
monoxide	монооксид
monsieur	господин
monsoon	мусон
monster	чудовище
monstrosity	чудовище
monstrous	чудовищен
montage	монтаж
monte	вид испанска хазартна игра
month	месец
monthly	месечно
monument	паметник
monumental	монументален
moo	мучене
mooch	крада
mood	настроение
moods	настроения
moody	в лошо настроение
moon	луна
moonbeam	лунен лъч
moonlight	лунна светлина
moonlit	осветен от Луната
moonshine	лунна светлина
moonstruck	побъркан
moonwalk	лунна походка
moor	тресавище
moored	закотвена
mooring	акостиране
moorings	акостиране
moorland	бърда
moose	американски лос
moot	спорен
mooted	Обмисля
mop	бърша
mope	потискам
moped	мотопед
moral	морален
morale	дух
morality	морал
morals	морал
morass	тресавище
moratorium	мораториум
moray	мурената
morbid	болезнен
morbidity	заболеваемост
morbidness	morbidness
mores	нрави
morgue	морга
moribund	умиращ
morn	утро
morning	сутрин
moron	слабоумен
moronic	глупаво
morose	необщителен
morph	преобрази
morphine	морфин
morphism	morphism
morphology	морфология
morrow	утрешен ден
morsel	залък
mortal	смъртен
mortality	смъртност
mortar	хоросан
mortgage	ипотека
mortgagee	ипотекарен кредитор
mortgagor	ипотекарен длъжник
mortician	собственик на погребално бюро
mortification	усмиряване
mortified	огорчена
mortuary	морга
mosaic	мозайка
mosey	изпарявам се
mosque	джамия
mosquito	комар
moss	мъх
mossy	мъхест
mote	NO TRANSLATION
motel	мотел
moth	молец
mother	майка
motherfucker	копеле
motherfucking	шибаната
motherhood	майчинство
motherland	родина
motherless	без майка
motherly	майчински
motif	мотив
motion	движение
motionless	неподвижен
motivate	мотивирам
motivating	мотивиращ
motivation	мотивиране
motivational	мотивиращ
motive	мотив
motley	пъстър
motor	мотор
motorbike	мотор
motorboat	моторна лодка
motorcade	автоколона
motorcar	автомобил
motorcycle	мотоциклет
motorist	автомобилист
motte	Мот
mottled	на петна
motto	мото
mould	мухъл
mound	могила
mount	планина
mountain	планина
mountaineer	планинар
mountainous	планински
mountains	планини
mountaintop	връх на планина
mourn	тъгувам
mournful	печален
mourning	траур
mouse	мишка
mousetrap	капан
mousse	мус
moustache	мустак
mousy	миши
mouth	уста
mouthful	хапка
mouthpiece	мундщук
mouthwash	вода за уста
movable	подвижен
move	ход
movement	движение
