Word	co
pastrami	pastrami
pastry	pasticceria
pasture	pasture
pasty	pastoso
pat	pat
patch	patch
patchwork	patchwork
pate	pate
patella	patella
patent	patenti
patented	patentatu
paternal	paternu
paternity	paternità
path	strada
pathetic	patettu
pathological	patologicu
pathologist	patogenu
pathology	patologicu
pathos	NO TRANSLATION
pathway	strada
patience	pacienza
patient	pacienza
patio	patio
patriarch	patriarca
patriarchal	patriarcali
patrimony	patrimoniu
patriot	patriottu
patriotic	patrioti
patriotism	patriottisimu
patrol	patrulla
patrolman	patrullaru
patron	patronu
patronage	patronatimu
patronising	patronizing
patronize	patronize
patronizing	patronizing
patter	patter
pattern	mudellu
paucity	paura
pauper	pauper
pause	pause
pave	pavate
pavement	pavement
pavilion	pavellioni
paving	pavimentazioni
paw	la zampa
pawn	peone
pawnshop	pawnshop
pax	pax
pay	pagari
payable	pagà
payback	pagamentu
paycheck	paycheck
payday	payday
payer	pagare
payload	carica
payment	pagamentu
payoff	pagà
payout	pagamentu
payphone	pagamentu
payroll	nuvità
pea	pea
peace	a pace
peaceable	pacìficu
peaceful	pacìfichi
peacefully	in pazu
peacekeeper	pacificu
peaceofmind	NO TRANSLATION
peacetime	in tempu di piacè
peach	peach
peachy	peachy
peacock	pavone
peak	piccu
peaked	culminati
peanut	cacahuè
peanuts	caddini
pear	pera
pearl	perle
pearly	pera
peas	piddus
peasant	cuntadini
peat	turf
pebble	pebble
pecan	pecan
peck	peck
pecker	pecker
peculiar	peculiar
peculiarities	peculiarità
peculiarity	peculiarity
peculiarly	peculiarly
pecuniary	pezziunale
pedal	pedal
pedantic	pedantina
peddle	peddle
peddler	venditore
pedestal	pedestal
pedestrian	passageru
pediatric	pediatrici
pediatrician	pediatricista
pediatrics	pediatrics
pedicure	pedicure
pedigree	pedigree
pedometer	pedòmicu
pedophile	pederasticu
pee	pipi
peek	peek
peekaboo	peekaboo
peel	scorcia
peep	peep
peeper	peeper
peephole	schiesu
peer	peer
peering	peering
peerless	peerless
peeved	arraggiata
peg	peg
pegs	pegs
peice	NO TRANSLATION
pelagic	pelagic
pelican	pelican
pellet	pellet
pelvic	pelvic
pelvis	pelvis
pen	pen
penal	penali
penalty	pena
penance	penitenza
penchant	penchant
pencil	pencil
pendant	colgante
pendency	pendenza
pendent	NO TRANSLATION
pending	pendente
pendulum	pendulum
penetrate	penetraru
penetrating	penetrante
penetration	penetrazione
penguin	pinguinu
penicillin	penicillin
penile	penile
peninsula	penisula
penis	penis
penitent	penitente
penitentiary	prisenza penitentiaria
penmanship	penitenza
pennant	pennant
penniless	penniless
penny	centesimu
pension	pensione
pensioner	pensieru
pensive	pensativa
pentagon	pentagonu
pentagram	pentagrama
penthouse	à penthouse
penultimate	penurtima
people	persone
peopled	pòpulu
pep	pep
pepper	pepite
peppermint	peppermint
pepperoni	pepperoni
peppy	peppy
peptic	peptic
peptide	péptido
perceive	perceive
percent	percentuali
percentage	percentualità
percentile	percentile
perceptible	percepvili
perception	perception
perceptive	perceptive
perch	perch
perchance	perchance
percolation	percolation
percussion	percusione
perdition	perdizione
peremptory	peremptoriu
perennial	perenne
perfect	perfetta
perfection	perfettu
perfectionist	perfeccionista
perfecto	NO TRANSLATION
perforated	perforatu
perforation	perforazione
perforce	perforce
perform	fà
performance	u sirviziu
performer	performer
perfume	perfume
perfumed	prufumatu
peri	peri
peridot	peridot
peril	periculu
perilous	perilous
perimeter	perimetru
period	periodu
periodic	periculu
periodical	periculu
periodically	pericamenti
periodicity	periodicity
peripheral	periferiale
periphery	periferia
periscope	periscope
perish	perisce
perishable	pericà
perished	perì
perishing	perisceci
perjury	parrinimentu
perk	perch
perky	perky
perm	perm
permanence	permanenza
permanent	permanente
permeable	permeate
permeate	permeate
permeation	permeazione
permissible	permessibile
permission	permessu
permissive	permissiva
permit	permessu
permitted	permessa
permitting	permessi
permutation	permutation
pernicious	pernicu
peroxide	perossu
perpendicular	perpendicular
perpetrate	perpetrate
perpetrator	perpetratore
perpetual	perpetu
perpetually	perpetualmente
perpetuate	perpetuate
perpetuation	perpetuation
perpetuity	perpetuità
perplexed	perplexed
perplexing	perplexing
perplexity	perplexità
persecute	persighis
persecution	persecuzione
perseverance	perseveranza
persevere	persevere
persist	persiste
persistence	persistenza
persistent	persistente
persisting	persiste
person	persona
persona	NO TRANSLATION
personable	personable
personage	personage
personal	persunale
personality	pirsunalità
personification	personificazione
personnel	persunale
persons	persone
perspective	perspettiva
perspiration	sudatu
persuade	cunvince
persuasion	persuasion
persuasive	persuasive
pert	pert
pertinent	pertinente
perturbation	perturbazione
pertussis	pertussis
perusal	perusal
peruse	peruse
pervading	pervading
perverse	perverse
perversion	perversione
pervert	pervertite
perverted	pervertitu
pesky	pesky
pessimism	pessimisimu
pessimist	pessimista
pessimistic	pessimista
pest	pesti
pester	pester
pestilence	pesta
pestle	pacchja
pesto	pesto
pet	pet
petal	petali
petite	petite
petition	petizioni
petitioner	petitioner
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	petrified
petrify	petrifying
petrol	petrol
petroleum	u pitroliu
petticoat	petticoat
petting	petting
petty	petty
petulant	petulant
petunia	petunia
pew	pew
pewter	pewter
peyote	NO TRANSLATION
phalanx	phalanx
phantom	phantom
pharaoh	faraonu
pharmaceutical	farmacèutica
pharmacist	u pharmacist
pharmacology	farmaculugia
pharmacy	farmacia
phase	fase
pheasant	pheasant
phenomenal	fenomenali
phenomenon	fenominu
pheromone	ferometta
phew	phew
phi	phi
philanthropic	filantropicu
philanthropist	filantropu
philanthropy	filantropija
philistine	filistinu
philosopher	filosofu
philosophic	filusòficu
philosophical	filusòficu
philosophy	filusufìa
phlegm	flussu
pho	pho
phobia	fobia
phoenix	phoenix
phone	telefunu
phonetic	foneticu
phonetics	fonetica
phonics	fonetica
phonograph	fonograficu
phonology	fonologia
phony	phony
phooey	phooey
phosphate	fosfate
phosphor	fosforu
phosphorus	fòsba
photo	photo
photogenic	fotogénique
photograph	fotograficu
photographer	fotografu
photographic	fotografica
photography	photography
photometry	photometry
photon	u photon
phrase	frase
phraseology	i fraseulugia
phylogeny	filogenia
physical	fisica
physical therapist	fisicu terapista
physician	mèdicu
physicist	fisicu
physics	fisica
physiological	fisiulogicu
physiology	fisiologia
physique	physique
pi	pi
pianist	pianist
piano	piano
piazza	piazza
piccolo	NO TRANSLATION
pick	sceglie
picked	pigliò
picker	seleziunatore
picket	picket
picketing	picketing
pickle	pickle
pickled	purcina
pickpocket	pickpocket
pickup	piglia
picky	cumminciosa
picnic	picnic
pictorial	pictoreali
picture	ritrattu
pictures	ritratti
picturesque	pittoresque
pie	pie
piece	pezzu
piecemeal	piezziale
pieceofshit	fugliale
pied	pied
pier	pier
pierce	perforà
piety	pietà
pig	porcu
pigeon	pigeon
piggy	piggy
piggyback	piggyback
pigheaded	pigged
piglet	piglet
pigment	pigmentu
pigskin	purcina
pigsty	pigsty
pike	picca
pile	mucchio
piles	pilami
pileup	pileup
pilgrim	pellegrinu
pilgrimage	peregrinazzjoni
pill	piglia
pillage	pillage
pillar	culonna
pillbox	pillbox
pillow	capizzale
pillowcase	pillowcase
pilot	pilotu
pimp	pimp
pimple	pimple
pin	pin
pinball	pinball
pinch	pinch
pinching	pizzicatura
pine	pinu
pineapple	ananas
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	pinioni
pink	rosa
pinkie	pinkie
pinnacle	pinnacle
pinot	pinot
pinpoint	pinpoint
pint	pinta
pinto	pinto
pinup	pinup
pioneer	pioneer
pious	piatti
pip	pip
pipe	pipe
piped	piped
pipeline	pipeline
piper	piper
pipette	pipette
piping	piping
pipsqueak	pipsqueak
pique	pique
piracy	pirateria
piranha	piranna
pirate	pirate
piscina	NO TRANSLATION
piss	piss
pissed	pissed
pissedoff	in zerga
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	mette in zerga
pistachio	pistachio
pistol	pistola
piston	pistuni
pit	pit
pita	pita
pitch	u sguardu
pitcher	ciaretta
pitchfork	bocca
pitfall	pitfall
pith	pith
pithy	pieni
pitiful	pitiful
pitted	pitted
pitter	pitter
pituitary	pituitaria
pity	pietà
pivot	pivot
pivotal	pivotale
pix	pix
pixie	pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	cartellu
place	locu
placebo	placebo
placement	a piazza
placenta	placenta
placid	placid
placket	placket
plagiarism	plagiu
plague	pesta
plaid	plaid
plain	chianura
plainclothes	argilla
plaintiff	attore
plaintive	chiaru
plan	pianu
plane	avianu
planes	i piani
planet	pianeta
planetarium	planetarium
planetary	planetariu
planets	pianeti
plank	plank
plankton	plankton
planned	pianificatu
planner	u planner
planning	pianificazione
plant	pianta
plantation	piantazioni
planter	pianta
planting	pianta
plaque	plaque
plasma	plasma
plaster	gesso
plastic	plastica
plasticity	plasticità
plat	plat
plate	pianu
plateau	altupianu
plated	plated
platform	piattaforma
plating	cravate
platinum	platinum
platonic	platonic
platoon	scocot
platter	platter
plaudit	NO TRANSLATION
plausibility	plausibilità
plausible	sia plausible
play	ghjucà
playa	a spiaggia
playback	ripirtu
playbook	Playbook
playboy	playboy
player	jocaturi
playful	ghjucatu
playground	duminiu
playhouse	casa
playmate	cumpagnu
playoff	di u playoff
playpen	ghjucatu
playroom	di ghjocu
plaything	jucannu
playtime	playtime
playwright	dramaturgu
plaza	piazza
plea	motivu
plead	annunziendu
pleasant	piacevuli
pleased	cuntentu
pleasing	piacevule
pleasurable	piacè
pleasure	piacè
pleasures	pleasures
pleat	pleat
pleated	piegata
pledge	prumessa
pledged	prumesse
plenary	plenariu
plentiful	abundante
plenty	assai
plenum	plenum
plethora	plethora
plexus	plexus
pliable	prumessu
plication	plication
pliers	alleanza
plight	svantaghju
plinth	basamento
plodding	ciappi
plop	plop
plot	trama
plough	aratu
ploughed	lavuratu
plover	plover
plow	aratu
plowed	lavuratu
plowing	lavora
ploy	ghjustizia
pluck	pruvucatu
plucky	piacè
plug	plug
plum	prugna
plumage	plumage
plumb	plumb
plumber	plumber
plumbing	plumbing
plume	plume
plummet	plummet
plump	brutta
plumper	pirtusu
plunder	scupracciu
plunge	scacciallu
plunger	pistulu
plural	plurali
plurality	pluralità
plush	felice
plutonium	plutonium
ply	cuddly
plywood	plywood
pneumatic	pneumatica
pneumonia	pneumonia
poacher	poacher
poachers	poachers
poaching	poaching
pocket	sacchetta
pocketbook	pocketbook
pocketful	pocketful
pod	NO TRANSLATION
podium	u podju
poem	puema
poems	puema
poet	pueta
poetic	pueta
poetical	pueta
poetics	poetica
poetry	puisia
pogo	pogo
poignant	poignant
point	puntu
pointedly	significativamente
pointer	punente
pointless	inutile
pointy	puntate
poise	poise
poison	poison
poisoned	poisoned
poisoning	avvilinatu
poisonous	poisonous
poke	piccatu
poker	poker
pokes	pichette
polar	polar
polarity	polarità
pole	polu
polemic	polémique
police	Polizia
police officer	polizia
policeman	puliticanti
policewoman	pulizzia
policy	pulitica
polio	polio
polish	Pulaccu
polished	pulita
polite	educatu
politeness	educazione
politic	pulitica
political	pulitiche
politician	puliticanti
politics	pulitica
polity	pulitica
polka	polca
poll	vota
pollen	polene
polling	polling
pollute	pollute
pollution	a pollution pollution
polo	polu
poltergeist	poltergeist
polyester	poliester
polygamy	poligamia
polygon	poligonu
polygonal	poligonal
polygraph	puliticu
polymer	polimeru
polymorphism	polimorfisimu
pomp	pompa
pompous	pompi
poncho	poncho
pond	stagno
ponder	ponder
ponderous	ponderosa
pong	pong
pontiff	pontefici
pontificate	pontificatu
pontoon	pontoon
pony	poney
ponytail	poneytail
pooch	poche
poodle	u canichu
poof	poof
pool	piscina
poop	poop
poor	poviru
poorly	poveru
pop	pop
popcorn	popcorn
pope	papa
popper	popper
poppy	papaveri
poppycock	poppycock
popsicle	popsicle
popular	populari
popularity	pupularità
popularized	popularizzatu
population	pupulazione
populous	populous
porcelain	porcellana
porch	porch
porcupine	porcupine
pore	poru
pork	porcu
porker	porker
porky	porky
porn	porn
porno	porno
pornographic	pornografica
pornography	pornografia
porosity	porosità
porous	poroso
porridge	gattarese
port	portu
portable	portable
portage	portage
portal	portali
porter	porter
porterhouse	porterhouse
portfolio	portafirma
porthole	porthole
portico	porticariu
portion	parte
portrait	ritrattu
portraiture	portraiture
portray	rintra
pose	pose
poser	NO TRANSLATION
posh	posh
posited	posited
position	pusizione
positioning	u pusizzioni
positive	pusitivu
positiveenergy	NO TRANSLATION
positively	positivamenti
positivity	positività
posse	posse
possess	pussedi
possessed	pussidia
possessing	pussedi
possession	pussessu
possessive	pussidutu
possessor	pussidale
possibility	pussibilità
possible	pussibule
possibly	pussibule
possum	possum
post	post
postage	affrancatura
postal	postal
postcard	cartolina
poster	poster
posterior	posterior
posterity	a posterità
posthumous	pusturoso
postman	postman
postmortem	postmortem
postpone	postponu
postponed	postpondu
postponement	postponimentu
postscript	postScript
postulate	postulà
posture	postura
pot	pote
potable	potable
potassium	potassu
potato	patata
potatoes	patate
potency	putenza
potent	putente
potential	pussibulità
pothead	pothead
pothole	'stuoie
potion	puzioni
potluck	potluck
potpourri	potpourri
potted	potted
potter	pignulaghju
pottery	pignulaghju
potty	potty
pouch	pouch
poultry	aviculture
pounce	pounce
pound	libbra
pounding	battì
pour	NO TRANSLATION
pout	pout
pouting	pouting
pouty	pouty
poverty	miseria
pow	pow
powder	pùazzu
powdered	pulicinu
powdery	puteur
power	putenza
powerful	putenti
powerfully	forza
powerhouse	forza
powerless	impotente
powwow	powwow
pox	vaghjime
practicable	praticàbbili
practical	pratiche
practically	praticamenti
practice	pratica
practiced	praticatu
practise	pratica
practitioner	practitioner
pragmatic	pragmaticu
prairie	prairie
praise	ludà
praised	benedia
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	elò
praiseworthy	praziosa
praising	ludendu
prance	prance
prank	prank
prawn	prawn
praxis	praxis
pray	prega
prayer	preghiera
prayforme	prayforme
praying	pricavu
praying mantis	prigiuneru mantis
preach	pridichendu
preacher	predicadoru
preaching	predica
preamble	preàgliu
precarious	precaricu
precaution	precaution
precautionary	precautionary
precede	precede
precedence	precedenza
precedent	precedente
preceding	precedente
precept	precept
preceptor	preceptor
precession	precessione
precinct	precinct
precincts	precincts
precious	preziosa
precipice	precipice
precipitate	precipitate
precipitation	precipitazioni
precipitous	precipitusa
precise	precisa
precisely	pricisamenti
precision	precisione
preclude	preclusion
precocious	precocious
precursor	precursore
predator	predatu
predatory	predatori
predecessor	predecessore
predicament	situazzioni
predicate	predikatu
predict	predice
predictable	predicabbilità
predicting	predichendu
prediction	preputenza
predictive	predittivo
predictor	predictive
predilection	predileccia
predispose	predispone
predisposed	predisposti
predisposition	predisposition
predominance	prevalenza
predominant	predominanti
predominate	prevalite
preeminent	preeminent
preemption	preemption
preemptive	preemptive
preface	prfaceu
prefect	prefettu
prefer	Preferite
preferable	preferibile
preference	preferenza
preferential	preferenzjali
prefix	prefissu
pregnancy	gravidenza
pregnant	incinta
prehistoric	preistòricu
prejudice	preghjudiziu
prejudiced	pregiuggiatu
prejudicial	prejudicial
prelim	prelimi
preliminary	prelimiunale
prelude	prelude
premarital	premarital
premature	premature
prematurely	premature
premed	priamu
premeditated	premeditated
premier	premier
premiere	premiere
premise	premisa
premises	locu
premium	premium
premonition	premonizione
prenatal	prenatal
prenuptial	prenuptial
preoccupation	preoccupation
preoccupied	preoccupa
prep	prep
preparation	preparazione
preparatory	preparatori
prepare	preparanu
prepared	preparatu
preparedness	a preparazione
preparer	preparatori
preparing	preparanu
preponderance	preponderanza
preposterous	preziosa
preppy	preppy
prerequisite	prerequisite
prerogative	prerogativa
preschool	preescola
prescient	prescient
prescribe	prescrive
prescribed	prescribed
prescription	prescription
prescriptive	prescriptive
presence	prisenza
present	prisenti
presentable	presentable
presentation	presentazione
presenter	presentatore
presentment	prisentazione
presents	presenta
preservation	prisirvazioni
preservative	cunservatore
preserve	priservà
preserved	cunservatu
preserving	prisirvà
preside	prisidenti
presidency	presidenza
president	prisidenti
presidential	presidenziale
press	stampa
pressing	pressanti
pressure	prissioni
prestige	pristiggiu
prestigious	prestigiuu
presto	presto
presume	presumi
presumption	presunzioni
presumptive	presumittivu
presumptuous	presumitu
presuppose	prisuppure
pretend	fate finta
pretended	finta
pretender	pretendiente
pretending	finta
pretense	pretenzioni
pretensions	pretentioni
pretentious	pretentious
pretext	scusa
pretty	bellucciu
pretzel	pretzel
prevail	imponite
prevailing	privassi
prevalence	prevalenza
prevalent	prevalent
prevent	impediscenu
preventative	prevenzioni
prevention	prevenzione
preventive	prevenzente
preview	preview
previous	precedente
previously	prublemi
prey	preda
price	prezzu
priceless	inestimatu
pricey	prezzu
prick	picchittà
prickly	spinoso
pride	orgogliu
priest	sacrificadore
priestess	sacerdotessa
priesthood	sacerdòziu
priestly	priestly
prig	prig
prim	primu
prima	NO TRANSLATION
primacy	primatu
primal	primal
primary	primariu
primate	primati
primates	primati
prime	primu
primed	primu
primer	prima
primeval	primura
priming	priming
primitive	primitivu
primordial	primuriale
primrose	primule
prince	prìncipi
princely	principale
