Word	sq
microscopic	mikroskopik
microscopically	mikroskopik
microscopy	mikroskopi
microwave	mikrovalë
mid	mesatar
midair	qiell
midday	mesditë
middle	mes
middleman	ndërmjetës
middleweight	mesme
midget	xhuxh
midland	qendror
midlife	Midlife
midline	midline
midnight	mesnatë
midshipman	nënoficer marine
midst	mes
midsummer	mes i verës
midterm	afatmesëm
midtown	Midtown
midway	në mes të rrugës
midwife	mami
midwifery	mami
mien	NO TRANSLATION
miffed	miffed
mighty	i fuqishëm
mignon	Mignon
migraine	migrenë
migrate	migrojnë
migration	shpërngulje
migratory	shtegtar
mike	mikrofon
mil	NO TRANSLATION
mild	i butë
mildew	myk
mildness	butësi
mile	milje
mileage	largësi
milestone	moment historik
militant	militant
militants	militantët
military	ushtarak
militia	milici
milk	qumësht
milkman	shitës qumështi
milkshake	milkshake
milky	qumështi
mill	mulli
millennium	Mijëvjeçarit
milligram	miligram
millimeter	milimetër
million	milion
millionaire	milioner
millionth	i njëmiliontë
millstone	barrë e rëndë
mime	pantomimë
mimic	imitator
mimicking	imituar
mimicry	imitacion
mince	mish i grirë
mincemeat	mish i grirë
mind	mendje
minded	me mendje
mindful	i ndërgjegjshëm
mindfulness	Mindfulness
mindless	i pamend
mine	imja
minefield	fushë e minuar
miner	minator
mineral	mineral
mineralogy	mineralogji
mingle	shoqërohem
mingled	i përzier
mini	mini
miniature	miniaturë
minibus	minibus
minim	NO TRANSLATION
minimal	minimal
minimize	minimizoj
minimized	minimizohet
minimum	minimum
mining	minierash
minion	njeri i përkëdhelur
minister	ministër
ministerial	ministror
ministry	ministri
minivan	minivan
mink	vizon
minnow	minnow
minor	minor
minority	pakicë
minstrel	menestrel
mint	nenexhik
minty	Minty
minuscule	me germa të vogla
minute	minutë
minutiae	imtësira
minx	vajzë e pacipë
mir	NO TRANSLATION
miracle	mrekulli
miracles	mrekulli
miraculous	i mrekullueshëm
mirage	mirazh
mire	NO TRANSLATION
mirror	pasqyrë
mirth	gëzim
misappropriation	shpërdorim
misbehave	sillem keq
misbehavior	veprim i keq
miscalculation	llogaritje e gabuar
miscarriage	abort
miscellaneous	i përzier
miscellany	antologji
mischief	ligësi
mischievous	shejtan
misconception	ide e gabuar
misconduct	sjellje e keqe
misdemeanor	keqbërje
misdirection	misdirection
miser	koprrac
miserable	i mjerë
miserably	pa fat
misery	mjerim
misfire	nuk shkrep
misfit	njeri që nuk përshtatet
misfortune	fatkeqësi
misguided	devijuar
mishap	incident
misinformed	dezinformuar
misinterpretation	keqinterpretim
mislead	mashtroj
misleading	mashtrues
misled	mashtruar
mismanagement	drejtoj keq
mismatch	mospërputhje
mismatched	Mismatched
misnomer	term i gabuar
misplace	vë gabim
misplaced	i gabuar
misread	lexoj keq
misrepresent	paraqes ndryshe
misrepresentation	shtrembërim
misrepresented	keqinterpretuar
miss	humbas
missile	raketë
missiles	raketa
missing	që mungon
missingyou	NO TRANSLATION
mission	mision
missionary	misionar
misspell	misspell
misstatement	deklaratë e gabuar
missy	zonjushëz
mist	mjegull
mistake	gabim
mistaken	i gabuar
mister	zotëri
mistletoe	veshtull
mistreated	keqtrajtuar
mistress	mësuese
mistrial	gjykim i pavlefshëm
mistrust	mosbesim
misty	i mjegullt
misunderstand	keqkuptoj
misunderstanding	keqkuptim
misunderstood	keqkuptuar
misuse	shpërdorim
mite	çilimi
miter	kësulë
mitigate	zvogëloj
mitigating	lehtësues
mitigation	zbutje
mitt	dorë
mitten	NO TRANSLATION
mitzvah	Mitzvah
mix	përzierje
mixed	i përzier
mixedemotions	emocione të përziera
mixer	mikser
mixture	përzierje
mnemonic	i kujtesës
moan	ankohem
moat	hendek i thellë
mob	turmë
mobile	i lëvizshëm
mobility	lëvizshmëri
mobilization	mobilizim
mobilize	mobilizoj
mobster	kriminel
mocha	kafe moka
mock	i simuluar
mocked	tallën
mockery	tallje
mocking	tallës
mockingbird	Mockingbird
mod	mod
modal	modal
modality	modalitet
mode	mënyrë
model	model
modeler	modelues
modeling	modelim
modem	modem
moderate	mesatar
moderate anticipation	parashikim i moderuar
moderate disgust	neveri i moderuar
moderate negative	negativ i moderuar
moderate positive	pozitiv i moderuar
moderate surprise	surprizë e moderuar
moderate trust	besim të moderuar
moderately	moderuar
moderating	moderimi
moderation	përmbajtje
moderator	ndërmjetës
modern	modern
modernism	modernizëm
modest	modest
modesty	modesti
modicum	sasi e vogël
modifiable	që mund të ndryshohet
modification	modifikim
modified	modifikuar
modify	modifikoj
modulate	rregulloj
modulation	rregullim
module	modul
modulus	modulus
mogul	mongol
moiety	gjysmë
moist	me lagështi
moisture	lagështi
moisturizer	moisturizer
molar	dhëmballë
molasses	melasë
mold	myk
molded	modeluar
molding	i derdhur
moldy	i mërzitur
mole	mol
molecular	molekular
molecule	molekulë
molest	ngacmoj
molestation	ngacmim
molester	abuzues
molten	i shkrirë
mom	mom
moment	moment
momentary	i çastit
momentous	shumë i rëndësishëm
momentum	vrull
momma	momma
mommy	mommy
monad	monadë
monarch	monark
monarchy	monarki
monastery	manastir
monastic	murg
monetary	monetar
money	para
mongoloid	Mongoloid
mongoose	mangustë
mongrel	bastard
monitor	monitor
monk	murg
monkey	majmun
mono	NO TRANSLATION
monochrome	pikturë njëngjyrëshe
monogamous	monogame
monogamy	monogami
monogram	monogram
monogrammed	bëni monogram
monograph	monografi
monolayer	shtresave një molekulare
monolith	lapidar
monologue	monolog
monopolist	monopolist
monopoly	monopoli
monotonous	monoton
monotony	monotoni
monoxide	njëoksid
monsieur	zot
monsoon	muson
monster	përbindësh
monstrosity	gjë e shëmtuar
monstrous	i përçudnuar
montage	montazh
monte	monte
month	muaj
monthly	mujor
monument	monument
monumental	monumental
moo	pallje
mooch	vidhem
mood	Humor
moods	disponimi
moody	me humor të rëndë
moon	hënë
moonbeam	dritë hëne
moonlight	dritë hëne
moonlit	i mbuluar me dritë hëne
moonshine	dokrra
moonstruck	i rrjedhur
moonwalk	moonwalk
moor	kënetë
moored	moored
mooring	ankorim
moorings	fuçitë
moorland	shkurre
moose	dre brilopatë
moot	i diskutueshëm
mooted	mooted
mop	postiqe
mope	trishtim
moped	biçikletë me motor
moral	moral
morale	gjendje morale
morality	moralitet
morals	parime morale
morass	batak
moratorium	moratorium
moray	Moray
morbid	patologjik
morbidity	sëmundshmëri
morbidness	morbidness
mores	zakone
morgue	morg
moribund	në agoni
morn	mëngjes
morning	mëngjes
moron	i metë
moronic	moronic
morose	i zymtë
morph	morph
morphine	morfinë
morphism	morphism
morphology	morfologji
morrow	e nesërme
morsel	kafshatë
mortal	i vdekshëm
mortality	vdekshmëri
mortar	llaç
mortgage	peng
mortgagee	kreditor
mortgagor	debitor
mortician	sipërmarrës varrimi
mortification	turp
mortified	mortified
mortuary	morg
mosaic	mozaik
mosey	sorollatem
mosque	xhami
mosquito	mushkonjë
moss	myshk
mossy	me myshk
mote	NO TRANSLATION
motel	motel
moth	molë
mother	nënë
motherfucker	handikapat
motherfucking	motherfucking
motherhood	amësi
motherland	atdhe
motherless	që s'ka nënë
motherly	prej nëne
motif	motiv
motion	lëvizje
motionless	i palëvizshëm
motivate	motivoj
motivating	motivuese
motivation	motivimi
motivational	motivues
motive	motiv
motley	lara-lara
motor	motor
motorbike	motoçikletë
motorboat	motoskaf
motorcade	autokolonë
motorcar	motorcar
motorcycle	motoçikletë
motorist	automobilist
motte	Motte
mottled	lara-lara
motto	moto
mould	myk
mound	tumë
mount	piedestal
mountain	mal
mountaineer	malësor
mountainous	malor
mountains	male
mountaintop	MountainTop
mourn	vajtoj
mournful	i trishtuar
mourning	zi
mouse	maus
mousetrap	mousetrap
mousse	mus
moustache	mustaqe
mousy	i strukur
mouth	gojë
mouthful	kafshatë
mouthpiece	pipëz
mouthwash	gargarë
movable	i lëvizshëm
move	veprim
movement	lëvizje
mover	forcë lëvizëse
movie	film
movies	kinema
moving	lëviz
movingforward	NO TRANSLATION
movingon	movingon
mow	kosit
mower	kositës
moxie	Moxie
mozzarella	mocarela
mri	MRI
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	pleh
mucked	mucked
mucous	mucous
mucus	mukozë
mud	baltë
muddle	ngatërresë
muddled	ngatërruar
muddy	me baltë
muff	i paaftë
muffin	kifle
muffled	i mbytur
muffler	shall
mug	turi
mugger	plaçkitës
mulberry	man
mulch	mulch
mule	mushkë
mull	vras mendjen
mullet	barbun
multilateral	i shumëanshëm
multimedia	multimedial
multinational	shumëkombësh
multiple	shumëfish
multiple sclerosis	sklerozë të shumëfishtë
multiplex	i shumëfishtë
multiplication	shumëzim
multiplicity	shumëllojshmëri
multiplied	shumëzuar
multiplier	shumëzues
multiply	shumëzoj
multitude	turma
mum	mama
mumble	murmuritje
mumbo	mumbo
mummy	mumje
mumps	shyta
munch	përtyp
munchies	Munchies
munchkin	Munchkin
mundane	i zakonshëm
municipal	komunal
municipality	komunë
mural	mural
murder	vrasje
murderer	vrasës
murderess	vrasëse
murderous	vrasës
murky	i errët
murmur	shushurimë
muscle	muskul
muscular	muskuloz
muse	muzë
muses	muses
museum	muze
mush	NO TRANSLATION
mushroom	këpurdhë
mushy	i butë
music	muzikë
musical	muzikor
musician	muzikant
musing	musing
musk	misk
musket	mushqetë
musketeer	mushqetar
muskrat	mi uji
muslin	burynxhuk
muss	NO TRANSLATION
must	duhet
mustang	kalë i egër
mustard	mustardë
muster	mbledhje
musty	i mykur
mutable	i ndryshueshëm
mutant	mutant
mutate	ndryshohem
mutation	mutacion
mute	memec
muted	i mbytur
mutilate	shtrembëroj
mutilated	gjymtuar
mutilation	gjymtim
mutiny	kryengritje
mutt	qen
mutter	NO TRANSLATION
mutton	deleje
mutual	reciprok
mutually	reciprokisht
muzzle	surrat
myfavorite	myfavorite
myopia	miopi
myopic	dritëshkurtër
myriad	mori
mysterious	misterioz
mystery	mister
mystic	mistik
mystical	mistike
mysticism	misticizëm
mystified	mystified
mystique	mistikë
myth	mit
mythic	Mythic
mythical	mitik
mythological	mitologjik
mythology	mitologji
nab	arrestoj
nacho	Nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	gozhdë
nail gun	gozhdë
naive	naiv
naked	lakuriq
nakedness	lakuriqësi
namaste	NO TRANSLATION
name	emër
named	quajtur
nameless	i panjohur
namesake	adash
naming	emërtimin
nana	nana
nanny	dado
nanometer	nanometer
nap	marr një sy gjumë
napalm	napalm
nape	qafë
napkin	pecetë
napping	nxjerrje pushi
nappy	me push
narcissism	narcisizëm
narcissist	narcisist
narcissistic	narcissistic
narcotic	narkotik
narrate	rrëfej
narration	tregim
narrative	tregim
narrator	Transmetuesi
narrow	i ngushtë
narrowing	ngushtim
nasal	hundor
nascent	që po lind
nasty	i keq
natal	i lindjes
nation	komb
national	kombëtar
nationality	kombësi
nationwide	në shkallë vendi
native	i lindur
nativity	lindja e Krishtit
natural	natyror
natural gas	gazit natyror
naturalist	natyralist
naturalization	natyralizim
naturalized	natyralizuar
naturally	natyrisht
nature	natyrë
naught	hiç
naughty	i keq
nausea	të përzier
nauseate	ndjej të përzier
nauseating	i neveritshëm
nauseous	pështjellues
nautical	detar
nautilus	nautilus
naval	detar
nave	nef
navel	kërthizë
navigable	i lundrueshëm
navigate	drejtoj
navigation	lundrim
navigational	i lundrimit
navigator	lundërtar
navy	marinë
nay	NO TRANSLATION
nearsighted	miop
neat	i zoti
neatly	mjeshtërisht
nebula	mjegullnajë
nebulae	mjegullnaja
nebulous	i mjegullt
necessarily	domosdo
necessary	i nevojshëm
necessitate	kërkoj
necessities	nevojat
necessity	domosdoshmëri
neck	qafë
necklace	gjerdan
necktie	kravatë
necromancer	shtrigë
necrosis	nekrozë
nectar	nektar
need	duhet
needalife	NO TRANSLATION
needed	nevojshme
needful	i nevojshëm
needit	NO TRANSLATION
needle	gjilpërë
needlepoint	Needlepoint
needles	hala
needless	i panevojshëm
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	nevojtar
nefarious	i poshtër
negation	mohim
negative	negativ
negativity	negativitet
neglect	mospërfillje
neglected	lënë pas dore
neglecting	neglizhenca
negligee	petk dhome
negligence	pakujdesi
negligent	i pakujdesshëm
negligently	NO TRANSLATION
negligible	i papërfillshëm
negotiable	për negociatë
negotiate	negociojë
negotiation	bisedime
negotiator	ndërmjetës
negro	zezak
neigh	hingëllin
neighbor	fqinj
neighborhood	lagje
neighboring	fqinj
nemesis	ndëshkim i drejtë
neon	neon
neonatal	neonatal
neophyte	fillestar
neoprene	neoprene
nephew	nip
nepotism	nepotizëm
nerd	budalla
nerdy	nerdy
nerve	nerv
nerves	nerva
nervous	shqetësuar
nervousness	nervozizëm
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	kep
nest	fole
nestle	strehohem
nestling	zogth
net	neto
nether	nether
netting	tyl
nettle	hithër
network	rrjet
networking	networking
neural	nervoz
neuralgia	nevralgji
neurological	neurologjike
neurologist	neurolog
neurology	neurologji
neurosis	nevrozë
neurosurgeon	neurokirurgu
neurosurgery	Neurokirurgji
neurotic	nevrotik
neuter	i paanshëm
neutral	neutral
neutrality	neutralitet
neutralize	neutralizoj
neutron	neutron
new	i ri
new age	mosha e re
newbeginnings	NO TRANSLATION
newborn	i porsalindur
newcomer	njeri i panjohur
newday	ditë e re
newfound	newfound
newjob	NO TRANSLATION
newlife	jete e re
newly	rishtas
newlywed	sapomartuar
newme	newme
newness	risi
news	Lajme
newscast	newscast
newscaster	folës
newsflash	Newsflash
newsletter	gazete
newsman	gazetashitës
newspaper	Gazete
newspaperman	gazetar
newsreel	kronikë
newsroom	redaksi
newsstand	qoshk gazetash
newstart	Newstart
newt	triton
newyear	viti i Ri
nexus	lidhje
nib	pykë
nibble	nduk
nice	i mirë
niche	kamare
nichts	NO TRANSLATION
nick	qok
nickel	nikel
nickname	pseudonimi
nicotine	nikotinë
niece	mbesë
nifty	i mrekullueshëm
nigger	zezak
nigh	afër
night	natë
nightcap	skufje nate
nightclub	klub nate
nightfall	mugëtirë
nightgown	këmishë nate
nightie	nightie
nightingale	bilbil
nightlife	natës
nightly	çdo natë
nightmare	ankth
nightmares	këqija
nightstand	nightstand
nightstick	nightstick
nighttime	natë
nihilism	nihilizëm
nil	zero
nimble	i shkathët
nimrod	Nimrod
nincompoop	leshko
nine	nëntë
nineteen	nëntëmbëdhjetë
ninety	nëntëdhjetë
ninja	ninja
ninny	loço
nintendo	nintendo
ninth	i nëntë
nip	kafshim
nipper	kalama
nipple	thith
nippy	kutërbues
nitrate	nitrat
nitro	nitro
nitrogen	azot
nitrous	i azotuar
nitwit	trutharë
nix	hiç
no anticipation	nuk ka parashikim
no disgust	nuk ka neveri
no emotion	nuk ka emocione
no sentiment	nuk ka sentiment
no surprise	nuk është befasi
no trust	ska besim
nobility	fisnikëri
noble	fisnik
nobleman	fisnik
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nate
nod	dremitje
nodding	nodding
node	nyjë
nodular	me gunga
nodule	rruzull
noggin	kokë
nohope	NO TRANSLATION
noir	noir
noise	zhurmë
noisy	zhurmshme
nomad	nomad
nomadic	nomad
nomenclature	nomenklaturë
nominal	formal
nominate	emëroj
nomination	emërim
nominee	kandidat
nonce	rast i vetëm
nonchalant	shpërfillës
noncompliance	mospërputhje
nondescript	i papërshkrueshëm
nonexistent	inekzistent
nonfat	nonfat
nonfiction	Nonfiction
nonpayment	mospagimi
nonresident	jo rezident
nonsense	marrëzi
nonsensical	absurd
nonviolent	jo të dhunshme
noob	trullan
noodle	hajvan
nook	qoshe
noon	mesditë
noose	lak
nopoint	nopoint
noregrets	NO TRANSLATION
norm	normë
normal	normal
normalcy	gjendje normale
normality	gjendje normale
north	veri
northbound	që shkon drejt veriut
northeast	verilindje
northern	verior
northwest	veri Perëndim
northwestern	veriperëndimor
noschool	NO TRANSLATION
nose	hundë
nosebleed	gjak nga hundët
nosey	me hundë të madhe
nosnow	nosnow
nostalgia	nostalgji
nostalgic	nostalgjik
nostress	NO TRANSLATION
nostril	flegër
nosun	NO TRANSLATION
nosy	me hundë të madhe
not negative	jo negative
not positive	jo pozitive
notable	i dukshëm
notables	fisnikëri
notably	sidomos
notamorningperson	NO TRANSLATION
notary	noter
notation	simbol
notch	vallëzuese
notched	notched
note	shënim
notebook	fletore shënimesh
noted	vuri në dukje
noteworthy	i rëndësishëm
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	mosqenie
notice	njoftim
noticeable	i dukshëm
notification	njoftim
notify	njoftoj
notion	nocion
notional	joreal
notoriety	famë
notorious	famëkeq
notready	jo gati
notwithstanding	megjithatë
nought	hiç
noun	emër
nourish	ushqej
nourishment	ushqim
nouveau	NO TRANSLATION
novel	novelë
novelist	romancier
novelty	risi
novice	rishtar
nowadays	në ditët tona
nowork	Asnjë punë
noworries	mos u shqeteso
noxious	i dëmshëm
nozzle	hundë
nuance	nuancë
nuances	nuanca
nuclear	bërthamor
nucleus	bërthamë
nude	lakuriq
nudge	shtytje e lehtë
nudie	nudie
nudist	nudist
nudity	lakuriqësi
nugget	copëz
nuisance	njeri i bezdisur
nuke	nuke
nul	NO TRANSLATION
null	i pavlefshëm
nullify	anuloj
numb	i mpirë
number	numër
numbering	numërim
numbers	numrat
numbness	mpirje
numbskull	numbskull
numeral	numëror
numerator	llogaritës
numerical	numerik
numerically	numerikisht
numerous	i shumtë
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	manastir grash
nuptials	dasmë
nurse	infermiere
nursemaid	kujdestare fëmijësh
nursery	fidanishte
nursing	ushqyese
nurture	të ngrëna
nut	arrë
nutcase	Nutcase
nutcracker	arrëthyese
nuthouse	çmendinë
nutmeg	arrëmyshk
nutrition	ushqim
nutritional	ushqyese
nutritious	kalori
nutritive	ushqimor
nuts	arra
nutshell	guall
nutty	me shije të arre
nylon	najloni
nylong	NO TRANSLATION
nylons	çorape nailoni
nymph	nimfë
nymphomaniac	nymphomaniac
oaf	i shëmtuar
oak	lisi
oar	rrem
oasis	oazë
oat	tërshërë
oath	betim
oatmeal	bollgur
obedience	bindje
obedient	i bindur
obediently	bindje
obelisk	obelisk
obese	i trashë
obesity	trashje
obey	bindem
obi	obi
obit	nekrologji
obituary	nekrologji
object	Objekt
objection	kundërshtim
objectionable	i pakëndshëm
objective	objektiv
objectivity	objektivitet
obligation	detyrim
obligatory	i detyrueshëm
oblige	detyroj
obliged	detyruar
obliging	i mirësjellshëm
obligor	obliguesi
oblique	i pjerrët
obliterate	prish
obliterated	zhdukur
obliteration	zhdukje
oblivion	harresë
oblivious	i pavëmendshëm
oblong	i zgjatur
obnoxious	i padurueshëm
oboe	oboe
obscene	i pahijshëm
obscenity	gjë e turpshme
obscure	i panjohur
obscured	errësuar
obscurity	errësirë
observance	respektim
observant	i vëmendshëm
observation	vrojtim
observatory	observator
observe	vëzhgojnë
observer	mbikëqyrës
observing	respektuar
obsess	më pushton
obsessed	fiksuar
obsessing	obsessing
obsession	mani
obsessive	i ngulët
obsolescence	vjetrim
obsolete	i vjetruar
obstacle	pengesë
obstetrician	mjek obstetër
obstetrics	obstetrikë
obstinate	kokëfortë
obstruct	pengoj
obstruction	pengim
obstructive	pengues
obtain	marrë
obtainable	i arritshëm
obtuse	i mpirë
obverse	plotësim
obvious	i dukshëm
ocarina	okarinë
occasion	rast
occasional	i rastit
occasionally	herë pas here
occipital	zverku
occlusion	mbyllje
occult	okult
occupancy	zënie
occupant	okupator
occupation	profesion
occupational	profesional
occupied	i zënë
occupier	okupator
occupy	zë
occupying	zënë
occur	ndodh
occurrence	dukuri
ocd	OCD
ocean	oqean
oceanic	oqeanik
octagon	tetëkëndësh
octave	oktavë
octopus	oktapod
ocular	i syrit
odd	i rastësishëm
oddball	oddball
oddity	gjë e çuditshme
odds	mundësi
ode	ode
odious	i neveritshëm
odometer	rrugëmatës
odor	erë
odyssey	odisea
oedipal	Edipit
oestrogen	estrogjenit
oeuvre	NO TRANSLATION
offal	rropulli
offence	shkelje
offend	ofendoj
offended	ofenduar
offender	shkelës
offense	shkelje
offensive	ofensivë
offer	ofroj
offered	ofruar
offering	Oferta e
offhand	i çastit
office	zyrë
officer	oficer
offices	zyrat
official	zyrtar
officiate	kryej detyrën
offing	det
offload	shkarkoj
offset	ofset
offshoot	degë
offshore	në det të hapur
offside	offside
offspring	pasardhës
oft	shpesh
oftentimes	shumë herë
ogre	vigan
