Word	sv
paramedic	para
paramedics	paramedics
paramilitary	para
paramount	av största vikt
paranoia	paranoia
paranoid	paranoid
paranormal	paranormalt
parapet	parapet
paraphernalia	grejor
paraphrase	parafras
paraplegic	paraplegic
parasite	parasit
parasitic	parasitisk
parasol	parasoll
parcel	paket
parcels	skiften
parched	uttorkade
parchment	pergament
pardon	förlåta
pare	NO TRANSLATION
parenchyma	parenkym
parent	förälder
parentage	härstamning
parental	föräldra
parenthesis	NO TRANSLATION
parenthetical	inom parentes
parenthood	föräldraskap
parenting	föräldraskap
pariah	paria
parietal	parietal
paring	paring
parish	socken
parity	paritet
park	parkera
parka	parkas
parking	parkering
parkinsons	parkinsons
parlance	språkbruk
parlay	Parlay
parliament	parlament
parliamentary	parlamentarisk
parlor	salong
parmesan	parmesan
parody	parodi
parole	villkorlig frigivning
parquet	parkett-
parrot	papegoja
parry	parera
parse	parse
parsimonious	snål
parsimony	njugghet
parsley	persilja
parson	präst
part	del
partake	delta
partial	partiell
partiality	partiskhet
partially	delvis
participant	deltagare
participate	delta
participation	deltagande
particle	partikel
particular	särskild
particularity	egenart
particulars	uppgifter
parting	avsked
partisan	partisan
partisanship	partianda
partition	dela
partly	delvis
partner	partner
partnership	partnerskap
partridge	rapphöns
parts	delar
party	fest
pas	NO TRANSLATION
pass	passera
passable	framkomlig
passage	passage
passageway	passage
passe	NO TRANSLATION
passenger	passagerare
passim	NO TRANSLATION
passing	godkänd
passion	passion
passionate	passionerad
passive	passiv
passivity	passivitet
passkey	kodnyckel
passport	pass
password	Lösenord
past	dåtid
pasta	pasta
paste	klistra
pastel	pastell
pastime	tidsfördriv
pastor	pastor
pastrami	pastrami
pastry	bakverk
pasture	bete
pasty	degliknande
pat	klappa
patch	lappa
patchwork	patchwork
pate	pastej
patella	patella
patent	patent
patented	patenterad
paternal	faderlig
paternity	faderskap
path	väg
pathetic	patetisk
pathological	patologisk
pathologist	patolog
pathology	patologi
pathos	NO TRANSLATION
pathway	väg
patience	tålamod
patient	patient
patio	uteplats
patriarch	patriark
patriarchal	patriarkalisk
patrimony	fädernearv
patriot	patriot
patriotic	patriotisk
patriotism	patriotism
patrol	patrullera
patrolman	patrullman
patron	beskyddare
patronage	beskydd
patronising	nedlåtande
patronize	förmyndare
patronizing	nedlåtande
patter	smattra
pattern	mönster
paucity	brist
pauper	fattighjon
pause	paus
pave	bana
pavement	trottoar
pavilion	paviljong
paving	stenläggning
paw	Tass
pawn	pantsätta
pawnshop	pantbank
pax	pax
pay	betala
payable	betalas
payback	hämnd
paycheck	lön
payday	avlöningsdag
payer	betalare
payload	nyttolast
payment	betalning
payoff	löna sig
payout	utbetalning
payphone	telefonautomat
payroll	löner
pea	ärta
peace	fred
peaceable	fredlig
peaceful	fredlig
peacefully	lugnt
peacekeeper	fredsbevarare
peaceofmind	NO TRANSLATION
peacetime	fredstid
peach	persika
peachy	peachy
peacock	påfågel
peak	topp
peaked	spetsig
peanut	jordnöt
peanuts	jordnötter
pear	päron
pearl	pärla
pearly	pärlskimrande
peas	ärtor
peasant	bonde
peat	torv
pebble	sten
pecan	pekannöt
peck	picka
pecker	pecker
peculiar	egendomlig
peculiarities	egenheter
peculiarity	egenhet
peculiarly	besynnerligt
pecuniary	ekonomiska villkor
pedal	trampa
pedantic	pedantisk
peddle	mixtra
peddler	gårdfarihandlare
pedestal	piedestal
pedestrian	fotgängare
pediatric	pediatrisk
pediatrician	barnläkare
pediatrics	pediatrik
pedicure	pedikyr
pedigree	stamtavla
pedometer	stegräknare
pedophile	pedofil
pee	kissa
peek	titt
peekaboo	Tittut
peel	skal
peep	kika
peeper	peeper
peephole	titthål
peer	jämlikar
peering	peering
peerless	makalös
peeved	peeved
peg	pinne
pegs	peggar
peice	NO TRANSLATION
pelagic	pelagiska
pelican	pelikan
pellet	pellet
pelvic	bäcken-
pelvis	bäcken-
pen	penna
penal	straff-
penalty	straff
penance	bot
penchant	förkärlek
pencil	penna
pendant	hängsmycke
pendency	beroendet
pendent	NO TRANSLATION
pending	avvaktan
pendulum	pendel
penetrate	penetrera
penetrating	genomträngande
penetration	genomslag
penguin	pingvin
penicillin	penicillin
penile	penile
peninsula	halvö
penis	penis
penitent	botfärdig
penitentiary	fängelse
penmanship	handstil
pennant	vimpel
penniless	utfattig
penny	penny
pension	pension
pensioner	pensionär
pensive	fundersam
pentagon	pentagon
pentagram	pentagram
penthouse	takvåning
penultimate	näst sista
people	människor
peopled	befolkad
pep	pep
pepper	peppar
peppermint	pepparmynta
pepperoni	pepperoni
peppy	peppy
peptic	peptisk
peptide	peptid
perceive	uppfatta
percent	procent
percentage	procentsats
percentile	percentilen
perceptible	märkbar
perception	uppfattning
perceptive	perceptiv
perch	abborre
perchance	måhända
percolation	perkolering
percussion	slagverk
perdition	fördärv
peremptory	tvingande
perennial	perenn
perfect	perfekt
perfection	fulländning
perfectionist	perfektionist
perfecto	NO TRANSLATION
perforated	perforerad
perforation	perforering
perforce	ovillkorligen
perform	utföra
performance	prestanda
performer	artist
perfume	parfym
perfumed	parfymerad
peri	peri
peridot	peridot
peril	fara
perilous	farlig
perimeter	omkrets
period	period
periodic	periodisk
periodical	periodisk
periodically	periodiskt
periodicity	periodicitet
peripheral	kringutrustning
periphery	periferi
periscope	periskop
perish	förgås
perishable	förgänglig
perished	dog
perishing	förgås
perjury	mened
perk	perk
perky	perky
perm	perm
permanence	varaktighet
permanent	permanent
permeable	genomtränglig
permeate	permeat
permeation	permeation
permissible	tillåten
permission	lov
permissive	tolerant
permit	tillåta
permitted	tillåten
permitting	tillåter
permutation	permutation
pernicious	skadlig
peroxide	peroxid
perpendicular	vinkelrät
perpetrate	begå
perpetrator	förövare
perpetual	evig
perpetually	ständigt
perpetuate	vidmakthålla
perpetuation	fortbestånd
perpetuity	evighet
perplexed	förvirrad
perplexing	förbryllande
perplexity	bryderi
persecute	förfölja
persecution	förföljelse
perseverance	uthållighet
persevere	hålla ut
persist	envisas
persistence	uthållighet
persistent	beständig
persisting	ihållande
person	person
persona	NO TRANSLATION
personable	personliga
personage	personlighet
personal	personlig
personality	personlighet
personification	personifikation
personnel	personal
persons	personer
perspective	perspektiv
perspiration	svett
persuade	övertyga, övertala
persuasion	övertalning
persuasive	övertygande
pert	näsvis
pertinent	relevant
perturbation	störning
pertussis	kikhosta
perusal	genomläsning
peruse	granska
pervading	genomsyrar
perverse	pervers
perversion	förvrängning
pervert	pervers
perverted	pervers
pesky	irriterande
pessimism	pessimism
pessimist	pessimist
pessimistic	pessimistisk
pest	skadedjur
pester	plåga
pestilence	pest
pestle	mortelstöt
pesto	pesto
pet	sällskapsdjur
petal	kronblad
petite	liten och nätt
petition	framställning
petitioner	Ställaren
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	förstenad
petrify	förstena
petrol	bensin
petroleum	petroleum
petticoat	underkjol
petting	petting
petty	ringa
petulant	grinig
petunia	petunia
pew	bänk
pewter	tenn
peyote	NO TRANSLATION
phalanx	falang
phantom	Spöke
pharaoh	farao
pharmaceutical	farmaceutisk
pharmacist	apotekare
pharmacology	farmakologi
pharmacy	apotek
phase	fas
pheasant	fasan
phenomenal	fenomenal
phenomenon	fenomen
pheromone	feromon
phew	YEY
phi	phi
philanthropic	filantropiska
philanthropist	filantrop
philanthropy	filantropi
philistine	kälkborgare
philosopher	filosof
philosophic	filosofisk
philosophical	filosofiska
philosophy	filosofi
phlegm	slem
pho	pho
phobia	fobi
phoenix	fågel Fenix
phone	telefon
phonetic	fonetisk
phonetics	fonetik
phonics	akustik
phonograph	fonograf
phonology	fonologi
phony	falska
phooey	phooey
phosphate	fosfat
phosphor	fosfor
phosphorus	fosfor
photo	Foto
photogenic	fotogenisk
photograph	fotografera
photographer	fotograf
photographic	fotografisk
photography	fotografi
photometry	fotometri
photon	foton
phrase	fras
phraseology	fraseologi
phylogeny	phylogeny
physical	fysisk
physical therapist	sjukgymnast
physician	läkare
physicist	fysiker
physics	fysik
physiological	fysiologisk
physiology	fysiologi
physique	fysik
pi	pi
pianist	pianist
piano	piano
piazza	piazza
piccolo	NO TRANSLATION
pick	plocka
picked	plockade
picker	plockare
picket	postering
picketing	strejkvakt
pickle	ättikslag
pickled	inlagd
pickpocket	ficktjuv
pickup	plocka upp
picky	petig
picnic	picknick
pictorial	illustrerad
picture	bild
pictures	bilder
picturesque	pittoresk
pie	paj
piece	bit
piecemeal	styckevis
pieceofshit	pieceofshit
pied	pied
pier	pir
pierce	pierce
piety	fromhet
pig	gris
pigeon	duva
piggy	nasse
piggyback	piggyback
pigheaded	envis
piglet	piglet
pigment	pigment
pigskin	svinsvål
pigsty	svinstia
pike	gädda
pile	lugg
piles	pålar
pileup	stapla
pilgrim	pilgrim
pilgrimage	pilgrimsfärd
pill	piller
pillage	plundring
pillar	pelare
pillbox	pillbox
pillow	kudde
pillowcase	örngott
pilot	pilot
pimp	hallick
pimple	finne
pin	stift
pinball	flipper
pinch	nypa
pinching	klämmande
pine	tall
pineapple	ananas
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	drev
pink	rosa
pinkie	lillfinger
pinnacle	höjdpunkt
pinot	pinot
pinpoint	precisera
pint	halvliter
pinto	pinto
pinup	utvikningsbrud
pioneer	pionjär
pious	from
pip	pip
pipe	rör
piped	piped
pipeline	rörledning
piper	piper
pipette	pipett
piping	rör
pipsqueak	pipsqueak
pique	såra
piracy	piratkopiering
piranha	piranha
pirate	pirat
piscina	NO TRANSLATION
piss	piss
pissed	förbannad
pissedoff	förbannad
pisser	NO TRANSLATION
pissesmeoff	gör mig förbannad
pissingmeoff	pissingmeoff
pissoff	dra åt helvete
pistachio	pistasch
pistol	pistol
piston	kolv
pit	grop
pita	pita
pitch	tonhöjd
pitcher	tillbringare
pitchfork	högaffel
pitfall	fälla
pith	märg
pithy	pithy
pitiful	ynklig
pitted	urkärnade
pitter	pitter
pituitary	hypofys
pity	medlidande
pivot	svänga
pivotal	svängbar
pix	pix
pixie	pixie
pizza	pizza
pizzazz	KRAFT
pizzeria	pizzeria
placard	plakat
place	plats
placebo	placebo
placement	placering
placenta	placenta
placid	lugn
placket	sprund
plagiarism	plagiat
plague	plåga
plaid	pläd
plain	enkel
plainclothes	civilklädda
plaintiff	kärande
plaintive	klagande
plan	planen
plane	plan
planes	plan
planet	planet
planetarium	planetarium
planetary	planet
planets	planeter
plank	planka
plankton	plankton
planned	planerad
planner	planerare
planning	planera
plant	växt
plantation	plantage
planter	planter
planting	plantering
plaque	plack
plasma	plasma
plaster	plåster
plastic	plast
plasticity	formbarhet
plat	plat
plate	tallrik
plateau	platå
plated	pläterade
platform	plattform
plating	plätering
platinum	platina
platonic	platonisk
platoon	pluton
platter	tallrik
plaudit	NO TRANSLATION
plausibility	rimlighet
plausible	rimlig
play	spela
playa	playa
playback	uppspelning
playbook	playbook
playboy	playboy
player	spelare
playful	lekfull
playground	lekplats
playhouse	lekstuga
playmate	lekkamrat
playoff	slutspel
playpen	lekhage
playroom	lekrum
plaything	leksak
playtime	speltid
playwright	dramatiker
plaza	torg
plea	grunden
plead	åberopa
pleasant	behaglig
pleased	nöjd
pleasing	behaglig
pleasurable	angenäm
pleasure	nöje
pleasures	nöjen
pleat	veck
pleated	veckade
pledge	lova
pledged	ställda
plenary	plenum
plentiful	rikligt
plenty	massor
plenum	plenarmöte
plethora	uppsjö
plexus	plexus
pliable	smidig
plication	komplikation
pliers	tång
plight	svår situation
plinth	plint
plodding	knogande
plop	plopp
plot	komplott
plough	plog
ploughed	plöjd
plover	pipare
plow	plog
plowed	plöjd
plowing	plöjning
ploy	trick
pluck	plocka
plucky	modig
plug	plugg
plum	plommon
plumage	fjäderdräkt
plumb	lod
plumber	rörmokare
plumbing	VVS
plume	plym
plummet	lod
plump	knubbig
plumper	fylligare
plunder	plundra
plunge	doppa
plunger	kolven
plural	flertal
plurality	mångfald
plush	plysch
plutonium	plutonium
ply	lager
plywood	plywood
pneumatic	pneumatisk
pneumonia	lunginflammation
poacher	tjuvskytt
poachers	tjuvskyttar
poaching	tjuvjakt
pocket	ficka
pocketbook	plånbok
pocketful	pocketful
pod	NO TRANSLATION
podium	podium
poem	dikt
poems	dikter
poet	poet
poetic	poetisk
poetical	poetisk
poetics	poetics
poetry	poesi
pogo	Pogo
poignant	gripande
point	punkt
pointedly	tillspetsat
pointer	pekare
pointless	meningslös
pointy	spetsig
poise	balans
poison	förgifta
poisoned	förgiftad
poisoning	förgiftning
poisonous	giftig
poke	peta
poker	poker
pokes	petar
polar	polär
polarity	polaritet
pole	Pol
polemic	polemisk
police	polis
police officer	polis
policeman	polis
policewoman	poliskvinna
policy	politik
polio	polio
polish	putsa
polished	polerad
polite	artig
politeness	artighet
politic	klok
political	politisk
politician	politiker
politics	politik
polity	polity
polka	polka
poll	opinionsundersökning
pollen	pollen
polling	polling
pollute	förorena
pollution	förorening
polo	polo
poltergeist	poltergeist
polyester	polyester
polygamy	polygami
polygon	polygon
polygonal	polygonal
polygraph	polygraf
polymer	polymer
polymorphism	polymorfism
pomp	pomp
pompous	pompös
poncho	poncho
pond	damm
ponder	fundera
ponderous	tung
pong	pong
pontiff	påve
pontificate	docera
pontoon	ponton
pony	ponny
ponytail	hästsvans
pooch	pooch
poodle	pudel
poof	poof
pool	slå samman
poop	bajs
poor	fattig
poorly	dåligt
pop	pop-
popcorn	popcorn
pope	påve
popper	popper
poppy	vallmo
poppycock	struntprat
popsicle	isglass
popular	populär
popularity	popularitet
popularized	populariserade
population	befolkning
populous	folkrik
porcelain	porslin
porch	veranda
porcupine	piggsvin
pore	por
pork	fläsk
porker	gödsvin
porky	porky
porn	porr
porno	porr
pornographic	pornografisk
pornography	pornografi
porosity	porositet
porous	porös
porridge	gröt
port	hamn
portable	bärbar
portage	porte
portal	portal
porter	porter
porterhouse	porter
portfolio	portfölj
porthole	porthål
portico	portik
portion	del
portrait	porträtt
portraiture	porträtte
portray	porträttera
pose	pose
poser	NO TRANSLATION
posh	flott
posited	förutsatta
position	placera
positioning	positionering
positive	positiv
positiveenergy	NO TRANSLATION
positively	positivt
positivity	positivitet
posse	posse
possess	besitter
possessed	besatt
possessing	besitter
possession	besittning
possessive	possessiv
possessor	innehavare
possibility	möjlighet
possible	möjlig
possibly	eventuellt
possum	pungråtta
post	posta
postage	porto
postal	post
postcard	vykort
poster	affisch
posterior	bakdel
posterity	efter
posthumous	postum
postman	brevbärare
postmortem	obduktion
postpone	skjuta upp
postponed	uppskjutas
postponement	senareläggning
postscript	postskriptum
postulate	postulat
posture	hållning
pot	pott
potable	drickbar
potassium	kalium
potato	potatis
potatoes	potatisar
potency	potens
potent	stark
potential	potential
pothead	pothead
pothole	potthål
potion	trolldryck
potluck	husmanskost
potpourri	potpurri
potted	inlagd
potter	krukmakare
pottery	krukmakeri
potty	potta
pouch	påse
poultry	fjäderfän
pounce	kasta
pound	pund
pounding	bultande
pour	NO TRANSLATION
pout	pout
pouting	truta
pouty	pouty
poverty	fattigdom
pow	pow
powder	pulver
powdered	pulveriserad
powdery	pulver-
power	kraft
powerful	kraftfull
powerfully	kraftigt
powerhouse	kraftverk
powerless	maktlös
powwow	powwow
pox	vattenkoppor
practicable	praktiskt möjligt
practical	praktisk
practically	praktiskt taget
practice	öva
practiced	tränad
practise	öva
practitioner	praktiker
pragmatic	pragmatisk
prairie	prärie
praise	beröm
praised	berömde
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	lov
praiseworthy	beröm
praising	prisa
prance	dansa
prank	upptåg
prawn	räka
praxis	praktik
pray	be
prayer	bön
prayforme	be för mig
praying	bön-
praying mantis	bönsyrsa
preach	predika
preacher	predikant
preaching	förkunnelse
preamble	inledning
precarious	osäker
precaution	försiktighetsåtgärd
precautionary	försiktighets
precede	föregå
precedence	företräde
precedent	prejudikat
preceding	föregående
precept	föreskrift
preceptor	preceptor
precession	precession
precinct	polisdistrikt
precincts	precincts
precious	dyrbar
precipice	stup
precipitate	fällning
precipitation	utfällning
precipitous	brant
precise	exakt
precisely	exakt
precision	precision
preclude	hindra
precocious	brådmogen
precursor	prekursor
predator	rovdjur
predatory	predatory
predecessor	företrädare
predicament	predika
predicate	predikat
predict	förutse
predictable	förutsägbar
predicting	förutsäga
prediction	förutsägelse
predictive	prediktiva
predictor	prediktor
predilection	förkärlek
predispose	predisponera
predisposed	predisponerade
predisposition	anlag
predominance	övervikt
predominant	dominerande
predominate	dominera
preeminent	preeminent
preemption	förköpsrätt
preemptive	förebyggande
preface	förord
prefect	prefekt
prefer	föredra
preferable	bättre
preference	preferens
preferential	preferentiell
prefix	prefix
pregnancy	graviditet
pregnant	gravid
prehistoric	förhistorisk
prejudice	fördomar
prejudiced	fördomsfull
prejudicial	skadlig
prelim	prelim
preliminary	preliminära
prelude	förspel
premarital	föräktenskaplig
premature	för tidig
prematurely	förtid
premed	premed
premeditated	uppsåtlig
premier	premiärminister
premiere	premiär
premise	premiss
premises	lokal
premium	premie
premonition	förvarning
prenatal	prenatal
prenuptial	prenuptial
preoccupation	upptagenhet
preoccupied	upptagen
prep	prep
preparation	förberedelse
preparatory	förberedande
prepare	förbereda
prepared	beredd
preparedness	beredskap
preparer	beredare
preparing	framställning
preponderance	övervikt
preposterous	orimlig
