Word	az
library	kitabxana
libretto	libretto
lice	bitki
license	lisenziya
lichen	liken
lick	yalamaq
licorice	maya
lid	qapaq
lie	yalan
liege	ləqəb
lien	cəzalandırmaq
lieu	əvəzinə
lieutenant	leytenant
life	həyat
lifeblood	can damarı
lifeboat	qayçı
lifeguard	xilasetmə
lifeisgood	həyat yaxşıdır
lifeless	cansız
lifelike	həyatı
lifeline	ömür boyu
lifelong	ömür boyu
lifer	lifer
lifesaver	həyat qurtarıcı
lifestyle	həyat tərzi
lifesucks	lifesucks
lifetime	ömür boyu
lift	lift
lifted	qaldırdı
liftoff	ləğv
ligament	ligament
ligation	ligation
ligature	ligature
light	işıq
light year	işıq ili
lightbulb	lampa
lighten	işıqlandırmaq
lightheaded	işıqlı
lighthouse	fənər
lighting	işıqlandırma
lightness	yüngüllük
lightning	şimşək
lights	işıqlar
lightweight	yüngül
likable	xoşagəlməz
like	kimi
likelihood	ehtimal
likely	ehtimal
likeness	bənzərlik
likewise	Eyni şəkildə
liking	sevgilim
lilac	lilac
lily	zanbaq
limb	əlamət
limber	limber
limbo	limbo
lime	əhəng
limelight	diqqət mərkəzindədir
limestone	əhəngdaşı
limey	limey
limit	limit
limitation	məhdudlaşdırma
limited	məhduddur
limitless	sonsuzdur
limo	limo
limousine	limuzin
limp	kədərlənmək
lin	lin
line	line
lineage	soyundu
lineal	lineal
linear	xətti
linebacker	linebacker
lined	astarlı
linen	kətan
liner	liner
lines	xətləri
lineup	lineup
linger	dayandırmaq
lingerie	lingerie
lingering	qalıcı
lingo	lingo
lingual	lingual
linguini	linguini
linguist	dilçi
linguistic	Dilçilik
linguistics	dilçilik
lining	astarlı
link	link
linoleum	linolyum
lint	lint
lion	aslan
lip	dodaq
liposuction	liposuction
lipstick	pomada
liquefaction	sıxılma
liquefied	sıxılmışdır
liqueur	likör
liquid	maye
liquidate	ləğv et
liquidation	ləğvetmə
liquidator	ləğvetçi
liquidity	likvidlik
liquor	içki
lira	NO TRANSLATION
lisp	lisp
list	siyahı
listen	dinləmək
listener	dinləyici
listenting	NO TRANSLATION
listing	siyahı
listless	siyahsız
listneing	NO TRANSLATION
litany	litany
liter	litr
literacy	savadlılıq
literal	hərfi
literally	eynən
literary	ədəbiyyat
literature	ədəbiyyat
lithe	yandırın
lithium	lityum
lithograph	litoqraf
lithography	litoqrafiya
lithology	litoloji
lithosphere	litosfer
litigant	iddiaçı
litigate	mühakimə et
litigation	məhkəmə prosesi
litigator	mühakiməçi
litigious	mühakimə
litter	zibil
little	az
littlethings	kiçik şeylər
littoral	sahil
liturgy	lətifə
live	yaşamaq
livelife	həyatı yaşa
livelihood	dolanışıq
lively	canlı
liven	canlılıq
liver	qaraciyər
livery	lövhə
livestock	mal-qara
livid	livid
living	yaşamaq
lizard	kərtənkələ
llama	llama
lml	lml
load	yüklə
loader	yükləyici
loaf	loaf
loafer	loafer
loam	çınqıl
loan	kredit
loath	nifrət
loathe	nifrət
loathful	nifrət edir
loathing	nifrət
loathsome	ləzzətli
lobby	lobbi
lobbyist	lobbiist
lobe	lob
lobotomy	lobotomiya
lobster	lobster
local	yerli
locale	yerli
locality	yerlik
localization	lokalizasiya
localize	lokallaşdırmaq
localized	lokallaşdırılmışdır
locate	tapın
location	yer
locator	axtarış
loch	loch
lock	bağlamaq
locker	soyunma maşını
locket	gödəkcə
locksmith	çilingir
lockup	bağlamaq
loco	loko
locomotion	lokomotiv
locomotive	lokomotiv
locust	çəyirtkə
lode	NO TRANSLATION
lodge	lodge
lodger	lodger
lodging	lojman
loft	çəllək
lofty	yüksək
log	giriş
logarithm	logarithm
logarithmic	logarithmic
logic	məntiq
logical	məntiqi
logistics	lojistik
logo	logo
logotype	logotip
loin	NO TRANSLATION
lollipop	lolipop
lone	yalnız
loneliness	təklik
lonely	yalnız
loner	Tənha
lonesome	təksiz
long	Uzun müddətdir
longboat	uzun boat
longevity	Uzunömürlülük
longing	həsrət
longitude	boylam
longitudinal	uzunluqlu
longitudinally	uzunlamasına olaraq
longtime	uzun müddətdir
loo	loo
look	Baxın
looker	gözətçi
lookout	gözetleme
loom	döngə
looming	möhkəmlənir
loon	loon
loony	loony
loop	loop
loophole	boşluq
loopy	loopy
loose	boş
loosen	gevşetin
loosening	güzəşt
loot	qənimət
lop	lop
lopsided	lopsided
lord	lord
lords	lordlar
lordship	lordship
lore	lore
lorry	Yük maşını
lose	itirmək
loser	itirən
losing	itirmək
loss	zərər
lost	itirdi
lot	çoxdur
lotion	losyon
lots	çoxlu
lottery	lotereya
lotto	loto
lotus	lotus
loud	yüksək səslə
loudly	ucadan
loudmouth	loudmouth
loudness	səssizlik
loudspeaker	hoparlör
lounge	salon
lounging	lounging
louse	nərd
lousy	pis
lovable	sevimli
love	sevgi
loved	sevdi
lovee	sevgi
loveee	sevgilim
loveless	sevgilim
lovelife	NO TRANSLATION
loveliness	sevgililik
lovelovelove	NO TRANSLATION
lovely	sevimli
lovemaking	lovemaking
lovemylife	həyatımı sevirəm
lover	sevgilisi
lovesick	sevgilim
lovethis	bunu sev
loving	sevən
lovinglife	sevgilisi
lovinlife	lovinlife
low	aşağı
lowdown	aşağı
lower	aşağı
lowering	aşağı salmaq
lowest	ən aşağı
lowlands	dağlıq yerlər
lowlife	aşağı həyat
lowly	aşağı
lox	lox
loyal	sadiq
loyalty	sadiqlik
lsd	lsd
luau	luau
lube	yağı
lubricant	yağı
lubricate	yağlamaq
lubrication	yağlama
lucid	aydındır
luck	uğurlar
luckiest	ən xoşbəxt
lucky	şanslı
luckygirl	luckygirl
lucrative	gəlirli
ludicrous	gülməli
lug	lug
luggage	baqaj
lukewarm	ilıq
lull	sükunət
lullaby	lullaby
lumbar	lumbar
lumber	lumber
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	parlaq
lump	lump
lumpy	qələm
lunacy	lanet
lunar	ay
lunatic	lunatic
lunch	nahar
lunchbox	lunchbox
luncheon	lançon
lunchtime	lunchtime
lung	ağciyər
lunge	lunge
lungs	ağciyərlər
lurch	itkin
lure	cazibə
lurid	lurid
lurk	pusqu
lurking	gizlənir
luscious	şirin
lush	gurultulu
lust	şəhvət
luster	parıltı
lustful	lənətləmək
lustrous	parıltılı
lusty	lüks
lute	lute
luxuriant	dəbdəbəli
luxurious	lüks
luxury	dəbdəbəli
lycra	lycra
lye	lye
lying	yalançı
lymph	limfa
lymphatic	lenfatik
lymphoma	lenfoma
lynch	linç
lynching	lynching
lynx	lynx
lyre	lyre
lyric	lirik
lyrical	lirik
lyrics	sözlər
macadamia	macadamia
macarena	macarena
macaroni	makaron
mace	mace
mach	mach
machete	machete
machine	maşın
machinery	maşınlar
machinist	maşinist
macho	maço
mackerel	qəlyanaltı
macro	makro
mad	deli
madam	madam
madame	madame
madden	maddenin
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	madman
madness	dəlilik
maestro	maestro
mafia	mafiya
magazine	jurnal
mage	mage
magenta	magenta
maggot	cücərmək
magic	sehrli
magical	sehrli
magician	sehrbazdır
magistrate	magistratura
magma	magma
magna	magna
magnate	Məqsəd
magnesium	maqnezium
magnet	maqnit
magnetic	maqnetik
magnetism	maqnetizm
magnetite	maqnetit
magnification	büyütme
magnificence	möhtəşəmlik
magnificent	möhtəşəm
magnifier	böyüdücü
magnify	böyütmək
magnifying	böyütmək
magnitude	böyüklük
magnolia	maqnoliya
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	qulluqçu
maiden	qızı
mail	poçt
mailbox	poçt qutusu
mailing	poçt
mailman	mailman
maim	NO TRANSLATION
main	ana
mainframe	anaframe
mainland	materik
mainstay	Əsas
mainstream	əsas xətt
maintain	qorumaq
maintenance	baxım
majestic	görkəmli
majesty	möhtəşəmlik
major	böyük
majority	əksəriyyət
make	etmək
makeover	makiyaj
maker	istehsalçı
makeshift	müvəqqəti
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	makiyaj
makingdisciples	NO TRANSLATION
malady	xəstəlik
malaise	malaise
malaria	malyariya
malarkey	malarkey
male	kişi
malevolent	zalım
malfeasance	malfeasance
malformation	malformasiya
malfunction	arızalı
malice	NO TRANSLATION
malicious	zərərli
malign	malign
malignancy	malignite
malignant	malign
maligned	maligned
mall	alışveriş merkezi
malleable	canlandırılabilir
mallet	mallet
malnutrition	qidalanma
malpractice	malpractice
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	memeli
mammoth	mamont
mammy	Mammy
man	insan
manage	idarə et
manageable	yönetilebilir
management	idarə edilməsi
manager	menecer
managerial	idarəetmə
mandamus	mandamus
mandarin	mandarin
mandate	mandatı
mandatory	məcburi
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	manevr
maneuvering	manevr
mange	NO TRANSLATION
manger	manger
mangle	mangle
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	lövhə
manhood	kişilik
manhunt	manhunt
mania	mani
maniac	manikür
maniacal	maniakal
manic	manik
manicure	manikür
manicurist	manikurist
manifest	manifest
manifestation	təzahürüdür
manifested	göstərdi
manifestly	açıqca
manifesto	manifesti
manifold	cürbəcür
manipulate	manipulyasiya
manipulation	manipulyasiya
manipulative	manipulyasiya
mankind	insanlıq
manly	manly
manna	manna
manned	insanlı
mannequin	maneken
manner	qaydası
mannered	hörmətli
manners	davranışlar
manor	manor
manpower	işçi qüvvəsi
mansion	köşk
mansions	evlər
manslaughter	adam öldürmə
mantel	mantel
mantis	mantis
mantle	mantiya
mantra	mantra
manual	dərslik
manufacture	istehsal
manufacturer	istehsalçı
manufacturing	istehsal
manure	gübrə
manuscript	əlyazma
map	xəritədə
maple	ağcaqayın
mar	mar
marathon	marafon
marble	mərmər
marbled	məcbur
marbles	mərmərlər
march	mart
mare	NO TRANSLATION
margarine	marqarin
margarita	marqarita
margin	margin
marginal	marginal
mariachi	mariachi
marijuana	esrar
marinara	marinara
marine	dəniz
mariner	mariner
marital	evlilik
maritime	dəniz
mark	marka
marked	qeyd
marker	marker
market	bazar
marketable	satılabilir
marketing	marketinq
marketplace	bazarda
marks	işarələri
marksman	marksman
marksmanship	marksmanship
marl	marl
marmalade	marmelad
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	məğlub oldu
marriage	evlilik
married	evli
marrow	ilik
marry	evlənmək
marsh	marş
marshal	marşal
marshmallow	marshmallow
mart	mart
martial	döyüş
martingale	martingale
martini	martini
martyr	şəhid
martyrdom	şəhidlik
marvel	möcüzə
marvellous	möhtəşəm
marvelous	möhtəşəm
marvelously	təəccüblə
marzipan	NO TRANSLATION
mascara	maska
mascot	maskot
masculine	erkək
masculinity	kişilik
mash	mash
mashed	püresi
mask	maska
masked	maskalı
masks	maskalar
masochism	masochism
masochist	masochist
mason	mason
masquerade	maskarad
mass	kütlə
massacre	qırğın
massage	masaj
masses	kütlələri
masseur	maska
masseuse	masajçı
massive	kütləvi
mast	mast
master	usta
masterful	usta
mastermind	mastermind
masterpiece	şah əsəri
mastery	sənətkarlıq
masturbate	masturbating
masturbation	mastürbasyon
mat	mat
matador	matador
match	matç
matchbook	oyun kitabı
matching	eşleme
matchmaker	çarx
mate	dostum
material	material
materialism	materializm
materialist	materialist
materialistic	materialist
materiality	əhəmiyyətlilik
materialize	materializasiya
materially	maddi cəhətdən
materials	materiallar
materiel	materialı
maternal	maternal
maternity	analıq
math	riyaziyyat
mathematical	riyazi
mathematician	riyaziyyatçı
mathematics	riyaziyyat
matinee	lütfən
mating	çiftleşme
matriculation	mükəmməllik
matrimony	evlilik
matrix	matris
matron	matron
matted	xırda
matter	məsələdir
matting	matting
mattress	döşək
maturation	olma
mature	qoca
maturity	yetkinlik
maudlin	maudlin
mausoleum	məqbərəsi
mauve	mauve
maverick	maverick
maxim	maxim
maximize	maksimize et
maximum	maksimum
may	bilər
mayday	mayday
mayflower	mayflower
mayhem	mayhem
mayonnaise	mayonez
mayor	bələdiyyə başçısı
maze	labirent
mead	mead
meadow	çayır
meager	azdır
meal	yemək
mean	deməkdir
meander	meander
meandering	sanki
meanie	meanie
meaning	məna
meaningful	mənalı
meaningless	mənasızdır
meanness	mənəviyyat
means	deməkdir
meantime	arada
measles	qızılca
measurable	ölçülə bilən
measure	tədbir
measured	ölçülmüşdür
measurement	ölçmə
measuring	ölçmə
measuring cup	ölçü fincanı
measuring tape	ölçü lentidir
meat	ət
meatball	köfte
meathead	ətli baş
meatloaf	ətotu
mechanic	mexanik
mechanical	mexaniki
mechanics	mexanika
mechanism	mexanizmi
med	NO TRANSLATION
medal	medal
medallion	medalyon
medallist	medalist
meddle	müdaxilə
meddling	müdaxilə
media	media
medial	medial
median	median
mediate	vasitəçilik edir
mediation	vasitəçilik
mediator	vasitəçi
medic	dərman
medical	tibbi
medicate	NO TRANSLATION
medication	dərmanlar
medicinal	dərman
medicine	tibb
medieval	orta əsr
mediocre	vasat
mediocrity	mediocrity
meditate	düşünün
meditating	meditasyon
meditation	meditasyon
meditative	meditative
mediterranean	Akdeniz
medium	orta
medley	medley
meek	meek
meet	görüşmək
meeting	yığıncaq
mega	mega
meh	meh
melancholic	melankolik
melancholy	melankoli
melee	melee
mellow	mellow
melodious	melodik
melodrama	melodrama
melodramatic	melodramatik
melody	melodiya
melon	qovun
melt	əridir
meltdown	ərimiş
melting	ərimə
member	üzv
membership	üzvlüyü
membrane	membran
memento	memento
memo	memo
memoir	memuar
memorabilia	memorabilia
memorable	yaddaqalan
memorandum	memorandum
memorial	xatirə
memorials	abidələr
memories	xatirələr
memoriesiwontforget	NO TRANSLATION
memorize	yadda saxla
memory	yaddaş
menace	təhlükə
menacing	təhlükə
menagerie	menagerie
mend	düzəldin
mending	təmir
menial	menial
meningitis	menenjit
meniscus	menisküs
menopause	Menopoz
menses	menses
menstrual	menstrual
mental	ağıl
mentalhealth	NO TRANSLATION
mentality	zehniyyət
menthol	mentol
mention	qeyd edin
mentor	mentor
menu	menyu
meow	meow
mercantile	ticari
mercenary	kirayəçi
merchandise	mallar
merchant	tacir
merciful	mərhəmətlidir
merciless	amansız
mercurial	mercurial
mercury	cıva
mercy	mərhəmət
mere	yalnız
merengue	merengue
merge	birləşmək
merger	birləşmə
meridian	meridian
meridional	meridional
meringue	meringue
merit	ləyaqət
meritorious	mükəmməl
mermaid	su pərisi
merriment	Xoşbəxtlik
merry	şən
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	meskaline
mesh	mesh
meshes	kafeslər
mesmerized	hörmətli
mess	qarışıqlıq
message	mesaj
messedup	NO TRANSLATION
messenger	messenger
messiah	Məsih
messy	messi
metabolic	metabolik
metabolism	metabolizm
metal	Metal
metallic	metal
metallurgy	metallurgiya
metamorphosis	metamorfoz
metaphor	məcaz
metaphorical	məcazi
metaphysical	metafizik
metaphysics	metafizika
metastasis	metastaz
meteor	meteor
meteoric	meteorik
meteorite	meteorit
meteorological	meteoroloji
meteorology	meteorologiya
meter	metr
meth	meth
methadone	metadon
methane	metan
methanol	metanol
method	üsulu
methodical	metodik
methodology	metodologiya
meticulous	titizdir
metime	metim
metric	metrik
metrical	metrik
metrology	metrologiya
metropolis	metropolis
metropolitan	Böyükşəhər
mettle	kədərləndi
mew	mew
mezzanine	mezzanine
mica	mika
mick	mick
micro	mikro
microbe	mikrob
microbiology	mikrobiologiya
microchip	mikroçip
microcosm	mikrokosm
microfilm	mikrofilm
microgram	mikroqram
micrometer	mikrometre
micron	mikron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskopik
microscopically	mikroskopik olaraq
microscopy	mikroskop
microwave	mikrodalğalı
mid	orta
midair	midair
midday	günorta
middle	orta
middleman	vasitəçi
middleweight	orta çəki
midget	midget
midland	Midland
midlife	midlife
midline	orta xətt
midnight	gecə yarısı
midshipman	məcburi köçkün
midst	ortada
midsummer	yaz ayları
midterm	orta hesabla
midtown	midtown
midway	ortada
midwife	mama
midwifery	mama
mien	NO TRANSLATION
miffed	miffed
mighty	qüdrətli
mignon	mignon
migraine	migren
migrate	köçmək
migration	miqrasiya
migratory	məcburi
mike	mike
mil	NO TRANSLATION
mild	yumşaq
mildew	küf
mildness	yumşaqlıq
mile	mil
mileage	mileage
milestone	milestone
militant	xadim
militants	xadimlər
military	hərbi
militia	milis
milk	süd
milkman	südçü
milkshake	milkshake
milky	sütlü
mill	dəyirman
millennium	minillik
milligram	milligram
millimeter	millimetr
million	milyon
millionaire	milyonçu
millionth	milyonuncu
millstone	dəyirman daş
mime	mime
mimic	mimik
mimicking	təqlid
mimicry	mimika
mince	ət
mincemeat	mincemeat
mind	ağıl
minded	fikirli
mindful	zehinli
mindfulness	zehinlilik
mindless	ağılsız
mine	Mina
minefield	mayın sahəsi
miner	mədənçi
mineral	mineral
mineralogy	mineralogiya
mingle	qarışmaq
mingled	qarışdılar
mini	mini
miniature	miniatür
minibus	mikroavtobus
minim	NO TRANSLATION
minimal	minimal
minimize	minimuma endirmək
minimized	minimuma endirildi
minimum	minimum
mining	mədənçilik
minion	minion
minister	nazir
ministerial	nazirlər
ministry	nazirlik
minivan	minivan
mink	mink
minnow	minnow
minor	kiçik
minority	azlıq
minstrel	minstrel
mint	nanə
minty	nənə
minuscule	minuscule
minute	dəqiqə
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	möcüzə
miracles	möcüzələr
miraculous	möcüzəvi
mirage	mirage
mire	NO TRANSLATION
mirror	ayna
mirth	mirth
misappropriation	mənimsəmə
misbehave	yanlış davranmaq
misbehavior	səhv davranış
miscalculation	yanlış hesablama
miscarriage	aşağı
miscellaneous	müxtəlifdir
miscellany	fərqli
mischief	fitnə
mischievous	qəzəbli
misconception	yanlış fikir
misconduct	pis davranış
misdemeanor	misdemeanor
misdirection	yanlış yönləndirmə
miser	qəzəbləndi
miserable	qəzəbli
miserably	təəssüflə
misery	qəzəblənmə
misfire	təkəbbür
misfit	yanlışlıq
misfortune	bədbəxtlik
misguided	səhvən
mishap	mishap
misinformed	yanlış məlumat
misinterpretation	yanlış tərif
mislead	aldatmaq
misleading	aldadıcı
misled	aldadılmışdır
mismanagement	pis idarə
mismatch	uyğunsuzluq
mismatched	uyğunsuzluq
misnomer	səhvsiz
misplace	Səhv yer
misplaced	yanlışdır
misread	yanlış oxu
misrepresent	səhvdir
misrepresentation	səhv təqdimat
misrepresented	səhv göstərilmişdir
miss	darıxmaq
missile	raket
missiles	raketlər
missing	itkin
missingyou	NO TRANSLATION
mission	missiya
missionary	missioner
misspell	misspell
misstatement	səhv
missy	missy
mist	duman
mistake	səhv
mistaken	səhv
mister	mister
mistletoe	ökseotu
mistreated	pis rəftar etdi
mistress	xanım
mistrial	Müsəlman
mistrust	etibarsızdır
misty	sisli
misunderstand	yanlış anlama
misunderstanding	yanlış anlama
misunderstood	səhv başa düşülür
misuse	sui-istifadə
mite	mite
miter	miter
mitigate	azaldın
mitigating	yumşaltmaq
mitigation	azaldılması
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	qarışdırın
mixed	qarışıq
mixedemotions	qarışıqlıqlar
mixer	qarışdırıcı
mixture	qarışıq
mnemonic	mnemonic
moan	inilti
moat	həkk
mob	mob
mobile	mobil
mobility	hərəkətlilik
