Word	am
newness	አዲስነት
news	ዜና
newscast	ዜና
newscaster	newscaster
newsflash	ዜና
newsletter	ጋዜጣ
newsman	ጋዜጠኛ
newspaper	ጋዜጣ
newspaperman	ጋዜጠኛ
newsreel	ጋዜጠኛ
newsroom	የዜና ክፍል
newsstand	የዜና ማዕከል
newstart	አዲስ ጅምር
newt	አዲስ
newyear	አዲስ ዓመት
nexus	nexus
nib	nib
nibble	ነብር
nice	ጥሩ
niche	መስፈርት
nichts	NO TRANSLATION
nick	ቅኔ
nickel	ኒኬል
nickname	ቅጽል ስም
nicotine	ኒኮቲን
niece	እመቤት
nifty	ጥሩ
nigger	ነጋር
nigh	በቅርብ
night	ለሊት
nightcap	የምሽት ሽርሽር
nightclub	የምሽት ክለብ
nightfall	ማታ ላይ
nightgown	የዳንስ ልብስ
nightie	ምሽት
nightingale	ተኛ
nightlife	የምሽት ህይወት
nightly	ምሽት
nightmare	አስፈራሪ
nightmares	ቅዠቶች
nightstand	መደርደሪያ
nightstick	የምሽት ክበብ
nighttime	ምሽት
nihilism	ተውኔት
nil	ናይል
nimble	ጉልበት
nimrod	nimrod
nincompoop	nincompoop
nine	ዘጠኝ
nineteen	አስራ ዘጠኝ
ninety	ዘጠና
ninja	ninja
ninny	ninny
nintendo	ኒንቲዶው
ninth	ዘጠነኛ
nip	ኒፕ
nipper	ጫማ
nipple	ጫፉ
nippy	ጫወታ
nitrate	ኒትሬት
nitro	ናሮ
nitrogen	ናይትሮጅን
nitrous	ናይትሮስ
nitwit	ኒውዊት
nix	nix
no anticipation	ምንም ተስፋ የለም
no disgust	አትጨነቅ
no emotion	ምንም ስሜት አይኖርም
no sentiment	ምንም ስሜት አይሰማውም
no surprise	ምንም አያስገርምም
no trust	አያመንም
nobility	መኳንንት
noble	ክቡር
nobleman	መኳንንት
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	በምሽት አልነበረም
nod	ደረሰ
nodding	መራገፍ
node	ኖው
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	ጥቁር
noise	ጫጫታ
noisy	ጩኸት
nomad	ዘላን
nomadic	የዘላንነት
nomenclature	እጩ ዝርዝር
nominal	መጠሪያ
nominate	ይመከራል
nomination	እጩነት
nominee	ተመራጭ
nonce	አይደለም
nonchalant	ያልባረከ
noncompliance	አለመታዘዝ
nondescript	nondescript
nonexistent	የለም
nonfat	አልጋ ያልሆነ
nonfiction	ልቦለድ ያልሆነ
nonpayment	ያልተከፈለው ክፍያ
nonresident	ነዋሪ ያልሆነ
nonsense	ትርጉምና ያልሆነ
nonsensical	ትርጉም የማይሰጥ
nonviolent	ሰላማዊ ነው
noob	ኦህ
noodle	ፓስታ
nook	ጥምር
noon	እራት
noose	ኖኢስ
nopoint	ቀጠለ
noregrets	NO TRANSLATION
norm	መደበኛ
normal	የተለመደው
normalcy	ጤናማ
normality	መደበኛነት
north	ሰሜን
northbound	ወደ ሰሜን አቅጣጫ
northeast	ሰሜን ምስራቅ
northern	ሰሜን
northwest	ሰሜን ምእራብ
northwestern	ሰሜን ምዕራብ
noschool	NO TRANSLATION
nose	አፍንጫ
nosebleed	አፍንጫ
nosey	አደገኛ
nosnow	ለማወቅ
nostalgia	አዝናኝ
nostalgic	ስሜት ቀስቃሽ
nostress	NO TRANSLATION
nostril	የአፍንጫ ቀውስ
nosun	NO TRANSLATION
nosy	አደገኛ
not negative	አሉታዊ አይደለም
not positive	አዎንታዊ አይደለም
notable	የሚታወቅ
notables	ታዋቂዎች
notably	በተለይም
notamorningperson	NO TRANSLATION
notary	ማስታወሻ
notation	ቅርጸት
notch	ቅርጫት
notched	የተቀረጸ
note	ማስታወሻ
notebook	ማስታወሻ ደብተር
noted	ታውቋል
noteworthy	ትኩረት የሚስብ
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ምንም ነገር የለም
notice	ማስታወቂያ
noticeable	ሊታወቅ የሚችል
notification	ማሳወቂያ
notify	አሳውቅ
notion	አመለካከት
notional	አስተሳሰብ
notoriety	ታዋቂነት
notorious	ታዋቂ
notready	አይደለም
notwithstanding	ቢሆንም
nought	ጉድለት
noun	ስም
nourish	አመጋገብ
nourishment	ምግብ
nouveau	NO TRANSLATION
novel	ልብ ወለድ
novelist	አርቲስት
novelty	አዲስ ነገር
novice	ጀማሪ
nowadays	ዛሬ
nowork	ሥራ የለም
noworries	ምንም አይደለም
noxious	ጎጂ
nozzle	ቀዶ ጥገና
nuance	ልዩነት
nuances	ልዩነት
nuclear	የኑክሌር
nucleus	ኒውክሊየስ
nude	እርቃን
nudge	ገፋ አድርግ
nudie	እርቃን
nudist	እርቃን
nudity	እርቃንነት
nugget	ክፋይ
nuisance	አስደንጋጭ ነገር
nuke	ኒኮ
nul	NO TRANSLATION
null	null
nullify	ማረም
numb	ደነዘዘ
number	ቁጥር
numbering	ቁጥር መስጠት
numbers	ቁጥሮች
numbness	መከሰት
numbskull	ድምር
numeral	ቁጥር
numerator	መቁጠሪያ
numerical	ቁጥራዊ
numerically	በቁጥር
numerous	ብዙ
nun	NO TRANSLATION
nunchucks	nunchuks
nunnery	መነክራት
nuptials	ማገጃዎች
nurse	ነርስ
nursemaid	ሞግዚት
nursery	መዋዕለ ሕፃናት
nursing	ሞግዚት
nurture	መንከባከብ
nut	ዱቄት
nutcase	የሆድ መንጋ
nutcracker	nutcracker
nuthouse	nuthouse
nutmeg	የአልሜግድ
nutrition	ምግብ
nutritional	ምግብ ነዉ
nutritious	ገንቢ
nutritive	ገንቢ
nuts	ፍሬዎች
nutshell	አጭሩ
nutty	ቡቲክ
nylon	ናይለን
nylong	NO TRANSLATION
nylons	ናይለንስ
nymph	ጉልበት
nymphomaniac	nymphomaniac
oaf	ኦፍ
oak	ኦክ
oar	ኦር
oasis	ኦስፔስ
oat	ኦታ
oath	መሐላ
oatmeal	ኦካሚ
obedience	መታዘዝ
obedient	ታዛዥ
obediently	በታዛዥነት
obelisk	ሐውልት
obese	ከመጠን በላይ ወፍራም
obesity	ከመጠን በላይ ወፍራም
obey	ታዘዙ
obi	obi
obit	ተሸሸገ
obituary	ታካሚ
object	ነገር
objection	ተቃውሞ
objectionable	የሚቃወሙ
objective	ዓላማዊ
objectivity	እኩልነት
obligation	ግዴታ
obligatory	ግዴታ
oblige	ግዴታ
obliged	ግዴታ
obliging	ግዴታ
obligor	ግዴታ
oblique	oblique
obliterate	አጥፋ
obliterated	ተደምስሷል
obliteration	ለማጥፋት
oblivion	ተረሳ
oblivious	አጥባቂ
oblong	ዘውድ
obnoxious	ወራሪዎች
oboe	ዋቢ
obscene	ጸያፍ
obscenity	አስጸያፊ ነገር
obscure	ድብቅ
obscured	የተደበቀ
obscurity	ድብቅ
observance	አክባሪነት
observant	ታዛቢ
observation	መከታተል
observatory	ተቆጣጣሪ
observe	ተከታትሏል
observer	ተቆጣጣሪ
observing	እየተመለከተ ነው
obsess	አስቂኝ
obsessed	ተሞልቷል
obsessing	አስጨናቂ
obsession	አስቂኝ
obsessive	አስቂኝ
obsolescence	ድብቅነት
obsolete	ጊዜ ያለፈበት
obstacle	እንቅፋት
obstetrician	የሆድ ባለሙያ
obstetrics	የልብ ሕመሞች
obstinate	ግትር
obstruct	አግድ
obstruction	መከልከል
obstructive	እንቅፋት
obtain	አግኝ
obtainable	ሊገኝ የሚችል
obtuse	መፈለጊያ
obverse	ከላይ
obvious	ግልጽ
ocarina	ኦርካርና
occasion	አጋጣሚ
occasional	አልፎ አልፎ
occasionally	አልፎ አልፎ
occipital	አስቂኝ ነገር
occlusion	ድብደባ
occult	መናፍስታዊ ድርጊት
occupancy	መያዣ
occupant	ተከራይ
occupation	ሥራ
occupational	ሙያ
occupied	ተይዟል
occupier	ተቆጣጣሪ
occupy	ተይዟል
occupying	የሚይዙ
occur	ተከሰተ
occurrence	ክስተት
ocd	ኦሲዲ
ocean	ውቅያኖስ
oceanic	የውቅያኖስ
octagon	ስምንት ጎን
octave	አስራስ
octopus	ኦፕሎፐስ
ocular	ስውር
odd	ያልተለመደ
oddball	እጩ ቦል
oddity	እንግዳ
odds	ልዩነት
ode	ode
odious	መጥፎ
odometer	ኦዶሜትር
odor	ሽታ
odyssey	odyssey
oedipal	ዑደት
oestrogen	ኤስትሮጅን
oeuvre	NO TRANSLATION
offal	መስዋዕት
offence	መሰናከል
offend	መሰናከል
offended	ተበሳጨ
offender	ወንጀለኛ
offense	መሰናከል
offensive	አስከፊ
offer	ማቅረብ
offered	ቀርቧል
offering	መስዋዕት
offhand	offhand
office	ቢሮ
officer	ፖሊስ
offices	ቢሮዎች
official	ባለስልጣን
officiate	መኮንን
offing	በማውጣት ላይ
offload	ማራገፍ
offset	ማካካሻ
offshoot	አጥፋ
offshore	የባህር ዳርቻ
offside	ጎራዴ
offspring	ዘሮች
oft	ፎራ
oftentimes	ብዙ ጊዜ
ogre	ጉረኛ
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	በፍፁም
ohshit	NO TRANSLATION
oil	ዘይት
oils	ዘይቶች
oily	ቅባት
oink	መስጠም
ointment	ቅባት
okra	okra
old	አሮጌ
olden	አሮጌ
older	የቆየ
oldie	አሮጌ
oldies	አሮጌዎች
olfactory	እፉኝት
oligarchy	ኦልጋርኪ
olive	ወይራ
omega	ኦሜጋ
omelet	ኦሜሌ
omen	እመቤት
omgomgomg	NO TRANSLATION
ominous	አስጸያፊ
omission	መተው
omit	መተው
omitted	ተዘሏል
omnibus	ኦቫኒየስ
omnipotence	ሁሉን ቻይ
omnipotent	ሁሉን ቻይ
omnipresent	በቦታው ተገኝቷል
omniscient	ሁሉን አዋቂ
onboard	ገብቷል ተሳፍሯል
oncologist	ኦንኮሎጂስት
oncology	ኦንኮሎጂ
oncoming	መጪ
one	አንድ
oneday	አንድ ቀን
onedge	አፋፋፍ ላይ
onelove	አንድ ፍቅር
oneness	አንድነት
onerous	ብርቱ
oneself	ራስን
ongoing	በመካሄድ ላይ ያለ
onion	ሽንኩርት
onset	ጀማሪ
onslaught	አስገድዶአል
onstage	መድረክ ላይ
ontology	ኦኖሎጂ
onus	ዩሱ
onward	ወደፊት
onyx	ኦኒክስ
oodles	ኦሞሌል
oomph	ኦሞፍ
ooze	አጥንት
oozing	እፉኝ
op	ኦፕሬቲንግ
opacity	ብርሃን-አልባነት
opal	ኦፓል
opaque	ሽቅብ
ope	ope
open	ክፈት
opener	ተጫዋች
opening	መክፈቻ
openly	በግልጽ
openness	ክፍት መሆን
opera	ኦፔራ
operate	ሥራ
operatic	ተቆጣጣሪ
operation	ቀዶ ጥገና
operational	ሥራ ላይ የዋለ
operations	ስራዎች
operative	ተፎካካሪ
operator	ኦፕሬተር
ophthalmic	ophthalmic
ophthalmologist	የዓይን ሐኪም
opiate	ሽጉጥ
opinion	አመለካከት
opinionated	ተመርቷል
opium	ቢፒየም
opponent	ተቃዋሚ
opportune	አመቺ
opportunism	ዕድል
opportunity	ዕድል
oppose	ተቃወመ
opposed	ተቃዋሚ
opposing	ተቃውሞ
opposite	ተቃራኒ
opposites	ተቃራኒዎች
opposition	ተቃዋሚ
oppress	መጨቆን
oppressed	ጭቆና
oppression	ጭቆና
oppressive	ጭቆና
oppressor	ጭቆና
ops	ኦፕስ
opt	መርጠህ
optic	መስታወት
optical	የጨረር
optics	ኦፕቲክስ
optimism	ብሩህ ተስፋ
optimist	ብሩህ ተስፋ
optimistic	ብሩህ አመለካከት
optimum	ምቹ
option	አማራጭ
optional	አማራጭ
optionally	እንደ አማራጭ
options	አማራጮች
optometrist	አይነቶሜትር
opulence	ጉልበት
opulent	ጉልበት
opus	ቀዳማዊ
oracle	oracle
oral	የቃል ትርጉም
orange	ብርቱካናማ
orange juice	ብርቱካን ጭማቂ
orangutan	ኦራንጉተን
oration	ቃል
orator	አስተናጋጅ
oratory	የመጸነስ
orb	orb
orbit	ኮርቢት
orbital	የጨረቃ አከባቢ
orbiting	የምሽግ አቅጣጫ
orbs	የዓይን ብቃቶች
orc	ኦር
orchard	የፍራፍሬ እርሻ
orchestra	ኦርኬስትራ
orchid	ኦርኪድ
ordained	የተሾመ
ordeal	የመከራ
order	ትእዛዝ
orderly	ሥርዓት ባለው
ordinance	ትእዛዝ
ordinary	የተለመደው
ordination	ሹመት
ordnance	ቅጣቱ
ore	ማዕድን
oregano	ኦሮጋኖ
organ	አካል
organic	ኦርጋኒክ
organism	ሥነ ሕይወት
organist	ኦርኪድ
organization	ድርጅት
organize	አደራጅ
organized	የተደራጁ
organizer	አደራጅ
orgasm	መድረክ
orgies	ኦርጋዎች
orgy	የንብ ቀፎ
orient	ምስራቅ
oriental	የምስራቃዊ
orientation	አቀማመጥን
orifice	ኦርፊናል
origami	ኦሪጅማ
origin	ምንጭ
original	ዋና
originality	ብቸኛነት
originate	የመጣው
origination	መነሻ
originator	መነሻ
ornament	ጌጣጌጥ
ornamental	ጌጣጌጥ
ornamentation	ጌጣጌጥ
ornamented	የተቀረጸ
ornate	ሽርሽር
ornery	ማረፊያ
orphan	የሙት ልጅ
orphanage	የሙት ልጅ
orphaned	የሙት ልጅ
orthodontist	የኦርቶዶንቲስት
orthodox	ኦርቶዶክስ
orthodoxy	ኦርቶዶክስ
orthogonal	orthogonal
orthopedic	ኦርቶፔዲክ
oscillate	ዞረ
oscillating	ተለዋዋጭ
oscillation	ሞገድ
oscillatory	ሞገድ
ostensible	ግልጽ ያልሆነ
ostensibly	በተዘዋዋሪ
ostentatious	እምቢተኛ
ostracized	ተገለሉ
ostrich	ሰጎን
other	ሌላ
otter	አተር
otto	otto
ottoman	ኦቶማን
ought	መ
ounce	ኦውንድ
oust	አባብ
outage	ብልሽት
outback	ድንበር ተሻጋሪ
outbid	ፍርፍ
outboard	ውጪ
outbreak	ወረርሽኝ
outburst	ብስጭት
outcast	ተገለለ
outcome	ውጤት
outcry	ጩኸት
outdated	ጊዜ ያለፈበት
outdo	ውጭ
outdoor	ውጪ
outdoors	ከቤት ውጪ
outer	ውጪ
outfit	ልብስ
outgoing	ወጪ
outgrow	ከልክ በላይ
outgrowth	ውጫዊ
outhouse	ከቤት ውጪ
outing	መውጣት
outlandish	ውጭ አገር
outlast	በሊቀ
outlaw	ሕገ-ወጥ
outlet	መሸጫ
outline	ንድፍ
outlines	መግለጫዎች
outlive	አስከሬን
outlook	አመለካከት
outlying	ወጣ ያለ
outnumber	ቁጥር ብዛ
outpatient	ተኛ ሆስፒታል
outpost	የጦር ሰፈሩ
outpouring	መፍሰስ
output	ውፅዓት
outrage	ቁጣ
outraged	በጣም የተናደደ
outrageous	አስደንጋጭ
outrank	ከልክ ያለፈ
outreach	መድረስ
outright	ወዲያውኑ
outrun	ወደ ውጭ መውጣት
outset	መነሻ
outsider	የሌላዉ ሰው
outskirts	የከተማ ዳርቻ
outsmart	ፈለጉ
outspoken	በግልጽ የተናገረው
outstanding	በጣም ጥሩ
outstretched	የተዘረፈ
outward	ውጪ
outwards	ወደ ውጪ
outweigh	ይበልጣል
outwit	አፉ
oval	ሞላላ
ovary	ኦቫሪ
ovate	ኦቫቴ
ovation	ድህነትን
oven	ምድጃ
overactive	ተደጋጋሚ
overall	በአጠቃላይ
overalls	ድምር
overbearing	መራመድ
overburden	በጣም ግዙፍ
overcast	ድብደባ
overcharged	ከመጠን በላይ
overcoat	መደረቢያ
overcome	ድል
overcoming	ማሸነፍ
overcrowded	የተጨናነቀ
overdo	ከመጠን በላይ
overdose	ከመጠን በላይ
overdrive	overdrive
overdue	ጊዜው ያለፈበት
overestimate	እጅግ ተጠያቂ
overestimated	እጅግ ተጠላልፏል
overflow	ሞልቷል
overflowing	ሞልቷል
overgrown	መቁሰል
overgrowth	ጭማሪ
overhanging	ተኳሽት
overhaul	ተሻሽሎ
overhead	በላይ
overhear	አለመሰማ
overheated	በጣም የገፋ
overjoyed	እጅግ በጣም ደስ ብሎኛል
overkill	ከመጠን በላይ
overlaid	የተሸፈነ
overlap	መደራረብ
overlapping	ተደራጅቶ
overlay	ተደራቢ
overload	ከመጠን በላይ
overlook	ቸልተኛ
overlord	የበላይ አለቃ
overlying	ሽቅብ
overpaid	ትርፍ ክፍያ
overpass	ወደ ላይ ተሻገረ
overplayed	ተጨምሯል
overpower	መትረፍ
overpowering	መትረፍ
overpriced	በጣም ትልቅ ዋጋ አለው
overprotective	ከልክ በላይ መከላከያ
overrated	ተጣራ
overreact	በጣም ያበሳጫል
override	ሻር
overriding	ማረም
overrule	ተቆጣጠሩ
overrun	ወረራ
oversee	ቁጥጥር
overseer	የበላይ ተመልካች
overshadow	ተጋድሎ
oversight	የበላይ ጠባቂ
oversized	የተራቀቀ
overslept	የተትረፈረፈ
overstate	ከልክ በላይ
overstock	ተጫን
overt	ከልክ በላይ
overtake	ይራቁ
overtaken	የተሸነፈ
overthemoon	NO TRANSLATION
overthinker	በላይ አጥፋ
overthinking	በሀሳብ መዋጥ
overthrow	ጎደፈ
overtime	ተጨማሪ ሰአት
overtired	በጣም ፈጣን
overture	መከበር
overturn	ይገለበጣል
overview	አጠቃላይ እይታ
overweight	ከመጠን በላይ ወፍራም
overwhelm	አሸንፈው
overwhelmed	ተጭነዋል
overwhelming	በጣም የሚያስደንቅ
overworked	ስራ አጥ ነው
overwrought	አልፏል
overzealous	ከልክ ያለፈ
owe	እዳ
owing	እዳ
owl	ጉጉት
owner	ባለቤት
ownership	ባለቤትነት
ox	በሬ
oxidation	ኦክሳይድ
oxide	ኦክሳይድ
oxygen	ኦክሲጅን
oxymoron	ኦክሞርሮን
oyster	ኦይስተር
ozone	ኦዞን
pace	ፍጥነት
pacemaker	pacemaker
pacific	ፓሲፊክ
pacified	ተረጋግጧል
pacifier	ፓሲፋይደር
pacifist	ፓሲፊዝ
pacify	አረጋጋ
pacing	መራመጃ
pack	እሽግ
package	እሽግ
packaging	ማሸጊያ
packer	አሻጊ
packet	እሽግ
pact	ስምምነት
pad	ጥንድ
padded	ድብድብ
padding	ድብዳብ
paddle	ፓድል
paddle boat	ጀልባ ጀልባ
paddock	paddock
paddy	ሩዝ
padlock	ቁልፎች
padre	NO TRANSLATION
paean	ፓያን
pagan	አረማዊ
paganism	አረማዊ እምነት
page	ገጽ
pageant	ገላጭ
pager	ፔጀር
pagination	ማህተሞች
paging	ፔጅ ማድረግ
pagoda	ፓጎዳ
pail	ወለል
pain	ሕመም
pained	አልቃ
painful	ከባድ
painfully	በጣም ሥቃይ
painkiller	የሕመም ማስታገሻ
painless	ሥቃይ የሌለበት
pains	ሥቃዮች
painstaking	ጥንቁቅ
paint	ቀለም
paintball	የቀለም ኳስ
paintbrush	የቀለም ብሩሽ
painted	የተቀረጸ
painter	ቀለም ቀለም
painting	ስዕል
pair	ጥንድ
paisley	ፒሸል
pajama	ፓጃማ
pajamas	የፓጃማዎች
pal	አባ
palace	ቤተመንግስት
palatable	የሚጣፍጥ
palate	አፍን
pale	አረንጓዴ
paleontology	ፓለኔቶሎጂ
palette	ቤተ-ስዕል
pall	ጮኸ
palladium	ፒላዲድ
pallet	እምብርት
palliative	መድልዎ
palm	ዘምባባ
palmer	ድንች
palomino	ፓልሚኖ
palpable	ሊታወቅ የሚችል
palpitations	ድግግሞሽ
palsy	ፓልሲ
paltry	ዝቅተኛ
pamper	ማሞገስ
pamphlet	በራሪ ወረቀት
pan	ድባብ
panacea	ፓናሳይ
panache	ድፋት
pancake	ፒንኩክ
pancakes	ፒንክኮች
pancreas	ፓንሴራ
panda	ፓንዳ
pandemic	ወረርሽኝ
pandemonium	ፓንደርሚነም
pane	ፓነል
panel	ፓነል
pang	NO TRANSLATION
panhandle	panhandle
panic	ጭንቀት
panicattack	NO TRANSLATION
panicked	ደነገጡ
panicking	ድብደባ
panicky	አስፈሪ
panier	NO TRANSLATION
panorama	ፓኖራማ
panoramic	ፓኖራሚክ
pansy	pansy
pant	ሱሪ
pantheon	ፓንተን
panther	panther
panties	ዝንጀሮዎች
pantomime	pantomime
pantry	ፓንደር
pants	ሱሪ
panty	panty
pantyhose	pantyose
pap	ፒ
papa	papa
papacy	ጳጳሳት
papal	NO TRANSLATION
papaya	ፓፓያ
paper	ወረቀት
paperback	የወረቀት ሽፋን
paperboy	ወረቀት ወታደር
paperweight	የወረቀት ክብደት
paperwork	የወረቀት ሥራ
paprika	ፔፕሪካ
papyrus	ፓፒረስ
par	NO TRANSLATION
parable	ምሳሌ
parabola	ፓራቦላ
parabolic	ፓራቦሊክ
parachute	ፓራሹት
parade	ሰልፍ
paradigm	ንድፍ
paradise	ገነት
paradox	አያዎ (ፓራዶክስ)
paradoxical	ፓራዶክስክ
paraffin	ፓራፊን
paragon	ገላጭ
paragraph	አንቀጽ
parakeet	ፓራቄ
paralegal	የሕግ ባለሙያ
parallax	parallax
parallel	ትይዩ
parallelism	ትይዩነት
paralysis	ሽባነት
paralyze	ሽባ
paralyzed	ሽባ
paramedic	ፓራሜዲክ
paramedics	የፓራሜዲክ ባለሙያዎች
