Word	ga
pantheon	pantheon
panther	panther
panties	panties
pantomime	pantomime
pantry	pantry
pants	pants
panty	panty
pantyhose	pantyhose
pap	pap
papa	papa
papacy	papacy
papal	NO TRANSLATION
papaya	papaya
paper	páipéar
paperback	aisíoc
paperboy	páipéar
paperweight	meáchan páipéar
paperwork	obair pháipéir
paprika	paprika
papyrus	papyrus
par	NO TRANSLATION
parable	parabal
parabola	parabola
parabolic	parabolic
parachute	paraisiúit
parade	paráid
paradigm	paradigm
paradise	Paradise
paradox	paradacsa
paradoxical	paradoxical
paraffin	paraifín
paragon	paragon
paragraph	alt
parakeet	parakeet
paralegal	paralegal
parallax	parallax
parallel	comhthreomhar
parallelism	comhthreomhar
paralysis	pairilis
paralyze	bualadh
paralyzed	pairilis
paramedic	paraiméiseach
paramedics	paraiméiteoirí
paramilitary	paraimilíoch
paramount	ríthábhachtach
paranoia	paranoia
paranoid	paranoid
paranormal	paranormal
parapet	parapet
paraphernalia	paraphernalia
paraphrase	athshuíomh
paraplegic	paraplegic
parasite	parasite
parasitic	seadánacha
parasol	parasol
parcel	dáileacht
parcels	dáileachtaí
parched	breacaite
parchment	pár
pardon	pardon
pare	NO TRANSLATION
parenchyma	parenchyma
parent	tuismitheoir
parentage	tuismitheoir
parental	tuismitheoir
parenthesis	NO TRANSLATION
parenthetical	tuismitheora
parenthood	tuismitheoireacht
parenting	tuismitheoireachta
pariah	pariah
parietal	parietal
paring	paring
parish	paróiste
parity	comhionannas
park	páirc
parka	paróiste
parking	páirceála
parkinsons	páircíní
parlance	caint
parlay	parlay
parliament	Pharlaimint
parliamentary	parlaiminte
parlor	parlor
parmesan	parmesan
parody	parody
parole	parole
parquet	iontlaise
parrot	parrot
parry	parry
parse	parse
parsimonious	parsimonious
parsimony	parsimony
parsley	peirsil
parson	pearsanra
part	cuid
partake	páirt a ghlacadh
partial	páirteach
partiality	páirteach
partially	go páirteach
participant	rannpháirtí
participate	páirt a ghlacadh
participation	rannpháirtíocht
particle	cáithnín
particular	go háirithe
particularity	sainiúlacht
particulars	sonraí
parting	ag scaradh
partisan	páirtí
partisanship	rannpháirtíocht
partition	deighilt
partly	i bpáirt
partner	comhpháirtí
partnership	comhpháirtíocht
partridge	leite
parts	páirteanna
party	páirtí
pas	NO TRANSLATION
pass	pas
passable	inacmhainne
passage	pasáiste
passageway	pasáiste
passe	NO TRANSLATION
passenger	paisinéir
passim	NO TRANSLATION
passing	ag rith
passion	paisean
passionate	paiseanta
passive	éighníomhach
passivity	pasiveacht
passkey	passkey
passport	pas
password	pasfhocal
past	caite
pasta	pasta
paste	greamaigh
pastel	pastel
pastime	caitheamh aimsire
pastor	sagart
pastrami	pastrami
pastry	taosráin
pasture	féarach
pasty	bréagach
pat	Pádraig
patch	paiste
patchwork	paiste
pate	bualadh
patella	patella
patent	paitinn
patented	paitinnithe
paternal	paternal
paternity	atharthachta
path	cosán
pathetic	pathetic
pathological	paiteolaíoch
pathologist	paiteolaí
pathology	paiteolaíocht
pathos	NO TRANSLATION
pathway	cosán
patience	foighne
patient	othar
patio	patio
patriarch	patriarch
patriarchal	patriarchal
patrimony	patrimony
patriot	tírghrá
patriotic	tírghrá
patriotism	tírghrá
patrol	patróil
patrolman	patróil
patron	pátrún
patronage	pátrúnacht
patronising	patronizing
patronize	patronize
patronizing	patronizing
patter	patter
pattern	patrún
paucity	beagán
pauper	pauper
pause	sos
pave	réitigh
pavement	pábháil
pavilion	pailliún
paving	pábháil
paw	paw
pawn	saighdiúir
pawnshop	pawnshop
pax	pax
pay	pá
payable	iníoctha
payback	aisíoc
paycheck	paycheck
payday	payday
payer	íocóir
payload	íocluach
payment	íocaíocht
payoff	íoc as
payout	íocaíocht
payphone	fón póca
payroll	párolla
pea	pea
peace	síocháin
peaceable	síochánta
peaceful	síochánta
peacefully	go síochánta
peacekeeper	caomhnóir síochána
peaceofmind	NO TRANSLATION
peacetime	am
peach	peach
peachy	peachy
peacock	peacock
peak	buaic
peaked	buaicte
peanut	peanut
peanuts	peanuts
pear	piorra
pearl	Pearl
pearly	pearly
peas	piseanna
peasant	tuathánach
peat	móin
pebble	méaróg
pecan	pecan
peck	peic
pecker	pecker
peculiar	peculiar
peculiarities	peculiarities
peculiarity	peculiarity
peculiarly	go háirithe
pecuniary	airgead
pedal	cos
pedantic	pedantic
peddle	peddle
peddler	peddler
pedestal	pedestal
pedestrian	coisithe
pediatric	péidiatraiceach
pediatrician	péidiatraiceoir
pediatrics	pediatrics
pedicure	pedicure
pedigree	pedigree
pedometer	pedometer
pedophile	pedophile
pee	pee
peek	peek
peekaboo	peekaboo
peel	craiceann
peep	peep
peeper	piara
peephole	peephole
peer	piaraí
peering	peering
peerless	peerless
peeved	peeved
peg	peg
pegs	pegs
peice	NO TRANSLATION
pelagic	peiligeach
pelican	pelican
pellet	peileán
pelvic	pelvic
pelvis	pelvis
pen	peann
penal	pionós
penalty	pionós
penance	pinsin
penchant	pionós
pencil	peann luaidhe
pendant	pendant
pendency	pendency
pendent	NO TRANSLATION
pending	ar feitheamh
pendulum	pendulum
penetrate	penetrate
penetrating	penetrating
penetration	treá
penguin	Penguin
penicillin	penicilín
penile	penile
peninsula	leithinis
penis	peann
penitent	pionós
penitentiary	neamhchiontach
penmanship	peannas
pennant	pennant
penniless	penniless
penny	pingin
pension	pinsin
pensioner	pinsinéir
pensive	pinsin
pentagon	pentagonach
pentagram	pentagram
penthouse	penthouse
penultimate	leathdhéanach
people	daoine
peopled	peopled
pep	pep
pepper	piobar
peppermint	miobair
pepperoni	pepperoni
peppy	peppy
peptic	peptic
peptide	peptide
perceive	bhraitheann
percent	faoin gcéad
percentage	céatadán
percentile	céatadánáin
perceptible	inghlactha
perception	dearcadh
perceptive	tuisceanach
perch	perch
perchance	perchance
percolation	sruthlú
percussion	cnaguirlisí
perdition	caillteanas
peremptory	peremptory
perennial	ilbhliantúil
perfect	foirfe
perfection	foirfeachta
perfectionist	foirfeachtaire
perfecto	NO TRANSLATION
perforated	bréifneach
perforation	perforation
perforce	perforce
perform	a dhéanamh
performance	feidhmíocht
performer	taibheoir
perfume	cumhrán
perfumed	cumhraithe
peri	peri
peridot	peridot
peril	peril
perilous	éadócaireach
perimeter	imlíne
period	tréimhse
periodic	tréimhsiúil
periodical	tréimhsiúil
periodically	go tréimhsiúil
periodicity	tréimhsiúlacht
peripheral	imeallach
periphery	imeall
periscope	periscope
perish	crith
perishable	meatach
perished	go maireann
perishing	ag fulaingt
perjury	truaillithe
perk	perk
perky	perky
perm	cead
permanence	buanseasmhacht
permanent	buan
permeable	tréscaoilte
permeate	tréimhsí
permeation	tréscaoileadh
permissible	ceadaithe
permission	cead
permissive	ceadaithe
permit	cead
permitted	ceadaithe
permitting	ag ceadú
permutation	ceadú
pernicious	deacair
peroxide	sárocsaíd
perpendicular	ingearach
perpetrate	a dhéanamh
perpetrator	an té a rinne
perpetual	suthain
perpetually	go slán
perpetuate	leanúint ar aghaidh
perpetuation	slánú
perpetuity	suthain
perplexed	súgartha
perplexing	ag sárú
perplexity	foréigean
persecute	géarleanúint
persecution	géarleanúint
perseverance	buanseasmhacht
persevere	persevere
persist	seasann
persistence	seasmhacht
persistent	leanúnach
persisting	leanúnach
person	duine
persona	NO TRANSLATION
personable	inghlactha
personage	pearsanra
personal	pearsanta
personality	pearsantacht
personification	pearsanra
personnel	pearsanra
persons	daoine
perspective	peirspictíocht
perspiration	súthadh
persuade	áitiú
persuasion	áitiú
persuasive	áititheach
pert	pert
pertinent	ábhartha
perturbation	suaiteacht
pertussis	pertussis
perusal	perusal
peruse	peruse
pervading	pervading
perverse	truaillithe
perversion	sárú
pervert	pervert
perverted	neamhbhriste
pesky	pesky
pessimism	pessimism
pessimist	caoiseach
pessimistic	Doirbh
pest	lotnaidí
pester	pester
pestilence	pest
pestle	pestle
pesto	pesto
pet	peataí
petal	peitil
petite	petite
petition	achainí
petitioner	achainí
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	peataí
petrify	petrify
petrol	peitril
petroleum	peitriliam
petticoat	petticoat
petting	petting
petty	beagán
petulant	petulant
petunia	petunia
pew	pew
pewter	peitril
peyote	NO TRANSLATION
phalanx	phalanx
phantom	phantom
pharaoh	pharaoh
pharmaceutical	cógaisíochta
pharmacist	cógaiseoir
pharmacology	cógaseolaíocht
pharmacy	cógaslann
phase	céim
pheasant	piseán
phenomenal	iontach
phenomenon	feiniméan
pheromone	pheromone
phew	phew
phi	phi
philanthropic	daonchairdeacha
philanthropist	daonchairde
philanthropy	daonchairdeas
philistine	philistine
philosopher	fealsamh
philosophic	fealsúnachta
philosophical	fealsúnachta
philosophy	fealsúnacht
phlegm	phlegm
pho	pho
phobia	phobia
phoenix	phoenix
phone	fón
phonetic	foghraíochta
phonetics	Fóineolaíocht
phonics	fhonaic
phonograph	phonograph
phonology	fóineolaíocht
phony	phony
phooey	phooey
phosphate	fosfáit
phosphor	fosfar
phosphorus	fosfar
photo	grianghraf
photogenic	grianghrafadóireacht
photograph	grianghraf
photographer	grianghrafadóir
photographic	grianghrafadóireachta
photography	grianghrafadóireacht
photometry	photiméadracht
photon	photóin
phrase	abairt
phraseology	frásaíocht
phylogeny	phylogeny
physical	fisiciúil
physical therapist	teiripeoir fisiciúil
physician	dochtúir
physicist	fisiceoir
physics	fisic
physiological	fiseolaíocha
physiology	fiseolaíocht
physique	physique
pi	pi
pianist	pianónaí
piano	pianó
piazza	piazza
piccolo	NO TRANSLATION
pick	roghnaigh
picked	roghnaíodh
picker	roghnóir
picket	picéad
picketing	piocadh
pickle	pickle
pickled	picilte
pickpocket	phíobán
pickup	Pioc suas
picky	roghnach
picnic	picnic
pictorial	pictiúrtha
picture	pictiúr
pictures	pictiúirí
picturesque	pictiúrtha
pie	pie
piece	píosa
piecemeal	píosa
pieceofshit	pieceofshit
pied	ceol
pier	ché
pierce	pierce
piety	cráifeacht
pig	muc
pigeon	colún
piggy	muc
piggyback	mucáiste
pigheaded	pigheaded
piglet	muiceann
pigment	lí
pigskin	mucínín
pigsty	muc
pike	pike
pile	carn
piles	chairn
pileup	Carn suas
pilgrim	oilithreach
pilgrimage	oilithreacht
pill	pill
pillage	briseadh
pillar	colún
pillbox	pillbox
pillow	pillow
pillowcase	pillowcase
pilot	píolótach
pimp	pimp
pimple	pimple
pin	bioráin
pinball	pinball
pinch	pinch
pinching	pinching
pine	péine
pineapple	anann
ping	ping
pinhead	pinhead
pinhole	pinhole
pinion	pinion
pink	bándearg
pinkie	pinkie
pinnacle	pinnacle
pinot	pinot
pinpoint	pinpoint
pint	pionta
pinto	pinto
pinup	pinup
pioneer	ceannródaí
pious	pious
pip	píopa
pipe	píopa
piped	píopaithe
pipeline	píblíne
piper	píobaire
pipette	píopaí
piping	píopaí
pipsqueak	pipsqueak
pique	pique
piracy	píoráideacht
piranha	piranha
pirate	bradach
piscina	NO TRANSLATION
piss	piss
pissed	pissed
pissedoff	pissedoff
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	Gabh suas ort féin
pistachio	pistach
pistol	pistol
piston	loine
pit	poll
pita	pita
pitch	pitch
pitcher	pitcher
pitchfork	pitchfork
pitfall	pitfall
pith	pith
pithy	pithy
pitiful	trua
pitted	báite
pitter	pitter
pituitary	pituitary
pity	trua
pivot	pivot
pivotal	ríthábhachtach
pix	pix
pixie	pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	placard
place	áit
placebo	placebo
placement	socrúchán
placenta	placenta
placid	placid
placket	placket
plagiarism	bradaíl
plague	phlá
plaid	plaid
plain	plain
plainclothes	taispeántas
plaintiff	gearánaí
plaintive	tairbheach
plan	plean
plane	eitleán
planes	plánaí
planet	phláinéid
planetarium	planetarium
planetary	phláinéid
planets	pláinéid
plank	plean
plankton	planctón
planned	pleanáilte
planner	pleanálaí
planning	pleanáil
plant	plandaí
plantation	plandáil
planter	plandálaí
planting	plandáil
plaque	plaic
plasma	plasma
plaster	plástar
plastic	plaisteach
plasticity	plasticity
plat	plat
plate	pláta
plateau	pláta
plated	plátáilte
platform	ardán
plating	plating
platinum	platanam
platonic	platonach
platoon	taisteal
platter	platter
plaudit	NO TRANSLATION
plausibility	inrochtana
plausible	infheidhmithe
play	imirt
playa	beach
playback	athsheinm
playbook	playbook
playboy	playboy
player	imreoir
playful	playful
playground	clós súgartha
playhouse	teach súgartha
playmate	playmate
playoff	imirt amach
playpen	súgartha
playroom	seomra súgartha
plaything	plaything
playtime	am súgartha
playwright	drámadóir
plaza	plaza
plea	pléadáil
plead	pléadáil
pleasant	taitneamhach
pleased	sásta
pleasing	taitneamhach
pleasurable	pleasurable
pleasure	pléisiúr
pleasures	pléisiúir
pleat	pleat
pleated	pléite
pledge	gealltanas
pledged	geallta
plenary	iomlánach
plentiful	flúirseach
plenty	neart
plenum	iomlán
plethora	pléisiúir
plexus	plexus
pliable	pliable
plication	plication
pliers	greamairí
plight	buan
plinth	plionta
plodding	plodding
plop	plop
plot	plota
plough	céachta
ploughed	treabhadh
plover	plover
plow	céachta
plowed	treabhadh
plowing	treabhadh
ploy	ploy
pluck	pluck
plucky	plucky
plug	breiseán
plum	pluma
plumage	plumage
plumb	pluma
plumber	pluiméir
plumbing	pluiméireachta
plume	plume
plummet	plummet
plump	plump
plumper	plumper
plunder	plunder
plunge	plunge
plunger	plunger
plural	iolra
plurality	iolrachas
plush	móide
plutonium	plútóiniam
ply	ply
plywood	sraithadhmaid
pneumatic	aeir
pneumonia	niúmóine
poacher	poacher
poachers	poachers
poaching	poaching
pocket	póca
pocketbook	pocketbook
pocketful	pocketful
pod	NO TRANSLATION
podium	podium
poem	dán
poems	dánta
poet	file
poetic	fileadach
poetical	fileadach
poetics	poetics
poetry	filíocht
pogo	pogo
poignant	poignant
point	pointe
pointedly	pointedly
pointer	pointeoir
pointless	gan aird
pointy	pointy
poise	poise
poison	nimh
poisoned	nimhithe
poisoning	nimhiú
poisonous	nimhiúil
poke	poke
poker	poker
pokes	pokes
polar	polar
polarity	polaitíocht
pole	cuaille
polemic	polemic
police	póilíní
police officer	oifigeach póilíní
policeman	póilín
policewoman	póilíneachta
policy	polasaí
polio	polio
polish	snas
polished	snasta
polite	béasach
politeness	polaitíocht
politic	polaitiúil
political	polaitiúil
politician	polaiteoir
politics	polaitíocht
polity	polasaí
polka	polka
poll	vótaíocht
pollen	paillin
polling	vótaíocht
pollute	truaillithe
pollution	truailliú
polo	polo
poltergeist	poltergeist
polyester	poileistear
polygamy	polygamy
polygon	polagán
polygonal	polagánach
polygraph	polygraph
polymer	polaiméir
polymorphism	polymorphism
pomp	pomp
pompous	pompous
poncho	poncho
pond	lochán
ponder	ponder
ponderous	ponderous
pong	pong
pontiff	pontiff
pontificate	pontificate
pontoon	pontún
pony	chapaillíní
ponytail	ponytail
pooch	pooch
poodle	poodle
poof	poof
pool	linn snámha
poop	poop
poor	bocht
poorly	go dona
pop	pop
popcorn	grán rósta
pope	Pápa
popper	popper
poppy	poipín
poppycock	poppycock
popsicle	popsicle
popular	tóir
popularity	tóir
popularized	popularized
population	daonra
populous	daonra
porcelain	porcelain
porch	porch
porcupine	porcupine
pore	pore
pork	muiceoil
porker	muiceoil
porky	porky
porn	porn
porno	porno
pornographic	pornagrafach
pornography	pornagrafaíocht
porosity	porosity
porous	scagach
porridge	leite
port	port
portable	iniompartha
portage	portáiste
portal	Tairseach
porter	porter
porterhouse	tithe lóistín
portfolio	phunann
porthole	porthole
portico	portico
portion	cuid
portrait	portráid
portraiture	portraiture
portray	léiriú
pose	údar
poser	NO TRANSLATION
posh	posh
posited	curtha i láthair
position	post
positioning	suíomh
positive	dearfach
positiveenergy	NO TRANSLATION
positively	dearfach
positivity	positivity
posse	posse
possess	seilbh
possessed	seilbh
possessing	ag sealbhú
possession	seilbh
possessive	seansach
possessor	sealbhóir
possibility	féidearthacht
possible	féidir
possibly	b'fhéidir
possum	possum
post	post
postage	postas
postal	phost
postcard	cárta poist
poster	póstaer
posterior	posterior
posterity	an tseachtain
posthumous	iarbhásach
postman	postman
postmortem	postmortem
postpone	cuir siar
postponed	ar athló
postponement	athchur
postscript	postcríbhinn
postulate	postáil
posture	posture
pot	Pota
potable	inólta
potassium	potaisiam
potato	prátaí
potatoes	prátaí
potency	cumhacht
potent	potent
potential	féidearthacht
pothead	pothead
pothole	pothole
potion	potion
potluck	potluck
potpourri	potpourri
potted	potta
potter	potter
pottery	Potaireacht
potty	potty
pouch	pouch
poultry	éanlaithe
pounce	pounce
pound	punt
pounding	punting
pour	NO TRANSLATION
pout	pout
pouting	pouting
pouty	pouty
poverty	bochtaineacht
pow	púdar
powder	púdar
powdered	púdraithe
powdery	púdar
power	cumhacht
powerful	cumhachtach
powerfully	cumhachtach
powerhouse	powerhouse
powerless	gan chumas
powwow	púdar
pox	pox
practicable	indéanta
practical	praiticiúil
practically	go praiticiúil
practice	cleachtadh
practiced	chleachtadh
practise	cleachtadh
practitioner	cleachtóir
pragmatic	pragmatach
prairie	prairie
praise	moladh
praised	moladh
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	Moladh
praiseworthy	moladh
praising	ag moladh
prance	prance
prank	prank
prawn	prawn
praxis	praxis
pray	guí
prayer	paidir
prayforme	guí ar mo shon
praying	ag guí
praying mantis	mantis ag guí
preach	seanmóir
preacher	preacher
preaching	preaching
preamble	réamhrá
precarious	lochtach
precaution	réamhchúram
precautionary	réamhchúraim
precede	roimh ré
precedence	tosaíocht
precedent	fasach
preceding	roimh ré
precept	praghas
preceptor	preceptor
precession	precession
precinct	giorra
precincts	cinntí
precious	lómhara
precipice	precipice
precipitate	deascán
precipitation	faill deascadh
precipitous	dromchla
precise	beacht
precisely	go beacht
precision	cruinneas
preclude	bac
precocious	réamhchoitianta
precursor	réamhtheachtaí
predator	creachadóir
predatory	creiche
predecessor	réamhtheachtaí
predicament	predicament
predicate	predicate
predict	thuar
predictable	intuartha
predicting	tuar
prediction	réamhinsint
predictive	tuarfach
predictor	predictor
predilection	predilection
predispose	predispose
predisposed	réamhshocraithe
predisposition	réamhshocrú
predominance	maireachtáil
predominant	is mó
predominate	den chuid is mó
preeminent	réamhtheacht
preemption	díolúine
preemptive	réamhshocraithe
preface	réamhrá
prefect	prefect
prefer	fearr
preferable	níos fearr
preference	rogha
preferential	tosaíochta
prefix	réimír
pregnancy	toirchis
pregnant	ag iompar clainne
prehistoric	réamhstairiúil
prejudice	dochar
prejudiced	dochar
