Word	mk
malaise	малаксаност
malaria	маларија
malarkey	malarkey
male	машки
malevolent	злонамерни
malfeasance	злоупотреба на службената должност
malformation	малформации
malfunction	дефект
malice	NO TRANSLATION
malicious	злонамерни
malign	малигни
malignancy	малигнитет
malignant	малигни
maligned	maligned
mall	центар
malleable	податлив
mallet	чекан
malnutrition	неухранетост
malpractice	небрежност
malt	слад
mama	мама
mambo	мамбо
mamma	NO TRANSLATION
mammal	цицач
mammoth	мамут
mammy	мама
man	човек
manage	управува
manageable	податлив
management	управување
manager	менаџер
managerial	менаџерски
mandamus	мандамус
mandarin	мандарина
mandate	мандатот
mandatory	задолжително
mandible	мандибула
mandolin	мандолина
mandrel	орев
mane	NO TRANSLATION
maneuver	маневар
maneuvering	маневрирање
mange	NO TRANSLATION
manger	менаџер
mangle	магли
mango	манго
mangosteen	мангостин
mangy	мангуста
manhole	шахти
manhood	машкост
manhunt	manhunt
mania	манија
maniac	манијак
maniacal	манијакално
manic	манична
manicure	маникир
manicurist	маникир
manifest	манифестира
manifestation	манифестација
manifested	манифестира
manifestly	очигледно
manifesto	манифест
manifold	колектор
manipulate	манипулира
manipulation	манипулација
manipulative	манипулативен
mankind	човештвото
manly	машко
manna	мана
manned	екипаж
mannequin	манекен
manner	начин
mannered	мажена
manners	манири
manor	Манор
manpower	работна сила
mansion	замок
mansions	куќи
manslaughter	убиство без насилство
mantel	камин
mantis	мантис
mantle	мантија
mantra	мантра
manual	прирачник
manufacture	производство
manufacturer	производител
manufacturing	производство
manure	ѓубриво
manuscript	ракопис
map	карта
maple	јавор
mar	mar
marathon	маратон
marble	мермер
marbled	мрамор
marbles	мермери
march	март
mare	NO TRANSLATION
margarine	маргарин
margarita	маргарита
margin	маргина
marginal	маргинална
mariachi	Маријачи
marijuana	марихуана
marinara	marinara
marine	морски
mariner	морнар
marital	брачен
maritime	поморски
mark	означете
marked	обележан
marker	маркер
market	пазарот
marketable	се продава
marketing	маркетинг
marketplace	пазар
marks	марки
marksman	стрелец
marksmanship	стрелаштво
marl	marl
marmalade	мармалад
maroon	канелени
marooned	марониран
marquee	марки
marquis	маркиз
marred	нарушен
marriage	брак
married	оженет
marrow	срцевина
marry	се ожени
marsh	мочуриште
marshal	маршал
marshmallow	бел слез
mart	март
martial	боречки
martingale	martingale
martini	мартини
martyr	маченик
martyrdom	мачеништво
marvel	чудо
marvellous	прекрасен
marvelous	прекрасен
marvelously	прекрасно
marzipan	NO TRANSLATION
mascara	маскара
mascot	маскота
masculine	машки
masculinity	машкост
mash	каша
mashed	пире
mask	маска
masked	маскиран
masks	маски
masochism	мазохизам
masochist	мазохист
mason	масон
masquerade	маскарада
mass	маса
massacre	масакр
massage	масажа
masses	маси
masseur	масив
masseuse	masseuse
massive	масивни
mast	јарболот
master	господар
masterful	маестрално
mastermind	генијалец
masterpiece	ремек дело
mastery	мајсторство
masturbate	мастурбира
masturbation	мастурбација
mat	подлога
matador	матадор
match	натпревар
matchbook	matchbook
matching	усогласеност
matchmaker	сватовник
mate	колега
material	материјал
materialism	материјализам
materialist	материјалист
materialistic	материјалистички
materiality	материјалност
materialize	се материјализира
materially	материјално
materials	материјали
materiel	материјал
maternal	мајчина
maternity	породилно
math	математика
mathematical	математички
mathematician	математичар
mathematics	математика
matinee	матине
mating	парење
matriculation	матурација
matrimony	брак
matrix	матрица
matron	матрон
matted	мат
matter	прашање
matting	трска
mattress	душек
maturation	созревање
mature	зрели
maturity	зрелост
maudlin	maudlin
mausoleum	мавзолеј
mauve	бледо
maverick	одметник
maxim	maxim
maximize	максимизирај
maximum	максимум
may	може
mayday	Први Мај
mayflower	mayflower
mayhem	осакатување
mayonnaise	мајонез
mayor	градоначалник
