Word	sd
mellow	ساٿي
melodious	سريلي
melodrama	سرير
melodramatic	سريلانڪ
melody	سريلو
melon	ڳريل
melt	ڳريو
meltdown	مسڪين
melting	ڳاڙهو
member	ڪارڪن
membership	رڪنيت
membrane	جھلي
memento	ڪريٽو
memo	ميمو
memoir	يادگار
memorabilia	يادگار
memorable	يادگار
memorandum	يادگار
memorial	يادگار
memorials	يادگار
memories	ياداشتون
memoriesiwontforget	NO TRANSLATION
memorize	يادگار
memory	ياداشت
menace	مينهن
menacing	ماڻهون
menagerie	ماڻهون
mend	ميند
mending	ملندي
menial	ماڻهون
meningitis	منننگائٽس
meniscus	ماڻهون
menopause	ماڻهون
menses	مھينن
menstrual	روزگار
mental	ذهني
mentalhealth	NO TRANSLATION
mentality	ذهنيت
menthol	ممنول
mention	ٻڌائڻ
mentor	مرشد
menu	نامو
meow	ميان
mercantile	پارٽينيلٽ
mercenary	نوڪري
merchandise	واپار
merchant	سوداگر
merciful	ٻاجھارو
merciless	بدانتظامي
mercurial	جهڙا
mercury	پارا
mercy	رحمت
mere	مان
merengue	مرچيو
merge	ملن
merger	ملن
meridian	ميئرين
meridional	عام طور تي
meringue	ميندي
merit	ماڻڪ
meritorious	شفيق
mermaid	نانگ
merriment	چرچ
merry	ميري
merrychristmas	NO TRANSLATION
mesa	ميس
mescaline	مرض
mesh	اٿل
meshes	ڪوڙا
mesmerized	خوش گذاريو
mess	خراب
message	پيغام
messedup	NO TRANSLATION
messenger	رسول
messiah	مسيح
messy	خراب آهي
metabolic	ميڙابڪ
metabolism	ميتابولزم
metal	ڌاتو
metallic	فلٽرڪ
metallurgy	سڪندر
metamorphosis	metamorphosis
metaphor	استعارا
metaphorical	استعارا
metaphysical	استعارا
metaphysics	استعارا
metastasis	میٹاساساسس
meteor	ڪائنات
meteoric	موسمياتي
meteorite	ٻيلو
meteorological	موسمياتيات
meteorology	موسمياتيات
meter	ميٽر
meth	مٿ
methadone	ميٿونڊو
methane	مٿين
methanol	ميٿانول
method	طريقو
methodical	ويچاري
methodology	طريقو
meticulous	عاليشان
metime	ميٽ
metric	ميٽرڪ
metrical	ميٽرڪ
metrology	علم و ادب
metropolis	شهرين
metropolitan	ميٽروپوليٽن
mettle	ننڍڙو
mew	ايم
mezzanine	mezzanine
mica	نيڪا
mick	ميڪ
micro	ننڍي
microbe	ماضي
microbiology	مڪانيات
microchip	مائڪروچيو
microcosm	ننڍي
microfilm	ننڍي
microgram	ميگاگرام
micrometer	ميٽرومروٽر
micron	ميٽرون
microphone	مائڪروفون
microscope	خوردبيني
microscopic	خوردبيني
microscopically	خوردبيني طور تي
microscopy	خوردبيني
microwave	مائڪرورويو
mid	وچ
midair	وچين
midday	منڊي
middle	وچين
middleman	وچين
middleweight	وچولي
midget	وچو
midland	وچٿري
midlife	ڏهين حياتي
midline	وچولي
midnight	آڌي رات جو
midshipman	مڊلشمنمان
midst	وچ ۾
midsummer	مڊرمرمر
midterm	وچ ۾ آهي
midtown	وچ شهر
midway	وچو
midwife	دائي
midwifery	قابليت
mien	NO TRANSLATION
miffed	مٽي
mighty	زبردست
mignon	mignon
migraine	لڏپلاڻ
migrate	لڏپلاڻ
migration	لڏپلاڻ
migratory	لڏپلاڻ
mike	ميز
mil	NO TRANSLATION
mild	نوڪري
mildew	نوڪري
mildness	نوڪر
mile	ميل
mileage	ميلا
milestone	ميز
militant	ويڙهاڪ
militants	ويڙهاڪن
military	فوجي
militia	ملڪي
milk	کير
milkman	کير
milkshake	کير ڏيڻ
milky	دودي
mill	ملي
millennium	هزارين
milligram	ملير
millimeter	ملائم
million	ملين
millionaire	ملينئر
millionth	ملين
millstone	نوڪري
mime	ايم
mimic	ايم
mimicking	وڌائڻ
mimicry	ممڪن آهي
mince	منٽ
mincemeat	ننڍي منٽ
mind	ذهن
minded	ذھني
mindful	سمجھو
mindfulness	دماغي
mindless	نه
mine	منهنجو
minefield	مينهن جو ميدان
miner	منر
mineral	معدنيات
mineralogy	مانيٽرولو
mingle	ملنگ
mingled	ملنگ
mini	مني
miniature	ننڍو
minibus	مينهن
minim	NO TRANSLATION
minimal	گهٽ ۾ گهٽ
minimize	ننڍي هوندي
minimized	ٺٽو
minimum	گھٽ ۾ گھٽ
mining	کنيون
minion	منٽ
minister	وزير
ministerial	وزير اعظم
ministry	وزارت
minivan	منيني
mink	ميڪ
minnow	منوڙي
minor	معمولي
minority	اقليت
minstrel	منٽيل
mint	مٽي
minty	مٽي
minuscule	منٽيل
minute	منٽ
minutiae	منٽيو
minx	منڪس
mir	NO TRANSLATION
miracle	معجزو
miracles	معجزا
miraculous	سمجهه ۾ اچي ٿو
mirage	مرڻ
mire	NO TRANSLATION
mirror	ائين ٿيندو
mirth	مرڻ
misappropriation	غلطي
misbehave	غلطي
misbehavior	غلطي ڏيندڙ
miscalculation	ڏوهه
miscarriage	غصب
miscellaneous	متفرق
miscellany	نيلاني
mischief	فساد
mischievous	شرارت ڪندڙ
misconception	غلط آهي
misconduct	بدڪاري
misdemeanor	غلطي
misdirection	غلطي
miser	بدڪار
miserable	بدحالي
miserably	بدقسمتي سان
misery	مصيبت
misfire	گمراهي
misfit	غلط
misfortune	بدقسمتي سان
misguided	NO TRANSLATION
mishap	مايوسي
misinformed	غلط آهي
misinterpretation	غلطي جي وضاحت
mislead	گمراهي
misleading	گمراهي
misled	گمراهه
mismanagement	بدانتظامي
mismatch	مرض
mismatched	ملائي ڇڏيو
misnomer	غلطيء جو
misplace	غلط آهي
misplaced	غلط آهي
misread	غلطي
misrepresent	غلط آهي
misrepresentation	غلطي
misrepresented	غلطي ڪئي
miss	مس آهي
missile	ميزائل
missiles	ميزائل
missing	غائب آهي
missingyou	NO TRANSLATION
mission	مشن
missionary	مشنري
misspell	مسپال
misstatement	غلط آهي
missy	مسسي
mist	غلط
mistake	غلطي
mistaken	غلط
mister	منڊي
mistletoe	غلط آهي
mistreated	غلط آهي
mistress	مال
mistrial	غلطي
mistrust	بي اعتمادي
misty	مسڪين
misunderstand	غلط سمجھ
misunderstanding	غلط سمجھ
misunderstood	غلط سمجھ
misuse	غلط استعمال
mite	مذاق
miter	ميٽر
mitigate	ختم ڪرڻ
mitigating	ختم ڪرڻ
mitigation	mitigation
mitt	مٽي
mitten	NO TRANSLATION
mitzvah	متيا
mix	ميز
mixed	مليل
mixedemotions	مخلوط
mixer	ميڪر
mixture	ملاوٽ
mnemonic	منموئنڪ
moan	moan
moat	moat
mob	موٽا
mobile	موبائل
mobility	موٽو
mobilization	موبلائيزيشن
mobilize	موڙڻ
mobster	موٽر
mocha	mocha
mock	ٺٺوليون
mocked	ٺهيل
mockery	مذاق
mocking	ٺهيل
mockingbird	ٺڪڻ وارو
mod	موڊ
modal	موڊل
modality	موضي
mode	موڊ
model	ماڊل
modeler	ماھر
modeling	ماڊلنگ
modem	موٽريم
moderate	معتدل
moderate anticipation	وچولي تڪڙ
moderate disgust	وچٿري
moderate negative	وچٿري منفي
moderate positive	وچٿري مثبت
moderate surprise	معتبر تعجب
moderate trust	معتبر اعتماد
moderately	ذري گهٽ
moderating	چڪاس
moderation	چڪاس
moderator	منتظم
modern	جديد
modernism	جديديت
modest	معمولي
modesty	عقل
modicum	ماڊل
modifiable	ممڪن آهي
modification	ترميم
modified	تبديل ٿيل
modify	تبديل ڪريو
modulate	ٺهيل
modulation	ٺهيل
module	ماڊل
modulus	ماڊل
mogul	مغل
moiety	ڏٺي
moist	نال
moisture	نمي
moisturizer	نميڙيندڙ
molar	ايم
molasses	گندو آهي
mold	اچار
molded	ٺهيل
molding	ٺهيل
moldy	مولوي
mole	مول
molecular	آلو
molecule	ٻيزو
molest	پيش ڪيو
molestation	ٺهيل
molester	ٻيلو
molten	ٽڪر
mom	ماء
moment	گھڙي
momentary	لمحاتي
momentous	گھڻي
momentum	رفتار
momma	ماامي
mommy	ماهي
monad	مراد
monarch	بادشاهي
monarchy	سلطنت
monastery	منڊي
monastic	وڏو
monetary	پيسو
money	پئسا
mongoloid	منگولائيڊ
mongoose	mongoose
mongrel	منگانگ
monitor	مانيٽر
monk	بندر
monkey	بندر
mono	NO TRANSLATION
monochrome	مونوچوم
monogamous	سمورو
monogamy	منڊي
monogram	ميووگرام
monogrammed	ٻرندڙ
monograph	مونوگراف
monolayer	مانيٽر
monolith	مٽي
monologue	گروي
monopolist	هڪ هٽي
monopoly	هڪ هٽي
monotonous	گندو آهي
monotony	گونڊو
monoxide	مونڪوڪس
monsieur	مئل
monsoon	چوماسي
monster	دشمن
monstrosity	ننڍو
monstrous	مشغول
montage	غلط آهي
monte	monte
month	مهينو
monthly	مھينا
monument	يادگار
monumental	معتبر
moo	ايم
mooch	مچ
mood	موڊ
moods	ساراهه
moody	موڊ
moon	چنڊ
moonbeam	چنڊنامو
moonlight	چنڊ جي روشني
moonlit	چنڊلٽ
moonshine	چمڪندڙ
moonstruck	چنڊ
moonwalk	چنڊ واڪ
moor	moor
moored	موٽر
mooring	مذاق
moorings	مذاق
moorland	مذاق
moose	moose
moot	موٽ
mooted	موڙ
mop	ايم
mope	ايم
moped	ممڪن آهي
moral	اخلاقي
morale	حوصلا
morality	ماڻهوء کي
morals	اخلاقيات
morass	مورخ
moratorium	اخلاقيات
moray	مهنجو
morbid	مورخ
morbidity	زهرت
morbidness	ملامت
mores	نتيجو
morgue	مزاج
moribund	مورخ
morn	ڄائو
morning	صبح
moron	مورخ
moronic	اخلاقيات
morose	معصوم
morph	مورف
morphine	مورفين
morphism	morphism
morphology	morphology
morrow	مان
morsel	مرسل
mortal	فاني
mortality	مرڻ
mortar	هائو
mortgage	گروي
mortgagee	گروي
mortgagor	گرگڏ
mortician	سرڪش
mortification	نوٽيفڪيشن
mortified	معزز
mortuary	مرڻ
mosaic	موزيم
mosey	ماسسي
mosque	مسجد
mosquito	مڪيڪو
moss	مان
mossy	ٺيڪ آهي
mote	NO TRANSLATION
motel	موٽل
moth	مٿ
mother	ماءُ
motherfucker	ماء منڪر
motherfucking	والده
motherhood	ڄمار
motherland	ماستر
motherless	مورهي
motherly	ماء سان
motif	نقاشي
motion	حرڪت
motionless	بنا
motivate	موڙيندڙ
motivating	مشق
motivation	پيداوار
motivational	تخليق
motive	هڪجهڙائي
motley	موٽر
motor	موٽر
motorbike	موٽر سائيڪل
motorboat	موٽربوٽ
motorcade	موٽر سائيڪل
motorcar	موٽر ڪار
motorcycle	موٽرسائيڪل
motorist	موٽرسائيٽ
motte	موٽر
mottled	خراب ٿيل
motto	مقصود
mould	اچار
mound	گونگا
mount	جبل
mountain	جبل
mountaineer	جبلدار
mountainous	جبلي
mountains	جبل
mountaintop	ماھر
mourn	ماتم
mournful	ماتم
mourning	ماتم
mouse	ڪوئو
mousetrap	گندو آهي
mousse	مانو
moustache	لازمي آهي
mousy	mousy
mouth	وات
mouthful	گندو آهي
mouthpiece	وات
mouthwash	وات
movable	ڪوبہ
move	چٽيو
movement	تحريڪ
mover	mover
movie	فلمون
movies	فلمون
moving	هوا وڌو
movingforward	NO TRANSLATION
movingon	هلندو رهڻ
mow	نڪ
mower	مارو
moxie	moxie
mozzarella	ميوزادو
mri	ميم
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	بڪ
mucked	گندم
mucous	گندو
mucus	ڪڪڙ
mud	مچ
muddle	مزاج
muddled	مزاج
muddy	مرضي
muff	ايم
muffin	muffin
muffled	خراب ڪيو
muffler	مفڪر
mug	ٺهيل
mugger	گندو
mulberry	ڪشور
mulch	ڪفن
mule	گندو
mull	چرچ
mullet	ميچ
multilateral	هڪ جهڙيون
multimedia	ملٽي ميڊيا
multinational	ملڪي
multiple	گهڻ
multiple sclerosis	گھڻائي
multiplex	گهڻڪس
multiplication	ضرب
multiplicity	تڪليف
multiplied	وڌايو ويو
multiplier	گهڻائي
multiply	گهڻا
multitude	ڪثرت
mum	ايم
mumble	ڇڪيل
mumbo	ميوو
mummy	ماء
mumps	ملائي ٿو
munch	مانچ
munchies	مشغول
munchkin	مونچين
mundane	سودي
municipal	ښاروال
municipality	ښاروالي
mural	وقار
murder	قتل ڪيو
murderer	قاتل
murderess	قتل
murderous	مقتول
murky	مرڪي
murmur	منڇر
muscle	پادري
muscular	زهر
muse	ميوزيم
muses	مشغول
museum	ميوزيم
mush	NO TRANSLATION
mushroom	مزو
mushy	مڇي
music	ميوزڪ
musical	موسيقي
musician	موسيقي
musing	مشغول
musk	مشڪ
musket	مشق
musketeer	مشغول
muskrat	مشڪ
muslin	مسلمان
muss	NO TRANSLATION
must	ضروري آهي
mustang	لازمي آهي
mustard	درٻار
muster	مشغول
musty	مستند
mutable	ملندڙ
mutant	مثل آهي
mutate	ميوٽيٽ
mutation	ميوٽيشن
mute	گونگا
muted	خاموش ٿي وئي
mutilate	بيوقوف
mutilated	گهڙيل
mutilation	تڪليف
mutiny	بيوقوف
mutt	مهر
mutter	NO TRANSLATION
mutton	ملن
mutual	گڏيل
mutually	عام طور تي
muzzle	خاموش
myfavorite	منھنجي مزي
myopia	ميپيو
myopic	ميووڪ
myriad	ميري
mysterious	پراسرار آهي
mystery	اسرار
mystic	تصوف
mystical	صوفياتي
mysticism	تصوف
mystified	صوفياء
mystique	صوفي
myth	منهنجيون
mythic	صوفاتي
mythical	افسانوي
mythological	ڳاڙهو
mythology	ڳاڙهو
nab	نواب
nacho	نڪتو
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	ناهن
nail gun	ننڊ بندوق
naive	نهو
naked	نوڪري
nakedness	نوڪري
namaste	NO TRANSLATION
name	نالو
named	نالو رکيو
nameless	ناهن
namesake	نالا
naming	نالا
nana	نانا
nanny	nanny
nanometer	nanometer
nap	نپ
napalm	نيلام
nape	نپ
napkin	نپين
napping	نقشه
nappy	خوشيء سان
narcissism	تڪرار
narcissist	ڳاڙهو
narcissistic	نااهل
narcotic	قدرتي
narrate	بيان ڪيو
narration	حديث
narrative	افسانوي
narrator	خطرو
narrow	تنگ
narrowing	تنگ
nasal	ڪمال
nascent	واقعو
nasty	گندو
natal	وقار
nation	ملت
national	قومي
nationality	قوميت
nationwide	ملڪ ۾ آهي
native	ملڪ آهي
nativity	نفاذ
natural	قدرتي
natural gas	قدرتي گيس
naturalist	قدرتيات
naturalization	قدرتي هجي
naturalized	قدرتي
naturally	قدرتي طور تي
nature	فطرت
naught	نه
naughty	شرارتي
nausea	نڪتو
nauseate	نڪتو
nauseating	نڪتو
nauseous	نڪتو
nautical	ٻيٽ
nautilus	نڪتو
naval	بحري
nave	ننهن
navel	بحير
navigable	ترتيب ڏيڻ
navigate	ترتيب ڏيڻ
navigation	navigation
navigational	نوڪري
navigator	ويجهو
navy	نيوي
nay	NO TRANSLATION
nearsighted	ناراض ٿي ويو
neat	صاف
neatly	صاف صاف
nebula	نوبلا
nebulae	نوبلا
nebulous	نوبولس
necessarily	ضروري آهي
necessary	ضروري آهي
necessitate	ضروري آهي
necessities	ضرورتون
necessity	ضروري آهي
neck	ڳچيء ۾
necklace	هارون
necktie	ڳچيء ۾
necromancer	گهرواري
necrosis	نرسين
nectar	نيڪار
need	جي ضرورت آهي
needalife	NO TRANSLATION
needed	ضرورت آهي
needful	سھڻو
needit	NO TRANSLATION
needle	سئي
needlepoint	سٿري پوائنٽ
needles	سوراخ
needless	لاچار ناهي
needtoknow	ضرورتنڪنو
needtorelax	NO TRANSLATION
needy	محتاج
nefarious	بيوقوف
negation	نفي
negative	منفي
negativity	منفيات
neglect	بيڪار
neglected	بيڪار
neglecting	بيڪار
negligee	غفلت
negligence	غفلت
negligent	غفلت
negligently	NO TRANSLATION
negligible	غفلت
negotiable	مباحثا
negotiate	ڳالھائڻ
negotiation	ڳالهين
negotiator	ڳالھائيندڙ
negro	ناڻو
neigh	پاس
neighbor	پاڙيسري
neighborhood	ڀرواري
neighboring	پاڙيسري
nemesis	مثال
neon	neon
neonatal	نوٽيفڪيشن
neophyte	neophyte
neoprene	نيپيئر
nephew	ڀائٽيو
nepotism	گجراتي
nerd	بيوقوف
nerdy	نئڊري
nerve	سيراب
nerves	اعصاب
nervous	اعصاب
nervousness	اعصاب
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	نيس
nest	نذر
nestle	نيل
nestling	ڪجهڙا
net	نيٽ
nether	نال
netting	نئي
nettle	ننڍڙو
network	نيٽورڪ
networking	نيٽ ورڪ
neural	تنوير
neuralgia	نيلجيريا
neurological	نظرياتي
neurologist	نونولوجسٽ
neurology	حياتيات
neurosis	نرسس
neurosurgeon	نيورسنسن
neurosurgery	نوڪري
neurotic	ناڻو
neuter	نڀاڳو
neutral	اڻ ڌريو
neutrality	غير جانبداري
neutralize	اڻڄاتل
neutron	نيٽيو
new	نئون
new age	نئين عمر
newbeginnings	NO TRANSLATION
newborn	نوان زيور
newcomer	نئون نوڪر
newday	نئون ڏينهن
newfound	نئون رستو
newjob	NO TRANSLATION
newlife	نئين زندگي
newly	نوان
newlywed	نوڪريون
newme	نئون
newness	نوان
news	خبرون
newscast	نيوزسٽ
newscaster	نيوزڪٽر
newsflash	نيوزليٽ
newsletter	نيوز ليٽر
newsman	نيوزيلڪ
newspaper	اخبار
newspaperman	نيوزپيپمنڪس
newsreel	نيوزيلينڊ
newsroom	خبرون
newsstand	نيوزسٽينڊ
newstart	نئين شروعات
newt	نئون
newyear	NO TRANSLATION
nexus	نڪسس
nib	ن آھي
nibble	پيش
nice	ڀلو
niche	طاق
nichts	NO TRANSLATION
nick	nick
nickel	نڪتل
nickname	nickname
nicotine	اينٽڪوٽ
niece	بيٺل
nifty	نوڪري
nigger	نئگر
nigh	سڄو
night	رات
nightcap	رات جو رستو
nightclub	نائيٽ ڪلب
nightfall	رات جو
nightgown	رات جو
nightie	رات جو
nightingale	بلبل
nightlife	رات جي زندگي
nightly	رات جو
nightmare	رات ڏٺو
nightmares	رات جو
nightstand	رات جو
nightstick	رات جو
nighttime	رات جو وقت
nihilism	نيلزم
nil	نيل
nimble	ڇٽل
nimrod	نمروڊ
nincompoop	ونڊپپ
nine	نو
nineteen	اڻويهه
ninety	نوي
ninja	ننجا
ninny	ماني
nintendo	nintendo
ninth	نائون
nip	نپ
nipper	نپيپر
nipple	نپيٽ
nippy	نڪتو
nitrate	نائيڙ
nitro	nitro
nitrogen	نائيڪجن
nitrous	ٻرڙو
nitwit	ننڊيڪل
nix	ايڪس
no anticipation	ڪا تڪڙ ناهي
no disgust	نه ٿڪجي
no emotion	ڪا جذبي ناهي
no sentiment	ڪو جذباتي نه
no surprise	ڪا به تعجب ناهي
no trust	يقين نه
nobility	صفت
noble	ستو
nobleman	نيلمين
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	ڪونهي
nod	نڊ
nodding	جوڙيندڙ
node	جوڙ
nodular	نڪتو
nodule	ڪوڊڙو
noggin	ڳڻي
nohope	NO TRANSLATION
noir	ڪينجهر
noise	شور
noisy	شوريو
nomad	ڪوڊ
nomadic	معدنيات
nomenclature	نامزدگي
nominal	نامزد
nominate	نامزد
nomination	نامزدگي
nominee	نامزد
nonce	نڀاڳو
nonchalant	غير جانبدار
noncompliance	غير ضروري
nondescript	چيني
nonexistent	نٿي اچي
nonfat	نفيات
nonfiction	غيرت
nonpayment	غير ضروري
nonresident	ناپسنديده
nonsense	ڪوڙين جو
nonsensical	غير جانبدار
nonviolent	غير معمولي
noob	noob
noodle	نوڊل
nook	نڪتو
noon	نه
noose	بغير
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	عام
normal	عام
normalcy	عام طور تي
normality	عام طور تي
north	اتر
northbound	اتر اوڀر
northeast	اتر اوڀر
northern	اتر
northwest	اتر اولهه
northwestern	اتر اولهه وارو
noschool	NO TRANSLATION
nose	نڪ
nosebleed	نڪتل
nosey	نڪتو
nosnow	نڪتو
nostalgia	نسٽاليا
nostalgic	زبردست
nostress	NO TRANSLATION
nostril	نذر
nosun	NO TRANSLATION
nosy	نڪتو
not negative	منفي ناهي
not positive	مثبت نه
notable	قابل نه آهي
notables	لائق ناهن
notably	خاص طور تي
notamorningperson	NO TRANSLATION
notary	نهاريو
