Word	th
naturalist	นักธรรมชาติวิทยา
naturalization	การโอนสัญชาติ
naturalized	สัญชาติ
naturally	เป็นธรรมชาติ
nature	ธรรมชาติ
naught	ความล้มเหลว
naughty	ซน
nausea	ความเกลียดชัง
nauseate	ทำให้ไม่สบาย
nauseating	ซึ่งทำให้สะอิดสะเอียน
nauseous	ปฏิกูล
nautical	เกี่ยวกับการเดินเรือ
nautilus	หอยโข่ง
naval	นาวิก
nave	กลางโบสถ์
navel	สะดือ
navigable	เดินเรือได้
navigate	นำทาง
navigation	การเดินเรือ
navigational	เกี่ยวกับการเดินเรือ
navigator	นักเดินเรือ
navy	กองทัพเรือ
nay	NO TRANSLATION
nearsighted	มีสายตาสั้น
neat	เรียบร้อย
neatly	อย่างเรียบร้อย
nebula	กลุ่มก๊าซ
nebulae	เนบิวล่า
nebulous	คลุมเครือ
necessarily	จำเป็นต้อง
necessary	จำเป็น
necessitate	บังคับ
necessities	จำเป็น
necessity	ความจำเป็น
neck	คอ
necklace	สร้อยคอ
necktie	เนคไท
necromancer	หมอผี
necrosis	เนื้อร้าย
nectar	น้ำทิพย์
need	จำเป็นต้อง
needalife	NO TRANSLATION
needed	จำเป็น
needful	จำเป็น
needit	NO TRANSLATION
needle	เข็ม
needlepoint	เข็ม
needles	เข็ม
needless	ไม่มีความจำเป็น
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	ยากจน
nefarious	สามานย์
negation	การปฏิเสธ
negative	เชิงลบ
negativity	ความเป็นการปฏิเสธ
neglect	ละเลย
neglected	ที่ถูกทอดทิ้ง
neglecting	การทรมาน
negligee	เสื้อคลุมหลวม ๆ ของผู้หญิง
negligence	การละเลย
negligent	ประมาท
negligently	NO TRANSLATION
negligible	เล็กน้อย
negotiable	ตกลงกันได้
negotiate	ต่อรอง
negotiation	การเจรจาต่อรอง
negotiator	ผู้เจรจา
negro	เกี่ยวกับชาวนิโกร
neigh	ฮี้
neighbor	เพื่อนบ้าน
neighborhood	ย่าน
neighboring	เพื่อนบ้าน
nemesis	กรรมตามสนอง
neon	ธาตุนีอ็อน
neonatal	ทารกแรกเกิด
neophyte	เณร
neoprene	เทียม
nephew	หลานชาย
nepotism	การเลือกที่รักมักที่ชัง
nerd	เนิร์ด
nerdy	โง่
nerve	เส้นประสาท
nerves	เส้นประสาท
nervous	หงุดหงิด
nervousness	ความกังวลใจ
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	รัง
nestle	ซบ
nestling	การเบียด
net	สุทธิ
nether	ใต้
netting	ตา
nettle	ตำแย
network	เครือข่าย
networking	เครือข่าย
neural	ประสาท
neuralgia	โรคประสาท
neurological	เกี่ยวกับประสาทวิทยา
neurologist	นักประสาทวิทยา
neurology	ประสาทวิทยา
neurosis	โรคประสาทพิการ
neurosurgeon	ศัลยแพทย์ในทางโรคประสาท
neurosurgery	ศัลยกรรม
neurotic	เป็นโรคประสาท
neuter	ไม่มีเพศ
neutral	เป็นกลาง
neutrality	ความเป็นกลาง
neutralize	ถอนพิษ
neutron	นิวตรอน
new	ใหม่
new age	ยุคใหม่
newbeginnings	NO TRANSLATION
newborn	แรกเกิด
newcomer	ผู้มาใหม่
newday	วันใหม่
newfound	ที่เพิ่งค้น
newjob	NO TRANSLATION
newlife	ชีวิตใหม่
newly	ใหม่
newlywed	บ่าวสาว
newme	NewME
newness	ความแปลก
news	ข่าว
newscast	เนื้อ
newscaster	ผู้ประกาศข่าว
newsflash	Newsflash
newsletter	จดหมายข่าว
newsman	เหยี่ยวข่าว
newspaper	หนังสือพิมพ์
newspaperman	ผู้สื่อข่าว
newsreel	ภายยนตร์ข่าว
newsroom	ห้องอ่านหนังสือพิมพ์
newsstand	แผงหนังสือ
newstart	เริ่มใหม่
newt	นิวท์
newyear	NO TRANSLATION
nexus	Nexus
nib	ปลายปากกา
nibble	ตอด
nice	ดี
niche	ซอก
nichts	NO TRANSLATION
nick	กรงขัง
nickel	นิกเกิล
nickname	ชื่อเล่น
nicotine	นิโคติน
niece	หลานสาว
nifty	ดี
nigger	นีโกร
nigh	ใกล้
night	กลางคืน
nightcap	หมวกสวมเวลานอน
nightclub	ไนท์คลับ
nightfall	พลบค่ำ
nightgown	ชุดราตรี
nightie	เสื้อนอน
nightingale	นกไนติงเกล
nightlife	สถานบันเทิงยามค่ำคืน
nightly	ทุกคืน
nightmare	ฝันร้าย
nightmares	ฝันร้าย
nightstand	nightstand
nightstick	nightstick
nighttime	ยามค่ำคืน
nihilism	ลัทธิทำลาย
nil	ศูนย์
nimble	ว่องไว
nimrod	นิม
nincompoop	คนเซ่อ
nine	เก้า
nineteen	สิบเก้า
ninety	เก้าสิบ
ninja	นินจา
ninny	คนไม่เต็มเต็ง
nintendo	Nintendo
ninth	ที่เก้า
nip	หยิก
nipper	ก้าม
nipple	หัวนม
nippy	ว่องไว
nitrate	กรดดินประสิว
nitro	ไนโตร
nitrogen	ก๊าซไนโตรเจน
nitrous	ไนตรัส
nitwit	คนไม่เต็มเต็ง
nix	ห้าม
no anticipation	ไม่มีความคาดหมาย
no disgust	ไม่รังเกียจ
no emotion	ไม่มีอารมณ์
no sentiment	ไม่มีความเชื่อมั่น
no surprise	ไม่แปลกใจ
no trust	ไม่เชื่อใจ
nobility	ขุนนาง
noble	ชั้นสูง
nobleman	ขุนนาง
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	ออกหากินเวลากลางคืน
nod	พยักหน้า
nodding	การสัปหงก
node	ปม
nodular	เป็นก้อนกลม
nodule	โหนก
noggin	แก้วเหล้าเล็ก ๆ
nohope	NO TRANSLATION
noir	นัวร์
noise	สัญญาณรบกวน
noisy	ดัง
nomad	เร่ร่อนไป
nomadic	พเนจร
nomenclature	ศัพท์เฉพาะ
nominal	น้อย
nominate	เสนอชื่อ
nomination	การเสนอชื่อ
nominee	ผู้ท้าชิง
nonce	ขณะปัจจุบัน
nonchalant	ไม่ไยดี
noncompliance	การไม่ปฏิบัติตาม
nondescript	อึมครึม
nonexistent	ไม่มีอยู่
nonfat	ไม่มีน้ำมัน
nonfiction	สารคดี
nonpayment	การไม่รับโทษ
nonresident	ไม่อยู่ประจำ
nonsense	เรื่องไร้สาระ
nonsensical	ไร้สาระ
nonviolent	ไม่รุนแรง
noob	Noob
noodle	ก๋วยเตี๋ยว
nook	ซอก
noon	เที่ยง
noose	บ่วง
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	บรรทัดฐาน
normal	ปกติ
normalcy	ภาวะปกติ
normality	ภาวะปกติ
north	ทางทิศเหนือ
northbound	ที่ไปทางเหนือ
northeast	ตะวันออกเฉียงเหนือ
northern	ภาคเหนือ
northwest	ตะวันตกเฉียงเหนือ
northwestern	ของตะวันตกเฉียงเหนือ
noschool	NO TRANSLATION
nose	จมูก
nosebleed	เลือดกำเดา
nosey	ที่มีจมูกยาว
nosnow	nosnow
nostalgia	ความคิดถึง
nostalgic	เกี่ยวกับความคิดถึง
nostress	NO TRANSLATION
nostril	รูจมูก
nosun	NO TRANSLATION
nosy	ที่มีจมูกยาว
not negative	ไม่ลบ
not positive	ไม่เป็นบวก
notable	เด่น
notables	สั่งสม
notably	ยวด
notamorningperson	NO TRANSLATION
notary	ทนายความ
notation	เอกสาร
notch	บาก
notched	หยัก
note	บันทึก
notebook	สมุดบันทึก
noted	ข้อสังเกต
