Word	lo
marbles	marbles
march	march
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	margin
marginal	marginal
mariachi	mariachi
marijuana	marijuana
marinara	marinara
marine	ທະເລ
mariner	mariner
marital	marital
maritime	maritime
mark	ເຄື່ອງຫມາຍ
marked	ຫມາຍເຫດ
marker	marker
market	ຕະຫຼາດ
marketable	ຕະຫຼາດ
marketing	ການຕະຫຼາດ
marketplace	ຕະຫຼາດ
marks	ເຄື່ອງຫມາຍ
marksman	markman
marksmanship	marksmanship
marl	marl
marmalade	marmalade
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	marred
marriage	ການແຕ່ງງານ
married	ແຕ່ງງານແລ້ວ
marrow	ຫີນ
marry	ແຕ່ງວຽກ
marsh	marsh
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	martial
martingale	martingale
martini	martini
martyr	martyr
martyrdom	martyrdom
marvel	ປະຫລາດໃຈ
marvellous	ມະຫັດສະຈັນ
marvelous	ມະຫັດສະຈັນ
marvelously	ປະຫລາດໃຈ
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	masculine
masculinity	ເພດຊາຍ
mash	mash
mashed	mashed
mask	ຫນ້າ​ກາກ
masked	masked
masks	ຫນ້າກາກ
masochism	masochism
masochist	masochist
mason	mason
masquerade	masquerade
mass	ມະຫາຊົນ
massacre	massacre
massage	ບໍລິການນວດ
masses	masses
masseur	masseur
masseuse	masseuse
massive	massive
mast	mast
master	ຕົ້ນສະບັບ
masterful	masterful
mastermind	mastermind
masterpiece	masterpiece
mastery	mastery
masturbate	masturbate
masturbation	masturbation
mat	mat
matador	matador
match	ການແຂ່ງຂັນ
matchbook	matchbook
matching	ການຈັບຄູ່
matchmaker	matchmaker
mate	mate
material	ອຸປະກອນ
materialism	materialism
materialist	materialist
materialistic	materialistic
materiality	ວັດສະດຸ
materialize	ກາຍເປັນຈິງ
materially	ຢ່າງຫຼວງຫຼາຍ
materials	ວັດສະດຸ
materiel	ອຸປະກອນການ
maternal	ແມ່
maternity	ແມ່ທ້ອງ
math	ຄະນິດສາດ
mathematical	mathematical
mathematician	mathematician
mathematics	ຄະນິດສາດ
matinee	matinee
mating	ການຈັບຄູ່
matriculation	matriculation
matrimony	matrimony
matrix	matrix
matron	matron
matted	matted
matter	ເລື່ອງ
matting	matting
mattress	mattress
maturation	ການເຕີບໂຕ
mature	mature
maturity	ການໃຫຍ່ເຕັມຕົວ
maudlin	maudlin
mausoleum	mausoleum
mauve	mauve
maverick	maverick
maxim	ສູງສຸດ
maximize	maximize
maximum	ສູງສຸດ
may	ອາດຈະ
mayday	mayday
mayflower	mayflower
mayhem	mayhem
mayonnaise	mayonnaise
mayor	ນາຍົກເທສະມົນຕີ
maze	maze
mead	mead
meadow	ທົ່ງຫຍ້າ
meager	meager
meal	ອາຫານ
mean	ຫມາຍຄວາມວ່າ
meander	meander
meandering	meandering
meanie	meanie
meaning	ຫມາຍຄວາມວ່າ
meaningful	ມີຄວາມຫມາຍ
meaningless	meaningless
meanness	ຄວາມຫມາຍ
means	ຫມາຍຄວາມວ່າ
meantime	ໃນເວລາດຽວກັນ
measles	ຫມາກໂປມ
measurable	measurable
measure	ວັດແທກ
measured	ວັດແທກ
measurement	ການວັດແທກ
measuring	ການວັດແທກ
measuring cup	ກໍາລັງຖ້ວຍ
measuring tape	tape measure
meat	ຊີ້ນ
meatball	meatball
meathead	meathead
meatloaf	meatloaf
mechanic	ກົນໄກ
mechanical	ກົນຈັກ
mechanics	ກົນໄກ
mechanism	ກົນໄກ
med	NO TRANSLATION
medal	medal
medallion	medallion
medallist	medalist
meddle	meddle
meddling	ການແຊກແຊງ
media	ສື່ມວນຊົນ
medial	medial
median	median
mediate	mediate
mediation	ການໄກ່ເກ່ຍ
mediator	ຜູ້ໄກ່ເກ່ຍ
medic	ແພດ
medical	ທາງການແພດ
medicate	medicate
medication	ຢາ
medicinal	ຢາພື້ນເມືອງ
medicine	ຢາປົວພະຍາດ
medieval	medieval
mediocre	mediocre
mediocrity	mediocrity
meditate	meditate
meditating	meditating
meditation	ສະມາທິ
meditative	meditative
mediterranean	mediterranean
medium	ກາງ
medley	medley
meek	ອ່ອນແອ
meet	ຕອບສະຫນອງ
meeting	ກອງປະຊຸມ
mega	mega
meh	meh
melancholic	melancholic
melancholy	melancholy
melee	melee
mellow	mellow
melodious	melodious
melodrama	melodrama
melodramatic	melodramatic
melody	melody
melon	melon
melt	ລົ້ມລົງ
meltdown	meltdown
melting	melting
member	ສະມາຊິກ
membership	ສະມາຊິກ
membrane	membrane
memento	memento
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	memorable
memorandum	memorandum
memorial	memorial
memorials	memorials
memories	ຄວາມຊົງຈໍາ
memoriesiwontforget	NO TRANSLATION
memorize	ຈື່ໄວ້
memory	ຄວາມຊົງຈໍາ
menace	ອັນຕະລາຍ
menacing	menacing
menagerie	menagerie
mend	ແກ້ໄຂ
mending	ການດັດແປງ
menial	menial
meningitis	meningitis
meniscus	meniscus
menopause	menopause
menses	menses
menstrual	menstrual
mental	ຈິດໃຈ
mentalhealth	NO TRANSLATION
mentality	ຈິດໃຈ
menthol	menthol
mention	ກ່າວເຖິງ
mentor	mentor
menu	ເມນູ
meow	meow
mercantile	mercantile
mercenary	mercenary
merchandise	merchandise
merchant	merchant
merciful	ມີຄວາມເມດຕາ
merciless	ຄວາມເສີຍເມີຍ
mercurial	mercurial
mercury	mercury
mercy	ຄວາມເມດຕາ
mere	ພຽງແຕ່
merengue	merengue
merge	merge
merger	ການລວມຕົວ
meridian	meridian
meridional	meridional
meringue	meringue
merit	merit
meritorious	meritorious
mermaid	ແມ່ຫມ້າຍ
merriment	ຄວາມສຸກ
merry	merry
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	ຕາຫນ່າງ
meshes	meshes
mesmerized	mesmerized
mess	ຂັດຂວາງ
message	ຂໍ້ຄວາມ
messedup	NO TRANSLATION
messenger	messenger
messiah	ພຣະເມຊີອາ
messy	ສັບສົນ
metabolic	metabolic
metabolism	metabolism
metal	ໂລ​ຫະ
metallic	ໂລຫະ
metallurgy	ໂລຫະ
metamorphosis	metamorphosis
metaphor	ການປຽບທຽບ
metaphorical	metaphorical
metaphysical	metaphysical
metaphysics	metaphysics
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteorological
meteorology	meteorology
meter	meter
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	ວິທີການ
methodical	ວິທີການ
methodology	methodology
meticulous	ຢ່າງລະອຽດ
metime	metime
metric	metric
metrical	metrical
metrology	metrology
metropolis	metropolis
metropolitan	metropolitan
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	mica
mick	mick
micro	micro
microbe	microbe
microbiology	microbiology
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	ໄມໂຄໂຟນ
microscope	ກ້ອງຈຸລະທັດ
microscopic	microscopic
microscopically	microscopically
microscopy	microscopy
microwave	ໄມໂຄເວຟ
mid	ກາງ
midair	midair
midday	midday
middle	ກາງ
middleman	middleman
middleweight	middleweight
midget	midget
midland	midland
midlife	midlife
midline	midline
midnight	ເວລາທ່ຽງຄືນ
midshipman	midshipman
midst	ກາງ
midsummer	ກາງຄືນ
midterm	midterm
midtown	midtown
midway	midway
midwife	ຫມໍແຂ້ວ
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffed
mighty	mighty
mignon	mignon
migraine	migraine
migrate	ເຄື່ອນຍ້າຍ
migration	ການເຄື່ອນຍ້າຍ
migratory	ການເຄື່ອນຍ້າຍ
mike	mike
mil	NO TRANSLATION
mild	ອ່ອນໆ
mildew	mildew
mildness	ຄວາມອ່ອນໂຍນ
mile	ໄມ
mileage	mileage
milestone	milestone
militant	militant
militants	militants
military	ທະຫານ
militia	militia
milk	ນົມ
milkman	milkman
milkshake	milkshake
milky	milky
mill	ໂຮງວຽກ
millennium	millennium
milligram	milligram
millimeter	millimeter
million	ລ້ານ
millionaire	millionaire
millionth	millionth
millstone	millstone
mime	mime
mimic	mimic
mimicking	mimicking
mimicry	mimicry
mince	mince
mincemeat	mincemeat
mind	ຈິດໃຈ
minded	minded
mindful	mindful
mindfulness	mindfulness
mindless	mindless
mine	ຂ້າພະເຈົ້າ
minefield	minefield
miner	ແຮ່ທາດ
mineral	ແຮ່ທາດ
mineralogy	mineralogy
mingle	mingle
mingled	mingled
mini	mini
miniature	miniature
minibus	minibus
minim	NO TRANSLATION
minimal	minimal
minimize	minimize
minimized	minimized
minimum	ຂັ້ນຕ່ໍາ
mining	ການຂຸດຄົ້ນ
minion	minion
minister	ລັດຖະມົນຕີ
ministerial	ກະຊວງການຕ່າງປະເທດ
ministry	ກະຊວງ
minivan	minivan
mink	mink
minnow	minnow
minor	ເລັກນ້ອຍ
minority	ຊົນເຜົ່າສ່ວນນ້ອຍ
minstrel	minstrel
mint	mint
minty	minty
minuscule	minuscule
minute	ນາທີ
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	ມະ​ຫັດ​ສະ​ຈັນ
miracles	ມະຫັດສະຈັນ
miraculous	miraculous
mirage	mirage
mire	NO TRANSLATION
mirror	mirror
mirth	mirth
misappropriation	misappropriation
misbehave	misbehave
misbehavior	misbehavior
miscalculation	miscalculation
miscarriage	miscarriage
miscellaneous	miscellaneous
miscellany	miscellany
mischief	mischief
mischievous	mischievous
misconception	misconception
misconduct	misconduct
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	ຄວາມທຸກທໍລະມານ
miserably	miserably
misery	ຄວາມທຸກທໍລະມານ
misfire	misfire
misfit	ບໍ່ພໍໃຈ
misfortune	misfortune
misguided	NO TRANSLATION
mishap	mishap
misinformed	misinformed
misinterpretation	misinterpretation
mislead	ເຂົ້າໃຈຜິດ
misleading	ເຮັດໃຫ້ຫຼອກລວງ
misled	ຫລອກລວງ
mismanagement	mismanagement
mismatch	mismatch
mismatched	mismatched
misnomer	misnomer
misplace	misplace
misplaced	ຜິດພາດ
misread	misread
misrepresent	misrepresent
misrepresentation	misrepresentation
misrepresented	misrepresented
miss	miss
missile	ລູກສອນໄຟ
missiles	ລູກສອນໄຟ
missing	ຫາຍໄປ
missingyou	NO TRANSLATION
mission	ພາລະກິດ
missionary	ເຜີຍແຜ່
misspell	misspell
misstatement	misstatement
missy	missy
mist	mist
mistake	ຜິດພາດ
mistaken	ຜິດພາດ
mister	mister
mistletoe	mistletoe
mistreated	ຖືກຂົ່ມເຫັງ
mistress	mistress
mistrial	mistrial
mistrust	ຄວາມບໍ່ຫມັ້ນໃຈ
misty	misty
misunderstand	ເຂົ້າໃຈຜິດ
misunderstanding	ຄວາມເຂົ້າໃຈຜິດ
misunderstood	ເຂົ້າໃຈຜິດ
misuse	ການໃຊ້ຜິດ
mite	mite
miter	miter
mitigate	ຫຼຸດຜ່ອນ
mitigating	ການຫຼຸດຜ່ອນ
mitigation	ການຫຼຸດຜ່ອນ
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	ປະສົມປະສານ
mixed	ປະສົມປະສານ
mixedemotions	mixedemotions
mixer	mixer
mixture	ປະສົມປະສານ
mnemonic	mnemonic
moan	moan
moat	ເຮືອ
mob	mob
mobile	ມືຖື
mobility	ການເຄື່ອນຍ້າຍ
mobilization	ການເຄື່ອນໄຫວ
mobilize	ລະລຶກ
mobster	mobster
mocha	mocha
mock	ຂີ້ຕົວະ
mocked	mocked
mockery	mockery
mocking	mocking
mockingbird	mockingbird
mod	mod
modal	modal
modality	modality
mode	ໂຫມດ
model	model
modeler	modeler
modeling	ການສ້າງແບບຈໍາລອງ
modem	modem
moderate	ປານກາງ
moderate anticipation	ຄາດວ່າຈະປານກາງ
moderate disgust	ເສີຍເມີຍປານກາງ
moderate negative	ເສີຍໆປານກາງ
moderate positive	ປານກາງໃນທາງບວກ
moderate surprise	ແປກໃຈປານກາງ
moderate trust	ຄວາມເຊື່ອຫມັ້ນໃນລະດັບປານກາງ
moderately	moderately
moderating	moderating
moderation	moderation
moderator	moderator
modern	modern
modernism	modernism
modest	ເລັກນ້ອຍ
modesty	modesty
modicum	modicum
modifiable	modifiable
modification	ແກ້ໄຂ
modified	ແກ້ໄຂ
modify	ແກ້ໄຂ
modulate	modulate
modulation	modulation
module	module
modulus	modulus
mogul	mogul
moiety	ສ່ວນຫນຶ່ງ
moist	ຊຸ່ມຊື້ນ
moisture	ຄວາມຊຸ່ມຊື່ນ
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	mold
molded	molded
molding	molding
moldy	moldy
mole	mole
molecular	ໂມເລກຸນ
molecule	ໂມເລກຸນ
molest	molest
molestation	ການຂົ່ມເຫັງ
molester	molester
molten	molten
mom	mom
moment	ປັດຈຸບັນ
momentary	momentary
momentous	ທີ່ສໍາຄັນ
momentum	momentum
momma	momma
mommy	mommy
monad	monad
monarch	monarch
monarchy	monarchy
monastery	monastery
monastic	monastic
monetary	ການເງິນ
money	ເງິນ
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	monitor
monk	monk
monkey	monkey
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	monogamy
monogram	monogram
monogrammed	monogrammed
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	monopolist
monopoly	monopoly
monotonous	monotonous
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	ມອນໂຊນ
monster	monster
monstrosity	monstrosity
monstrous	monstrous
montage	ການຕິດຕັ້ງ
monte	monte
month	ເດືອນ
monthly	ປະຈໍາເດືອນ
monument	monument
monumental	monumental
moo	moo
mooch	mooch
mood	ໂປຣໄຟລ
moods	ອາລົມ
moody	moody
moon	moon
moonbeam	moonbeam
moonlight	moonlight
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	ຫໍ່
mooring	mooring
moorings	moorings
moorland	moorland
moose	moose
moot	moot
mooted	mooted
mop	mop
mope	mope
moped	moped
moral	ສົມບັດສິນ
morale	ສົມບັດສິນ
morality	ສົມບັດສິນທໍາ
morals	ສົມບັດສິນ
morass	morass
moratorium	ການຢຸດຊົ່ວຄາວ
moray	moray
morbid	morbid
morbidity	ຄວາມເຈັບປ່ວຍ
morbidness	ໂຣກບາດແຜ
mores	mores
morgue	morgue
moribund	moribund
morn	ເຊົ້າ
morning	ຕອນເຊົ້າ
moron	ໂງ່
moronic	moronic
morose	morose
morph	morph
morphine	morphine
morphism	morphism
morphology	morphology
morrow	ວັນພຸດ
morsel	morsel
mortal	mortal
mortality	ອັດຕາຕາຍ
mortar	mortar
mortgage	ການຈໍານອງ
mortgagee	ຜູ້ຈໍານອງ
mortgagor	mortgagor
mortician	mortician
mortification	mortification
mortified	mortified
mortuary	mortuary
mosaic	mosaic
mosey	mosey
mosque	mosque
mosquito	mosquito
moss	moss
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	moth
mother	ແມ່
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	ແມ່ບ້ານ
motherland	motherland
motherless	ແມ່ບໍ່
motherly	ແມ່
motif	motif
motion	motion
motionless	motionless
motivate	ກະຕຸ້ນໃຈ
motivating	ກະຕຸ້ນໃຈ
motivation	ແຮງຈູງໃຈ
motivational	ແຮງຈູງໃຈ
motive	motive
motley	motley
motor	motor
motorbike	motorbike
motorboat	motorboat
motorcade	motorcade
motorcar	motorcar
motorcycle	ລົດຈັກຢານະຍົນ
motorist	motorist
motte	motte
mottled	mottled
motto	motto
mould	mold
mound	mound
mount	mount
mountain	ພູເຂົາ
mountaineer	mountaineer
mountainous	ພູເຂົາ
mountains	ພູເຂົາ
mountaintop	mountaintop
mourn	ທຸກທໍລະມານ
mournful	ໂສກເສົ້າ
mourning	mourning
mouse	ຫນູ
mousetrap	mousetrap
mousse	mousse
moustache	ຫນວດ
mousy	mousy
mouth	ປາກ
mouthful	ປາກ
mouthpiece	mouthpiece
mouthwash	mouthwash
movable	movable
move	ຍ້າຍອອກ
movement	ການເຄື່ອນໄຫວ
mover	ການເຄື່ອນຍ້າຍ
movie	ຮູບ​ເງົາ
movies	ຮູບເງົາ
moving	ການເຄື່ອນຍ້າຍ
movingforward	NO TRANSLATION
movingon	ກ້າວ​ຕໍ່​ໄປ
mow	mow
mower	ເຄື່ອງຕັດຫຍ້າ
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucous
mucus	mucus
mud	ຕົມ
muddle	ຂົມຂື່ນ
muddled	ຂົມຂື່ນ
muddy	ຂົມຂື່ນ
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	mug
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	mule
mull	mull
mullet	mullet
multilateral	multilateral
multimedia	multimedia
multinational	multinational
multiple	ຫຼາຍ
multiple sclerosis	sclerosis ຫຼາຍ
multiplex	multiplex
multiplication	multiplication
multiplicity	multiplicity
multiplied	multiply
multiplier	multiplication
multiply	multiply
multitude	multitude
mum	ແມ່
mumble	mumble
mumbo	mumbo
mummy	mom
mumps	ໂຣກຫມາກເບີດ
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	ເມືອງ
municipality	ເມືອງ
mural	mural
murder	murder
murderer	murderer
murderess	murderess
murderous	murderous
murky	ຂີ້ເມົາ
murmur	murmur
muscle	ກ້າມເນື້ອ
muscular	ກ້າມເນື້ອ
muse	muse
muses	muses
museum	ພິພິດພັນ
mush	NO TRANSLATION
mushroom	ເຫັດ
mushy	mushy
music	ເພງ
musical	ດົນຕີ
musician	ນັກດົນຕີ
musing	musing
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	ຕ້ອງ
mustang	mustang
mustard	mustard
muster	muster
musty	musty
mutable	ປ່ຽນແປງໄດ້
mutant	mutant
mutate	ປ່ຽນແປງ
mutation	mutation
mute	mute
muted	muted
mutilate	mutilate
mutilated	mutilated
mutilation	mutilation
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	ເນື້ອ​ແກະ
mutual	mutual
mutually	ຮ່ວມກັນ
muzzle	muzzle
myfavorite	ສິ່ງ​ທີ່​ຂ້ອຍ​ມັກ
