Word	gd
obediently	gu dòigheil
obelisk	obelisg
obese	reamhar
obesity	reamhrachd
obey	èisdeachd
obi	obi
obit	obit
obituary	iomradh-bàis
object	rud
objection	gearan
objectionable	gearain
objective	amas
objectivity	obasachd
obligation	dleastanas
obligatory	riatanach
oblige	èibhinn
obliged	a dhìth
obliging	s an Iar-
obligor	s an Iar-
oblique	oblique
obliterate	sguabadh às
obliterated	air fhàgail
obliteration	analachadh
oblivion	iomagain
oblivious	iomallach
oblong	oblong
obnoxious	duilich
oboe	oboe
obscene	neònach
obscenity	geamhrachd
obscure	ceàrr
obscured	falaich
obscurity	sneachda
observance	coimhead
observant	coimhead
observation	amharc
observatory	coimheadadair
observe	coimhead
observer	neach-amhairc
observing	ag amharc
obsess	obsess
obsessed	dùsgadh
obsessing	faireachdainn
obsession	obsession
obsessive	ceasnach
obsolescence	òl
obsolete	à bith
obstacle	cnap-starra
obstetrician	obstetrician
obstetrics	obstetrics
obstinate	cùis-chinnidh
obstruct	bacadh a chur air
obstruction	bacadh
obstructive	bacaidh
obtain	faighinn
obtainable	faighinn
obtuse	obann
obverse	còmhnard
obvious	follaiseach
ocarina	ocarina
occasion	tachartas
occasional	uaireannan
occasionally	uaireannan
occipital	saoghal
occlusion	an taobh a-muigh
occult	sguabadh
occupancy	còmhnaidh
occupant	còmhnaidh
occupation	dreuchd
occupational	dreuchd
occupied	còmhnaidh
occupier	còmhnaidh
occupy	fuireach
occupying	fuireach
occur	tachairt
occurrence	tachartas
ocd	ocd
ocean	cuan
oceanic	cuanach
octagon	ochdagag
octave	ochdamh
octopus	octopus
ocular	ochd
odd	odd
oddball	oddball
oddity	èibhinn
odds	odds
ode	ode
odious	odious
odometer	odometer
odor	odor
odyssey	odyssey
oedipal	aoisipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	sgaoileadh
offence	eucoir
offend	ciontach
offended	sgaoileadh
offender	ciontach
offense	eucoir
offensive	ionnsaigh
offer	tairgse
offered	air a thairgse
offering	a 'tabhann
offhand	air falbh
office	oifis
officer	oifigear
offices	oifisean
official	oifigeil
officiate	oifigeil
offing	obair
offload	falbh
offset	co-rèiteachadh
offshoot	air falbh
offshore	far a 'chladaich
offside	muigh
offspring	de shliochd
oft	ochd
oftentimes	glè thric
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	ola
oils	ola
oily	olach
oink	oink
ointment	ola
okra	ceart
old	seann
olden	seannan
older	nas sine
oldie	seann duine
oldies	seann fheadhainn
olfactory	olfactory
oligarchy	oligarchy
olive	olive
omega	omega
omelet	omelet
omen	omen
omgomgomg	NO TRANSLATION
ominous	ominous
omission	fàgail
omit	fàgail
omitted	air fhàgail
omnibus	omnibus
omnipotence	omnipotence
omnipotent	uile-chumhachdach
omnipresent	uile-riochd
omniscient	uile rud
onboard	air bòrd
oncologist	oncologist
oncology	oncology
oncoming	tighinn
one	aon
oneday	NO TRANSLATION
onedge	onedge
onelove	aon gaol
oneness	aonachd
onerous	caoidh
oneself	fhèin
ongoing	a 'leantainn
onion	uinnean
onset	tòiseachadh
onslaught	onslaught
onstage	air an àrd-ùrlar
ontology	ontology
onus	deònach
onward	air adhart
onyx	onyx
oodles	oodles
oomph	oomph
ooze	ooze
oozing	oozing
op	op
opacity	dìomhaireachd
opal	opal
opaque	tearc
ope	ope
open	fosgailte
opener	fosgladair
opening	fosgladh
openly	gu fosgailte
openness	fosgarrachd
opera	opera
operate	obrachadh
operatic	obrachaidh
operation	obrachadh
operational	obrachadh
operations	obraichean
operative	gnìomhach
operator	ghnìomhaiche
ophthalmic	ophthalmic
ophthalmologist	àtail-eòlaiche
opiate	opiate
opinion	beachd
opinionated	beachdan
opium	opium
opponent	an nàmhaid
opportune	cothrom
opportunism	chothroman
opportunity	cothrom
oppose	aghaidh
opposed	an aghaidh
opposing	aghaidh
opposite	mu choinneamh
opposites	aghaidh
opposition	dùbhlanach
oppress	sguabadh
oppressed	sàmhach
oppression	sàrachadh
oppressive	èiginneach
oppressor	èiginn
ops	ops
opt	roghnaich
optic	sùbailte
optical	sùbailteach
optics	optics
optimism	dòchas
optimist	dòchasach
optimistic	dòchasach
optimum	as fheàrr
option	roghainn
optional	roghainneil
optionally	roghainneil
options	roghainnean
optometrist	neach-tomhais-sùla
opulence	sìorrachd
opulent	sàmhach
opus	opus
oracle	oracle
oral	beòil
orange	orains
orange juice	sùgh orainds
orangutan	orangutan
oration	aithris
orator	orator
oratory	òraidiche
orb	orb
orbit	orbit
orbital	orbital
orbiting	orbiting
orbs	orbs
orc	orc
orchard	orchard
orchestra	orcastra
orchid	magair
ordained	òrduichte
ordeal	s an Iar-
order	òrdugh
orderly	òrdugh
ordinance	òrdugh
ordinary	àbhaisteach
ordination	òrdanachadh
ordnance	òrdnance
ore	mèinn
oregano	s an Ear-Thuath
organ	organ
organic	organach
organism	organism
organist	organist
organization	eagrachadh
organize	eagrachadh
organized	eagraichte
organizer	eagraiche
orgasm	orgasm
orgies	orgies
orgy	orgy
orient	air adhart
oriental	Oirthir & Muir
orientation	stiùireadh
orifice	Oirthir & Muir
origami	origami
origin	tùs
original	tùsail
originality	tùsachd
originate	deasaich |
origination	tùsachadh
originator	tùsanach
ornament	sgeadachadh
ornamental	sgeadachadh
ornamentation	sgeadachadh
ornamented	sgeadachadh
ornate	sgeadachadh
ornery	s an Iar-
orphan	dìlleachdan
orphanage	dìlleachdachd
orphaned	dìlleachd
orthodontist	orthodontist
orthodox	orthodox
orthodoxy	orthodoxy
orthogonal	orthogonal
orthopedic	orthopedic
oscillate	oscillate
oscillating	oscillating
oscillation	oscillation
oscillatory	oscillatory
ostensible	faicsinneach
ostensibly	gu dearbha
ostentatious	sneachda
ostracized	s an Iar-
ostrich	ostrich
other	eile
otter	dòbhran
otto	otto
ottoman	ottoman
ought	còir
ounce	unga
oust	oust
outage	sgaoileadh
outback	air ais
outbid	mach às
outboard	muigh
outbreak	briseadh
outburst	sgaoileadh
outcast	sgaoileadh
outcome	buil
outcry	èisdeachd
outdated	seann duine
outdo	a-mach
outdoor	muigh
outdoors	muigh
outer	muigh
outfit	èideadh
outgoing	a 'falbh
outgrow	sgaoileadh
outgrowth	sgaoileadh
outhouse	aodach
outing	sgaoileadh
outlandish	eireachdail
outlast	sgaoileadh
outlaw	cùis-lagha
outlet	àite
outline	mìneachadh
outlines	a 'mìneachadh
outlive	muigh
outlook	sealladh
outlying	muigh
outnumber	barrachd
outpatient	euslaintich
outpost	mach
outpouring	sgaoileadh
output	sgaoileadh
outrage	eallaich
outraged	eagallach
outrageous	eireachdail
outrank	sgaoileadh
outreach	sgaoileadh
outright	dìreach
outrun	sgaoileadh
outset	toiseach
outsider	taobh a-muigh
outskirts	iomall
outsmart	muigh
outspoken	neo-shoilleir
outstanding	sàr-mhath
outstretched	muigh
outward	a-mach
outwards	a-mach
outweigh	os cionn
outwit	sgaoileadh
oval	oval
ovary	olaidh
ovate	deasaich |
ovation	dealachadh
oven	omhainn
overactive	iomallach
overall	san fharsaingeachd
overalls	s an Iar-
overbearing	s an Iar-
overburden	thairis
overcast	sneachda
overcharged	thairis air
overcoat	sgoltadh
overcome	faighinn thairis
overcoming	faighinn thairis air
overcrowded	siorruidh
overdo	thairis
overdose	overdose
overdrive	overdrive
overdue	ùine mhòr
overestimate	sàr-mheas
overestimated	sàr-mheas
overflow	overflow
overflowing	sàrachadh
overgrown	sìor dhol fodha
overgrowth	gàirdeachas
overhanging	a 'dol thairis air
overhaul	ath-sgrùdadh
overhead	thairis
overhear	sìorruidh
overheated	sgaoileadh
overjoyed	air leth toilichte
overkill	overkill
overlaid	còmhdach
overlap	overlap
overlapping	thar-tharraing
overlay	còmhdach
overload	overload
overlook	coimhead air ais
overlord	uachdaran
overlying	thairis
overpaid	thairis air pàigheadh
overpass	thairis air
overplayed	s an Iar-
overpower	thar-chumhachd
overpowering	sgaoileadh
overpriced	sìor-chruaidh
overprotective	overprotective
overrated	thairis air
overreact	s an Iar-
override	ath-shuidheachadh
overriding	ceannasach
overrule	sguabadh às
overrun	a 'dol thairis air
oversee	coimhead thairis air
overseer	stiùiriche
overshadow	sneachda
oversight	maoirsinn
oversized	cus
overslept	an-dè
overstate	thar-ìre
overstock	obraichean
overt	s an Iar-
overtake	falbh
overtaken	sgaoileadh
overthemoon	NO TRANSLATION
overthinker	an-aghaidh
overthinking	a 'toirt thairis air
overthrow	sgaoileadh
overtime	Thairis air ùine
overtired	air falbh
overture	overture
overturn	tionndadh
overview	sealladh farsaing
overweight	ro throm
overwhelm	thairis
overwhelmed	uamhasach
overwhelming	uabhasach mòr
overworked	sìor obair
overwrought	thairis
overzealous	sgaoileadh
owe	bu chòir
owing	a dhìth
owl	owl
owner	sealbhadair
ownership	seilbh
ox	damh
oxidation	oxidation
oxide	ocsaid
oxygen	ogsaidean
oxymoron	sgaoileadh
oyster	oisir
ozone	ozone
pace	astar
pacemaker	neach-glacaidh
pacific	sàmhach
pacified	sàmhach
pacifier	pacifier
pacifist	pacifist
pacify	sàrachadh
pacing	sìtheadh
pack	pac
package	pasgan
packaging	pacadh
packer	pacair
packet	phacaid
pact	aonta
pad	pad
padded	air a sgeadachadh
padding	gleabadh
paddle	paddle
paddle boat	bàta pleadhaig
paddock	paddock
paddy	dannsa
padlock	glais
padre	NO TRANSLATION
paean	sgaoileadh
pagan	pàganach
paganism	paganachas
page	duilleag
pageant	duilleag
pager	pager
pagination	duilleag
paging	paging
pagoda	pagoda
pail	clach
pain	pian
pained	s an Iar-
painful	pianail
painfully	gu pianail
painkiller	mì-mhodhail
painless	gun phian
pains	miannan
painstaking	sàmhach
paint	peant
paintball	ball peant
paintbrush	brus peanta
painted	air a pheantadh
painter	peantair
painting	peantadh
pair	paidhir
paisley	Pàislig
pajama	pajama
pajamas	piodamas
pal	pal
palace	lùchairt
palatable	s an Iar-
palate	cala
pale	sàmhach
paleontology	paleontology
palette	palette
pall	pall
palladium	palladium
pallet	pallet
palliative	sgìthidh
palm	pailme
palmer	pailteas
palomino	palomino
palpable	deiseil
palpitations	slatan-tomhais
palsy	paris
paltry	paltry
pamper	pamper
pamphlet	leabhran
pan	pan
panacea	panacea
panache	sgaoileadh
pancake	pancake
pancakes	pancakes
pancreas	pancreas
panda	panda
pandemic	galar sgaoilte
pandemonium	pandemonium
pane	pane
panel	pannal
pang	NO TRANSLATION
panhandle	panhandle
panic	aimhreit
panicattack	NO TRANSLATION
panicked	panic
panicking	a 'bualadh
panicky	banalach
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramic
pansy	pansy
pant	pant
pantheon	pìobaire
panther	panther
panties	brathan
pantomime	pantomaim
pantry	pantry
pants	drathais
panty	bratach
pantyhose	pantyhose
pap	pap
papa	papa
papacy	pàipeir
papal	NO TRANSLATION
papaya	papaya
paper	pàipear
paperback	pàipeir-naidheachd
paperboy	pàipear pàipeir
paperweight	meadhanach pàipeir
paperwork	obair pàipeir
paprika	paprika
papyrus	papyrus
par	NO TRANSLATION
parable	cainnt
parabola	parabola
parabolic	parabolic
parachute	paraisiut
parade	caismeachd
paradigm	paradigm
paradise	paradise
paradox	paradox
paradoxical	paradoxical
paraffin	paraffin
paragon	paragon
paragraph	paragraf
parakeet	parakeet
paralegal	paralegal
parallax	parallax
parallel	co-shìnte
parallelism	parallelism
paralysis	paralysis
paralyze	bualadh
paralyzed	pairilis
paramedic	paraisiut
paramedics	paraisiutics
paramilitary	paramilitary
paramount	fìor chudromach
paranoia	paranoia
paranoid	paranoid
paranormal	sgaoileadh
parapet	parapet
paraphernalia	s an Iar-
paraphrase	briathrachas
paraplegic	coimeasach
parasite	leacach
parasitic	deasaich |
parasol	sèidneag
parcel	pasgan
parcels	parsailean
parched	sgaoileadh
parchment	parchment
pardon	maitheanas
pare	NO TRANSLATION
parenchyma	saoghail
parent	pàrant
parentage	pàrantan
parental	pàrantan
parenthesis	NO TRANSLATION
parenthetical	pàrantach
parenthood	pàrantachd
parenting	pàrantachd
pariah	pariah
parietal	parietal
paring	coiseachd
parish	paraiste
parity	co-ionannachd
park	pàirc
parka	parka
parking	pàirceadh
parkinsons	Parkinsons
parlance	gàirdeachas
parlay	parlay
parliament	pàrlamaid
parliamentary	pàrlamaid
parlor	seòmar
parmesan	parmesan
parody	parody
parole	parole
parquet	parquet
parrot	parrot
parry	parry
parse	parse
parsimonious	saoghail
parsimony	pòsadh
parsley	peirsil
parson	parson
part	pàirt
partake	pàirtich
partial	pàirt
partiality	pàirt
partially	gu ìre
participant	pàirtiche
participate	pàirt a ghabhail
participation	com-pàirteachadh
particle	particle
particular	àraid
particularity	gu sònraichte
particulars	fiosrachadh
parting	sgaoileadh
partisan	pàirtiche
partisanship	pàrtaidh
partition	sgaradh
partly	pàirt dheth
partner	com-pàirtiche
partnership	com-pàirteachas
partridge	Pàdraig
parts	pàirtean
party	pàrtaidh
pas	NO TRANSLATION
pass	siubhal
passable	comasach
passage	trannsa
passageway	trannsa
passe	NO TRANSLATION
passenger	luchd-siubhail
passim	NO TRANSLATION
passing	a 'dol seachad
passion	dìoghrasach
passionate	dìoghrasach
passive	iomallach
passivity	iomadachd
passkey	siubhail
passport	cead-siubhail
password	facal-faire
past	seachad
pasta	pasta
paste	cleas
pastel	pastel
pastime	cur-seachad
pastor	pastor
pastrami	pastrami
pastry	pasgan
pasture	ionaltradh
pasty	caitheamh
pat	pat
patch	pàirc
patchwork	uisge-beatha
pate	dèan
patella	patella
patent	patent
patented	air a pheantadh
paternal	athair
paternity	aithreachas
path	slighe
pathetic	bòidheach
pathological	eòlas
pathologist	eòlaiche-inntinn
pathology	eòlas-inntinn
pathos	NO TRANSLATION
pathway	slighe
patience	foighidinn
patient	euslainteach
patio	patio
patriarch	patriarch
patriarchal	patriarchal
patrimony	pàrtaidh
patriot	dùthaich dùthchail
patriotic	dùthchasach
patriotism	turraidheachd
patrol	patrol
patrolman	neach-tadhail
patron	pàtran
patronage	pàtranachd
patronising	s an Iar-
patronize	Taic mu Ruigsinneachd
patronizing	s an Iar-
patter	s an Iar-
pattern	pàtran
paucity	iomagain
pauper	bochd
pause	stad
pave	dùnadh
pavement	lùban
pavilion	pàillean
paving	lùbadh
paw	sgaoileadh
pawn	pewn
pawnshop	saoghail
pax	pax
pay	pàigh
payable	ri phàigheadh
payback	pàigheadh ​​air ais
paycheck	pàipear-pàighidh
payday	pàigheadh
payer	pàighidh
payload	pay pay
payment	pàigheadh
payoff	Pàigh dheth
payout	pàigheadh
payphone	fòn pàighidh
payroll	pàighidh
pea	pea
peace	sìth
peaceable	sàmhach
peaceful	sàmhach
peacefully	gu sàbhailte
peacekeeper	gleidheadh ​​sìthe
peaceofmind	NO TRANSLATION
peacetime	rè ùine
peach	peach
peachy	sgiobalta
peacock	peacock
peak	àirde
peaked	àirde
peanut	cnuic
peanuts	peanuts
pear	pear
pearl	neamhnaid
pearly	saoghail
peas	peas
peasant	tuath
peat	mòine
pebble	cladhach
pecan	pecan
peck	peic
pecker	pecker
peculiar	àraid
peculiarities	sònrachaidhean
peculiarity	àraid
peculiarly	gu sònraichte
pecuniary	airgead
pedal	peadalan
pedantic	pheantantach
peddle	peddle
peddler	peddler
pedestal	pedestal
pedestrian	luchd-coiseachd
pediatric	pàrant-chloinne
pediatrician	pàrant-chloinne
pediatrics	pàrant-chloinne
pedicure	aodach
pedigree	s an Iar-
pedometer	ceumadair
pedophile	peataiche
pee	pee
peek	gàire
peekaboo	peekaboo
peel	sgoltadh
peep	saoghail
peeper	sreap
peephole	pholl-phìob
peer	co-aoisean
peering	sneachda
peerless	gun choimeas
peeved	saoghail
peg	peg
pegs	pegaichean
peice	NO TRANSLATION
pelagic	cealgach
pelican	pelican
pellet	peilear
pelvic	pelvic
pelvis	pelvis
pen	peann
penal	peanasach
penalty	peanas
penance	peanasachadh
penchant	gàire
pencil	peansail
pendant	pendant
pendency	sgaoileadh
pendent	NO TRANSLATION
pending	ri feitheamh
pendulum	pendulum
penetrate	dol a-steach
penetrating	sgaoileadh
penetration	penetration
penguin	penguin
penicillin	penicillin
penile	peannachadh
peninsula	leth-eilean
penis	pìos
penitent	bochd
penitentiary	dìomhaireachd
penmanship	sònrachadh
pennant	pennant
penniless	sgillinn
penny	sgillinn
pension	peinnsean
pensioner	peinnseanair
pensive	inntinn
pentagon	Pentagon
pentagram	pentagram
penthouse	penthouse
penultimate	dà-leth-cheud
people	daoine
peopled	s an Iar-
pep	pep
pepper	piobar
peppermint	mialt
pepperoni	pepperoni
peppy	pepag
peptic	peptic
peptide	peptide
perceive	a 'faireachdainn
percent	sa cheud
percentage	sa cheud
percentile	saoghail
perceptible	faicsinneach
perception	faireachdainn
perceptive	seallaidh
perch	sgoltadh
perchance	saoghail
percolation	sèididh
percussion	percussion
perdition	milleadh
peremptory	sabaid
perennial	iomallach
perfect	foirfe
perfection	perfection
perfectionist	perfectionist
perfecto	NO TRANSLATION
perforated	drùidhte
perforation	cladhach
perforce	feuchainn
perform	cluich
performance	coileanadh
performer	cluicheadair
perfume	sgeadachadh
perfumed	aodach
peri	peri
peridot	peridot
peril	cunnart
perilous	duilich
perimeter	iomall
period	ùine
periodic	ràitheil
periodical	ràitheil
periodically	bho àm gu àm
periodicity	ùineachd
peripheral	iomallach
periphery	iomall
periscope	periscope
perish	a dhìth
perishable	neo-thorrach
perished	sguir
perishing	sgaoileadh
perjury	iomagain
perk	perk
perky	sgaoileadh
perm	perm
permanence	seasmhachd
permanent	maireannach
permeable	ceàrr
permeate	sgaoileadh
permeation	sgaoileadh
permissible	ceadaichte
permission	cead
permissive	ceadaichte
permit	cead
permitted	ceadaichte
permitting	a 'ceadachadh
permutation	sgaoileadh
pernicious	mì-chinnteach
peroxide	peroxide
perpendicular	perpendicular
perpetrate	sìorraidh
perpetrator	neach-cùraim
perpetual	sìorraidh
perpetually	gu sìorraidh
perpetuate	sìorraidh
perpetuation	sìorraidh
perpetuity	sìorruidheachd
perplexed	ann an cunnart
perplexing	a 'cur dragh air
perplexity	iomagain
persecute	geur-leanmhainn
persecution	geur-leanmhainn
perseverance	buanseasmhachd
persevere	leantainn
persist	a 'leantainn
persistence	seasmhachd
persistent	leantainneach
persisting	a 'leantainn
person	neach
persona	NO TRANSLATION
personable	deònach
personage	pearsa
personal	pearsanta
personality	pearsantachd
personification	pearsanachadh
personnel	luchd-obrach
persons	daoine
perspective	sealladh
perspiration	sìorraidh
persuade	brosnachadh
persuasion	bualadh
persuasive	brosnachaidh
pert	pert
pertinent	iomchaidh
perturbation	dragh
pertussis	pertussis
perusal	saoghail
peruse	saoghail
pervading	sgaoileadh
perverse	mì-fhortanach
perversion	aimhreit
pervert	mì-fhortanach
perverted	mì-fhortanach
pesky	pesky
pessimism	geamhradh
pessimist	geamhraidh
pessimistic	dona
pest	pest
pester	pester
pestilence	pestilence
pestle	pestle
pesto	pesto
pet	peata
petal	petal
petite	athchuinge
petition	athchuinge
petitioner	athchuingear
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	sgaoileadh
petrify	saoghail
petrol	peatrail
petroleum	petroleum
petticoat	saoghail
petting	peataichean
petty	beag
petulant	a 'ghealach
petunia	petunia
pew	saoghail
pewter	todhair
peyote	NO TRANSLATION
phalanx	phalanx
phantom	s an Iar-
pharaoh	pharaoh
pharmaceutical	leigheas
pharmacist	leigheadair
pharmacology	leigheas
pharmacy	bùth-chungaidhean
phase	ìre
pheasant	seagag
phenomenal	eireachdail
phenomenon	feallsanachd
pheromone	pheromone
phew	phew
phi	phi
philanthropic	gràdh-daonna
philanthropist	daonna
philanthropy	gràdh-daonna
philistine	philistine
philosopher	feallsanachd
philosophic	feallsanachail
philosophical	feallsanachail
philosophy	feallsanachd
phlegm	phlegm
pho	pho
phobia	phobia
phoenix	phoenix
phone	fòn
phonetic	fònaidheachd
phonetics	fòcasachd
phonics	fonaigs
phonograph	phonograph
