Word	ru
memoir	научная статья
memorabilia	памятные вещи
memorable	памятный
memorandum	меморандум
memorial	мемориал
memorials	воспоминания
memories	воспоминания
memoriesiwontforget	NO TRANSLATION
memorize	выучить наизусть
memory	Память
menace	угроза
menacing	угрожающий
menagerie	зверинец
mend	поправляться
mending	починка
menial	лакейский
meningitis	менингит
meniscus	мениск
menopause	менопауза
menses	менструации
menstrual	менструальный
mental	умственный
mentalhealth	NO TRANSLATION
mentality	склад ума
menthol	ментол
mention	упомянуть
mentor	наставник
menu	меню
meow	мяу
mercantile	меркантильный
mercenary	наемник
merchandise	товар
merchant	торговец
merciful	милостивый
merciless	беспощадный
mercurial	ртутный
mercury	Меркурий
mercy	милость
mere	всего лишь
merengue	меренге
merge	сливаться
merger	слияние
meridian	меридиан
meridional	меридиональный
meringue	меренга
merit	заслуга
meritorious	похвальный
mermaid	Русалка
merriment	веселье
merry	веселый
merrychristmas	NO TRANSLATION
mesa	столовая гора
mescaline	мескалин
mesh	меш
meshes	сетки
mesmerized	загипнотизированный
mess	беспорядок
message	сообщение
messedup	NO TRANSLATION
messenger	посыльный
messiah	мессия
messy	беспорядочный
metabolic	метаболический
metabolism	метаболизм
metal	металл
metallic	металлический
metallurgy	металлургия
metamorphosis	метаморфоза
metaphor	метафора
metaphorical	метафорический
metaphysical	метафизический
metaphysics	метафизика
metastasis	метастазирование
meteor	метеор
meteoric	метеорный
meteorite	метеорит
meteorological	метеорологический
meteorology	метеорология
meter	метр
meth	мет
methadone	метадон
methane	метан
methanol	метанол
method	метод
methodical	методический
methodology	методология
meticulous	дотошный
metime	мне время
metric	метрический
metrical	метрический
metrology	метрология
metropolis	метрополия
metropolitan	столичный
mettle	лихость
mew	мяукать
mezzanine	мезонин
mica	слюда
mick	Mick
micro	микро
microbe	микроб
microbiology	микробиология
microchip	микрочип
microcosm	микрокосм
microfilm	микрофильм
microgram	микрограмм
micrometer	микрометр
micron	микрон
microphone	микрофон
microscope	микроскоп
