Word	hi
involve	शामिल
involvement	भागीदारी
invulnerable	अभेद्य
inwards	अंदर की ओर
iodine	आयोडीन
ion	आयन
iota	योटा
irate	क्रुद्ध
ire	NO TRANSLATION
iridescent	इंद्रधनुषी
iris	आँख की पुतली
irked	खफा
irks	irks
iron	लोहा
ironclad	बख़्तरबंद
ironic	लोहे का
irons	लोहा
irony	व्यंग्य
irradiation	विकिरण
irrational	तर्कहीन
irrationality	तर्कहीनता
irreconcilable	कट्टर विरोधी
irreducible	अलघुकरणीय
irrefutable	अखंडनीय
irregular	अनियमित
irregularity	अनियमितता
irregularly	अनियमित
irrelevant	असंगत
irreparable	अपूरणीय
irreplaceable	स्थिर
irrepressible	सदा एकसां
irresistible	अथक
irrespective	निरपेक्ष
irresponsible	गैर जिम्मेदार
irreverent	बेअदब
irreversible	अचल
irrevocable	स्थिर
irrigate	सींचना
irrigation	सिंचाई
irritability	चिड़चिड़ापन
irritable	चिड़चिड़ा
irritate	जलन
irritated	खीजा हुआ
irritates	परेशान
irritating	चिड़चिड़ा
irritation	जलन
island	द्वीप
isle	टापू
islet	छोटा सा टाप
isolate	अलग
isolated	पृथक
isolation	अलगाव
isomorphism	समाकृतिकता
isothermal	इज़ोटेर्माल
isotope	आइसोटोप
issue	मुद्दा
itch	खुजली
itching	खुजली
itchy	खुजली
item	मद
itemize	गिनना
items	आइटम
iterate	पुनरावृति
iteration	यात्रा
iterative	चलने का
itinerant	चलनेवाला
itinerary	यात्रा कार्यक्रम
ivory	हाथी दांत
jab	प्रहार
jabber	गपशप
jack	जैक
jackal	सियार
jackass	गधा
jacket	जैकेट
jackhammer	जैकहैमर
jackpot	जैकपोट
jackrabbit	jackrabbit
jacks	जैक
jade	जेड
jaded	क्लांत
jag	NO TRANSLATION
jagged	दांतेदार
jaguar	एक प्रकार का जानवर
jail	जेल
jailbird	क़ैदी
jailbreak	भागने
jailer	जलिक
jailhouse	Jailhouse
jalopy	पुरानी गड़ी
jam	जाम
jamboree	उत्सव
jammed	जाम
jammer	जैमर
janitor	चौकीदार
janitorial	Janitorial
japan	जापान
jar	जार
jargon	शब्दजाल
jarhead	Jarhead
jarring	विवाद
jasmine	चमेली
jasper	सूर्यकांत मणि
jaundice	पीलिया
jaunt	मनोरंजन की यात्रा
java	जावा
javelin	भाला
jaw	जबड़ा
jawbone	जबड़ा
jaws	जबड़े
jay	नीलकंठ
jazz	जाज
jazzy	जाज का
jealous	ईर्ष्या
jealousy	ईर्ष्या द्वेष
jean	जीन
jeans	जीन्स
jeep	जीप
jeering	jeering
jelly	जेली
jellybean	जेली बीन
jellyfish	जेलिफ़िश
jenny	विंच
jeopardize	ख़तरे में डालना
jeopardy	ख़तरा
jerk	झटका
jerks	झटके
jerky	झटकेदार
jersey	जर्सी
jest	NO TRANSLATION
jester	विदूषक
jesus	यीशु
jet	जेट
jetty	घाट
jewel	गहना
jeweler	जौहरी
jewelry	आभूषण
jib	पाल
jiff	NO TRANSLATION
jiffy	पल
jig	नमूना
jiggle	बजना
jigsaw	आरा
jihad	जिहाद
jimmy	सर्व-कुंची
jingle	टनटनाहट
jinx	बदकिस्मती
jitters	नस
jittery	चिड़चिड़ा
jive	बक
job	काम
jobinterview	NO TRANSLATION
jock	जॉक
jockey	जॉकी
jockstrap	jockstrap
jog	धकेलना
jogger	घुड़दौड़ का
john	जॉन
join	में शामिल होने के
joined	में शामिल हो गए
joining	में शामिल होने
joint	संयुक्त
jointly	संयुक्त रूप से
joke	मज़ाक
joker	जोकर
joking	मजाक कर रहा है
jolly	विनोदी
jolt	झटका
jornada	NO TRANSLATION
jot	संक्षेप में लिख देना
jour	NO TRANSLATION
journal	पत्रिका
journalism	पत्रकारिता
journalist	पत्रकार
journalistic	पत्रकारिता
journey	यात्रा
journeyman	तंख़्वाहदार मजदूर
joust	झूठी लड़ाई
jovial	उल्लासपूर्ण
joy	हर्ष
joyful	आनंदपूर्ण
joyous	आनंदित
joyride	joyride
joys	खुशियों
jubilant	उल्लसित
jubilee	जयंती
judge	न्यायाधीश
judged	न्याय
judging	पहचानने
judgment	निर्णय
judgmental	अनुमान
judicial	अदालती
judiciary	न्यायतंत्र
judicious	उचित
judo	जूदो
jug	सुराही
juggle	हथकंडा करना
juggler	बाजीगर
juggling	जादू
jugular	गले का
juice	रस
juicer	जूसर
juicy	रसीला
juju	NO TRANSLATION
juke	ज्यूक
jukebox	ज्यूकबॉक्स
jumble	गड़बड़ी
jumbled	गड्ड-बड्ड करनेवाला
jumbo	दैत्य
jump	छलांग
jump rope	रस्सी कूदना
jumper	उछलनेवाला
jumpsuit	जम्पसुट
jumpy	चिड़चिड़ा
junction	संगम
juncture	समय
jungle	जंगल
junior	कनिष्ठ
juniper	जुनिपर
junk	कचरा
junket	दावत
junkie	जून्की
junky	जून्की
junkyard	जंकयार्ड
junta	जून्टा
juridical	कानूनी
jurisdiction	अधिकार - क्षेत्र
jurisprudence	न्यायशास्र सा
jurist	विधिवेत्ता
juror	जूरियों में एक व्यक्रित
jury	पंचायत
justice	न्याय
justifiable	तर्कसंगत
justification	औचित्य
justify	औचित्य साबित
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	जूट
juvenile	किशोर
juxtaposition	मुक़ाबला
kaiser	कैसर
kale	गोभी
kaleidoscope	बहुरूपदर्शक
kamikaze	आत्मघाती
kangaroo	कंगेरू
kanji	कांजी
kappa	रूई
kaput	NO TRANSLATION
karaoke	कराओके
