Word	ig
lunacy	onyeisi
lunar	ọnwa
lunatic	akpa ume
lunch	nri ehihie
lunchbox	igbe nri ehihie
luncheon	nri ehihie
lunchtime	nri ehihie
lung	agu
lunge	Nri
lungs	akpa ume
lurch	lurch
lure	na-arahụ
lurid	agha
lurk	lurk
lurking	na-ezo
luscious	obi ụtọ
lush	lush
lust	ọchịchọ
luster	luster
lustful	agu agu
lustrous	obi ọjọọ
lusty	obi ụtọ
lute	egwu
luxuriant	mara mma
luxurious	mara mma
luxury	okomoko
lycra	lycra
lye	lye
lying	ịgha ụgha
lymph	lymph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	nbanye
lynx	lynx
lyre	lyre
lyric	lyric
lyrical	dị egwu
lyrics	lyrics
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	nwanyị
mach	igwe
machete	machete
machine	igwe
machinery	igwe
machinist	machinist
macho	macho
mackerel	makarel
macro	Mac
mad	agba
madam	madam
madame	Nwa
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	ụda ụbọchị
madhouse	madhouse
madman	madman
madness	nzu
maestro	maestro
mafia	mafia
magazine	magazin
mage	mage
magenta	magenta
maggot	maggot
magic	anwansi
magical	kpakpando
magician	onye dibia
magistrate	onye ikpe
magma	magma
magna	magna
magnate	magate
magnesium	magnesium
magnet	magnet
magnetic	magnetik
magnetism	magnetism
magnetite	magnetite
magnification	ebube
magnificence	ebube
magnificent	ebube
magnifier	buru ibu
magnify	bulie
magnifying	na-ebuli elu
magnitude	ịdị ukwuu
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	nwanyị
maiden	nwa agbọghọ
mail	mail
mailbox	igbe akwụkwọ ozi
mailing	ozi nzipu
mailman	mailman
maim	NO TRANSLATION
main	isi
mainframe	mainframe
mainland	ala
mainstay	isi
mainstream	isi
maintain	nọgide na-enwe
maintenance	ndozi
majestic	ebube
majesty	ebube
major	isi
majority	ọtụtụ
make	mee
makeover	nkwụsị
maker	eme
makeshift	eme ihe
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	techaa
makingdisciples	NO TRANSLATION
malady	ọrịa
malaise	malaise
malaria	ịba
malarkey	malarkey
male	nwoke
malevolent	ezighi ezi
malfeasance	malfeasance
malformation	nkwarụ
malfunction	adịghị mma
malice	NO TRANSLATION
malicious	obi
malign	malign
malignancy	malignancy
malignant	ọjọọ
maligned	mebiri
mall	ụlọ ahịa
malleable	mara mma
mallet	mallet
malnutrition	erighị ihe na-edozi ahụ
malpractice	ajọ omume
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	anụ ahụ
mammoth	akwa
mammy	mammy
man	nwoke
manage	jikwaa
manageable	eme ihe
management	njikwa
manager	njikwa
managerial	njikwa
mandamus	mandamus
mandarin	Mandarin
mandate	iwu
mandatory	dị mkpa
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	nhazi
maneuvering	na-arụ ọrụ
mange	NO TRANSLATION
manger	iri nri
mangle	mangle
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	manhole
manhood	nwoke
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	maniacal
manic	manic
manicure	ịkpụ aka
manicurist	manicurist
manifest	gosipụta
manifestation	ngosipụta
manifested	gosipụtara
manifestly	egosipụta
manifesto	manifesto
manifold	otutu
manipulate	gbanwee
manipulation	nhazi
manipulative	nhazi
mankind	ụmụ mmadụ
manly	nwoke
manna	mana
manned	nwoke
mannequin	mannequin
manner	n'ụzọ
mannered	emeziri onwe ya
manners	omume
manor	manor
manpower	arụ ọrụ
mansion	ụlọ
mansions	ebe obibi
manslaughter	igbu mmadu
mantel	mantel
mantis	mantis
mantle	uwe
mantra	mantra
manual	ntuziaka
manufacture	emebe
manufacturer	emeputa
manufacturing	arụpụta
manure	nri
manuscript	ihe odide
map	map
maple	maple
mar	Mar
marathon	marathon
marble	marble
marbled	marbled
marbles	marbles
march	eme njem
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	oke
marginal	oke
mariachi	mariachi
marijuana	wii wii
marinara	marinara
marine	mmiri
mariner	onye ọrụ ugbo
marital	alụmdi na nwunye
maritime	maritime
mark	akara
marked	akara
marker	akara
market	ahịa
marketable	ihe kwesiri
marketing	ahịa
marketplace	ahịa
marks	akara
marksman	akara ngosi
marksmanship	akara aka
marl	marl
marmalade	marmalade
maroon	maroon
marooned	kwadoro
marquee	marke
marquis	marquis
marred	ma jijiji
marriage	alụmdi na nwunye
married	lụrụ
marrow	ụba
marry	lụọ
marsh	marsh
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	martial
martingale	martingale
martini	martini
martyr	martyr
martyrdom	ugha
marvel	iju anya
marvellous	magburu onwe ya
marvelous	magburu onwe ya
marvelously	magburu onwe ya
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	nwoke
masculinity	nwoke
mash	mash
mashed	mashed
mask	mkpuchi
masked	masked
masks	nkpuchi
masochism	masochism
masochist	masochist
mason	Mason
masquerade	ihe nkpuchi
mass	uka
massacre	mgbuchapụ
massage	ịhịa aka n'ahụ
masses	igwe
masseur	masseur
masseuse	igwe
massive	oke
mast	mast
master	nna ukwu
masterful	onye maara ihe
mastermind	nnabata
masterpiece	ihe omimi
mastery	ike
masturbate	masturbate
masturbation	masturbation
mat	ụ
matador	matador
match	egwuregwu
matchbook	akwụkwọ ọgụgụ
matching	ha
matchmaker	onye egwuregwu
mate	nwunye
material	ihe onwunwe
materialism	materialism
materialist	materialist
materialistic	materialistic
materiality	ihe onwunwe
materialize	nyochaa
materially	n'ụzọ anụ ahụ
materials	ihe
materiel	materiel
maternal	nne
maternity	nne
math	mgbakọ na mwepụ
mathematical	mgbakọ na mwepụ
mathematician	mathematician
mathematics	mgbakọ na mwepụ
matinee	matinee
mating	aging
matriculation	edemede
matrimony	alụmdi na nwunye
matrix	matriks
matron	matron
matted	matted
matter	okwu
matting	aga
mattress	nkpuchi
maturation	oke
mature	ndị tozuru okè
maturity	ntozu okè
maudlin	maudlin
mausoleum	mausoleum
mauve	ike
maverick	maverick
maxim	ọnụ
maximize	gbasaa
maximum	oke
may	nwere ike
mayday	ụbọchị ndị ọrụ
mayflower	ọkụ
mayhem	ike
mayonnaise	Mayonezi
mayor	onyeisi obodo
maze	maze
mead	mead
meadow	ala
meager	obere ihe
meal	nri
mean	pụtara
meander	meander
meandering	meandering
meanie	pụtara
meaning	pụtara
meaningful	bara uru
meaningless	enweghị ihe efu
meanness	pụtara
means	pụtara
meantime	oge
measles	ọrịa
measurable	eme ihe
measure	tụọ
measured	tụọ
measurement	mmụba
measuring	nha
measuring cup	iko ihe
measuring tape	ihe nfe
meat	anụ
meatball	meatball
meathead	meathead
meatloaf	meatloaf
mechanic	ngwaọrụ
mechanical	ngwaọrụ
mechanics	nhazi
mechanism	usoro
med	NO TRANSLATION
medal	nrite
medallion	echekwa
medallist	medalist
meddle	tinye aka
meddling	na-atụgharị uche
media	mgbasa ozi
medial	medial
median	n'etiti
mediate	na-agbasa
mediation	nhazi
mediator	onye ogbugbo
medic	ọgwụ
medical	ọgwụ
medicate	nyocha
medication	ọgwụ
medicinal	ọgwụ
medicine	ọgwụ
medieval	ochie
mediocre	mediocre
mediocrity	mmuo
meditate	tụgharịa uche
meditating	ịtụgharị uche
meditation	ntụgharị uche
meditative	ntụgharị uche
mediterranean	mediterranean
medium	ọkara
medley	medley
meek	obi umeala
meet	izute
meeting	nzukọ
mega	mega
meh	meh
melancholic	melancholic
melancholy	melancholy
melee	melee
mellow	mellow
melodious	dị mma
melodrama	melodrama
melodramatic	melodramatic
melody	abụ olu ụtọ
melon	egwusi
melt	agbaze
meltdown	meltdown
melting	agbaze
member	otu
membership	òtù
membrane	akpụkpọ ahụ
memento	memento
memo	ederede
memoir	ncheta
memorabilia	ihe ncheta
memorable	echefu echefu
memorandum	ederede
memorial	ncheta
memorials	ncheta
memories	ncheta
memoriesiwontforget	NO TRANSLATION
memorize	buru ibu
memory	ncheta
menace	agha
menacing	egwu
menagerie	agha
mend	gbanwee
mending	na-edozi
menial	dị egwu
meningitis	meningitis
meniscus	meniscus
menopause	ndi mmadu
menses	eme
menstrual	njedebe
mental	uche
mentalhealth	NO TRANSLATION
mentality	echiche
menthol	menthol
mention	kwuru
mentor	onye nkuzi
menu	menu
meow	meow
mercantile	merkertile
mercenary	mercenary
merchandise	ahia
merchant	ahịa
merciful	ebere
merciless	enweghị obi ebere
mercurial	Mercurial
mercury	Mercury
mercy	ebere
mere	naanị
merengue	merengue
merge	jikota
merger	njikota
meridian	meridian
meridional	meridional
meringue	meringue
merit	kwesịrị
meritorious	meritorious
mermaid	onye na-eje ozi
merriment	obi ụtọ
merry	obi ụtọ
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	ncha
meshes	ozi ọma
mesmerized	mesmerized
mess	ọgbaghara
message	ozi
messedup	NO TRANSLATION
messenger	ozi
messiah	Messiah
messy	ihe ojoo
metabolic	metabolic
metabolism	metabolism
metal	ígwè
metallic	metallic
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	ihe atụ
metaphorical	ihe atụ
metaphysical	metaphysical
metaphysics	metaphysics
metastasis	eme ihe
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteorological
meteorology	meteorology
meter	mita
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	usoro
methodical	usoro
methodology	usoro
meticulous	eji nlezianya
metime	oge
metric	metric
metrical	arụ ọrụ
metrology	metrology
metropolis	obodo
metropolitan	obodo
mettle	zoo
mew	mew
mezzanine	mezzanine
mica	mica
mick	mick
micro	micro
microbe	microbe
microbiology	microbiology
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	igwe okwu
microscope	microscope
microscopic	microscopic
microscopically	microscopically
microscopy	microscopy
microwave	ngwa ndakwa nri
mid	n'etiti
midair	midair
midday	n'etiti ehihie
middle	n'etiti
middleman	middleman
middleweight	nke dị n'etiti
midget	midget
midland	midland
midlife	midlife
midline	midline
midnight	n'etiti abalị
midshipman	midshipman
midst	n'etiti
midsummer	midsummer
midterm	midterm
midtown	n'etiti obodo
midway	midway
midwife	midwife
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffed
mighty	dike
mignon	mignon
migraine	migraine
migrate	kwaga
migration	Mbugharị
migratory	migratory
mike	mike
mil	NO TRANSLATION
mild	dị nwayọọ
mildew	agha
mildness	ịdị nwayọọ
mile	mile
mileage	ihe ahia
milestone	ukwu
militant	agha
militants	ndị agha
military	agha
militia	agha
milk	mmiri ara
milkman	mmiri ara ehi
milkshake	mịlkshek
milky	milky
mill	igwe igwe
millennium	puku afọ
milligram	milligram
millimeter	millimita
million	nde
millionaire	millionaire
millionth	nde
millstone	nkume igwe
mime	mime
mimic	mimic
mimicking	mimking
mimicry	mimicry
mince	mpi
mincemeat	mincemeat
mind	uche
minded	uche
mindful	eche
mindfulness	uche
mindless	enweghị uche
mine	m
minefield	minefield
miner	onye na-egwuputa ihe
mineral	ịnweta
mineralogy	mineralogy
mingle	jikọta
mingled	jikọtara
mini	Obere
miniature	obere
minibus	minibus
minim	NO TRANSLATION
minimal	obere
minimize	belata
minimized	belata
minimum	opekempe
mining	Ngwuputa
minion	ugbua
minister	onye ozi
ministerial	eje ozi
ministry	ozi
minivan	minivan
mink	mink
minnow	mara
minor	obere
minority	obere
minstrel	minstrel
mint	Mint
minty	mpi
minuscule	obere ihe
minute	nkeji
minutiae	obere
minx	minx
mir	NO TRANSLATION
miracle	ọrụ ebube
miracles	ọrụ ebube
miraculous	ọrụ ebube
mirage	igwe
mire	NO TRANSLATION
mirror	mirror
mirth	ọchị
misappropriation	misappropriation
misbehave	misbehave
misbehavior	omume ọjọọ
miscalculation	ezighi ezi
miscarriage	ime ọpụpụ
miscellaneous	dịgasị iche iche
miscellany	miscellany
mischief	ọjọọ
mischievous	ihe ọjọọ
misconception	ezighị ezi
misconduct	omume rụrụ arụ
misdemeanor	misdemeanor
misdirection	misdirection
miser	na-atụ
miserable	enweghi nsogbu
miserably	dị njọ
misery	nhụsianya
misfire	misfire
misfit	ezighi ezi
misfortune	nsogbu
misguided	NO TRANSLATION
mishap	mishap
misinformed	ezighi ezi
misinterpretation	nkọwahie
mislead	eduhie
misleading	eduhie
misled	eduhie
mismanagement	mismanagement
mismatch	mismatch
mismatched	echegharịghị
misnomer	na-ekwu okwu
misplace	ezighi ezi
misplaced	ezighi ezi
misread	na-atụgharị uche
misrepresent	ezighi ezi
misrepresentation	ezighi ezi
misrepresented	ekwuputara
miss	enweghị uche
missile	ngwa agha
missiles	agha
missing	efu
missingyou	NO TRANSLATION
mission	ozi
missionary	onye ozi ala ọzọ
misspell	misspell
misstatement	nkwuhie
missy	enweghị uche
mist	oji
mistake	ndudue
mistaken	ezighi ezi
mister	onye nlekota
mistletoe	mistletoe
mistreated	emegbu onwe ya
mistress	nna ukwu
mistrial	ụgha
mistrust	enweghị ntụkwasị obi
misty	oji
misunderstand	nghọtahie
misunderstanding	nghọtahie
misunderstood	a ghọtahiere ya
misuse	eji ya eme ihe
mite	mite
miter	oche
mitigate	mwepụ
mitigating	mitigating
mitigation	mwepụ
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	mix
mixed	agwakọta
mixedemotions	agwakọta ihe
mixer	igwekota
mixture	ngwakọta
mnemonic	eme ihe
moan	ụra
moat	akwa
mob	ìgwè mmadụ
mobile	mobile
mobility	agagharị
mobilization	nchikota ndi mmadu
mobilize	zukọta
mobster	mobster
mocha	Mocha
mock	akwa emo
mocked	akwa emo
mockery	akwa emo
mocking	na-akwa emo
mockingbird	na-egwu egwu
mod	mod
modal	modal
modality	dị mma
mode	mode
model	nlereanya
modeler	nhazi
modeling	nhazi
modem	modem
moderate	agafeghị oke
moderate anticipation	atụ anya dị oke mma
moderate disgust	oke arụ
moderate negative	adịghị mma
moderate positive	ezigbo mma
moderate surprise	na-atụghị anya ya
moderate trust	ntụkwasị obi dị ala
moderately	dị mma
moderating	nhazi
moderation	nhazi
moderator	onye nhazi
modern	oge a
modernism	modernism
modest	dị obi umeala
modesty	obi umeala
modicum	modicum
modifiable	gbanwere
modification	mgbanwe
modified	gbanwere
modify	gbanwee
modulate	modulate
modulation	ngbanwe
module	modul
modulus	modulus
mogul	akwa
moiety	obi iru ala
moist	ooh
moisture	mmiri
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	akpụ
molded	akpụzi
molding	ịkpụzi
moldy	moldy
mole	ahuma
molecular	kpakpando
molecule	ala ala
molest	mekpa
molestation	nsogbu
molester	akpụ akpụ
molten	enwu
mom	mama
moment	oge
momentary	obere oge
momentous	dị ezigbo mkpa
momentum	ike
momma	mamama
mommy	mama
monad	monad
monarch	eze
monarchy	eze
monastery	ebe obibi ndị mọnk
monastic	monastic
monetary	Ego
money	ego
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	nyochaa
monk	onye mọnk
monkey	enwe
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	otu nwanyị
monogram	monogram
monogrammed	nke otu
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	onye nwe obodo
monopoly	naanị
monotonous	dị egwu
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	elu igwe
monster	anụ ọhịa
monstrosity	ego
monstrous	nnukwu
montage	ihe ndozi
monte	na-aga
month	ọnwa
monthly	kwa ọnwa
monument	ihe ncheta
monumental	elu ugwu
moo	moo
mooch	mooch
mood	ọnọdụ
moods	ọnọdụ obi
moody	agbaghara
moon	ọnwa
moonbeam	ọnwa
moonlight	ọnwa ìhè
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	ala
moored	kpaliri
mooring	na-akwagharị
moorings	akwa
moorland	Moorland
moose	akwa
moot	akwa
mooted	kpaliri
mop	mop
mope	mope
moped	moped
moral	omume
morale	ezi uche
morality	omume ọma
morals	omume ọma
morass	morass
moratorium	moratorium
moray	moray
morbid	ihe ọjọọ
morbidity	ezighi ezi
morbidness	ezighi ezi
mores	akwa
morgue	morgue
moribund	moribund
morn	ụtụtụ
morning	ụtụtụ
moron	igwe
moronic	moronic
morose	morose
morph	akpụ
morphine	na morphine
morphism	akpiri
morphology	ihe omimi
morrow	echi
morsel	nri
mortal	efu
mortality	ọnwụ
mortar	mgbochi
mortgage	nnyefe
mortgagee	na-akwụ ụgwọ
mortgagor	onye na-akwa akwa
mortician	onye agha
mortification	mmebi
mortified	eziomume
mortuary	ụlọ nkwonkwo
mosaic	osisi
mosey	mosey
mosque	ụlọ alakụba
mosquito	anwụnta
moss	akpaetu
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	nla
mother	nne
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	nne
motherland	motherland
motherless	enweghị nne
motherly	nne
motif	motif
motion	emegharị
motionless	enweghị ntụpọ
motivate	kpalie
motivating	akpali akpali
motivation	mkpali
motivational	akpali akpali
motive	ebumnobi
motley	motley
motor	moto
motorbike	ọgba tum tum
motorboat	ụgbọ mmiri
motorcade	ụgbọ ala
motorcar	ụgbọ ala
motorcycle	ọgba tum tum
motorist	ọkwọ ụgbọala
motte	mpe
mottled	mottled
motto	iwu
mould	akpụ
mound	elu
mount	elu
mountain	ugwu
mountaineer	ugwu ugwu
mountainous	ugwu
mountains	ugwu
mountaintop	ugwu ugwu
mourn	kwaa ákwá
mournful	iru újú
mourning	iru uju
mouse	òké
mousetrap	akwa akwa
mousse	foo
moustache	afụ ọnụ
mousy	mousy
mouth	ọnụ
mouthful	ọnụ
mouthpiece	ọnụ ọnụ
mouthwash	ọnụ ọnụ
movable	agagharị
move	kwaga
movement	ije
mover	emegharị
movie	ihe nkiri
movies	ihe nkiri
moving	na-akpụ akpụ
movingforward	NO TRANSLATION
movingon	mbugharị
mow	gbuda
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	elu
mucked	na-ama jijiji
mucous	mucous
mucus	agba
mud	apịtị
muddle	mgbochi
muddled	na-agba
muddy	apịtị
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	igwe
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	ịnyịnya ibu
mull	mull
mullet	mullet
multilateral	okpukpere ahia
multimedia	multimedia
multinational	ọtụtụ mba
multiple	otutu
multiple sclerosis	otutu sclerosis
multiplex	multiplex
multiplication	ịba ụba
multiplicity	otutu mmadu
multiplied	mụbaa
multiplier	mụbaa
multiply	mụbaa
multitude	ọtụtụ
mum	mama
mumble	na-akwa ụda
mumbo	mumbo
mummy	mummy
mumps	mumps
munch	mara
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	obodo
municipality	obodo
mural	agba
murder	igbu ọchụ
murderer	onye na-egbu ọchụ
murderess	na-egbu ọchụ
murderous	igbu ọchụ
murky	murky
murmur	na-atamu ntamu
muscle	akwara
muscular	muscular
muse	megharia
muses	akwara
museum	ihe ngosi nka
mush	NO TRANSLATION
mushroom	ero
mushy	mushy
music	egwu
musical	egwu
musician	onye na-egwu egwú
musing	egwu
musk	musk
musket	egwu
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	aghaghị
mustang	mustang
mustard	Mọstad
muster	kpọọ
musty	musty
mutable	ekwu okwu
mutant	mutant
mutate	mutate
mutation	ngbanwe
mute	ogbi
muted	muted
mutilate	mutila
mutilated	mutilated
mutilation	nbibi
mutiny	nkwụsị
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	otu
mutually	n'otu n'otu
muzzle	mechie
myfavorite	ọkacha mmasị m
myopia	myopia
myopic	myopic
myriad	ọtụtụ
mysterious	ihe omimi
mystery	ihe omimi
mystic	siri ike
mystical	ihe omimi
mysticism	mysticism
mystified	ekwusiri ike
mystique	mystique
myth	akụkọ ifo
mythic	mythic
mythical	akụkọ ifo
mythological	akụkọ ifo
mythology	akụkọ ifo
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	ntu
nail gun	ntu egbe
naive	ndị na-enweghị uche
naked	gba ọtọ
nakedness	ọtọ
namaste	NO TRANSLATION
name	aha
named	aha ya
nameless	enweghị aha
namesake	namesake
naming	akpọ aha
nana	onye
nanny	nanny
nanometer	nanometer
nap	nap
napalm	napalm
nape	nape
napkin	akwa akwa
napping	napping
nappy	nappy
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	narcotic
narrate	kọọ
narration	akụkọ
narrative	akụkọ
narrator	narrator
narrow	dị warara
narrowing	na-ebelata
nasal	ezi
nascent	aka
nasty	mkpari
natal	natal
nation	mba
national	mba
nationality	mba
nationwide	mba nile
native	nwa amaala
nativity	ọmụmụ ọmụmụ
natural	eke
natural gas	gas akuku
naturalist	naturalist
naturalization	naturalization
naturalized	naturalized
naturally	n'ezie
nature	ọdịdị
naught	enweghị
naughty	adịghị mma
nausea	nausea
nauseate	nauseate
nauseating	nauseating
nauseous	nauseous
nautical	nautical
nautilus	nautilus
naval	ụgbọ mmiri
nave	nave
navel	otu
navigable	ụgbọ mmiri
navigate	nyochaa
navigation	igodo
navigational	nhazi
