Word	bn
justify	ন্যায্যতা প্রতিপাদন করা
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	পাট
juvenile	কিশোরী
juxtaposition	সন্নিধি
kaiser	সম্রাট্
kale	পাতা কপি
kaleidoscope	বিচিত্রদৃক্
kamikaze	কামিকাযি
kangaroo	ক্যাঙ্গারু
kanji	কাঞ্জি
kappa	কাপ্পা
kaput	NO TRANSLATION
karaoke	কারাওকে
karate	কারাতে
karma	কর্মফল
karmic	karmic
kayak	কায়াক
kazoo	kazoo
kebab	কাবাব
keel	জাহাজের তলি
keen	উত্সাহী
keep	রাখা
keeper	রক্ষক
keeping	পালন
keepsake	স্মরণচিহ্ন
keg	ছোট পিপা
kelp	কেলপ
ken	কেন
kennel	কুকুরের ঘর
kerchief	রূমাল
kern	চাষা
kernel	শাঁস
kerosene	কেরোসির্নতৈল
ketchup	কেচাপ
kettle	কেতলি
key	চাবি
keyboard	কীবোর্ড
keyed	অস্থির
keyhole	চাবির ছিদ্র
keynote	তান
keypad	কীপ্যাড
keystone	খিলানের মধ্যপ্রস্তর
keyword	শব্দ
khaki	খাকি
khan	খান
kibble	বালতি
kick	পদাঘাত
kickboxing	কিকবক্সিং
kicker	পদাঘাতকারী
kicking	সুস্থ ও সক্রিয়
kickoff	লাথি মারা
kid	ছাগলছানা
kidder	kidder
kidding	দুষ্টুমি করসি
kiddo	আম্মি
kiddos	kiddos
kidnap	অপহরণ
kidnapped	অপহরণ
kidnapper	ছেলেধরা
kidnapping	পাচার
kidney	বৃক্ক
kids	কিডস
kill	বধ
killer	হত্যাকারী
killing	হত্যা
killjoy	মূর্তিমান নিরানন্দ
kiln	ভাটি
kilo	NO TRANSLATION
kilogram	কিলোগ্রাম
kilometer	কিলোমিটার
kilt	চেক-কাটা পশমী কাপড়ের কুঁচি দেওয়া ঘাগরা বা স্কার্টের মতো পোশাক
kimono	কিমোনো
kin	কুটুম্ব
kind	সদয়
kindergarten	শিশুবিদ্যালয়
kindling	ইন্ধন
kindness	উদারতা
kindred	সজাতি
kinematics	গতিবিদ্যা
kinesiology	kinesiology
kinetic	গতিসম্পর্কিত
king	রাজা
king snake	রাজা সাপ
kingdom	রাজ্য
kingpin	সাম্রাজ্যের রাজা
kink	গিরা
kinky	অদ্ভুত
kinship	আত্মীয়তা
kiosk	কিয়স্ক
kirk	গির্জা
kiss	চুম্বন
kisser	চুম্বনকারী
kissy	চুম্বন
kit	সজ্জা
kitchen	রান্নাঘর
kite	ঘুড়ি
kitten	বিড়ালছানা
kiwi	কিউই
klutz	klutz
knack	দক্ষতা
knapsack	ঝোলা
knead	পিষা
knee	হাঁটু
kneecap	হাঁটুর হাড়
kneel	হাঁটু গাড়িয়া বসা
kneeling	হাঁটু গেড়ে
knell	বাজা
knick	ছোটখাট
knickers	নিকার্বোকার্
knife	ছুরি
knight	নাইট
knighthood	নাইট্ত্ব
knit	বুনা
knob	শক্ত গাঁট
knock	ঠক্ঠক্
knockoff	অনুকরণ
knockout	নকআউট
knoll	গোলাকার টিলা
knot	গিঁট
knots	নট
knotted	গ্রন্থিবদ্ধ
know	জানা
knowing	বুদ্ধিমান
knowingly	জ্ঞাতসারে
knowledge	জ্ঞান
knowledgeable	বুদ্ধিমান
knuckle	গিঁট
knucklehead	কুলসন
knuckles	knuckles
koala	কোয়ালা
kook	NO TRANSLATION
kooky	kooky
kool-aid	Kool এইড
kos	কস
kosher	খাঁটি
kraut	NO TRANSLATION
kris	কিরীচ
kryptonite	ক্রিপ্টোনিট
kudos	খ্যাতি
kumquat	kumquat
lab	গবেষণাগার
label	লেবেল
labor	শ্রম
laboratory	পরীক্ষাগার
labored	মুশকিল
laborer	শ্রমিক
laboring	শ্রমজীবী
laborious	শ্রমসাধ্য
labyrinth	গোলকধাঁধা
lac	লক্ষ
lace	ফিতা
laceration	কাটা
lack	অভাব
lackey	ভৃত্য
lacking	উদাসীন
lackluster	নিষ্প্রভ
lacquer	বার্ণিশ
lacrosse	ল্যাক্রোসি
lactose	ল্যাকটোজ
lad	বালক
ladder	মই
laddie	ছোকরা
laden	ভারাক্রান্ত
lading	জিনিসপত্র
ladle	হাতা
lady	ভদ্রমহিলা
lady bug	NO TRANSLATION
ladybug	গয়াল
ladylike	আর্যা
ladyship	ভদ্রমহিলার উপাধি
lag	বিলম্ব
lager	NO TRANSLATION
lagging	সাপেক্ষে বেশ পিছিয়ে পড়েছে
lagoon	উপহ্রদ
lair	ডেরা
laity	অপেশাদারী লোকসমূহ
lake	হ্রদ
lama	NO TRANSLATION
lamb	মেষশাবক
lame	পঙ্গু
lament	বিলাপ
lamenting	বিলপমান
lamina	পট্ট
laminated	স্তরিত
lamp	বাতি
lamppost	lamppost
lance	বল্লম
lancer	বল্লমধারী অশ্বারোহী সৈনিক
land	জমি
landed	অবতরণ করেছে
landfall	তটরেখা
landfill	ল্যান্ডফিল
landing	অবতরণ
landlady	হোটেলত্তয়ালি
landlocked	দ্বীপ
landlord	জমিদার
landmark	বৈশিষ্ট্য
lands	জমি
landscape	ভূদৃশ্য
landscaping	প্রাকৃতিক দৃশ্য নির্মাণ
landslide	ভূমিস্থলন
lane	গলি
language	ভাষা
languid	অবসন্ন
languish	শক্তিহীনতা
languishing	languishing
lanky	ঢেঙ্গা
lantern	লণ্ঠন
lap	ভাঁজ
lapdog	lapdog
lapel	ল্যাপেল
lapse	ভ্রষ্টতা
lapsed	অতিপন্ন
laptop	ল্যাপটপ
larceny	অপহরণ
lard	চর্বি
larder	ভাঁড়ারঘর
large	বড়
larger	বৃহত্তর
largo	NO TRANSLATION
lark	দুষ্টুমি
larva	শূককীট
laryngitis	গলদাহ
larynx	স্বরযন্ত্র
lasagna	lasagna
laser	লেজার
lash	কশাঘাত
lass	খুকি
lasso	ফাঁস-দড়ি
lastday	NO TRANSLATION
lasting	দীর্ঘস্থায়ী
lastminute	শেষ মিনিট
latch	হুড়কা
late	বিলম্বে
lateness	বিলম্ব
latent	সুপ্ত
lateral	পার্শ্বীয়
laterally	পার্শ্বত
latex	ক্ষীর
lathe	লেদ
lather	সাবানের ফেনা
latitude	অক্ষাংশ
latrine	পায়খানা
latrines	ল্যাট্রিন
latte	ল্যাটির
lattice	জাফরি
laud	প্রশংসা
laudable	প্রশংসনীয়
laudation	শ্লাঘা
laudatory	প্রশংসাপূর্ণ
laugh	হাসি
laughable	হাস্যকর
laughing	হাস্যময়
laughingstock	NO TRANSLATION
laughs	হাসি
laughter	হাসি
launch	শুরু করা
launcher	লঞ্চার
launches	লঞ্চ
launder	কাচা
laundering	পাচার
laundry	লন্ড্রি
laureate	বিজয়ী
laurel	গুল্মবিশেষ
laurels	জয়মাল্য
lava	লাভা
lavage	lavage
lavatory	পায়খানা
lavender	ল্যাভেন্ডার
lavish	ঢের
law	আইন
lawful	বৈধ
lawless	অনাচার
lawlessness	অনাচার
lawman	lawman
lawn	বনভূমি
lawnmower	lawnmower
lawsuit	মামলা
lawyer	আইনজীবী
lax	শিথিল
laxative	জোলাপ
lay	রাখা
layaway	layaway
layer	স্তর
layered	স্তরপূর্ণ
layman	সাধারণ লোক
layout	বিন্যাস
layover	লেওভার
laziness	আলস্য
lazy	অলস
lazyday	অলস দিন
lea	তৃণক্ষেত্র
lead	নেতৃত্ব
leaded	, leaded
leader	নেতা
leadership	নেতৃত্ব
leading	নেতৃত্ব
leads	বিশালাকার
leaf	গাছের পাতা
leaflet	প্রচারপত্র
leafy	পল্লবিত
league	সন্ধি
leak	ফুটো
leakage	ফুটা হত্তয়া
leaky	ছিদ্রময়
lean	রোগা
leaned	হেলান
leaning	পক্ষপাতী
leap	লাফ
learn	শেখা
learned	জ্ঞানী
learner	শিক্ষার্থী
learning	শিক্ষা
lease	ইজারা
leash	শিকল
leather	চামড়া
leathery	অটল
leave	ছেড়ে
leavemealone	আমাকে একা থাকতে দাও
leaving	ছোড়
lecherous	লম্পট
lecture	বক্তৃতা
lecturer	অধ্যাপক
ledge	স্তর
ledger	খতিয়ান
lee	আচ্ছাদন
leech	জোঁক
leeches	জোঁক
leer	NO TRANSLATION
leery	ধূর্ত
lees	NO TRANSLATION
leeway	অতি সামান্য বিচ্যুতি
left	বাম
leftout	NO TRANSLATION
leftover	অবশেষ
leftovers	উচ্ছিষ্ট
lefty	ন্যাটা লোক
leg	পা
legacy	উত্তরাধিকার
legal	আইনগত
legality	বৈধতা
legalize	বৈধ করা
legalized	বৈধ
legally	আইনত
legend	কিংবদন্তি
legendary	কাল্পনিক
legibility	স্পষ্টতা
legible	সহজপাঠ্য
legion	সৈন্যবাহিনী
legislate	আইন পাস করা
legislation	আইন
legislative	বিধানিক
legislator	বিধানকর্তা
legislature	আইন-সভা
legit	পাঠ্য
legitimacy	বৈধতা
legitimate	বৈধ
lego	লেগো
legs	পাগুলো
legume	কলাই
legwork	legwork
leisure	অবসর
leisurely	ব্যস্ততাহীন
