Word	gu
optical	ઓપ્ટિકલ
optics	ઓપ્ટિક્સ
optimism	આશાવાદ
optimist	આશાવાદી
optimistic	આશાવાદી
optimum	ઈષ્ટતમ
option	વિકલ્પ
optional	વૈકલ્પિક
optionally	વૈકલ્પિક રીતે
options	વિકલ્પો
optometrist	ઓપ્ટોમેટ્રિસ્ટ
opulence	ધીરજ
opulent	ભવ્ય
opus	ઓપસ
oracle	ઓરેકલ
oral	મૌખિક
orange	નારંગી
orange juice	નારંગીનો રસ
orangutan	ઓરંગુટન
oration	ભાષણ
orator	વક્તા
oratory	વક્તૃત્વ
orb	બિંબ
orbit	ભ્રમણકક્ષા
orbital	ઓર્બિટલ
orbiting	પરિભ્રમણ
orbs	orbs
orc	orc
orchard	ઓર્કાર્ડ
orchestra	ઓર્કેસ્ટ્રા
orchid	ઓર્કિડ
ordained	વિધિવત
ordeal	અગ્નિ પરીક્ષા
order	ઓર્ડર
orderly	ઓર્ડરલી
ordinance	વટહુકમ
ordinary	સામાન્ય
ordination	સમન્વય
ordnance	ઓર્ડનન્સ
ore	ઓર
oregano	ઓરેગોનો
organ	અંગ
organic	ઓર્ગેનિક
organism	જીવતંત્ર
organist	ઓર્ગેનિસ્ટ
organization	સંસ્થા
organize	ગોઠવો
organized	આયોજન
organizer	આયોજક
orgasm	ઉગ્ર ઉત્તેજનાનો અતિરેક
orgies	ઓર્ગીઝ
orgy	નગ્ન
orient	પૂર્વીય
oriental	પ્રાચ્ય
orientation	અભિગમ
orifice	છાજલી
origami	ઓરિગામિ
origin	ઉત્પત્તિ
original	મૂળ
originality	મૌલિક્તા
originate	ઉત્પન્ન
origination	ઉત્પત્તિ
originator	પ્રણેતા
ornament	આભૂષણ
ornamental	સુશોભન
ornamentation	સુશોભન
ornamented	અલંકૃત
ornate	અલંકૃત
ornery	ornery
orphan	અનાથ
orphanage	અનાથાશ્રમ
orphaned	અનાથ
orthodontist	ઓર્થોડોન્ટિસ્ટ
orthodox	રૂઢિચુસ્ત
orthodoxy	રૂઢિવાદી
orthogonal	ઓર્થોગોનલ
orthopedic	વિકલાંગ
oscillate	ઝોલવું
oscillating	oscillating
oscillation	કંપન
oscillatory	oscillatory
ostensible	દેખીતું
ostensibly	દેખીતી રીતે
ostentatious	દેખીતું
ostracized	બહિષ્કૃત
ostrich	શાહમૃગ
other	અન્ય
otter	ઓટર
otto	ઓટ્ટો
ottoman	ઓટ્ટોમન
ought	જોઈએ
ounce	ઔંશ
oust	કાઢી મૂકવું
outage	આઉટેજ
outback	આઉટબેક
outbid	ફાટવું
outboard	આઉટબોર્ડ
outbreak	ફાટી
outburst	વિસ્ફોટ
outcast	ઘરબારવિહોણું
outcome	પરિણામ
outcry	બેદરકારી
outdated	જૂના
outdo	આઉટડો
outdoor	આઉટડોર
outdoors	બહાર
outer	બાહ્ય
outfit	સરંજામ
outgoing	આઉટગોઇંગ
outgrow	વિકાસમાં આગળ વધવું
outgrowth	પ્રગતિ
outhouse	આઉટહાઉસ
outing	સહેલગાહ
outlandish	વિદેશી
outlast	પૂર્વવત્
outlaw	બહારવટિયો
outlet	આઉટલેટ
outline	રૂપરેખા
outlines	રૂપરેખાઓ
outlive	જાગૃત થવું
outlook	દૃષ્ટિકોણ
outlying	આઉટલાઇંગ
outnumber	સંખ્યા
outpatient	બહારના દર્દીઓને
outpost	ચોકી
outpouring	પ્રવાહનો પ્રવાહ
output	આઉટપુટ
outrage	અત્યાચાર
outraged	રોષે
outrageous	ભયંકર
outrank	આગળ વધવું
outreach	આઉટરીચ
outright	સંપૂર્ણ
outrun	હદ વટાવવી
outset	શરૂઆતમાં
outsider	બહારના
outskirts	બાહ્ય
outsmart	outsmart
outspoken	સ્પષ્ટવક્તા
outstanding	બાકી
outstretched	વિસ્તરેલું
outward	બાહ્ય
outwards	બહાર
outweigh	વધારે પડતું વજન
outwit	ઝળહળતું
oval	અંડાકાર
ovary	અંડાશય
ovate	ovate
ovation	સત્કાર
oven	ઓવન
overactive	વધારે પડતું
overall	એકંદર
overalls	મોજશોખ
overbearing	ઘમંડી
overburden	ઓવરબર્ડ
overcast	ઘેરાયેલું
overcharged	ઓવરચાર્જ્ડ
overcoat	ઓવરકોટ
overcome	કાબુ
overcoming	ઓવરકમીંગ
overcrowded	ભીડ
overdo	વધુપડતું
overdose	ઓવરડોઝ
overdrive	ઓવરડ્રાઇવ
overdue	મુદતવીતી
overestimate	વધુ પડતો અંદાજ
overestimated	overestimated
overflow	ઓવરફ્લો
overflowing	વહેતું
overgrown	ઓવરહ્રોવ્ડ
overgrowth	ગ્રોથ
overhanging	ઓવરહેંજિંગ
overhaul	સંપૂર્ણ મરામત
overhead	ઓવરહેડ
overhear	સાંભળવું
overheated	ઓવરહેટેડ
overjoyed	અતિપ્રસન્ન
overkill	ઓવરકિલ
overlaid	પડેલી
overlap	ઓવરલેપ
overlapping	ઓવરલેપિંગ
overlay	ઓવરલે
overload	ભારને
overlook	અવગણવું
overlord	ઓવરલોર્ડ
overlying	ઓવરલાઈંગ
overpaid	ઓવરપેઇડ
overpass	ઓવરપાસ
overplayed	ઓવરપ્લે કર્યું
overpower	હરાવવું
overpowering	અતિપ્રબળ
overpriced	અતિશય ભાવની
overprotective	ઓવરપ્રોટેક્ટીવ
overrated	ઓવરરેટેડ
overreact	પ્રતિક્રિયા
override	ઓવરરાઇડ
overriding	ઓવરરાઇડિંગ
overrule	ઓવરરૂલે
overrun	હદ વટાવવી
oversee	દેખરેખ રાખવી
overseer	નિરીક્ષક
overshadow	પડછાયો
oversight	દેખરેખ
oversized	મોટા
overslept	ઓવરલેપ્ટ
overstate	ઓવરસ્ટેટ
overstock	ઓવરસ્ટોક
overt	ખુલ્લું
overtake	આગળ નીકળી જવું
overtaken	આગળ નીકળી
overthemoon	NO TRANSLATION
overthinker	ઓવરથંકર
overthinking	વધુ પડતું વિચારવું
overthrow	ઉથલાવી
overtime	ઓવરટાઇમ
overtired	overtired
overture	ઓવરચર
overturn	બદલાવું
overview	ઝાંખી
overweight	વજનવાળા
overwhelm	ભૂલાવી
overwhelmed	ભરાઈ ગયાં
overwhelming	જબરજસ્ત
overworked	ઓવરવર્ક્ડ
overwrought	વધુપડતું કામ કર્યું
overzealous	વધુ પડતું
owe	બાકી છે
owing	કારણે
owl	ઘુવડ
owner	માલિક
ownership	માલિકી
ox	બળદ
oxidation	ઓક્સિડેશન
oxide	ઓક્સાઇડ
oxygen	પ્રાણવાયુ
oxymoron	ઓક્સીમોરોન
oyster	છીપ
ozone	ઓઝોન
pace	ગતિ
pacemaker	પેસમેકર
pacific	પેસિફિક
pacified	સંતુષ્ટ
pacifier	pacifier
pacifist	શાંતિવાદી
pacify	ઠંડું પાડવું
pacing	પેસિંગ
pack	પેક
package	પેકેજ
packaging	પેકેજિંગ
packer	પેકર
packet	પેકેટ
pact	સંધિ
pad	પેડ
padded	ગાદીવાળાં
padding	ગાદી
paddle	સાધન વડે
paddle boat	સાધન વહાણ
paddock	વાડો
paddy	ડાંગર
padlock	તાળું
padre	NO TRANSLATION
paean	પુએન
pagan	મૂર્તિપૂજક
paganism	મૂર્તિપૂજકતા
page	પાનું
pageant	જાહેર
pager	પેજર
pagination	પૃષ્ઠ ક્રમાંકન
paging	પેજીંગ
pagoda	પેગોડા
pail	ડોલ
pain	પીડા
pained	દુ: ખી
painful	પીડાદાયક
painfully	પીડાથી
painkiller	પીડાશિલર
painless	પીડારહિત
pains	દુખાવો
painstaking	ઉદ્યમી
paint	પેઇન્ટ
paintball	પેંટબૉલ
paintbrush	પેઇન્ટ બ્રશ
painted	દોરવામાં
painter	ચિત્રકાર
painting	પેઇન્ટિંગ
pair	જોડી
paisley	પાઈઝલી
pajama	પજમા
pajamas	pajamas
pal	પાલ
palace	મહેલ
palatable	સ્વાદિષ્ટ
palate	તાળવું
pale	નિસ્તેજ
paleontology	પેલિયોન્ટોલોજી
palette	પેલેટ
pall	પલ
palladium	પેલેડિયમ
pallet	પૅલેટ
palliative	ઉપશામક
palm	પામ
palmer	પામર
palomino	પલલોમિનો
palpable	સુસ્પષ્ટ
palpitations	પાલ્પિટેશન્સ
palsy	લકવો
paltry	નજીવું
pamper	લાડ લડાવવા
pamphlet	પેમ્ફલેટ
pan	પાન
panacea	અકસીર
panache	panache
pancake	પેનકેક
pancakes	પેનકેક
pancreas	સ્વાદુપિંડ
panda	પાન્ડા
pandemic	રોગચાળો
pandemonium	ભ્રામકતા
pane	ફલક
panel	પેનલ
pang	NO TRANSLATION
panhandle	પેનહેન્ડલ
panic	ગભરાટ
panicattack	NO TRANSLATION
panicked	ગભરાઈ
panicking	ગભરાટ
panicky	ભયભીત
panier	NO TRANSLATION
panorama	પેનોરામા
panoramic	સર્વાંગી
pansy	પેન્સી
pant	ઝંખના
pantheon	સર્વદેવ
panther	દીપડો
panties	જાતિનાં કપડાં
pantomime	પોટોમેઇમ
pantry	કોઠાર
pants	પેન્ટ
panty	panty
pantyhose	પેન્થૉઝ
pap	પેપ
papa	પિતા
papacy	કાગળ
papal	NO TRANSLATION
papaya	પપૈયા
paper	કાગળ
paperback	પેપરબેક
paperboy	પેપરબોય
paperweight	પેપરવેટ
paperwork	કાગળ
paprika	પૅપ્રિકા
papyrus	પેપિરસ
par	NO TRANSLATION
parable	કહેવત
parabola	પરવલય
parabolic	પરવલય
parachute	પેરાશૂટ
parade	પરેડ
paradigm	નમૂનારૂપ
paradise	સ્વર્ગ
paradox	વિરોધાભાસ
paradoxical	વિરોધાભાસી
paraffin	પેરાફિન
paragon	પેરાગોન
paragraph	ફકરો
parakeet	પેરાકીટ
paralegal	પેરાલિગલ
parallax	લંબન
parallel	સમાંતર
parallelism	સમાંતરણ
paralysis	પક્ષઘાત
paralyze	લકવો
paralyzed	લકવો
paramedic	તબીબી
paramedics	પેરામેડિક્સ
paramilitary	અર્ધલશ્કરી દળો
paramount	પેરામાઉન્ટ
paranoia	પેરાનોઇયા
paranoid	પેરાનોઇડ
paranormal	પેરાનોર્મલ
parapet	પૅરાપેકેટ
paraphernalia	સાધનસામગ્રી
paraphrase	ભાષાંતર
paraplegic	અર્ધપારદર્શક
parasite	પરોપજીવી
parasitic	પરોપજીવી
parasol	પેરાસોલ
parcel	પાર્સલ
parcels	પાર્સલ
parched	પાકી
parchment	ચર્મપત્ર
pardon	ક્ષમા
pare	NO TRANSLATION
parenchyma	પેરેન્ટિમા
parent	માતાપિતા
parentage	માતાપિતા
parental	પેરેંટલ
parenthesis	NO TRANSLATION
parenthetical	પેરેન્ટિકલ
parenthood	માતાપિતા
parenting	વાલીપણા
pariah	પારિયાહ
parietal	પેરિયેટલ
paring	પેરિંગ
parish	પરગણું
parity	સમાનતા
park	પાર્ક
parka	પાર્કા
parking	પાર્કિંગ
parkinsons	પાર્કિન્સન
parlance	બોલચાલ
parlay	પરલય
parliament	લોકસભા
parliamentary	સંસદીય
parlor	દીવાનખાનું
parmesan	પરમેસન
parody	પેરોડી
parole	પેરોલ
parquet	લાકડાંની પેટી
parrot	પોપટ
parry	પેરી
parse	વિશ્લેષણ કરો
parsimonious	વિવેકપૂર્ણ
parsimony	પારસ્પરિકતા
parsley	પેર્સલી
parson	પાર્સન
part	ભાગ
partake	ભાગ લેવો
partial	આંશિક
partiality	પક્ષપાત
partially	આંશિક રૂપે
participant	સહભાગી
participate	ભાગ લો
participation	ભાગીદારી
particle	સૂક્ષ્મ
particular	ખાસ
particularity	વિશેષતા
particulars	વિગતો
parting	વિદાય
partisan	પક્ષપાતી
partisanship	પક્ષપાત
partition	પાર્ટીશન
partly	આંશિક
partner	ભાગીદાર
partnership	ભાગીદારી
partridge	પેટ્રિજ
parts	ભાગો
party	પાર્ટી
pas	NO TRANSLATION
pass	પાસ
passable	પસાર કરી શકાય તેવું
passage	માર્ગ
passageway	માર્ગ
passe	NO TRANSLATION
passenger	પેસેન્જર
passim	NO TRANSLATION
passing	પસાર
passion	જુસ્સો
