Word	hr
metastasis	metastaza
meteor	meteor
meteoric	meteorski
meteorite	meteorit
meteorological	meteorološki
meteorology	meteorologija
meter	metar
meth	met
methadone	metadon
methane	metan
methanol	metanol
method	način
methodical	metodičan
methodology	metodologija
meticulous	pedantan
metime	metime
metric	metrički
metrical	metrički
metrology	metrologija
metropolis	metropola
metropolitan	eparhijski
mettle	narav
mew	galeb
mezzanine	polukat
mica	liskun
mick	Mick
micro	mikro
microbe	mikrob
microbiology	mikrobiologija
microchip	mikročip
microcosm	mikrokosmos
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometar
micron	mikron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskopski
microscopically	mikroskopski
microscopy	mikroskopija
microwave	mikrovalna pećnica
mid	srednji
midair	zraku
midday	podnevni
middle	srednji
middleman	posrednik
middleweight	bokser srednje kategorije
midget	patuljak
midland	midlandski
midlife	midlife
midline	središnji
midnight	ponoć
midshipman	pitomac vojno-pomorske akademije
midst	usred
midsummer	sredina leta
midterm	sredina semestra
midtown	midtown
midway	središnji
midwife	primalja
midwifery	akušerstvo
mien	NO TRANSLATION
miffed	miffed
mighty	moćan
mignon	Mignon
migraine	migrena
migrate	migrirati
migration	migracija
migratory	koji se seli
mike	mikrofon
mil	NO TRANSLATION
mild	blag
mildew	plijesan
mildness	blagost
mile	milja
mileage	kilometraža
milestone	prekretnica
militant	militantan
militants	militanti
military	vojni
militia	milicija
milk	mlijeko
milkman	mljekar
milkshake	milkshake
milky	mliječan
mill	mlin
millennium	milenijum
milligram	miligram
millimeter	milimetar
million	milijuna
millionaire	milioner
millionth	milioniti
millstone	mlinski kamen
mime	mimika
mimic	imitirati
mimicking	oponašajući
mimicry	mimika
mince	sjeckati
mincemeat	mljeveno meso
mind	um
minded	sklon
mindful	pažljiv
mindfulness	pomnost
mindless	nepromišljen
mine	rudnik
minefield	minsko polje
miner	rudar
mineral	mineral
mineralogy	mineralogija
mingle	miješati se
mingled	pomiješan
mini	mini
miniature	minijatura
minibus	minibus
minim	NO TRANSLATION
minimal	minimalan
minimize	umanjiti
minimized	svesti na minimum
minimum	minimum
mining	rudarstvo
minion	miljenik
minister	ministar
ministerial	ministarski
ministry	ministarstvo
minivan	kombi
mink	kanadska kuna
minnow	bjelica
minor	manji
minority	manjina
minstrel	minstrel
mint	menta
minty	minty
minuscule	minuskula
minute	minuta
minutiae	detalji
minx	namiguša
mir	NO TRANSLATION
miracle	čudo
miracles	čuda
miraculous	čudesan
mirage	fatamorgana
mire	NO TRANSLATION
mirror	ogledalo
mirth	razdraganost
misappropriation	pronevjera
misbehave	nedolično se ponašati
misbehavior	nedolično ponašanje
miscalculation	loša procjena
miscarriage	pobačaj
miscellaneous	razni
miscellany	mješavina
mischief	šteta
mischievous	nestašan
misconception	pogrešno shvaćanje
misconduct	nesportsko ponašanje
misdemeanor	prekršaj
misdirection	misdirection
miser	tvrdica
miserable	bijedan
miserably	jadno
misery	bijeda
misfire	zatajivanje
misfit	nepodoban
misfortune	nesreća
misguided	u zabludi
mishap	neuspjeh
misinformed	krivo
misinterpretation	pogrešna interpretacija
mislead	zavesti
misleading	varljiv
misled	zaveden
mismanagement	hrđavo upravljanje
mismatch	neslaganje
mismatched	neprilagođeno
misnomer	pogrešan naziv
misplace	izgubiti
misplaced	zagubljen
misread	pogrešno pročitati
misrepresent	pogrešno predstaviti
misrepresentation	netočno iznošenje
misrepresented	krivo
miss	propustiti
missile	raketa
missiles	rakete
missing	nedostaje
missingyou	NO TRANSLATION
mission	misija
missionary	misionar
misspell	pogrešno napisati
misstatement	neistina
missy	gospođica
mist	zamagliti
mistake	pogreška
mistaken	u zabludi
mister	gospodin
mistletoe	imela
mistreated	maltretirao
mistress	ljubavnica
mistrial	ništavan sudski postupak
mistrust	nepovjerenje
misty	maglovit
misunderstand	pogrešno razumjeti
misunderstanding	nesporazum
misunderstood	neshvaćen
misuse	zloupotreba
mite	obol
miter	mitra
mitigate	ublažiti
mitigating	ublažujući
mitigation	smanjenje
mitt	pesnica
mitten	NO TRANSLATION
mitzvah	mitzva
mix	miješati
mixed	mješovit
mixedemotions	pomiješani osjećaji
mixer	mikser
mixture	smjesa
mnemonic	mnemonički
moan	stenjati
moat	rov
mob	svjetina
mobile	mobilni
mobility	mobilnost
mobilization	mobilizacija
mobilize	mobilizirati
mobster	član organizovane bande
mocha	moka
mock	oponašanje
mocked	izrugivati
mockery	ruganje
mocking	rugajući
mockingbird	američki drozd
mod	modni
modal	modalni
modality	modalitet
mode	način
model	model
modeler	modelar
modeling	manekenstvo
modem	modem
moderate	umjeren
moderate anticipation	umjereno očekivanje
moderate disgust	umjereno gađenje
moderate negative	umjeren negativan
moderate positive	umjereno pozitivno
moderate surprise	umjereno iznenađenje
moderate trust	umjereno povjerenje
moderately	umjereno
moderating	moderiranja
moderation	umjerenost
moderator	posrednik
modern	moderan
modernism	modernizam
modest	skroman
modesty	skromnost
modicum	mala količina
modifiable	izmjenljiv
modification	modifikacija
modified	promijenjen
modify	izmijeniti
modulate	modulirati
modulation	modulacija
module	modul
modulus	modul
mogul	grba na pisti za skijanje
moiety	polovina
moist	vlažan
moisture	vlaga
moisturizer	ovlaživač
molar	kutnjak
molasses	melasa
mold	kalup
molded	moulded
molding	oblikovanje
moldy	pljesniv
mole	madež
molecular	molekularna
molecule	molekula
molest	dosađivati
molestation	zlostavljanje
molester	molester
molten	rastopljen
mom	mama
moment	trenutak
momentary	prolazan
momentous	važan
momentum	moment
momma	mama
mommy	mamica
monad	monada
monarch	monarh
monarchy	monarhija
monastery	samostan
monastic	monaški
monetary	monetarni
money	novac
mongoloid	mongoloidan
mongoose	mungos
mongrel	melez
monitor	monitor
monk	redovnik
monkey	majmun
mono	NO TRANSLATION
monochrome	jednobojna slika
monogamous	monogamski
monogamy	monogamija
monogram	monogram
monogrammed	monogramom
monograph	monografija
monolayer	jednoslojna
monolith	monolit
monologue	monolog
monopolist	monopolist
monopoly	monopol
monotonous	monoton
monotony	monotonija
monoxide	monoksid
monsieur	monsenjer
monsoon	monsun
monster	čudovište
monstrosity	monstruoznost
monstrous	monstruozan
montage	montaža
monte	monte
month	mjesec
monthly	mjesečno
monument	spomenik
monumental	monumentalan
moo	mukati
mooch	lunjati
mood	raspoloženje
moods	raspoloženja
moody	ćudljiv
moon	mjesec
moonbeam	mjesečev zrak
moonlight	mjesečina
moonlit	obasjan mjesečinom
moonshine	mjesečina
moonstruck	ćaknut
moonwalk	Moonwalk
moor	vezati
moored	usidrene
mooring	sidrište
moorings	spokojstvo
moorland	vrijesište
moose	Los
moot	sporan
mooted	raspravlja
mop	otrti
mope	sanjalo
moped	moped
moral	moralan
morale	moral
morality	moralnost
morals	moral
morass	močvara
moratorium	moratorijum
moray	Moray
morbid	morbidan
morbidity	morbidnost
morbidness	morbidness
mores	običaji
morgue	mrtvačnica
moribund	na umoru
morn	jutro
morning	jutro
moron	kreten
moronic	kretenski
morose	zlovoljan
morph	Morph
morphine	morfin
morphism	morphism
morphology	morfologija
morrow	sljedeći dan
morsel	zalogaj
mortal	smrtan
mortality	smrtnost
mortar	malter
mortgage	hipoteka
mortgagee	hipotekarni povjerilac
mortgagor	mortgagor
mortician	pogrebnik
mortification	mučenje
mortified	ponižen
mortuary	mrtvačnica
mosaic	mozaik
mosey	ići
mosque	džamija
mosquito	komarac
moss	mahovina
mossy	obrastao mahovinom
mote	NO TRANSLATION
motel	motel
moth	moljac
mother	majka
motherfucker	motherfucker
motherfucking	jebeno
motherhood	majčinstvo
motherland	otadžbina
motherless	bez majke
motherly	majčinski
motif	motiv
motion	pokret
motionless	nepokretan
motivate	motivirati
motivating	motivirajući
motivation	motivacija
motivational	motivacijski
motive	motiv
motley	odijelo
motor	motor
motorbike	motocikl
motorboat	motorni čamac
motorcade	povorka automobila
motorcar	automobil
motorcycle	motorcikl
motorist	vozač
motte	Motte
mottled	išaran
motto	moto
mould	kalup
mound	nasip
mount	montiranje
mountain	planina
mountaineer	planinar
mountainous	planinski
mountains	planine
mountaintop	vrh planine
mourn	tugovati
mournful	žalostan
mourning	žalost
mouse	miš
mousetrap	mišolovka
mousse	mus
moustache	brkovi
mousy	plašljiv
mouth	usta
mouthful	zalogaj
mouthpiece	pisak
mouthwash	tečnost za ispiranje usta
movable	pomičan
move	potez
movement	pokret
mover	pokretač
movie	film
movies	filmovi
moving	kreće
movingforward	NO TRANSLATION
movingon	idemo dalje
mow	kositi
mower	kosilica
moxie	Moxie
mozzarella	mozzarella
mri	MRI
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	đubre
mucked	mucked
mucous	sluzav
mucus	sluz
mud	blato
muddle	zbrka
muddled	zbrkan
muddy	blatan
muff	muf
muffin	kolač
muffled	prigušen
muffler	šal
mug	šalica
mugger	pljačkaš
mulberry	dud
mulch	zagrtati biljke
mule	mazga
mull	pobrkati
mullet	cipal
multilateral	mnogostran
multimedia	multimedijalni
multinational	multinacionalna
multiple	višekratnik
multiple sclerosis	Multipla skleroza
multiplex	mnogostruk
multiplication	množenje
multiplicity	mnoštvo
multiplied	množe
multiplier	multiplikator
multiply	pomnožiti
multitude	mnoštvo
mum	mama
mumble	mrmljanje
mumbo	lari
mummy	mumija
mumps	zaušnjaci
munch	grickati
munchies	munchies
munchkin	Munchkin
mundane	zemaljski
municipal	općinski
municipality	općina
mural	mural
murder	ubiti
murderer	ubica
murderess	žena ubica
murderous	ubitačan
murky	taman
murmur	šum
muscle	mišić
muscular	mišićni
muse	muza
muses	muze
museum	muzej
mush	NO TRANSLATION
mushroom	gljiva
mushy	sentimentalan
music	glazba, muzika
musical	mjuzikl
musician	glazbenik
musing	razmišljajući
musk	mošus
musket	mušketa
musketeer	mušketir
muskrat	mošusni štakor
muslin	muslin
muss	NO TRANSLATION
must	mora
mustang	mustang
mustard	senf
muster	prozivka
musty	pljesniv
mutable	promjenljiv
mutant	mutantni
mutate	mutirati
mutation	mutacija
mute	nijem
muted	prigušen
mutilate	sakatiti
mutilated	unakazio
mutilation	sakaćenje
mutiny	pobuna
mutt	džukela
mutter	NO TRANSLATION
mutton	ovčetina
mutual	zajednički
mutually	uzajamno
muzzle	njuška
myfavorite	moj favorit
myopia	kratkovidost
myopic	kratkovidan
myriad	bezbroj
mysterious	misteriozan
mystery	misterija
mystic	mističan
mystical	mističan
mysticism	misticizam
mystified	tajnovit
mystique	mistik
myth	mit
mythic	mitsko
mythical	mitski
mythological	mitološki
mythology	mitologija
nab	uhapsiti
nacho	Nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	čavao
nail gun	pištolj za nokte
naive	naivan
naked	go
nakedness	golotinja
namaste	NO TRANSLATION
name	Ime
named	pod nazivom
nameless	bezimen
namesake	imenjak
naming	imenovanje
nana	Nana
nanny	dadilja
nanometer	nanometar
nap	drijemež
napalm	napalm
nape	potiljak
napkin	ubrus
napping	drijemajući
nappy	sanjiv
narcissism	narcisizam
narcissist	narcista
narcissistic	narcisoidni
narcotic	narkotik
narrate	pripovijedati
narration	naracija
narrative	pripovijest
narrator	pripovjedač
narrow	suziti
narrowing	sužavanje
nasal	nosni
nascent	početni
nasty	gadan
natal	natalni
nation	narod
national	nacionalna
nationality	nacionalnost
nationwide	svenarodni
native	domaći
nativity	Mala Gospojina
natural	prirodni
natural gas	prirodni gas
naturalist	prirodoslovac
naturalization	naturalizacija
naturalized	naturalizirani
naturally	prirodno
nature	priroda
naught	nula
naughty	zločest
nausea	mučnina
nauseate	smučiti se
nauseating	odvratan
nauseous	gadan
nautical	pomorski
nautilus	nautilus
naval	mornarički
nave	brod
navel	pupak
navigable	plovan
navigate	ploviti
navigation	navigacija
navigational	navigacijski
navigator	navigator
navy	mornarica
nay	NO TRANSLATION
nearsighted	kratkovidan
neat	uredan
neatly	krasno
nebula	maglina
nebulae	maglica
nebulous	maglovit
necessarily	obavezno
necessary	potreban
necessitate	zahtijevati
necessities	potrepštine
necessity	nužnost
neck	vrat
necklace	ogrlica
necktie	kravata
necromancer	prizivač duhova
necrosis	nekroza
nectar	nektar
need	potreba
needalife	NO TRANSLATION
needed	potreban
needful	potreban
needit	NO TRANSLATION
needle	igla
needlepoint	goblen
needles	igle
needless	nepotreban
needtoknow	moram znati
needtorelax	NO TRANSLATION
needy	bijedan
nefarious	opak
negation	negacija
negative	negativan
negativity	negativnost
neglect	zanemariti
neglected	zanemaren
neglecting	zapuštanje
negligee	negliže
negligence	nemarnost
negligent	nemaran
negligently	NO TRANSLATION
negligible	neznatan
negotiable	prolazan
negotiate	pregovarati
negotiation	Pregovaranje
negotiator	pregovarač
negro	crnački
neigh	njištanje
neighbor	susjed
neighborhood	susjedstvo
neighboring	susjedan
nemesis	osvetnik
neon	neon
neonatal	neonatalna
neophyte	početnik
neoprene	neoprena
nephew	nećak
nepotism	nepotizam
nerd	glupan
nerdy	štreber
nerve	živac
nerves	živci
nervous	živčani
nervousness	nervoza
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	rt
nest	gnijezdo
nestle	ugnijezditi
nestling	poletarac
net	neto
nether	podzemni
netting	mreža
nettle	kopriva
network	mreža
networking	umrežavanje
neural	živčani
neuralgia	neuralgija
neurological	neurološki
neurologist	neurolog
neurology	neurologija
neurosis	neuroza
neurosurgeon	neurokirurg
neurosurgery	neurokirurgiji
neurotic	neurotičan
neuter	neopredijeljen
neutral	neutralan
neutrality	neutralnost
neutralize	neutralizirati
neutron	neutron
new	novi
new age	novo doba
newbeginnings	NO TRANSLATION
newborn	novorođen
newcomer	pridošlica
newday	novi dan
newfound	novootkrivena
newjob	NO TRANSLATION
newlife	novi život
newly	novo
newlywed	mladenci
newme	NewME
newness	novost
news	vijesti
newscast	emisija vijesti
newscaster	spiker
newsflash	Newsflash
newsletter	bilten
newsman	novinar
newspaper	novine
newspaperman	novinski saradnik
newsreel	filmski žurnal
newsroom	redakcija
newsstand	kiosk
newstart	novi početak
newt	vodenjak
newyear	nova godina
nexus	veza
nib	šiljak
nibble	grickati
nice	Lijepo
niche	niša
nichts	NO TRANSLATION
nick	zarez
nickel	nikl
nickname	nadimak
nicotine	nikotin
niece	nećakinja
nifty	divan
nigger	crnčuga
nigh	skoro
night	noć
nightcap	noćna kapica
nightclub	noćni klub
nightfall	sumrak
nightgown	večernja haljina
nightie	spavaćica
nightingale	slavuj
nightlife	noćni život
nightly	noću
nightmare	noćna mora
nightmares	noćne more
nightstand	Noćni ormarić
nightstick	pendrek
nighttime	noću
nihilism	nihilizam
nil	nula
nimble	okretan
nimrod	Nimrod
nincompoop	budala
nine	devet
nineteen	devetnaest
ninety	devedeset
ninja	ninja
ninny	budala
nintendo	Nintendo
ninth	deveti
nip	gutljaj
nipper	kliješta
nipple	bradavica
nippy	hitar
nitrate	nitrat
nitro	nitro
nitrogen	dušik
nitrous	azotast
nitwit	glupan
nix	pazi
no anticipation	nema očekivanja
no disgust	nema ga odvratnosti
no emotion	bez emocija
no sentiment	nema osjećaja
no surprise	nije iznenađenje
no trust	nema povjerenja
nobility	plemstvo
noble	plemenite
nobleman	plemić
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	noćni
nod	drijemanje
nodding	površno
node	čvor
nodular	nodularan
nodule	kvržica
noggin	tikva
nohope	NO TRANSLATION
noir	noir
noise	buka
noisy	glasan
nomad	nomad
nomadic	nomadski
nomenclature	nomenklatura
nominal	nazivni
nominate	nominovati
nomination	imenovanje
nominee	kandidat
nonce	nPo
nonchalant	nonšalantan
noncompliance	nepridržavanje
nondescript	neopisiv
nonexistent	nepostojeći
nonfat	nemasni
nonfiction	dokumentarna literatura
nonpayment	neplaćanje
nonresident	nestanovnički
nonsense	besmislica
nonsensical	besmislen
nonviolent	nenasilan
noob	noob
noodle	tjestenina
nook	gluho
noon	podne
noose	omča
nopoint	nema smisla
noregrets	NO TRANSLATION
norm	norma
normal	normalan
normalcy	normalnost
normality	normalnost
north	sjeverno
northbound	put sjevera
northeast	sjeveroistok
northern	sjeverni
northwest	sjeverozapad
northwestern	sjeverozapadni
noschool	NO TRANSLATION
nose	nos
nosebleed	krvarenje iz nosa
nosey	nosat
nosnow	nosnow
nostalgia	nostalgija
nostalgic	nostalgičan
nostress	NO TRANSLATION
nostril	nozdrva
nosun	NO TRANSLATION
nosy	nosat
not negative	nije negativan
not positive	nije pozitivno
notable	značajan
notables	ugledne ličnosti
notably	značajno
notamorningperson	NO TRANSLATION
notary	bilježnik
notation	notacija
notch	usjek
notched	reckast
note	Bilješka
notebook	bilježnica
noted	navedeno
noteworthy	vrijedan pažnje
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ništavilo
notice	obavijest
noticeable	primjetan
notification	obavijest
notify	obavijestiti
notion	pojam
notional	pojmovni
notoriety	očitost
notorious	ozloglašen
notready	nije spreman
notwithstanding	uprkos
nought	nula
noun	imenica
nourish	hraniti
nourishment	hrana
nouveau	NO TRANSLATION
novel	roman
novelist	romanopisac
novelty	novost
novice	novak
nowadays	ovih dana
nowork	nema rada
noworries	bez brige
noxious	škodljiv
nozzle	nos
nuance	utančanost
nuances	nijanse
nuclear	nuklearni
nucleus	jezgra
nude	akt
nudge	gurkati
nudie	nudie
nudist	nudista
nudity	nagost
nugget	grumen
nuisance	smetnja
nuke	nuke
nul	NO TRANSLATION
null	nula
nullify	poništiti
numb	zanijemio
number	broj
numbering	numeracija
numbers	brojevi
numbness	utrnulost
numbskull	numbskull
numeral	brojčani
numerator	brojač
numerical	numerički
numerically	numerički
numerous	brojan
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	manastir
nuptials	svadba
nurse	medicinska sestra
nursemaid	dadilja
nursery	jaslice
nursing	dojenje
nurture	njegovanje
nut	orah
nutcase	luđak
nutcracker	drobilo za orahe
nuthouse	ludnica
nutmeg	muškatni oraščić
nutrition	ishrana
nutritional	nutritivni
nutritious	hranljiv
nutritive	hranljiv
nuts	orašasto voće
nutshell	orahova ljuska
nutty	pun oraha
nylon	najlon
nylong	NO TRANSLATION
nylons	najlonke
nymph	nimfa
nymphomaniac	nimfomanka
oaf	derište
oak	hrast
oar	veslo
oasis	oaza
oat	zob
oath	zakletva
oatmeal	zobena kaša
obedience	poslušnost
obedient	poslušan
obediently	poslušno
obelisk	obelisk
obese	debeo
obesity	gojaznost
obey	slušati
obi	vradžbina
obit	obit
obituary	čitulja
object	objekt
objection	prigovor
objectionable	za osudu
objective	cilj
objectivity	objektivnost
obligation	obaveza
obligatory	obavezan
oblige	obavezati
obliged	dužan
obliging	uslužan
obligor	dužnik
oblique	posredan
obliterate	uništiti
obliterated	izbrisan
obliteration	uništenje
oblivion	zaborav
oblivious	nesvjestan
oblong	duguljast
obnoxious	odvratan
oboe	oboja
obscene	opscen
obscenity	sramotnost
obscure	nejasan
obscured	pomračen
obscurity	nejasnoća
observance	propis
observant	pažljiv
