Word	eu
locomotive	lokomotora
locust	LOCUST
lode	NO TRANSLATION
lodge	lodge
lodger	lodger
lodging	ostatua
loft	ganbara
lofty	malkartsua
log	saioa hasi
logarithm	logaritmo
logarithmic	logaritmikoa
logic	logika
logical	logikoa
logistics	logistika
logo	logo
logotype	logotipoa
loin	NO TRANSLATION
lollipop	piruleta
lone	bakarti
loneliness	bakardadea
lonely	bakartia
loner	loner
lonesome	lonesome
long	luze
longboat	longboat
longevity	biziraupena
longing	irrika
longitude	longitude
longitudinal	longitudinal
longitudinally	luzetara
longtime	Denbora luze
loo	loo
look	begiratu
looker	looker
lookout	begiratoki
loom	ehuna
looming	looming
loon	loon
loony	loony
loop	begizta
loophole	loophole
loopy	loopy
loose	solteak
loosen	loosen
loosening	loosening
loot	loot
lop	LOP
lopsided	lopsided
lord	jaunari
lords	jaunen
lordship	Señorío
lore	lore
lorry	kamioien
lose	galtzen
loser	galtzaile
losing	galtzeko
loss	galera
lost	galdua
lot	asko
lotion	krema
lots	asko
lottery	loteria
lotto	Lotto
lotus	lotus
loud	ozen
loudly	ozen
loudmouth	loudmouth
loudness	ozentasuna
loudspeaker	bozgorailua
lounge	egongela
lounging	lounging
louse	zorri
lousy	lousy
lovable	maitagarria
love	maite
loved	maite
lovee	lovee
loveee	loveee
loveless	loveless
lovelife	NO TRANSLATION
loveliness	loveliness
lovelovelove	NO TRANSLATION
lovely	ederra
lovemaking	lovemaking
lovemylife	lovemylife
lover	maitalea
lovesick	lovesick
lovethis	lovethis
loving	maitekorra
lovinglife	lovinglife
lovinlife	lovinlife
low	txikia
lowdown	lowdown
lower	baxuagoa
lowering	jaistea
lowest	txikiena
lowlands	eskariak
lowlife	lowlife
lowly	lowly
lox	LOX
loyal	leialak
loyalty	leialtasun
lsd	LSD
luau	luau
lube	lube
lubricant	lubrifikatzailea
lubricate	lubricate
lubrication	lubrifikazio
lucid	txukunena
luck	zorte
luckiest	luckiest
lucky	zortea
luckygirl	luckygirl
lucrative	irabazi
ludicrous	burugabe
lug	LUG
luggage	maletak
lukewarm	epeletan
lull	lull
lullaby	lullaby
lumbar	lumbar
lumber	lumber
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	argitsua
lump	Korapilo
lumpy	lumpy
lunacy	lunacy
lunar	lunar
lunatic	Lunatic
lunch	bazkaria
lunchbox	lunchbox
luncheon	bazkari
lunchtime	bazkalordua
lung	birika
lunge	lunge
lungs	birikak
lurch	lurch
lure	lure
lurid	lurid
lurk	lurk
lurking	lurking
luscious	luscious
lush	minaren
lust	Lust
luster	distira
lustful	lustful
lustrous	lustrous
lusty	lusty
lute	lute
luxuriant	jori
luxurious	luxuzko
luxury	luxuzko
lycra	lycra
lye	lye
lying	etzanda
lymph	lymph
lymphatic	linfatikoa
lymphoma	Idígoras
lynch	Lynch
lynching	lynching
lynx	katamotza
lyre	lira
lyric	lirikoa
lyrical	liriko
lyrics	letra
macadamia	Macadamia
macarena	Macarena
macaroni	makarroiak
mace	maza
mach	mach
machete	Aihotz
machine	makina
machinery	makineria
machinist	machinist
macho	macho
mackerel	berdela
macro	makro
mad	ero
madam	andrea
madame	madame
madden	Madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	ero
madness	eromena
maestro	maestro
mafia	mafia
magazine	aldizkariak
mage	Mago
magenta	magenta
maggot	maggot
magic	magia
magical	magikoa
magician	mago
magistrate	magistratu
magma	magma
magna	magna
magnate	magnate
magnesium	magnesio
magnet	imana
magnetic	magnetikoa
magnetism	magnetismoa
magnetite	magnetita
magnification	lupa
magnificence	handitasuna
magnificent	bikain
magnifier	lupa
magnify	handitu
magnifying	handitze
magnitude	magnitude
magnolia	magnolia
magpie	mika
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	neskamea
maiden	dontzeila
mail	mail
mailbox	postontzi
mailing	posta
mailman	izenik
maim	NO TRANSLATION
main	nagusia
mainframe	mainframe
mainland	penintsulako
mainstay	oinarria
mainstream	zeharkakoa
maintain	mantendu
maintenance	mantentze
majestic	dotorea
majesty	dotorezia
major	garrantzitsu
majority	gehiengo
make	egiteko
makeover	cambio
maker	egile
makeshift	makeshift
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	makillajea
makingdisciples	NO TRANSLATION
malady	eritasun
malaise	malestar
malaria	malaria
malarkey	Malarkey
male	gizonezkoa
malevolent	malevolent
malfeasance	malfeasance
malformation	malformazio
malfunction	matxura
malice	NO TRANSLATION
malicious	maltzur
malign	gaizto
malignancy	gaiztotasuna
malignant	gaiztoa
maligned	maligned
mall	merkatalgune
malleable	malguak
mallet	Mallet
malnutrition	desnutrizioa
malpractice	malpractice
malt	malta
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	ugaztun
mammoth	Mamut
mammy	Mammy
man	gizon
manage	kudeatzeko
manageable	kudea
management	kudeaketan
manager	kudeatzailea
managerial	zuzendaritza
mandamus	Mandamus
mandarin	mandarina
mandate	agintaldia
mandatory	derrigorrezko
mandible	baraila
mandolin	mandolina
mandrel	mandrel
mane	NO TRANSLATION
maneuver	maniobra
maneuvering	maniobra
mange	NO TRANSLATION
manger	manger
mangle	mangle
mango	mango
mangosteen	Mangosteen
mangy	ile gabetuak
manhole	manhole
manhood	manhood
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	maniacal
manic	Manic
manicure	manikura
manicurist	manicurist
manifest	manifestua
manifestation	manifestazio
manifested	manifiesta
manifestly	nabarmenki
manifesto	manifestu
manifold	kolektore
manipulate	manipulatzen
manipulation	manipulazioa
manipulative	manipulatzailea
mankind	gizadiaren
manly	Manly
manna	manna
manned	tripulatutako
mannequin	maniki
manner	eran
mannered	mannered
manners	ohitura
manor	Jaurerriko
manpower	eskulan
mansion	jauregien
mansions	jauregi
manslaughter	Manslaughter
mantel	Mantel
mantis	mantis
mantle	mantua
mantra	mantra
manual	eskuliburu
manufacture	fabrikazioa
manufacturer	fabrikatzailea
manufacturing	fabrikazio
manure	simaurra
manuscript	eskuizkribua
map	mapa
maple	astigarrak
mar	mar
marathon	maratoia
marble	marmol
marbled	marmolaire
marbles	marmolez
march	martxoa
mare	NO TRANSLATION
margarine	margarina
margarita	margarita
margin	marjina
marginal	marginal
mariachi	Mariachi
marijuana	marihuana
marinara	marinara
marine	itsas
mariner	Marinela
marital	zibilaren
maritime	itsas
mark	marka
marked	markatu
marker	markatzailea
market	merkatua
marketable	merkatura
marketing	marketing
marketplace	marketplace
marks	markak
marksman	tiratzailea
marksmanship	marksmanship
marl	marl
marmalade	mermelada
maroon	marroia
marooned	marooned
marquee	karpa
marquis	Marqués
marred	marred
marriage	ezkontzaren
married	ezkondu
marrow	muineko
marry	ezkontzeko
marsh	padura
marshal	mariskalaren
marshmallow	marshmallow
mart	mart
martial	martzialetan
martingale	martingale
martini	martini
martyr	martiri
martyrdom	martirioa
marvel	Marvel
marvellous	miragarria
marvelous	miragarria
marvelously	marvelously
marzipan	NO TRANSLATION
mascara	mascara
mascot	maskota
masculine	maskulinoa
masculinity	gizontasuna
mash	mash
mashed	purea
mask	maskara
masked	mozorro
masks	maskarak
masochism	masokismoa
masochist	masochist
mason	hargin
masquerade	maskarada
mass	masa
massacre	sarraskia
massage	masajea
masses	masen
masseur	masajista
masseuse	masseuse
massive	masiboa
mast	masta
master	maisu
masterful	magistral
mastermind	mastermind
masterpiece	maisulana
mastery	maisutasun
masturbate	masturbate
masturbation	masturbazioa
mat	esterilla
matador	matador
match	partidaren
matchbook	matchbook
matching	Bat datorren
matchmaker	matchmaker
mate	mate
material	material
materialism	materialismo
materialist	materialista
materialistic	materialista
materiality	materialtasuna
materialize	gauzatzeko
materially	materialki
materials	material
materiel	materiel
maternal	amaren
maternity	amatasun
math	matematika
mathematical	matematiko
mathematician	matematikaria
mathematics	matematika
matinee	matinee
mating	estaltzea
matriculation	matrikula
matrimony	ezkontza
matrix	matrize
matron	matron
matted	matted
matter	materia
matting	Erregela
mattress	koltxoi
maturation	heltze
mature	heldua
maturity	heldutasun
maudlin	maudlin
mausoleum	mausoleoa
mauve	mauve
maverick	Maverick
maxim	arau
maximize	maximizatu
maximum	gehienez
may	may
mayday	mayday
mayflower	MAYFLOWER
mayhem	mayhem
mayonnaise	maionesa
mayor	alkateak
maze	labirinto
mead	ezti
meadow	belardia
meager	urriak
meal	bazkari
mean	esan nahi
meander	meandro
meandering	meandering
meanie	meanie
meaning	esanahia
meaningful	esanguratsuak
meaningless	zentzugabeak
meanness	meanness
means	bitartekoak
meantime	Bitartean
measles	Elgorria
measurable	neur
measure	neurtu
measured	neurtzen
measurement	neurketa
measuring	neurketa
measuring cup	neurtzeko kopa
measuring tape	neurtzeko zinta
meat	haragia
meatball	meatball
meathead	meathead
meatloaf	meatloaf
mechanic	mekanikari
mechanical	mekanikoa
mechanics	mekanika
mechanism	mekanismo
med	NO TRANSLATION
medal	domina
medallion	medallion
medallist	dominaren
meddle	nahasteko
meddling	meddling
media	media
medial	medial
median	mediana
mediate	bitartekari
mediation	bitartekotza
mediator	bitartekari
medic	medic
medical	mediku
medicate	NO TRANSLATION
medication	botikak
medicinal	sendagarriak
medicine	medikuntza
medieval	Erdi Aroko
mediocre	kaskar
mediocrity	kaskarkeria
meditate	gogoeta
meditating	meditatzen
meditation	meditazio
meditative	meditazio
mediterranean	Mediterraneoko
medium	medium
medley	Euskal Herria
meek	meek
meet	Ekin
meeting	bilera
mega	mega
meh	meh
melancholic	malenkoniatsua
melancholy	malenkonia
melee	buruz buru
mellow	mellow
melodious	melodious
melodrama	melodrama
melodramatic	melodramatikoa
melody	melodia
melon	meloi
melt	urtutako
meltdown	meltdown
melting	urtzen
member	kidea
membership	berri
membrane	mintza
memento	memento
memo	zirkularra
memoir	memoria
memorabilia	oroigarriak
memorable	gogoangarri
memorandum	memorandum
memorial	memorial
memorials	monumentuak
memories	oroitzapenak
memoriesiwontforget	NO TRANSLATION
memorize	ikasi
memory	memoria
menace	mehatxu
menacing	mehatxatzailea
menagerie	menagerie
mend	Mend
mending	mending
menial	menial
meningitis	meningitis
meniscus	meniskoa
menopause	Menopausiaren
menses	hilabete
menstrual	hilekoaren
mental	mental
mentalhealth	NO TRANSLATION
mentality	mentalitate
menthol	menthol
mention	aipatu
mentor	Tutore
menu	menu
meow	meow
mercantile	merkataritza
mercenary	mertzenarioak
merchandise	merkantziak
merchant	merkataria
merciful	merciful
merciless	gupidagabea
mercurial	zolia
mercury	merkurioa
mercy	erruki
mere	soil
merengue	merengue
merge	batu
merger	fusioa
meridian	meridiano
meridional	meridional
meringue	meringue
merit	meritu
meritorious	meritorious
mermaid	sirena
merriment	pozaren
merry	zaldiko
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	Malla
meshes	sareak
mesmerized	mesmerized
mess	nahaspila
message	mezua
messedup	NO TRANSLATION
messenger	mezulari
messiah	Mesias
messy	narratsa
metabolic	metabolikoak
metabolism	metabolismoaren
metal	metal
metallic	metalikoa
metallurgy	metalurgia
metamorphosis	metamorfosia
metaphor	metafora
metaphorical	metaforikoa
metaphysical	metafisikoa
metaphysics	metafisikak
metastasis	metastasia
meteor	meteoro
meteoric	meteoric
meteorite	meteorito
meteorological	meteorologiko
meteorology	meteorologia
meter	metro
meth	xehetasun
methadone	metadona
methane	metano
methanol	metanola
method	Metodo
methodical	metodikoa
methodology	metodologia
meticulous	zorrotza
metime	metime
metric	metrotan
metrical	geometrikoak
metrology	metrologia
metropolis	metropoli
metropolitan	metropoli
mettle	mettle
mew	mew
mezzanine	entreplanta
mica	mika
mick	Mick
micro	mikro
microbe	mikrobio
microbiology	mikrobiologia
microchip	mikrotxip
microcosm	mikrokosmos
microfilm	mikrofilm
microgram	microgram
micrometer	mikrometro
micron	mikra
microphone	mikrofono
microscope	mikroskopioa
microscopic	mikroskopikoak
microscopically	microscopically
microscopy	mikroskopia
microwave	mikrouhin
mid	erdialdean
midair	midair
midday	eguerdian
middle	erdiko
middleman	middleman
middleweight	middleweight
midget	txiki
midland	midland
midlife	midlife
midline	midline
midnight	gauerdi
midshipman	midshipman
midst	erdian
midsummer	uda
midterm	midterm
midtown	midtown
midway	erdialdean
midwife	emaginak
midwifery	Emagintza
mien	NO TRANSLATION
miffed	miffed
mighty	ahaltsu
mignon	Mignon
migraine	migraine
migrate	migratu
migration	migrazioa
migratory	migrazio
mike	mike
mil	NO TRANSLATION
mild	epelak
mildew	lizuna
mildness	gozotasuna
mile	milia
mileage	kilometro-
milestone	mugarri
militant	militante
militants	militanteak
military	militarra
militia	milizia
milk	esne
milkman	esnezale
milkshake	milkshake
milky	Esne
mill	errota
millennium	milurtekoaren
milligram	miligramo
millimeter	milimetro
million	milioi
millionaire	Millionaire
millionth	milioigarren
millstone	errotarri
mime	mime
mimic	imitatzen
mimicking	mimika
mimicry	mimicry
mince	mince
mincemeat	mincemeat
mind	gogoan
minded	zabaltasuna
mindful	mindful
mindfulness	mindfulness
mindless	mindless
mine	nirea
minefield	minefield
miner	Miner
mineral	mineral
mineralogy	mineralogia
mingle	nahastu
mingled	nahasi
mini	mini
miniature	miniaturazko
minibus	minibus
minim	NO TRANSLATION
minimal	gutxieneko
minimize	minimizatu
minimized	minimizatu
minimum	gutxieneko
mining	meatzaritza
minion	lekaio
minister	ministroa
ministerial	Ministroen
ministry	ministerio
minivan	minivan
mink	Bisoi
minnow	minnow
minor	txikiak
minority	gutxiengo
minstrel	minstrel
mint	menda
minty	Minty
minuscule	minuscule
minute	minute
minutiae	minutiaeren
minx	minx
mir	NO TRANSLATION
miracle	mirari
miracles	mirariak
miraculous	Milagrosa
mirage	lilura
mire	NO TRANSLATION
mirror	ispilu
mirth	mirth
misappropriation	misappropriation
misbehave	portaera okerra
misbehavior	misbehavior
miscalculation	miscalculation
miscarriage	miscarriage
miscellaneous	miscellaneous
miscellany	Miszelania
mischief	bihurrikeriak
mischievous	bihurri
misconception	misconception
misconduct	desegokitasunak
misdemeanor	faltaren
misdirection	misdirection
miser	zeken
miserable	miserable
miserably	miserably
misery	miseria
misfire	misfire
misfit	misfit
misfortune	ezbeharra
misguided	okerra
mishap	mishap
misinformed	misinformed
misinterpretation	misinterpretation
mislead	engainatuta
misleading	engainagarria
misled	misled
mismanagement	mismanagement
mismatch	ez dator bat
mismatched	datoz
misnomer	misnomer
misplace	misplace
misplaced	Gehitu
misread	misread
misrepresent	misrepresent
misrepresentation	desitxuratuz
misrepresented	misrepresented
miss	miss
missile	misilen
missiles	misil
missing	falta
missingyou	NO TRANSLATION
mission	misioa
missionary	misiolari
misspell	misspell
misstatement	misstatement
missy	Missy
mist	laino
mistake	akats
mistaken	oker
mister	mister
mistletoe	mistletoe
mistreated	tratu txarrak jasaten
mistress	andrea
mistrial	mistrial
mistrust	mesfidantza
misty	misty
misunderstand	gaizki
misunderstanding	Gaizki ulertu
misunderstood	ulertua
misuse	gehiegikeria
mite	mite
miter	mitra
mitigate	arintzeko
mitigating	arintzeko
mitigation	arintzeko
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	nahastu
mixed	mistoa
mixedemotions	mixedemotions
mixer	nahasgailu
mixture	nahasketa
mnemonic	mnemoteknikorako
moan	moan
moat	lubanarro
mob	mob
mobile	mobile
mobility	mugikortasun
mobilization	mobilizazio
mobilize	mobilizatzeko
mobster	mobster
mocha	mocha
mock	maketak
mocked	iseka
mockery	iseka
mocking	mocking
mockingbird	mockingbird
mod	mod
modal	moduzko
modality	modalitate
mode	Modu
model	eredu
modeler	modelatzaile
modeling	modelaketa
modem	modem
moderate	moderatua
moderate anticipation	aurrez aurre moderatua
moderate disgust	gaitzespen moderatua
moderate negative	negatibo moderatua
moderate positive	positibo moderatua
moderate surprise	sorpresa moderatua
moderate trust	konfiantza moderatua
moderately	neurrizko
moderating	moderatzen
moderation	moderazioaren
moderator	moderatzaile
modern	modernoa
modernism	modernismoa
modest	apala
modesty	apaltasun
modicum	modicum
modifiable	alda
modification	aldatzea
modified	eraldatutako
modify	aldatu
modulate	modula
modulation	modulazio
module	modulua
modulus	modulua
mogul	MOGUL
moiety	moiety
moist	umel
moisture	hezetasun
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	moldea
molded	moldatutako
molding	moldura
moldy	lizunak
mole	mole
molecular	molekularreko
molecule	molekula
molest	molest
molestation	molestation
molester	molester
molten	Erkidegoan
mom	ama
moment	une
momentary	momentuko
momentous	momentous
momentum	momentu
momma	momma
mommy	mommy
monad	monada
monarch	monarka
monarchy	monarkia
monastery	monasterio
monastic	fraide
monetary	diru
money	dirua
mongoloid	Mongoloid
mongoose	Azkonarra
mongrel	Mongrel
monitor	monitore
monk	monje
monkey	tximinoa
mono	NO TRANSLATION
monochrome	kolore bakarreko
monogamous	monogamous
monogamy	monogamia
monogram	monogram
monogrammed	monogrammed
monograph	monografia
monolayer	geruza
monolith	monolito
monologue	bakarrizketa
monopolist	monopolista
monopoly	monopolioa
monotonous	monotonoa
monotony	monotonia
monoxide	monoxidoa
monsieur	monsieur
monsoon	montzoi
monster	munstroa
monstrosity	monstrosity
monstrous	gehiegikeriak
montage	muntaketa
monte	monte
month	Hileko
monthly	hileroko
monument	monumentua
monumental	monumental
moo	moo
mooch	mooch
mood	aldarte
moods	Moods
moody	Moody
moon	ilargia
moonbeam	moonbeam
moonlight	Ilargiaren
moonlit	Ilargi-
moonshine	Moonshine
moonstruck	moonstruck
moonwalk	Moonwalk
moor	Moro
moored	amarratuta
mooring	amarratzeko
moorings	moorings
moorland	moorland
moose	Moose
moot	moot
mooted	mooted
mop	mop
mope	mope
moped	ziklomotore
moral	moral
morale	morala
morality	moralaren
morals	moralaren
morass	morass
moratorium	moratoria
moray	moray
morbid	morbid
morbidity	erikortasun
morbidness	morbidness
mores	mores
morgue	morgue
moribund	hilzorian
morn	Morn
morning	goizean
moron	Moron
moronic	moronic
morose	morose
morph	itxuraldaketaren
morphine	morfina
morphism	morphism
morphology	morfologia
morrow	bihar
morsel	jaki
mortal	mortal
mortality	hilkortasuna
mortar	morteroak
mortgage	hipoteka
mortgagee	mortgagee
mortgagor	mortgagor
mortician	mortician
mortification	atsekaberako
mortified	mortified
mortuary	mortuary
mosaic	mosaiko
mosey	mosey
mosque	mezkita
mosquito	eltxo
