Word	pl
overriding	nadrzędny
overrule	unieważnić coś
overrun	najechać
oversee	nadzorować
overseer	nadzorca
overshadow	przyćmić
oversight	przeoczenie
oversized	przewymiarowany
overslept	zaspał
overstate	zawyżać
overstock	nadmiar zapasów
overt	jawny
overtake	wyprzedzać
overtaken	wyprzedzony
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	nadmierne myślenie
overthrow	obalenie
overtime	z biegiem czasu
overtired	przemęczony
overture	uwertura
overturn	obalić
overview	Przegląd
overweight	nadwaga
overwhelm	zasypać
overwhelmed	przytłoczony
overwhelming	przytłaczający
overworked	przepracowany
overwrought	wymęczony
overzealous	nadgorliwy
owe	zawdzięczać
owing	należny
owl	sowa
owner	właściciel
ownership	własność
ox	wół
oxidation	utlenianie
oxide	tlenek
oxygen	tlen
oxymoron	oksymoron
oyster	Ostryga
ozone	ozon
pace	tempo
pacemaker	rozrusznik serca
pacific	Pacyfik
pacified	spacyfikowany
pacifier	Pacyfikator
pacifist	pacyfista
pacify	uspokajać
pacing	tempo
pack	Pakiet
package	pakiet
packaging	opakowanie
packer	pakowacz
packet	paczka
pact	pakt
pad	Podkładka
padded	watowany
padding	wyściółka
paddle	wiosłować
paddle boat	łódź wiosłowa
paddock	padok
paddy	paddy
padlock	kłódka
padre	NO TRANSLATION
paean	pean
pagan	pogański
paganism	pogaństwo
page	strona
pageant	korowód
pager	pager
pagination	paginacja
paging	stronicowanie
pagoda	pagoda
pail	wiadro
pain	ból
pained	bolesny
painful	bolesny
painfully	dokuczliwie
painkiller	lek przeciwbólowy
painless	bezbolesny
pains	trud
painstaking	pracowity
paint	farba
paintball	paintball
paintbrush	pędzel
painted	namalowany
painter	malarz
painting	obraz
pair	para
paisley	Paisley
pajama	piżama
pajamas	piżama
pal	kumpel
palace	pałac
palatable	smaczny
palate	podniebienie
pale	blady
paleontology	paleontologia
palette	paleta
pall	całun
palladium	paladium
pallet	paleta
palliative	paliatywny
palm	Palma
palmer	pielgrzym z ziemi świętej
palomino	palomino
palpable	namacalny
palpitations	kołatanie serca
palsy	porażenie
paltry	marny
pamper	pieścić
pamphlet	broszura
pan	patelnia
panacea	panaceum
panache	pióropusz
pancake	naleśnik
pancakes	naleśniki
pancreas	trzustka
panda	panda
pandemic	pandemiczny
pandemonium	pandemonium
pane	szkło
panel	płyta
pang	NO TRANSLATION
panhandle	żebrać
panic	panika
panicattack	NO TRANSLATION
panicked	spanikowany
panicking	panika
panicky	paniczny
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramiczny
pansy	bratek
pant	dyszeć
pantheon	panteon
panther	pantera
panties	majtki
pantomime	pantomima
pantry	spiżarnia
pants	Spodnie
panty	majtki
pantyhose	rajstopy
pap	papka
papa	papa
papacy	papiestwo
papal	NO TRANSLATION
papaya	papaja
paper	papier
paperback	książka w broszurowej oprawie
paperboy	doręczyciel gazet
paperweight	przycisk
paperwork	Papierkowa robota
paprika	papryka
papyrus	papirus
par	NO TRANSLATION
parable	przypowieść
parabola	parabola
parabolic	paraboliczny
parachute	spadochron
parade	parada
paradigm	paradygmat
paradise	raj
paradox	paradoks
paradoxical	paradoksalny
paraffin	parafina
paragon	wzór doskonałości
paragraph	ustęp
parakeet	papuga długoogonowa
paralegal	paralegal
parallax	paralaksa
parallel	równolegle
parallelism	równoległość
paralysis	paraliż
paralyze	sparaliżować
paralyzed	sparaliżowany
paramedic	sanitariusz
paramedics	ratownicy medyczni
paramilitary	paramilitarny
paramount	najważniejszy
paranoia	paranoja
paranoid	paranoidalny
paranormal	paranormalne
parapet	parapet
paraphernalia	przybory
paraphrase	parafraza
paraplegic	paraplegiczka
parasite	pasożyt
parasitic	pasożytniczy
parasol	parasol
parcel	paczka
parcels	paczki
parched	spieczony
parchment	pergamin
pardon	pardon
pare	NO TRANSLATION
parenchyma	miąższ
parent	rodzic
parentage	pochodzenie
parental	rodzicielski
parenthesis	NO TRANSLATION
parenthetical	wzięty w nawias
parenthood	rodzicielstwo
parenting	rodzicielstwo
pariah	parias
parietal	ciemieniowy
paring	parowanie
parish	parafialny
parity	parytet
park	park
parka	kurtka z futrzanym kapturem
parking	parking
parkinsons	parkinsons
parlance	mowa
parlay	parlay
parliament	parlament
parliamentary	parlamentarny
parlor	salon
parmesan	Parmezan
parody	parodia
parole	zwolnienie warunkowe
parquet	parkiet
parrot	papuga
parry	parować
parse	analizować
parsimonious	skąpy
parsimony	skąpstwo
parsley	Pietruszka
parson	pastor
part	część
partake	uczestniczyć
partial	częściowy
partiality	stronniczość
partially	częściowo
participant	uczestnik
participate	uczestniczyć
participation	udział
particle	cząstka
particular	szczególny
particularity	osobliwość
particulars	szczegóły
parting	rozstanie
partisan	partyzant
partisanship	poplecznictwo
partition	przegroda
partly	częściowo
partner	partner
partnership	Współpraca
partridge	kuropatwa
parts	Części
party	przyjęcie
pas	NO TRANSLATION
pass	przechodzić
passable	zadowalający
passage	przejście
passageway	korytarz
passe	NO TRANSLATION
passenger	pasażer
passim	NO TRANSLATION
passing	przechodzący
passion	pasja
passionate	namiętny
passive	bierny
passivity	pasywność
passkey	klucz uniwersalny
passport	paszport
password	hasło
past	przeszłość
pasta	makaron
paste	pasta
pastel	pastel
pastime	rozrywka
pastor	pastor
pastrami	pastrami
pastry	ciasto
pasture	pastwisko
pasty	pasztecik
pat	poklepać
patch	łata
patchwork	niejednolita całość
pate	łeb
patella	rzepka kolanowa
patent	patent
patented	patentowany
paternal	ojcowski
paternity	ojcostwo
path	ścieżka
pathetic	żałosne
pathological	patologiczny
pathologist	patolog
pathology	patologia
pathos	NO TRANSLATION
pathway	ścieżka
patience	cierpliwość
patient	cierpliwy
patio	patio
patriarch	patriarcha
patriarchal	patriarchalny
patrimony	patrymonium
patriot	patriota
patriotic	patriotyczny
patriotism	patriotyzm
patrol	patrol
patrolman	policjant patrolujący
patron	patron
patronage	patronat
patronising	protekcjonalny
patronize	patronować
patronizing	protekcjonalny
patter	tupot
pattern	wzór
paucity	niedostatek
pauper	żebrak
pause	pauza
pave	wybrukować
pavement	bruk
pavilion	pawilon
paving	bruk
paw	łapa
pawn	pionek
pawnshop	Lombard
pax	patena
pay	zapłacić
payable	płatny
payback	zwrot
paycheck	wypłata
payday	dzień wypłaty
payer	płatnik
payload	ładunek
payment	Zapłata
payoff	wypłata
payout	wypłata
payphone	płatny telefon
payroll	lista płac
pea	groszek
peace	pokój
peaceable	zgodny
peaceful	spokojna
peacefully	spokojnie
peacekeeper	peacekeeper
peaceofmind	NO TRANSLATION
peacetime	pokojowy
peach	brzoskwinia
peachy	aksamitny
peacock	paw
peak	szczyt
peaked	spiczasty
peanut	arachid
peanuts	orzeszki ziemne
pear	Gruszka
pearl	Perła
pearly	perłowy
peas	groszek
peasant	chłop
peat	torf
pebble	kamyk
pecan	pikan
peck	dziobać
pecker	kutas
peculiar	szczególny
peculiarities	osobliwości
peculiarity	osobliwość
peculiarly	szczególnie
pecuniary	pieniężny
pedal	pedał
pedantic	pedantyczny
peddle	rozpuszczać plotki
peddler	domokrążca
pedestal	piedestał
pedestrian	pieszy
pediatric	pediatryczny
pediatrician	pediatra
pediatrics	pediatria
pedicure	pedicure
pedigree	genealogia
pedometer	krokomierz
pedophile	pedofil
pee	robić siku
peek	zerkać
peekaboo	zabawa w chowanego
peel	obierać
peep	ćwierkanie
peeper	podglądacz
peephole	judasz
peer	par
peering	peering
peerless	niezrównany
peeved	zirytowany
peg	kołek
pegs	kołki
peice	NO TRANSLATION
pelagic	pelagiczny
pelican	pelikan
pellet	śrut
pelvic	miednicowy
pelvis	miednica
pen	długopis
penal	karny
penalty	rzut karny
penance	pokuta
penchant	upodobanie
pencil	ołówek
pendant	wisiorek
pendency	pendency
pendent	NO TRANSLATION
pending	w oczekiwaniu
pendulum	wahadło
penetrate	przenikać
penetrating	przenikliwy
penetration	penetracja
penguin	pingwin
penicillin	penicylina
penile	prącie
peninsula	półwysep
penis	penis
penitent	penitent
penitentiary	zakład karny
penmanship	charakter pisma
pennant	proporzec
penniless	bez grosza
penny	grosz
pension	pensjonat
pensioner	emeryt
pensive	zamyślony
pentagon	pięciokąt
pentagram	pentagram
penthouse	daszek
penultimate	przedostatni
people	ludzie
peopled	zaludniony
pep	werwa
pepper	pieprz
peppermint	mięta pieprzowa
pepperoni	pepperoni
peppy	pełen werwy
peptic	trawienny
peptide	peptyd
perceive	dostrzec
percent	procent
percentage	odsetek
percentile	percentyl
perceptible	wyczuwalny
perception	postrzeganie
perceptive	spostrzegawczy
perch	okoń
perchance	ewentualnie
percolation	przesiąkanie
percussion	perkusja
perdition	zatracenie
peremptory	stanowczy
perennial	bylina
perfect	idealny
perfection	doskonałość
perfectionist	perfekcjonista
perfecto	NO TRANSLATION
perforated	perforowany
perforation	perforacja
perforce	z konieczności
perform	wykonać
performance	wydajność
performer	wykonawca
perfume	Perfumy
perfumed	perfumowany
peri	peri
peridot	oliwin
peril	niebezpieczeństwo
perilous	niebezpieczny
perimeter	obwód
period	Kropka
periodic	okresowy
periodical	czasopismo
periodically	cyklicznie
periodicity	okresowość
peripheral	peryferyjny
periphery	obrzeże
periscope	peryskop
perish	zginąć
perishable	łatwo psujący się
perished	zginął
perishing	ginąc
perjury	krzywoprzysięstwo
perk	akcydens
perky	dziarski
perm	trwała ondulacja
permanence	trwałość
permanent	stały
permeable	przepuszczalny
permeate	przesiąknąć
permeation	przenikanie
permissible	dopuszczalny
permission	pozwolenie
permissive	dozwalający
permit	pozwolić
permitted	dozwolony
permitting	pozwolenie
permutation	permutacja
pernicious	zgubny
peroxide	nadtlenek
perpendicular	prostopadły
perpetrate	popełnić
perpetrator	sprawca
perpetual	wieczny
perpetually	permanentnie
perpetuate	uwiecznić
perpetuation	uwiecznienie
perpetuity	wieczność
perplexed	zakłopotany
perplexing	kłopotliwy
perplexity	zakłopotanie
persecute	prześladować kogoś
persecution	prześladowanie
perseverance	wytrwałość
persevere	wytrwać
persist	trwać
persistence	trwałość
persistent	trwały
persisting	uporczywy
person	osoba
persona	NO TRANSLATION
personable	przystojny
personage	osobistość
personal	osobisty
personality	osobowość
personification	uosobienie
personnel	personel
persons	osoby
perspective	perspektywiczny
perspiration	pot
persuade	namawiać
persuasion	perswazja
persuasive	przekonujący
pert	zuchwały
pertinent	trafny
perturbation	perturbacja
pertussis	krztuśca
perusal	uważne przeczytanie
peruse	przeczytać uważnie
pervading	przenikający
perverse	przewrotny
perversion	perwersja
pervert	zboczeniec
perverted	zdemoralizowany
pesky	cholerny
pessimism	pesymizm
pessimist	pesymista
pessimistic	pesymistyczny
pest	szkodnik
pester	prześladować
pestilence	zaraza
pestle	tłuczek
pesto	pesto
pet	zwierzę domowe
petal	płatek
petite	mały
petition	Petycja
petitioner	petent
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	skamieniały
petrify	paraliżować
petrol	benzyna
petroleum	ropa naftowa
petticoat	spódnica
petting	pieszczoty
petty	drobny
petulant	rozdrażniony
petunia	petunia
pew	ławka w kościele
pewter	stop cyny z ołowiem
peyote	NO TRANSLATION
phalanx	falanga
phantom	Fantom
pharaoh	faraon
pharmaceutical	farmaceutyczny
pharmacist	farmaceuta
pharmacology	farmakologia
pharmacy	Apteka
phase	faza
pheasant	bażant
phenomenal	fenomenalny
phenomenon	zjawisko
pheromone	feromon
phew	uff
phi	phi
philanthropic	filantropijny
philanthropist	filantrop
philanthropy	filantropia
philistine	filister
philosopher	filozof
philosophic	filozoficzny
philosophical	filozoficzny
philosophy	filozofia
phlegm	flegma
pho	pho
phobia	fobia
phoenix	feniks
phone	telefon
phonetic	fonetyczny
phonetics	fonetyka
phonics	akustyka
phonograph	fonograf
phonology	fonologia
phony	fałszywe
phooey	phooey
phosphate	fosforan
phosphor	fosfor
phosphorus	fosfor
photo	zdjęcie
photogenic	fotogeniczny
photograph	fotografia
photographer	fotograf
photographic	fotograficzny
photography	fotografia
photometry	fotometria
photon	foton
phrase	wyrażenie
phraseology	frazeologia
phylogeny	filogeneza
physical	fizyczny
physical therapist	fizjoterapeuta
physician	Lekarz
physicist	fizyk
physics	fizyka
physiological	fizjologiczny
physiology	fizjologia
physique	budowa ciała
pi	Liczba Pi
pianist	pianista
piano	fortepian
piazza	plac
piccolo	NO TRANSLATION
pick	wybierać
picked	doborowy
picker	zbieracz
picket	szpica
picketing	pikietowanie
pickle	marynata
pickled	konserwowy
pickpocket	kieszonkowiec
pickup	odebrać
picky	wybredny
picnic	piknik
pictorial	obrazowy
picture	obrazek
pictures	kino
picturesque	malowniczy
pie	ciasto
piece	kawałek
piecemeal	fragmentaryczny
pieceofshit	Kawałek
pied	srokaty
pier	molo
pierce	przebić
piety	pobożność
pig	świnia
pigeon	Gołąb
piggy	świnka
piggyback	na barana
pigheaded	uparty
piglet	prosiątko
pigment	pigment
pigskin	świńskiej
pigsty	chlew
pike	szczupak
pile	stos
piles	hemoroidy
pileup	spiętrzyć
pilgrim	pielgrzym
pilgrimage	Pielgrzymka
pill	pigułka
pillage	plądrowanie
pillar	filar
pillbox	bunkier
pillow	poduszka
pillowcase	poszewka
pilot	pilot
pimp	sutener
pimple	pryszcz
pin	kołek
pinball	pinball
pinch	szczypta
pinching	szczypiący
pine	sosna
pineapple	Ananas
ping	świst
pinhead	główka szpilki
pinhole	dziurka
pinion	wałek zębaty
pink	różowy
pinkie	mały palec u ręki
pinnacle	szczyt
pinot	pinot
pinpoint	sprecyzować
pint	pół kwarty
pinto	łaciaty
pinup	pinup
pioneer	pionier
pious	pobożny
pip	pypeć
pipe	rura
piped	wyprowadzony
pipeline	rurociąg
piper	dudziarz
pipette	pipeta
piping	rurociąg
pipsqueak	miernota
pique	pika
piracy	piractwo
piranha	Pirania
pirate	pirat
piscina	NO TRANSLATION
piss	siki
pissed	zalany
pissedoff	wkurwiony
pisser	NO TRANSLATION
pissesmeoff	mnie wkurza
pissingmeoff	wkurza mnie
pissoff	odwal się
pistachio	pistacja
pistol	pistolet
piston	tłok
pit	dół
pita	Pita
pitch	smoła
pitcher	dzban
pitchfork	widły
pitfall	pułapka
pith	miękisz
pithy	treściwy
pitiful	żałosny
pitted	dziobaty
pitter	pittera
pituitary	przysadka
pity	szkoda
pivot	sworzeń
pivotal	kluczowy
pix	szkatułka
pixie	wróżka
pizza	Pizza
pizzazz	pizzazz
pizzeria	pizzeria
placard	afisz
place	miejsce
placebo	placebo
placement	umieszczenie
placenta	łożysko
placid	spokojny
placket	plisy
plagiarism	plagiat
plague	plaga
plaid	pled
plain	Równina
plainclothes	zwykłe ubrania
plaintiff	powód
plaintive	żałosny
plan	plan
plane	samolot
planes	samoloty
planet	planeta
planetarium	planetarium
planetary	planetarny
planets	planety
plank	deska
plankton	plankton
planned	zaplanowany
planner	planista
planning	planowanie
plant	roślina
plantation	plantacja
planter	sadzarka
planting	sadzenie
plaque	plakieta
plasma	osocze
plaster	gips
plastic	Plastikowy
plasticity	plastyczność
plat	plat
plate	talerz
plateau	Płaskowyż
plated	platerowany
platform	Platforma
plating	platerowanie
platinum	platyna
platonic	platoniczny
platoon	pluton żołnierzy
platter	talerz
plaudit	NO TRANSLATION
plausibility	prawdopodobieństwo
plausible	do przyjęcia
play	grać
playa	playa
playback	odtwarzanie nagranego dźwięku
playbook	Playbook
playboy	lekkoduch
player	gracz
playful	figlarny
playground	plac zabaw
playhouse	teatr
playmate	towarzysz zabaw dziecinnych
playoff	dogrywka
playpen	kojec dla dziecka
playroom	Pokój zabaw
plaything	bawidełko
playtime	pauza w szkole
playwright	dramaturg
plaza	plac
plea	zarzut
plead	błagać
pleasant	przyjemne
pleased	zadowolony
pleasing	przyjemny
pleasurable	przyjemny
pleasure	przyjemność
pleasures	przyjemności
pleat	zakładka
pleated	pofałdowany
pledge	zastaw
pledged	zastawiony
plenary	plenarny
plentiful	obfity
plenty	dużo
plenum	plenum
plethora	nadmiar
plexus	splot
pliable	giętki
plication	plication
pliers	szczypce
plight	sytuacja
plinth	cokół
plodding	plodding
plop	plusk
plot	wątek
plough	pług
ploughed	zaorany
plover	siewka
plow	pług
plowed	zaorany
plowing	orka
ploy	taktyka
pluck	podroby
plucky	dzielny
plug	wtyczka
plum	śliwka
plumage	upierzenie
plumb	pion
plumber	hydraulik
plumbing	instalacja wodociągowa
plume	pióropusz
plummet	pion
plump	pulchny
plumper	plumper
plunder	grabież
plunge	pogrążać
plunger	tłok nurnikowy
plural	Liczba mnoga
plurality	mnogość
plush	plusz
plutonium	pluton
ply	zagięcie
plywood	sklejka
pneumatic	pneumatyczny
pneumonia	zapalenie płuc
poacher	kłusownik
poachers	kłusownicy
poaching	kłusownictwo
pocket	kieszeń
pocketbook	portfel
pocketful	kieszonkowy
pod	NO TRANSLATION
podium	podium
poem	wiersz
poems	wiersze
poet	poeta
poetic	poetycki
poetical	poetycki
poetics	poetyka
poetry	poezja
pogo	pogo
poignant	wzruszający
point	punkt
pointedly	dosadnie
pointer	wskaźnik
pointless	bezcelowy
pointy	spiczasty
poise	opanowanie
poison	zatruć
poisoned	zatrute
poisoning	zatrucie
poisonous	trujący
poke	szturchać
poker	poker
pokes	szturcha
polar	polarny
polarity	biegunowość
pole	Polak
polemic	polemiczny
police	Policja
police officer	policjant
policeman	policjant
policewoman	policjantka
policy	polityka
polio	paraliż dziecięcy
polish	Polskie
polished	błyszczący
polite	uprzejmy
politeness	uprzejmość
politic	polityczny
political	polityczny
politician	polityk
politics	Polityka
polity	ustrój
polka	polka
poll	głosowanie
pollen	pyłek
polling	ankieta
pollute	zanieczyszczać
pollution	skażenie
polo	gra polo
poltergeist	hałaśliwy i złośliwy duch
polyester	poliester
polygamy	poligamia
polygon	wielokąt
polygonal	wielokątny
polygraph	wykrywacz kłamstw
polymer	polimer
polymorphism	wielopostaciowość
pomp	przepych
pompous	pompatyczny
poncho	ponczo
pond	staw
ponder	rozważać
ponderous	ciężki
pong	pong
pontiff	biskup
pontificate	pontyfikat
pontoon	ponton
pony	kucyk
ponytail	koński ogon
pooch	pies
poodle	pudel
poof	puf
pool	basen
poop	rufa
poor	ubogi
poorly	słabo
pop	Muzyka pop
popcorn	prażona kukurydza
pope	Papież
popper	popper
poppy	MAK
poppycock	bzdury
popsicle	Lód na patyku
popular	popularny
popularity	popularność
popularized	spopularyzowany
population	populacja
populous	gęsto zaludniony
porcelain	porcelana
porch	ganek
porcupine	jeżozwierz
pore	por
pork	wieprzowina
porker	tucznik
porky	porky
porn	porno
porno	porno
pornographic	pornograficzny
pornography	pornografia
porosity	porowatość
porous	porowaty
porridge	owsianka
port	Port
portable	przenośny
portage	przewóz
portal	portal
porter	porter
porterhouse	porterhouse
