Word	ro
oaf	țărănoi
oak	stejar
oar	vâslă
oasis	oază
oat	ovăz
oath	jurământ
oatmeal	ovaz
obedience	ascultare
obedient	ascultător
obediently	ascultător
obelisk	obelisc
obese	obez
obesity	obezitate
obey	asculta
obi	obi
obit	necrolog
obituary	necrolog
object	obiect
objection	obiecţie
objectionable	inacceptabil
objective	obiectiv
objectivity	obiectivitate
obligation	obligaţie
obligatory	obligatoriu
oblige	obliga
obliged	îndatorat
obliging	îndatoritor
obligor	debitor
oblique	oblic
obliterate	șterge orice urmă de
obliterated	obliterate
obliteration	ștergere
oblivion	uitare
oblivious	uitând
oblong	alungit
obnoxious	respingător
oboe	oboi
obscene	obscen
obscenity	obscenitate
obscure	obscur
obscured	ascuns
obscurity	obscuritate
observance	respect
observant	atent
observation	observare
observatory	observator
observe	observa
observer	observator
observing	observarea
obsess	obseda
obsessed	obsedat
obsessing	obsedați
obsession	obsesie
obsessive	obsesiv
obsolescence	uzura morală
obsolete	învechit
obstacle	obstacol
obstetrician	obstetrician
obstetrics	obstetrică
obstinate	încăpăţânat
obstruct	împiedica
obstruction	obstrucţie
obstructive	obstructiv
obtain	obține
obtainable	care se poate obține
obtuse	obtuz
obverse	avers
obvious	evident
ocarina	ocarină
occasion	ocazie
occasional	ocazional
occasionally	din cand in cand
occipital	occipital
occlusion	ocluzie
occult	ocult
occupancy	ocupare
occupant	ocupant
occupation	ocupaţie
occupational	ocupațională
occupied	ocupat
occupier	ocupant
occupy	ocupa
occupying	ocupând
occur	avea loc
occurrence	apariție
ocd	OCD
ocean	ocean
oceanic	oceanic
octagon	octogon
octave	octavă
octopus	caracatiță
ocular	ocular
odd	ciudat
oddball	aiurit
oddity	ciudăţenie
odds	șanse
ode	odă
odious	odios
odometer	contorul de parcurs
odor	miros
odyssey	Odiseea
oedipal	oedipiene
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	măruntaie
offence	delict
offend	jigni
offended	ofensat
offender	contravenient
offense	delict
offensive	ofensator
offer	oferi
offered	a oferit
offering	ofertă
offhand	improvizat
office	birou
officer	ofiţer
offices	birouri
official	oficial
officiate	oficia
offing	largul mării
offload	debarce
offset	ofset
offshoot	ramură
offshore	off-shore
offside	ofsaid
offspring	descendenți
oft	adesea
oftentimes	cele mai multe ori
ogre	căpcăun
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Oh nu
ohshit	NO TRANSLATION
oil	ulei
oils	uleiuri
oily	uleios
oink	Oink
ointment	unguent
okra	okra
old	vechi
olden	bătrânesc
older	mai batran
oldie	vechi
oldies	oldies
olfactory	olfactiv
oligarchy	oligarhie
olive	oliv
omega	omega
omelet	omletă
omen	augur
omgomgomg	NO TRANSLATION
ominous	de rău augur
omission	omisiune
omit	omite
omitted	omis
omnibus	omnibuz
omnipotence	omnipotență
omnipotent	omnipotent
omnipresent	omniprezent
omniscient	omniscient
onboard	la bord
oncologist	medic oncolog
oncology	oncologie
oncoming	din sens opus
one	unu
oneday	NO TRANSLATION
onedge	pe muchie
onelove	iubire pentru toţi
oneness	unitate
onerous	oneros
oneself	se
ongoing	În curs de desfășurare
onion	ceapă
onset	atac
onslaught	atac violent
onstage	pe scenă
ontology	ontologie
onus	răspundere
onward	mai departe
onyx	onix
oodles	grămezi
oomph	oomph
ooze	se prelinge
oozing	maloasa
op	op
opacity	opacitate
opal	opal
opaque	opac
ope	ope
open	deschis
opener	deschizator
opening	deschidere
openly	deschis
openness	sinceritate
opera	operă
operate	a functiona
operatic	de operă
operation	operație
operational	operațional
operations	operațiuni
operative	operativ
operator	operator
ophthalmic	oftalmic
ophthalmologist	oftalmolog
opiate	narcotic
opinion	opinie
opinionated	înfumurat
opium	opiu
opponent	adversar
opportune	oportun
opportunism	oportunism
opportunity	oportunitate
oppose	opune
opposed	opus
opposing	opuse
opposite	opus
opposites	opuși
opposition	opoziţie
oppress	asupri
oppressed	asuprit
oppression	asuprire
oppressive	apăsător
oppressor	asupritor
ops	ops
opt	opta
optic	optic
optical	optic
optics	optică
optimism	optimism
optimist	optimist
optimistic	optimist
optimum	optim
option	opțiune
optional	facultativ
optionally	facultativ
options	Opțiuni
optometrist	optometrist
opulence	abundență
opulent	luxuriant
opus	opus
oracle	oracol
oral	oral
orange	portocale
orange juice	suc de portocale
orangutan	urangutan
oration	discurs
orator	orator
oratory	oratoriu
orb	sferă
orbit	orbită
orbital	orbital
orbiting	orbitează
orbs	orbs
orc	Orc
orchard	livadă
orchestra	orchestră
orchid	orhidee
ordained	ordinat
ordeal	chin
order	Ordin
orderly	ordonat
ordinance	ritual
ordinary	comun
ordination	hirotonisire
ordnance	artilerie
ore	minereu
oregano	oregano
organ	organ
organic	organic
organism	organism
organist	organist
organization	organizare
organize	organiza
organized	organizat
organizer	organizator
orgasm	orgasm
orgies	orgiile
orgy	orgie
orient	orienta
oriental	oriental
orientation	orientare
orifice	orificiu
origami	origami
origin	origine
original	original
originality	originalitate
originate	provin
origination	inițiere
originator	inițiator
ornament	ornament
ornamental	ornamental
ornamentation	ornamentare
ornamented	ornamentate
ornate	bogat ornamentat
ornery	ornery
orphan	orfan
orphanage	orfelinat
orphaned	orfan
orthodontist	ortodont
orthodox	ortodox
orthodoxy	ortodoxie
orthogonal	ortogonale
orthopedic	ortopedic
oscillate	oscila
oscillating	oscilant
oscillation	oscilaţie
oscillatory	ezitant
ostensible	aparent
ostensibly	aparent
ostentatious	ostentativ
ostracized	ostracized
ostrich	struț
other	alte
otter	Vidra
otto	otto
ottoman	otoman
ought	trebui
ounce	uncie
oust	da afară
outage	pană
outback	În spate
outbid	supralicita
outboard	exterior
outbreak	izbucnire
outburst	izbucnire
outcast	proscris
outcome	rezultat
outcry	țipăt
outdated	învechit
outdo	se întrece pe sine
outdoor	în aer liber
outdoors	în aer liber
outer	exterior
outfit	imbracaminte
outgoing	de ieșire
outgrow	deveni prea mare pentru
outgrowth	rod
outhouse	latrină
outing	excursie
outlandish	ciudat
outlast	dura mai mult decât
outlaw	haiduc
outlet	priză
outline	contur
outlines	contururi
outlive	trăi mai mult decât
outlook	perspectivă
outlying	îndepărtat de centru
outnumber	fi mai numeros decât
outpatient	ambulatoriu
outpost	avanpost
outpouring	revărsare
output	producție
outrage	ultraj
outraged	revoltat
outrageous	scandalos
outrank	outrank
outreach	mobilizare
outright	direct
outrun	devansa
outset	început
outsider	străin
outskirts	periferie
outsmart	păcăli
outspoken	deschis
outstanding	remarcabil
outstretched	întinsă
outward	exterior
outwards	spre exterior
outweigh	depășesc
outwit	păcăli
oval	oval
ovary	ovar
ovate	oval
ovation	aclamație
oven	cuptor
overactive	hiperactivă
overall	per total
overalls	salopetă
overbearing	arogant
overburden	supraîncărca
overcast	acoperit de nori
overcharged	taxați
overcoat	pardesiu
overcome	a depasi
overcoming	depășirea
overcrowded	arhiplin
overdo	exagera
overdose	supradoză
overdrive	slei
overdue	întârziat
overestimate	exagera
overestimated	supraestimat
overflow	revărsare
overflowing	debordant
overgrown	prea mare
overgrowth	suprainfectia
overhanging	avântate
overhaul	revizie generală
overhead	deasupra
overhear	surprinde
overheated	supraîncălzit
overjoyed	încântat la culme
overkill	nejustificată
overlaid	suprapusă
overlap	suprapune
overlapping	suprapunere
overlay	acoperire
overload	suprasarcină
overlook	omite
overlord	Overlord
overlying	suprapusă
overpaid	plătită în plus
overpass	pasaj superior
overplayed	overplayed
overpower	copleși
overpowering	copleșitor
overpriced	prea scump
overprotective	overprotective
overrated	supraestimată
overreact	exagera
override	trece peste
overriding	imperative
overrule	anula
overrun	depăși
oversee	supraveghea
overseer	supraveghetor
overshadow	pune în umbră
oversight	supraveghere
oversized	supradimensionat
overslept	dormit prea mult
overstate	exagera
overstock	suprastoc
overt	deschis
overtake	depăși
overtaken	depășit
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	prea multe gânduri
overthrow	răsturna
overtime	peste orar
overtired	overtired
overture	uvertură
overturn	răsturna
overview	Prezentare generală
overweight	excesul de greutate
overwhelm	copleși
overwhelmed	copleşit
overwhelming	copleșitor
overworked	suprasolicitat
overwrought	tocit
overzealous	zelos
owe	datora
owing	debitului;
owl	bufniţă
owner	proprietar
ownership	proprietate
ox	bou
oxidation	oxidare
oxide	oxid
oxygen	oxigen
oxymoron	oximoron
oyster	stridie
ozone	ozon
pace	ritm
pacemaker	stimulator cardiac
pacific	Pacific
pacified	pacificată
pacifier	suzetă
pacifist	pacifist
pacify	pacifica
pacing	pacing
pack	ambalaj
package	pachet
packaging	ambalaje
packer	ambalator
packet	pachet
pact	pact
pad	tampon
padded	căptușit
padding	umplutură
paddle	paletă
paddle boat	cu barca cu zbaturi
paddock	padoc
paddy	orez
padlock	lacăt
padre	NO TRANSLATION
paean	imn de mulțumire
pagan	păgân
paganism	păgânism
page	pagină
pageant	carnaval
pager	pager
pagination	paginare
paging	paginare
pagoda	pagodă
pail	găleată
pain	durere
pained	îndurerat
painful	dureros
painfully	dureros de
painkiller	analgezic
painless	nedureros
pains	dureri
painstaking	silitor
paint	a picta
paintball	paintball
paintbrush	pensulă
painted	pictat
painter	pictor
painting	pictură
pair	pereche
paisley	șal de lână
pajama	pijama
pajamas	pijama
pal	prieten
palace	palat
palatable	gustos
palate	cerul gurii
pale	palid
paleontology	paleontologie
palette	paletă
pall	procovăț
palladium	paladiu
pallet	palet
palliative	paliativ
palm	palmier
palmer	hagiu
palomino	cal de culoare aurie
palpable	palpabil
palpitations	palpitații
palsy	paralizie
paltry	meschin
pamper	răsfăţa
pamphlet	pamflet
pan	tigaie
panacea	panaceu
panache	pompon
pancake	clătită
pancakes	clatite
pancreas	pancreas
panda	urs panda
pandemic	pandemie
pandemonium	iad
pane	panou
panel	panou
pang	NO TRANSLATION
panhandle	cerşi
panic	panică
panicattack	NO TRANSLATION
panicked	au intrat în panică
panicking	panichează
panicky	de panică
panier	NO TRANSLATION
panorama	panoramă
panoramic	panoramic
pansy	trei fraţi pătaţi
pant	gâfâi
pantheon	panteon
panther	panteră
panties	chiloți
pantomime	pantomimă
pantry	cămară
pants	pantaloni
panty	pentru chiloți sau pantalonași
pantyhose	chilot
pap	păsat
papa	papa
papacy	papalitate
papal	NO TRANSLATION
papaya	papaya
paper	hârtie
paperback	carte broșată
paperboy	Paperboy
paperweight	prespapier
paperwork	documente
paprika	paprika
papyrus	papirus
par	NO TRANSLATION
parable	parabolă
parabola	parabolă
parabolic	parabolic
parachute	paraşuta
parade	paradă
paradigm	paradigmă
paradise	paradis
paradox	paradox
paradoxical	paradoxal
paraffin	parafină
paragon	model de perfecțiune
paragraph	paragraf
parakeet	papagal
paralegal	parajurist
parallax	papalaxă
parallel	paralel
parallelism	paralelism
paralysis	paralizie
paralyze	paraliza
paralyzed	paralizat
paramedic	paramedic
paramedics	paramedici
paramilitary	paramilitar
paramount	suprem
paranoia	paranoia
paranoid	paranoid
paranormal	paranormal
parapet	parapet
paraphernalia	accesorii
paraphrase	parafraza
paraplegic	paraplegic
parasite	parazit
parasitic	parazitar
parasol	umbrelă de soare
parcel	colet
parcels	colete
parched	uscat
parchment	pergament
pardon	Pardon
pare	NO TRANSLATION
parenchyma	parenchim
parent	mamă
parentage	ascendență
parental	părintesc
parenthesis	NO TRANSLATION
parenthetical	parentetic
parenthood	paternitate
parenting	parinti
pariah	paria
parietal	parietal
paring	decojit
parish	parohie
parity	paritate
park	parc
parka	hanorac
parking	parcare
parkinsons	parkinson
parlance	limbaj
parlay	pariu
parliament	parlament
parliamentary	parlamentar
parlor	atelier
parmesan	parmezan
parody	parodie
parole	cuvânt de onoare
parquet	parchet
parrot	papagal
parry	parare
parse	analiza
parsimonious	strângător
parsimony	parcimonie
parsley	pătrunjel
parson	preot
part	parte
partake	lua parte
partial	parțial
partiality	părtinire
partially	parţial
participant	participant
participate	participa
participation	participare
particle	particulă
particular	special
particularity	particularitate
particulars	indicații
parting	despărţire
partisan	partizan
partisanship	fanatism
partition	perete despărțitor
partly	parţial
partner	partener
partnership	asociere
partridge	potârniche
parts	părți
party	parte
pas	NO TRANSLATION
pass	trece
passable	acceptabil
passage	trecere
passageway	culoar
passe	NO TRANSLATION
passenger	pasager
passim	NO TRANSLATION
passing	trecere
passion	pasiune
passionate	pasionat
passive	pasiv
passivity	pasivitate
passkey	passkey
passport	pașaport
password	parola
past	trecut
pasta	Paste
paste	pastă
pastel	pastel
pastime	distracţie
pastor	pastor
pastrami	pastramă de vacă
pastry	patiserie
pasture	păşune
pasty	păstos
pat	bate
patch	plasture
patchwork	peticire
pate	pateu
patella	tipsie
patent	brevet
patented	patentat
paternal	patern
paternity	paternitate
path	cale
pathetic	jalnic
pathological	patologică
pathologist	patolog
pathology	patologie
pathos	NO TRANSLATION
pathway	cărare
patience	răbdare
patient	rabdator
patio	patio
patriarch	patriarh
patriarchal	patriarhal
patrimony	patrimoniu
patriot	patriot
patriotic	patriotic
patriotism	patriotism
patrol	patrulare
patrolman	poliţist
patron	patron
patronage	patronaj
patronising	ocrotitoare
patronize	patrona
patronizing	ocrotitoare
patter	răpăit
pattern	model
paucity	număr mic
pauper	cerşetor
pause	pauză
pave	pava
pavement	trotuar
pavilion	pavilion
paving	pavaj
paw	labă
pawn	pion
pawnshop	munte de pietate
pax	pax
pay	a plati
payable	plătibil
payback	răzbunare
paycheck	salariu
payday	Payday
payer	plătitor
payload	încărcătură utilă
payment	plată
payoff	plata
payout	plată
payphone	taxofonice
payroll	stat de plată
pea	Mazăre
peace	pace
peaceable	iubitor de pace
peaceful	liniștit
peacefully	paşnic
peacekeeper	pacificator
peaceofmind	NO TRANSLATION
peacetime	timp de pace
peach	piersică
peachy	asemănător unei piersici
peacock	păun
peak	vârf
peaked	a atins punctul culminant
peanut	arahidă
peanuts	arahide
pear	pară
pearl	perla
pearly	de mărgăritar
peas	mazăre
peasant	țăran
peat	turbă
pebble	prundiș
pecan	pecan
peck	ciuguli
pecker	ciocănitoare
peculiar	ciudat
peculiarities	particularităţile
peculiarity	particularitate
peculiarly	ciudat
pecuniary	pecuniar
pedal	pedala
pedantic	pedant
peddle	vinde cu amănuntul
peddler	comerț ambulant
pedestal	piedestal
pedestrian	pieton
pediatric	de pediatrie
pediatrician	medic pediatru
pediatrics	pediatrie
pedicure	pedichiură
pedigree	genealogie
pedometer	pedometru
pedophile	pedofil
pee	Pee
peek	arunca o privire
peekaboo	Cucu bau
peel	pieliță
peep	piuit
peeper	țipător
peephole	peephole
peer	egal
peering	cercetător
peerless	inegalabil
peeved	iritat
peg	cuier
pegs	picioare
peice	NO TRANSLATION
pelagic	pelagic
pelican	pelican
pellet	granulă
pelvic	pelvian
pelvis	pelvis
pen	stilou
penal	penal
penalty	penalizare
penance	penitenţă
penchant	înclinaţie
pencil	creion
pendant	pandantiv
pendency	incertitudine
pendent	NO TRANSLATION
pending	in asteptarea
pendulum	pendulă
penetrate	pătrunde
penetrating	penetrant
penetration	penetrație
penguin	pinguin
penicillin	penicilină
penile	a penisului
peninsula	peninsulă
penis	penis
penitent	pocăit
penitentiary	penitenciar
penmanship	caligrafie
pennant	fanion
penniless	lefter
penny	penny
pension	pensiune
pensioner	pensionar
pensive	meditativ
pentagon	pentagon
pentagram	pentagramă
penthouse	apartament
penultimate	penultima
people	oameni
peopled	populat
pep	stimula
pepper	piper
peppermint	mentă
pepperoni	pepperoni
peppy	plin de viaţă
peptic	digestiv
peptide	peptid
perceive	percepe
percent	la sută
percentage	procent
percentile	percentila
perceptible	perceptibil
perception	percepţie
perceptive	perceptiv
perch	biban
perchance	cumva
percolation	filtrare
percussion	percuţie
perdition	pierzanie
peremptory	poruncitor
perennial	peren
perfect	perfect
perfection	perfecţiune
perfectionist	perfecționist
perfecto	NO TRANSLATION
perforated	perforat
perforation	perforare
perforce	vrând-nevrând
perform	a executa
performance	performanţă
performer	interpret
perfume	parfum
perfumed	aromitor
peri	peri
peridot	olivină
peril	pune în pericol
perilous	periculos
perimeter	perimetru
period	perioadă
periodic	periodic
periodical	periodic
periodically	periodic
periodicity	periodicitate
peripheral	periferic
periphery	periferie
periscope	periscop
perish	pieri
perishable	perisabil
perished	dispărut
perishing	pieritor
perjury	sperjur
perk	filtra cafea
perky	infatuat
perm	permanent
permanence	permanenţă
permanent	permanent
permeable	permeabil
permeate	pătrunde
permeation	pătrundere
permissible	permisibil
permission	permisiune
permissive	permisiv
permit	permite
permitted	permis
permitting	permițând
permutation	permutare
pernicious	pernicios
peroxide	peroxid
perpendicular	perpendicular
perpetrate	săvârși
perpetrator	autor
perpetual	perpetuu
perpetually	perpetuu
perpetuate	perpetua
perpetuation	perpetuare
perpetuity	inalienabilitate
perplexed	nedumerit
perplexing	perplexing
perplexity	nedumerire
persecute	persecuta
persecution	persecuţie
perseverance	perseverenţă
persevere	persevera
persist	persista
persistence	persistenţă
