Word	lb
landmark	z'erreechen
lands	Lännereien
landscape	Landschaft
landscaping	landscaping
landslide	Äerd erschloen
lane	Spur
language	Sprooch
languid	languid
languish	languësch
languishing	languishing
lanky	Lanky
lantern	Laterne
lap	Ronn
lapdog	Lapdog
lapel	dréinen
lapse	ze veränneren
lapsed	amgaang
laptop	Laptop
larceny	Längt
lard	Miel
larder	larder
large	grouss ass
larger	méi grouss
largo	NO TRANSLATION
lark	Luch
larva	Larven
laryngitis	Laryngitis
larynx	Larynx
lasagna	Lasagne
laser	Laser
lash	ze verlaangen
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	dauerhaft
lastminute	lescht aktualiséiert
latch	Klick op
late	spéit
lateness	Latenz
latent	latent
lateral	säitlecht
laterally	säitlech
latex	Latex
lathe	Drot
lather	lather
latitude	Breet un
latrine	Latrin
latrines	Latrinen
latte	Lat
lattice	Gitter
laud	Lauch
laudable	léif
laudation	Laudatioun
laudatory	laudatory
laugh	laachen
laughable	laacht
laughing	laacht
laughingstock	NO TRANSLATION
laughs	laacht
laughter	laacht
launch	lancéiert
launcher	Launcher
launches	lancéiert
launder	gewäsch
laundering	Geldwäsch
laundry	Wäschmëttelen
laureate	Gewënner
laurel	laurel
laurels	Lorbeer
lava	Lavastë leien
lavage	lavage
lavatory	Wäissrussin
lavender	Lavendel
lavish	Häerz
law	Gesetz
lawful	erlaabt
lawless	gesetzlos
lawlessness	Gesetzlechkeet
lawman	Affekot
lawn	virwaat
lawnmower	Méimaschinn
lawsuit	Prozess
lawyer	Affekot
lax	lax
laxative	loosst
lay	lagert
layaway	Zodank
layer	Layer
layered	deposéiert
layman	Laie
layout	Layout
layover	Layover
laziness	Laziness
lazy	lidd
lazyday	NO TRANSLATION
lea	lea
lead	Virsprong weider ausgebaut
leaded	gefouert
leader	Leader
leadership	Leadership
leading	féieren
leads	féiert
leaf	Blieder
leaflet	Broschür
leafy	fënnt
league	Liga
leak	ze stopelen
leakage	Auslaascht sinn
leaky	lecher
lean	Muecht
leaned	gelaacht
leaning	Luucht
leap	ze sprangen
learn	léieren
learned	geléiert
learner	Schüler
learning	léieren
lease	lounen
leash	Léngt
leather	Lieder
leathery	gebraucht
leave	verloossen
leavemealone	looss mech eleng
leaving	erof
lecherous	lecherous
lecture	Virliesung
lecturer	Dozent
ledge	Leinwand
ledger	Ledger
lee	lee
leech	leech
leeches	leeches
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	Leeway
left	lénks
leftout	NO TRANSLATION
leftover	Iwwerbléck
leftovers	Reschtstécker
lefty	gaang
leg	Been
legacy	Legacy
legal	juristesch
legality	Legalitéit
legalize	legaliséieren
legalized	legaliséiert
legally	legal
legend	Legend
legendary	legendärt
legibility	liesbar
legible	ze liese sinn
legion	Legion
legislate	legislativ ze maachen
legislation	Gesetzgebung
legislative	legislativ
legislator	Gesetzgeber
legislature	Legislaturperiod
legit	ze legitiméieren
legitimacy	Legitimitéit
legitimate	legitim
lego	Lego
legs	Been
legume	Gejäiz
legwork	Beem
leisure	Fräizäit
leisurely	léif
lemma	Lemma
lemon	Zitroun
lemonade	Limonade
lend	léinen
lender	Kreditt
lending	Prêten
length	Längt
lengthen	verlängeren
lengthened	verlängert
lengthening	Verlängerung
lengthwise	Längt
lengthy	laang
leniency	Léift
lenient	fräie Laf gelooss
lens	Lënsen
leopard	Leopard
leotard	leotard
leper	Lepper
leprechaun	leprechaun
leprosy	Verhältnisser
lesbian	lesbian
lesbianism	lesbianism
lesion	Lëftung
less	manner
lessee	Locataire
lessen	manner maachen
lessening	reduzéiert
lesser	manner
lesson	léieren
lessor	Mieter
let	erlaaben
lethal	T'hat
lethargic	Lethargesch
lethargy	Lethargy
letter	Bréif
lettered	geschriwwen
letterhead	Bréif
lettering	Schrëft
letters	Bréiwer
lettuce	déckfleescheg
leukemia	Leukämie
levee	erop
level	Niveau
lever	Hiewel
leverage	Leverage
levitate	ze loossen
levy	abezuelen
lewd	erhalen
lexicon	Lexikon
ley	NO TRANSLATION
liabilities	Verbindungen
liability	Haftung
liable	haftbar gemaach
liaison	Verbindung
liar	Ligener ass
libel	der Libel
libelous	beleidegend
liberal	liberal
liberalism	Liberalismus
liberate	befreien
liberated	befreit hunn
liberating	befreit
liberation	Befreiung
liberty	Fräiheet
libido	der Libido
librarian	Bibliothekarin
library	Bibliothéik
libretto	Libretto
lice	Lach
license	Lizenz
lichen	Lichen
lick	leet
licorice	Séissegkämpfung
lid	Decken
lie	leien
liege	leien
lien	lien
lieu	lieu
lieutenant	Lieutnant
life	Liewen
lifeblood	Liewensniwwel
lifeboat	Rettungsboot
lifeguard	Schwammmeeschter
lifeisgood	Liewen ass gutt
lifeless	Aarmut ass
lifelike	lifelik
lifeline	Rettung
lifelong	lieweg ginn
lifer	Lifer
lifesaver	Lifesverhalen
lifestyle	Liewensstil
lifesucks	d'Liewen nervt
lifetime	Liewenszäit
lift	opzeschalten
lifted	geännert
liftoff	ofgeschloss
ligament	Bucht
ligation	Ligago
ligature	Ligatur
light	Luucht
light year	Liichtjoren
lightbulb	Bir
lighten	verzichten
lightheaded	gehuewen
lighthouse	Leuchtturm
lighting	Luuchten
lightness	Liichtkraaft
lightning	Blitz
lights	Luucht
lightweight	Liicht
likable	léif
like	wéi
likelihood	Wahrscheinlechkeet
likely	wahrscheinlech
likeness	Ähnlechkeet
likewise	och
liking	gefält
lilac	lilac
lily	Lily
limb	limb
limber	ronderëm
limbo	limbo
lime	Kalk
limelight	Glace
limestone	Kalkstein
limey	Kéiszorten
limit	limitéiert sinn
limitation	Begrenzung
limited	begrenzt sinn
limitless	onbegrenzt sinn
limo	ewech
limousine	Limousine
limp	limp
lin	wuessen
line	Linn
lineage	Linnage
lineal	Linn
linear	linear
linebacker	linebacker
lined	gutt gezeechent sinn
linen	Lengen
liner	Pulli
lines	Linnen
lineup	opstellen
linger	bleiwen
lingerie	Lingerie
lingering	ze bleiwen
lingo	Lingo
lingual	lingual
linguini	linguini
linguist	Linguist
linguistic	sproochlech
linguistics	Linguistik
lining	Fudder
link	Link
linoleum	linoleum
lint	Fësch
lion	Léiw
lip	Lip
liposuction	Fuchs
lipstick	Lipstick
liquefaction	Liquidatioun
liquefied	verfloss ass
liqueur	Likör
liquid	flësseg
liquidate	Liquiditéiten
liquidation	Liquidatioun
liquidator	Liquidator
liquidity	Liquiditéit
liquor	Alkohol
lira	NO TRANSLATION
lisp	lisp
list	Lëscht
listen	lauschtert
listener	Lauschterer
listenting	NO TRANSLATION
listing	Lëschten
listless	ouni List
listneing	NO TRANSLATION
litany	Litany
liter	Liter
literacy	Alphabetiséierung
literal	wuertwiertlech
literally	wuertwiertlech ze maachen
literary	Literatur
literature	Literatur
lithe	erliewen
lithium	Lithium
lithograph	Lithograph
lithography	Lithographie
lithology	Lithologie
lithosphere	Lithosphär
litigant	Sträitgenoss
litigate	litigéiert
litigation	Stréck
litigator	Sträitgenoss
litigious	verständlech
litter	Dreckskëscht
little	kleng
littlethings	kléng Saachen
littoral	littoral
liturgy	Liturgie
live	liewen
livelife	lief däi Liewen
livelihood	Liewensënnernährung
lively	lieweg
liven	belount
liver	Liewer
livery	léiwer
livestock	Bëschgesellschaften
livid	ze lieweg
living	lieweg
lizard	Eideau
llama	llama
lml	lml
load	Laascht
loader	Laaster
loaf	Brout
loafer	loafer
loam	loam
loan	Prêt
loath	loosst
loathe	gehaasst
loathful	logement
loathing	gehale ginn
loathsome	loosst
lobby	Lobby
lobbyist	Lobbyist
lobe	Mound
lobotomy	Lobotomie
lobster	Hummer
local	lokal
locale	locale
locality	locality
localization	Lokalisatioun
localize	lokaliséieren
localized	lokaliséiert
locate	lokaliséieren
location	Standuert
locator	Locator
loch	Loch
lock	sperren
locker	gespaart
locket	locket
locksmith	Locksmith
lockup	zouspären
loco	loco
locomotion	Lokomotion
locomotive	locomotive
locust	Lorest
lode	NO TRANSLATION
lodge	Logement
lodger	Haus
lodging	Logut
loft	Loft
lofty	opgestiegen
log	aginn
logarithm	Logarithmus
logarithmic	logarithmësch
logic	Logik
logical	logesch
logistics	Logistik
logo	Logo
logotype	Logotyp
loin	NO TRANSLATION
lollipop	Lutschen
lone	eleng
loneliness	Einsamkeet
lonely	ofgeleeën
loner	loner
lonesome	sëllechen
long	laang
longboat	Longboat
longevity	verlängert
longing	Lëscht
longitude	Längt
longitudinal	Longitudinal
longitudinally	Längsmëttel
longtime	Laang Zäit
loo	ëmsetze konnt
look	kucken
looker	Looker
lookout	erauskucken
loom	Weben
looming	gedauert
loon	loon
loony	Scheich
loop	Loop
loophole	Schlëssel
loopy	Loop
loose	verluer
loosen	zouloossen
loosening	verluer hunn
loot	keeft
lop	Spatz
lopsided	Spidol
lord	Här
lords	Häre sinn
lordship	Häerzen
lore	lore
lorry	Camion
lose	verléieren
loser	Verléierer
losing	verléieren
loss	verléieren
lost	verluer
lot	vill
lotion	Lotion
lots	vill
lottery	Lotterie
lotto	Lotto
lotus	Lotus
loud	laut
loudly	haart
loudmouth	loudmouth
loudness	Héichkraaft
loudspeaker	der Lautsproche sinn
lounge	Lounge
lounging	ze halen
louse	louse
lousy	massereg
lovable	léif
love	Léift
loved	gär hat
lovee	Léift
loveee	Loveee
loveless	verléierlos sinn
lovelife	NO TRANSLATION
loveliness	Léift
lovelovelove	NO TRANSLATION
lovely	léif
lovemaking	Lovemaking
lovemylife	NO TRANSLATION
lover	Léif
lovesick	Ahnung
lovethis	lovethis
loving	gär hunn
lovinglife	léiwt Liewen
lovinlife	lovinlife
low	geréng ass
lowdown	ënnen
lower	ënnen
lowering	Ofbau
lowest	ënnescht
lowlands	Déifland
lowlife	aarzeg
lowly	niddereg
lox	lox
loyal	trei sinn
loyalty	Loyalitéit
lsd	lsd
luau	luau
lube	Schmelz
lubricant	Schmierstoff
lubricate	schmiere wëllen
lubrication	Schmierstoff
lucid	lukid
luck	Gléck
luckiest	glécklecht
lucky	Gléck
luckygirl	Gléck
lucrative	lukrativ
ludicrous	lächerlech
lug	gefalen
luggage	Gepäck
lukewarm	laaust
lull	opléisen
lullaby	Lullaby
lumbar	Lendeger
lumber	Lumber
lumbering	moossen
lumberjack	Lumberjack
luminescent	lumineszend
luminous	hell
lump	klengen
lumpy	heulen
lunacy	Luna
lunar	Mounduewerfläch
lunatic	iwwerdriwwen
lunch	Mëttegiessen
lunchbox	Broutkescht
luncheon	Luncheon
lunchtime	Mëttesstonn
lung	Hëftung
lunge	ze halen
lungs	Lungen
lurch	roueg
lure	Tromm
lurid	lästeg
lurk	lurk
lurking	lauert
luscious	Luscious
lush	geckeg
lust	Lust
luster	Glanz
lustful	léifvoll
lustrous	lustrous
lusty	lusteg
lute	gehal
luxuriant	raffinéiert
luxurious	luxuriéis
luxury	Luxus
lycra	lycra
lye	Luef
lying	gelunn
lymph	Lymph
lymphatic	Lymph an
lymphoma	Lymphoma
lynch	lynch
lynching	LËchken
lynx	Lynx
lyre	gefleckt
lyric	Lyrësch
lyrical	lyrikal
lyrics	Texter
macadamia	Macadamien
macarena	Macarena
macaroni	Macaroni
mace	mëll
mach	mach mach
machete	machete
machine	Maschinn
machinery	Maschinnen
machinist	Maschinn
macho	macho
mackerel	Makrele
macro	Macro
mad	rosen
madam	Maacht
madame	Madame
madden	madden
madder	Madame
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	Haus
madman	Verréckten
madness	Wahnsinn
maestro	Maestro
mafia	Mafia
magazine	Magazin
mage	Mais
magenta	Magenta
maggot	maggot
magic	Magie
magical	magesch
magician	Magier
magistrate	Magistrat
magma	Magma
magna	magna
magnate	Gréiss
magnesium	Magnesium
magnet	Magnéit
magnetic	magnetesch ass
magnetism	Magnetismus
magnetite	Magnetventil
magnification	Vergréisserung
magnificence	Hellegkeet
magnificent	wonnerschéi
magnifier	Lupe
magnify	vergréissert
magnifying	Lift
magnitude	Hellegkeet
magnolia	Magnéit
magpie	Magpie
mahi mahi	NO TRANSLATION
mahjong	Mahjong
mahogany	Mahagony
maid	Déngschtmeedchen
maiden	maiden
mail	mail
mailbox	Mailbox
mailing	Emailen
mailman	Mailman
maim	NO TRANSLATION
main	Haaptgrënn
mainframe	Haaptframe
mainland	Festland
mainstay	Haaptstatioun
mainstream	Mainstream
maintain	erhalen
maintenance	Maintenance
majestic	majestéit
majesty	grouss Majestéit
major	grouss
majority	Majoritéit
make	ze maachen
makeover	änneren
maker	Händler
makeshift	beméit
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	Schmink
makingdisciples	NO TRANSLATION
malady	Krankeschwëster
malaise	malaise
malaria	Malaria
malarkey	malarkey
male	männlech
malevolent	béiswëlleg
malfeasance	geféierlech
malformation	Formatiounen
malfunction	Feelfunktioun
malice	NO TRANSLATION
malicious	béiswëlleg
malign	ze brengen
malignancy	Béiswëlleg
malignant	béiswëlleg
maligned	beleeën
mall	Akafszenter
malleable	entsteet
mallet	mallet
malnutrition	Ënnerernährung
malpractice	Handlungsfähegkeet
malt	Malz
mama	Mama
mambo	mambo
mamma	NO TRANSLATION
mammal	Mamendel
mammoth	Mamothéik
mammy	Mammy
man	Mënsch
manage	verwalten
manageable	ze administréieren
management	Gestioun
manager	Manager
managerial	Direktioun
mandamus	Mandamus
mandarin	Mandarinen
mandate	Mandat
mandatory	obligatoresch
mandible	biergop
mandolin	Mandolinen
mandrel	Dornbloen
mane	NO TRANSLATION
maneuver	Manöver
maneuvering	Manöveren
mange	NO TRANSLATION
manger	iwerall
mangle	kraachen
mango	Mango
mangosteen	Mangosteen
mangy	Mango
manhole	Schlaang
manhood	Mënsche sinn
manhunt	ze manéieren
mania	Manie
maniac	Maniac
maniacal	maniacal
manic	Manik
manicure	Maniküre
manicurist	Manikurist
manifest	manifestéieren
manifestation	Manifestatiounen
manifested	manifestéiert sinn
manifestly	offen maachen
manifesto	Manifest war
manifold	Manifolz
manipulate	Manipulatioun
manipulation	Manipulatioun
manipulative	Manipulatioun
mankind	Mënschheet
manly	manly
manna	Manna
manned	bemannten
mannequin	Mannequin
manner	Aart a Weis
mannered	opgestallt
manners	Manéieren
manor	Härenhaus
manpower	schaffen
mansion	Villa
mansions	de Villa
manslaughter	Onschëlleg ugeet
mantel	Mantel
mantis	Quisel
mantle	Mantel
mantra	Prabbelien
manual	manuell
manufacture	Fabrikatioun
manufacturer	Fabrikant
manufacturing	Fabrikatioun
manure	gefleegt
manuscript	Handschrëft
map	Kaart
maple	Maple
mar	mar
marathon	Marathon
marble	Marmore
marbled	marpéiert
marbles	kandéiert
march	Mäerz
mare	NO TRANSLATION
margarine	Margarine
margarita	Margarita
margin	Rand
marginal	Rand
mariachi	mariachi
marijuana	Marihuana
marinara	marinara
marine	Marine
mariner	Marine
marital	Bestietnis
maritime	maritime
mark	markéieren
marked	markéiert
marker	Marque
market	Marché
marketable	Maartbarbar ze sinn
marketing	Marketing
marketplace	Marché
marks	Mark
marksman	Marque
marksmanship	Notabeleversammlung
marl	marl
marmalade	Marmelade
maroon	Maroon
marooned	ofgeschloss
marquee	Marquee
marquis	Marquis
marred	gekäppt
marriage	bestueden
married	bestuet
marrow	zerstéiert
marry	bestuede géif
marsh	Mardess
marshal	Maréchal
marshmallow	Marschmallow
mart	Mart
martial	Kampf
martingale	martingale
martini	Martini
martyr	Martyr
martyrdom	Martyrium
marvel	ze beandrockt
marvellous	wonnerschéi
marvelous	wonnerschéi
marvelously	wonnerbar
marzipan	NO TRANSLATION
mascara	Maskara
mascot	Maskottchen
masculine	männlech
masculinity	Männlechkeet
mash	Mash
mashed	brëcht
mask	Mask
masked	maskéiert
masks	Masken
masochism	Maschismus
masochist	Masochist
mason	Bauer
masquerade	Uerdnung
mass	Mass
massacre	Massaker
massage	Massagen
masses	Mass
masseur	Masseur
masseuse	Masseuse
massive	massiv
mast	Mast
master	Meeschter
masterful	meeschterhaft
mastermind	Meeschterhand
masterpiece	Meeschtesch
mastery	Meeschterhand
masturbate	Masturbatioun
masturbation	Masturbatioun
mat	mat mat
matador	matador
match	Match spillen
matchbook	Matchbook
matching	passend
matchmaker	den Matchmaker
mate	verléieren
material	Material
materialism	Materialismus
materialist	materialistescher
materialistic	materialistesch
materiality	Materialitéit
materialize	materialiséieren
materially	materiell
materials	Materialien
materiel	Material
maternal	maternité
maternity	Congé de maternité
math	Mathematiker
mathematical	mathematesch
mathematician	Mathematiker
mathematics	Mathematik
matinee	matinee
mating	gespaart
matriculation	Matriculatioun
matrimony	eng Eegeschaft
matrix	Matrix
matron	Matroun
matted	matmaachen
matter	Matière
matting	mattmachen
mattress	Matraz
maturation	Auszäit
mature	al
maturity	maturité
maudlin	maudlin
mausoleum	Mausoleum
mauve	mauve
maverick	Maverick
maxim	Maximum
maximize	maximéieren
maximum	Maximum
may	Mee
mayday	Mayday
mayflower	mayflower
mayhem	uginn
mayonnaise	Mayonnaise
mayor	Buergermeeschter
maze	labyrinth
mead	Meed
meadow	Wiss
meager	mär
meal	Iessen
mean	bedeit
meander	meander
meandering	blannwand
meanie	bedeit
meaning	Bedeitung
meaningful	sënnvoll
meaningless	onnëtzend
meanness	Eescht
means	bedeit
meantime	Tëschenzäit
measles	Mëllech
measurable	miessbar sinn
measure	Mesure
measured	gemooss
measurement	Mesure
measuring	gemooss
measuring cup	Mesuren
measuring tape	Messtéckband
meat	Fleesch
meatball	Kaffi
meathead	Fleesch
meatloaf	Fleesch
mechanic	mechanech
mechanical	mechanesch ass
mechanics	Mechanik
mechanism	Mechanismus
med	NO TRANSLATION
medal	Medaille
medallion	Medaillon
medallist	Medaile
meddle	ze meditéieren
meddling	verwinnt
media	Medien
medial	medial
median	Median
mediate	ze vermëttelen
mediation	Mediatioun
mediator	Mediateur
medic	Medikamenter
medical	medezinesch
medicate	ze drunken
medication	Medikamenter
medicinal	Medikamenter
medicine	Medikamenter
medieval	mëttelalterlech
mediocre	mëttelméisseg
mediocrity	mëttelméisseg
meditate	Meditatioun
meditating	Meditatioun
meditation	Meditation
meditative	Meditativ
mediterranean	mediterran
medium	mëttlerer
medley	Medley
meek	süchteg sinn
meet	treffen
meeting	begéinen
mega	mega
meh	meh
melancholic	melancholesch sinn
melancholy	wëll melancholesch
melee	melee
mellow	zaart
melodious	melodesch
melodrama	Melodrama
melodramatic	melodramatesch sinn
melody	Melodie
melon	Melon hunn
melt	Schmelz
meltdown	fërderen
melting	schmëlzen
member	Member
membership	Member ze sinn
membrane	Membran
memento	memento
memo	Notiz
memoir	Memoiren
memorabilia	memorabilia
memorable	onverständlech
memorandum	Memorandum
memorial	Gedenkmonument
memorials	Erënnerungen
memories	Erënnerungen
memoriesiwontforget	NO TRANSLATION
memorize	ze maachen
memory	Erënnerung
menace	Menace
menacing	menüden
menagerie	Menagerie
mend	flécken
mending	ze präziséieren
menial	mengem
meningitis	Meningitis
meniscus	Meniskus
menopause	Menopause
menses	Mënzen
menstrual	menstruéierend
mental	mental
mentalhealth	NO TRANSLATION
mentality	Mentalitéit
menthol	Menthol
mention	ernimmt sinn
mentor	Mentor
menu	Menü
meow	mech
mercantile	mercantile
mercenary	Söldner
merchandise	Wueren
merchant	Händler
merciful	gär huet
merciless	gleewen
mercurial	Quecksëlwer
mercury	Quecksëlwer
mercy	gär huet
mere	just
merengue	Merengue
merge	zesummegesat
merger	Fusioun
meridian	Meridian
meridional	meridional
meringue	meringue
merit	Verdingscht
meritorious	verdéngschtlech sinn
mermaid	Mermaid
merriment	Freed
merry	frësch
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	Mescaline
mesh	Netz
meshes	Maschinnen
mesmerized	beméit
