Word	be
marble	мармур
marbled	мармуровае
marbles	мармуру
march	марш
mare	NO TRANSLATION
margarine	маргарын
margarita	Маргарыта
margin	запас
marginal	маргінальны
mariachi	марыячы
marijuana	марыхуана
marinara	маринара
marine	марскі
mariner	мараплавец
marital	шлюбны
maritime	марскі
mark	знак
marked	адзначаны
marker	маркер
market	рынак
marketable	ліквідны
marketing	маркетынг
marketplace	рынкавая плошча
marks	маркіроўка
marksman	трапны стралок
marksmanship	пазнака стральба
marl	мергель
marmalade	джэм
maroon	цёмна-бардовы
marooned	высадзілі
marquee	шацёр
marquis	маркіз
marred	азмрочана
marriage	шлюб
married	жанаты
marrow	касцяны мозг
marry	ажаніцца
marsh	балотны
marshal	маршал
marshmallow	проскурняк
mart	рынак
martial	ваяўнічы
martingale	мартынгала
martini	марціні
martyr	пакутнік
martyrdom	пакутніцтва
marvel	цуд
marvellous	дзівосны
marvelous	дзівосны
marvelously	дзівосна
marzipan	NO TRANSLATION
mascara	туш для павек
mascot	талісман
masculine	мужчынскі
masculinity	мужнасць
mash	затор
mashed	пюрэ
mask	маскіраваць
masked	замаскіраваны
masks	маскі
masochism	мазахізм
masochist	мазахіст
mason	муляр
masquerade	маскарад
mass	маса
massacre	бойня
massage	масаж
masses	масы
masseur	масажыст
masseuse	масажыстку
massive	масіўны
mast	мачта
master	майстар
masterful	ўладны
mastermind	натхняльнік
masterpiece	шэдэўр
mastery	майстэрства
masturbate	мастурбаваць
masturbation	ананізм
mat	кілімок
matador	матадор
match	матч
matchbook	Matchbook
matching	ўзгадненне
matchmaker	свацця
mate	памочнік
material	матэрыял
materialism	матэрыялізм
materialist	матэрыяліст
materialistic	матэрыялістычны
materiality	істотнасьць
materialize	матэрыялізаваць
materially	матэрыяльна
materials	матэрыялы
materiel	матчастку
maternal	мацярынскі
maternity	мацярынства
math	матэматычны
mathematical	матэматычная
mathematician	матэматык
mathematics	матэматыка
matinee	ранішнік
mating	спарванне
matriculation	залічэнне
matrimony	бо шлюб
matrix	матрыца
matron	матрона
matted	зблытаны
matter	пытанне
matting	цыноўкі
mattress	матрац
maturation	паспяванне
mature	спелы
maturity	сталасць
maudlin	плаксівы
mausoleum	маўзалей
mauve	ружавата-ліловы
maverick	іншадумец
maxim	максіма
maximize	максымізаваць
maximum	максімальная
may	можа
mayday	Mayday
mayflower	Mayflower
mayhem	нанясенне калецтва
mayonnaise	маянэз
mayor	мэр
maze	лабірынт
mead	мёд
meadow	луг
meager	бедны
meal	ежа
mean	азначаць
meander	меандр
meandering	пакручасты
meanie	скнара
meaning	сэнс
meaningful	значным
meaningless	бессэнсоўны
meanness	подласць
means	сродак
meantime	той час
measles	адзёр
measurable	вымерна
measure	вымярэнне
measured	вымераны
measurement	вымярэнне
measuring	вымярэння
measuring cup	мерны шкляначку
measuring tape	мерная стужка
meat	мяса
meatball	фрыкадэлькамі
meathead	Meathead
meatloaf	мясной рулет
mechanic	механік
mechanical	механічны
mechanics	механіка
mechanism	механізм
med	NO TRANSLATION
medal	медаль
medallion	медальён
medallist	медаліст
meddle	мяшацца
meddling	надакучлівы
media	сродкі масавай інфармацыі
medial	сярэдні
median	медыяна
mediate	Пасрэднічаю
mediation	пасярэдніцтва
mediator	медыятар
medic	медык
medical	медыцынская
medicate	NO TRANSLATION
medication	лячэнне
medicinal	лекавы
medicine	медыцына
medieval	сярэднявечны
mediocre	пасрэдны
mediocrity	пасрэднасць
meditate	абдумваць
meditating	медытацыі
meditation	медытацыя
meditative	сузіральны
mediterranean	Міжземнае мора
medium	серада
medley	папуры
meek	лагодны
meet	сустрэча
meeting	сустрэча
mega	мега
meh	Мех
melancholic	меланхалічна
melancholy	меланхолія
melee	рукапашная
mellow	сакавіты
melodious	меладычны
melodrama	меладрама
melodramatic	меладраматычны
melody	мелодыя
melon	дыня
melt	расплаў
meltdown	расплаўлення
melting	плаўленне
member	член
membership	сяброўства
membrane	мембрана
memento	сувенір
memo	мемарандум
memoir	навуковы артыкул
memorabilia	памятныя рэчы
memorable	памятны
memorandum	мемарандум
memorial	мемарыял
memorials	ўспаміны
memories	памяці
memoriesiwontforget	NO TRANSLATION
memorize	запамінаць
memory	памяць
menace	пагроза
menacing	пагрозлівы
menagerie	звярынец
mend	папраўляцца
mending	папраўка
menial	лёкайскай
meningitis	менінгіт
meniscus	меніск
menopause	менопауза
menses	менструацыі
menstrual	менструальны
mental	разумовы
mentalhealth	NO TRANSLATION
mentality	сутнасьць ведаў
menthol	ментол
mention	згадаць
mentor	ментар
menu	меню
meow	мяў
mercantile	меркантыльны
mercenary	найміт
merchandise	тавар
merchant	гандляр
merciful	літасцівы
merciless	бязлітасны
mercurial	ртутны
mercury	ртуць
mercy	міласць
mere	просты
merengue	мернгі
merge	злівацца
merger	зліццё
meridian	мерыдыян
meridional	мерыдыянальнай
meringue	меренга
merit	заслуга
meritorious	пахвальны
mermaid	русалка
merriment	весялосьць
merry	вясёлы
merrychristmas	NO TRANSLATION
mesa	сталовая гара
mescaline	мескалін
mesh	меш
meshes	сеткі
mesmerized	загіпнатызаваны
mess	беспарадак
message	паведамленне
messedup	NO TRANSLATION
messenger	пасыльны
messiah	месія
messy	брудны
metabolic	метабалічны
metabolism	метабалізм
metal	метал
metallic	металічны
metallurgy	металургія
metamorphosis	метамарфоза
metaphor	метафара
metaphorical	метафарычны
metaphysical	метафізічны
metaphysics	метафізіка
metastasis	метастазірованія
meteor	метэор
meteoric	метэорны
meteorite	метэарыт
meteorological	метэаралагічны
meteorology	метэаралогія
meter	метр
meth	мет
methadone	метадон
methane	метан
methanol	метанол
method	метад
methodical	метадычны
methodology	метадалогія
meticulous	скурпулёзны
metime	metime
metric	метрычны
metrical	метрычны
metrology	метралогія
metropolis	метраполія
metropolitan	мітрапаліт
mettle	зухаватасць
mew	мяўкаць
mezzanine	мезанін
mica	лушчак
mick	Mick
micro	мікра
microbe	мікроб
microbiology	мікрабіялогія
microchip	мікрачып
microcosm	мікракосм
microfilm	мікрафільм
microgram	мікраграмаў
micrometer	мікраметр
micron	мікрон
microphone	мікрафон
microscope	мікраскоп
microscopic	мікраскапічны
microscopically	мікраскапічна
microscopy	мікраскапія
microwave	мікрахвалевая печ
mid	сярэдзіна
midair	паветраную прастору
