Word	kk
pneumatic	пневматикалық
pneumonia	пневмония
poacher	браконьерлер
poachers	браконьерлер
poaching	браконьерлік
pocket	қалта
pocketbook	қалталы кітап
pocketful	қалтасымен
pod	NO TRANSLATION
podium	подиум
poem	өлең
poems	өлеңдер
poet	ақын
poetic	ақындық
poetical	поэтикалық
poetics	поэтика
poetry	поэзия
pogo	pogo
poignant	қарсылас
point	нүкте
pointedly	көрсетілген
pointer	көрсеткіш
pointless	мағынасы жоқ
pointy	өте маңызды
poise	ұстаным
poison	улану
poisoned	уланған
poisoning	улану
poisonous	улы
poke	келемеждеу
poker	покер
pokes	покинет
polar	полярлық
polarity	Полярлық
pole	полюс
polemic	пікірталас
police	полиция
police officer	полицейлік
policeman	полиция қызметкері
policewoman	полиция қызметкері
policy	саясат
polio	полиомиелит
polish	поляк
polished	жылтыратылған
polite	сыпайы
politeness	сыпайылық
politic	саяси
political	саяси
politician	саясаткер
politics	саясат
polity	саясат
polka	полка
poll	сауалнама
pollen	тозаң
polling	сұрау
pollute	ластау
pollution	ластануы
polo	поло
poltergeist	полтергейлік
polyester	полиэстерден тұрады
polygamy	полигамия
polygon	полигон
polygonal	полигональды
polygraph	полиграфия
polymer	полимер
polymorphism	полиморфизм
pomp	помпа
pompous	көңілді
poncho	Панчо
pond	тоған
ponder	ойлау
ponderous	керемет
pong	теннис
pontiff	понтифик
pontificate	pontificate
pontoon	понтонның
pony	пони
ponytail	қалақай
pooch	пос
poodle	пудель
poof	полиция
pool	бассейн
poop	ұсақ
poor	кедей
poorly	нашар
pop	поп
popcorn	Попкорн
pope	Папа
popper	поппер
poppy	көкнәр
poppycock	poppycock
popsicle	popsicle
popular	танымал
popularity	танымалдылығы
popularized	танымал
population	халық
populous	халықтың көптігі
porcelain	фарфор
porch	кіреберіс
porcupine	порcupine
pore	кеуек
pork	шошқа еті
porker	шошқа еті
porky	шошқа
porn	порно
porno	порно
pornographic	порнографиялық
pornography	порнография
porosity	кеуектілігі
porous	кеуекті
porridge	ботқа
port	порт
portable	портативті
portage	портаж
portal	порталы
porter	портьер
porterhouse	портьер үйі
portfolio	портфолио
porthole	люфт
portico	портик
portion	бөлігі
portrait	портрет
portraiture	портрет
portray	бейнелейді
pose	қалып
poser	NO TRANSLATION
posh	әдемі
posited	орналастырылған
position	жағдайы
positioning	орналасу
positive	оң
positiveenergy	NO TRANSLATION
positively	оң
positivity	позитивтілік
posse	posse
possess	ие
possessed	иеленді
possessing	ие
possession	иелену
possessive	идиотивті
possessor	иеленуші
possibility	мүмкіндігі
possible	мүмкін
possibly	мүмкін
possum	мүмкін
post	пошта
postage	жеткізу құны
postal	пошта
postcard	ашықхаттар
poster	плакат
posterior	артқы жағы
posterity	ұрпақ
posthumous	өлгеннен кейін
postman	пошта бөлімшесі
postmortem	постмортем
postpone	кейінге қалдыру
postponed	кейінге қалдырылды
postponement	кейінге қалдыру
postscript	постсипт
postulate	постулттау
posture	қалып
pot	ыдыс
potable	ішуге жарамды
potassium	калий
potato	ақтүйнек
potatoes	картоп
potency	күші
potent	күшті
potential	әлеуеті
pothead	питч
pothole	потолы
potion	қуыру
potluck	potluck
potpourri	попурри
potted	құмыра
potter	қотыр
pottery	керамика
potty	қуыршақ
pouch	сөмке
poultry	құс еті
pounce	шерту
pound	фунт
pounding	пирсинг
pour	NO TRANSLATION
pout	бөртпе
pouting	бөртпелер
pouty	күлгін
poverty	кедейлік
pow	қуат
powder	ұнтақ
powdered	ұнтақ
powdery	ұнтақ
power	қуат
powerful	қуатты
powerfully	қуатты
powerhouse	электр станциясы
powerless	әлсіз
powwow	powwow
pox	түлкі
practicable	іс жүзінде мүмкін
practical	практикалық
practically	іс жүзінде
practice	тәжірибе
practiced	практикалық
practise	тәжірибе
practitioner	тәжірибеші
pragmatic	прагматикалық
prairie	прирей
praise	мақтау
praised	мақтады
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	мақтан тұтады
praiseworthy	мақтауға лайық
praising	мақтауға
prance	prance
prank	ойын
prawn	асшаян
praxis	праксис
pray	дұға ет
prayer	намаз
prayforme	намаз оқыңыз
praying	дұға ету
praying mantis	мантиса дұға ету
preach	уағыздаңыз
preacher	уағыздаушы
preaching	уағыздау
preamble	кіріспе
precarious	қауіпті
precaution	сақтық шаралары
precautionary	сақтық шаралары
precede	бұрын
precedence	басымдық
precedent	прецедент
preceding	алдындағы
precept	нұсқаулық
preceptor	тәрбиеші
precession	прецессия
precinct	учаскесі
precincts	учаскелері
precious	қымбат
precipice	қалдық
precipitate	тұнба
precipitation	атмосфералық жауын-шашын
precipitous	тұнба
precise	нақты
precisely	дәл
precision	дәлдігі
preclude	болдырмау
precocious	алдын ала
precursor	прекурсор
predator	жыртқыш
predatory	жыртқыш
predecessor	предшественника
predicament	қиын жағдай
predicate	предикат
predict	болжау
predictable	болжамды
predicting	болжау
prediction	болжау
predictive	болжалды
predictor	предиктор
predilection	басымдылық
predispose	прецизиондық
predisposed	бейімділік
predisposition	бейімділік
predominance	басымдылық
predominant	басым
predominate	басым
preeminent	басым
preemption	басымдық
preemptive	артықшылықты
preface	кіріспе
prefect	префект
prefer	артық көреді
preferable	жақсырақ
preference	артықшылық
preferential	артықшылықты
prefix	префикс
pregnancy	жүктілік
pregnant	жүкті
prehistoric	бұрынғы тарих
prejudice	предрассудки
prejudiced	алдын-ала ойластырылған
prejudicial	нұқсан келтіреді
prelim	алдын ала
preliminary	алдын ала
prelude	прелюдия
premarital	некеге тұрмайды
premature	ертерек
prematurely	мерзімінен бұрын
premed	алдын ала дайындалған
premeditated	алдын ала жазылған
premier	премьер
premiere	премьера
premise	үй-жай
premises	үй-жайлар
premium	сыйлықақы
premonition	алдын ала ескерту
prenatal	пренаталдық
prenuptial	prenuptial
preoccupation	қызығушылығы
preoccupied	құмарлық
prep	дайындық
preparation	дайындық
preparatory	дайындық
prepare	дайындау
prepared	дайындалды
preparedness	дайындық
preparer	дайындаушы
preparing	дайындау
preponderance	артықшылық
preposterous	ақылсыз
preppy	приписы
prerequisite	алғышарт
prerogative	айрықша
preschool	мектепке дейінгі
prescient	алдын ала айтылған
prescribe	тағайындаңыз
prescribed	тағайындалған
prescription	рецепті
prescriptive	нұсқаулық
presence	қатысу
present	қазіргі уақытта
presentable	көрнекі
presentation	презентация
presenter	баяндамашы
presentment	презентациялар
presents	сыйлықтар
preservation	сақтау
preservative	консервант
preserve	сақтау
preserved	сақталған
preserving	сақтау
preside	төрағалық етеді
presidency	Төрағалық
president	президенті
presidential	Президент
press	түймесін басыңыз
pressing	басу
pressure	қысым
prestige	беделді
prestigious	беделді
presto	престо
presume	болжауға болады
presumption	презумпция
presumptive	болжамды
presumptuous	Менмендік
presuppose	болжауға болады
pretend	талап ету
pretended	ұсынды
pretender	үміткер
pretending	көрініс
pretense	сылтау
pretensions	шағымдар
pretentious	талапты
pretext	сылтау
pretty	әдемі
pretzel	pretzel
prevail	басым
prevailing	басым
prevalence	таралуы
prevalent	кең таралған
prevent	алдын алу
preventative	алдын алу
prevention	алдын алу
preventive	алдын алу
preview	алдын-ала қарау
previous	алдыңғы
