Word	ml
polo	പോളോ
poltergeist	പോർട്ടെഗീസ്
polyester	പോളീസ്റ്റർ
polygamy	ബഹുഭാര്യത്വം
polygon	പോളിഗൺ
polygonal	ബഹുഭുജങ്ങൾ
polygraph	പോളിഗ്രാഫ്
polymer	പോളിമർ
polymorphism	പോളിമർഫിസം
pomp	മഹാസമുദ്രം
pompous	തങ്കമണി
poncho	poncho
pond	പൊയ്ക
ponder	ചിന്തിക്കുക
ponderous	അതിശയകരമായ
pong	പോങ്ങ്
pontiff	പോംവഴി
pontificate	പൊന്തിഫിക്കൽ
pontoon	പെൻറോൺ
pony	പോണി
ponytail	പോണിമയിൽ
pooch	പൂച്ച
poodle	പൂഡിൽ
poof	പൂച്ച
pool	പൂൾ
poop	poop
poor	ദരിദ്രർ
poorly	മോശം
pop	പോപ്പ്
popcorn	പോപ്പ്കോൺ
pope	പാപ്പാ
popper	പോപ്പർ
poppy	പോപ്പി
poppycock	പോപ്പിസികോക്ക്
popsicle	popsicle
popular	ജനപ്രിയമായത്
popularity	ജനപ്രീതി
popularized	ജനപ്രിയമാക്കി
population	ജനസംഖ്യ
populous	ജനപ്രീതിയാർജ്ജിച്ച
porcelain	കളിമൺ
porch	പൂമുഖം
porcupine	പരുക്ക്
pore	വ്രണം
pork	പന്നിയിറച്ചി
porker	പിക്കർ
porky	പോർക്ക്
porn	അശ്ലീലം
porno	അശ്ലീലത
pornographic	അശ്ലീല സാഹിത്യം
pornography	അശ്ലീലത
porosity	മണ്ണിൽ
porous	പൊട്ടാസ്യം
porridge	കഞ്ഞി
port	പോർട്ട്
portable	പോർട്ടബിൾ
portage	പോർട്ടേജ്
portal	പോർട്ടൽ
porter	പോർട്ടർ
porterhouse	പോർട്ടർഹൗസ്
portfolio	പോർട്ട്ഫോളിയോ
porthole	പോർട്ട്ഹോൾ
portico	പോർട്ടിക്കോ
portion	ഭാഗം
portrait	ഛായാചിത്രം
portraiture	ചിത്രരചന
portray	ചിത്രീകരിക്കുക
pose	പോസ്
poser	NO TRANSLATION
posh	ആഡംബര
posited	അനുകൂലിക്കുന്നു
position	സ്ഥാനം
positioning	പൊസിഷനിംഗ്
positive	പോസിറ്റീവ്
positiveenergy	NO TRANSLATION
positively	പോസിറ്റീവ് ആയി
positivity	പോസിറ്റിവിറ്റി
posse	സങ്കൽപ്പിക്കുക
possess	കൈവശപ്പെടുത്തുക
possessed	കൈവശമാക്കി
possessing	കൈവശമാക്കും
possession	കൈവശം വയ്ക്കുക
possessive	ഉടമസ്ഥത
possessor	ഉടമസ്ഥൻ
possibility	സാധ്യത
possible	സാധ്യമാണ്
possibly	ഒരുപക്ഷേ
possum	സാധ്യത
post	പോസ്റ്റ്
postage	തപാൽ
postal	തപാൽ
postcard	പോസ്റ്റ്കാർഡ്
poster	പോസ്റ്റർ
posterior	പതാക
posterity	സന്തതി
posthumous	മരണാനന്തരം
postman	പോസ്റ്റ്മാൻ
postmortem	പോസ്റ്റ്മോർട്ടം
postpone	മാറ്റിവയ്ക്കാം
postponed	മാറ്റിവച്ചു
postponement	വൈകി
postscript	പോസ്റ്റ്സ്ക്രിപ്റ്റ്
postulate	കത്ത്
posture	ഭാവം
pot	കലം
potable	കുടിക്കാൻ
potassium	പൊട്ടാസ്യം
potato	ഉരുളക്കിഴങ്ങ്
potatoes	ഉരുളക്കിഴങ്ങ്
potency	ശക്തി
potent	ശക്തിയുള്ളതാണ്
potential	സാധ്യത
pothead	പാത്രം
pothole	പഥം
potion	വഴുതന
potluck	പൊട്ടിക്കുക
potpourri	പാസ്തപുരി
potted	potted
potter	കുശവൻ
pottery	മൺപാത്രങ്ങൾ
potty	തുണി
pouch	സഞ്ചി
poultry	കോഴി
pounce	പോകൂ
pound	പൗണ്ട്
pounding	പൂട്ടുക
pour	NO TRANSLATION
pout	പൗട്ട്
pouting	മുഷിച്ചിൽ
pouty	കുപ്പായം
poverty	ദാരിദ്ര്യം
pow	പാവ്
powder	പൊടി
powdered	പൊടിച്ച
powdery	ടിന്നിന്
power	ശക്തി
powerful	ശക്തമായ
powerfully	ശക്തമായി
powerhouse	വൈദ്യുതി
powerless	ശക്തിയില്ലാത്ത
powwow	powwow
pox	pox
practicable	പ്രായോഗികം
practical	പ്രായോഗിക
practically	പ്രായോഗികമായി
practice	പ്രാക്ടീസ് ചെയ്യുക
practiced	പ്രയോഗിച്ചു
practise	പ്രാക്ടീസ് ചെയ്യുക
practitioner	അഭിവൃദ്ധി
pragmatic	പ്രായോഗികമായ
prairie	പ്രേരീ
praise	സ്തുതിക്കുക
praised	സ്തുതിച്ചു
praisegod	NO TRANSLATION
praisejesus	NO TRANSLATION
praises	സ്തുതിക്കുന്നു
praiseworthy	പ്രശംസിക്കുക
praising	സ്തുതിക്കുന്നു
prance	prance
prank	പനി
prawn	കൊഞ്ച്
praxis	പ്രക്ഷോഭം
pray	പ്രാർഥിക്കുക
prayer	പ്രാർത്ഥന
prayforme	എനിക്ക് വേണ്ടി പ്രാർഥിക്കണം
praying	പ്രാർത്ഥിക്കുന്നു
praying mantis	മാന്തികൾ പ്രാർത്ഥിക്കുന്നു
preach	പ്രസംഗിക്കുക
preacher	പ്രസംഗകൻ
preaching	പ്രസംഗിക്കുന്നു
preamble	ആമുഖം
precarious	അപകടം
precaution	മുന്കരുതല്
precautionary	മുൻകരുതൽ
precede	മുമ്പത്തേത്
precedence	മുൻഗണന
precedent	മുൻഗണന
preceding	മുൻപും
precept	പ്രമാണ
preceptor	പ്രമാണികർത്താവ്
precession	പ്രിസെഷൻ
precinct	ആക്ടിന്
precincts	അതിർത്തികൾ
precious	വിലയേറിയ
precipice	അരിവാൾ
precipitate	മുകുളങ്ങൾ ഉണ്ടാക്കുക
precipitation	അന്തരീക്ഷ
precipitous	അപ്രതീക്ഷിതമായി
precise	കൃത്യമായ
precisely	കൃത്യമായും
precision	കൃത്യമായി
preclude	തടഞ്ഞുനിർത്തുക
precocious	അസുഖം
precursor	മുൻകൂർ
predator	വേട്ടക്കാരൻ
predatory	കവർച്ച
predecessor	മുൻഗാമി
predicament	തകർച്ച
predicate	പ്രവചിക്കുക
predict	പ്രവചിക്കുക
predictable	പ്രവചിക്കാവുന്ന
predicting	പ്രവചിക്കുന്നു
prediction	പ്രവചനം
predictive	പ്രവചിക്കുന്ന
predictor	predictor
predilection	ഭാവന
predispose	ഭാവുകേൾക്കുക
predisposed	മുൻവിധി
predisposition	മുൻകരുതൽ
predominance	പ്രധാനം
predominant	പ്രധാനം
predominate	പ്രധാനം
preeminent	പ്രധാനം
preemption	മുൻഗണന
preemptive	പ്രീഎംപ്റ്റിക്
preface	ആമുഖം
prefect	പ്രീക്ഫക്റ്റ്
prefer	ഇഷ്ടപ്പെടുന്നു
preferable	നല്ലത്
preference	മുൻഗണന
preferential	മുൻഗണന
prefix	പ്രിഫിക്സ്
pregnancy	ഗർഭം
pregnant	ഗർഭിണിയായ
prehistoric	ചരിത്രാതീതകാലം
prejudice	മുൻവിധി
prejudiced	മുൻവിധി
prejudicial	മുൻവിധി
prelim	പ്രാരംഭം
preliminary	പ്രാഥമികം
prelude	മുൻകൂട്ടി തയ്യാറാക്കുക
premarital	വിവാഹം
premature	അകാലത്തിൽ
prematurely	അകാലമായി
premed	പ്രീഡ് ചെയ്തു
premeditated	മുൻകൂട്ടി തയ്യാറാക്കി
premier	പ്രീമിയർ
premiere	പ്രീമിയർ
premise	പരിസരം
premises	പരിസരം
premium	പ്രീമിയം
premonition	മുന്നറിയിപ്പ്
prenatal	പാരൻറ്റൽ
prenuptial	വൃത്തികെട്ട
preoccupation	മുൻകരുതൽ
preoccupied	മുൻകരുതൽ
prep	പ്രീപെയ്ഡ്
preparation	തയാറാക്കുക
preparatory	തയ്യാറെടുപ്പ്
prepare	തയ്യാറാക്കുക
prepared	തയ്യാറായി
preparedness	തയ്യാറെടുപ്പ്
preparer	തയ്യാറായയാൾ
preparing	തയ്യാറെടുക്കുന്നു
preponderance	പ്രധാനം
preposterous	മയക്കമരുന്ന്
preppy	preppy
prerequisite	മുൻവ്യവസ്ഥ
prerogative	അധികാരി
preschool	പ്രീ-സ്ക്കൂൾ
prescient	മുൻകരുതൽ
prescribe	നിർദേശിക്കുക
prescribed	നിർദ്ദേശിച്ചു
prescription	കുറിപ്പടി
prescriptive	നിർദ്ദിഷ്ട
presence	സാന്നിദ്ധ്യം
present	വർത്തമാന
presentable	പ്രസക്തമായ
presentation	അവതരണം
presenter	അവതാരകൻ
presentment	അവതരണം
presents	സമ്മാനങ്ങൾ
preservation	സംരക്ഷണം
preservative	സംരക്ഷണം
preserve	സൂക്ഷിക്കുക
preserved	സംരക്ഷിക്കപ്പെട്ടിരിക്കുന്നു
preserving	സംരക്ഷിക്കുന്നു
preside	അദ്ധ്യക്ഷനാകും
presidency	പ്രസിഡന്റ്
president	പ്രസിഡന്റ്
presidential	പ്രസിഡന്റ്
press	അമർത്തുക
pressing	അമർത്തിയാൽ
pressure	സമ്മർദം
prestige	അന്തസ്സ്
prestigious	അഭിമാനിക്കാവുന്ന
presto	പ്രെസ്റ്റോ
presume	കരുതുക
presumption	അനുമാനം
presumptive	അനുമാനിക്കുന്നു
presumptuous	അചഞ്ചലമായ
presuppose	പ്രഭോപ്പ് ചെയ്യുക
pretend	ഭാവന നടത്തുക
pretended	ഭാവിച്ചതായി
pretender	ഭാവപ്രകടനം
pretending	ഭാവനയിൽ
pretense	ഭാവന
pretensions	പ്രേമം
pretentious	ഭാവുകങ്ങൾ
pretext	സാമർത്ഥ്യം
pretty	മനോഹരം
pretzel	മയങ്ങുക
prevail	വിജയിക്കുക
prevailing	നിലവിലുള്ളത്
prevalence	പ്രബലത
prevalent	പ്രബലമാണ്
prevent	തടയാൻ
preventative	തടയുന്നതിന്
prevention	പ്രതിരോധം
preventive	പ്രതിരോധം
preview	പ്രിവ്യൂ
previous	മുമ്പത്തെ
previously	മുമ്പ്
prey	ഇര
price	വില
priceless	അമൂല്യമായ
pricey	വിലകൂടുന്നു
prick	പ്രാവി
prickly	പ്രഹസനം
pride	അഹങ്കാരം
priest	പുരോഹിതൻ
priestess	പുരോഹിതൻ
priesthood	പൌരോഹിത്യം
priestly	പുരോഹിതൻ
prig	ശ്രേണീ
prim	പ്രാഥമികം
prima	NO TRANSLATION
primacy	പ്രാധാന്യം
primal	primal
primary	പ്രാഥമികം
primate	primate
primates	പ്രാചീനത
prime	പ്രധാനം
primed	പ്രാചീനമായ
primer	പ്രൈമർ
primeval	പ്രാമുഖ്യം
priming	പ്രധാനം
primitive	ആദിമമായ
primordial	ആദിമ
primrose	പ്രീറോസ്
prince	രാജകുമാരി
princely	രാജകുമാരി
princess	രാജകുമാരി
principal	പ്രിൻസിപ്പൽ
principally	പ്രധാനമായും
principle	തത്ത്വം
principles	തത്വങ്ങൾ
print	പ്രിന്റ് ചെയ്യുക
printer	പ്രിന്റർ
printing	അച്ചടി
printout	പ്രിന്റൗട്ട്
prior	മുൻപ്
prioritize	മുൻഗണന
priority	മുൻഗണന
priory	പ്രിയ
prism	പ്രിസം
prismatic	പ്രിസാത്മ
prison	തടവ്
prisoner	തടവുകാരൻ
prissy	ആനന്ദം
pristine	അമൂല്യമായ
privacy	സ്വകാര്യത
private	സ്വകാര്യമാണ്
privately	സ്വകാര്യമായി
privilege	പ്രത്യേകാവകാശം
privileged	പ്രത്യേകാവകാശം
privy	privy
prize	സമ്മാനം
prized	വിലമതിക്കുന്നു
pro	pro
proactive	സജീവമായ
probability	പ്രോബബിലിറ്റി
probable	സാധ്യതയുണ്ട്
probate	പ്രോത്സാഹിപ്പിക്കുക
probation	പ്രൊബേഷൻ
probationary	പ്രൊബേഷണറി
probative	പ്രോബറേറ്റീവ്
probe	അന്വേഷണം
probing	അന്വേഷണം
probity	സത്യസന്ധത
problem	പ്രശ്നം
problematic	പ്രശ്നമുണ്ട്
procedural	നടപടിക്രമങ്ങൾ
procedure	നടപടിക്രമം
proceed	തുടരുക
proceeding	മുന്നോട്ട്
proceeds	തുടരുന്നു
process	പ്രക്രിയ
processing	പ്രോസസ്സ് ചെയ്യുന്നു
