Word	mi
mixed	i konatunatua
mixedemotions	nga whakahiato
mixer	kaitautoko
mixture	ranunga
mnemonic	Tuhinga
moan	moan
moat	moat
mob	iwi
mobile	pūkoro
mobility	Tuhinga
mobilization	te whakawhitinga
mobilize	whakatairanga
mobster	mobster
mocha	mocha
mock	whakahi
mocked	moata
mockery	whakahi
mocking	moata
mockingbird	mockingbird
mod	mod
modal	modal
modality	Tuhinga
mode	tikanga
model	tauira
modeler	kaihoahoa
modeling	te whakatauira
modem	modem
moderate	whakaheke
moderate anticipation	te wawata
moderate disgust	te kino kino
moderate negative	he kino kino
moderate positive	he tino pai
moderate surprise	whakaahu rereke
moderate trust	te whakawhirinaki tino
moderately	tika
moderating	whakahou
moderation	whakatikatika
moderator	kaiwhakahaere
modern	hou
modernism	Tuhinga o mua
modest	whakaheke
modesty	taau
modicum	modicum
modifiable	ka whakarerekē
modification	whakarerekē
modified	whakahoutia
modify	whakarerekē
modulate	whakawaehere
modulation	whakahoutanga
module	kōwae
modulus	Tuhinga
mogul	mogul
moiety	Tuhinga
moist	maoa
moisture	makuku
moisturizer	kairuru
molar	molar
molasses	molasses
mold	paraoa
molded	hangaia
molding	te hanga
moldy	Tuhinga
mole	mole
molecular	Tuhinga o mua
molecule	Tuhinga o mua
molest	ka raru
molestation	Tuhinga o mua
molester	kirika
molten	whakarewa
mom	mama
moment	taime
momentary	poto
momentous	nui
momentum	Tuhinga
momma	momma
mommy	momona
monad	monad
monarch	rangatira
monarchy	Tuhinga o mua
monastery	monastery
monastic	monastic
monetary	moni
money	moni
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	aroturuki
monk	monk
monkey	te hari
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	monogamy
monogram	monogram
monogrammed	monogrammed
monograph	monograph
monolayer	monolayer
monolith	monolith
monologue	monologue
monopolist	Tuhinga o mua
monopoly	Tuhinga o mua
monotonous	monotonous
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	monsoon
monster	monster
monstrosity	Tuhinga o mua
monstrous	nui
montage	Tuhinga
monte	haere
month	marama
monthly	marama
monument	tohu
monumental	nui
moo	moo
mooch	mooch
mood	huru
moods	ngā moods
moody	Tuhinga o mua
moon	marama
moonbeam	moonbeam
moonlight	marama marama
moonlit	maramalit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	Tuhinga o mua
moored	ka poipoia
mooring	whakataka
moorings	moemoei
moorland	moorland
moose	moose
moot	moot
mooted	takahia
mop	Tuhinga
mope	Tuhinga
moped	Tuhinga ka whai mai
moral	te moemoeka
morale	moenga
morality	te moemoeka
morals	ngā moemoeka
morass	morass
moratorium	moratorium
moray	moray
morbid	kino
morbidity	mate
morbidness	mate
mores	Tuhinga o mua
morgue	morgue
moribund	moribund
morn	ata
morning	ata
moron	moron
moronic	moronic
morose	morose
morph	morph
morphine	morphine
morphism	Tuhinga o mua
morphology	te morphology
morrow	apopo
morsel	paraoa
mortal	tahuti
mortality	Tuhinga o mua
mortar	potae
mortgage	mokete
mortgagee	mokete mokete
mortgagor	mokete
mortician	tangata mate
mortification	mate
mortified	ka mate
mortuary	wharepaku
mosaic	mosaic
mosey	mosey
mosque	whare karakia
mosquito	makariri
moss	pūkuhu
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	moth
mother	whaea
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	te whaea
motherland	whaea
motherless	whaeakore
motherly	whaea
motif	motika
motion	Tuhinga
motionless	kore
motivate	whakahihiri
motivating	whakaongaonga
motivation	whakatenatena
motivational	whakaongaonga
motive	motuka
motley	Tuhinga
motor	motuka
motorbike	motopaika
motorboat	motopaika
motorcade	motopaika
motorcar	motuka
motorcycle	motopaika
motorist	motuka
motte	motuka
mottled	ka peke
motto	motokoto
mould	paraoa
mound	puranga
mount	maunga
mountain	maunga
mountaineer	maunga
mountainous	maunga
mountains	maunga
mountaintop	maunga
mourn	tangi
mournful	pouri
mourning	pouri
mouse	kiore
mousetrap	kapi
mousse	moamu
moustache	ngutu
mousy	mousy
mouth	waha
mouthful	mangai
mouthpiece	mangai
mouthwash	waha
movable	ka taea
move	neke
movement	kaupapa
mover	whakawhiti
movie	kiriata
movies	kiriata
moving	te neke
movingforward	NO TRANSLATION
movingon	nekehanga
mow	mow
mower	kaiparau
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	peke
mucked	ka peke
mucous	mucous
mucus	Tuhinga
mud	paru
muddle	Tuhinga o mua
muddled	ka takahia
muddy	paru
muff	muff
muffin	muffin
muffled	ka makona
muffler	muffler
mug	koko
mugger	mugger
mulberry	karaka
mulch	Tuhinga
mule	mule
mull	mull
mullet	potae
multilateral	Tuhinga
multimedia	rongorau
multinational	umanga maha
multiple	maha
multiple sclerosis	te maha o te sclerosis
multiplex	multiplex
multiplication	whakawhitinga
multiplicity	maha
multiplied	whakanui
multiplier	whakanui
multiply	whakanui
multitude	tini
mum	mama
mumble	pakaru
mumbo	mumbo
mummy	mummy
mumps	ngongo
munch	Tuhinga o mua
munchies	Tuhinga o mua
munchkin	makona
mundane	mundane
municipal	paone
municipality	rohe
mural	karaehe
murder	kohuru
murderer	kaikohuru
murderess	kaikohuru
murderous	kohuru
murky	murky
murmur	amuamu
muscle	te uaua
muscular	hauora
muse	whakahua
muses	ngongo
museum	whare taonga
mush	NO TRANSLATION
mushroom	mushroom
mushy	whakahua
music	waiata
musical	waiata
musician	kaiwaiata
musing	whakahua
musk	musk
musket	whakaheke
musketeer	kaihokohoko
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	me
mustang	pona
mustard	pua nani
muster	whakawhiti
musty	mema
mutable	kaore e taea
mutant	mutant
mutate	whakawhiti
mutation	rerekē
mute	mute
muted	whakaheke
mutilate	whakawhiti
mutilated	mutilated
mutilation	whakaheke
mutiny	whakaheke
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	tahi
mutually	takitahi
muzzle	pupuhi
myfavorite	myfavorite
myopia	myopia
myopic	myopic
myriad	rau
mysterious	mea ngaro
mystery	ngaro
mystic	pūtaiao
mystical	matatini
mysticism	Tuhinga
mystified	Tuhinga o mua
mystique	mystique
myth	pūrākau
mythic	Tuhinga o mua
mythical	Tuhinga
mythological	Tuhinga o mua
mythology	ngā kōrero tuku iho
nab	nab
nacho	necho
nada	NO TRANSLATION
nadir	Nadir
nag	NO TRANSLATION
nail	titi
nail gun	pupuhi titi
naive	koree
naked	tahanga
nakedness	tahanga
namaste	NO TRANSLATION
name	ingoa
named	ingoa
nameless	ingoakore
namesake	ingoa
naming	te ingoa
nana	nana
nanny	nanny
nanometer	nanometer
nap	Tuhinga
napalm	napalm
nape	tape
napkin	taera
napping	takahi
nappy	kaore
narcissism	Tuhinga o mua
narcissist	narcissist
narcissistic	narcissistic
narcotic	narcotic
narrate	korero
narration	korero
narrative	korero
narrator	kaiwhakaatu
narrow	whaiti
narrowing	whakaiti
nasal	Tuhinga
nascent	Tuhinga
nasty	he kino
natal	natal
nation	iwi
national	motu
nationality	Tuhinga o mua
nationwide	puta noa i te motu
native	taketake
nativity	whanau whanau
natural	taiao
natural gas	hau-taiao
naturalist	tohunga maori
naturalization	tikanga
naturalized	naturalized
naturally	te tikanga
nature	āhua
naught	kahore
naughty	kino
nausea	taunaha
nauseate	maunu
nauseating	tause
nauseous	maunu
nautical	nautical
nautilus	nautilus
naval	kauhoe
nave	nave
navel	tohu
navigable	te whakatere
navigate	whakatere
navigation	whakatere
navigational	whakatere
navigator	kaiwhakatere
navy	Tuhinga o mua
nay	NO TRANSLATION
nearsighted	Tuhinga kaore
neat	Tuhinga
neatly	neatly
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	tika
necessary	tika
necessitate	e tika ana
necessities	nga mea e hiahiatia ana
necessity	Tuhinga
neck	kaki
necklace	kohi
necktie	Tuhinga
necromancer	necromancer
necrosis	necrosis
nectar	nectar
need	hiahia
needalife	NO TRANSLATION
needed	hiahiatia
needful	he hiahia
needit	NO TRANSLATION
needle	tii
needlepoint	Tuhinga o mua
needles	kohu
needless	kore noa
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	rawakore
nefarious	nefarious
negation	Tuhinga
negative	kino
negativity	negativity
neglect	ka wareware
neglected	Tuhinga o mua
neglecting	Tuhinga o mua
negligee	Tuhinga o mua
negligence	te mangere
negligent	korere
negligently	NO TRANSLATION
negligible	he iti rawa
negotiable	Tuhinga
negotiate	whakarite
negotiation	te whiriwhiringa
negotiator	kaihoko
negro	Tuhinga o mua
neigh	tata
neighbor	hoa tata
neighborhood	tata
neighboring	tata
nemesis	nemesis
neon	neon
neonatal	neonatal
neophyte	neophyte
neoprene	neoprene
nephew	teina
nepotism	nepotism
nerd	Tuhinga o mua
nerdy	nerdy
nerve	whara
nerves	kohanga
nervous	Tuhinga
nervousness	Tuhinga o mua
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	Tuhinga
nest	kohanga
nestle	Nestle
nestling	Tuhinga o mua
net	kupenga
nether	Tuhinga
netting	Tuhinga
nettle	whara
network	whatunga
networking	whatunga
neural	neura
neuralgia	neurora
neurological	neurological
neurologist	neurologist
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	neuter
neutral	Tuhinga o mua
neutrality	Tuhinga o mua
neutralize	whakakore
neutron	Tuhinga o mua
new	hou
new age	tau hou
newbeginnings	NO TRANSLATION
newborn	whanau hou
newcomer	newcomer
newday	newday
newfound	newfound
newjob	NO TRANSLATION
newlife	newlife
newly	hou
newlywed	Tuhinga o mua
newme	newme
newness	hou
news	rongo
newscast	Tuhinga o mua
newscaster	Tuhinga o mua
newsflash	newsflash
newsletter	panui
newsman	kairongo
newspaper	niupepa
newspaperman	Tuhinga o mua
newsreel	panui
newsroom	newsroom
newsstand	panui korero
newstart	newstart
newt	newt
newyear	NO TRANSLATION
nexus	nohonga
nib	a
nibble	kainga
nice	pai
niche	niche
nichts	NO TRANSLATION
nick	Tuhinga o mua
nickel	nickel
nickname	ingoa ingoa
nicotine	Nicotine
niece	Tuhinga o mua
nifty	Tuhinga o mua
nigger	Naku
nigh	tata
night	po
nightcap	poakapoke
nightclub	karaoke
nightfall	po
nightgown	Tuhinga o mua
nightie	po
nightingale	poraka
nightlife	te po
nightly	i te po
nightmare	moemoea
nightmares	moemoea
nightstand	paparanga moemoea
nightstick	te po
nighttime	po
nihilism	nihilism
nil	Tuhinga o mua
nimble	Tuhinga
nimrod	Nimrod
nincompoop	nincompoop
nine	iwa
nineteen	tekau ma iwa
ninety	iwa tekau
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	te iwa
nip	nip
nipper	kapi
nipple	pepeha
nippy	kaore
nitrate	Tuhinga
nitro	nitro
nitrogen	hauota
nitrous	Tuhinga o mua
nitwit	nitwit
nix	nix
no anticipation	kahore he kaupapa
no disgust	kahore he kino
no emotion	kahore he aronga
no sentiment	kahore he whakaaro
no surprise	kahore he maere
no trust	kahore he whakawhirinaki
nobility	rangatira
noble	rangatira
nobleman	rangatira
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	noema
nod	Tuhinga
nodding	te whakahou
node	kōpuku
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	pango
noise	reo
noisy	pupuhi
nomad	nomad
nomadic	nomadic
nomenclature	nomenclature
nominal	whakaingoa
nominate	whakaingoatia
nomination	whakaingoa
nominee	kaitono
nonce	kore
nonchalant	kaore e noho ana
noncompliance	Tuhinga
nondescript	nondescript
nonexistent	kaore ano
nonfat	korepu
nonfiction	Tuhinga kore
nonpayment	Tuhinga o mua
nonresident	Tuhinga o mua
nonsense	korero kore
nonsensical	kaore he korero
nonviolent	Tuhinga kore
noob	noob
noodle	noodle
nook	nook
noon	i te poutumaro
noose	Tuhinga o mua
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	tikanga
normal	noa
normalcy	tika
normality	tikanga
north	raki
northbound	raki
northeast	raki
northern	raki
northwest	raki
northwestern	raki
noschool	NO TRANSLATION
nose	ihu
nosebleed	ka kaha
nosey	ngongo
nosnow	mohio
nostalgia	nostalgia
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	Tuhinga o mua
nosun	NO TRANSLATION
nosy	ngongo
not negative	kaua he kino
not positive	kaore i te pai
notable	rongonui
notables	rangatira
notably	nui
notamorningperson	NO TRANSLATION
notary	notary
notation	Tuhinga
notch	pānui
notched	ka mataara
note	Tuhinga
notebook	pukamahi
noted	i tuhia
noteworthy	mea nui
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	Tuhinga
notice	Tuhinga
noticeable	ka kitea
notification	whakamōhiotanga
notify	whakamōhio
notion	whakaaro
notional	Tuhinga
notoriety	Tuhinga o mua
notorious	rongonui
notready	kāore i mua
notwithstanding	ahakoa
nought	kahore
noun	noun
nourish	whāngai
nourishment	kai
nouveau	NO TRANSLATION
novel	tuhinga
novelist	kaituhi
novelty	Tuhinga
novice	novice
nowadays	i enei wa
nowork	Tuhinga o mua
noworries	nga waatea
noxious	kino
nozzle	pupuhi
nuance	Nuance
nuances	Nuances
nuclear	karihi
nucleus	Tuhinga
nude	Tuhinga
nudge	whakaheke
nudie	nudie
nudist	kawe
nudity	Tuhinga o mua
nugget	nugget
nuisance	he kino
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	whakakorea
numb	numb
number	tau
numbering	te tatauranga
numbers	tau
numbness	Tuhinga
numbskull	numbskull
numeral	nama
numerator	nama
numerical	numera
numerically	maha
numerous	maha
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	Tuhinga o mua
nuptials	Tuhinga
nurse	nurse
nursemaid	kahurangi
nursery	panuhi
nursing	ka atawhai
nurture	whakanui
nut	nut
nutcase	ngati
nutcracker	kapi
nuthouse	nuter
nutmeg	nutmeg
nutrition	te kai tōtika
nutritional	te kai
nutritious	hauora
nutritive	te kai
nuts	nati
nutshell	pati
nutty	hauora
nylon	nylon
nylong	NO TRANSLATION
nylons	nga nylon
nymph	nymph
nymphomaniac	nymphomaniac
oaf	Tuhinga o mua
oak	oki
oar	Tuhinga o mua
oasis	oasis
oat	Tuhinga o mua
oath	oati
oatmeal	oatmeal
obedience	whakarongo
obedient	whakarongo
obediently	kia ngohengohe
obelisk	te porohita
obese	kohu
obesity	nui
obey	whakarongo
obi	ngakau
obit	Tuhinga
obituary	Tuhinga o mua
object	ahanoa
objection	whakahē
objectionable	whakahē
objective	whāinga
objectivity	te aukati
obligation	kawenga
obligatory	Tuhinga
oblige	toha
obliged	Tuhinga o mua
obliging	Tuhinga o mua
obligor	Tuhinga o mua
oblique	Tuhinga
obliterate	whakakorea
obliterated	whakakorea
obliteration	murua
oblivion	wareware
oblivious	kore e mohio
oblong	Tuhinga
obnoxious	whakaharahara
oboe	oboe
obscene	paku
obscenity	kino
obscure	pouri
obscured	ka ngaro
obscurity	pouri
observance	tiaki
observant	Tuhinga
observation	tirohanga
observatory	whakatupato
observe	titiro
observer	kaitiaki
observing	te matakitaki
obsess	Tuhinga
obsessed	ka raru
obsessing	ka matakitaki
obsession	Tuhinga o mua
obsessive	paku
obsolescence	matakite
obsolete	kua pahure
obstacle	Tuhinga
obstetrician	obstetrician
obstetrics	matatini
obstinate	whakapehapeha
obstruct	whakakore
obstruction	takahi
obstructive	pati
obtain	whiwhi
obtainable	ka taea
obtuse	Tuhinga
obverse	Tuhinga
obvious	mārama
ocarina	ocarina
occasion	Tuhinga
occasional	he wa poto
occasionally	i etahi wa
occipital	tūmahi
occlusion	hihiri
occult	hara
occupancy	nohonga
occupant	e noho ana
occupation	mahi
occupational	mahi
occupied	i noho
occupier	kaimahi
occupy	noho
occupying	noho ana
occur	puta
occurrence	Tuhinga
ocd	Tuhinga o mua
ocean	moana
oceanic	moana
octagon	tauera
octave	Tuhinga o mua
octopus	Tuhinga o mua
ocular	Tuhinga
odd	kore
oddball	piripiri
oddity	Tuhinga
odds	Tuhinga
ode	Tuhinga
odious	kino
odometer	Tuhinga o mua
odor	kakara
odyssey	Tuhinga
oedipal	Tuhinga
oestrogen	te haurore
oeuvre	NO TRANSLATION
offal	Tuhinga
offence	hara
offend	hara
offended	ka hara
offender	hara
offense	hara
offensive	kino
offer	tuku
offered	whakaherea
offering	whakahere
offhand	Tuhinga
office	tari
officer	rangatira
offices	tari
official	mana
officiate	whakahaere
offing	Tuhinga o mua
offload	whakaheke
offset	hara
offshoot	Tuhinga
offshore	uta
offside	i waho
offspring	uri
oft	Tuhinga o mua
oftentimes	maha nga wa
ogre	Tuhinga
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	hinu
oils	hinu
oily	ngawari
oink	Tuhinga o mua
ointment	hinu
okra	okra
old	tawhito
olden	Tuhinga o mua
older	pakeke
oldie	oldie
oldies	koroheke
olfactory	Tuhinga
oligarchy	oligarchy
olive	oriwa
omega	omega
omelet	omelet
omen	tohu
omgomgomg	NO TRANSLATION
ominous	Tuhinga o mua
omission	Tuhinga o mua
omit	Tuhinga o mua
omitted	Tuhinga o mua
omnibus	omnibus
omnipotence	omnipotence
omnipotent	Tuhinga o mua
omnipresent	Tuhinga o mua
omniscient	Tuhinga o mua
onboard	i runga i te papa
oncologist	kaimätai hinengaro
oncology	taiao
oncoming	e haere mai ana
one	kotahi
oneday	NO TRANSLATION
onedge	taurangi
onelove	onelove
oneness	kotahi
onerous	pakaru
oneself	ake
ongoing	haere tonu
onion	te riki
onset	tīmatanga
onslaught	Tuhinga
onstage	taunga
ontology	Tuhinga
onus	Tuhinga
onward	Tuhinga o mua
onyx	onika
oodles	oodles
oomph	Tuhinga o mua
ooze	Tuhinga o mua
oozing	Tuhinga o mua
op	op
opacity	opacity
opal	opal
opaque	opaque
ope	ope
open	tuwhera
opener	tuwhera
opening	whakatuwhera
openly	tuwhera
openness	tuwhera
opera	opera
operate	mahi
operatic	opera
operation	mahi
operational	mahi
operations	mahi
operative	mahi
operator	kaiwhakahaere
ophthalmic	ophthalmic
ophthalmologist	ophthalmologist
opiate	opiate
opinion	whakaaro
opinionated	whakaarohia
opium	opium
opponent	hoariri
opportune	Tuhinga
opportunism	waahi
opportunity	whai hua
oppose	whakahē
opposed	whakahē
opposing	whakahē
opposite	Tuhinga
opposites	whakahē
opposition	whakahē
oppress	tukino
oppressed	tukinotia
oppression	tukino
oppressive	he tukino
oppressor	kaitukino
ops	Tuhinga
opt	whakaputa
optic	tohu
optical	matapihi
optics	tikanga
optimism	Tuhinga o mua
optimist	Tuhinga o mua
optimistic	Tuhinga o mua
optimum	tino pai
option	kōwhiringa
optional	kōwhiringa
optionally	kōwhiringa
options	kōwhiringa
optometrist	kaiwhakaako
opulence	Tuhinga o mua
opulent	opulent
opus	opus
oracle	kupurero
oral	whakautu
orange	karaka
orange juice	wai karaka
orangutan	orangutan
oration	Tuhinga
orator	kaiwhakaako
oratory	Tuhinga o mua
orb	orb
orbit	pati
orbital	tawhito
orbiting	te tautuhi
orbs	papa
orc	orc
orchard	mara waina
orchestra	orchestra
orchid	orchid
ordained	kua whakaritea
ordeal	pakaru
order	whakahau
orderly	kia tika
ordinance	tikanga
ordinary	noa
ordination	whakatōpū
ordnance	Tuhinga
ore	Tuhinga o mua
oregano	oregano
organ	poroporo
organic	paraoa
organism	koiora
organist	kaiwhakaora
organization	whakahaere
organize	whakarite
organized	i whakaritea
organizer	kaiwhakahaere
orgasm	Tuhinga
orgies	ngā whakawhitinga
orgy	Tuhinga
orient	raupapa
oriental	raupapa
orientation	kaupapa
orifice	whanui
origami	origami
origin	takenga
original	taketake
originality	taketake
originate	ka puta mai
origination	te takenga
originator	kaihanga
ornament	whakapaipai
ornamental	whakapaipai
ornamentation	whakapaipai
ornamented	whakapaipai
ornate	Tuhinga
ornery	kohuru
orphan	pani
orphanage	tamariki pani
orphaned	pani
orthodontist	Tuhinga o mua
orthodox	Tuhinga o mua
orthodoxy	orthodoxy
orthogonal	orthogonal
orthopedic	pukupuku
oscillate	oscillate
oscillating	Tuhinga
oscillation	Tuhinga o mua
oscillatory	Tuhinga
ostensible	Tuhinga o mua
ostensibly	Tuhinga o mua
ostentatious	Tuhinga o mua
ostracized	Tuhinga o mua
ostrich	Tuhinga o mua
other	atu
otter	Tuhinga o mua
otto	otto
ottoman	Tuhinga o mua
ought	tika
ounce	Tuhinga o mua
oust	Tuhinga o mua
outage	Tuhinga o mua
outback	Tuhinga o mua
outbid	Tuhinga o mua
outboard	i waho
outbreak	te pakarutanga
outburst	Tuhinga o mua
outcast	whakaheke
outcome	putanga
outcry	tangi
outdated	Tuhinga o mua
outdo	Tuhinga o mua
outdoor	waho
outdoors	i waho
outer	waho
outfit	taputapu
outgoing	ka puta
outgrow	Tuhinga o mua
outgrowth	Tuhinga o mua
outhouse	whare
outing	Tuhinga o mua
outlandish	i waho
outlast	Tuhinga
outlaw	kaihoko
outlet	putanga
outline	whakarārangi
outlines	tautuhinga
outlive	Tuhinga
outlook	tirohanga
outlying	Tuhinga
outnumber	nui atu
outpatient	Tuhinga o mua
outpost	pourangi
outpouring	Tuhinga o mua
output	putanga
outrage	te riri
outraged	he riri
outrageous	kino
outrank	Tuhinga o mua
outreach	Tuhinga
outright	Tuhinga
outrun	Tuhinga o mua
outset	tīmata
outsider	tangata ke
outskirts	waho
outsmart	Tuhinga
outspoken	Tuhinga o mua
outstanding	nui
outstretched	kua tohatoha
outward	waho
outwards	waho
outweigh	nui atu
outwit	Tuhinga o mua
oval	Tuhinga o mua
ovary	kura kura
ovate	Tuhinga
ovation	Tuhinga o mua
oven	umu
overactive	Tuhinga o mua
overall	whānui
overalls	Tuhinga o mua
overbearing	Tuhinga o mua
overburden	Tuhinga o mua
overcast	whakahekeheke
overcharged	Tuhinga o mua
overcoat	Tuhinga o mua
overcome	ka hinga
overcoming	ka hinga
overcrowded	Tuhinga ka whai mai
overdo	Tuhinga
overdose	Tuhinga o mua
overdrive	ka tohatoha
overdue	Tuhinga
overestimate	Tuhinga o mua
overestimated	Tuhinga o mua
overflow	nui rawa
overflowing	nui atu
overgrown	Tuhinga o mua
overgrowth	Tuhinga o mua
