Word	ny
negligently	NO TRANSLATION
negligible	zopanda pake
negotiable	kukambirana
negotiate	kukambirana
negotiation	kukambirana
negotiator	negotiator
negro	zopanda pake
neigh	wokondedwa
neighbor	mnzako
neighborhood	Mdera
neighboring	oyandikana naye
nemesis	nemesis
neon	neon
neonatal	osamalidwa
neophyte	neophyte
neoprene	neoprene
nephew	mphwake
nepotism	malingaliro
nerd	nerd
nerdy	nerdy
nerve	mitsempha
nerves	mitsempha
nervous	mantha
nervousness	mantha
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	chisa
nestle	nestle
nestling	nestling
net	malonda
nether	pansi
netting	netting
nettle	nettle
network	malonda
networking	malonda
neural	neural
neuralgia	neuralgia
neurological	maganizo
neurologist	katswiri wa zamagulu
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	nthenda zamakono
neurotic	neurotic
neuter	neuter
neutral	kulowerera ndale
neutrality	kulowerera ndale
neutralize	sungani
neutron	neutron
new	chatsopano
new age	zaka zatsopano
newbeginnings	NO TRANSLATION
newborn	mwana wakhanda
newcomer	watsopano
newday	tsiku latsopano
newfound	chatsopano
newjob	NO TRANSLATION
newlife	zatsopano
newly	posachedwa
newlywed	mwatsopano
newme	mwatsopano
newness	atsopano
news	nkhani
newscast	zofalitsidwa
newscaster	nkhani
newsflash	nkhani
newsletter	ndondomeko yamakalata
newsman	newsman
newspaper	nyuzipepala
newspaperman	newspapers
newsreel	wamalonda
newsroom	nyumba yamakono
newsstand	makanema
newstart	chipinda chatsopano
newt	newt
newyear	NO TRANSLATION
nexus	malingaliro
nib	nib
nibble	nibble
nice	zabwino
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nickel
nickname	dzina lakutchulidwa
nicotine	chikonga
niece	mwana wamwamuna
nifty	nifty
nigger	nigger
nigh	pafupi
night	usiku
nightcap	usikucap
nightclub	kanyumba ka usiku
nightfall	usiku
nightgown	usiku
nightie	nightie
nightingale	usikuingale
nightlife	moyo wa usiku
nightly	usiku
nightmare	zowawa
nightmares	zoopsa
nightstand	usiku
nightstick	usikutick
nighttime	nthawi yamadzulo
nihilism	nihilism
nil	nil
nimble	nimble
nimrod	nimrod
nincompoop	nincompoop
nine	zisanu ndi zinayi
nineteen	khumi ndi zisanu ndi anayi
ninety	makumi asanu ndi anayi
ninja	ninja
ninny	ninth
nintendo	nintendo
ninth	chachisanu ndi chinayi
nip	sokonezani
nipper	woponya
nipple	msuzi
nippy	osasangalatsa
nitrate	nitrate
nitro	nitro
nitrogen	nitrojeni
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	palibe kuyembekezera
no disgust	palibe kunyansidwa
no emotion	palibe kutengeka
no sentiment	palibe maganizo
no surprise	palibe zodabwitsa
no trust	palibe kukhulupirira
nobility	olemekezeka
noble	wolemekezeka
nobleman	wolemekezeka
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	madzulo
nod	nod
nodding	kuvuta
node	mfundo
nodular	nodular
nodule	mimba
noggin	noggin
nohope	NO TRANSLATION
noir	wakuda
noise	phokoso
noisy	phokoso
nomad	nomad
nomadic	osayendayenda
nomenclature	nomenclature
nominal	dzina lake
nominate	sankhani
nomination	kusankhidwa
nominee	wosankhidwa
nonce	osce
nonchalant	osakhazikika
noncompliance	osamvera
nondescript	nondescript
nonexistent	palibe
nonfat	nonfat
nonfiction	osasamala
nonpayment	malipiro opanda malipiro
nonresident	wosakhalitsa
nonsense	zopanda pake
nonsensical	nonsensical
nonviolent	osasamala
noob	nyawani
noodle	Zakudyazi
nook	nook
noon	masana
noose	nthano
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	chizolowezi
normal	zachibadwa
normalcy	mwachibadwa
normality	mwachizolowezi
north	kumpoto
northbound	kumpoto
northeast	kumpoto chakum'mawa
northern	kumpoto
northwest	kumpoto chakumadzulo
northwestern	kumpoto chakumadzulo
noschool	NO TRANSLATION
nose	mphuno
nosebleed	mphuno
nosey	nosy
nosnow	nosnow
nostalgia	chisangalalo
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	mphuno
nosun	NO TRANSLATION
nosy	nosy
not negative	osati zoipa
not positive	osati zabwino
notable	zochititsa chidwi
notables	zochititsa chidwi
notably	makamaka
notamorningperson	NO TRANSLATION
notary	katswiri
notation	ndemanga
notch	zolemba
notched	sizinapangidwe
note	Zindikirani
notebook	zolemba
noted	adatchulidwa
noteworthy	zochititsa chidwi
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	zopanda pake
notice	zindikirani
noticeable	zooneka
notification	chidziwitso
notify	dziwani
notion	lingaliro
notional	zosangalatsa
notoriety	kudziwika
notorious	wotchuka kwambiri
notready	osatiready
notwithstanding	ngakhalebe
nought	zopanda pake
noun	dzina
nourish	amadyetsa
nourishment	chakudya
nouveau	NO TRANSLATION
novel	bukuli
novelist	wolemba mabuku
novelty	zachilendo
novice	woyang'anira
nowadays	lero
nowork	chochita
noworries	Osadandaula
noxious	noxious
nozzle	mphutsi
nuance	mawonekedwe
nuances	zovuta
nuclear	nyukiliya
nucleus	nucleus
nude	nude
nudge	nudge
nudie	nudie
nudist	nudist
nudity	uve
nugget	nugget
nuisance	zovuta
nuke	nuke
nul	NO TRANSLATION
null	Palibe
nullify	kusokoneza
numb	wathanzi
number	nambala
numbering	kuwerengera
numbers	nambala
numbness	kusowa
numbskull	nambala
numeral	nambala
numerator	nambala
numerical	nambala
numerically	nambala
numerous	ambiri
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	chisokonezo
nuptials	zopanda pake
nurse	namwino
nursemaid	namwino
nursery	mazala
nursing	kuyamwitsa
nurture	kulera
nut	nati
nutcase	nutcase
nutcracker	nutcracker
nuthouse	osasunthika
nutmeg	nutmeg
nutrition	zakudya
nutritional	zakudya
nutritious	wathanzi
nutritive	zakudya zopatsa thanzi
nuts	mtedza
nutshell	tsatanetsatane
nutty	nutty
nylon	nylon
nylong	NO TRANSLATION
nylons	nyloni
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	thundu
oar	oar
oasis	oasis
oat	oat
oath	kulumbira
oatmeal	oatmeal
obedience	kumvera
obedient	omvera
obediently	kumvera
obelisk	obelisk
obese	ochepa kwambiri
obesity	kunenepa kwambiri
obey	mverani
obi	obi
obit	obit
obituary	obituary
object	chinthu
objection	kukana
objectionable	zosayenera
objective	cholinga
objectivity	zolinga
obligation	udindo
obligatory	choyenera
oblige	muzitsatira
obliged	akuyenera
obliging	chokakamiza
obligor	womvera
oblique	oblique
obliterate	kuwononga
obliterated	ochotsedwa
obliteration	kuwonongedwa
oblivion	zindikirani
oblivious	osadziwika
oblong	oblong
obnoxious	zosautsa
oboe	oboe
obscene	zonyansa
obscenity	kunyada
obscure	zosaoneka
obscured	chobisika
obscurity	chisokonezo
observance	mwambo
observant	zochitika
observation	kuyang'ana
observatory	chowonetserako
observe	zindikirani
observer	wosamala
observing	kuwona
obsess	zovuta
obsessed	osaganizira
obsessing	kuganizira
obsession	zovuta
obsessive	zovuta
obsolescence	obsolescence
obsolete	osatha
obstacle	cholepheretsa
obstetrician	katswiri wamagetsi
obstetrics	zovuta
obstinate	ovuta
obstruct	ziletsa
obstruction	kudziletsa
obstructive	zolepheretsa
obtain	tipeze
obtainable	zopezeka
obtuse	amavuta
obverse	zovuta
obvious	zoonekeratu
ocarina	ocarina
occasion	nthawi
occasional	nthawi zina
occasionally	nthawi zina
occipital	occipital
occlusion	kusokonezeka
occult	zamatsenga
occupancy	kukhalamo
occupant	kukhala
occupation	ntchito
occupational	ntchito
occupied	atagwidwa
occupier	kugwira
occupy	kugwira ntchito
occupying	kugwira ntchito
occur	zimachitika
occurrence	zochitika
ocd	ocd
ocean	nyanja
oceanic	nyanja ya nyanja
octagon	octagon
octave	octave
octopus	okutapasi
ocular	ocular
odd	zosamvetseka
oddball	oddball
oddity	zodabwitsa
odds	zovuta
ode	ode
odious	odyetsa
odometer	odometer
odor	zonunkhira
odyssey	odyssey
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	zolakwika
offence	chokhumudwitsa
offend	akukhumudwitsa
offended	anakhumudwitsidwa
offender	wolakwira
offense	chokhumudwitsa
offensive	chokhumudwitsa
offer	kupereka
offered	anapereka
offering	kupereka
offhand	zosokoneza
office	ofesi
officer	msilikali
offices	maofesi
official	boma
officiate	otsogolera
offing	kupereka
offload	kuchotsa
offset	kuthetsa
offshoot	offshoot
offshore	kumtunda
offside	kumbali
offspring	ana
oft	kawirikawiri
oftentimes	nthawi zambiri
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	mafuta
oils	mafuta
oily	mafuta
oink	oink
ointment	mafuta
okra	okra
old	zakale
olden	zakale
older	wachikulire
oldie	oldie
oldies	oldies
olfactory	zosavuta
oligarchy	oligarchy
olive	azitona
omega	omega
omelet	omelet
omen	zindikirani
omgomgomg	NO TRANSLATION
ominous	zoopsa
omission	kusala
omit	siyani
omitted	anasiya
omnibus	omnibus
omnipotence	Mphamvu zonse
omnipotent	Wamphamvuyonse
omnipresent	kulikonse
omniscient	osadziŵa zonse
onboard	akwera
oncologist	oncologist
oncology	oncology
oncoming	kubwera
one	imodzi
oneday	NO TRANSLATION
onedge	onedge
onelove	chikondi chimodzi
oneness	umodzi
onerous	zovuta
oneself	wekha
ongoing	nthawi zonse
onion	anyezi
onset	ayambe
onslaught	kuphwanya
onstage	pa nsanja
ontology	maumboni
onus	onus
onward	kupita patsogolo
onyx	onyx
oodles	oodles
oomph	oomph
ooze	tuluka
oozing	kuthamanga
op	op
opacity	opacity
opal	opal
opaque	opaque
ope	ope
open	kutseguka
opener	opener
opening	kutsegula
openly	poyera
openness	kutsegula
opera	opera
operate	ntchito
operatic	ntchito
operation	ntchito
operational	ntchito
operations	ntchito
operative	ntchito
operator	woyendetsa
ophthalmic	ophthalmic
ophthalmologist	ophthalmologist
opiate	opiate
opinion	maganizo
opinionated	maganizo
opium	opiamu
opponent	mdani
opportune	yoyenera
opportunism	mwayi
opportunity	mwayi
oppose	kutsutsa
opposed	otsutsa
opposing	kutsutsa
opposite	chosiyana
opposites	zosiyana
opposition	otsutsa
oppress	kupondereza
oppressed	oponderezedwa
oppression	kuponderezedwa
oppressive	opondereza
oppressor	wopondereza
ops	ops
opt	sankhani
optic	optic
optical	optical
optics	optics
optimism	chiyembekezo
optimist	chiyembekezo
optimistic	chiyembekezo
optimum	optimum
option	zosankha
optional	zosankha
optionally	mwina
options	zosankha
optometrist	optometrist
opulence	opulence
opulent	opulent
opus	opus
oracle	mwambo
oral	pakamwa
orange	lalanje
orange juice	msuzi wamalalanje
orangutan	orangutan
oration	chiganizo
orator	mlaliki
oratory	zolemba
orb	orb
orbit	orbit
orbital	zovuta
orbiting	kuzungulira
orbs	orbs
orc	orc
orchard	munda wobzala
orchestra	orchestra
orchid	orchid
ordained	anaikidwa
ordeal	mavuto
order	dongosolo
orderly	mwadongosolo
ordinance	malamulo
ordinary	wamba
ordination	kukonzedwa
ordnance	malamulo
ore	ore
oregano	oregano
organ	organ
organic	organic
organism	organism
organist	organist
organization	bungwe
organize	konzani
organized	adakonzedwa
organizer	wosamalira
orgasm	orgasm
orgies	malingaliro
orgy	malonda
orient	zolowera
oriental	kum'mawa
orientation	malingaliro
orifice	malo
origami	origami
origin	chiyambi
original	choyambirira
originality	chiyambi
originate	zimayambira
origination	chiyambi
originator	woyambitsa
ornament	zokongoletsera
ornamental	zokongola
ornamentation	zokongoletsera
ornamented	ornamented
ornate	zokongola
ornery	ubongo
orphan	mwana wamasiye
orphanage	ana amasiye
orphaned	amasiye
orthodontist	orthodontist
orthodox	orthodox
orthodoxy	othothoxy
orthogonal	zovuta
orthopedic	mafupa
oscillate	oscillate
oscillating	oscillating
oscillation	oscillation
oscillatory	oscillatory
ostensible	osakayikira
ostensibly	mosamala
ostentatious	ostentatious
ostracized	ochotsedwa
ostrich	nthiwatiwa
other	zina
otter	otter
otto	otto
ottoman	ottoman
ought	muyenera
ounce	ounce
oust	kuchotsa
outage	kuchoka
outback	kunja
outbid	kutaya
outboard	kunja
outbreak	kuphulika
outburst	kupsa mtima
outcast	osokonezeka
outcome	zotsatira
outcry	kulira
outdated	zosakhalitsa
outdo	outdo
outdoor	kunja
outdoors	kunja
outer	kunja
outfit	zovala
outgoing	kutuluka
outgrow	kutuluka
outgrowth	kunja
outhouse	m'nyumba
outing	kutuluka
outlandish	zachilengedwe
outlast	outlast
outlaw	wosamvera
outlet	malo
outline	ndondomeko
outlines	ndondomeko
outlive	kutuluka
outlook	mawonekedwe
outlying	kutsogolo
outnumber	kupitirira
outpatient	odwala
outpost	malo otsika
outpouring	kutsanulira
output	zotsatira
outrage	mkwiyo
outraged	wokwiya
outrageous	woopsa
outrank	kunja
outreach	kufalitsa
outright	mwachindunji
outrun	kutuluka
outset	pachiyambi
outsider	kunja
outskirts	kunja
outsmart	kutuluka kunja
outspoken	kulankhula momveka bwino
outstanding	zosangalatsa
outstretched	kutambasulidwa
outward	kunja
outwards	kunja
outweigh	kupitirira
outwit	kusokoneza
oval	oval
ovary	ovary
ovate	ovate
ovation	ovation
oven	uvuni
overactive	kuchitapo kanthu
overall	onse
overalls	maofesi
overbearing	kudandaula
overburden	adzalandidwa
overcast	chisanu
overcharged	overloaded
overcoat	chovala
overcome	kugonjetsa
overcoming	kugonjetsa
overcrowded	oposa
overdo	overdo
overdose	overdose
overdrive	yowonjezereka
overdue	zatha
overestimate	overestimatetimate
overestimated	overestimated
overflow	kudula
overflowing	akusefukira
overgrown	oposa
overgrowth	kupitirira
overhanging	wochuluka
overhaul	kuwongolera
overhead	pamwamba
overhear	mvetserani
overheated	watenthedwa kwambiri
overjoyed	anasangalala kwambiri
overkill	inagwedezeka
overlaid	yophimbidwa
overlap	zimapitirira
overlapping	akugwedezeka
overlay	kuziphimba
overload	kulemetsa
overlook	samanyalanyaza
overlord	overlord
overlying	kupitirira malire
overpaid	zapidwa mopitirira malipiro
overpass	kudutsa
overplayed	zosawerengeka
overpower	kupambana
overpowering	kupambana
overpriced	zapitirira
overprotective	overprotective
overrated	yanyalanyaza
overreact	kusasamala
override	kudutsa
overriding	kupitirira
overrule	kusokoneza
overrun	kudutsa
oversee	kuyang'anira
overseer	woyang'anira
overshadow	akuphimba
oversight	kuyang'anira
oversized	oversized
overslept	overslept
overstate	overstate
overstock	zopitirira
overt	overt
overtake	tipeze
overtaken	atagwidwa
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	kuganiza mopitilira muyeso
overthrow	kugonjetsa
overtime	popita nthawi
overtired	atagwedezeka
overture	kudutsa
overturn	kugwedeza
overview	mwachidule
overweight	onenepa kwambiri
overwhelm	kupirira
overwhelmed	wadwala
overwhelming	zovuta
overworked	akugwira ntchito mopitirira malire
overwrought	overwrought
overzealous	overzealous
owe	ngongole
owing	kulipira
owl	kadzidzi
owner	mwini
ownership	umwini
ox	ng'ombe
oxidation	okosijeni
oxide	oksidi
oxygen	mpweya
oxymoron	oxymoron
oyster	oyisitara
ozone	ozoni
pace	kuyenda
pacemaker	pacemaker
pacific	pacific
pacified	mwamtendere
pacifier	pacifier
pacifist	pacifist
pacify	mutonthoza
pacing	kusinthasintha
pack	phukusi
package	phukusi
packaging	kupaka
packer	phukusi
packet	pakiti
pact	mgwirizano
pad	pedi
padded	padded
padding	padding
paddle	paddle
paddle boat	paddle bwato
paddock	paddock
paddy	paddy
padlock	phokoso
padre	NO TRANSLATION
paean	paean
pagan	wachikunja
paganism	chikunja
page	tsamba
pageant	pageant
pager	pager
pagination	kupembedza
paging	kupembedza
pagoda	pagoda
pail	peya
pain	ululu
pained	zowawa
painful	zowawa
painfully	zowawa
painkiller	painkiller
painless	zopweteka
pains	ululu
painstaking	zovuta
paint	pepala
paintball	paintball
paintbrush	bulashi
painted	zojambula
painter	wojambula
painting	kupenta
pair	awiri
paisley	paisley
pajama	pajama
pajamas	pajamas
pal	pal
palace	nyumba yachifumu
palatable	zosangalatsa
palate	palate
pale	wotumbululuka
paleontology	paleontology
palette	peyala
pall	pall
palladium	palladium
pallet	palulo
palliative	zolimbitsa thupi
palm	kanjedza
palmer	kanjedza
palomino	palomino
palpable	palpable
palpitations	palpitation
palsy	wodwala ziwalo
paltry	paltry
pamper	pamper
pamphlet	pamapepala
pan	poto
panacea	panacea
panache	panache
pancake	pancake
pancakes	zikondamoyo
pancreas	makoswe
panda	panda
pandemic	mliri
pandemonium	pandemonium
pane	pane
panel	gulu
pang	NO TRANSLATION
panhandle	panhandle
panic	mantha
panicattack	NO TRANSLATION
panicked	amanjenjemera
panicking	akudandaula
panicky	mantha
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramic
pansy	pansy
pant	pant
pantheon	pantheon
panther	panther
panties	zikondwerero
pantomime	pantomime
pantry	pantry
pants	mathalauza
panty	panty
pantyhose	pantyhose
pap	papepala
papa	bambo
papacy	mapapa
papal	NO TRANSLATION
papaya	Papaya
paper	pepala
paperback	pepala
paperboy	wolemba mapepala
paperweight	mapepala
paperwork	mapepala
paprika	paprika
papyrus	gumbwa
par	NO TRANSLATION
parable	fanizo
parabola	fanizo
parabolic	zithunzithunzi
parachute	parachute
parade	chiwonongeko
paradigm	paradigm
paradise	paradaiso
paradox	zosokoneza
paradoxical	zodabwitsa
paraffin	parafini
paragon	paragon
paragraph	ndime
parakeet	parakeet
paralegal	wovomerezeka
parallax	parallax
parallel	kufanana
parallelism	kufanana
paralysis	Kufa ziwalo
paralyze	ziwalola
paralyzed	olumala
paramedic	zamalonda
paramedics	osowa mankhwala
paramilitary	omvera
paramount	chofunika kwambiri
paranoia	paranoia
paranoid	paranoid
paranormal	paranormal
parapet	parapet
paraphernalia	zowonjezera
paraphrase	kufotokozera
paraplegic	chimfine
parasite	tizilombo toyambitsa matenda
parasitic	parasitic
parasol	tizilombo toyambitsa matenda
parcel	gawo
parcels	mapapala
parched	wouma
parchment	zikopa
pardon	chikhululukireni
pare	NO TRANSLATION
parenchyma	parenchyma
parent	kholo
parentage	makolo
parental	makolo
parenthesis	NO TRANSLATION
parenthetical	zovomerezeka
parenthood	kukhala kholo
parenting	kulera ana
pariah	mantha
parietal	ndalama
paring	kufotokozera
parish	parishi
parity	mgwirizano
park	paki
parka	parka
parking	kupaka
parkinsons	parkinsons
parlance	parlance
parlay	chophimba
parliament	nyumba yamalamulo
parliamentary	nyumba yamalamulo
parlor	nyumba
parmesan	parmesan
parody	zojambulajambula
parole	parole
parquet	parquet
parrot	karoti
parry	parry
parse	ndime
parsimonious	zonyansa
parsimony	chiwonongeko
parsley	parsley
parson	parson
part	gawo
partake	kudya
partial	mopanda phindu
partiality	tsankho
partially	pang'ono
participant	wophunzira
participate	tenga nawo mbali
participation	kutenga nawo mbali
particle	tinthu
particular	makamaka
particularity	chidziwitso
particulars	mfundo
parting	kupatukana
partisan	wotsutsa
partisanship	chiyanjano
partition	magawo
partly	mbali
partner	mnzanga
partnership	mgwirizano
partridge	partridge
parts	magawo
party	phwando
pas	NO TRANSLATION
pass	kudutsa
passable	zosinthika
passage	ndime
passageway	njira
passe	NO TRANSLATION
passenger	wokwera
passim	NO TRANSLATION
passing	kudutsa
passion	chilakolako
passionate	wokonda
passive	osasamala
passivity	kusamvera
passkey	passkey
passport	pasipoti
password	chinsinsi
past	kale
pasta	pasta
paste	phala
pastel	pastel
pastime	nthawi yopuma
pastor	abusa
pastrami	pastrami
pastry	machira
pasture	msipu
pasty	Pasty
pat	pat
patch	chigamba
patchwork	patchwork
pate	pate
patella	patella
patent	patent
patented	wovomerezeka
paternal	makolo
paternity	achibale
path	njira
pathetic	wokhumudwitsa
pathological	pathological
pathologist	pathologist
pathology	matenda
pathos	NO TRANSLATION
pathway	njira
patience	kuleza mtima
patient	wodwala
patio	khonde
patriarch	kholo lakale
patriarchal	patriarchal
patrimony	phwando
patriot	wachikondi
patriotic	kukonda dziko
patriotism	kukonda dziko
patrol	patrol
patrolman	woyang'anira
patron	woyang'anira
patronage	patronage
patronising	patronizing
patronize	patronize
patronizing	patronizing
patter	patter
pattern	chitsanzo
paucity	kusowa
pauper	osauka
pause	pumulani
pave	yambani
pavement	msewu
pavilion	pavilion
paving	paving
paw	paw
pawn	pawn
pawnshop	pawnshop
pax	pax
pay	kulipira
payable	kulipira
payback	kubwezera
paycheck	kulipira
payday	payday
payer	wopereka
payload	kulipira
payment	malipiro
