Word	xh
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	ngokuqhelekileyo
normal	eziqhelekileyo
normalcy	yesiqhelo
normality	ngokuqhelekileyo
north	mantla
northbound	ngasentla
northeast	northeast
northern	ngasentla
northwest	emantla ntshona
northwestern	kumntla-ntshona
noschool	NO TRANSLATION
nose	impumlo
nosebleed	zixhamle
nosey	nosy
nosnow	i-nenow
nostalgia	i-nostalgia
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	ikhefu
nosun	NO TRANSLATION
nosy	nosy
not negative	ayibi
not positive	a ngathanga
notable	phawula
notables	eziphawulekayo
notably	ngokuphawulekayo
notamorningperson	NO TRANSLATION
notary	ngumbhali
notation	ngcaciso
notch	inotshi
notched	zichongiwe
note	Phawula
notebook	kwincwadi
noted	phawula
noteworthy	ephawulekayo
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nto
notice	saziso
noticeable	ebonakalayo
notification	saziso
notify	yazisa
notion	ngcamango
notional	ngcamango
notoriety	zichazwe
notorious	ziwayo
notready	ayinayo
notwithstanding	nangona kunjalo
nought	kungekho nto
noun	igama
nourish	nondla
nourishment	ukutya
nouveau	NO TRANSLATION
novel	inoveli
novelist	novelisi
novelty	u bugcisa
novice	i-novice
nowadays	namhlanje
nowork	osebenza nabo
noworries	akukho maxhala
noxious	zixhala
nozzle	umbhobho
nuance	ngqi niselo
nuances	imiba
nuclear	nyukliya
nucleus	nucleus
nude	nude
nudge	nudge
nudie	nxubile
nudist	nudist
nudity	ubunqunu
nugget	nugget
nuisance	nkathazo
nuke	nuke
nul	NO TRANSLATION
null	Akukho
nullify	ku lungiswa
numb	ngqineka
number	inombolo
numbering	yokubala
numbers	manani
numbness	bhinqa
numbskull	numbskull
numeral	inani
numerator	manani
numerical	manani
numerically	ngenani
numerous	ezininzi
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	zithandwa
nurse	ngikazi
nursemaid	ngumhlengikazi
nursery	zokugcina
nursing	ngonesi
nurture	ku khusela
nut	nut
nutcase	nutcase
nutcracker	nutcracker
nuthouse	ukungasebenzi
nutmeg	nutmeg
nutrition	ukondla
nutritional	niselo
nutritious	okunomsoco
nutritive	niselo
nuts	amantongomane
nutshell	ngcaciso
nutty	nutty
nylon	yiloni
nylong	NO TRANSLATION
nylons	nylons
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	oki
oar	oar
oasis	oasis
oat	oat
oath	sifungo
oatmeal	oatmeal
obedience	thobela
obedient	thobela
obediently	thobela
obelisk	obelisk
obese	ogqithiseleyo
obesity	ukunyanya
obey	thobela
obi	obi
obit	obit
obituary	mthethweni
object	into
objection	inkcaso
objectionable	ezichasayo
objective	injongo
objectivity	ngqi niselo
obligation	xanduva
obligatory	nyanzelo
oblige	ku nya nzelisa
obliged	nyanzelo
obliging	nya nze lekile
obligor	unyanzelekile
oblique	oblique
obliterate	ku pheliswa
obliterated	ku pheliswa
obliteration	ukuchithwa
oblivion	ukuthotyelwa
oblivious	engabonakaliyo
oblong	i-oblong
obnoxious	obnoxious
oboe	oboe
obscene	zihlazo
obscenity	ukungcola
obscure	efihlakeleyo
obscured	zifihliwe
obscurity	ukukhanya
observance	umkhosi
observant	ekhoyo
observation	ngqalelo
observatory	ngqalelo
observe	zigcine
observer	umbonisi
observing	ukujonga
obsess	ngxamele
obsessed	zixhamle
obsessing	ukukhathazeka
obsession	ukunyaniseka
obsessive	ukuthobela
obsolescence	ukungabikho
obsolete	kuphelile
obstacle	ngumqobo
obstetrician	mthinteli
obstetrics	izibilini
obstinate	inzima
obstruct	thintela
obstruction	thintelo
obstructive	ukuphazamiseka
obtain	fumana
obtainable	maneka
obtuse	zi vunyelwe
obverse	zi ngaphaya
obvious	ku cacile
ocarina	ocarina
occasion	sihlandlo
occasional	ngezihlandlo
occasionally	ngamanye amaxesha
occipital	occipital
occlusion	kuvela
occult	ubugqi
occupancy	kuhlala
occupant	umhlali
occupation	msebenzi
occupational	umsebenzi
occupied	kuhlala
occupier	ohlala kuyo
occupy	kuhlala
occupying	kuhlala
occur	kwenzeka
occurrence	kwenzeka
ocd	ocd
ocean	elwandle
oceanic	elwandle
octagon	octagon
octave	octave
octopus	i-okthophasi
ocular	ocular
odd	engavumelekanga
oddball	engavaliyo
oddity	ngathanga
odds	ngxaki
ode	ode
odious	ehlekisayo
odometer	odometer
odor	livumba
odyssey	odyssey
oedipal	oedipal
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	ukucima
offence	mthetho
offend	khubeka
offended	waphoswa
offender	umoni
offense	mthetho
offensive	ehlaselayo
offer	nikela
offered	ni kezelwa
offering	mnikelo
offhand	isilwanyana
office	iofisi
officer	igosa
offices	ofisi
official	igosa
officiate	ku lawula
offing	ukukhutshwa
offload	kulayishwa
offset	ukucinywa
offshoot	offshoot
offshore	elwandle
offside	ecaleni
offspring	inzala
oft	kakhulu
oftentimes	ngamaxesha amaninzi
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	oh hayi
ohshit	NO TRANSLATION
oil	ioli
oils	oyile
oily	oyile
oink	oink
ointment	mafutha
okra	okra
old	ubudala
olden	ubudala
older	badala
oldie	oldie
oldies	oluntu
olfactory	olwenziweyo
oligarchy	oligarchy
olive	umnquma
omega	omega
omelet	omelet
omen	i-omen
omgomgomg	NO TRANSLATION
ominous	ezimbi
omission	ukushiya
omit	shiya
omitted	zi khishiwe
omnibus	omnibus
omnipotence	mandla onke
omnipotent	onamandla onke
omnipresent	ekhoyo
omniscient	owaziyo
onboard	ukhwelile
oncologist	oncologist
oncology	i-oncology
oncoming	ezayo
one	Nye
oneday	NO TRANSLATION
onedge	i-onedge
onelove	uthando olunye
oneness	ubunye
onerous	unomdla
oneself	ngokwakho
ongoing	eqhubekayo
onion	itswele
onset	kuqala
onslaught	ku hlaselwa
onstage	kwiqonga
ontology	ontology
onus	onus
onward	phambili
onyx	onyx
oodles	oodle
oomph	oomph
ooze	ukugquma
oozing	kugquma
op	op
opacity	opacity
opal	opal
opaque	opaque
ope	ope
open	vu lekile
opener	kuvula
opening	kuvula
openly	evulekileyo
openness	ukuvuleka
opera	opera
operate	sebenza
operatic	sebenza
operation	sebenza
operational	sebenza
operations	imisebenzi
operative	sebenza
operator	umsebenzisi
ophthalmic	ophthalmic
ophthalmologist	ophthalmologist
opiate	opiate
opinion	uluvo
opinionated	ngcamango
opium	opium
opponent	umchasi
opportune	ithuba
opportunism	ngethuba
opportunity	ithuba
oppose	phikisa
opposed	chasene
opposing	phikisa
opposite	ngokuchasene
opposites	zichasene
opposition	nenkcaso
oppress	ukucinezela
oppressed	xi nzelelwe
oppression	ngcinezelo
oppressive	ngcinezelo
oppressor	ngcinezelo
ops	ops
opt	khetha
optic	optic
optical	optical
optics	optics
optimism	nethemba
optimist	nethemba
optimistic	nethemba
optimum	phambili
option	ukhetho
optional	ukhetho
optionally	ngokhetho
options	ukhetho
optometrist	optometrist
opulence	ukuqhuba
opulent	efanelekileyo
opus	i-opus
oracle	ngxelo
oral	ngomlomo
orange	orenji
orange juice	isiselo se-orenji
orangutan	i-orangutan
oration	niselo
orator	umloli
oratory	ngcebiso
orb	orb
orbit	ukuhamba
orbital	i-orbital
orbiting	ukuhamba
orbs	orbs
orc	orc
orchard	yezityalo
orchestra	oomculo
orchid	orchid
ordained	misele
ordeal	ngxaki
order	umyalelo
orderly	ngokuhlelekile
ordinance	miselo
ordinary	eziqhelekileyo
ordination	ulungelelaniso
ordnance	ulawulo
ore	ore
oregano	oregano
organ	iqumrhu
organic	eziphilayo
organism	yenyama
organist	yendalo
organization	ntlangano
organize	ukuququzelela
organized	lu ngi selelwe
organizer	umququzeleli
orgasm	i-orgasm
orgies	iimbumba
orgy	mfundiso
orient	qhelana
oriental	lwaseMpumalanga
orientation	qhelana
orifice	i-orifice
origami	origami
origin	mvelaphi
original	yangaphambili
originality	kuqala
originate	ivela
origination	mvelaphi
originator	ngumsunguli
ornament	mhlobiso
ornamental	mhlobiso
ornamentation	zihombo
ornamented	zenziwe
ornate	ezihle
ornery	ulungelelaniso
orphan	nkedama
orphanage	yintandane
orphaned	nkedama
orthodontist	orthodontist
orthodox	i-orthodox
orthodoxy	mfundiso
orthogonal	eziqhelekileyo
orthopedic	mazinyo
oscillate	i-oscillate
oscillating	ukucima
oscillation	ukuchithwa
oscillatory	oscillatory
ostensible	efanelekileyo
ostensibly	ngokuqinisekileyo
ostentatious	ostentatious
ostracized	ku rhoxiswa
ostrich	nciniba
other	enye
otter	otter
otto	otto
ottoman	ottoman
ought	fanele
ounce	i-ounce
oust	ukukhupha
outage	ukuphuma
outback	ngaphandle
outbid	ukukhutshwa
outboard	ngaphandle
outbreak	ku qhekeka
outburst	ukuqhuma
outcast	ukukhutshwa
outcome	siphumo
outcry	ukukhala
outdated	kuphelile
outdo	ngaphandle
outdoor	ngaphandle
outdoors	ngaphandle
outer	ngaphandle
outfit	ingubo
outgoing	ephumayo
outgrow	kuphuma
outgrowth	ukuphuma
outhouse	ngendlu
outing	ukuphuma
outlandish	ngokungaqhelekanga
outlast	ngaphandle
outlaw	mthethweni
outlet	yokuphuma
outline	ngcaciso
outlines	ku cacisa
outlive	kuphuma
outlook	nembono
outlying	ngaphandle
outnumber	phezulu
outpatient	ogulayo
outpost	ngaphandle
outpouring	ukukhupha
output	mveliso
outrage	nomsindo
outraged	ucaphukile
outrageous	buhlungu
outrank	ngaphandle
outreach	ukufikelela
outright	ngqo
outrun	ngaphandle
outset	qaleni
outsider	ngaphandle
outskirts	ngaphandle
outsmart	ngaphandle
outspoken	ukukhupha
outstanding	ekhoyo
outstretched	esetyenzisiweyo
outward	ngaphandle
outwards	ngaphandle
outweigh	likhulu
outwit	ukuphazamiseka
oval	oval
ovary	ovary
ovate	ovate
ovation	ovation
oven	ihovini
overactive	engasebenzi
overall	kuko konke
overalls	kwiiyolo
overbearing	ukunyamezela
overburden	ihlawulwe
overcast	lihlaselwa
overcharged	zixhaswe
overcoat	ngengubo
overcome	ukuyiswa
overcoming	ukulwa
overcrowded	kakhulu
overdo	ukugqithisa
overdose	ukudlula
overdrive	ku gqibela
overdue	kudlulileyo
overestimate	ngokugqithiseleyo
overestimated	overestimated
overflow	phuphuma
overflowing	phuphuma
overgrown	ngaphezulu
overgrowth	lileyo
overhanging	ngokugqithiseleyo
overhaul	ukugqitywa
overhead	phezulu
overhear	ukuva
overheated	lushisa
overjoyed	nwabile
overkill	liweyo
overlaid	ziweyo
overlap	ku qhekeka
overlapping	ukugqithwa
overlay	liweyo
overload	ukulayithwa
overlook	u ngawabi
overlord	u ngaphaya
overlying	ulawulo
overpaid	ehlawulwa ngaphezulu
overpass	ku gqithisa
overplayed	zixakeke
overpower	namandla
overpowering	namandla
overpriced	ephezulu
overprotective	engabikho
overrated	zigqitywe
overreact	ngxamele
override	li ngaphezu
overriding	phezulu
overrule	ngongqoqo
overrun	ku gqithisa
oversee	ngamela
overseer	umveleli
overshadow	ku phelela
oversight	ngamela
oversized	likhulu
overslept	ku gqithisa
overstate	ukugqithisa
overstock	kuninzi
overt	phezulu
overtake	fi kelele
overtaken	ifunyenwe
overthemoon	NO TRANSLATION
overthinker	ukuxubusha
overthinking	ukucinga ngaphaya
overthrow	ku bhukuqa
overtime	ixesha elidlulele
overtired	baleka
overture	ukugqithisa
overturn	ukuguqula
overview	ngqi kelelo
overweight	nokukhululeka
overwhelm	zikhulu
overwhelmed	xhaphaza
overwhelming	kakhulu
overworked	ba sebenzi
overwrought	yenzeke
overzealous	unomdla
owe	ityala
owing	ukuhlawulwa
owl	isikhomba
owner	umnini
ownership	bunini
ox	inkomo
oxidation	oxidization
oxide	i-oxide
oxygen	oksijini
oxymoron	i-oxymoron
oyster	Oyster
ozone	ozone
pace	ukuhamba
pacemaker	i-pacemaker
pacific	i-pacific
pacified	nyiweyo
pacifier	i-pacifier
pacifist	i-pacifist
pacify	ku khuthaza
pacing	ukuhamba
pack	ipakethe
package	iphakheji
packaging	yokupakisha
packer	ipakethi
packet	ipakethe
pact	melwano
pad	ipaki
padded	zifakwe
padding	ukukhwela
paddle	umgca
paddle boat	iinqanawa
paddock	paddock
paddy	ipaddy
padlock	i-padlock
padre	NO TRANSLATION
paean	paean
pagan	zobuhedeni
paganism	zobuhedeni
page	iphepha
pageant	i-pageant
pager	pager
pagination	lobuhedeni
paging	ukuguquka
pagoda	pagoda
pail	i pail
pain	intlungu
pained	buhlungu
painful	buhlungu
painfully	buhlungu
painkiller	i-painkiller
painless	buhlungu
pains	buhlungu
painstaking	buhlungu
paint	upende
paintball	ibhola lepende
paintbrush	ibrashi yokupenda
painted	peyinti
painter	umdwebi
painting	ku peyinti
pair	sibini
paisley	paisley
pajama	pajama
pajamas	pajamas
pal	i paleni
palace	kwibhotwe
palatable	lu ngathandeka
palate	kwintlungu
pale	libala
paleontology	paleontology
palette	palette
pall	pall
palladium	palladium
pallet	i pallet
palliative	zincinci
palm	yesundu
palmer	yesundu
palomino	palomino
palpable	zi nyiweyo
palpitations	iipilpitations
palsy	ukukhubazeka
paltry	ephahleni
pamper	i-pamper
pamphlet	ncwadana
pan	epanini
panacea	i-panacea
panache	panache
pancake	ipakeki
pancakes	ipakeki
pancreas	i pancreas
panda	ipanda
pandemic	bhubhane
pandemonium	pandemonium
pane	ikhefu
panel	ipaneli
pang	NO TRANSLATION
panhandle	phandle
panic	u koyika
panicattack	NO TRANSLATION
panicked	utyhafile
panicking	ukuxhalabisa
panicky	utyhafile
panier	NO TRANSLATION
panorama	i panorama
panoramic	panoramic
pansy	i-pansy
pant	uhamba
pantheon	i-pantheon
panther	i-panther
panties	ziphulo
pantomime	pantomime
pantry	i-pantry
pants	ibhulukwe
panty	panty
pantyhose	pantyhose
pap	pap
papa	utata
papacy	papa
papal	NO TRANSLATION
papaya	ipapaya
paper	iphepha
paperback	iphepha
paperboy	lomntwana
paperweight	iphepha
paperwork	maphepha
paprika	paprika
papyrus	ipapyrus
par	NO TRANSLATION
parable	mze keliso
parabola	umzobo
parabolic	ngophawu
parachute	parachute
parade	kululeka
paradigm	iparadigm
paradise	kwiparadesi
paradox	ukuphazamiseka
paradoxical	zixhomekeka
paraffin	iparafini
paragon	paragon
paragraph	umhlathi
parakeet	parakeet
paralegal	mthethweni
parallax	parallax
parallel	fanayo
parallelism	ukulinganisa
paralysis	ukukhubazeka
paralyze	kukhubazeka
paralyzed	ekhubazekile
paramedic	i paramedic
paramedics	iipededics
paramilitary	paramilitary
paramount	phambili
paranoia	paranoia
paranoid	i paranoid
paranormal	i-paranormal
parapet	parapet
paraphernalia	izixhobo
paraphrase	ngcaciso
paraplegic	abafayo
parasite	i parasite
parasitic	i-parasitic
parasol	iparasol
parcel	iphasela
parcels	iipasela
parched	ipholile
parchment	ngesikhumba
pardon	xolela
pare	NO TRANSLATION
parenchyma	parenchyma
parent	umzali
parentage	umzali
parental	kubazali
parenthesis	NO TRANSLATION
parenthetical	zifundo
parenthood	umzali
parenting	bazali
pariah	pariah
parietal	parietal
paring	ukuthetha
parish	parishi
parity	ubunye
park	ipaki
parka	parka
parking	yokupaka
parkinsons	ipaki
parlance	ngqa
parlay	iipaki
parliament	yepalamente
parliamentary	yepalamente
parlor	iprogram
parmesan	parmesan
parody	igalelo
parole	i-parole
parquet	parquet
parrot	i-parrot
parry	ipara
parse	ngqa
parsimonious	ngxakini
parsimony	ngqungquthela
parsley	parsley
parson	parson
part	nxalenye
partake	kudla
partial	nxalenye
partiality	ukukhetha
partially	nxalenye
participant	nxaxheba
participate	nxaxheba
participation	nxaxheba
particle	ngxube
particular	ethile
particularity	nkcukacha
particulars	iinkcukacha
parting	hlukana
partisan	inxaxheba
partisanship	nxaxheba
partition	kwahlula
partly	nxalenye
partner	qabane
partnership	nziswano
partridge	idilesi
parts	nxalenye
party	iqela
pas	NO TRANSLATION
pass	kudlule
passable	zichithwe
passage	ivesi
passageway	ndleleni
passe	NO TRANSLATION
passenger	umgibeli
passim	NO TRANSLATION
passing	kudlula
passion	nomdla
passionate	abanomdla
passive	i-passive
passivity	ukungahambi
passkey	iqhosha lokupasa
passport	ipaspoti
password	inombolo yokuvula
past	edlulileyo
pasta	ipasta
paste	unamathisele
pastel	pastel
pastime	ngethuba
pastor	mfundisi
pastrami	pastrami
pastry	ikhefu
pasture	idlelo
pasty	i-pasty
pat	pat
patch	patch
patchwork	patchwork
pate	pate
patella	patella
patent	patent
patented	mthethweni
paternal	oyise
paternity	ozala
path	indlela
pathetic	ukukhathazeka
pathological	ne pathological
pathologist	se pathologist
pathology	yokugula
pathos	NO TRANSLATION
pathway	indlela
patience	nomonde
patient	isigulane
patio	Ipatio
patriarch	usapho
patriarchal	lentsapho
patrimony	ilifa
patriot	u patriot
patriotic	luthando
patriotism	ukuthanda ubuzwe
patrol	patroli
patrolman	we patroli
patron	umphathi
patronage	ulawulo
patronising	ukunyanzelisa
patronize	ukunyanzelisa
patronizing	ukunyanzelisa
patter	umenzi
pattern	iphethini
paucity	buhlwempu
pauper	ompofu
pause	yimise
pave	kuhamba
pavement	kuhamba
pavilion	kwiphepha
paving	ukuhamba
paw	i-paw
pawn	ikhoneni
pawnshop	Ivenkile yamasekeni
pax	pax
pay	hlawula
payable	hlawulwa
payback	hlawula
paycheck	yokuhlawula
payday	hlawula
payer	hlawula
payload	hlawula
payment	ntlawulo
payoff	yibhatale yonke
payout	hlawula
payphone	umrhumo
payroll	hlawula
pea	ipea
peace	uxolo
peaceable	noxolo
peaceful	uxolo
peacefully	ngoxolo
peacekeeper	umgcini woxolo
peaceofmind	NO TRANSLATION
peacetime	ixesha loxolo
peach	iphitshi
peachy	peachy
peacock	ipaki
peak	nqanaba
peaked	zihamba
peanut	ipeanut
peanuts	iigqabi
pear	ipere
pearl	iparele
pearly	ngephi
peas	ipeysi
peasant	bahlali
peat	peat
pebble	ngamatye
pecan	pecan
peck	peck
pecker	pecker
peculiar	ekhethekileyo
peculiarities	ezizodwa
peculiarity	ekhethekileyo
peculiarly	ngokukhethekileyo
pecuniary	yezemfundo
pedal	i-pedal
pedantic	pedantic
peddle	peddle
peddler	umthengisi
pedestal	ngeenyawo
pedestrian	abahamba ngeenyawo
pediatric	lwabantwana
pediatrician	zonyango
pediatrics	zonyango
pedicure	i pedicure
pedigree	mvume
pedometer	pedometer
pedophile	ohamba phambili
pee	ipee
peek	kuluhlu
peekaboo	sithandwa esiphezulu
peel	i-peel
peep	ulunge
peeper	ukucima
peephole	ikhefu
peer	oontanga
peering	ukujonga
peerless	abangenamntu
peeved	i-peeved
peg	isikhonkwane
pegs	izikhonkwane
peice	NO TRANSLATION
pelagic	pelagic
pelican	ngcibiliki
pellet	i-pellet
pelvic	i-pelvic
pelvis	i-pelvis
pen	ipeni
penal	sohlwayo
penalty	sohlwayo
penance	i mboleko
penchant	penchant
pencil	ipensile
pendant	ikhefu
pendency	ukuguquka
pendent	NO TRANSLATION
pending	lindele
pendulum	pendulum
penetrate	ungene
penetrating	ngenele
penetration	ukungena
penguin	ipenguin
penicillin	penicillin
penile	ipenile
peninsula	peninsula
penis	ipeni
penitent	ephosakeleyo
penitentiary	kubanjwa
penmanship	ukuloba
pennant	pennant
penniless	ingenalo
penny	ipenny
pension	umhlalaphantsi
pensioner	umhlalaphantsi
pensive	ukunyanzelisa
pentagon	pentagon
pentagram	pentagram
penthouse	ngendlu
penultimate	phambili
people	abantu
peopled	abantu
pep	pep
pepper	ipelepele
peppermint	peppermint
pepperoni	pepperoni
peppy	peppy
peptic	i-peptic
peptide	peptide
perceive	kuqonda
percent	pesenti
percentage	pesenti
percentile	percentile
perceptible	kuqonda
perception	ngcamango
perceptive	ukuqonda
perch	ikhonkwane
perchance	umgama
percolation	i-percolation
percussion	ngqungquthela
perdition	ukubhujiswa
peremptory	peremptory
perennial	ehleliyo
perfect	phelele
perfection	ukufezeka
perfectionist	phelele
perfecto	NO TRANSLATION
perforated	zigqitywe
perforation	ukuguqulwa
perforce	ukunyanzelisa
perform	ukwenza
performance	ukusebenza
performer	umenzi
perfume	qhumiso
perfumed	ecocekileyo
peri	ngexesha
peridot	peridot
peril	ingozi
perilous	yingozi
perimeter	umjikelezo
period	ixesha
periodic	ngezikhathi
periodical	ngexesha
periodically	ngamaxesha
periodicity	kwixesha
peripheral	kwipheripheral
periphery	ngephaya
periscope	periscope
perish	tsha balala
perishable	kutshabalalisa
perished	tsha balala
perishing	tsha balala
perjury	ngetyala
perk	perk
perky	perky
perm	imvume
permanence	sigxina
permanent	sigxina
permeable	zivumeleke
permeate	permeate
permeation	kuhamba
permissible	vumelekile
permission	imvume
permissive	vumela
permit	imvume
permitted	vunyelwe
permitting	vumela
permutation	imvume
pernicious	buhlungu
peroxide	peroxide
perpendicular	ngeempendulo
perpetrate	kuqhuba
perpetrator	umenzi wobubi
perpetual	ngonaphakade
perpetually	ngonaphakade
perpetuate	qhubeka
perpetuation	ukuqhubeka
perpetuity	ukuqhubeka
perplexed	ididekile
perplexing	ukuphazamiseka
perplexity	ukuphazamiseka
persecute	tshutshisa
persecution	ntshutshiso
perseverance	nya mezela
persevere	nya mezela
persist	qhubeka
persistence	ukuphikelela
persistent	qhubeka
persisting	qhubeka
person	umntu
persona	NO TRANSLATION
personable	umntu
personage	umntu
personal	siqu
personality	ubuntu
personification	umntu
personnel	sebenzi
persons	abantu
perspective	nembono
perspiration	ukuphefumula
persuade	ku kholisa
persuasion	ku kholisa
persuasive	ku kholisa
pert	pert
pertinent	ezifanelekileyo
perturbation	ukuphazamiseka
pertussis	pertussis
perusal	ukuguquka
peruse	ukusetyenziswa
pervading	eqhubekayo
perverse	ngendawo
perversion	ukuguquka
pervert	guqula
perverted	ijika
pesky	pesky
pessimism	ukungazinzi
pessimist	ngxaki
pessimistic	ngxaki
pest	inkathazo
pester	pester
pestilence	indyikitya yokufa
pestle	pestle
pesto	pesto
pet	isilwanyana
petal	petal
petite	encinci
