Word	si
newt	නිව්ට්
newyear	NO TRANSLATION
nexus	නොක්ස්
nib	එච්
nibble	නයිල් කරන්න
nice	හොඳයි
niche	නහය
nichts	NO TRANSLATION
nick	නිකන්
nickel	නිකල්
nickname	අන්වර්ථ නාමයයි
nicotine	නිකටින්
niece	නෙමෙයි
nifty	කණගාටුදායකයි
nigger	නංගී
nigh	ආසන්න ය
night	රෑ
nightcap	රෑට
nightclub	රාත්රී සමාජ ශාලාව
nightfall	රාත්රිය
nightgown	ගවුම් ගාව
nightie	රෑ
nightingale	සක්සස්
nightlife	රාත්රී ජීවිතයක්
nightly	රාත්රී
nightmare	නපුරු සිහිනයක්
nightmares	බියකරු සිහින
nightstand	රාත්රී
nightstick	රැයක්
nighttime	රාත්රිය
nihilism	නොහිය
nil	nil
nimble	කඩිසරව
nimrod	nimrod
nincompoop	නෝක්කොම්ප්
nine	නවය
nineteen	දහනවවන
ninety	අනූනවයක්
ninja	ninja
ninny	නටයි
nintendo	නින්ටෙන්ඩෝ
ninth	නවවෙනි
nip	නයිට්
nipper	නයිපර්
nipple	තන පුඩුවක්
nippy	නයිටි
nitrate	නයිට්රේට්
nitro	නයිට්රෝ
nitrogen	නයිට්රජන්
nitrous	නයිට්රස්
nitwit	නයිටිවයිට්
nix	නෙක්
no anticipation	අපේක්ෂාවක් නැහැ
no disgust	කිසිදු පිලිකුලක් නැත
no emotion	කිසිම හැඟීමක් නෑ
no sentiment	මනෝභාවයක් නැත
no surprise	පුදුම නොවන්න
no trust	විශ්වාසයක් නැත
nobility	වංශ කතාවයි
noble	උච්චයි
nobleman	වංශාධිපතියා
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	නිශාචර වේ
nod	කකුලක්
nodding	සාවියේ
node	නෝඩ්
nodular	කදම්බ
nodule	නූඩ්ල්
noggin	කකුල්
nohope	NO TRANSLATION
noir	නොයාර්
noise	ශබ්දය
noisy	ඝෝෂාකාරීයි
nomad	නෝවාඩ්
nomadic	නෝමැඩික්
nomenclature	නාමකරණය
nominal	නාමිකය
nominate	නාමකරණය කරනු ලැබේ
nomination	නාමයෝජනා පත්රයක්
nominee	නම් කර ඇත
nonce	නොසැලකේ
nonchalant	නිර්භීතයි
noncompliance	නොගැලපීම
nondescript	අක්ෂර වින්යාසය
nonexistent	නොපෙනෙන
nonfat	එන්ජීඑට්
nonfiction	නාට්යය
nonpayment	නොගෙවීම
nonresident	අනේවාසික
nonsense	විකාරයක්
nonsensical	විකාරයකි
nonviolent	අවිහිංසාවාදීයි
noob	අදුනිකයා
noodle	නූඩ්ල්ස්
nook	නෝක්
noon	දහවල්
noose	නහය
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	සම්මතයකි
normal	සාමාන්යයි
normalcy	සාමාන්යයි
normality	සාමාන්යයි
north	උතුරු
northbound	සන්සන්දනය කරයි
northeast	ඊසානදිගට
northern	උතුරු
northwest	වයඹ
northwestern	වයඹ
noschool	NO TRANSLATION
nose	නාසය
nosebleed	නාබල්
nosey	නයිට්
nosnow	නයි නෝව
nostalgia	නූස්ටල්ජීයා
nostalgic	අතොරක් නැතිව
nostress	NO TRANSLATION
nostril	නාස්තිය
nosun	NO TRANSLATION
nosy	නයිට්
not negative	සෘණ නැත
not positive	ධනාත්මක නොවේ
notable	කැපී පෙනේ
notables	සැලකිය හැකිය
notably	කැපී පෙනේ
notamorningperson	NO TRANSLATION
notary	නොතාරිස්
notation	අංකනය
notch	කැපී පෙනේ
notched	නොලබයි
note	සටහන
notebook	සටහන් පොත
noted	සටහන් කළේය
noteworthy	සැලකිය යුතු කරුණකි
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	කිසිවක් නැත
notice	දැන්වීමයි
noticeable	සැලකිය යුතු
notification	දැනුම්දීම
notify	දැනුම් දෙන්න
notion	සංකල්පය
notional	වස්තුවයි
notoriety	අපකීර්තිමත් බවකි
notorious	කුප්රකටය
notready	සුදානම් නැ
notwithstanding	තිබියදීත්
nought	නෙවෙයි
noun	නාම පදය
nourish	පෝෂණය වේ
nourishment	පෝෂණය
nouveau	NO TRANSLATION
novel	නවකතාවයි
novelist	නවකතාකරුවෙකි
novelty	නවකතාවයි
novice	අලුතින් ආරම්භ කරන්න
nowadays	වර්තමානයේ ය
nowork	නිව්යෝක්
noworries	කරදර නැහැ
noxious	වැරදියි
nozzle	තුණ්ඩය
nuance	නිශේධනය
nuances	ප්රභාකරන්
nuclear	න්යෂ්ටික
nucleus	න්යෂ්ටියයි
nude	ගෑනි
nudge	නැවතුනි
nudie	ජාතිවාදීන්
nudist	nudist
nudity	නිරුවතයි
nugget	නංගී
nuisance	අසීරුයි
nuke	න්යෂ්ටියක්
nul	NO TRANSLATION
null	ශුන්යය
nullify	අවලංගු කරන්න
numb	කම්පනයයි
number	අංකය
numbering	අංකනය කිරීම
numbers	අංක
numbness	කම්පනයකි
numbskull	නටයි
numeral	ඉලක්කම්
numerator	සංඛ්යාංකය
numerical	සංඛ්යාත්මක ය
numerically	සංඛ්යාත්මකව
numerous	ගණනාවක් ඇත
nun	NO TRANSLATION
nunchucks	නුනඤ්ඤාය
nunnery	සොල්දාදුවා
nuptials	සාම්ප්රදායික
nurse	හෙදියක්
nursemaid	කාර්යබහුලයි
nursery	තවාන්
nursing	හෙදි
nurture	පෝෂණය කරන්න
nut	නට්
nutcase	උකුස්සන්
nutcracker	පෝෂණ
nuthouse	නූටූස්
nutmeg	සාදික්කා
nutrition	පෝෂණය
nutritional	පෝෂණීය
nutritious	පෝෂ්යදායී වේ
nutritive	පෝෂ්යදායී වේ
nuts	ගෙඩි
nutshell	කෙටියෙන්
nutty	නටයි
nylon	නයිලන්
nylong	NO TRANSLATION
nylons	නයිලෝන්
nymph	නිම්ෆා
nymphomaniac	නිම්ෆෝමනික්
oaf	ඕෆෝන්
oak	ඕක්
oar	නටනවා
oasis	ඔසාස්
oat	ඔටුවා
oath	දිවුරුමකි
oatmeal	ඕට් මස්
obedience	කීකරුකම
obedient	කීකරු වෙනවා
obediently	කීකරුවිය
obelisk	දෙකම
obese	තරබාරුයි
obesity	තරබාරුකම
obey	කීකරු වෙනවා
obi	obi
obit	අවුට්
obituary	මරණ දැන්වීමයි
object	වස්තුවකි
objection	විරෝධතා
objectionable	විරෝධී ය
objective	අරමුණ
objectivity	වෛෂයිකත්වය
obligation	වගකීමක්
obligatory	අනිවාර්ය වේ
oblige	බැඳී ඇත
obliged	බැඳී සිටී
obliging	යුතුකමකි
obligor	ණය ගැති
oblique	අනිත්ය
obliterate	අහෝසිවනු ඇත
obliterated	අහෝසි විය
obliteration	ගැළවීම
oblivion	අන්ධකාරයයි
oblivious	නොසතුට
oblong	දිගටි
obnoxious	කතාවයි
oboe	oboe
obscene	අසභ්ය
obscenity	අසභ්ය වචනයෙන්
obscure	අප්රකටය
obscured	වළක්වාලීය
obscurity	නොපැහැදිලි
observance	සැමරීමයි
observant	නිරීක්ෂකයෙක්
observation	නිරීක්ෂණය කිරීම
observatory	නිරීක්ෂණාගාරයකි
observe	නිරීක්ෂණය කරන්න
observer	නිරීක්ෂකයෙක්
observing	නිරීක්ෂණය කිරීම
obsess	විවාදයක්
obsessed	බැරෑරුම් ය
obsessing	නැඹුරුවයි
obsession	ද්රෝහිත්වය
obsessive	බැරෑරුම් ය
obsolescence	යල් පැන යාමකි
obsolete	යල්පැනගිය
obstacle	බාධාවක්
obstetrician	ප්රසව වේදිකාවේ
obstetrics	ප්රසව වේදනාව
obstinate	මුරණ්ඩු ය
obstruct	බාධා කරනවා
obstruction	බාධා කිරීම්
obstructive	බාධකයකි
obtain	ලබා ගන්න
obtainable	ලබා ගත හැකිය
obtuse	කූට උපක්රමයකි
obverse	අවාසි
obvious	පැහැදිලියි
ocarina	ඔකරීනා
occasion	අවස්ථාවට
occasional	කලාතුරකින්
occasionally	කලාතුරකින්
occipital	ස්රාවය
occlusion	නිරෝධනය
occult	ගුප්ත දේවල්
occupancy	වාසය කිරීමකි
occupant	පදිංචිකරුවෙකි
occupation	වාඩිලෑමකි
occupational	වෘත්තීයමය
occupied	අල්ලා ගනී
occupier	පදිංචිකරුවෙකි
occupy	අල්ලා ගනී
occupying	අල්ලා ගනී
occur	සිදු වේ
occurrence	සිදුවීම
ocd	ඕඑඩ්ඩී
ocean	සාගරය
oceanic	සාගරයකි
octagon	අෂ්ටාස්රය
octave	අෂ්ටකයකි
octopus	බූවල්ලා
ocular	සෛලයකි
odd	අමුතුයි
oddball	පිතිකරුවෙක්
oddity	අමුතුයි
odds	අවාසියක්
ode	ඕයි
odious	කණගාටුදායකයි
odometer	වේගය
odor	ගන්ධය
odyssey	ඔඩිසි
oedipal	ඊඩිපල්
oestrogen	එස්ටජන්
oeuvre	NO TRANSLATION
offal	අක්මාව
offence	වරදකි
offend	වැරදියි
offended	සිත් රිදවනු ඇත
offender	වරදකරු වේ
offense	වරදකි
offensive	අප්රසන්න
offer	පිරිනමනවා
offered	ඉදිරිපත් විය
offering	පූජාවකි
offhand	සල්ලිවලින්
office	කාර්යාල
officer	නිලධාරී
offices	කාර්යාල
official	නිල
officiate	නිලධරයන්
offing	නරකයි
offload	බෑමයි
offset	සන්සන්දනය කිරීමකි
offshoot	අංකුරයකි
offshore	අක්වෙරළ වේ
offside	අසභ්ය වේ
offspring	පැටව්
oft	ෆෝට්
oftentimes	දෙව්ලොව
ogre	උමර්
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ඕනු
ohshit	NO TRANSLATION
oil	තෙල්
oils	ෙතල්
oily	තෙල්
