Word	tr
oft	sık sık
oftentimes	sıklıkla
ogre	canavar
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Oh hayır
ohshit	NO TRANSLATION
oil	sıvı yağ
oils	yağlar
oily	yağlı
oink	oink
ointment	merhem
okra	Bamya
old	eski
olden	eski
older	daha eski
oldie	ihtiyar
oldies	oldies
olfactory	koklama
oligarchy	oligarşi
olive	zeytin
omega	omega
omelet	omlet
omen	alâmet
omgomgomg	NO TRANSLATION
ominous	uğursuz
omission	ihmal
omit	atlamak
omitted	ihmal
omnibus	çok maddeli
omnipotence	her şeyi yapabilme
omnipotent	her şeye kadir
omnipresent	her zaman her yerde
omniscient	her şeyi bilen
onboard	tahtada
oncologist	onkolog
oncology	onkoloji
oncoming	yaklaşan
one	bir
oneday	NO TRANSLATION
onedge	sınırda
onelove	One Love
oneness	birlik
onerous	külfetli
oneself	kendini
ongoing	devam eden
onion	soğan
onset	başlangıç
onslaught	saldırı
onstage	sahnede
ontology	ontoloji
onus	sorumluluk
onward	ileriye
onyx	oniks
oodles	çok fazla miktar
oomph	cazibe
ooze	sızmak
oozing	sızma
op	op
opacity	opaklık
opal	opal
opaque	opak
ope	ope
open	açık
opener	açacak
opening	açılış
openly	açıkça
openness	açıklık
opera	opera
operate	işletmek
operatic	opera ile ilgili
operation	operasyon
operational	işletme
operations	operasyonlar
operative	faal
operator	Şebeke
ophthalmic	göz
ophthalmologist	göz doktoru
opiate	uyuşturucu
opinion	görüş
opinionated	inatçı
opium	afyon
opponent	karşı taraf
opportune	elverişli
opportunism	oportünizm
opportunity	fırsat
oppose	karşı çıkmak
opposed	karşıt
opposing	karşı
opposite	karşısında
opposites	karşıtların
opposition	muhalefet
oppress	ezmek
oppressed	mazlum
oppression	Baskı
oppressive	baskıcı
oppressor	zalim
ops	ops
opt	seçmek
optic	optik
optical	optik
optics	optik
optimism	iyimserlik
optimist	iyimser
optimistic	iyimser
optimum	Optimum
option	seçenek
optional	isteğe bağlı
optionally	isteğe bağlı olarak
options	seçenekleri
optometrist	optometristin
opulence	zenginlik
opulent	zengin
opus	opus
oracle	torpil
oral	Oral
orange	Portakal
orange juice	portakal suyu
orangutan	orangutan
oration	nutuk
orator	hatip
oratory	hitabet
orb	küre
orbit	yörünge
orbital	orbital
orbiting	yörüngesindeki
orbs	küreler
orc	orc
orchard	meyve bahçesi
orchestra	orkestra
orchid	orkide
ordained	rütbesi
ordeal	çile
order	sipariş
orderly	düzenli
ordinance	yönetmelik
ordinary	sıradan
ordination	koordinasyon
ordnance	ordu donatım
ore	cevher
oregano	kekik
organ	organ
organic	organik
organism	organizma
organist	orgcu
organization	organizasyon
organize	düzenlemek
organized	örgütlü
organizer	organizatör
orgasm	orgazm
orgies	Baküs alemleri
orgy	seks partisi
orient	yönlendirmek
oriental	oryantal
orientation	oryantasyon
orifice	ağız
origami	origami
origin	Menşei
original	orijinal
originality	özgünlük
originate	köken
origination	köken
originator	mucit
ornament	süs
ornamental	süs
ornamentation	süsleme
ornamented	süslü
ornate	süslü
ornery	kaba
orphan	yetim
orphanage	yetimhane
orphaned	yetim kalmış
orthodontist	ortodontist
orthodox	Ortodoks
orthodoxy	inanç sağlamlığı
orthogonal	ortogonal
orthopedic	ortopedik
oscillate	salınmak
oscillating	titreşen
oscillation	salınım
oscillatory	salınımlı
ostensible	göstermelik
ostensibly	görünüşte
ostentatious	gösterişli
ostracized	dışlanmış
ostrich	devekuşu
other	diğer
otter	su samuru
otto	otto
ottoman	Osmanlı
ought	gerektiğini
ounce	ons
oust	yerinden etmek
outage	fire
outback	taşra
outbid	artırmak
outboard	dıştan
outbreak	salgın
outburst	patlama
outcast	serseri
outcome	sonuç
outcry	haykırış
outdated	modası geçmiş
outdo	geçmek
outdoor	dış mekan
outdoors	açık havada
outer	dış
outfit	birlik
outgoing	dışına dönük
outgrow	büyümek
outgrowth	akıbet
outhouse	ek bina
outing	gezi
outlandish	acayip
outlast	daha çok dayanmak
outlaw	haydut
outlet	çıkış
outline	taslak
outlines	ana hatlar
outlive	daha uzun yaşamak
outlook	görünüm
outlying	ücra
outnumber	fazla gelmek
outpatient	ayakta tedavi edilen hasta
outpost	ileri karakol
outpouring	dökülme
output	çıktı
outrage	rezalet
outraged	çileden
outrageous	rezil
outrank	daha önemli olmak
outreach	sosyal yardım
outright	düpedüz
outrun	depar
outset	başlangıç
outsider	yabancı
outskirts	disi
outsmart	daha akıllıca davranmak
outspoken	açık sözlü
outstanding	ödenmemiş
outstretched	uzanmış
outward	dışa doğru
outwards	dışa doğru
outweigh	daha ağır gelmek
outwit	atlatmak
oval	oval
ovary	yumurtalık
ovate	yumurta şeklinde
ovation	alkış yağmuru
oven	fırın
overactive	aşırı aktif
overall	tüm
overalls	tulum
overbearing	zorba
overburden	fazla yüklemek
overcast	bulutlu
overcharged	fazla ücret
overcoat	palto
overcome	üstesinden gelmek
overcoming	üstesinden
overcrowded	aşırı kalabalık
overdo	abartmak
overdose	aşırı doz
overdrive	aşırı hız yapmak
overdue	vadesi geçmiş
overestimate	abartma
overestimated	Fazla hesaplamış
overflow	taşma
overflowing	taşan
overgrown	azman
overgrowth	fazla büyüme
overhanging	sarkık
overhaul	bakım
overhead	havai
overhear	kulak misafiri olmak
overheated	ısınmış
overjoyed	çok memnun
overkill	overkill
overlaid	Kaplanmış
overlap	üst üste gelmek
overlapping	örtüşen
overlay	kaplama
overload	aşırı yükleme
overlook	gözden kaçırmak
overlord	derebeyi
overlying	örten
overpaid	ödenme
overpass	üst geçit
overplayed	overplayed
overpower	yenmek
overpowering	baskın
overpriced	overpriced
overprotective	aşırı korumacı
overrated	abartılan
overreact	Aşırı tepki
override	geçersiz kılma
overriding	ağır basan
overrule	hükmetmek
overrun	aşmak
oversee	denetlemek
overseer	denetmen
overshadow	gölgelemek
oversight	gözetim
oversized	büyük boy
overslept	overslept
overstate	abartmak
overstock	fazla doldurmak
overt	açık
overtake	sollamak
overtaken	geride
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	İyice düşünmek
overthrow	devirmek
overtime	mesai
overtired	overtired
overture	uvertür
overturn	devirmek
overview	genel bakış
overweight	kilolu
overwhelm	boğmak
overwhelmed	boğulmuş
overwhelming	ezici
overworked	çalıştırılıyordu
overwrought	sinirleri bozuk
overzealous	Aşırı duyarlı
owe	borçlu
owing	borçlu
owl	baykuş
owner	sahip
ownership	sahiplik
ox	öküz
oxidation	oksidasyon
oxide	oksit
oxygen	oksijen
oxymoron	tezat
oyster	istiridye
ozone	ozon
pace	hız
pacemaker	kalp pili
pacific	Pasifik
pacified	sakinleşmiş
pacifier	emzik
pacifist	barışsever
pacify	yatıştırmak
pacing	ilerleme hızı
pack	paket
package	paket
packaging	paketleme
packer	toptancı
packet	paket
pact	pakt
pad	ped
padded	yastıklı
padding	dolgu malzemesi
paddle	kısa kürek
paddle boat	kürek teknesi
paddock	padok
paddy	çeltik
padlock	asma kilit
padre	NO TRANSLATION
paean	zafer şarkısı
pagan	putperest
paganism	putperestlik
page	sayfa
pageant	geçit alayı
pager	çağrı cihazı
pagination	sayfalara numara koyma
paging	sayfalama
pagoda	pagoda
pail	kova
pain	Ağrı
pained	kederli
painful	acı verici
painfully	acı
painkiller	Ağrı kesici
painless	ağrısız
pains	zahmet
painstaking	özenli
paint	boya
paintball	paintball
paintbrush	boya fırçası
painted	boyalı
painter	ressam
painting	boyama
pair	çift
paisley	paisley
pajama	pijama
pajamas	pijama
pal	ahbap
palace	Saray
palatable	lezzetli
palate	damak
pale	soluk
paleontology	paleontoloji
palette	palet
pall	bıktırmak
palladium	palladyum
pallet	palet
palliative	hafifletici
palm	avuç içi
palmer	Hristiyan hacı
palomino	palomino
palpable	somut
palpitations	çarpıntı
palsy	felç
paltry	değersiz
pamper	şımartmak
pamphlet	broşür
pan	tava
panacea	her derde deva ilaç
panache	gösteriş
pancake	yassı
pancakes	krep
pancreas	pankreas
panda	panda
pandemic	yaygın
pandemonium	kıyamet
pane	levha
panel	panel
pang	NO TRANSLATION
panhandle	dilenmek
panic	panik
panicattack	NO TRANSLATION
panicked	panikledi
panicking	panik
panicky	panik
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramik
pansy	hercai menekşe
pant	solumak
pantheon	panteon
panther	panter
panties	külot
pantomime	pandomim
pantry	kiler
pants	pantolon
panty	külot
pantyhose	külotlu çorap
pap	lapa
papa	baba
papacy	papalık
papal	NO TRANSLATION
papaya	papaya
paper	kâğıt
paperback	karton kapaklı kitap
paperboy	gazeteci çocuk
paperweight	kağıt tutacağı
paperwork	evrak
paprika	kırmızı biber
papyrus	papirüs
par	NO TRANSLATION
parable	kıssa
parabola	parabol
parabolic	parabolik
parachute	paraşüt
parade	geçit töreni
paradigm	paradigma
paradise	cennet
paradox	paradoks
paradoxical	mantığa aykırı görünen
paraffin	parafin
paragon	erdem örneği
paragraph	paragraf
parakeet	muhabbetkuşu
paralegal	avukat yardımcısı
parallax	paralaks
parallel	paralel
parallelism	paralellik
paralysis	felç
paralyze	durdurmak
paralyzed	felçli
paramedic	paraşütçü askeri doktor
paramedics	Sağlıkçılar
paramilitary	yarı askeri
paramount	olağanüstü
paranoia	paranoya
paranoid	paranoyak
paranormal	paranormal
parapet	korkuluk
paraphernalia	öteberi
paraphrase	yorumlamak
paraplegic	belden aşağısı felçli
parasite	parazit
parasitic	parazit
parasol	güneş şemsiyesi
parcel	parsel
parcels	parseller
parched	kavrulmuş
parchment	parşömen
pardon	Pardon
pare	NO TRANSLATION
parenchyma	parenkima
parent	ebeveyn
parentage	soy
parental	ebeveyn
parenthesis	NO TRANSLATION
parenthetical	parantez içinde
parenthood	ebeveynlik
parenting	ebeveynlik
pariah	parya
parietal	parietal
paring	soyma
parish	kilise
parity	parite
park	park
parka	parka
parking	otopark
parkinsons	Parkinson
parlance	konuşma tarzı
parlay	istismar
parliament	parlamento
parliamentary	meclis
parlor	salon
parmesan	Parmesan Peyniri
parody	parodi
parole	şartlı tahliye
parquet	parke
parrot	papağan
parry	savuşturma
parse	ayrıştırmak
parsimonious	hasis
parsimony	cimrilik
parsley	maydanoz
parson	papaz
part	Bölüm
partake	katılmak
partial	kısmi
partiality	beğenme
partially	kısmen
participant	katılımcı
participate	Katıl
participation	katılım
particle	parçacık
particular	belirli
particularity	özellik
particulars	ayrıntılar
parting	ayrılık
partisan	partizan
partisanship	partizanlık
partition	bölme
partly	kısmen
partner	ortak
partnership	ortaklık
partridge	keklik
parts	parçalar
party	Parti
pas	NO TRANSLATION
pass	pas
passable	geçilebilir
passage	geçit
passageway	geçit
passe	NO TRANSLATION
passenger	yolcu
passim	NO TRANSLATION
passing	geçen
passion	tutku
passionate	tutkulu
passive	pasif
passivity	pasiflik
passkey	maymuncuk
passport	pasaport
password	parola
past	geçmiş
pasta	makarna
paste	yapıştırmak
pastel	pastel
pastime	eğlence
pastor	papaz
pastrami	pastrami
pastry	hamur işi
pasture	otlak
pasty	solgun
pat	sıvazlama
patch	yama
patchwork	yama işi
pate	pate
patella	dizkapağı
patent	patent
patented	patentli
paternal	baba tarafından
paternity	babalık
path	yol
pathetic	acıklı
pathological	patolojik
pathologist	patolog
pathology	patoloji
pathos	NO TRANSLATION
pathway	patika
patience	sabır
patient	hasta
patio	veranda
patriarch	patrik
patriarchal	ataerkil
patrimony	babadan kalma miras
patriot	vatansever kişi
patriotic	vatansever
patriotism	vatanseverlik
patrol	devriye
patrolman	devriye polisi
patron	patron
patronage	himaye
patronising	tepeden
patronize	büyüklük taslamak
patronizing	tepeden
patter	pıtırtı
pattern	Desen
paucity	azlık
pauper	yoksul
pause	Duraklat
pave	kaldırım döşemek
pavement	kaldırım
pavilion	köşk
paving	kaldırım
paw	Pati
pawn	piyon
pawnshop	rehinci
pax	kişilik
pay	ödeme
payable	ödenecek
payback	geri ödeme
paycheck	maaş
payday	maaş günü
payer	ödeyici
payload	yük
payment	ödeme
payoff	hesabı kapatmak
payout	ödeme
payphone	ankesörlü telefon
payroll	maaş bordrosu
pea	bezelye
peace	Barış
peaceable	barışçı
peaceful	huzurlu
peacefully	barışçıl
peacekeeper	Barışçıl
peaceofmind	NO TRANSLATION
peacetime	barış dönemi
peach	şeftali
peachy	şeftali gibi
peacock	tavuskuşu
peak	zirve
peaked	süzülmüş
peanut	fıstık
peanuts	yer fıstığı
pear	armut
pearl	inci
pearly	inci gibi
peas	bezelye
peasant	köylü
peat	turba
pebble	çakıl
pecan	pekan
peck	azar azar yemek
pecker	ağaçkakan
peculiar	tuhaf
peculiarities	özelikleri
peculiarity	acayiplik
peculiarly	acayip
pecuniary	maddi
pedal	pedal
pedantic	bilgiçlik taslayan
peddle	işportacılık yapmak
peddler	seyyar satıcı
pedestal	kaide
pedestrian	yaya
pediatric	pediatrik
pediatrician	çocuk doktoru
pediatrics	pediatri
pedicure	pedikür
pedigree	safkan
pedometer	pedometre
pedophile	sübyancı
pee	işemek
peek	dikizlemek
peekaboo	ce
peel	kabuk
peep	dikizlemek
peeper	röntgenci
peephole	gözetleme deliği
peer	akran
peering	bakarken
peerless	eşsiz
peeved	sinirli
peg	kazık
pegs	mandal
peice	NO TRANSLATION
pelagic	pelajik
pelican	pelikan
pellet	topak
pelvic	leğen
pelvis	pelvis
pen	dolma kalem
penal	ceza
penalty	ceza
penance	kefaret
penchant	eğilim
pencil	kalem
pendant	kolye
pendency	beklemede kaldığı
pendent	NO TRANSLATION
pending	kadar
pendulum	sarkaç
penetrate	nüfuz etmek
penetrating	delici
penetration	nüfuz
penguin	penguen
penicillin	penisilin
penile	penil
peninsula	yarımada
penis	penis
penitent	tövbekâr
penitentiary	cezaevi
penmanship	hattatlık
pennant	flama
penniless	beş parasız
penny	kuruş
pension	emeklilik
pensioner	emekli
pensive	dalgın
pentagon	Pentagon
pentagram	beş köşeli yıldız
penthouse	Çatı katı
penultimate	sondan bir önceki
people	insanlar
peopled	peopled
pep	azim
pepper	biber
peppermint	nane
pepperoni	pepperoni
peppy	şevkli
peptic	peptik
peptide	peptid
perceive	algılamak
percent	yüzde
percentage	yüzde
percentile	persentil
perceptible	algılanabilir
perception	algı
perceptive	algısal
perch	levrek
perchance	belki
percolation	süzülme
percussion	vurmalı
perdition	cehennem azabı
peremptory	buyurucu
perennial	uzun ömürlü
perfect	mükemmel
perfection	mükemmellik
perfectionist	mükemmeliyetçi
perfecto	NO TRANSLATION
perforated	delikli
perforation	delinme
perforce	zorla
perform	yapmak
performance	performans
performer	sanatçı
perfume	parfüm
perfumed	parfümlü
peri	peri
peridot	perido
peril	tehlike
perilous	tehlikeli
perimeter	çevre
period	dönem
periodic	periyodik
periodical	periyodik
periodically	periyodik olarak
periodicity	periyodik olarak tekrarlanma
peripheral	periferik
periphery	çevre
periscope	periskop
perish	yok olmak
perishable	kolay bozulan
perished	mahvolmuş
perishing	öldürücü
perjury	yalancı şahitlik
perk	dikmek
perky	şımarık
perm	perma
permanence	kalıcılık
permanent	kalıcı
permeable	geçirgen
permeate	geçmek
permeation	nüfuz etme
permissible	izin verilebilir
permission	izin
permissive	müsamahakâr
permit	izin
permitted	izin verilen
permitting	müsait
permutation	permutasyon
pernicious	zararlı
peroxide	peroksit
perpendicular	dik
perpetrate	işlemek
perpetrator	fail
perpetual	daimi
perpetually	sürekli
perpetuate	sürdürmek
perpetuation	perpetuation
perpetuity	ömür boyu gelir
perplexed	çapraşık
perplexing	şaşırtıcı
perplexity	şaşkınlık
persecute	acı çektirmek
persecution	zulüm
perseverance	azim
persevere	azmetmek
persist	inat
persistence	sebat
persistent	kalici
persisting	ısrarlı
person	kişi
persona	NO TRANSLATION
personable	yakışıklı
personage	şahsiyet
personal	kişisel
personality	kişilik
personification	kişileştirme
personnel	personel
persons	kişiler
perspective	perspektif
perspiration	terleme
persuade	ikna etmek
persuasion	ikna
persuasive	ikna edici
pert	arsız
pertinent	ilgili
perturbation	tedirginlik
pertussis	boğmaca
perusal	inceleme
peruse	incelemek
pervading	pervading
perverse	sapık
perversion	sapıklık
pervert	sapık
perverted	sapık
pesky	sinir bozucu
pessimism	kötümserlik
pessimist	kötümser
pessimistic	kötümser
pest	haşere
pester	musallat olmak
pestilence	veba
pestle	havaneli
pesto	pesto
pet	Evcil Hayvan
petal	taçyaprağı
petite	minyon
petition	dilekçe
petitioner	dilekçe sahibi
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	taşlaşmış
petrify	taşlaşmak
petrol	benzin
petroleum	petrol
petticoat	kombinezon
petting	sevişme
petty	küçük
petulant	huysuz
petunia	petunya
pew	kilise sırası
pewter	kalaylı
peyote	NO TRANSLATION
phalanx	falanj
phantom	fantom
pharaoh	firavun
pharmaceutical	farmasötik
pharmacist	eczacı
pharmacology	farmakoloji
pharmacy	eczane
phase	faz
pheasant	Sülün
phenomenal	olağanüstü
phenomenon	fenomen
pheromone	feromon
phew	vay be
phi	Yunan alfabesinin yirmibirinci harfi
philanthropic	hayırsever
philanthropist	hayırsever
philanthropy	hayırseverlik
philistine	cahil ve zevksiz
philosopher	filozof
philosophic	felsefi
philosophical	felsefi
philosophy	Felsefe
phlegm	balgam
pho	pho
phobia	fobi
phoenix	Anka kuşu
phone	telefon
phonetic	fonetik
phonetics	fonetik
phonics	fonetik
phonograph	fonograf
phonology	fonoloji
phony	sahte
phooey	phooey
phosphate	fosfat
phosphor	fosfor
phosphorus	fosfor
photo	Fotoğraf
photogenic	fotojenik
photograph	fotoğraf
photographer	fotoğrafçı
photographic	fotografik
photography	fotoğrafçılık
photometry	fotometri
photon	foton
phrase	ifade
phraseology	anlatım biçimi
phylogeny	filogenisi
physical	fiziksel
physical therapist	fizyoterapist
physician	doktor
physicist	fizikçi
physics	fizik
physiological	fizyolojik
physiology	fizyoloji
physique	vücut yapısı
pi	pi sayısı
pianist	piyanist
piano	piyano
piazza	meydan
piccolo	NO TRANSLATION
pick	almak
picked	seçilmiş
picker	toplayıcı
picket	kazık
picketing	picketing
pickle	turşu
pickled	salamura
pickpocket	yankesici
pickup	almak
picky	seçici
picnic	piknik
pictorial	resimli
picture	resim
pictures	resimler
picturesque	resmedilmeye değer
pie	turta
piece	parça
piecemeal	parça parça
pieceofshit	pieceofshit
pied	alaca
pier	iskele
pierce	delmek
piety	dindarlık
pig	domuz
pigeon	güvercin
piggy	domuzcuk
piggyback	omzunda
pigheaded	inatçı
piglet	domuz yavrusu
pigment	pigment
pigskin	domuz derisi
pigsty	domuz ahırı
pike	turna balığı
pile	istif
piles	basur
pileup	yığmak
pilgrim	hacı
pilgrimage	hac
pill	hap
pillage	talan
pillar	sütun
pillbox	asker kepi
pillow	yastık
pillowcase	yastık kılıfı
pilot	pilot
pimp	pezevenk
pimple	sivilce
pin	toplu iğne
pinball	langırt
pinch	tutam
pinching	kısma
pine	çam
pineapple	Ananas
ping	ping
pinhead	mankafa
pinhole	iğne deliği
pinion	kanat ucu
pink	pembe
pinkie	küçük parmak
pinnacle	Çukur
pinot	pinot
pinpoint	yerini belirlemek
pint	pint
pinto	benekli at
pinup	iğnelemek
pioneer	öncü
pious	dindar
pip	bip
pipe	boru
piped	borulu
pipeline	boru hattı
piper	gaydacı
pipette	pipet
piping	borular
pipsqueak	küçük adam
pique	pike
