Word	fr
leave	laisser
leavemealone	Laisse-moi tranquille
leaving	en quittant
lecherous	lubrique
lecture	conférence
lecturer	Maître de conférences
ledge	rebord
ledger	grand livre
lee	lee
leech	sangsue
leeches	sangsues
leer	NO TRANSLATION
leery	méfiant
lees	NO TRANSLATION
leeway	marge de manœuvre
left	la gauche
leftout	NO TRANSLATION
leftover	laissé pour compte
leftovers	les restes
lefty	gaucher
leg	jambe
legacy	héritage
legal	légal
legality	légalité
legalize	légaliser
legalized	légalisé
legally	légalement
legend	Légende
legendary	légendaire
legibility	lisibilité
legible	lisible
legion	légion
legislate	légiférer
legislation	législation
legislative	législatif
legislator	législateur
legislature	corps législatif
legit	légitime
legitimacy	légitimité
legitimate	légitime
lego	lego
legs	jambes
legume	légumineuse
legwork	le travail
leisure	loisir
leisurely	tranquille
lemma	lemme
lemon	citron
lemonade	limonade
lend	prêter
lender	prêteur
lending	prêt
length	longueur
lengthen	allonger
lengthened	allongé
lengthening	rallongement
lengthwise	longitudinal
lengthy	longue
leniency	clémence
lenient	indulgent
lens	lentille
leopard	léopard
leotard	collant
leper	lépreux
leprechaun	lutin
leprosy	lèpre
lesbian	lesbienne
lesbianism	lesbianisme
lesion	lésion
less	Moins
lessee	preneur à bail
lessen	réduire
lessening	diminution
lesser	moindre
lesson	leçon
lessor	bailleur
let	laisser
lethal	mortel
lethargic	léthargique
lethargy	léthargie
letter	lettre
lettered	lettré
letterhead	en-tête de lettre
lettering	caractères
letters	des lettres
lettuce	salade
leukemia	leucémie
levee	digue
level	niveau
lever	levier
leverage	influence
levitate	léviter
levy	prélèvement
lewd	obscène
lexicon	lexique
ley	NO TRANSLATION
liabilities	passifs
liability	responsabilité
liable	responsable
liaison	liaison
liar	menteur
libel	calomnie
libelous	diffamatoire
liberal	libéral
liberalism	libéralisme
liberate	libérer
liberated	libéré
liberating	libérateur
liberation	libération
liberty	liberté
libido	libido
librarian	bibliothécaire
library	bibliothèque
libretto	livret
lice	les poux
license	Licence
lichen	lichen
lick	lécher
licorice	réglisse
lid	couvercle
lie	mensonge
liege	lige
lien	privilège
lieu	lieu
lieutenant	lieutenant
life	la vie
lifeblood	élément vital
lifeboat	canot de sauvetage
lifeguard	sauveteur
lifeisgood	la vie est belle
lifeless	sans vie
lifelike	réaliste
lifeline	corde de sécurité
lifelong	tout au long de la vie
lifer	lifer
lifesaver	sauveteur
lifestyle	mode de vie
lifesucks	lifesucks
lifetime	durée de vie
lift	ascenseur
lifted	levé
liftoff	décollage
ligament	ligament
ligation	ligature
ligature	ligature
light	lumière
light year	année-lumière
lightbulb	ampoule
lighten	alléger
lightheaded	étourdi
lighthouse	phare
lighting	éclairage
lightness	légèreté
lightning	foudre
lights	lumières
lightweight	poids léger
likable	sympathique
like	comme
likelihood	probabilité
likely	probable
likeness	ressemblance
likewise	également
liking	aimer
lilac	lilas
lily	lis
limb	membre
limber	souple
limbo	limbo
lime	citron vert
limelight	feux de la rampe
limestone	calcaire
limey	limey
limit	limite
limitation	limitation
limited	limité
limitless	illimité
limo	limousine
limousine	limousine
limp	boiter
lin	lin
line	ligne
lineage	lignée
lineal	direct
linear	linéaire
linebacker	secondeur
lined	doublé
linen	lin
liner	doublure
lines	lignes
lineup	s'aligner
linger	s'attarder
lingerie	lingerie
lingering	persistant
lingo	jargon
lingual	lingual
linguini	linguini
linguist	linguiste
linguistic	linguistique
linguistics	linguistique
lining	Doublure
link	lien
linoleum	linoléum
lint	peluche
lion	Lion
lip	lèvre
liposuction	liposuccion
lipstick	rouge à lèvres
liquefaction	liquéfaction
liquefied	liquéfié
liqueur	liqueur
liquid	liquide
liquidate	liquider
liquidation	liquidation
liquidator	liquidateur
liquidity	liquidité
liquor	alcool
lira	NO TRANSLATION
lisp	zézayer
list	liste
listen	écouter
listener	auditeur
listenting	NO TRANSLATION
listing	inscription
listless	indifférent
listneing	NO TRANSLATION
litany	litanie
liter	litre
literacy	l'alphabétisation
literal	littéral
literally	Littéralement
literary	littéraire
literature	Littérature
lithe	souple
lithium	lithium
lithograph	lithographier
lithography	lithographie
lithology	lithologie
lithosphere	lithosphère
litigant	plaideur
litigate	plaider
litigation	litige
litigator	plaideur
litigious	litigieux
litter	litière
little	peu
littlethings	petites choses
littoral	littoral
liturgy	liturgie
live	vivre
livelife	vivre la vie
livelihood	moyen de subsistance
lively	animé
liven	animer
liver	foie
livery	livrée
livestock	bétail
livid	livide
living	vivant
lizard	lézard
llama	lama
lml	lml
load	charge
loader	chargeur
loaf	pain
loafer	flâneur
loam	terreau
loan	prêt
loath	répugner
loathe	détester
loathful	détestable
loathing	répugnance
loathsome	détestable
lobby	hall
lobbyist	lobbyiste
lobe	lobe
lobotomy	lobotomie
lobster	Homard
local	local
locale	lieu
locality	localité
localization	localisation
localize	localiser
localized	localisé
locate	Localiser
location	emplacement
locator	locator
loch	loch
lock	fermer à clé
locker	casier
locket	médaillon
locksmith	serrurier
lockup	lockup
loco	locomotive
locomotion	locomotion
locomotive	locomotive
locust	criquet
lode	NO TRANSLATION
lodge	loge
lodger	locataire
lodging	hébergement
loft	grenier
lofty	élevé
log	bûche
logarithm	logarithme
logarithmic	logarithmique
logic	logique
logical	logique
logistics	logistique
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	sucette
lone	seul
loneliness	solitude
lonely	solitaire
loner	solitaire
lonesome	solitaire
long	longue
longboat	chaloupe
longevity	longévité
longing	désir
longitude	longitude
longitudinal	longitudinal
longitudinally	longitudinalement
longtime	Longtemps
loo	loo
look	Regardez
looker	spectateur
lookout	Attention
loom	métier à tisser
looming	menaçant
loon	plongeon
loony	cinglé
loop	boucle
loophole	échappatoire
loopy	loopy
loose	en vrac
loosen	desserrer
loosening	desserrage
loot	butin
lop	élaguer
lopsided	de guingois
lord	Seigneur
lords	seigneurs
lordship	seigneurie
lore	traditions
lorry	camion
lose	perdre
loser	perdant
losing	perdant
loss	perte
lost	perdu
lot	lot
lotion	lotion
lots	beaucoup
lottery	loterie
lotto	loto
lotus	lotus
loud	bruyant
loudly	bruyamment
loudmouth	grande gueule
loudness	intensité
loudspeaker	haut-parleur
lounge	salon
lounging	se prélasser
louse	pou
lousy	pouilleux
lovable	aimable
love	amour
loved	aimé
lovee	amoureux
loveee	amoureux
loveless	sans amour
lovelife	NO TRANSLATION
loveliness	beauté
lovelovelove	NO TRANSLATION
lovely	charmant
lovemaking	faire l'amour
lovemylife	lovemylife
lover	amoureux
lovesick	Malade d'amour
lovethis	aime ça
loving	aimant
lovinglife	aimer la vie
lovinlife	lovinlife
low	faible
lowdown	faible
lower	inférieur
lowering	abaissement
lowest	le plus bas
lowlands	basses terres
lowlife	lowlife
lowly	humble
lox	saumon fumé
loyal	fidèle
loyalty	fidélité
lsd	LSD
luau	Luau
lube	lubrifiant
lubricant	lubrifiant
lubricate	lubrifier
lubrication	lubrification
lucid	lucide
luck	la chance
luckiest	plus chanceux
lucky	chanceux
luckygirl	fille chanceuse
lucrative	lucratif
ludicrous	ridicule
lug	patte
luggage	bagage
lukewarm	tiède
lull	accalmie
lullaby	berceuse
lumbar	lombaire
lumber	bois
lumbering	exploitation forestière
lumberjack	bûcheron
luminescent	luminescent
luminous	lumineux
lump	bosse
lumpy	grumeleux
lunacy	folie
lunar	lunaire
lunatic	fou
lunch	le déjeuner
lunchbox	boîte à déjeuner
luncheon	déjeuner
lunchtime	l'heure du déjeuner
lung	poumon
lunge	fente
lungs	poumons
lurch	embardée
lure	leurre
lurid	sinistre
lurk	se cacher
lurking	cachette
luscious	succulent
lush	luxuriant
lust	luxure
luster	lustre
lustful	lubrique
lustrous	lustré
lusty	vigoureux
lute	luth
luxuriant	luxuriant
luxurious	luxueux
luxury	luxe
lycra	lycra
lye	lessive
lying	mensonge
lymph	lymphe
lymphatic	lymphatique
lymphoma	lymphome
lynch	lyncher
lynching	lynchage
lynx	Lynx
lyre	lyre
lyric	lyrique
lyrical	lyrique
lyrics	Paroles
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	masse
mach	mach
machete	machette
machine	machine
machinery	machinerie
machinist	machinist
macho	macho
mackerel	maquereau
macro	macro
mad	furieux
madam	Madame
madame	Madame
madden	madden
madder	garance
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	maison de fous
madman	fou
madness	la démence
maestro	maestro
mafia	mafia
magazine	magazine
mage	mage
magenta	magenta
maggot	asticot
magic	la magie
magical	magique
magician	magicien
magistrate	magistrat
magma	magma
magna	magna
magnate	magnat
magnesium	magnésium
magnet	aimant
magnetic	magnétique
magnetism	magnétisme
magnetite	magnétite
magnification	grossissement
magnificence	magnificence
magnificent	magnifique
magnifier	loupe
magnify	amplifier
magnifying	grossissant
magnitude	ordre de grandeur
magnolia	magnolia
magpie	pie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	acajou
maid	Femme de ménage
maiden	jeune fille
mail	courrier
mailbox	boites aux lettres
mailing	envoi postal
mailman	mailman
maim	NO TRANSLATION
main	principale
mainframe	unité centrale
mainland	continent
mainstay	pilier
mainstream	courant dominant
maintain	maintenir
maintenance	entretien
majestic	majestueux
majesty	majesté
major	Majeur
majority	majorité
make	faire
makeover	relooking
maker	fabricant
makeshift	de fortune
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	maquillage
makingdisciples	NO TRANSLATION
malady	maladie
malaise	malaise
malaria	paludisme
malarkey	malarkey
male	mâle
malevolent	malveillant
malfeasance	malversation
malformation	malformation
malfunction	mauvais fonctionnement
malice	NO TRANSLATION
malicious	mal intentionné
malign	calomnier
malignancy	malignité
malignant	malin
maligned	calomnié
mall	centre commercial
malleable	malléable
mallet	maillet
malnutrition	malnutrition
malpractice	faute professionnelle
malt	malt
mama	maman
mambo	mambo
mamma	NO TRANSLATION
mammal	mammifère
mammoth	mammouth
mammy	maman
man	homme
manage	gérer
manageable	maniable
management	la gestion
manager	directeur
managerial	managérial
mandamus	mandamus
mandarin	mandarin
mandate	mandat
mandatory	obligatoire
mandible	mandibule
mandolin	mandoline
mandrel	mandrin
mane	NO TRANSLATION
maneuver	manœuvre
maneuvering	manoeuvre
mange	NO TRANSLATION
manger	crèche
mangle	mutiler
mango	mangue
mangosteen	mangoustan
mangy	galeux
manhole	regard
manhood	virilité
manhunt	chasse à l'homme
mania	la manie
maniac	maniaque
maniacal	maniaque
manic	maniaque
manicure	manucure
manicurist	manucure
manifest	manifeste
manifestation	manifestation
manifested	manifesté
manifestly	manifestement
manifesto	manifeste
manifold	collecteur
manipulate	manipuler
manipulation	manipulation
manipulative	manipulateur
mankind	humanité
manly	viril
manna	manne
manned	habité
mannequin	mannequin
manner	manière
mannered	maniéré
manners	manières
manor	manoir
manpower	main d'oeuvre
mansion	Manoir
mansions	demeures
manslaughter	homicide involontaire
mantel	cheminée
mantis	mante
mantle	manteau
mantra	mantra
manual	Manuel
manufacture	fabrication
manufacturer	fabricant
manufacturing	fabrication
manure	fumier
manuscript	manuscrit
map	carte
maple	érable
mar	mar
marathon	marathon
marble	marbre
marbled	marbré
marbles	marbres
march	Mars
mare	NO TRANSLATION
margarine	margarine
margarita	Margarita
margin	marge
marginal	marginal
mariachi	mariachi
marijuana	marijuana
marinara	marinara
marine	Marin
mariner	marin
marital	matrimonial
maritime	maritime
mark	marque
marked	marqué
marker	marqueur
market	marché
marketable	commercialisable
marketing	commercialisation
marketplace	marché
marks	des notes
marksman	buteur
marksmanship	adresse au tir
marl	marne
marmalade	confiture
maroon	bordeaux
marooned	abandonné
marquee	chapiteau
marquis	marquis
marred	gâché
marriage	mariage
married	marié
marrow	moelle
marry	marier
marsh	le marais
marshal	maréchal
marshmallow	guimauve
mart	marché
martial	martial
martingale	martingale
martini	martini
martyr	martyr
martyrdom	martyre
marvel	merveille
marvellous	merveilleux
marvelous	merveilleux
marvelously	merveilleusement
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascotte
masculine	masculin
masculinity	masculinité
mash	purée
mashed	en purée
mask	masque
masked	masqué
masks	masques
masochism	masochisme
masochist	masochiste
mason	le maçon
masquerade	mascarade
mass	Masse
massacre	massacre
massage	massage
masses	masses
masseur	masseur
masseuse	masseuse
massive	massif
mast	mât
master	maîtriser
masterful	magistral
mastermind	cerveau
masterpiece	chef-d'oeuvre
mastery	la maîtrise
masturbate	masturber
masturbation	masturbation
mat	tapis
matador	matador
match	rencontre
matchbook	matchbook
matching	correspondant à
matchmaker	marieur
mate	camarade
material	Matériel
materialism	matérialisme
materialist	matérialiste
materialistic	matérialiste
materiality	matérialité
materialize	se concrétiser
materially	matériellement
materials	matériaux
materiel	matériel
maternal	maternel
maternity	maternité
math	math
mathematical	mathématique
mathematician	mathématicien
mathematics	mathématiques
matinee	matinée
mating	accouplement
matriculation	immatriculation
matrimony	mariage
matrix	matrice
matron	matrone
matted	emmêlé
matter	matière
matting	tapis
mattress	matelas
maturation	maturation
mature	mature
maturity	maturité
maudlin	larmoyant
mausoleum	mausolée
mauve	mauve
maverick	Maverick
maxim	maxime
maximize	maximiser
maximum	maximum
may	mai
mayday	au secours
mayflower	fleur de mai
mayhem	grabuge
mayonnaise	Mayonnaise
mayor	maire
maze	Labyrinthe
mead	hydromel
meadow	Prairie
meager	maigre
meal	repas
mean	signifier
meander	méandre
meandering	sinueux
meanie	méchant
meaning	sens
meaningful	significatif
meaningless	sans signification
meanness	méchanceté
means	veux dire
meantime	entre-temps
measles	rougeole
measurable	mesurable
measure	mesure
measured	mesuré
measurement	la mesure
measuring	mesure
measuring cup	Tasse à mesurer
measuring tape	mètre ruban
meat	moi à
meatball	boulette de viande
meathead	meathead
meatloaf	Pain de viande
mechanic	mécanicien
mechanical	mécanique
mechanics	mécanique
mechanism	mécanisme
med	NO TRANSLATION
medal	médaille
medallion	médaillon
medallist	médaillé
meddle	se mêler
meddling	ingérence
media	médias
medial	médian
median	médian
mediate	médiat
mediation	la médiation
mediator	médiateur
medic	médical
medical	médical
medicate	NO TRANSLATION
medication	des médicaments
medicinal	médicinal
medicine	médicament
medieval	médiéval
mediocre	médiocre
mediocrity	médiocrité
meditate	méditer
meditating	méditer
meditation	méditation
meditative	méditatif
mediterranean	méditerranéen
medium	moyen
medley	mélange
meek	doux
meet	rencontrer
meeting	réunion
mega	méga
meh	meh
melancholic	mélancolique
melancholy	mélancolie
melee	mêlée
mellow	moelleux
melodious	mélodieux
melodrama	mélodrame
melodramatic	mélodramatique
melody	mélodie
melon	melon
melt	fondre
meltdown	effondrement
