Word	yi
militant	מיליטאַנט
militants	מיליטאַנץ
military	מיליטעריש
militia	מיליטער
milk	מילך
milkman	מילך
milkshake	milkshake
milky	מילקי
mill	מיל
millennium	מיללענניום
milligram	מיליגראַם
millimeter	מילימעטער
million	million
millionaire	מיליאָנער
millionth	millionth
millstone	מילסטאָון
mime	mime
mimic	mimic
mimicking	מימיקינג
mimicry	mimicry
mince	mince
mincemeat	mincemeat
mind	mind
minded	מיינדאַד
mindful	mindful
mindfulness	mindfulness
mindless	mindless
mine	mine
minefield	מיינפילד
miner	miner
mineral	מינעראַל
mineralogy	מינעראַלאָגי
mingle	מינגלע
mingled	מינגלעד
mini	מיני
miniature	מיניאַטורע
minibus	minibus
minim	NO TRANSLATION
minimal	מינימאַל
minimize	מינאַמייז
minimized	מינאַמייזד
minimum	מינימום
mining	mining
minion	minion
minister	מיניסטער
ministerial	מיניסטיריאַל
ministry	מיניסטעריום
minivan	minivan
mink	מינק
minnow	minnow
minor	מינערווערטיק
minority	מינאָריטעט
minstrel	מינסטרעל
mint	mint
minty	minty
minuscule	minuscule
minute	מינוט
minutiae	minutiae
minx	מינקס
mir	NO TRANSLATION
miracle	נס
miracles	miracles
miraculous	miraculous
mirage	mirage
mire	NO TRANSLATION
mirror	שפּיגל
mirth	mirth
misappropriation	מיסאַפּראָופּרייישאַן
misbehave	misbehave
misbehavior	misbehavior
miscalculation	miscalculation
miscarriage	מיסקעראַדזש
miscellaneous	פאַרשיידן
miscellany	miscellany
mischief	שאָדן
mischievous	שטיפעריש
misconception	מיסקאַנסעפּשאַן
misconduct	אומבאַקאַנט
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	צאָרעדיק
miserably	miserably
misery	misery
misfire	misfire
misfit	מיספי
misfortune	ומגליק
misguided	NO TRANSLATION
mishap	mishap
misinformed	misinformed
misinterpretation	מיסינטערפּרענטאַטיאָן
mislead	mislead
misleading	מיסלידינג
misled	מיסליד
mismanagement	mismanagement
mismatch	מיסמאַטש
mismatched	mismatched
misnomer	מיסנאַמער
misplace	misplace
misplaced	מיספּלייסט
misread	misread
misrepresent	misrepresent
misrepresentation	misrepresentation
misrepresented	misrepresented
miss	פאַרפירן
missile	מיסאַל
missiles	מיסאַלז
missing	פעלנדיק
missingyou	NO TRANSLATION
mission	מיסיע
missionary	מיססיאָנאַרי
misspell	מיספּעל
misstatement	ריפּלייסט
missy	מיסי
mist	נעפּל
mistake	גרייַז
mistaken	טעות
mister	הער
mistletoe	mistletoe
mistreated	מיסטריטיד
mistress	מעטרעסע
mistrial	מיסטרייאַל
mistrust	מיסטראַסט
misty	נעפּלדיק
misunderstand	misunderstand
misunderstanding	מיסאַנדערסטאַנדינג
misunderstood	מיסאַנדערסטוד
misuse	מיסיוז
mite	mite
miter	מיטער
mitigate	מיטיגערייט
mitigating	מיטיגייטינג
mitigation	מיטיגאַטיאָן
mitt	מיט
mitten	NO TRANSLATION
mitzvah	מיטזוואַה
mix	mix
mixed	געמישט
mixedemotions	געמסעמאָטיאָנס
mixer	מיקסער
mixture	געמיש
mnemonic	mnemonic
moan	מאָון
moat	גראָונד
mob	האַמוין
mobile	רירעוודיק
mobility	mobility
mobilization	מאָובאַליזיישאַן
mobilize	מאָובאַלייז
mobster	mobster
mocha	mocha
mock	mock
mocked	mocked
mockery	שפּאָט
mocking	מאָקינג
mockingbird	מאָקקינגבירד
mod	מאָד
modal	modal
modality	מאַדזשאַלאַטי
mode	מאָדע
model	מאָדעל
modeler	מאָדעלער
modeling	מאָדעלינג
modem	מאָדעם
moderate	moderate
moderate anticipation	מעסיק אַנטיסאַפּיישאַן
moderate disgust	מעסיק עקל
moderate negative	מעסיק נעגאַטיוו
moderate positive	מעסיק positive
moderate surprise	מעסיק יבערראַשן
moderate trust	מעסיק צוטרוי
moderately	מאַדעראַטלי
moderating	מאָדעראַטינג
moderation	מאַדעריישאַן
moderator	מאָדעראַטאָר
modern	מאָדערן
modernism	מאָדערניזאַם
modest	באַשיידן
modesty	באַשיידן
modicum	מאָדיש
modifiable	מאָדיפיאַבלע
modification	מאַדאַפאַקיישאַן
modified	modified
modify	מאָדיפיצירן
modulate	מאָדולירן
modulation	מאַדזשאַליישאַן
module	מאָדולע
modulus	מאָדולוס
mogul	mogul
moiety	moiety
moist	פייַן
moisture	נעץ
moisturizer	מאָיסטוריזער
molar	molar
molasses	molasses
mold	פורעם
molded	מאָולדאַד
molding	מאָלדינג
moldy	פאַרשימלט
mole	מאָל
molecular	מאָלעקולאַר
molecule	מאָלעקולאַר
molest	ביטע
molestation	מאַלעסטיישאַן
molester	מאַלעסטער
molten	מעלדן
mom	מאָם
moment	מאָמענט
momentary	momentary
momentous	מאָמענט
momentum	momentum
momma	momma
mommy	מאַמי
monad	monad
monarch	מאָנאַרטש
monarchy	מאָנאַרטשי
monastery	מאָנאַסטערי
monastic	monastic
monetary	געלטיק
money	געלט
mongoloid	מאָנגאָלאָיד
mongoose	mongoose
mongrel	mongrel
monitor	monitor
monk	מאָנק
monkey	מאַלפּע
mono	NO TRANSLATION
monochrome	מאַנאַקראָום
monogamous	monogamous
monogamy	monogamy
monogram	monogram
monogrammed	monogrammed
monograph	מאָנאָגראַף
monolayer	monolayer
monolith	monolith
monologue	מאָנאָלאָג
monopolist	מאָנאָפּאָליסט
monopoly	מאָנאָפּאָל
monotonous	מאַנאַטאַנאַס
monotony	מאַנאַטאַני
monoxide	מאָנאָקסידע
monsieur	monsieur
monsoon	מאַנסון
monster	פאַרזעעניש
monstrosity	monstrosity
monstrous	מאַנסטראַס
montage	montage
monte	monte
month	חודש
monthly	כוידעשלעך
monument	מאָנומענט
monumental	monumental
moo	מאָאָ
mooch	מאָאָטש
mood	שטימונג
moods	שטימונגען
moody	moody
moon	moon
moonbeam	moonbeam
moonlight	moonlight
moonlit	moonlit
moonshine	מאָאָונשינע
moonstruck	moonstruck
moonwalk	moonwalk
moor	זומפּ
moored	moored
mooring	מאָאָרינג
moorings	מאָאָרינגס
moorland	moorland
moose	moose
moot	מוט
mooted	מאָאָטעד
mop	אָפּווישן
mope	mope
moped	מאָפּעד
moral	moral
morale	מאָראַל
morality	מאָראַל
morals	morals
morass	מאָראַס
moratorium	מאָראַטאָריום
moray	moray
morbid	מאָרביד
morbidity	מאָרבידיטי
morbidness	morbidness
mores	mores
morgue	morgue
moribund	moribund
morn	מאָרגן
morning	פרימאָרגן
moron	moron
moronic	moronic
morose	morose
morph	morph
morphine	מאָרפין
morphism	מאָרפיזם
morphology	מאָרפאָלאָגי
morrow	מאָרגן
morsel	מעסער
mortal	שטאַרביק
mortality	מאָרטאַליטי
mortar	מאָרטער
mortgage	היפּאָטעק
mortgagee	מאָרגידזשיז
mortgagor	מאָרטגאַגאָר
mortician	מאָריסיסט
mortification	מאָרטיפיקאַטיאָן
mortified	mortified
mortuary	מאָרטוזשער
mosaic	מאָסאַיק
mosey	mosey
mosque	mosque
mosquito	קאָמאַר
moss	מאָך
mossy	mossy
mote	NO TRANSLATION
motel	מאָטעל
moth	מאָל
mother	מוטער
motherfucker	מוטערפוקקער
motherfucking	motherfucking
motherhood	מוטערשאַפט
motherland	motherland
motherless	מוטערלעסס
motherly	מוטערלי
motif	motif
motion	באַוועגונג
motionless	מאָמענטלעסס
motivate	מאָטיווירן
motivating	מאָוטאַווייטינג
motivation	מאָוטאַוויישאַן
motivational	מאָוטאַוויישאַנאַל
motive	motive
motley	מאָטליי
motor	מאָטאָר
motorbike	מאָוטערבייק
motorboat	motorboat
motorcade	מאָטאָרקאַדע
motorcar	motorcar
motorcycle	מאָטאָציקל
motorist	מאָוטעריסט
motte	motte
mottled	מאַטאַלד
motto	דעוויז
mould	פורעם
mound	מאַונד
mount	mount
mountain	באַרג
mountaineer	mountaineer
mountainous	מאָונטאַינאָוס
mountains	בערג
mountaintop	mountaintop
mourn	טרויערן
mournful	טרויעריק
mourning	טרויער
mouse	מויז
mousetrap	מאַוסטראַפּ
mousse	מוס
moustache	וואָנצעס
mousy	mousy
mouth	מויל
mouthful	מויל
mouthpiece	מאַוטפּיס
mouthwash	mouthwash
movable	movable
move	מאַך
movement	באַוועגונג
mover	מאָווער
movie	פֿילם
movies	סרטים
moving	moving
movingforward	NO TRANSLATION
movingon	movingon
mow	מאָוו
mower	מאָוער
moxie	מאַקסי
mozzarella	מאָזזאַרעללאַ
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	מיוקאַס
mucus	מיוקאַס
mud	בלאָטע
muddle	muddle
muddled	מודדלעד
muddy	מוטנע
muff	muff
muffin	מאַפאַן
muffled	מאַפאַלד
muffler	מאַפלער
mug	באַפאַלן
mugger	מאָגער
mulberry	מאַלבערי
mulch	מאַלטש
mule	מויל
mull	מול
mullet	mullet
multilateral	מאַלטילאַטעראַל
multimedia	מולטימעדיאַ
multinational	multinational
multiple	קייפל
multiple sclerosis	קייפל סקלעראָוסאַס
multiplex	מולטיפּלעקס
multiplication	קייפל
multiplicity	Multiplicity
multiplied	געמערט
multiplier	multiplier
multiply	מולטיפּלי
multitude	פאליטיק
mum	מאָם
mumble	מאַמבאַל
mumbo	מאַמבאָו
mummy	מאַמי
mumps	מאַמפּס
munch	מאַנטש
munchies	munchies
munchkin	munchkin
mundane	וועלט
municipal	שטאָטיש
municipality	דיסטריקט
mural	mural
murder	מאָרד
murderer	מערדער
murderess	מאָרד
murderous	מאָרד
murky	murky
murmur	מורמלען
muscle	מוסקל
muscular	מוסקולאַר
muse	קלערן
muses	מוסעס
museum	מוזיי
mush	NO TRANSLATION
mushroom	שוועמל
mushy	מושי
music	מוזיק
musical	מוזיקאַליש
musician	מוזיקער
musing	מוסינג
musk	musk
musket	musket
musketeer	מוסקעטעער
muskrat	מאַסטיק
muslin	מוסלין
muss	NO TRANSLATION
must	מוז
mustang	mustang
mustard	זענעפט
muster	מוסטער
musty	מאַסטי
mutable	מיוטאַבאַל
mutant	מוטאַנט
mutate	מוטייט
mutation	מיוטיישאַן
mute	שטום
muted	muted
mutilate	מוטילאַט
mutilated	מיוטילאַטעד
mutilation	מוטילאַטיאָן
mutiny	מוטיני
mutt	מוט
mutter	NO TRANSLATION
mutton	שעפּס
mutual	קעגנצייַטיק
mutually	מיוטשואַלי
muzzle	פּיס
myfavorite	מיין באליבטע
myopia	מייאָופּיאַ
myopic	myopic
myriad	myriad
mysterious	מיסטעריעז
mystery	מיסטעריע
mystic	מיסטיק
mystical	מיסטיש
mysticism	מיסטיק
mystified	מיסטיפיעד
mystique	mystique
myth	מיטאָס
mythic	mythic
mythical	mythical
mythological	mythological
mythology	מאַטאַלאַדזשי
nab	nab
nacho	נאָטאָ
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	נאָגל
nail gun	נאָגל ביקס
naive	נאַיוו
naked	נאַקעט
nakedness	נאַקעטקייט
namaste	NO TRANSLATION
name	נאָמען
named	named
nameless	nameless
namesake	namesake
naming	נאַמינג
nana	nana
nanny	נאַנני
nanometer	נאַנאָמעטער
nap	דר
napalm	napalm
nape	nape
napkin	napkin
napping	נאַפּינג
nappy	נאַפּפּי
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	נאַרקאָטיק
narrate	דערציילן
narration	narration
narrative	דערציילונג
narrator	narrator
narrow	שמאָל
narrowing	נעראָוינג
nasal	nasal
nascent	nascent
nasty	nasty
natal	נאַטאַל
nation	nation
national	national
nationality	נאַציאָנאַליטעט
nationwide	ניישאַנווייד
native	געבוירן
nativity	נאַטיוויטי
natural	נאַטירלעך
natural gas	נאַטירלעך גאַז
naturalist	naturalist
naturalization	naturalization
naturalized	naturalized
naturally	געוויינטלעך
nature	נאַטור
naught	naught
naughty	שטיפעריש
nausea	עקל
nauseate	nauseate
nauseating	nauseating
nauseous	נויזאַס
nautical	nautical
nautilus	נאַוטילוס
naval	naval
nave	nave
navel	פּופּיק
navigable	navigable
navigate	נאַוויגירן
navigation	navigation
navigational	navigational
navigator	נאַוויגאַטאָר
navy	navy
nay	NO TRANSLATION
nearsighted	nearsighted
neat	ציכטיק
neatly	neatly
nebula	נעבולאַ
nebulae	nebulae
nebulous	נעבולאָוס
necessarily	דאַווקע
necessary	נייטיק
necessitate	נייטיק
necessities	necessities
necessity	נייטיקייַט
neck	האַלדז
necklace	האַלדזבאַנד
necktie	נעקסטיע
necromancer	נעקראַמאַנסער
necrosis	נאַקראָוסאַס
nectar	נעקטער
need	need
needalife	NO TRANSLATION
needed	needed
needful	נייטיק
needit	NO TRANSLATION
needle	נאָדל
needlepoint	needlepoint
needles	נעעדלעס
needless	נידל
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	נויט
nefarious	נאַפאַריאָוס
negation	negation
negative	נעגאַטיוו
negativity	נעגאַטיוויטי
neglect	neglect
neglected	neglected
neglecting	neglecting
negligee	negligee
negligence	נעגלאַדזשאַנס
negligent	נעגלאַדזשאַנט
negligently	NO TRANSLATION
negligible	נעגלאַדזשאַבאַל
negotiable	negotiable
negotiate	פאַרהאַנדלען
negotiation	פארהאנדלונג
negotiator	negotiator
negro	שוואַרץ
neigh	neigh
neighbor	חבר
neighborhood	קוואַרטאַל
neighboring	neighboring
nemesis	nemesis
neon	נעאָן
neonatal	נעאָנאַטאַל
neophyte	neophyte
neoprene	נעאָפּרענע
nephew	פּלימעניק
nepotism	נעפּאָטיזאַם
nerd	צעדרייט
nerdy	נערדי
nerve	נערוו
nerves	נערוועס
nervous	נערוועז
nervousness	נערוואַסנאַס
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	nest
nestle	נעסטלע
nestling	נעסטלינג
net	net
nether	נידעריקער
netting	netting
nettle	ייַנשרומפּן
network	נעץ
networking	נעטוואָרקינג
neural	נעוראַל
neuralgia	נוראַלאַדזשי
neurological	נוראַלאַדזשיקאַל
neurologist	נוראַלאַדזשאַסט
neurology	נוראַלאַדזשי
neurosis	נעוראָסיס
neurosurgeon	נעוראָסורגעאָן
neurosurgery	נעוראָשורגערי
neurotic	נעוראָטיק
neuter	נעענטער
neutral	נייטראַל
neutrality	נייטראַלאַטי
neutralize	נוטראַלייז
neutron	נעוטראָן
new	נייַ
new age	נייַ עלטער
newbeginnings	NO TRANSLATION
newborn	נייַ-געבוירן
newcomer	נייַ-געקומענער
newday	newday
newfound	newfound
newjob	NO TRANSLATION
newlife	נייע לעבן
newly	ניי
newlywed	newlywed
newme	newme
newness	newness
news	נייַעס
newscast	newscast
newscaster	newscaster
newsflash	newsflash
newsletter	נוזלעטער
newsman	newsman
newspaper	newspaper
newspaperman	צייטונגען
newsreel	newsreel
newsroom	newsroom
newsstand	קיאָסק
newstart	newstart
newt	newt
newyear	NO TRANSLATION
nexus	נעקסוס
nib	nib
nibble	nibble
nice	שיין
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	ניקעל
nickname	ניקקנאַמע
nicotine	ניקאָטין
niece	פּלימעניצע
nifty	ניפטי
nigger	nigger
nigh	nigh
night	נאַכט
nightcap	נאַכט
nightclub	נאכט קלאב
nightfall	ניגהטפאַלל
nightgown	נאַכטהעמד
nightie	נאַכט
nightingale	ניגהטינגאַלע
nightlife	נייטלייף
nightly	נייטלי
nightmare	נייטמער
nightmares	נייטמערז
nightstand	נייטקייט
nightstick	nightstick
nighttime	nighttime
nihilism	ניהיליסם
nil	nil
nimble	פלינק
nimrod	nimrod
nincompoop	nincompoop
nine	נייַן
nineteen	ניינצן
ninety	נייַנציק
ninja	נינדזשאַ
ninny	ניני
nintendo	נינטענדאָו
ninth	נייַנט
nip	ניפּ
nipper	ניפּער
nipple	ניפּאַל
nippy	nippy
nitrate	nitrate
nitro	nitro
nitrogen	ניטראָגען
