Word	fy
memorandum	memorandum
memorial	memorial
memorials	memorialen
memories	oantinkens
memoriesiwontforget	NO TRANSLATION
memorize	memorize
memory	oantinken
menace	menace
menacing	ferdoarn
menagerie	menagerie
mend	mend
mending	mending
menial	menial
meningitis	meningitis
meniscus	meniskus
menopause	manopoaze
menses	menses
menstrual	menstrual
mental	mental
mentalhealth	NO TRANSLATION
mentality	mentaliteit
menthol	menthol
mention	neame
mentor	mentor
menu	menu
meow	meow
mercantile	mercantile
mercenary	mercenary
merchandise	merchandise
merchant	keapman
merciful	barmhertich
merciless	ûnleauwe
mercurial	mercurial
mercury	mercury
mercy	genede
mere	mere
merengue	merengue
merge	fusearje
merger	fúzje
meridian	meridian
meridional	meridional
meringue	meringue
merit	merit
meritorious	wurdich
mermaid	Mearmin
merriment	merriment
merry	frjemd
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mesh
meshes	meshes
mesmerized	mesmerized
mess	mess
message	berjocht
messedup	NO TRANSLATION
messenger	boadskipper
messiah	Messiah
messy	moandei
metabolic	metabolik
metabolism	metabolisme
metal	metaal
metallic	metallic
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	metaphor
metaphorical	metafoarisch
metaphysical	metafysika
metaphysics	metafysika
metastasis	metastasis
meteor	meteor
meteoric	Wetter - Agrarwetter
meteorite	meteorite
meteorological	meteorologysk
meteorology	meteorology
meter	meter
meth	meth
methadone	methadon
methane	methan
methanol	methanol
method	metoade
methodical	metoade
methodology	methodology
meticulous	geweldich
metime	metime
metric	metrisch
metrical	metrisch
metrology	metrology
metropolis	metropolis
metropolitan	metropolitan
mettle	mettle
mew	mew
mezzanine	Mezzanine
mica	mica
mick	mick
micro	mikro
microbe	mikrobe
microbiology	mikrobiology
microchip	microchip
microcosm	microcosm
microfilm	mikrofilm
microgram	microgram
micrometer	mikrometer
micron	mikron
microphone	mikrofoan
microscope	mikroskoop
microscopic	mikroskopysk
microscopically	mikroskopysk
microscopy	mikroskopy
microwave	mikrowave
mid	midden
midair	midair
midday	middei
middle	midden
middleman	middenman
middleweight	middengewicht
midget	midget
midland	middenlân
midlife	midlife
midline	midline
midnight	middernacht
midshipman	midshipman
midst	midden
midsummer	midsummer
midterm	midterm
midtown	middenstêd
midway	middenwei
midwife	midwifere
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffearre
mighty	geweldig
mignon	mignon
migraine	migraine
migrate	migrearje
migration	migraasje
migratory	migratory
mike	mike
mil	NO TRANSLATION
mild	myld
mildew	mildew
mildness	mildheid
mile	myl
mileage	mileage
milestone	milestone
militant	militant
militants	militanten
military	militêr
militia	militia
milk	molke
milkman	melkman
milkshake	milkshake
milky	miljo
mill	mûne
millennium	milennium
milligram	milligram
millimeter	Millimeter
million	miljoen
millionaire	miljonêr
millionth	miljoenste
millstone	millstone
mime	mime
mimic	mimysk
mimicking	mimykjen
mimicry	mimykry
mince	minte
mincemeat	minsemeat
mind	geast
minded	minded
mindful	mindful
mindfulness	opsicht
mindless	mindless
mine	myn
minefield	minfield
miner	mynwurker
mineral	mineraal
mineralogy	mineralogy
mingle	mingle
mingled	mingde
mini	mini
miniature	miniature
minibus	minibus
minim	NO TRANSLATION
minimal	minimal
minimize	minimearje
minimized	minimalisearre
minimum	minimum
mining	mynbou
minion	minion
minister	minister
ministerial	ministerial
ministry	ministearje
minivan	minivan
mink	mink
minnow	minnow
minor	min
minority	minderheid
minstrel	minstrel
mint	mint
minty	minty
minuscule	minuscule
minute	minút
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	wûnder
miracles	wûnders
miraculous	wûnderlik
mirage	Mirage
mire	NO TRANSLATION
mirror	spegel
mirth	mirth
misappropriation	misappropriaasje
misbehave	misbehave
misbehavior	misbehavior
miscalculation	miskalkulaasje
miscarriage	miskream
miscellaneous	ferskil
miscellany	miskellany
mischief	mislediging
mischievous	baas
misconception	misconception
misconduct	miskondukt
misdemeanor	misdie
misdirection	misdireksje
miser	miser
miserable	miserabele
miserably	miserabel
misery	lijen
misfire	misfire
misfit	misfit
misfortune	ûngelok
misguided	NO TRANSLATION
mishap	mishap
misinformed	misinformearre
misinterpretation	misinterpretaasje
mislead	misleare
misleading	misleading
misled	misledigje
mismanagement	mismanagement
mismatch	mismatch
mismatched	miskien
misnomer	misnomer
misplace	mislearre
misplaced	misplaced
misread	misread
misrepresent	misrepresentearje
misrepresentation	misrepresentaasje
misrepresented	misrepresentearre
miss	misse
missile	missile
missiles	missilen
missing	fermindere
missingyou	NO TRANSLATION
mission	missy
missionary	sindeling
misspell	misspell
misstatement	ferklearring
missy	missy
mist	mist
mistake	flater
mistaken	mistaken
mister	mister
mistletoe	mistel
mistreated	mistreated
mistress	mistress
mistrial	mistrial
mistrust	mistrouwen
misty	misty
misunderstand	misunderstand
misunderstanding	misferstân
misunderstood	mislearre
misuse	misbrûk
mite	mite
miter	miter
mitigate	minder
mitigating	minder
mitigation	mindering
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	mingd
mixed	mingd
mixedemotions	mingde gefoelens
mixer	mixer
mixture	mingsel
mnemonic	mnemonic
moan	moan
moat	moat
mob	mob
mobile	mobyl
mobility	mobiliteit
mobilization	mobilisaasje
mobilize	mobilisearje
mobster	mobster
mocha	mocha
mock	mock
mocked	mocked
mockery	spultsje
mocking	mocking
mockingbird	mockingbird
mod	mod
modal	modal
modality	modaliteit
mode	wize
model	model
modeler	modeler
modeling	modeling
modem	modem
moderate	moderatyf
moderate anticipation	moderne anticipaasje
moderate disgust	moderne wearze
moderate negative	moderne negatyf
moderate positive	moderatyf posityf
moderate surprise	moderate ferrassing
moderate trust	moderne fertrouwen
moderately	moderatyf
moderating	moderearjen
moderation	moderaasje
moderator	moderator
modern	modern
modernism	modernisme
modest	beskieden
modesty	beskiedenens
modicum	modicum
modifiable	feroarje
modification	modifikaasje
modified	feroare
modify	feroarje
modulate	modulearje
modulation	modulaasje
module	module
modulus	modulus
mogul	mogul
moiety	moiety
moist	fochtich
moisture	feiligens
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	mûn
molded	geast
molding	molding
moldy	mûlle
mole	mol
molecular	molekulêr
molecule	molekule
molest	molest
molestation	molestaasje
molester	molester
molten	molten
mom	mem
moment	momint
momentary	momentêr
momentous	gewoan
momentum	momentum
momma	momma
mommy	mommy
monad	monad
monarch	monarchen
monarchy	monargy
monastery	kleaster
monastic	monastysk
monetary	monetaris
money	jild
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	monitorje
monk	muonts
monkey	aap
mono	NO TRANSLATION
monochrome	monochroom
monogamous	monogamus
monogamy	monogamy
monogram	monogram
monogrammed	monogrammearre
monograph	monografy
monolayer	monolayer
monolith	monolit
monologue	monolooch
monopolist	monopolist
monopoly	monopoalje
monotonous	monotonous
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	mûnen
monster	meunster
monstrosity	monstrositeit
monstrous	monstrous
montage	montage
monte	monte
month	moanne
monthly	moanne-
monument	monumint
monumental	monumintaal
moo	moo
mooch	mooch
mood	stimming
moods	Stimmingen
moody	moody
moon	moanne
moonbeam	moonbeam
moonlight	moonlight
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	moored
mooring	mooring
moorings	moorings
moorland	moorland
moose	moose
moot	moot
mooted	mooted
mop	mop
mope	mop
moped	moped
moral	moreel
morale	morale
morality	moraliteit
morals	moralen
morass	morass
moratorium	moratorium
moray	moray
morbid	morbide
morbidity	morbiditeit
morbidness	morbidens
mores	moaren
morgue	morgue
moribund	moribund
morn	moarn
morning	moarntiid
moron	moron
moronic	moronic
morose	morose
morph	morph
morphine	morphine
morphism	morphisme
morphology	morphology
morrow	moarn
morsel	morsel
mortal	mortal
mortality	mortality
mortar	mortar
mortgage	hypoteek
mortgagee	hypoteek
mortgagor	mortgagor
mortician	mortician
mortification	mortification
mortified	ferstoarn
mortuary	moarntiid
mosaic	mosaic
mosey	mosey
mosque	moskee
mosquito	mosquito
moss	moas
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	mot
mother	mem
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	memmetiid
motherland	mem
motherless	memme
motherly	memme
motif	motyf
motion	moasje
motionless	beweginglos
motivate	motivearje
motivating	motivearje
motivation	motivaasje
motivational	motivatyf
motive	motyf
motley	motley
motor	motor
motorbike	motorbike
motorboat	motorboat
motorcade	motorcade
motorcar	motorcar
motorcycle	motorfyts
motorist	motorist
motte	motte
mottled	muttele
motto	motto
mould	mûn
mound	terp
mount	berch
mountain	berch
mountaineer	mountaineer
mountainous	berchtme
mountains	bergen
mountaintop	berchtme
mourn	trouwe
mournful	trouwens
mourning	rou
mouse	mûs
mousetrap	mousetrap
mousse	mousse
moustache	snor
mousy	mousy
mouth	mûle
mouthful	mûseftich
mouthpiece	mûlepiece
mouthwash	mûlewash
movable	beweging
move	bewege
movement	beweging
mover	mover
movie	film
movies	films
moving	beweging
movingforward	NO TRANSLATION
movingon	fierder gean
mow	mow
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mûglik
mucous	mucus
mucus	mucus
mud	modder
muddle	muddle
muddled	muddele
muddy	muddy
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	mug
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	mûldier
mull	mull
mullet	mullet
multilateral	multilateraal
multimedia	multimedia
multinational	multinational
multiple	meardere
multiple sclerosis	multyklerose
multiplex	multiplex
multiplication	multiplication
multiplicity	multipliziteit
multiplied	multiplisy
multiplier	multiplier
multiply	fermannichfâldigje
multitude	mannichte
mum	mem
mumble	mommelje
mumbo	mumbo
mummy	mummy
mumps	mumps
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	gemeentlik
municipality	gemeente
mural	muorre
murder	moard
murderer	moardner
murderess	murd
murderous	murd
murky	murky
murmur	murmur
muscle	spier
muscular	muskulier
muse	muse
muses	muses
museum	museum
mush	NO TRANSLATION
mushroom	mushroom
mushy	mushy
music	muzyk
musical	muzikaal
musician	muzikant
musing	musing
musk	musk
musket	musket
musketeer	musketier
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	moatte
mustang	Mustang
mustard	moster
muster	earder
musty	mûle
mutable	mutich
mutant	mutant
mutate	mutate
mutation	mutaasje
mute	mûte
muted	mûte
mutilate	mutilate
mutilated	mutilearre
mutilation	mutilaasje
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	mienskiplik
mutually	inoar
muzzle	muzen
myfavorite	myfavorite
myopia	myopia
myopic	myopysk
myriad	myriad
mysterious	mysteriisk
mystery	mystearje
mystic	mystyk
mystical	mystisch
mysticism	mystyk
mystified	mystified
mystique	mystyk
myth	myte
mythic	mytysk
mythical	mytysk
mythological	mytologysk
mythology	mytology
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	spiker
nail gun	nagelwapen
naive	naïv
naked	neaken
nakedness	nakedness
namaste	NO TRANSLATION
name	namme
named	neamd
nameless	nameless
namesake	Nammeromte
naming	namen
nana	nana
nanny	nanny
nanometer	nanometer
nap	nap
napalm	napalm
nape	nape
napkin	servet
napping	napping
nappy	Wetter - Agrarwetter
narcissism	narsisisme
narcissist	narcissist
narcissistic	narsisistysk
narcotic	Narkotysk
narrate	fertelle
narration	narration
narrative	ferhaal
narrator	ferteller
narrow	nau
narrowing	fergriemje
nasal	nasal
nascent	nascent
nasty	bang
natal	natal
nation	folk
national	lanlik
nationality	nasjonaliteit
nationwide	lanlik
native	ynlânske
nativity	natuer
natural	natuerlik
natural gas	ierdgas
naturalist	naturalist
naturalization	natueralisaasje
naturalized	naturalisearre
naturally	fansels
nature	natuer
naught	neat
naughty	frek
nausea	nuttich
nauseate	nûmere
nauseating	nûmering
nauseous	nauseous
nautical	nautysk
nautilus	nautilus
naval	Wetter - Agrarwetter
nave	nave
navel	nâle
navigable	befarber
navigate	navigearje
navigation	navigaasje
navigational	navigational
navigator	navigator
navy	marine
nay	NO TRANSLATION
nearsighted	tichtby
neat	neat
neatly	neat
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	needsaaklik
necessary	needsaaklik
necessitate	nedich
necessities	needsaak
necessity	needsaak
neck	nekke
necklace	necklace
necktie	necktie
necromancer	necromancer
necrosis	necrosis
nectar	nectar
need	need
needalife	NO TRANSLATION
needed	nedich
needful	nedich
needit	NO TRANSLATION
needle	nulle
needlepoint	needlepoint
needles	needles
needless	needless
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	nedich
nefarious	fertrietlik
negation	negaasje
negative	negatyf
negativity	negativiteit
neglect	ferdwine
neglected	ferwûne
neglecting	ferwiderje
negligee	negligee
negligence	negligence
negligent	negligent
negligently	NO TRANSLATION
negligible	negatyf
negotiable	fergelykber
negotiate	ferwurkje
negotiation	ferhaal
negotiator	ferhâlding
negro	negro
neigh	neigh
neighbor	buorman
neighborhood	buert
neighboring	buorren
nemesis	nemesis
neon	neon
neonatal	neonataal
neophyte	neophyte
neoprene	neopren
nephew	omkesizzer
nepotism	nepotisme
nerd	nerd
nerdy	nerdy
nerve	nerv
nerves	nerves
nervous	nervos
nervousness	nervositeit
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	nêst
nestle	nestle
nestling	nestling
net	net
nether	nether
netting	netting
nettle	nettle
network	netwurk
networking	netwurking
neural	neirint
neuralgia	neuralgia
neurological	neurologysk
neurologist	neurolooch
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotyk
neuter	ûnsidich
neutral	neutraal
neutrality	neutraliteit
neutralize	neutralisearje
neutron	neutron
new	nij
new age	nije tiid
newbeginnings	NO TRANSLATION
newborn	newborn
newcomer	newcomer
newday	nije dei
newfound	newfound
newjob	NO TRANSLATION
newlife	nij libben
newly	nij
newlywed	newlywed
newme	newme
newness	newness
news	nijs
newscast	Wetterskip
newscaster	nijsbrief
newsflash	newsflash
newsletter	nijsbrief
newsman	nijsoanwizer
newspaper	krante
newspaperman	lûdoperman
newsreel	newsreel
newsroom	nijslêzer
newsstand	stjoerprogramma
newstart	nij begjin
newt	newt
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nibble
nice	aardich
niche	niche
nichts	NO TRANSLATION
nick	Nick
nickel	Nickel
nickname	nickname
nicotine	nicotine
niece	Nije
nifty	njoggentich
nigger	nigger
nigh	no
night	nacht
nightcap	nightcap
nightclub	nachtklup
nightfall	nachtfall
nightgown	nightgown
nightie	nightie
nightingale	nightingale
nightlife	nightlife
nightly	nacht
nightmare	nachtmerje
nightmares	nachtmaren
nightstand	nachtstand
nightstick	nightstick
nighttime	nachts
nihilism	nihilisme
nil	nil
nimble	flink
nimrod	nimrod
nincompoop	nincompoop
nine	njoggen
nineteen	njoggentjin
ninety	njoggentich
ninja	ninja
ninny	ninny
nintendo	Nintendo
ninth	njoggende
nip	nip
nipper	nipper
nipple	nipple
nippy	nippy
nitrate	nitrate
nitro	nitro
nitrogen	nitrogen
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	gjin anticipaasje
no disgust	gjin wearze
no emotion	gjin emoasje
no sentiment	gjin gefoel
no surprise	gjin ferrassing
no trust	gjin fertrouwen
nobility	adel
noble	nobelpriis
nobleman	ealman
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nocturnal
nod	knikke
nodding	nodding
node	node
nodular	nodulêr
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	lûd
noisy	laitsje
nomad	nomad
nomadic	nomadysk
nomenclature	nomenclature
nominal	nominal
nominate	nominearje
nomination	nominaasje
nominee	nominee
nonce	net
nonchalant	nonchalant
noncompliance	net-kompensaasje
nondescript	nondescript
nonexistent	nonexistent
nonfat	netfat
nonfiction	netfiksje
nonpayment	nonpayment
nonresident	net-ynwenner
nonsense	ûnsin
nonsensical	sûnens
nonviolent	nonviolent
noob	noob
noodle	noodle
nook	nook
noon	middei
noose	noose
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norm
normal	normaal
normalcy	gewoane
normality	normaalheid
north	noard
northbound	noardbound
northeast	noardeasten
northern	noardlik
northwest	Noardwest
northwestern	noardwesten
noschool	NO TRANSLATION
nose	noas
nosebleed	nosebleed
nosey	nosy
nosnow	nosnow
nostalgia	nostalgy
nostalgic	nostalgysk
nostress	NO TRANSLATION
nostril	nostril
nosun	NO TRANSLATION
nosy	nosy
not negative	net negatyf
not positive	net positive
notable	oanwêzich
notables	Notabelen
notably	foaral
notamorningperson	NO TRANSLATION
notary	notaris
notation	notaasje
notch	no
notched	noat
note	noat
notebook	notebook
noted	notearre
noteworthy	noteworthy
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	neatens
notice	notice
noticeable	merkber
notification	Notifikaasje
notify	fertelle
notion	noasje
notional	notional
notoriety	ferhearliking
notorious	ferneamd
notready	net klear
notwithstanding	nettsjinsteande
nought	neat
noun	haadwurd
nourish	nourishje
nourishment	nourishment
nouveau	NO TRANSLATION
novel	roman
novelist	novelist
novelty	nijichheid
novice	novice
nowadays	hjoeddedei
nowork	gjin wurk
noworries	gjin soargen
noxious	noege
nozzle	noas
nuance	nuance
nuances	nuances
nuclear	nukleêr
nucleus	nucleus
nude	nauwe
nudge	nudge
nudie	nudie
nudist	nudist
nudity	nuttige
nugget	nugget
nuisance	oerlêst
nuke	nuke
nul	NO TRANSLATION
null	nul
nullify	fertsjinje
numb	numb
number	nûmer
numbering	nûmering
numbers	nûmers
numbness	noedzje
numbskull	numbskull
numeral	nûmer
numerator	numerator
numerical	numerich
numerically	numerich
numerous	in protte
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	Núnery
nuptials	nuptials
nurse	ferpleechkundige
nursemaid	nursemaid
nursery	kwekerij
nursing	ferpleging
nurture	nurture
nut	nút
nutcase	nutcase
nutcracker	nekker
nuthouse	nuthouse
nutmeg	nutmeg
nutrition	Erniediging
nutritional	nutritional
nutritious	nuttich
nutritive	nuttich
nuts	nuts
nutshell	nutshell
nutty	nutty
nylon	Nylon
nylong	NO TRANSLATION
nylons	nylons
nymph	Nymph
nymphomaniac	Nymphoman
oaf	oaf
oak	iik
oar	oar
oasis	oaze
oat	oat
oath	eed
oatmeal	oatmeal
obedience	hearrigens
obedient	gehoarsum
obediently	obediently
obelisk	obelisk
obese	obese
obesity	obesity
obey	folge
obi	obi
obit	obit
obituary	obituary
object	objekt
objection	beswier
objectionable	beswierlik
objective	objektyf
objectivity	objektiviteit
obligation	ferplichting
